Plat Number,Plat Name,Section/Township/Range,Volume,First Page,Last Page,Plat Type
230970,ELK MEADOWS PHASE 1,0252006,234,060,064,
173710,CONIFER RIDGE,0332605,107,023,024,
303800,HALLIS WILLOW GLEN ADD,0122603,062,069,000,
030000,ATWATER THE PH 01 CONDO,1192504,070,038,045,C
165950,CODERS A V ADD,0082504,017,042,000,
172600,COMPASS POINTE 1ST AMENDMENT CONDO,2112604,275,025,000,C
148630,CENTRAL ADD TO GEORGETOWN,0202404,013,004,000,
667400,PARTERRA AT NEWCASTLE AMENDED CONDO,3272405,222,001,000,C
787622,SOUNDVIEW NO. 03 CONDO,3332204,029,053,056,C
515160,MARINE HILLS NO. 01,0052104,056,098,099,
366750,JANSENS ADD,0282504,003,076,000,
311043,HARBOR HOUSE ON QUEEN ANNE 2ND AMENDMENT CONDO,4252503,157,007,021,C
147170,CEDAR VUE ADD,0202306,069,061,064,
770160,SHADOW LAKE ESTATES,0072206,082,055,000,
352590,HUNNEL HEIGHTS ADD,0262403,027,015,000,
671100,PEREGRINE POINT TOWNHOMES CONDO,2162406,217,007,015,C
186200,CROWN HEIGHTS,0252605,135,026,027,
423340,LAWSON HILL ESTATES,0132106,162,020,024,
079500,BEVERLY PK DIV. NO. 01,0052304,032,001,000,
734030,RIVERSIDE ESTATES DIV NO. 01,0362104,141,032,033,
177750,COUGAR HILLS DIV NO. 01,0142405,064,010,000,
022330,ANDOVER INDUSTRIAL PARK NO. 04,0252304,079,039,040,
542245,MEADOWRIDGE CONDO,4192205,073,092,099,C
133060,CANTERBURY MANOR ADD,0302105,075,031,000,
951405,WOODHAVEN I,0262506,269,077,082,
375540,JUANITA GREENS,0292605,165,033,034,
607310,NEWPORT SUNSET CONDO,3092405,098,001,006,C
609344,"902, 904, 906 & 908 28TH STREET NE CONDO",3062105,255,001,002,C
739910,ROLLING HILLS VILLAGE REPLAT,0202305,079,044,045,
216280,EAST MILLER CONDO,1202504,018,021,022,C
504130,MAGNOLIA VIEW TRACTS NO. 02,0152503,037,034,000,
546940,MERIDIAN VALLEY CONDO,4222205,006,071,075,C
058600,BAY VIEW CIRCLE ADD,0352603,070,052,000,
414164,LAKEPARK 2ND AMENDMENT CONDO,1062604,254,097,098,C
403610,LAKE HEIGHTS NO. 04,0162405,055,097,098,
226000,EDGEBROOK,0242505,098,080,081,
195200,DEL VISTA ADD,0122405,066,083,000,
927970,WEST SEATTLE PARK RPLT B08 16-17 22-4,0112403,012,049,000,
213870,DWIGHTS ADD,0192504,002,193,000,
261767,FOURTH AVENUE CONDO,4042204,182,020,021,C
254900,FIR GROVE PARK,0152407,144,088,089,
894627,VILLAS AT MONDAVIO THE PH 16 CONDO,4352605,278,073,076,C
234620,ENCLAVE AT NEWPORT HILLS THE,0212405,263,062,065,
322490,HEISSERMANS MARTHA 2ND TO AUBURN,0172105,083,030,000,
519650,MARYMOOR MEADOWS,0132505,222,001,004,
090700,BOLINS ADD,0082404,015,064,000,
206320,DOLPHIN FIVE THE (0005) CONDO,2122503,058,087,088,C
047300,BALLARD WEST WIND CONDO,2112503,199,003,005,C
970490,SPS-BURLINGTON NORTHERN UNREC,0012414,998,010,000,
888888,VASHON VIEW,0082204,144,038,039,
108030,BRIARWOOD LANE,0152305,104,030,031,
565100,MORNINGSIDE DIV NO. 01,0042605,135,010,013,
169990,COLONIAL VIEW ADD,0192504,032,004,000,
177646,COTTONWOOD GROVE-DUVALL,0132606,250,069,072,
064215,BECLAN (AKA BECLAN PLACE),0152305,262,043,045,
915000,WALNUT HILLS PH 04 CONDO,3112505,104,090,097,C
264690,FREMONT WEST CONDO,4132503,219,080,083,C
050900,BALMORAL DIV NO. 01,0332506,131,092,093,
608180,NICHOLAS COURT CONDO,1322504,171,096,101,C
935190,WHITE BROS LAWN ADD TO KIRKLAND,0082505,007,086,000,
894422,VILLA MARBELLA,0252404,112,023,025,
418700,LANGLEY MEADOWS,0102305,253,020,026,
687420,POTTERY WORKS ADD,0032304,005,086,000,
216190,EAST MADISON TOWNHOMES CONDO,4282504,101,089,091,C
912200,WALKERS ADD,0082404,006,043,000,
808335,SUMMIT PARK,0312305,173,011,014,
872745,2124 THIRD AVENUE CONDO,1312504,151,068,070,C
192260,DAWN VIEW NO. 02,0272304,064,076,000,
215460,EAST BOSTON ST CONDO,3202504,091,086,092,C
635260,OLD MILL POINT,0182506,189,050,057,
398800,LAKE BOREN TOWNHOMES MASTER CONDO,4282405,274,031,033,C
757562,SCARBOROUGH DIV NO. 03,0332204,135,014,015,
327830,HIGH POINT ADD SUPL,0242403,032,023,000,
666710,"PARKS AT KENT,THE PH 10 CONDO",4102204,241,046,049,C
329840,HIGHLAND HILLS NO. 03,0252505,063,029,000,
179285,COURTYARD TOWNHOMES CONDO,3182304,148,048,050,C
207150,DONOVAN TERRACE ADD,0092604,064,097,000,
787330,SOUND VISTA PH 03 CONDO,2182304,091,070,077,C
189540,DANVILLE NORTH,0172505,131,072,073,
753120,SAMS SECOND ADD,0032104,087,079,000,
426100,LEMKES FIRST ADD,0192105,101,046,000,
156050,CHERRYVALE LANE,0342206,201,096,098,
520170,MATAE BELLTOWN CONDO,3302504,214,001,012,C
769785,SEVEN OAKS DIV NO. 01,0282205,127,003,004,
184300,CRISTA LANE CONDO,2062604,152,034,039,C
059050,BAYVIEW ON THE LAKE PH I CONDO,4302605,011,051,052,C
058660,BAYHILL TOWNHOMES CONDO,4052505,190,026,030,C
542240,MEADOWMOOR,0192105,111,053,054,
147145,CEDAR ROW CONDO,1282604,275,059,061,C
386140,KILLARNEY NO. 04,0052405,047,097,000,
290570,GREENE'S BELLEVUE ADD NO. 02,0322505,048,012,000,
856307,TAM O SHANTER PARK NO. 08,0302506,086,004,006,
445872,LUMEN CONDO,2302504,226,056,072,C
570930,MOUNTAIN VIEW VILLAS CONDO,4062304,205,011,014,C
325750,HENSEL-KIRKMAN SUBDIV TO ENUMCLAW,0232006,111,088,000,
108540,BRIDGE WATER WEST CONDO,2182504,088,094,097,C
869134,TROSSACHS DIV NO. 05 THE,0012406,182,036,041,
771570,SHANNON PLACE CONDO,3132503,047,030,033,C
066900,BELLEVUE ADD,0092404,001,222,000,
140051,CARRARA II CONDO,4252503,170,013,019,C
872731,2112 THIRD AVE BLDG CONDO,1312504,231,030,035,C
326230,HERRONS ADD,0242504,021,053,000,
745090,ROWLEY INDUSTRIAL PARK,0202406,130,004,007,
425340,LEES REPLAT BLKS 39 & 40 HANFORDS,0082404,011,065,000,
228760,EL DORADO LANE ADD,0242603,059,027,000,
807844,SUMMER RIDGE DIV NO. 05,0222506,137,078,081,
257027,520 CORPORATE CENTER-BSP,0282505,147,041,042,
074300,BENSON WOODS,0322305,159,041,043,
718590,RAYMOND STREET CONDO,4232403,137,085,086,C
714580,RANCH HOMES ADD TO BELLEVUE,0292505,050,003,004,
894423,VILLA ROMA NO. 01 & 03(0005) CONDO,4292604,021,028,031,C
412800,LAKE YOUNGS PLACE,0032205,162,025,026,
815587,SWAN SONG,0282104,255,077,081,
330500,HIGHLANDS TOWNHOMES CONDO,3182604,202,056,058,C
351050,HUGHES SHOREWOOD ADD,0122303,062,086,000,
306710,HAMPTONS POINTE ON ISSAQUAH RIGHE PH 03 CONDO,3222406,218,049,054,C
184310,CROFTON HEIGHTS,0232205,143,077,079,
068200,BELLEVUE PARK ADD,0322505,039,017,000,
152353,CHARLESTON THE 2ND AMENDMENT CONDO,2142403,139,022,024,C
721130,REGAL GLEN,0362605,095,098,099,
729070,RICHTERS LAKE WASHINGTON ADD,0232404,025,033,000,
503730,MAGNOLIA PARK ADD,0232503,015,055,000,
149400,CENTRAL CORNER 1ST AMENDMENT CONDO,4292504,194,001,003,C
949200,WISTFUL VISTA DIV A,0062605,075,087,000,
342960,HOME ADD,0242503,002,119,000,
254085,FINN HILL CREST,0302605,115,016,017,
769840,1717-1718 SIXTEENTH AVE CONDO,2332504,038,057,061,C
641310,ORR H E PARK DIV NO. 03,0292604,017,029,000,
637920,OLYMPIC ESTATES 1ST AMENDMENT CONDO,1292205,131,054,055,C
515610,MARION FRANCISCO CONDO,2332504,240,047,048,C
756600,SATOMI CONDO,1232405,175,082,093,C
360240,INTERURBAN HEIGHTS 4TH SEC,0212204,017,086,000,
280160,GLENROY ACRES ADD,0212304,051,082,000,
173260,COMSTOCK PLACE,0332605,165,014,016,
161590,CLARKS VALLEY VIEW ADD,0192205,054,011,000,
724640,RHOADS ADD,0102204,046,030,000,
790220,SOUTHWOOD BY THE SOUND ADD,0022303,036,007,000,
131010,CALVERTS TO KENT CORRECTION PLAT,0192205,064,006,000,
258940,FONTANELLE APTS AMD CONDO,3252505,001,093,000,C
133330,CAPE HORN RESIDENTIAL PARK UNREC,0212504,902,054,000,
025137,APRIL COURT CONDO,2152403,117,070,072,C
861580,THOMPSONS UNIVERSITY ADD,0092504,011,088,000,
807856,SUMMERGLEN DIV NO. 02,0092205,138,084,086,
540510,MEADOW ADD TO AUBURN,0182105,018,068,000,
720581,REDONDO VISTA PH 01 CONDO,3332204,103,075,078,C
954110,WOODRIDGE CREST CONDO,1092405,022,028,000,C
173732,CONIFER VIEW NO. 03,0062605,098,097,098,
299180,HAGANS EXTENSION TO STAR ADD,0242503,011,102,000,
339180,HOLIDAY PARK ADD,0052104,066,057,000,
264600,FREMONT ON THE AVE,0182504,276,012,017,
414770,LAKEVIEW LANE PH V CONDO,3082505,278,080,082,C
279180,GLENGAEL ADD,0312304,052,087,000,
378160,JUNIPER THE AMD CONDO,1282406,014,074,075,C
169700,COLONIAL CREST SOUTH,0212204,084,016,017,
916410,WARDS ADD TO BALLARD,0022503,010,023,000,
025533,ARBORETUM VIEW CONDO,4282504,212,023,031,C
363014,ISSAQUAH HIGHLANDS DIV 71,0232406,224,095,100,
689930,PROCTORS 1ST ADD TO BELLEVUE,0322505,021,100,000,
546650,MERIDIAN HEIGHTS ADD,0342205,083,068,000,
558330,MONTANA CIRCLE CONDO AT FT LAWTON PH 4 CONDO,3102503,286,016,018,C
288790,GREEN LAKE VISTA AMND NO 01 CONDO,1062504,018,088,000,C
937850,WHITNEY HEIGHTS,0062205,161,063,066,
868010,TREND DIV NO. 08,0332605,067,079,000,
318500,HAYASHI LONG PLAT,0272204,121,030,031,
362999,ISSAQUAH HIGHLANDS DIV 37 REPLAT,0232406,222,098,101,
741800,ROSE GARDENS ADD,0142305,083,069,000,
197460,DENNYS A A 1ST ADD,0312504,901,027,000,
347290,HOUGHTON COURT CONDO,3082505,084,019,022,C
229742,ELDORADO WEST NO. 03,0192605,121,085,000,
776000,SHIP STREET 2ND AMEND CONDO,3022503,218,055,058,C
775220,SHERWOOD FOREST DIV NO. 04,0232505,058,002,003,
190550,DAVIDS ADD,0212604,070,038,000,
732615,RISE AT REDMOND THE PH 7 CONDO,3012505,286,099,102,C
115070,BROOKSHIRE NORTH,0282104,174,039,042,
246900,FAIRWAY LANES ADD,0192405,065,096,000,
427700,LEOTA MEADOWS,0022605,170,057,059,
180790,CRANE & DICKEYS ADD TO KIRKLAND,0082505,003,098,000,
890750,VIEW HAVEN DIV A,0302505,052,027,000,
430971,LICORICE FERN II PHASE II,0012305,172,029,033,
253883,FIFTEEN TWENTY-ONE SECOND AVENUE CONDO,4312504,254,065,087,C
798640,STEEL WORKS ADD TO SEATTLE,0122503,004,002,000,
751850,SALMON BAY PARK ADD,0022503,004,076,000,
358651,INNIS ARDEN NO. 04,0012603,123,027,028,
030352,AUBURN PARK OF INDUSTRY DIV NO. 03,0112104,122,085,086,
863550,THREE PINES ADD,0042505,052,031,000,
387685,KINGSWOOD TOWNHOMES PH 01 CONDO,2162605,112,066,069,C
028250,ARROW LAKE ADD,0062204,069,084,000,
104920,BREAKWATER 1ST AMENDMENT CONDO,3172505,084,094,098,C
730290,RIDGE POINT ESTATES,0232305,164,084,085,
197120,DENNY FUHRMAN S OF FUHRMAN UNREC,0172504,902,307,000,
721250,REGENCY TERRACE THE CONDO,4122404,108,014,018,C
619241,NORTHSTAR DIV 02,0252605,212,044,050,
750311,SAFECO-REDMOND CAMPUS II - BSP,0142505,212,091,095,
414300,LAKESIDE WEST AMENDMENT CONDO,4222504,275,058,000,C
720323,REDMOND RIDGE EAST DIV 14,0342606,264,060,066,
252400,FERN RIDGE,0182405,102,088,089,
329855,HIGHLAND HOUSE CONDO,2282504,017,076,083,C
359100,INTERLAKE COURT,0252505,163,003,005,
711100,RAGNAR MANOR ADD,0082604,073,003,000,
228544,81 VINE BUILDING CONDO,2312504,156,087,095,C
678420,PIGOTTS H C ADD,0022303,036,044,000,
866917,TRAIL RUN TOWNHOMES PH 09 CONDO,1312205,263,018,023,C
639148,ONE TEN CONDO,4292504,229,021,023,C
926496,WEST CAMPUS DIV NO. 07,0182104,121,009,011,
669050,PAUSA ADD,0062504,015,097,000,
114000,BROOKLAKE MANOR DIV NO. 01,0292104,093,009,010,
917280,WARREN'S ADD,0052305,168,012,013,
926200,WEST AIRES (0005) CONDO,3232403,247,001,003,C
398650,LAKE BELLEVUE DIV NO. 01,0282505,109,018,019,
144285,CEDAR ESTATES CORR PLAT,0132505,117,003,000,
539460,MC NAUGHTS CENTRAL SEATTLE SUPL,0082404,001,117,000,
248159,"FARM, THE",0332405,213,038,040,
030700,AURORA TERRACE (0005) CONDO,3072504,022,076,077,C
660040,PACIFIC PARK ESTATES DIV NO. 01,0112105,084,058,000,
785400,SOLIE ARMS CONDO,2182504,071,067,071,C
774500,SHERIDAN TRAIL,0102604,123,003,004,
920122,WAVERLY PLACE NORTH CONDO,4192504,156,096,098,C
701570,QUEEN AVENUE CONDO,4042305,231,027,029,C
381750,KENLOCH 2ND AMENDMENT CONDO,1152406,090,016,025,C
033950,AVONDALE DOWNS,0312606,119,015,017,
016235,ALLEN STREET VILLAGE,0132606,277,056,058,
741798,ROSE GARDEN CONDO,1122604,133,073,078,C
661000,PALATINE HILL ADD,0132503,002,166,000,
131335,CAMERON PLACE,0362605,247,073,077,
421560,LAUREL MANOR(0005) CONDO,4282604,030,079,081,C
690820,PROSPECT BEACH ADD,0102503,009,097,000,
869090,TROPHY HOME BUILDERS ADD NO. 01,0172604,103,070,000,
383087,KENT SHIRES AMENDED CONDO,4202205,079,023,026,C
135400,CARAVELLE NORTH AMEND CONDO,3172205,030,005,006,C
236100,ENUMCLAW INDUSTRIAL PARK,0242006,081,003,000,
750449,ST EDWARDS PLACE CONDO,2242604,106,004,006,C
380700,KELLY-KAY ADD,0212304,057,011,000,
177628,COTTAGES AT RANGER STATION,0102308,275,049,057,
182243,CREEKSIDE 1550 CONDO,4272505,250,058,059,C
412750,LAKE WILDERNESS VILLA CONDO,1212206,138,098,103,C
762830,SEABIRD PHASE TWO AMENDED CONDO,4022403,020,005,008,C
258500,FLORENTINE CONDO,1062404,105,001,014,C
182230,CREEDMOOR ADD,0092404,011,041,000,
770158,SHADOW HAWK II MASTER CONDO,1212305,186,084,085,C
919410,WATER FRONT ADD TO KIRKLAND,0302605,006,092,000,
020051,AMBER RIDGE DIV NO. 02,0182605,143,090,095,
524780,MAYNARDS D S PLAT,0062404,001,023,000,
113740,BROOKEFIELD,0102305,223,025,028,
770157,SHADOW HAWK I PH 03 CONDO,1212305,189,026,033,C
554470,MILLVIEW CONDO,1132403,124,048,052,C
367100,JASON LANE ADD,0092205,116,079,081,
059120,BAYVIEW WEST,0212204,136,029,030,
392650,KOINONIA RIDGE PH 05 CONDO,4252407,248,034,041,C
155520,CHERRY PARK ESTATES DIV A,0222204,070,098,000,
338390,HILTON ADD,0202504,003,157,000,
812371,SUNRISE TERRACE NO. 02,0252605,124,010,011,
665090,PARK VILLA TRACT,0262404,053,007,000,
178683,COUNTRY CREEK NO. 04,0132505,112,054,055,
144400,CEDAR GROVE NO. 02,0062605,104,028,029,
251300,FERGUSONS ADD,0182504,013,019,000,
561510,MOORE BESSIE ADD TO ENUMCLAW,0242006,028,009,000,
108110,BRIARWOOD SOUTH,0242305,084,037,000,
732190,RILEYS WOODLAND PARK ADD,0062504,004,078,000,
752380,SALTAIR HILLS CORRECTION PLAT,0212204,059,058,000,
143385,CASCARA AT THE VILLAGES PH 04 CONDO,1342606,269,069,071,C
424900,LECHNER RIDGE,0112505,139,053,055,
315850,HATHAWAY GLENN,0332206,248,006,009,
133930,CAPITOL HILL ADD DIV NO. 07,0282504,014,083,000,
247093,FAIRWAY VISTA CONDO,3242503,212,079,082,C
316690,HAWKESBURY DIV NO. 01,0352205,260,064,067,
155210,CHERRY HILL ADD,0302505,050,047,000,
115615,BROOKSIDE PARK IN KIRKLAND PH 02 CONDO,4052505,141,022,030,C
119300,BUENA VISTA ADD NO. 02,0142503,013,079,000,
955820,WOODSIDE PARK DIV NO. 01,0322304,052,082,000,
691795,PROVIDENCE POINT-BSP 23 AMENDMENT CONDO,1162406,158,033,035,C
143385,CASCARA AT THE VILLAGES PH 11 CONDO,1342606,280,005,007,C
019380,ALTA AT THE LAKE 4TH AMEND/PH 05 CONDO,2162406,278,096,099,C
889549,VERIDIAN COVE MASTER CONDO,3192604,233,047,062,C
501730,MADISON TOWER 1ST AMENDMENT CONDO,4312504,276,037,041,C
221219,EASTRIDGE CONDO,4302605,076,039,042,C
322020,HEGERTS FRANK ADD,0302504,001,247,000,
644180,OUTLOOK PARK,0072406,184,081,083,
129130,CALHOUN ADD,0232403,025,045,000,
433880,LINDE TERRACE NO. 04,0182304,039,034,000,
132710,CANAL STATION CONDO,4112503,237,080,099,C
257050,FLAMINGO ESTATES ADD,0012604,067,059,000,
184325,CROFTON SPRINGS CARRIAGE HOUSE VI CONDO,4232406,206,037,040,C
688090,POWELL PLAT NO. 01 NORMANDY PARK,0302304,145,070,071,
731290,RIDGEWOOD NO. 02,0242403,020,037,000,
980640,YALE ARMS CONDO,3202504,269,091,093,C
947580,WINDSONG CONDO,1292604,033,065,000,C
325950,HERITAGE COURT 2ND AMENDMENT PH 01 CONDO,1162204,252,093,094,C
644140,OUTLOOK ADD,0232403,021,035,000,
064170,BECKTON ADD,0012603,074,017,000,
287210,GREAT NORTHERN ADD TO BALLARD,0022503,005,028,000,
264180,FREDRICK ADD,0072304,043,009,000,
229140,ELBERT PLACE ADD,0302604,007,037,000,
569450,MOTOR LINE 3RD ADD,0182504,004,039,000,
919790,WATERSIDE AT ALKI BEACH CONDO,2112403,120,091,096,C
180690,CRANE D M ADD,0282504,004,071,000,
858770,TERRACES ON GREENWOOD THE CONDO,1012503,216,025,030,C
769830,1756 APTS THE CONDO,1112503,002,097,098,C
264020,FRED LANG TRACT,0172205,089,052,000,
793870,SPRING PEAK PHASE 3 CONDO,3292406,288,066,070,C
541540,MEADOW VILLAGE NO. 01 PH 09 CONDO,1162406,085,055,057,C
726120,RICHARDS NORTH LAKE ACRES UNREC,0222104,902,235,000,
772880,SHAWNEE HILLS - BSP CONDO,3252202,190,098,103,C
919801,WATERTREE PLACE,0142204,249,085,089,
519600,MARYMOOR HEIGHTS PH 02 BSP CONDO,1112505,090,057,065,C
807790,SULLIVANS 1ST ADD,0052405,046,026,000,
165731,COBBLE CREEK II,0082105,152,060,064,
032103,AVALON COURT,0222205,250,043,047,
413210,LAKEHOUSE RESIDENCES PHASE 3 CONDO,4282405,290,032,038,C
090000,BOISSEAUS HILLSIDE ADD,0302505,062,031,000,
769837,1717 5TH AVENUE N CONDO,3192504,215,077,084,C
546920,MERIDIAN TERRACE NO. 03,0172604,073,017,000,
780975,SKYLINE PLACE CONDO,2302504,043,001,003,C
763420,SEAFIRST NAT'L BANK HEAD OFFICE(REMOVED) CONDO,3322504,003,071,106,C
507242,MANHATTAN VIEW DIV NO. 08,0312304,095,046,000,
720595,REDWOODS THE CONDO,1022505,051,006,014,C
198920,DENNYS D T NORTH SEATTLE ADD,0252503,001,041,000,
383098,KENT STATION DIV 2,0242204,238,040,043,
780418,SIXTY-01 AMENDED CONDO,3102505,023,054,055,C
289150,GREEN RIVER TOWNHOUSES(0005) CONDO,1252204,036,056,058,C
723759,"RESERVE AT STAR LAKE, THE",0332204,216,072,076,
813785,SUNSET VIEW CONDO,1172204,020,039,042,C
736660,ROBERTS-WILLIAMS ADD,0202205,053,030,000,
022790,ANDREW'S LANDING,0332205,196,042,043,
235460,ENGLISH COVE 8TH AMENDMENT PH 11 & 12 CONDO,2182506,147,032,039,C
642110,OSBORNE SUBDIV,0112505,019,062,000,
932080,WESTVIEW TERRACE NO. 04,0072205,080,068,000,
259170,FORD ADD,0052405,046,062,000,
387657,KINGSLEY GLEN,0342205,210,005,010,
256985,510 LEE STREET CONDO,2302504,235,015,017,C
353043,HUNTINGTON PARK WEST NO. 04,0202204,096,047,048,
545500,MERCER WEST CONDO,4252503,001,005,015,C
287290,GREEN ACRES,0282506,121,089,090,
368990,JELLUMS HILLCREST ADD,0032504,036,041,000,
184280,CRESTWOOD PLAT OF BOTHELL,0072605,129,061,062,
881540,UNIVERSITY GARDENS ADD,0102504,024,034,000,
778712,SI VIEW DIV NO. 03,0162308,182,004,015,
866917,TRAIL RUN TOWNHOMES PH 06 CONDO,1312205,259,043,048,C
193908,DEER RUN ESTATES,0052606,162,089,091,
278820,GLENDALE COUNTRY CLUB NO. 01,0052304,056,060,000,
571190,MUIRFIELD,0352506,211,014,021,
066050,BELL TERRA CONDO,1312505,239,022,025,C
630080,OAK LEAF GREENS CONDO,4302105,138,073,076,C
144620,CEDAR JUANITA CONDO,4192605,118,030,034,C
732625,RIVA AT LAKE UNION CONDO,3202504,199,095,100,C
781890,SMILEY PARK ADD,0122603,079,048,000,
034871,B-3 TOTEM VALLEY BUSINESS CENTER 2ND AMD CONDO,1282605,180,013,014,C
249990,FC 10.5 HART LLC - BSP,0232505,185,054,057,
133220,CANYON CREST ESTATES,0072205,179,015,017,
440090,LONGRIDGE NO. 02,0032604,080,017,000,
514895,MARINA POINTE AMENDED CONDO,2082505,276,016,017,C
229650,ELDON ACRES ADD,0052305,011,086,000,
941269,WILDWOOD ESTATES,0122103,184,034,035,
932012,WESTVIEW,0082305,174,052,053,
088660,BOEING LAKESHORE LANDING-BSP,0082305,225,083,086,
142340,CASCADE HILLS NO. 02,0282305,061,013,014,
053800,BARKLAY WOODS,0342206,185,023,025,
334450,HILLMANS LAKE WASH GARDEN OF EDEN NO. 05,0052305,011,083,000,
721285,REGINA GAIL THE 1ST AMENDMENT CONDO,4252603,271,039,000,C
664596,PARK HILL III,0342405,229,094,100,
947670,WINDSOR HILLS ADD CORRECTION PLAT,0172305,039,038,000,
856060,TALISMAN CONDO,2322504,030,034,037,C
379771,KAYWOOD ESTATES II,0052205,184,031,033,
788070,SOUTH GARDEN COURT PH 01 CONDO,3162104,102,038,041,C
956480,WOODY GLEN ADD,0072305,047,091,000,
788810,SOUTH SHORE HILLS NO. 02,0282204,063,013,000,
936460,WHITES A E ADD,0172304,046,048,000,
033960,AVONDALE GREEN,0062506,127,098,100,
133025,CANTERBURY,0202205,158,031,032,
228730,EL DORADO FIRS ADD,0192405,063,024,000,
734935,RIVERVIEW NORTH PH 03 CONDO,1102204,250,039,043,C
417650,LAMPLIGHTER THE CONDO,3292504,006,076,084,C
515780,MARIS CONDO,1102503,243,001,007,C
866300,TORCH LIGHT HILLS,0022604,065,049,000,
014200,ALKI HEIGHTS ADD TO W S,0152403,015,051,000,
029310,ASHFORD PARK PH 05 CONDO,1012505,127,097,100,C
391060,KLOSHE ILLAHEE,0282104,108,070,071,
327698,HIGH MEADOW NO. 02,0172205,134,043,044,
211160,DULLS SUBDIV NO. 02,0172604,057,057,000,
545910,MERCERDALE PARK CONDO,1122404,152,089,092,C
216150,EAST HILL MANOR CONDO,4272505,054,020,022,C
548270,MERRIMOUNT ADD,0132404,024,037,000,
202040,DEVON HEIGHTS,0242505,108,049,050,
115630,BROOKSIDE TOWNHOMES CONDO,1052604,106,013,017,C
563250,MOORLAND TERRACE ADD,0182605,064,024,000,
127900,BYE THE GREEN PH 02-C2 CONDO,1062105,070,034,037,C
868205,TRILLIUM HEIGHTS AT ISSAQUAH RIDGE CONDO,3222406,173,013,021,C
691970,PRYDE OFFICE PARK 1ST AMENDMENT,0332505,154,049,052,
109961,BRIGADOON BRAE NO. 02,0142103,091,068,069,
504500,MAGNUSON POINTE CONDOMINIUM HOMES AMD CONDO,3022504,221,054,056,C
730860,RIDGELINE ESTATES,0042605,262,058,063,
541500,MEADOW PARK TO SNOQUALMIE,0322408,082,085,086,
503180,MAGNOLIA BEACH,0242202,010,026,000,
185308,CROSSINGS AT PINE LAKE THE,0052406,235,090,102,
873232,250 2ND AVENUE CONDO,3272406,263,001,003,C
763180,SEACOMA BEACH DIV NO. 02,0252303,015,094,000,
785342,SNOQUALMIE RIDGE PLAT 25-PH 5 S17S18&S19,0352407,260,074,079,
660006,PACIFIC GARDENS,0012303,260,037,040,
419140,LA ROSE PARK ADD,0042505,067,048,000,
362975,ISSAQUAH HIGHLANDS DIV 1 REPLAT,0232406,187,052,056,
146120,CEDAR RIVER BLUFF,0222305,172,053,056,
934610,WHISPER MEADOWS,0162605,138,079,080,
329960,HIGHLAND RIDGE,0152406,194,077,079,
564960,MORNINGSIDE ACRE TRACTS,0222404,009,064,000,
813794,SUNSET VIEW WEST SEATTLE CONDO,3112403,240,063,065,C
058640,BAY VISTA BUILDING 1ST AMENDMENT CONDO,2312504,061,080,084,C
610845,NORDSTROM E J MED TOWER 4TH AMENDMENT CONDO,4322504,086,082,084,C
409470,LAKE VIEW HIGHLANDS ADD,0242404,033,034,000,
684820,PONTIUS 2ND ADD SUPL,0292504,005,076,000,
811210,SUNNYSIDE ADD TO KENT,0192205,018,066,000,
333500,HILLMAN CITY DIV NO. 08 REPLAT BLK 1,0222404,016,076,000,
735600,ROANOKE PLACE CONDO,1202504,119,080,083,C
780429,6210 14TH AVE NW CONDO,2122503,087,041,042,C
947795,WINDWOOD VILLAGE AT RIVERTRAIL CONDO,1022505,149,043,047,C
128790,CALABRIA AT TALUS CONDO,4292406,260,083,094,C
402940,LAKE FOREST VIEW ADD,0032604,065,046,000,
553001,MILL CREEK VIEW TRS NO. 02,0152104,091,031,000,
301330,HAINSWORTHS FAUNTLEROY GROVE ADD,0352403,017,041,000,
400050,LAKE CREST PARK DIV NO. 02,0252504,043,002,000,
750401,SAHALEE NO. 02,0202506,097,061,064,
882790,UNIVERSITY VIEW ADD,0092504,013,096,000,
329590,HIGHLAND ESTATES,0142305,212,010,013,
383450,KENWOOD DIV NO. 02,0212604,021,028,000,
521020,MATTHEWS SAND POINT GARDEN TRACTS UNREC,0342604,902,171,000,
409950,LAKE VIEW PLACE EAST SEATTLE,0112404,008,049,000,
131070,CAMBRIDGE NO. 03,0272204,078,099,100,
911830,WALK THE PHASE 2 CONDO,2082505,290,001,003,C
366160,JANACHEKS ADD,0162304,044,019,000,
365690,JAKYLA PLACE,0332206,250,073,076,
201330,DES MOINES VIEW ESTATES NO. 02,0162204,074,098,000,
804400,STRATFORD COURT (0005) CONDO,1282604,096,079,082,C
766880,SEATTLE TIDE LDS REPLAT BLK 388,0182404,012,092,000,
295190,GUIBERSONS ADD TO KENT,0242204,014,049,000,
601550,NEELYS ADD,0032504,005,035,000,
410140,LAKE VUE,0082505,095,084,000,
064320,BELCOURT,0192505,127,068,069,
335740,HILLMANS CD RAINIER BLVD GARDEN,0152404,012,065,000,
069980,BELLTOWN LOFTS PH 02 CONDO,2312504,168,033,041,C
101800,BOYDS 1ST ADD TO AUBURN,0192105,021,014,000,
197430,DENNY PARK HEIGHTS NO. 07,0252604,075,033,000,
143800,CAVALLA,0142305,263,041,043,
738300,ROCCO VILLA,0332206,099,069,070,
386240,KILLINGERS ADD,0032604,076,021,022,
600500,NANTUCKET CONDO,4282504,097,093,095,C
218500,EAST SOUTH PARK ADD,0322404,014,013,000,
