Levy Year,County,County Code,Number of Basic Exemptions,Amount of Basic Reimbursement,Number of Enhanced Exemptions,Amount of  Enhanced Reimbursement,Total Amount of Reimbursement ,Data Preparation Date
2006,Montgomery,27,8979,6442842,3688,4408238,10851080,03/15/2016
2006,Nassau,28,263780,258102957,52150,104232544,362335501,03/15/2016
2006,Niagara,29,41880,28219902,14129,15748597,43968499,03/15/2016
2006,Oneida,30,41759,29332663,15279,17497981,46830644,03/15/2016
2006,Onondaga,31,90409,62773597,25125,29772233,92545830,03/15/2016
2006,Ontario,32,21262,13732977,5369,6100412,19833389,03/15/2016
2006,Orange,33,65937,53167583,11668,17438068,70605651,03/15/2016
2006,Orleans,34,8120,6080386,2520,3147513,9227899,03/15/2016
2006,Oswego,35,24148,17208804,6560,7605840,24814644,03/15/2016
2006,Otsego,36,11293,6776755,4204,4269784,11046539,03/15/2016
2006,Putnam,37,22881,25536680,3212,6646882,32183562,03/15/2016
2006,Rensselaer,38,29494,20312929,7785,8963285,29276214,03/15/2016
2006,Rockland,39,52444,62271355,9426,20710911,82982266,03/15/2016
2006,St. Lawrence,40,21361,12951600,6837,6355215,19306815,03/15/2016
2006,Saratoga,41,45195,28658584,9269,10282610,38941194,03/15/2016
2006,Schenectady,42,29571,21656369,8107,10198406,31854775,03/15/2016
2006,Schoharie,43,6295,4161828,2168,2353610,6515438,03/15/2016
2006,Schuyler,44,3973,2332598,1443,1336462,3669060,03/15/2016
2006,Seneca,45,6507,4624220,2313,2804196,7428416,03/15/2016
2006,Steuben,46,19800,12405764,6576,6433892,18839656,03/15/2016
2006,Suffolk,47,290269,277310857,56784,95667038,372977895,03/15/2016
2006,Sullivan,48,12458,8750814,4157,4927162,13677976,03/15/2016
2006,Tioga,49,10653,7404645,3349,3914034,11318679,03/15/2016
2006,Tompkins,50,15719,9803541,3299,3287368,13090909,03/15/2016
2006,Ulster,51,32878,22053682,9319,10842476,32896158,03/15/2016
2006,Warren,52,13230,7180481,4037,3718334,10898815,03/15/2016
2006,Washington,53,11978,8138579,4072,4713286,12851865,03/15/2016
2006,Wayne,54,20026,14230510,5351,6408710,20639220,03/15/2016
2006,Westchester,55,146193,267304632,24997,78034829,345339461,03/15/2016
2006,Wyoming,56,8580,4787449,2373,2374100,7161549,03/15/2016
2006,Yates,57,4924,2252111,1794,1387571,3639682,03/15/2016
2006,New York City,65,607892,126551201,95158,34854135,161405336,03/15/2016
2005,Albany,01,51197,31991194,14190,13972681,45963875,03/15/2016
2005,Allegany,02,8894,5553109,3502,3064071,8617180,03/15/2016
2005,Broome,03,34903,26504024,13834,16099114,42603138,03/15/2016
2005,Cattaraugus,04,15331,8480059,5584,4274879,12754938,03/15/2016
2005,Cayuga,05,15025,9554361,5099,4921802,14476163,03/15/2016
2005,Chautauqua,06,25143,15468919,9250,8595265,24064184,03/15/2016
2005,Chemung,07,15933,10091251,6045,5870099,15961350,03/15/2016
2005,Chenango,08,9967,6252159,3393,3141460,9393619,03/15/2016
2005,Clinton,09,14975,9024165,4217,3805250,12829415,03/15/2016
2005,Columbia,10,11165,5869459,3719,3109278,8978737,03/15/2016
2005,Cortland,11,8404,5193859,2664,2534496,7728355,03/15/2016
2005,Delaware,12,8491,4379648,3961,3190336,7569984,03/15/2016
2005,Dutchess,13,51162,36228882,11229,12947736,49176618,03/15/2016
2005,Erie,14,168443,90267735,56755,47095012,137362747,03/15/2016
2005,Essex,15,7627,3526276,2923,1982993,5509269,03/15/2016
2005,Franklin,16,8570,4450282,2981,2192439,6642721,03/15/2016
2005,Fulton,17,10640,6196559,3918,3233729,9430288,03/15/2016
2005,Genesee,18,11874,8802614,3702,4232329,13034943,03/15/2016
2005,Greene,19,8514,4827744,3232,2817453,7645197,03/15/2016
2005,Hamilton,20,1226,353612,598,270608,624220,03/15/2016
2005,Herkimer,21,11840,6915163,4854,4263580,11178743,03/15/2016
2005,Jefferson,22,16381,6980990,5282,3373599,10354589,03/15/2016
2005,Lewis,23,5606,2584798,1869,1207701,3792499,03/15/2016
2005,Livingston,24,12249,7713978,3316,3233608,10947586,03/15/2016
2005,Madison,25,13918,9233040,3928,3904072,13137112,03/15/2016
2005,Monroe,26,145627,97179374,35109,38191678,135371052,03/15/2016
2005,Montgomery,27,8778,6289213,3753,4081228,10370441,03/15/2016
2005,Nassau,28,263030,259032404,52722,93518534,352550938,03/15/2016
2005,Niagara,29,41191,27673455,14270,14095021,41768476,03/15/2016
2005,Oneida,30,41027,28655758,15642,16105335,44761093,03/15/2016
2005,Onondaga,31,89342,61881293,25476,26947432,88828725,03/15/2016
2005,Ontario,32,20811,13476712,5382,5490618,18967330,03/15/2016
2005,Orange,33,64250,51821083,11790,15638189,67459272,03/15/2016
2005,Orleans,34,8007,6025752,2550,2891353,8917105,03/15/2016
2005,Oswego,35,23820,17037431,6599,6989712,24027143,03/15/2016
2005,Otsego,36,11169,6643704,4210,3842299,10486003,03/15/2016
2005,Putnam,37,22465,25218907,3226,5922008,31140915,03/15/2016
2005,Rensselaer,38,28815,20242896,7919,8377195,28620091,03/15/2016
2005,Rockland,39,52140,59056589,9620,17644913,76701502,03/15/2016
2005,St. Lawrence,40,20974,12343049,6945,5804902,18147951,03/15/2016
2005,Saratoga,41,44126,28247989,9363,9341633,37589622,03/15/2016
2005,Schenectady,42,28907,21411991,8468,9970667,31382658,03/15/2016
2005,Schoharie,43,6189,3968348,2163,2037561,6005909,03/15/2016
2005,Schuyler,44,3909,2227337,1466,1211627,3438964,03/15/2016
2005,Seneca,45,6355,4447387,2397,2568869,7016256,03/15/2016
2005,Steuben,46,19600,11597993,6609,5548565,17146558,03/15/2016
2005,Suffolk,47,287777,273553470,56571,84286136,357839606,03/15/2016
2005,Sullivan,48,12047,8499315,4229,4522526,13021841,03/15/2016
2005,Tioga,49,10574,7222599,3332,3399289,10621888,03/15/2016
2005,Tompkins,50,15532,9915414,3255,2977711,12893125,03/15/2016
2005,Ulster,51,32296,22146696,9406,9951567,32098263,03/15/2016
2005,Warren,52,12947,7153173,4002,3338152,10491325,03/15/2016
2005,Washington,53,11652,7748907,4117,4152355,11901262,03/15/2016
2005,Wayne,54,19820,14150992,5281,5654388,19805380,03/15/2016
2005,Westchester,55,143481,256272506,25786,70835488,327107994,03/15/2016
2005,Wyoming,56,8546,4827633,2361,2137892,6965525,03/15/2016
2005,Yates,57,4900,2326418,1770,1267423,3593841,03/15/2016
2005,New York City,65,628375,134729159,91171,30631492,165360651,03/15/2016
2004,Albany,01,50066,30657702,14340,13772269,44429971,03/15/2016
2004,Allegany,02,8774,5334940,3519,2983212,8318152,03/15/2016
2004,Broome,03,34225,25900046,14036,16013336,41913382,03/15/2016
2004,Cattaraugus,04,15290,8226219,5709,4194732,12420951,03/15/2016
2004,Cayuga,05,14893,9357287,5151,4856497,14213784,03/15/2016
2004,Chautauqua,06,24866,15220216,9404,8620740,23840956,03/15/2016
2004,Chemung,07,15655,9507131,6142,5688434,15195565,03/15/2016
2004,Chenango,08,9801,6095791,3408,3101207,9196998,03/15/2016
2004,Clinton,09,14678,8533494,4178,3618073,12151567,03/15/2016
2004,Columbia,10,10951,5835943,3833,3185112,9021055,03/15/2016
2004,Cortland,11,8253,4955718,2676,2452720,7408438,03/15/2016
2004,Delaware,12,8358,4423253,3904,3195315,7618568,03/15/2016
2004,Dutchess,13,49753,33924554,11456,12634099,46558653,03/15/2016
2004,Erie,14,165933,88928923,57237,47209652,136138575,03/15/2016
2004,Essex,15,7466,3374714,2932,1942687,5317401,03/15/2016
2004,Franklin,16,8402,4129954,2962,2055585,6185539,03/15/2016
2004,Fulton,17,10438,5966139,3982,3181882,9148021,03/15/2016
2004,Genesee,18,11770,8624252,3737,4181983,12806235,03/15/2016
2004,Greene,19,8354,4627604,3228,2752677,7380281,03/15/2016
2004,Hamilton,20,1216,352933,619,281476,634409,03/15/2016
2004,Herkimer,21,11662,6650644,4931,4198385,10849029,03/15/2016
2004,Jefferson,22,15942,6668710,5439,3396819,10065529,03/15/2016
2004,Lewis,23,5509,2459033,1889,1167007,3626040,03/15/2016
2004,Livingston,24,12090,7568761,3290,3190179,10758940,03/15/2016
2004,Madison,25,13619,8734376,3889,3706225,12440601,03/15/2016
2004,Monroe,26,143560,95472975,34709,37381274,132854249,03/15/2016
2004,Montgomery,27,8511,5957049,3804,4019999,9977048,03/15/2016
2004,Nassau,28,254610,245613319,53277,92675528,338288847,03/15/2016
2004,Niagara,29,40323,27201963,14565,14329575,41531538,03/15/2016
2004,Oneida,30,40172,27427973,16035,16165375,43593348,03/15/2016
2004,Onondaga,31,87839,59641576,25887,26504047,86145623,03/15/2016
2004,Ontario,32,20352,13253429,5367,5490311,18743740,03/15/2016
2004,Orange,33,62193,49569833,11723,15102526,64672359,03/15/2016
2004,Orleans,34,7832,5933196,2576,2931398,8864594,03/15/2016
2004,Oswego,35,23402,15847068,6660,6669932,22517000,03/15/2016
2004,Otsego,36,10965,6481515,4241,3832652,10314167,03/15/2016
2004,Putnam,37,22030,24085520,3204,5713582,29799102,03/15/2016
2004,Rensselaer,38,28280,19807529,8049,8296618,28104147,03/15/2016
2004,Rockland,39,51337,56517083,9378,16708522,73225605,03/15/2016
2004,St. Lawrence,40,20684,11699698,6958,5568935,17268633,03/15/2016
2004,Saratoga,41,42921,27575575,9178,9119234,36694809,03/15/2016
2004,Schenectady,42,28257,20368319,8716,9931477,30299796,03/15/2016
2004,Schoharie,43,6130,3629045,2127,1857609,5486654,03/15/2016
2004,Schuyler,44,3842,2124435,1450,1150306,3274741,03/15/2016
2004,Seneca,45,6247,4136603,2396,2428494,6565097,03/15/2016
2004,Steuben,46,19356,11296087,6674,5481608,16777695,03/15/2016
2004,Suffolk,47,281431,263414967,57350,83698436,347113403,03/15/2016
2004,Sullivan,48,11775,8171514,4173,4343351,12514865,03/15/2016
2004,Tioga,49,10348,6746517,3324,3199985,9946502,03/15/2016
2004,Tompkins,50,15315,9874416,3335,3020915,12895331,03/15/2016
2004,Ulster,51,31599,21898498,9299,9837644,31736142,03/15/2016
2004,Warren,52,12703,6473339,3953,3115023,9588362,03/15/2016
2004,Washington,53,11402,7260231,4093,3938163,11198394,03/15/2016
2004,Wayne,54,19448,13919856,5254,5539168,19459024,03/15/2016
2004,Westchester,55,140619,239322144,25312,68215283,307537427,03/15/2016
2004,Wyoming,56,8432,4677187,2396,2106618,6783805,03/15/2016
2004,Yates,57,4786,2195040,1799,1238744,3433784,03/15/2016
2004,New York City,65,540457,118009441,97990,33849054,151858495,03/15/2016
2003,Albany,01,49073,29396897,14366,13395649,42792546,03/15/2016
2003,Allegany,02,8533,4958618,3511,2817232,7775850,03/15/2016
2003,Broome,03,33536,24928886,13994,15518034,40446920,03/15/2016
2003,Cattaraugus,04,14861,7646375,5752,4030288,11676663,03/15/2016
2003,Cayuga,05,14636,8857236,5039,4672609,13529845,03/15/2016
2003,Chautauqua,06,24554,14759437,9398,8403133,23162570,03/15/2016
2003,Chemung,07,15396,8951082,6166,5402784,14353866,03/15/2016
2003,Chenango,08,9659,5993357,3360,2997333,8990690,03/15/2016
2003,Clinton,09,14220,7897684,4181,3434282,11331966,03/15/2016
2003,Columbia,10,10625,5560795,3877,3189457,8750252,03/15/2016
2003,Cortland,11,8062,4701499,2667,2362664,7064163,03/15/2016
2003,Delaware,12,8245,4363376,3855,3095435,7458811,03/15/2016
2003,Dutchess,13,48312,32004461,11548,12369622,44374083,03/15/2016
2003,Erie,14,160997,84736778,57729,46460208,131196986,03/15/2016
2003,Essex,15,7331,3041941,2943,1777814,4819755,03/15/2016
2003,Franklin,16,8195,3912472,2973,1958955,5871427,03/15/2016
2003,Fulton,17,10273,5559098,3979,3052007,8611105,03/15/2016
2003,Genesee,18,11452,8116739,3701,3994705,12111444,03/15/2016
2003,Greene,19,8226,4362348,3200,2605872,6968220,03/15/2016
2003,Hamilton,20,1210,349072,617,279389,628461,03/15/2016
2003,Herkimer,21,11495,6208325,4917,3936171,10144496,03/15/2016
2003,Jefferson,22,15440,6305166,5461,3306202,9611368,03/15/2016
2003,Lewis,23,5379,2317274,1874,1104626,3421900,03/15/2016
2003,Livingston,24,11893,7192653,3287,3082501,10275154,03/15/2016
2003,Madison,25,13344,8133634,3821,3439614,11573248,03/15/2016
2003,Monroe,26,140993,91729593,34808,36656096,128385689,03/15/2016
2003,Montgomery,27,8340,5779402,3872,3960413,9739815,03/15/2016
2003,Nassau,28,251474,227387713,52025,84786966,312174679,03/15/2016
2003,Niagara,29,39333,25870132,14438,13870331,39740463,03/15/2016
2003,Oneida,30,39257,25709214,16144,15467883,41177097,03/15/2016
2003,Onondaga,31,86572,55853572,25650,24853818,80707390,03/15/2016
2003,Ontario,32,19707,12641031,5339,5323083,17964114,03/15/2016
2003,Orange,33,60150,45689020,11949,14526106,60215126,03/15/2016
2003,Orleans,34,7639,5402136,2542,2729690,8131826,03/15/2016
2003,Oswego,35,22976,15260814,6596,6393893,21654707,03/15/2016
2003,Otsego,36,10732,6254315,4247,3740074,9994389,03/15/2016
2003,Putnam,37,21212,20858463,3193,5122167,25980630,03/15/2016
2003,Rensselaer,38,27570,18829954,8014,8128163,26958117,03/15/2016
2003,Rockland,39,50811,53994156,9231,15827523,69821679,03/15/2016
2003,St. Lawrence,40,20434,10798190,6920,5122415,15920605,03/15/2016
2003,Saratoga,41,41600,26024045,9089,8687176,34711221,03/15/2016
2003,Schenectady,42,27786,19399003,8747,9517778,28916781,03/15/2016
2003,Schoharie,43,5955,3319001,2126,1728048,5047049,03/15/2016
2003,Schuyler,44,3732,1996412,1437,1091058,3087470,03/15/2016
2003,Seneca,45,6168,3822892,2416,2255342,6078234,03/15/2016
2003,Steuben,46,19103,10588793,6636,5204928,15793721,03/15/2016
2003,Suffolk,47,272706,244448357,57433,80793259,325241616,03/15/2016
2003,Sullivan,48,11559,7845063,4202,4284496,12129559,03/15/2016
2003,Tioga,49,10133,6701088,3295,3125996,9827084,03/15/2016
2003,Tompkins,50,15116,9307957,3168,2767359,12075316,03/15/2016
2003,Ulster,51,30830,21099902,9473,9883639,30983541,03/15/2016
2003,Warren,52,12361,6288374,3983,3058724,9347098,03/15/2016
2003,Washington,53,11252,6892929,4009,3691962,10584891,03/15/2016
2003,Wayne,54,19252,13170882,5194,5243948,18414830,03/15/2016
2003,Westchester,55,137284,221603578,24925,63057451,284661029,03/15/2016
2003,Wyoming,56,8368,4547517,2362,2041880,6589397,03/15/2016
2003,Yates,57,4663,2124990,1805,1226165,3351155,03/15/2016
2003,New York City,65,471977,104674857,93358,32503644,137178501,03/15/2016
2002,Albany,01,47390,28228062,14484,13381996,41610058,03/15/2016
2002,Allegany,02,8180,4551754,3589,2672491,7224245,03/15/2016
2002,Broome,03,32752,23833907,13903,14920040,38753947,03/15/2016
2002,Cattaraugus,04,14322,6796376,5783,3737018,10533394,03/15/2016
2002,Cayuga,05,14254,8347032,5085,4507852,12854884,03/15/2016
2002,Chautauqua,06,23735,13545482,9657,8076985,21622467,03/15/2016
2002,Chemung,07,14941,8083955,6293,5114468,13198423,03/15/2016
2002,Chenango,08,9463,5714523,3307,2858128,8572651,03/15/2016
2002,Clinton,09,13656,7520159,4182,3313388,10833547,03/15/2016
2002,Columbia,10,10384,5294804,3787,3038903,8333707,03/15/2016
2002,Cortland,11,7808,4253386,2685,2220674,6474060,03/15/2016
2002,Delaware,12,8087,4056122,3844,2923743,6979865,03/15/2016
2002,Dutchess,13,47024,30192074,11082,11505657,41697731,03/15/2016
2002,Erie,14,157962,81050535,58270,45446726,126497261,03/15/2016
2002,Essex,15,7144,2813037,2988,1688228,4501265,03/15/2016
2002,Franklin,16,7921,3663554,3007,1907981,5571535,03/15/2016
2002,Fulton,17,9954,5324012,3973,2973696,8297708,03/15/2016
2002,Genesee,18,11182,7597117,3711,3837170,11434287,03/15/2016
2002,Greene,19,8022,4207673,3187,2563761,6771434,03/15/2016
2002,Hamilton,20,1192,338752,599,264456,603208,03/15/2016
2002,Herkimer,21,11174,5903716,5008,3884908,9788624,03/15/2016
2002,Jefferson,22,14986,5878698,5416,3114251,8992949,03/15/2016
2002,Lewis,23,5263,2154742,1840,1036663,3191405,03/15/2016
2002,Livingston,24,11539,6849249,3300,2990773,9840022,03/15/2016
2002,Madison,25,12915,7747570,3773,3284822,11032392,03/15/2016
2002,Monroe,26,137559,86002616,34266,34637000,120639616,03/15/2016
2002,Montgomery,27,8080,5529332,3883,3936143,9465475,03/15/2016
2002,Nassau,28,244890,208176824,51328,78919471,287096295,03/15/2016
2002,Niagara,29,38195,24363321,14500,13439324,37802645,03/15/2016
2002,Oneida,30,38351,23942384,16287,14739966,38682350,03/15/2016
2002,Onondaga,31,84834,52423508,25312,23286660,75710168,03/15/2016
2002,Ontario,32,19031,12070469,5272,5138918,17209387,03/15/2016
2002,Orange,33,57504,40935942,11903,13643775,54579717,03/15/2016
2002,Orleans,34,7521,4798405,2538,2435671,7234076,03/15/2016
2002,Oswego,35,22112,13864364,6496,5948295,19812659,03/15/2016
2002,Otsego,36,10453,5943959,4218,3608640,9552599,03/15/2016
2002,Putnam,37,20165,19418956,3132,4922450,24341406,03/15/2016
2002,Rensselaer,38,26834,17227532,7916,7511596,24739128,03/15/2016
2002,Rockland,39,49481,50014576,9115,15049135,65063711,03/15/2016
2002,St. Lawrence,40,19745,9987461,6867,4757202,14744663,03/15/2016
2002,Saratoga,41,39869,24568746,8949,8376873,32945619,03/15/2016
2002,Schenectady,42,26942,18093606,8778,8982646,27076252,03/15/2016
2002,Schoharie,43,5830,3077294,2106,1642514,4719808,03/15/2016
2002,Schuyler,44,3604,1749642,1436,977614,2727256,03/15/2016
2002,Seneca,45,5999,3389522,2321,1975413,5364935,03/15/2016
2002,Steuben,46,18797,10044523,6534,4847854,14892377,03/15/2016
2002,Suffolk,47,262947,227190036,56985,77385471,304575507,03/15/2016
2002,Sullivan,48,11143,7235018,4210,4072807,11307825,03/15/2016
2002,Tioga,49,9874,6090804,3253,2868765,8959569,03/15/2016
2002,Tompkins,50,14336,8957205,3216,2845631,11802836,03/15/2016
2002,Ulster,51,29923,19915499,9477,9491893,29407392,03/15/2016
2002,Warren,52,12017,5891535,3881,2870031,8761566,03/15/2016
2002,Washington,53,10934,6346623,3980,3460081,9806704,03/15/2016
2002,Wayne,54,18811,12415740,5059,4929176,17344916,03/15/2016
2002,Westchester,55,132720,203068440,25219,60711665,263780105,03/15/2016
2002,Wyoming,56,8199,4213953,2382,1921507,6135460,03/15/2016
2002,Yates,57,4530,2027967,1751,1167766,3195733,03/15/2016
2002,New York City,65,436371,89615422,87270,30033251,119648673,03/15/2016
2001,Albany,01,45869,26545770,14900,13266991,39812761,03/15/2016
2001,Allegany,02,8014,3910295,3485,2268229,6178524,03/15/2016
2001,Broome,03,31975,21641671,13992,13930626,35572297,03/15/2016
2001,Cattaraugus,04,13800,6065921,5738,3431157,9497078,03/15/2016
2001,Cayuga,05,13697,7398447,5086,4151898,11550345,03/15/2016
2001,Chautauqua,06,23128,12600087,9642,7628470,20228557,03/15/2016
2001,Chemung,07,14341,7574174,6360,5020241,12594415,03/15/2016
2001,Chenango,08,9203,5351130,3279,2675908,8027038,03/15/2016
2001,Clinton,09,13171,6778514,4187,3090685,9869199,03/15/2016
2001,Columbia,10,10226,5107600,3839,3046360,8153960,03/15/2016
2001,Cortland,11,7627,3964375,2594,2038551,6002926,03/15/2016
2001,Delaware,12,7803,3721296,3866,2758885,6480181,03/15/2016
2001,Dutchess,13,45465,27857730,11354,11336960,39194690,03/15/2016
2001,Erie,14,153421,76764768,59341,44949218,121713986,03/15/2016
2001,Essex,15,6958,2628639,3023,1633575,4262214,03/15/2016
2001,Franklin,16,7723,3408654,3017,1810373,5219027,03/15/2016
2001,Fulton,17,9649,5061367,3981,2946226,8007593,03/15/2016
2001,Genesee,18,10975,7208438,3731,3679544,10887982,03/15/2016
2001,Greene,19,7880,3904230,3217,2433407,6337637,03/15/2016
2001,Hamilton,20,1143,306444,636,263628,570072,03/15/2016
2001,Herkimer,21,10934,5425495,5015,3643366,9068861,03/15/2016
2001,Jefferson,22,14287,5536735,5498,3116227,8652962,03/15/2016
2001,Lewis,23,5157,2004836,1859,984854,2989690,03/15/2016
2001,Livingston,24,11292,6404531,3231,2758149,9162680,03/15/2016
2001,Madison,25,12613,7182736,3733,3086560,10269296,03/15/2016
2001,Monroe,26,133926,79798074,34677,33198669,112996743,03/15/2016
2001,Montgomery,27,7766,5233282,3997,3977245,9210527,03/15/2016
2001,Nassau,28,238133,192512136,53317,77855681,270367817,03/15/2016
2001,Niagara,29,36750,22805603,14659,13204964,36010567,03/15/2016
2001,Oneida,30,37269,22520677,16213,14218938,36739615,03/15/2016
2001,Onondaga,31,82211,48999090,25977,22834530,71833620,03/15/2016
2001,Ontario,32,18372,11239645,5212,4866704,16106349,03/15/2016
2001,Orange,33,55070,37679525,12027,13181961,50861486,03/15/2016
2001,Orleans,34,7216,4343969,2590,2351814,6695783,03/15/2016
2001,Oswego,35,21378,11827466,6517,5314755,17142221,03/15/2016
2001,Otsego,36,10177,5561267,4145,3392916,8954183,03/15/2016
2001,Putnam,37,18916,17824340,3144,4828191,22652531,03/15/2016
2001,Rensselaer,38,26030,16094107,8092,7317774,23411881,03/15/2016
2001,Rockland,39,48269,47040601,9248,14705271,61745872,03/15/2016
2001,St. Lawrence,40,19159,9308634,6885,4541896,13850530,03/15/2016
2001,Saratoga,41,38317,23329231,8889,8082851,31412082,03/15/2016
2001,Schenectady,42,26181,16949359,9367,9105773,26055132,03/15/2016
2001,Schoharie,43,5720,2779437,2039,1451555,4230992,03/15/2016
2001,Schuyler,44,3467,1527482,1420,906140,2433622,03/15/2016
2001,Seneca,45,5792,3137749,2298,1847042,4984791,03/15/2016
2001,Steuben,46,17923,9258798,6660,4695903,13954701,03/15/2016
2001,Suffolk,47,252565,205245129,57367,74969440,280214569,03/15/2016
2001,Sullivan,48,10677,6441739,4276,3817483,10259222,03/15/2016
2001,Tioga,49,9632,5623762,3203,2632956,8256718,03/15/2016
2001,Tompkins,50,15116,9105551,3171,2691072,11796623,03/15/2016
2001,Ulster,51,28844,18395121,9572,9113309,27508430,03/15/2016
2001,Warren,52,11385,5324342,3945,2784997,8109339,03/15/2016
2001,Washington,53,10532,5711803,4046,3271687,8983490,03/15/2016
2001,Wayne,54,18226,11378152,5057,4621349,15999501,03/15/2016
2001,Westchester,55,126946,185315029,26391,60477048,245792077,03/15/2016
2001,Wyoming,56,8122,3962247,2387,1819865,5782112,03/15/2016
2001,Yates,57,4340,1879455,1736,1115712,2995167,03/15/2016
2001,New York City,65,414252,80177184,99804,32250765,112427949,03/15/2016
2000,Albany,01,44580,16238277,15217,12875343,29113620,03/15/2016
2000,Allegany,02,7622,2301491,3504,2025827,4327318,03/15/2016
2000,Broome,03,31025,13828650,14334,13782552,27611202,03/15/2016
2000,Cattaraugus,04,13011,3747718,5729,3275072,7022790,03/15/2016
2000,Cayuga,05,13124,4426561,5115,3863878,8290439,03/15/2016
2000,Chautauqua,06,22345,7847974,9812,7312412,15160386,03/15/2016
2000,Chemung,07,14087,4897603,6449,4954908,9852511,03/15/2016
2000,Chenango,08,8844,3432198,3362,2630475,6062673,03/15/2016
2000,Clinton,09,12683,4260334,4139,2920410,7180744,03/15/2016
2000,Columbia,10,9825,3272582,3949,3100329,6372911,03/15/2016
2000,Cortland,11,7335,2438106,2622,1963964,4402070,03/15/2016
2000,Delaware,12,7468,2275138,3911,2626576,4901714,03/15/2016
2000,Dutchess,13,43627,17611416,11587,11424582,29035998,03/15/2016
2000,Erie,14,148482,47481473,60428,43301006,90782479,03/15/2016
2000,Essex,15,6706,1637998,3091,1591603,3229601,03/15/2016
2000,Franklin,16,7425,2143514,3010,1725191,3868705,03/15/2016
2000,Fulton,17,9248,3011016,4101,2722798,5733814,03/15/2016
2000,Genesee,18,10715,4443723,3748,3490635,7934358,03/15/2016
2000,Greene,19,7578,2384312,3301,2381972,4766284,03/15/2016
2000,Hamilton,20,1104,189349,663,262292,451641,03/15/2016
2000,Herkimer,21,10605,3443919,5052,3489456,6933375,03/15/2016
2000,Jefferson,22,13941,3598478,5475,3037814,6636292,03/15/2016
2000,Lewis,23,4967,1306012,1893,968625,2274637,03/15/2016
2000,Livingston,24,10814,3793153,3294,2587511,6380664,03/15/2016
2000,Madison,25,12117,4534077,3849,3064115,7598192,03/15/2016
2000,Monroe,26,128976,48852708,34990,31738275,80590983,03/15/2016
2000,Montgomery,27,7417,2917764,4134,3496562,6414326,03/15/2016
2000,Nassau,28,234188,124153698,54812,77500022,201653720,03/15/2016
2000,Niagara,29,35558,13972861,14774,12678841,26651702,03/15/2016
2000,Oneida,30,36124,14377598,16326,13851233,28228831,03/15/2016
2000,Onondaga,31,80145,30773562,26615,22482171,53255733,03/15/2016
2000,Ontario,32,17881,6961063,5205,4618384,11579447,03/15/2016
2000,Orange,33,53615,23863464,12371,13065296,36928760,03/15/2016
2000,Orleans,34,6935,2637605,2615,2196929,4834534,03/15/2016
2000,Oswego,35,20820,7270051,6570,4752226,12022277,03/15/2016
2000,Otsego,36,9710,3432850,4216,3307292,6740142,03/15/2016
2000,Putnam,37,18037,11137736,3261,4893400,16031136,03/15/2016
2000,Rensselaer,38,25083,9933446,8357,7223171,17156617,03/15/2016
2000,Rockland,39,46994,31144831,9336,14644380,45789211,03/15/2016
2000,St. Lawrence,40,18290,5887207,7004,4327014,10214221,03/15/2016
2000,Saratoga,41,36980,14805631,8913,7804339,22609970,03/15/2016
2000,Schenectady,42,25728,10016226,9560,8500052,18516278,03/15/2016
2000,Schoharie,43,5530,1709494,2088,1405086,3114580,03/15/2016
2000,Schuyler,44,3327,954704,1399,854058,1808762,03/15/2016
2000,Seneca,45,5459,1773145,2383,1706552,3479697,03/15/2016
2000,Steuben,46,16678,5605848,6656,4513622,10119470,03/15/2016
2000,Suffolk,47,244061,127985201,58515,72192117,200177318,03/15/2016
2000,Sullivan,48,10357,4014198,4474,3762804,7777002,03/15/2016
2000,Tioga,49,9230,3528299,3213,2549765,6078064,03/15/2016
2000,Tompkins,50,12989,5102106,3170,2596796,7698902,03/15/2016
2000,Ulster,51,27963,11392297,9789,8869140,20261437,03/15/2016
2000,Warren,52,11013,3190708,4050,2615838,5806546,03/15/2016
2000,Washington,53,10170,3508121,4074,3163124,6671245,03/15/2016
2000,Wayne,54,17711,6869480,5022,4237838,11107318,03/15/2016
2000,Westchester,55,119700,117004877,27283,59819923,176824800,03/15/2016
2000,Wyoming,56,8029,2541326,2436,1793605,4334931,03/15/2016
2000,Yates,57,4180,1173480,1756,1080273,2253753,03/15/2016
2000,New York City,65,401880,52382626,114159,37053488,89436114,03/15/2016
1999,Albany,01,42694,7664211,15636,12922147,20586358,03/15/2016
1999,Allegany,02,7316,1105785,3414,1916436,3022221,03/15/2016
1999,Broome,03,30224,6796138,14330,13432635,20228773,03/15/2016
1999,Cattaraugus,04,12390,1837556,5674,3162773,5000329,03/15/2016
1999,Cayuga,05,12791,2082193,5073,3649019,5731212,03/15/2016
1999,Chautauqua,06,21402,3758295,9807,7130982,10889277,03/15/2016
1999,Chemung,07,13647,2379812,6453,4897513,7277325,03/15/2016
1999,Chenango,08,8632,1676968,3259,2430804,4107772,03/15/2016
1999,Clinton,09,12331,1923919,4004,2612963,4536882,03/15/2016
1999,Columbia,10,9590,1594652,3936,3025425,4620077,03/15/2016
1999,Cortland,11,7031,1129059,2554,1823723,2952782,03/15/2016
1999,Delaware,12,7168,1092169,3889,2536725,3628894,03/15/2016
1999,Dutchess,13,41457,8676444,11619,11437875,20114319,03/15/2016
1999,Erie,14,138055,21711362,61367,43289623,65000985,03/15/2016
1999,Essex,15,6315,764760,3019,1515006,2279766,03/15/2016
