InspectionID,CSNumber,CS Overall Condition,CS Litter,CS Graffiti,CS Amenities,CS Structural
119947,1,A,A,A,A,A
84203,1,A,A,A,A,A
116292,1,N,A,N,A,N
93853,1,A,A,A,A,A
96587,1,A,A,A,A,A
64945,1,A,A,A,A,A
64352,1,A,A,A,U,A
33303,1,N,N,N,N,N
104796,1,A,A,A,A,A
70164,1,U,A,A,A,U/S
115404,1,N,N,N,N,N
35953,1,U,N,N,U,N
68572,1,U,A,A,U,A
112834,1,A,A,A,A,A
105179,1,A,A,A,A,A
56885,1,A,A,A,A,A
56407,1,A,A,A,A,A
119024,1,A,A,A,U,A
55491,1,A,A,A,A,A
119785,1,U,N,N,N,N
72751,1,A,A,A,A,A
57333,1,A,A,A,A,A
111475,1,A,A,A,U,A
102551,1,N,N,N,N,N
118212,1,A,A,A,A,A
75135,1,A,A,A,A,A
41825,1,U,N,N,N,N
89954,1,A,A,A,A,A
60008,1,U,A,A,A,U/S
105560,1,A,A,A,A,A
119268,1,A,A,A,A,A
103427,1,U,A,A,A,U
80239,1,A,A,A,A,A
101814,1,N,N,N,N,N
107457,1,A,A,A,A,A
76921,1,U,A,A,U,U
100514,1,A,A,A,A,A
121607,1,A,A,A,A,A
66754,1,A,A,A,A,A
103737,1,A,A,A,A,A
94849,1,A,A,A,U,A
110349,1,N,A,N,U,N
89006,1,N,N,N,N,N
65639,1,U,N,N,N,N
81988,1,A,A,A,U,A
122104,1,A,A,A,A,A
63876,1,N,N,N,N,N
108250,1,A,A,A,A,A
79869,1,A,A,A,U,A
68419,1,N,N,N,N,N
111988,1,A,A,A,A,A
34145,1,U,U/S,U,U,U
75770,1,A,A,A,A,A
67830,1,A,A,A,A,A
41409,1,A,A,A,A,A
49770,1,N,N,N,N,N
67300,1,A,A,A,A,A
47378,1,U,A,U,U,U
93662,1,A,A,A,A,A
44626,1,A,A,A,A,A
54371,1,A,A,A,A,A
72920,1,A,A,A,A,A
80168,1,A,A,A,A,A
116181,1,U,N,N,N,N
104809,1,A,A,A,U,A
62493,1,A,A,A,A,A
73963,1,A,A,A,A,A
105791,1,A,A,A,A,U
95011,1,A,A,A,U,A
106732,1,A,A,A,A,A
52378,1,U,N,N,N,N
68652,1,A,A,A,A,A
105608,1,N,N,N,N,N
96974,1,A,A,A,A,A
38416,1,A,A,A,U,A
75120,1,A,A,A,U,A
62216,1,A,A,A,A,A
48640,1,U,U,A,U/S,A
115558,1,A,A,A,A,A
44347,1,U,U,A,U,A
99697,1,A,A,A,A,A
103909,1,A,A,A,U,A
52737,1,N,N,N,N,N
80837,1,A,A,A,A,A
90002,1,A,A,A,A,A
80221,1,U,N,N,N,N
72067,1,A,A,A,A,A
43264,1,U,A,A,U,U
97055,1,U,A,A,U,U/S
86948,1,A,A,A,A,A
77728,1,U,A,A,U,A
84120,1,A,A,A,A,A
91065,1,U,A,A,A,U/S
101458,1,N,N,N,N,N
53806,1,U,A,A,U/S,A
56379,1,A,A,A,U,A
95201,1,N,N,N,N,N
112158,1,A,A,A,A,A
102270,1,U,U,A,A,A
79031,1,A,A,A,A,A
58728,1,N,N,N,N,N
109549,1,A,A,A,A,A
78249,1,A,A,A,A,A
94630,1,A,A,A,A,U
113141,1,N,N,N,N,N
53417,1,A,A,A,U,A
75747,1,A,A,A,A,A
73318,1,U,A,A,A,U/S
103220,1,N,N,N,N,N
45674,1,N,N,N,N,N
45728,1,U,A,A,U/S,U
117425,1,A,A,A,U,A
85028,1,A,A,A,A,A
43813,1,U,A,A,U/S,U
47218,1,A,A,A,A,A
56676,1,A,A,A,U,A
79695,1,A,A,A,A,A
62470,1,A,A,A,A,A
120893,1,A,A,A,A,A
60616,1,A,A,A,A,A
46065,1,A,A,A,A,A
35579,1,A,A,A,A,A
95539,1,U,A,A,A,A
88642,1,A,A,A,A,A
69149,1,A,A,A,U,A
92582,1,A,A,A,A,A
42582,1,A,U,A,A,A
96203,1,A,A,A,A,A
100768,1,N,N,N,N,N
57535,1,N,N,N,N,N
58544,1,U,A,A,U/S,A
120547,1,A,A,A,U,A
39630,1,A,A,A,A,A
110106,1,U,U/S,A,A,A
78319,1,A,A,A,A,A
96001,1,A,A,A,A,A
111000,1,A,A,A,A,A
96193,1,U,A,A,U,U/S
91464,1,A,A,A,A,A
117244,1,A,A,A,A,A
36291,1,U,N,N,U,U
111997,1,N,N,N,N,N
109397,1,A,A,A,A,A
46186,1,U,A,A,A,U/S
104928,1,A,A,A,A,A
106037,1,N,N,N,N,N
111269,1,A,A,A,A,A
111548,1,A,A,A,U,A
107205,1,A,A,A,A,A
104676,1,A,A,A,A,A
39750,1,N,N,N,N,N
85667,1,N,N,N,N,N
68175,1,A,A,A,A,A
107090,1,A,A,A,A,A
61698,1,A,A,A,U,A
87862,1,A,A,A,A,A
89333,1,N,N,N,N,N
104026,1,A,A,A,U,A
92258,1,A,A,A,A,A
67692,1,A,A,A,A,A
87344,1,A,A,U,A,A
108846,1,N,N,N,N,N
51112,1,A,A,A,U,A
51966,1,N,N,N,N,N
112595,1,A,A,A,U,A
118278,1,A,A,A,A,A
48076,1,N,N,N,N,N
41957,1,A,A,A,A,A
57914,1,N,N,N,N,N
63571,1,A,A,A,U,A
60950,1,A,A,A,A,A
107993,1,N,N,N,N,N
94348,1,N,N,N,N,N
53886,1,A,A,A,U,A
53415,1,A,A,A,U,A
68938,1,A,A,A,U,A
93866,1,A,A,A,A,A
112923,1,A,A,A,A,A
91155,1,N,N,N,N,N
45209,1,A,A,A,A,A
88165,1,U,A,A,A,A
48855,1,N,N,N,N,N
76166,1,A,A,A,A,A
101644,2,N,N,N,N,N
85802,1,A,A,A,U,A
44032,1,A,A,A,U,A
71916,1,A,U,A,A,A
76236,1,A,A,A,U,A
115863,1,A,A,A,A,A
74391,1,A,A,A,U,A
97645,1,A,A,A,A,A
38347,1,A,A,A,U,A
83158,1,N,N,N,N,N
62812,1,A,A,A,A,A
40998,1,N,N,N,N,N
47247,1,A,A,A,A,A
37537,1,U,A,A,U/S,A
96847,1,A,A,A,A,A
43086,1,A,A,A,A,A
69746,1,A,A,A,A,A
76106,1,A,A,A,A,A
115504,1,A,A,A,A,A
88193,1,A,A,A,A,A
55154,1,A,A,A,A,A
78707,1,A,A,A,A,A
101576,1,A,A,A,U,A
49158,1,A,A,A,A,A
99388,1,A,A,A,A,A
50854,1,U,A,A,U/S,A
68135,1,A,A,A,U,A
111916,1,A,A,A,U,A
82371,1,A,A,A,A,A
105919,1,A,A,A,U,A
100602,1,U,A,A,A,A
99611,1,A,A,A,A,A
44051,1,N,N,N,N,N
32483,1,U,N,N,N,N
108871,1,A,A,A,U,A
113683,1,U,A,A,U,A
102495,1,U,A,A,A,U/S
75345,1,A,A,A,A,A
88530,1,A,A,A,A,A
106181,1,A,A,A,A,A
117661,1,A,A,A,A,A
34526,1,N,N,N,N,N
90306,1,A,A,A,U,A
97801,1,A,A,A,U,A
34617,1,U,N,N,N,N
89971,1,A,A,A,A,A
39006,1,U,A,A,U/S,A
118484,1,A,A,A,A,A
72881,1,U,U,A,U,A
91358,1,A,A,A,A,A
44227,1,U,A,A,U/S,A
86360,1,A,A,A,U,A
99099,1,A,A,A,A,A
108546,1,A,A,A,A,A
70064,1,A,A,A,A,A
81047,1,A,A,A,A,A
52222,1,A,A,A,U,A
69805,1,A,A,A,U,A
35087,1,A,A,A,U,A
95534,1,A,A,A,A,A
93376,1,A,A,A,A,A
76149,1,A,A,A,U,A
106184,1,A,A,A,A,A
95468,1,N,N,N,N,N
116770,1,U,A,A,A,U/S
83373,1,U,U,A,U,A
63984,1,U,A,A,U/S,A
51794,1,A,A,A,U,A
102205,1,A,A,A,A,A
119840,1,A,A,A,U,A
99378,1,U,U,A,U/S,A
60648,1,A,A,A,A,A
85003,1,U,A,A,A,U/S
71696,1,N,N,N,N,N
103488,1,U,A,A,U,A
109833,1,N,A,N,U,N
46447,1,A,A,A,U,A
65143,1,A,A,A,A,A
80403,1,U,U,A,U,A
70694,1,N,N,N,N,N
108596,1,U,N,N,N,N
79736,1,A,A,A,A,A
96108,1,A,A,A,A,A
103899,1,A,A,A,A,A
102446,1,A,A,A,A,A
67676,1,A,A,A,A,A
53219,1,A,A,A,U,A
106823,1,A,A,A,A,A
72668,1,A,A,A,A,U
34265,1,U,U,A,U/S,A
117427,1,A,A,A,A,A
51581,1,A,A,A,U,A
115243,1,A,A,A,A,A
109847,1,A,A,A,A,A
76999,1,A,A,A,U,A
66805,1,U,N,N,N,N
34982,1,U,N,N,N,N
88913,1,N,N,N,N,N
100000,1,A,A,A,A,A
77197,1,A,A,A,A,A
71255,1,A,A,A,U,A
73630,1,A,A,A,A,A
114276,1,A,A,A,A,A
92795,1,U,A,A,A,U/S
70160,1,U,A,A,U,U/S
70910,1,U,A,A,U,A
75040,1,A,A,A,U,A
38584,1,A,A,A,A,A
115679,1,A,A,A,A,A
51320,1,A,A,A,A,A
106351,1,A,A,A,A,A
94628,1,N,N,N,N,N
58094,1,N,N,N,N,N
96346,1,N,N,N,N,N
47149,1,A,A,A,U,A
110258,1,N,N,N,N,N
39824,1,U,U/S,A,U,A
75426,1,A,A,A,U,A
68551,1,A,A,A,A,A
106624,1,N,N,N,N,N
97526,1,A,A,A,A,A
102859,1,U,A,A,A,U/S
103886,1,A,A,A,A,A
53005,1,A,A,A,A,A
71717,1,A,A,A,A,A
89789,1,A,A,A,A,A
107730,1,N,N,N,N,N
101042,1,A,A,A,A,A
69135,1,U,U/S,A,A,U
67376,1,U,A,A,A,A
118682,1,A,A,A,U,A
45468,1,A,A,A,A,A
113264,1,A,A,A,U,A
97761,1,A,A,A,A,A
85598,1,N,N,N,N,N
74191,1,U,U,A,U/S,U
119301,1,A,A,A,A,A
104225,1,A,A,A,A,A
117473,1,N,A,N,A,N
110278,1,A,A,A,A,A
48865,1,N,N,N,N,N
60459,1,A,A,A,A,A
67929,1,U,U/S,A,A,U/S
82890,1,A,A,A,U,A
121342,1,A,A,A,A,A
72903,1,A,A,A,U,A
99413,1,A,A,A,A,A
87675,1,A,A,A,A,A
38489,1,U,A,A,U,A
118922,1,A,A,A,A,A
60325,1,A,A,A,U,A
39840,1,A,A,A,U,A
55176,1,U,U/S,A,U,A
70494,1,U,A,A,U,A
117127,1,A,A,A,A,A
90554,1,U,A,A,A,U/S
42406,1,A,A,A,A,A
35346,1,U,N,N,U,N
78847,1,A,A,A,A,A
61918,1,A,A,A,U,A
92389,1,U,A,A,U,U
39714,1,A,A,A,A,A
48669,1,A,A,A,A,A
33189,1,A,A,A,U,U
45823,1,N,N,N,N,N
79063,1,A,A,A,A,A
116769,1,A,A,A,A,A
80480,1,N,N,N,N,N
91628,1,A,A,A,A,A
57774,1,A,A,A,A,A
50610,1,A,A,A,U,A
56328,1,A,A,A,U,A
70817,1,U,U/S,A,U,U
72981,1,A,A,A,A,A
64104,1,A,A,A,A,A
55848,1,U,N,N,N,N
59524,1,A,A,A,A,A
111076,1,N,N,N,N,N
107039,1,U,N,N,N,N
51331,1,A,A,A,A,A
76855,1,N,N,N,N,N
89680,1,A,A,A,A,A
36744,1,N,N,N,N,N
51486,1,U,A,A,A,A
34065,1,U,N,N,N,N
56019,1,U,A,A,U/S,A
69686,1,U,U/S,A,A,A
94274,1,A,A,A,A,A
47730,1,U,A,A,U,A
107670,1,U,A,A,A,A
62486,1,A,A,A,A,A
61982,1,A,A,A,A,A
69779,1,U,U,A,U,A
121539,1,A,A,A,U,A
44102,1,N,N,N,N,N
81755,1,A,A,A,A,A
117859,1,A,A,A,A,A
95895,1,A,A,A,A,A
102425,1,A,A,A,A,A
58635,1,A,A,A,U,A
107633,1,A,A,A,A,A
47102,1,A,A,A,A,A
68779,1,A,A,A,U,A
54775,1,A,A,A,U,A
84260,1,A,U,A,A,A
113004,1,U,A,A,A,U/S
94643,1,A,A,A,A,A
80451,1,N,N,N,N,N
93121,1,A,A,A,U,A
59101,1,A,A,A,A,A
46206,1,U,N,N,N,N
121371,1,A,A,A,A,A
85014,1,A,A,A,A,A
83375,1,U,A,A,A,U/S
98160,1,A,A,A,A,A
73867,1,U,U/S,A,A,A
86273,1,A,A,A,A,A
85810,1,N,N,N,N,N
57915,1,N,N,N,N,N
47757,1,N,N,N,N,N
92457,1,A,A,A,A,A
112044,1,A,A,A,A,A
109806,1,A,A,A,A,A
61967,1,A,A,A,A,A
76926,1,A,A,A,A,A
69729,1,A,A,A,A,A
115548,1,N,N,N,N,N
66376,1,A,A,A,U,A
47072,1,U,A,A,U/S,A
41528,1,A,A,A,A,A
65167,1,A,A,A,A,U
58785,1,A,A,A,A,A
73139,1,A,A,A,A,A
103487,1,A,A,A,A,A
79902,1,A,A,A,U,A
77752,1,N,N,N,N,N
35511,1,N,N,N,N,N
96757,1,A,A,A,A,A
67565,1,A,A,A,A,A
49728,1,U,A,A,A,U/S
44452,1,A,A,A,A,A
65422,1,A,A,A,A,A
68202,2,A,A,A,A,A
79047,1,A,A,A,A,A
80677,1,U,A,A,A,U/S
38022,1,A,A,U,A,U/S
96169,1,A,A,A,A,A
47470,1,A,A,A,A,A
104814,1,N,N,N,N,N
76496,1,A,A,A,A,A
45289,1,A,A,A,U,A
40562,1,A,A,A,A,A
93851,1,A,A,A,A,A
86012,1,A,A,A,U,A
58999,1,A,A,A,U,A
38563,1,A,A,A,U,A
93002,1,U,N,N,N,N
111308,1,A,A,A,A,A
71231,1,A,A,A,A,A
116398,1,A,A,A,A,A
103372,1,A,A,A,A,A
109466,1,A,A,A,A,A
79242,1,A,A,A,U,A
44132,1,U,U,A,U/S,U
108373,1,A,A,A,A,A
84622,1,A,A,A,U,A
65142,1,A,A,A,U,A
95479,1,N,N,N,N,N
103074,1,A,A,A,A,A
34847,1,U,U/S,A,U,A
49701,1,A,A,A,A,A
59646,1,A,A,A,A,A
98771,1,A,A,A,A,A
122135,1,U,N,N,N,N
52188,1,N,N,N,N,N
77086,1,N,N,N,N,N
80284,1,U,N,N,N,N
109368,1,A,A,A,U,A
42822,1,U,N,N,N,N
85445,2,A,A,A,A,A
46706,1,A,A,A,U,A
120814,1,N,N,N,N,N
67444,1,A,A,A,A,A
88413,1,A,A,A,A,A
84702,1,A,A,A,A,A
85041,1,A,A,A,A,A
107952,1,A,A,A,A,A
108232,1,N,N,N,N,N
79650,1,A,A,A,A,A
59320,1,A,A,A,U,A
50433,1,A,A,A,A,A
35365,1,A,A,A,A,A
67761,1,A,A,A,A,A
107590,1,A,A,A,A,A
119992,2,U,N,N,N,N
52043,1,A,A,A,A,A
65308,1,A,A,A,A,A
119320,1,N,A,N,A,N
100489,1,A,A,A,A,A
63286,1,A,A,A,A,A
51970,1,N,N,N,N,N
94134,1,N,N,N,N,N
98993,2,U,N,N,N,N
47682,1,A,A,A,U,A
33891,1,U,A,A,U/S,A
91698,1,N,N,N,N,N
52206,1,A,A,A,A,A
113638,1,U,N,N,N,N
82787,1,A,A,A,A,A
93840,1,N,N,N,N,N
32783,1,U,U/S,N,N,N
98604,1,A,A,A,U,A
66598,1,A,A,A,A,A
80572,1,U,A,A,A,U/S
96550,1,A,A,A,A,A
59413,1,A,A,A,U,A
42546,2,N,N,N,N,N
58550,1,A,A,A,A,A
33474,1,U,A,A,U/S,A
94250,1,N,N,N,N,N
104663,1,A,A,A,A,A
57460,1,U,A,A,U,U
117347,1,A,A,A,A,A
103680,1,U,N,N,N,N
86590,1,U,A,A,U/S,A
78909,1,A,A,A,A,A
66039,1,A,A,A,A,A
107697,1,N,N,N,N,N
80962,1,A,A,A,A,A
116000,1,A,A,A,A,A
34953,1,U,N,N,N,N
45642,1,N,N,N,N,N
108396,1,A,A,A,A,A
48560,1,N,N,N,N,N
89105,1,N,N,N,N,N
109022,1,N,N,N,N,N
110881,1,N,A,N,A,N
78916,1,A,A,A,A,A
100097,1,A,A,A,A,A
80508,1,A,A,A,A,A
44056,1,A,A,A,U,A
68507,1,A,A,A,A,A
61411,1,N,N,N,N,N
116681,2,A,A,A,A,A
120840,1,A,A,A,A,A
61805,1,U,N,N,N,N
48647,1,A,A,A,U,A
119600,1,A,A,A,A,U
117942,1,A,A,A,A,A
102132,1,A,A,A,U,A
82533,1,A,A,A,A,A
65136,1,A,A,A,A,A
64059,1,U,U,A,U,A
56889,1,U,A,A,U,U
97394,1,A,A,A,U,A
115113,1,A,A,A,A,A
119996,1,N,N,N,N,N
67240,1,U,N,N,N,N
61589,1,A,A,A,U,A
81445,1,A,A,A,A,A
78957,1,N,N,N,N,N
112531,1,A,A,A,A,A
80513,1,A,A,A,U,A
105481,1,A,A,A,U,A
105994,1,A,A,A,A,A
62965,1,A,A,A,A,A
88989,1,U,A,A,A,A
48238,1,A,A,A,U,A
48138,1,A,A,A,A,A
90834,1,A,A,A,U,A
55206,1,U,A,A,U,A
118541,1,A,A,A,A,A
33465,1,U,A,A,U/S,A
113826,1,N,N,N,N,N
55893,1,A,A,A,A,A
91257,1,A,A,A,A,A
94328,1,A,A,A,U,A
112983,1,U,N,N,N,N
108061,1,A,A,A,A,A
119534,1,A,A,A,A,A
68354,1,A,A,A,A,A
80587,1,A,A,A,A,A
89819,1,U,A,A,U,A
73405,1,U,A,A,U/S,A
67504,1,A,A,A,A,A
89291,1,A,A,A,A,A
102827,1,U,A,A,A,U/S
86453,1,A,A,A,A,A
59435,2,A,A,A,A,A
80018,1,U,A,A,U,U/S
76185,1,A,A,A,A,A
114117,1,A,A,A,A,A
57524,1,N,N,N,N,N
62529,1,A,A,A,U,A
53790,1,A,A,A,A,A
113775,1,A,A,U,A,A
75497,1,N,N,N,N,N
116257,1,A,A,A,A,A
92137,1,A,A,A,U,A
38375,1,A,A,A,A,A
59629,1,A,A,A,A,A
53801,1,U,U/S,A,A,A
97777,1,A,A,A,A,A
100089,1,A,A,A,A,A
117409,1,A,A,A,A,A
83569,1,A,A,U,A,A
98569,1,U,U/S,A,U,U/S
69191,1,N,N,N,N,N
37572,1,A,A,A,U,A
76700,1,U,N,N,N,N
116367,2,A,A,A,A,A
110559,1,A,A,A,A,A
74986,1,U,N,N,N,N
54340,1,U,A,A,U/S,A
121120,1,N,N,N,N,N
82949,1,N,N,N,N,N
46194,1,U,N,N,N,N
108137,1,U,N,N,N,N
108028,1,A,A,A,A,A
97486,1,A,A,A,A,A
57443,1,A,A,A,A,A
107920,1,A,A,A,A,A
85723,1,N,N,N,N,N
65034,1,A,A,A,A,U
47088,1,A,A,A,U,A
65612,1,A,A,A,A,A
113467,1,A,A,A,A,A
44128,1,A,A,A,U,A
71849,1,N,N,N,N,N
69292,1,U,A,A,A,U/S
91070,1,N,N,N,N,N
87553,1,U,N,N,N,N
86501,1,U,A,A,U/S,A
98507,1,N,N,N,N,N
118877,1,A,A,A,A,A
71881,1,A,A,A,A,A
82939,1,N,N,N,N,N
97335,1,N,N,N,N,N
121522,1,A,A,A,A,A
61374,1,N,N,N,N,N
35784,1,A,A,A,A,A
122044,1,A,A,A,A,A
33994,1,A,A,A,A,A
91567,1,A,U,A,A,A
79325,1,A,A,A,A,A
100949,1,A,A,A,A,A
55911,1,A,A,A,U,A
119284,1,A,A,A,U,A
37346,1,U,A,A,U,U/S
118403,1,A,A,A,U,A
90900,1,A,A,A,A,A
93233,1,N,N,N,N,N
69751,1,A,A,A,A,A
114126,1,A,A,A,A,A
90531,1,A,A,A,A,A
100921,1,U,A,A,U,U
94205,1,A,A,A,A,A
94465,1,A,A,A,A,A
110475,1,N,A,N,A,N
117391,1,A,A,A,A,A
70535,1,U,U,U,U/S,A
102966,1,A,A,A,A,A
44542,1,U,U,A,U,A
107765,1,N,N,N,N,N
112119,1,A,A,A,A,U
33770,1,U,A,A,U/S,A
50249,1,A,A,A,A,A
55593,1,U,A,A,U,U
115127,1,A,A,A,A,A
108231,1,N,N,N,N,N
94421,1,A,A,A,A,A
40870,1,A,A,A,A,A
86200,1,N,N,N,N,N
109914,1,A,A,A,A,U
73454,1,A,A,A,U,A
85770,1,A,A,A,U,A
108980,1,A,A,A,A,A
110964,1,A,A,A,A,A
58687,1,U,A,A,U/S,A
86985,1,U,N,N,N,N
63184,2,A,A,A,U,A
85944,1,A,A,A,A,A
53931,1,A,A,A,U,A
104606,2,A,A,A,A,A
50712,1,U,A,A,U/S,A
61546,1,A,A,A,U,A
59049,1,A,A,A,A,A
47766,1,N,N,N,N,N
32919,1,U,A,A,U/S,A
119069,1,A,A,A,A,A
112907,1,A,A,A,A,A
84547,1,A,U,A,A,A
66659,1,A,A,A,A,A
113894,1,A,A,A,A,A
56937,1,A,A,A,U,A
113992,1,A,A,A,A,A
55267,1,A,A,A,A,A
115185,1,U,N,N,N,N
108005,1,A,A,A,A,A
70645,1,A,A,A,A,A
102036,1,U,U,U,A,A
41841,1,A,A,A,A,A
64191,1,A,A,A,U,A
94339,1,A,A,A,U,A
107414,1,A,A,A,A,A
108037,1,A,A,A,A,U
110256,1,N,A,N,A,N
111017,1,N,A,N,A,N
113727,1,U,N,N,N,N
108637,1,A,A,A,U,A
95458,1,A,A,A,A,A
95925,2,U,N,N,N,N
55140,1,U,N,N,N,N
55376,1,A,A,A,A,A
49601,1,A,A,A,A,A
91954,1,U,A,A,U/S,A
95845,1,A,A,A,A,A
113705,1,N,N,N,N,N
47398,1,U,U,A,A,A
69560,1,A,A,A,A,A
64415,1,U,N,N,N,N
56410,1,U,N,N,N,N
85045,1,A,A,A,A,A
89164,1,U,A,A,U,U/S
116157,1,A,A,A,A,A
121927,1,A,A,A,U,A
102835,1,U,U/S,A,U,U/S
116721,1,N,A,N,A,N
41945,1,U,N,N,N,N
68358,1,U,A,A,U/S,A
100140,1,U,A,A,A,U/S
90386,1,A,A,A,A,U
43039,1,U,U,A,U,U
98695,1,A,A,A,U,A
100034,1,A,A,A,U,A
98927,1,A,A,A,A,A
115449,1,A,A,A,A,A
106991,1,A,A,A,A,A
98430,1,A,A,A,A,A
77900,1,U,N,N,N,N
64291,1,A,A,A,A,A
62786,1,A,A,A,U,A
121567,1,A,A,A,U,A
106475,1,A,A,A,A,A
77453,1,A,A,A,A,A
115753,1,A,U,A,A,A
62003,1,A,A,A,A,A
45867,1,U,A,A,A,U/S
110499,1,A,A,A,U,A
107530,1,N,N,N,N,N
70088,1,U,A,A,U,U/S
97101,1,A,A,A,A,A
68564,1,A,A,A,A,A
79080,1,A,A,A,A,A
104819,1,U,N,N,N,N
101381,1,A,A,A,A,A
35126,1,U,N,N,N,N
118679,1,A,A,A,A,A
87207,1,A,A,A,U,A
48623,1,A,A,A,U,A
112320,1,A,A,A,U,A
120971,1,A,A,A,A,A
88505,1,U,N,N,N,N
38202,1,A,A,A,A,A
63594,1,A,A,A,A,A
51750,1,A,A,A,A,A
41657,1,U,A,A,U/S,A
70633,1,A,A,A,A,U
100370,1,A,A,A,A,A
32727,1,A,A,A,U,A
108754,1,U,N,N,N,N
40279,1,A,A,A,U,A
103489,1,A,A,A,A,A
55999,1,U,U/S,A,A,A
115341,1,A,A,A,A,A
44178,1,U,N,N,N,N
99584,1,N,N,N,N,N
96677,1,A,A,A,A,A
110758,1,U,U,A,U,A
111051,1,A,A,A,A,A
105800,1,A,A,A,A,A
50698,1,A,A,A,A,A
37071,1,A,A,A,A,A
45843,1,N,N,N,N,N
40230,1,A,A,A,U,A
35796,1,U,N,N,N,N
81531,1,A,A,A,A,A
60998,1,A,A,A,A,A
119361,1,A,A,A,A,A
102098,1,U,N,N,N,N
40550,1,A,A,A,A,A
110518,1,A,A,A,A,A
100310,1,A,A,A,A,A
102623,1,A,A,A,A,A
74331,1,A,A,A,A,A
61188,1,A,A,A,A,A
104792,1,A,A,A,U,A
101644,1,A,A,A,A,A
56787,1,A,A,A,A,A
115089,1,A,A,A,A,A
36124,1,A,A,A,U,A
85746,1,U,N,N,N,N
120791,1,N,N,N,N,N
64106,1,U,A,A,U,A
85737,1,A,A,A,A,A
45137,1,A,A,A,A,A
104738,1,A,U,A,A,A
60462,1,U,N,N,N,N
118063,1,A,A,A,A,A
78112,1,A,A,A,A,A
62487,1,A,A,A,A,A
115511,1,N,N,N,N,N
42454,1,A,A,A,A,A
74253,1,A,A,A,A,A
112677,1,A,A,A,U,A
102667,1,A,A,A,A,A
99568,1,A,A,A,A,A
92938,1,A,A,A,A,A
36023,1,U,A,A,U/S,A
99107,1,A,A,A,A,A
38819,1,A,A,A,A,A
86804,1,A,A,A,A,A
56870,1,A,A,A,A,U
108213,1,A,A,A,U,A
95185,1,N,N,N,N,N
34077,1,U,A,A,U/S,A
95474,2,U,A,A,A,U/S
104640,1,A,A,A,A,A
50781,1,U,A,A,U,A
116864,1,U,N,N,N,N
81313,1,A,A,A,U,A
121338,1,A,A,A,A,A
120637,1,A,A,A,U,A
121619,1,U,A,A,A,U/S
56773,1,U,A,A,A,U/S
97152,1,A,A,A,A,A
116289,1,N,A,N,A,N
93230,1,A,A,A,A,A
85413,1,A,U,A,A,A
81225,1,A,A,A,A,A
89158,1,U,N,N,N,N
63045,1,U,N,N,N,N
45888,1,A,A,U,A,A
40521,1,U,N,N,N,N
59064,1,N,N,N,N,N
51540,1,N,N,A,U,N
119242,1,A,A,A,A,A
56209,1,U,A,A,U/S,A
51798,1,A,A,A,A,A
109462,1,N,N,N,N,N
117333,1,A,A,A,A,A
94865,1,A,A,A,A,A
41770,1,A,A,A,A,A
82984,1,N,N,N,N,N
77412,1,A,A,A,A,A
110175,1,N,A,N,A,N
46585,1,A,A,A,A,A
109830,2,N,A,N,A,N
104324,1,A,A,A,U,A
103662,1,A,A,A,A,A
74374,1,A,A,A,U,A
61442,1,N,N,N,N,N
56644,1,U,A,A,A,U/S
76597,1,N,N,N,N,N
121679,1,A,A,A,A,A
108155,1,A,A,A,A,A
58615,1,N,N,N,N,N
102021,1,A,A,A,A,A
101032,1,A,A,A,A,A
37846,1,U,U,A,U/S,A
73075,1,U,A,A,U,U
57454,1,U,A,A,U/S,A
68331,1,U,N,N,N,N
49462,1,U,N,N,N,N
93678,1,U,N,N,N,N
42727,1,U,N,N,N,N
99491,1,A,A,A,A,A
45358,1,A,A,A,A,A
34221,1,U,N,N,N,N
117044,1,A,A,A,A,A
74749,1,A,A,A,A,A
101494,1,A,A,A,A,A
114505,1,N,N,N,N,N
35499,1,A,A,A,U,A
85774,1,A,A,A,U,A
79990,1,A,A,A,U,A
104250,1,N,N,N,N,N
79169,2,A,A,A,U,A
81461,1,A,A,A,A,A
41648,1,U,A,A,A,U/S
113969,1,N,N,N,N,N
67939,1,U,A,A,U,U
113938,1,A,A,A,U,A
62524,1,A,A,A,A,A
40691,1,A,A,A,A,A
43614,1,A,U,A,A,A
97621,1,N,N,N,N,N
37190,1,A,A,A,U,A
105674,1,N,N,N,N,N
84402,1,A,A,A,A,A
64200,1,A,A,A,U,A
77427,1,U,N,N,N,N
106820,1,A,A,A,A,A
109137,1,U,A,A,U,U/S
87947,1,A,A,A,A,A
73109,1,U,N,N,N,N
93809,1,A,A,A,A,A
86552,1,A,A,A,A,A
51541,1,N,N,N,N,N
37358,1,A,A,A,U,A
37570,1,A,A,A,U,A
97658,1,A,A,A,A,A
78585,1,A,A,A,A,A
85228,1,A,A,A,U,A
109835,1,N,A,N,A,N
117843,1,U,A,A,U,A
118178,1,N,A,N,A,N
59932,1,A,A,A,A,A
107819,1,A,A,A,A,A
66175,1,N,N,N,N,N
90549,1,A,A,A,A,A
65544,1,A,A,A,A,A
100903,1,A,A,A,A,A
116586,1,N,A,N,A,N
48635,1,A,A,A,A,A
107236,1,N,N,N,N,N
49226,1,N,N,N,N,N
92803,1,A,A,A,A,A
117825,1,A,A,A,A,A
117088,1,A,A,A,A,A
88978,1,A,A,A,A,A
100512,1,A,A,A,A,A
115257,1,A,A,A,U,A
107614,1,A,A,A,A,A
58969,1,A,A,A,U,A
