InspectionID,CSNumber,CS Overall Condition,CS Litter,CS Graffiti,CS Amenities,CS Structural
98090,1,A,A,A,A,A
78729,1,A,A,A,A,A
90844,1,A,A,A,A,A
51621,1,U,A,A,U/S,A
91389,1,A,A,A,U,A
87739,1,U,N,N,N,N
102503,1,N,N,N,N,N
71745,1,U,N,N,N,N
110259,1,N,A,N,A,N
116918,1,N,N,N,N,N
51550,1,N,N,N,N,N
66820,1,A,A,A,U,A
81859,1,U,N,N,N,N
93502,1,A,A,A,A,A
112153,1,A,A,A,A,A
80107,1,A,A,A,A,A
107822,1,N,N,N,N,N
121516,1,A,A,A,A,A
52413,1,A,A,A,A,A
119809,1,U,N,N,N,N
109642,1,N,N,N,N,N
121836,1,A,A,A,U,A
120990,1,A,A,A,A,A
107828,1,A,A,A,A,A
91263,1,A,A,A,A,A
120187,1,N,N,N,N,N
103951,1,A,A,A,U,A
57387,1,A,A,A,A,A
117508,1,A,A,A,U,A
74619,1,N,N,N,N,N
56466,1,A,A,A,A,A
97730,1,N,N,N,N,N
75910,1,A,A,A,A,A
116048,1,A,A,A,A,A
44967,1,A,A,A,A,A
91291,1,A,A,A,U,A
110867,1,N,A,N,A,N
92051,1,A,A,A,A,A
52701,1,A,N,N,N,N
70080,1,A,A,A,A,A
39090,1,U,A,A,A,U/S
79699,1,A,A,A,U,A
38382,1,A,A,A,U,A
102224,1,A,A,A,A,A
43656,1,A,A,A,A,A
105178,1,N,N,N,N,N
89759,1,A,A,A,A,A
43396,1,A,A,A,A,A
78232,1,N,N,N,N,N
115319,1,A,A,A,U,A
78375,1,U,U/S,A,U,A
33418,1,U,A,A,U/S,A
50049,1,A,A,A,A,A
58520,1,A,A,A,A,A
94054,1,A,A,A,A,A
40786,1,U,N,N,N,N
64558,1,U,A,A,U/S,U/S
56041,1,N,N,N,N,N
59422,1,A,A,A,A,A
111404,2,U,N,N,N,N
85511,1,U,U,A,U,A
96941,1,A,A,A,A,A
63341,1,N,N,N,N,N
46713,1,A,A,A,A,A
39349,1,U,A,A,A,U/S
82825,1,N,N,N,N,N
80043,1,U,U/S,A,A,A
117485,1,N,A,N,A,N
36144,1,U,A,A,U/S,U
32793,1,A,A,A,U,A
52662,1,U,N,N,N,N
118257,1,A,A,A,A,A
99860,1,A,A,A,A,A
49449,1,A,A,A,U,A
98866,1,A,A,A,A,A
54319,1,A,A,A,U,A
36121,1,U,A,A,U/S,A
97473,1,A,A,A,U,A
112085,1,A,A,A,A,A
73338,1,A,A,A,A,A
115262,1,A,A,A,A,A
87954,1,U,N,N,N,N
52310,1,U,A,A,U/S,A
54003,1,U,A,A,A,A
54472,1,A,A,A,A,A
122152,1,A,A,A,A,A
38603,1,A,A,A,U,A
93391,1,A,A,A,A,A
95318,1,N,N,N,N,N
101216,1,N,N,N,N,N
72194,1,A,A,A,A,U
119679,1,A,A,A,A,A
38210,1,N,N,N,N,N
99314,1,A,A,A,A,A
52167,1,N,N,N,N,N
65439,1,A,A,A,A,A
108322,1,A,A,A,A,A
102547,1,A,A,A,A,A
68901,1,A,A,A,A,A
53759,1,U,A,A,U/S,U
55880,1,A,A,A,A,A
33917,1,U,U,U,U,U
57510,1,N,N,N,N,N
115307,1,A,A,A,U,A
115646,1,N,N,N,N,N
119835,1,U,N,N,N,N
54351,1,A,A,A,U,A
103546,1,N,N,N,N,N
115383,1,A,A,A,A,A
71181,1,A,A,A,A,A
60742,1,A,A,A,A,A
87187,1,A,A,A,U,A
45318,1,A,A,A,A,A
77441,1,A,A,A,A,A
105622,1,A,A,A,U,A
99125,1,A,A,A,U,A
103947,1,A,A,A,A,A
104911,1,A,A,A,A,A
112617,1,N,N,N,N,N
78608,1,A,A,A,A,A
102396,1,A,A,A,A,A
112481,1,A,A,A,A,A
120825,1,A,A,A,A,A
111409,1,A,A,A,A,A
62883,1,U,U/S,U,U/S,A
64604,1,A,A,A,U,A
74278,1,A,A,A,A,A
96939,1,A,A,A,A,A
67563,1,A,A,A,A,A
121899,1,A,A,A,A,A
73772,1,A,A,A,A,A
60010,1,N,N,N,N,N
80255,1,A,A,A,A,A
97573,1,A,A,A,A,A
111983,1,A,A,A,A,A
90780,1,A,A,A,U,A
86276,1,A,A,A,A,A
121274,1,N,N,N,N,N
117448,1,A,A,A,U,A
115402,1,U,N,N,N,N
90337,1,A,A,A,U,A
120852,1,A,A,A,A,A
101863,1,A,A,A,A,A
67779,1,U,A,A,A,A
92926,1,U,A,A,A,U/S
61100,1,A,U,A,A,A
41937,1,A,A,A,A,U
35230,1,U,A,A,U/S,A
85780,1,A,A,A,A,A
68391,1,A,A,A,A,A
95184,1,N,N,N,N,N
112521,1,A,A,A,A,A
44596,1,A,A,A,A,A
60447,1,N,N,N,N,N
87263,1,U,N,N,N,N
46322,1,A,A,A,U,A
117351,1,A,A,A,A,U
103844,1,A,A,A,A,A
103415,2,A,A,A,A,A
90546,1,A,A,A,A,A
99942,1,A,A,A,A,A
108582,1,N,N,N,N,N
59000,1,U,U/S,A,A,A
107511,1,A,A,A,A,A
119747,1,U,N,N,N,N
64928,1,U,N,N,N,N
109698,1,N,A,N,A,N
84231,1,U,N,N,N,N
77184,1,A,A,A,A,A
74406,1,A,A,A,A,A
101669,1,A,A,A,A,A
117114,1,A,A,A,A,A
105002,1,A,A,A,A,A
110015,1,N,A,N,A,N
120333,1,A,A,A,A,A
102185,1,A,A,A,A,A
90063,1,A,A,A,A,A
95337,1,A,A,A,A,A
113518,1,A,A,A,U,A
116900,1,N,A,N,A,N
48449,1,U,N,N,N,N
81245,1,A,A,A,A,A
84629,1,U,U/S,A,A,A
89418,1,A,A,A,A,A
121445,1,A,A,A,A,U
80703,1,U,N,N,N,N
37335,1,A,A,A,U,A
66415,1,N,N,N,N,N
91413,1,A,A,A,A,A
44202,1,N,N,N,N,N
112927,1,U,U/S,A,A,A
63572,1,A,A,A,A,A
121733,1,U,N,N,N,N
113212,1,A,A,A,A,A
84519,1,A,A,U,A,A
119618,1,N,N,N,N,N
107219,1,A,A,A,A,A
105060,1,A,A,A,A,U
57143,1,U,N,N,N,N
38418,1,A,A,A,U,A
102540,1,A,A,A,A,A
119587,1,A,A,A,A,A
81900,1,A,A,A,A,A
120211,1,A,A,A,A,A
78993,1,A,A,A,A,A
57947,1,A,A,A,U,A
59958,1,A,A,A,A,A
59886,1,A,A,A,U,A
53713,1,U,A,A,U/S,A
86087,1,U,A,U/S,U,A
38521,1,A,A,A,U,A
97810,1,A,A,A,A,A
64094,1,A,A,A,A,A
95689,1,A,A,A,A,A
46093,1,U,A,A,U/S,A
113814,1,N,N,N,N,N
55975,1,U,N,N,N,N
71533,1,U,N,N,N,N
57090,1,U,U,A,U,U
99763,1,A,A,A,A,A
110928,1,A,A,A,A,A
117058,1,N,A,N,A,N
119890,1,A,A,A,A,A
32980,1,N,N,N,N,N
95822,1,A,A,A,A,A
73570,1,A,A,A,A,A
118299,1,N,N,N,N,N
62988,1,A,A,A,A,A
119987,1,A,A,A,A,A
102361,1,A,A,A,A,A
61451,1,U,N,N,N,N
74180,1,A,A,A,U,A
100196,1,A,U,A,A,A
106521,1,A,A,A,A,A
113257,1,A,A,A,A,A
65040,1,U,A,A,U/S,A
84955,1,A,A,A,A,A
76416,1,U,A,A,U,A
89443,1,U,U,A,U,A
55146,1,N,N,N,N,N
57892,1,U,A,A,U,U
81837,1,N,N,N,N,N
91576,1,A,A,A,A,U
111253,1,A,A,A,U,A
96304,1,A,A,A,A,A
94288,1,A,A,A,A,A
56385,1,A,A,A,A,A
113395,1,A,A,A,A,A
120527,1,A,A,A,A,A
95952,1,N,N,N,N,N
98469,1,A,A,A,A,A
82446,1,A,A,A,A,A
82079,1,N,N,N,N,N
107658,1,A,A,A,U,A
110279,1,A,A,A,A,A
39792,1,U,A,A,U/S,U/S
84949,1,A,A,A,A,A
116729,1,N,A,N,A,N
54204,1,A,A,A,A,A
66860,1,U,A,A,U,U
86411,1,A,A,A,A,A
36991,1,A,A,A,U,A
52828,1,A,A,A,U,A
81968,1,A,A,A,A,A
121313,1,N,N,N,N,N
46929,1,A,A,A,A,A
109480,1,A,A,A,A,A
43911,1,A,A,A,A,A
52997,1,U,A,A,U,U/S
101092,1,N,N,N,N,N
101023,1,A,A,A,A,A
68730,1,A,A,A,U,A
108715,1,A,A,A,A,A
46219,1,U,A,A,U,U
60661,1,U,A,A,U/S,A
33242,1,A,A,A,U,A
72412,1,U,U/S,A,U,A
112301,1,A,A,A,A,A
80094,1,A,N,A,A,A
50207,1,U,A,A,U/S,A
119075,1,A,A,A,A,A
96594,1,A,A,A,A,A
76453,1,A,A,A,A,U
70213,1,A,A,A,A,A
70925,1,A,A,A,A,A
96393,1,A,A,A,A,A
116744,1,U,N,N,N,N
82252,1,A,A,A,A,A
106945,1,A,A,A,U,A
104898,1,U,A,A,A,U/S
77177,1,A,A,A,U,A
107398,1,A,A,A,A,A
82875,1,U,A,A,U,A
80079,1,A,A,A,A,A
51961,1,N,N,N,N,N
96565,1,A,A,A,A,A
45004,1,A,A,A,U,A
63769,1,U,A,A,A,A
105186,1,A,A,A,A,A
40937,1,N,N,N,N,N
62840,1,A,A,A,A,A
114250,1,A,A,A,A,A
83749,1,A,A,A,U,A
105889,1,N,N,N,N,N
102512,1,A,A,A,A,A
46016,1,A,A,A,U,A
71042,1,A,A,A,A,A
62560,1,A,A,A,A,A
94290,1,A,A,A,A,A
122050,1,A,A,A,A,A
75012,1,A,A,A,U,A
39436,1,A,A,A,A,A
98555,1,A,A,A,A,A
80704,1,A,A,A,A,A
119349,1,A,A,A,A,A
67454,1,N,N,N,N,N
57687,1,N,N,N,N,N
66452,1,A,A,A,A,A
119746,1,A,A,A,A,A
45589,1,A,A,A,U,A
84369,1,U,N,N,N,N
52857,1,U,A,A,U/S,A
99025,1,A,A,A,A,A
33968,1,U,U,A,U/S,A
33783,1,U,U/S,A,U,A
55918,1,A,A,A,U,A
93577,1,N,N,N,N,N
74938,1,A,A,A,A,A
95425,1,A,A,A,A,A
107463,1,A,A,A,A,A
62355,1,U,N,N,N,N
114249,1,N,N,N,N,N
116139,1,U,A,A,A,A
96985,1,A,A,A,A,U
92875,1,N,N,N,N,N
93331,1,A,A,A,A,A
75697,1,A,A,A,U,A
121424,1,A,A,A,A,A
105108,1,A,A,A,U,A
106136,1,A,A,A,A,A
120981,1,A,A,A,A,A
107762,1,A,A,A,A,A
57967,1,U,A,A,U/S,A
83197,1,A,A,A,A,A
70198,1,N,N,N,N,N
89916,1,A,A,A,A,U
80344,1,U,A,A,A,U/S
116644,1,A,A,A,A,A
101403,1,A,A,A,A,A
112814,1,A,A,A,A,A
72626,1,N,N,N,N,N
96481,1,A,A,A,A,A
102499,1,A,A,A,A,A
68549,1,A,A,A,A,A
80242,1,U,N,N,N,N
54851,1,A,A,A,A,A
84490,1,A,A,A,A,A
82421,1,A,A,A,A,A
105750,1,A,A,A,A,A
50261,1,A,A,A,A,A
117130,2,A,A,A,A,A
80599,1,A,A,A,A,A
102161,1,A,A,A,A,A
88747,1,U,U/S,A,A,A
117059,1,N,A,N,U,N
73922,1,U,U/S,A,A,A
118883,1,A,A,A,U,A
116061,1,A,A,A,A,A
103952,1,A,A,A,U,A
120506,1,A,A,A,A,A
42677,1,U,N,N,N,N
62207,1,A,A,A,A,A
34459,1,A,A,A,A,U
97960,1,U,A,A,A,U/S
81974,1,A,A,A,A,A
97929,1,A,A,A,A,A
105448,1,U,A,A,A,U/S
65941,1,U,U/S,A,A,A
118919,1,A,A,A,A,A
113480,1,A,A,A,A,A
74249,1,A,A,A,A,A
110188,1,A,A,N,A,N
63601,1,U,U/S,A,U,A
63903,1,A,A,A,A,A
107577,1,N,N,N,N,N
70964,1,A,A,A,U,A
118249,1,A,A,A,A,A
112331,1,A,A,A,A,A
91400,1,A,A,A,A,A
45356,1,U,A,A,A,U/S
116615,1,A,A,A,U,A
58067,1,U,N,N,N,N
105927,1,A,A,A,A,A
101847,1,A,A,A,A,A
99002,1,A,A,A,A,A
88772,1,N,N,N,N,N
115157,1,A,A,A,U,A
67959,1,A,A,A,A,A
113394,1,A,A,A,A,A
114685,1,A,A,A,A,A
61523,1,A,A,A,A,A
54932,1,A,A,A,A,A
90656,1,A,A,A,A,A
92321,1,A,A,A,A,A
52863,1,U,A,A,U,U
52501,1,A,A,A,A,A
83470,1,A,A,A,A,A
96061,1,A,A,A,A,A
56592,1,U,A,A,U,U
79442,1,U,U/S,A,A,A
60724,1,A,A,A,A,A
106595,1,A,A,A,A,A
100251,1,U,N,N,N,N
93751,1,U,N,N,N,N
40074,1,A,A,A,A,A
94845,1,U,N,N,N,N
48466,1,A,A,A,U,A
66210,1,N,N,N,N,N
89946,1,A,A,A,A,A
41683,1,A,A,A,A,A
101945,1,A,A,A,A,A
119430,1,U,N,N,N,N
93753,1,N,N,N,N,N
110443,1,N,N,N,N,N
82652,1,U,A,A,A,U/S
78181,1,A,A,A,A,A
33258,1,A,A,A,U,A
71913,1,U,N,N,N,N
84398,1,A,A,A,U,A
38977,1,U,A,A,U,U
36533,1,A,A,A,A,A
120488,1,A,A,A,A,A
91926,1,A,A,A,A,U
79924,1,A,A,A,A,A
75584,1,A,A,A,A,A
71598,1,U,N,N,N,N
85966,1,A,A,A,A,A
100027,1,A,A,A,A,A
72250,1,U,A,A,U,U
80707,1,A,A,A,A,A
78977,1,N,N,N,N,N
79441,1,N,N,N,N,N
102533,1,U,N,N,N,N
91199,1,U,A,U,U,A
118492,1,A,A,A,U,A
47729,1,U,N,N,N,N
52329,1,U,U,A,U,A
110630,1,A,A,A,A,A
76405,1,A,A,A,A,A
97520,1,A,A,A,A,A
67004,1,A,A,A,A,A
100044,1,A,A,A,A,A
78848,1,A,A,A,A,A
64234,1,A,A,A,U,A
120653,2,N,N,N,N,N
64174,1,N,N,N,N,N
94743,1,U,N,N,N,N
118559,1,N,N,N,N,N
77763,1,U,N,N,N,N
73125,1,U,A,A,A,U
104644,1,A,A,A,A,A
78041,1,A,A,A,A,A
50434,1,U,A,A,U,A
80143,1,A,A,A,A,A
84017,1,A,A,A,A,A
83161,1,A,A,A,A,A
71702,1,A,A,A,A,A
101069,1,A,A,A,A,A
81510,1,A,A,A,A,A
106487,1,A,A,A,A,A
86873,1,N,N,N,N,N
70162,1,N,N,N,N,N
88152,1,N,N,N,N,N
115018,1,N,N,N,N,N
42649,1,U,N,N,N,N
101070,1,N,N,N,N,N
70477,1,A,A,A,U,A
121170,1,A,A,A,A,A
71132,1,N,N,N,N,N
106237,1,A,A,A,A,A
121885,1,A,A,A,A,A
73170,1,A,A,A,A,A
33918,1,U,U,U,U,U
110189,1,A,A,N,A,N
81784,1,A,A,A,A,A
95513,1,A,A,A,A,U
81451,1,A,A,A,U,A
104280,1,A,A,A,A,A
77740,1,N,N,N,N,N
94866,1,U,N,N,N,N
103988,1,A,A,A,A,A
101239,1,A,A,A,A,A
106476,1,A,A,A,A,A
102153,1,U,A,A,A,U/S
71876,1,U,N,N,N,N
70288,1,A,A,A,U,A
80287,1,U,N,N,N,N
40425,1,A,A,A,A,A
81110,1,A,A,A,U,A
55797,1,A,A,A,A,A
70636,1,N,N,N,N,N
48566,1,A,U,A,A,A
97991,1,N,N,N,N,N
100906,1,A,A,A,A,A
118737,1,A,A,A,A,A
51362,1,N,N,N,N,N
94203,1,U,A,A,A,U/S
57244,1,U,A,A,U/S,A
112884,1,A,A,A,A,A
90361,1,A,A,A,A,A
85376,1,A,A,A,A,A
47667,1,A,A,A,U,A
105132,1,A,A,A,A,A
58734,1,N,N,N,N,N
110733,1,N,U/S,N,A,N
51111,1,A,A,A,A,A
78970,1,A,A,A,A,A
60983,1,A,A,A,A,A
93733,1,A,A,A,A,A
112962,1,A,A,A,A,A
82289,1,A,A,A,A,A
56397,1,N,N,N,N,N
79974,1,A,A,A,A,A
64148,2,A,A,A,A,A
114274,1,U,N,N,N,N
99391,1,A,A,A,A,A
48479,1,U,A,A,U,A
94461,1,A,A,A,A,A
107922,1,A,A,A,A,A
39237,1,A,A,A,A,A
55294,1,A,A,A,U,A
110682,1,A,U,A,A,A
70186,1,A,A,A,U,A
55535,1,U,N,N,N,N
112977,1,A,A,A,A,A
57619,1,A,A,A,A,A
42120,1,U,U,A,U,A
97349,1,A,A,A,U,A
121315,1,A,A,A,A,A
69095,1,U,N,N,N,N
57545,1,N,N,N,N,N
77840,1,A,A,A,A,A
117370,1,N,A,N,U,N
94360,1,A,A,A,A,U
72325,1,U,N,N,N,N
120553,1,A,A,A,A,A
85443,1,A,A,A,A,A
87840,1,A,A,A,A,A
38647,1,U,A,A,U/S,A
113106,1,N,N,N,N,N
91146,1,A,A,A,A,A
104403,1,A,A,A,A,A
33063,1,U,U,A,U,U
76964,1,U,N,N,N,N
94066,1,A,A,A,A,A
59396,1,U,A,A,U/S,A
74708,1,A,A,A,A,A
45699,1,U,A,A,U,A
115085,1,U,N,N,N,N
49104,1,A,A,A,A,A
66970,1,A,A,A,A,A
85065,1,A,A,A,A,A
115122,1,A,A,A,A,A
119814,1,A,A,A,A,A
105631,1,N,N,N,N,N
104423,1,A,A,A,A,A
79246,1,A,A,A,A,A
122206,1,U,N,N,N,N
120350,1,U,N,N,N,N
60739,1,N,N,N,N,N
68834,1,A,A,A,U,A
90457,1,A,A,A,A,A
64845,1,U,U,A,U,A
55484,1,A,A,A,A,A
45906,1,A,A,A,U,A
111229,1,U,A,A,A,U/S
73978,1,U,U/S,A,A,A
98700,1,A,A,A,A,A
115934,1,A,A,A,A,A
62802,1,A,A,A,A,A
121426,1,A,A,A,U,A
109771,1,A,A,A,A,U
67346,1,A,A,A,A,A
62521,1,U,N,N,N,N
86996,1,A,A,A,A,A
63783,1,A,A,A,A,A
36873,1,U,U,A,A,U/S
107549,1,A,A,A,U,A
81469,1,A,A,A,A,A
107622,1,A,A,A,A,A
88915,1,U,U,A,U,A
82957,1,U,N,N,N,N
70104,1,A,A,A,A,A
77580,1,A,A,A,A,A
55371,1,A,A,A,U,A
114694,1,N,N,N,N,N
118895,1,A,A,A,A,A
81208,1,U,N,N,N,N
56244,1,A,A,A,U,A
90723,1,A,A,A,A,U
60460,1,A,A,A,U,A
67956,1,A,A,A,A,A
108428,1,N,N,N,N,N
82672,1,N,N,N,N,N
68464,1,A,A,A,U,A
109188,1,A,A,A,A,A
64900,1,A,A,A,A,A
114180,1,N,N,N,N,N
56986,1,U,A,A,A,U/S
62665,1,A,A,A,A,A
70440,1,A,A,A,U,A
106883,1,A,A,A,A,A
92432,1,A,A,A,U,A
66304,1,A,A,A,A,A
104234,1,A,A,A,U,A
118358,1,A,A,A,A,A
60965,1,A,A,A,A,U
120175,1,A,U,A,A,A
97437,1,A,A,A,A,A
107074,1,N,N,N,N,N
79604,1,U,A,A,A,U/S
94405,1,A,A,A,A,A
80305,1,A,A,A,A,A
97089,1,U,A,A,U,A
39033,1,N,N,N,N,N
87564,1,A,A,A,A,A
117648,1,N,A,N,U,N
44234,1,U,N,N,N,N
53715,1,A,A,A,U,A
107660,1,A,A,A,A,A
95416,1,U,U/S,A,A,A
44391,1,U,N,N,N,N
94174,1,N,N,N,N,N
66748,1,A,A,A,A,U
107926,1,U,N,N,N,N
107586,1,A,A,A,A,A
115340,1,A,A,A,A,A
100679,1,A,A,A,A,A
47711,1,A,A,A,A,A
116197,1,A,A,A,A,A
108112,1,A,A,A,A,A
109993,1,N,N,N,N,N
72353,1,A,A,A,A,A
55955,1,U,U,A,U,A
58986,1,A,A,A,U,A
111456,1,N,N,N,N,N
81602,1,U,A,A,U,U
61580,1,U,U,A,U,A
104263,1,A,A,A,A,A
63701,1,A,A,A,A,A
45917,1,U,A,A,U/S,U
87113,1,A,A,A,A,A
117353,1,N,A,N,A,N
116661,1,A,A,A,A,A
119324,1,N,A,N,A,N
40571,1,A,A,A,A,A
44443,1,A,A,A,A,A
86412,1,A,A,A,A,A
73985,1,U,U,U,A,A
47084,1,A,A,A,A,A
104556,1,A,A,A,U,A
117921,1,N,A,N,A,N
83604,1,A,A,A,A,A
91733,1,A,A,A,A,A
67121,1,A,A,A,U,A
52890,1,N,N,N,N,N
58084,1,N,N,N,N,N
95057,1,U,N,N,N,N
85742,1,A,A,A,A,A
103588,1,A,A,A,U,A
96155,1,A,A,A,A,A
101974,1,A,A,A,A,A
46675,1,A,A,A,A,A
96891,1,A,A,A,A,A
109996,1,N,N,N,N,N
114996,1,A,A,A,A,A
81955,1,N,N,N,N,N
56643,1,U,A,A,A,U/S
67523,1,A,A,A,A,A
119079,1,A,A,A,A,A
89051,1,A,A,A,A,A
35157,1,A,A,A,A,A
38166,1,U,N,N,N,N
87502,1,U,A,A,U,U
59602,1,U,N,N,N,N
107883,1,A,A,A,A,A
93928,1,A,A,A,A,U
118957,1,A,A,A,A,A
116837,1,N,A,N,A,N
93336,1,A,A,A,A,A
75323,1,A,A,A,A,A
90661,1,A,A,A,A,A
64148,1,A,A,A,A,A
89146,1,A,A,A,U,A
109165,1,U,A,U,A,A
73033,1,A,U,A,A,A
75660,1,A,A,A,A,A
87836,1,A,A,A,A,A
115876,1,A,A,A,U,A
69216,1,A,A,A,A,A
36913,1,A,A,A,U,A
97553,1,A,A,A,A,A
63185,1,A,A,A,A,A
48827,1,A,A,A,A,A
52473,1,A,A,A,A,A
72861,1,U,N,N,N,N
105346,1,A,A,A,U,A
105808,1,A,A,A,A,A
64178,1,U,A,U,U,U
77044,1,A,A,A,A,A
99283,1,U,N,N,N,N
71065,1,A,A,A,A,A
92643,1,U,A,A,U,U
110000,1,N,A,N,U,N
70430,1,A,A,A,A,A
115194,1,A,A,A,A,A
106985,1,N,N,N,N,N
78097,1,U,N,N,N,N
52765,1,A,A,A,A,A
61961,1,A,A,A,U,A
110609,1,N,A,N,A,N
113163,1,U,N,N,N,N
89157,1,N,N,N,N,N
102971,1,A,A,A,A,A
86705,1,A,A,A,A,A
122184,1,N,N,N,N,N
85665,1,N,N,N,N,N
81977,1,N,N,N,N,N
51559,1,,,,,
83807,1,A,A,A,A,A
75078,1,A,A,A,A,A
77623,1,N,N,N,N,N
91006,1,N,N,N,N,N
94004,1,N,N,N,N,N
103050,1,A,A,A,A,A
114637,1,A,A,A,A,A
114711,1,A,A,A,A,A
55748,1,A,A,A,A,A
89111,1,N,N,N,N,N
62945,1,A,A,A,U,A
77167,1,A,U,A,A,A
120448,1,A,A,A,A,A
99547,1,A,A,A,A,A
64847,1,A,A,A,A,A
99356,1,A,A,A,A,A
38984,1,U,N,N,U,U
46158,1,A,A,A,A,A
66164,1,U,U/S,A,U,A
65964,1,U,A,A,U,U/S
77942,1,U,N,N,N,N
86010,1,U,A,A,A,U/S
59998,1,A,A,A,A,A
45667,1,,,,,
121100,1,A,A,A,A,A
66560,1,A,A,A,U,A
91803,1,A,A,A,U,A
115409,1,A,A,A,A,A
59610,1,U,A,A,A,A
116974,1,A,A,A,A,A
114959,1,A,A,A,A,A
107973,1,A,A,A,A,A
120255,1,A,A,A,U,A
76949,1,U,N,N,N,N
41954,1,U,A,A,U/S,A
69068,1,A,A,A,A,A
71739,1,A,A,A,A,A
81102,1,U,A,A,U,U/S
77361,1,U,N,N,N,N
60034,1,A,A,A,A,A
49577,1,A,A,A,A,A
73712,1,U,N,N,N,N
60810,1,U,A,A,U,U
73692,1,A,A,A,U,A
51106,1,A,A,A,A,A
122227,1,A,A,A,A,A
116185,1,U,A,A,A,U/S
105331,1,A,A,A,A,A
121450,1,A,A,A,A,U
95452,1,A,A,A,A,A
96201,1,A,A,A,A,A
101271,1,A,A,A,A,A
79033,1,A,A,A,A,A
122252,2,A,N,N,N,N
66080,1,A,A,A,A,A
35542,1,N,N,N,N,N
38485,1,A,A,A,A,A
53096,1,A,A,A,A,A
112080,1,A,A,A,A,A
53424,1,A,A,A,A,A
113080,1,A,A,A,A,A
109844,1,A,A,A,A,A
56821,1,N,N,N,N,N
40193,1,A,A,A,A,A
68731,1,U,A,A,A,A
92832,1,N,N,N,N,N
114875,1,U,A,A,A,U/S
82775,1,N,N,N,N,N
83523,1,A,U,A,A,A
104597,1,A,A,A,A,A
99016,1,A,A,A,U,A
55589,1,A,A,A,A,A
92980,1,A,A,A,A,A
52944,1,A,A,A,A,A
54125,1,A,A,A,A,A
76831,1,A,A,A,A,A
79114,1,A,A,A,A,A
120251,1,A,N,N,N,N
49232,1,U,N,N,N,N
116520,1,A,A,A,A,A
83549,1,A,A,A,U,A
79056,1,U,A,A,U,U
101460,1,A,A,A,A,A
116321,1,A,A,A,A,A
106411,1,U,N,N,N,N
73596,1,A,A,A,A,A
36896,1,A,A,A,A,A
65881,1,A,A,A,A,A
91418,1,N,N,N,N,N
82088,1,A,A,A,A,A
102648,1,N,N,N,N,N
34593,1,U,N,N,U,N
109917,1,A,A,A,A,A
114765,1,N,N,N,N,N
91516,1,A,A,A,U,A
65098,1,A,A,A,A,A
112252,1,A,A,A,A,A
119116,1,A,A,A,A,A
83052,1,U,N,N,N,N
102805,1,N,N,N,N,N
40722,1,A,A,A,U,A
75543,1,U,N,N,N,N
116288,1,N,A,N,A,N
53686,1,U,A,A,U/S,A
99581,1,U,A,A,A,U/S
75232,1,A,A,A,A,A
96146,1,A,A,A,A,A
108515,1,A,A,A,A,A
36526,1,U,A,A,U/S,A
96697,1,U,U/S,A,U,A
103633,1,A,A,A,A,A
93988,1,A,A,A,A,A
101372,1,U,A,A,A,A
52454,1,A,U,A,A,A
120733,1,A,A,A,A,A
59697,1,A,A,A,A,A
49594,1,A,A,A,U,A
74797,1,A,A,A,A,A
60264,1,A,A,A,U,A
117212,1,N,A,N,A,N
33221,1,A,A,A,U,A
90620,1,A,A,A,A,A
100683,1,A,A,A,A,A
73131,1,N,N,N,N,N
73800,1,A,A,A,U,A
100092,1,A,U,A,A,A
95345,1,A,A,A,A,A
120016,1,A,A,A,A,A
41520,1,U,A,A,U/S,A
59436,2,N,N,N,N,N
75437,1,A,A,A,U,A
75127,1,A,A,A,A,A
48527,1,A,A,A,U,A
103400,1,N,N,N,N,N
97650,1,U,A,A,U/S,A
74016,1,U,A,A,U,U
99714,1,A,A,A,A,A
79982,1,A,A,A,A,A
64387,1,A,A,A,U,A
82980,1,A,A,A,A,A
43751,1,U,N,N,N,N
87015,1,N,N,N,N,N
66420,1,A,A,A,A,A
58027,1,U,U,A,U,A
35061,1,N,N,N,N,N
67095,1,A,A,A,A,A
69565,1,A,A,A,U,A
80347,1,A,A,A,A,A
55388,1,A,A,A,U,A
114968,1,A,A,A,A,A
43519,1,U,U,A,U,U
61735,1,A,A,A,A,A
44707,1,U,U,A,U/S,A
74308,1,U,N,N,N,N
57697,1,N,N,N,N,N
89842,2,N,N,N,N,N
121154,1,N,N,N,N,N
54185,1,U,N,N,N,N
118989,1,U,A,A,A,A
43660,1,A,A,A,U,A
38570,1,A,A,A,A,A
36803,1,A,A,A,A,A
121042,1,A,A,A,A,U
55747,1,A,A,A,A,A
120715,1,N,N,N,N,N
99412,1,U,N,N,N,N
111017,2,N,A,N,A,A
100905,1,N,N,N,N,N
52547,1,A,A,A,U,A
107532,1,N,N,N,N,N
58668,1,U,U/S,A,U,A
110151,1,A,A,A,A,A
87617,1,A,A,A,A,A
40059,1,U,A,A,U/S,A
34697,1,U,N,N,N,N
119424,1,A,A,A,A,A
98689,1,A,U,A,A,A
92271,1,A,A,A,A,A
70711,1,U,A,A,A,U/S
70203,1,A,A,A,A,A
75333,1,A,A,A,A,A
58851,1,A,A,A,A,A
71805,1,N,N,N,N,N
38990,1,U,A,A,A,U/S
86098,1,A,A,A,A,A
91009,1,A,A,A,U,A
120064,1,A,A,A,A,A
102212,1,A,A,A,U,A
103656,1,A,U,A,A,A
43644,1,A,A,A,U,A
77025,1,A,A,A,A,A
