Reporting Area,MMWR Year,MMWR Week,"Hepatitis B, perinatal infection, Current week","Hepatitis B, perinatal infection, Current week, flag","Hepatitis B, perinatal infection, Previous 52 weeks Max†","Hepatitis B, perinatal infection, Previous 52 weeks Max† , flag","Hepatitis B, perinatal infection, Cum 2020†","Hepatitis B, perinatal infection, Cum 2020†, flag","Hepatitis B, perinatal infection, Cum 2019†","Hepatitis B, perinatal infection, Cum 2019†, flag","Hepatitis C, acute§, Confirmed, Current week","Hepatitis C, acute§, Confirmed, Current week, flag","Hepatitis C, acute§, Confirmed, Previous 52 weeks Max†","Hepatitis C, acute§, Previous 52 weeks Max† , flag","Hepatitis C, acute§, Confirmed, Cum 2020†","Hepatitis C, acute§, Confirmed, Cum 2020†, flag","Hepatitis C, acute§, Confirmed, Cum 2019†","Hepatitis C, acute§, Confirmed, Cum 2019†, flag","Hepatitis C, acute§,  Probable, Current week","Hepatitis C, acute§, Probable, Current week, flag","Hepatitis C, acute§, Probable, Previous 52 weeks Max†","Hepatitis C, acute§, Probable, Previous 52 weeks Max† , flag","Hepatitis C, acute§, Probable, Cum 2020†","Hepatitis C, acute§, Probable, Cum 2020†, flag","Hepatitis C, acute§, Probable, Cum 2019†","Hepatitis C, acute§, Probable, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
PACIFIC,2020,14,,-,1,,,-,1,,1,,14,,31,,72,,,-,3,,7,,,NP,,PACIFIC,20201457,
WEST SOUTH CENTRAL,2020,14,,-,0,,,-,1,,1,,11,,19,,33,,,-,2,,10,,,NP,,WEST SOUTH CENTRAL,20201443,
NEBRASKA,2020,14,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,1,,,NP,NEBRASKA,,20201425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,14,,-,1,,,-,,-,6,,13,,86,,111,,1,,9,,57,,,NP,,EAST SOUTH CENTRAL,20201438,
NORTH DAKOTA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTH DAKOTA,,20201426,POINT (-100.46931 47.446305)
NEVADA,2020,14,,-,0,,,-,,-,,-,2,,1,,7,,,-,0,,,-,,NP,NEVADA,,20201453,POINT (-114.916992 39.283294)
ILLINOIS,2020,14,,-,0,,,-,,-,,-,4,,6,,32,,,-,1,,1,,,NP,ILLINOIS,,20201415,POINT (-89.148632 40.124144)
IOWA,2020,14,,-,0,,,-,,-,,-,2,,4,,4,,,-,0,,,-,,NP,IOWA,,20201421,POINT (-93.500061 42.074659)
TEXAS,2020,14,,-,0,,,-,1,,,-,4,,6,,17,,,-,1,,1,,,NP,TEXAS,,20201447,POINT (-99.317341 31.447238)
ALASKA,2020,14,,-,0,,,-,,-,1,,1,,1,,,-,,-,0,,,-,,NP,ALASKA,,20201458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,14,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,NP,DISTRICT OF COLUMBIA,,20201430,POINT (-77.016275 38.904785)
WASHINGTON,2020,14,,-,0,,,-,,-,,-,4,,6,,16,,,-,1,,1,,,NP,WASHINGTON,,20201462,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,14,,-,1,,,-,1,,2,,7,,30,,67,,2,,2,,11,,,NP,,NEW ENGLAND,20201402,
RHODE ISLAND,2020,14,,U,,NC,,U,,U,,U,,NC,,U,,U,,U,,NC,,U,,U,RHODE ISLAND,,20201407,POINT (-71.534637 41.572574)
OREGON,2020,14,,-,0,,,-,,-,,-,3,,12,,7,,,-,2,,4,,,NP,OREGON,,20201461,POINT (-120.605279 43.940449)
DELAWARE,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20201429,POINT (-75.452394 38.994926)
ALABAMA,2020,14,,-,0,,,-,,-,,-,4,,,-,9,,,-,1,,1,,,NP,ALABAMA,,20201439,POINT (-86.844516 32.756889)
KANSAS,2020,14,,-,0,,,-,,-,,-,2,,,-,6,,,-,0,,,-,,NP,KANSAS,,20201422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,14,,-,0,,,-,1,,,-,8,,6,,44,,,-,1,,1,,,NP,NORTH CAROLINA,,20201434,POINT (-79.130883 35.52603)
GUAM,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20201466,POINT (144.653198 13.3532)
NEW JERSEY,2020,14,,-,0,,,-,,-,,-,4,,2,,21,,,-,1,,1,,,NP,NEW JERSEY,,20201410,POINT (-74.655514 40.110253)
NEW MEXICO,2020,14,,-,0,,,-,,-,,-,1,,1,,8,,,-,0,,,-,,NP,NEW MEXICO,,20201454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,14,,-,1,,1,,,-,,-,37,,84,,280,,,-,6,,25,,,NP,,EAST NORTH CENTRAL,20201414,
TENNESSEE,2020,14,,-,1,,,-,,-,,-,9,,31,,55,,,-,5,,20,,,NP,TENNESSEE,,20201442,POINT (-86.343226 35.842998)
CONNECTICUT,2020,14,,-,0,,,-,,-,,-,1,,1,,2,,,-,0,,,-,,NP,CONNECTICUT,,20201403,POINT (-72.738288 41.575155)
MARYLAND,2020,14,,-,1,,1,,,-,,-,3,,15,,9,,3,,1,,6,,,NP,MARYLAND,,20201433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,14,,-,0,,,-,,-,,-,2,,1,,4,,,-,1,,2,,,NP,SOUTH CAROLINA,,20201435,POINT (-80.864614 33.878572)
OKLAHOMA,2020,14,,-,0,,,-,,-,,-,5,,1,,2,,,-,1,,1,,,NP,OKLAHOMA,,20201446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20201465,POINT (145.725693 15.1834)
OHIO,2020,14,,-,1,,1,,,-,,-,11,,49,,118,,,-,4,,19,,,NP,OHIO,,20201418,POINT (-82.70936 40.415534)
MINNESOTA,2020,14,,-,1,,,-,,-,,-,5,,16,,20,,,-,1,,1,,,NP,MINNESOTA,,20201423,POINT (-94.198308 46.349153)
LOUISIANA,2020,14,,-,0,,,-,,-,,-,2,,,-,2,,,-,2,,3,,,NP,LOUISIANA,,20201445,POINT (-91.840238 30.921314)
HAWAII,2020,14,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20201460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,14,,-,1,,1,,3,,,-,45,,190,,265,,4,,11,,69,,,NP,,SOUTH ATLANTIC,20201428,
PENNSYLVANIA,2020,14,,-,1,,,-,1,,,-,9,,20,,61,,,-,2,,8,,,NP,PENNSYLVANIA,,20201413,POINT (-77.838886 40.896694)
UTAH,2020,14,,-,0,,,-,,-,,-,8,,17,,43,,1,,5,,21,,,NP,UTAH,,20201455,POINT (-111.678222 39.323779)
COLORADO,2020,14,,-,1,,1,,1,,,-,3,,1,,8,,,-,0,,,-,,NP,COLORADO,,20201450,POINT (-105.547832 38.998552)
VERMONT,2020,14,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20201408,POINT (-72.662695 44.075252)
KENTUCKY,2020,14,,-,0,,,-,,-,6,,8,,33,,47,,1,,6,,30,,,NP,KENTUCKY,,20201440,POINT (-85.290484 37.526683)
PUERTO RICO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,PUERTO RICO,,20201467,POINT (-66.414655 18.215692)
MAINE,2020,14,,-,1,,,-,,-,2,,5,,27,,15,,2,,2,,8,,,NP,MAINE,,20201404,POINT (-69.06137 45.117911)
VIRGINIA,2020,14,,-,0,,,-,2,,,-,5,,17,,23,,1,,3,,7,,,NP,VIRGINIA,,20201436,POINT (-78.666382 37.510861)
ARIZONA,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ARIZONA,,20201449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20201464,
WISCONSIN,2020,14,,-,0,,,-,,-,,-,8,,2,,29,,,-,0,,,-,,NP,WISCONSIN,,20201419,POINT (-89.732969 44.639954)
IDAHO,2020,14,,-,0,,,-,,-,,-,2,,1,,8,,,-,0,,,-,,NP,IDAHO,,20201451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,VIRGIN ISLANDS,,20201468,POINT (-64.840836 18.060868)
MICHIGAN,2020,14,,-,0,,,-,,-,,-,6,,26,,37,,,-,1,,5,,,NP,MICHIGAN,,20201417,POINT (-85.730977 44.874798)
GEORGIA,2020,14,,-,0,,,-,,-,,-,5,,5,,23,,,-,0,,,-,,NP,GEORGIA,,20201432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,14,,-,1,,,-,,-,,-,7,,14,,,-,,-,4,,11,,,NP,,NEW YORK CITY,20201412,
ARKANSAS,2020,14,,-,0,,,-,,-,1,,7,,12,,12,,,-,1,,5,,,NP,ARKANSAS,,20201444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,14,,-,0,,,-,,-,,-,4,,22,,,-,,-,2,,6,,,NP,MISSISSIPPI,,20201441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,14,,-,0,,,-,,-,,-,2,,1,,5,,,-,0,,,-,,NP,SOUTH DAKOTA,,20201427,POINT (-100.230491 44.43614)
WYOMING,2020,14,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,WYOMING,,20201456,POINT (-107.55145 42.999627)
MISSOURI,2020,14,,-,1,,,-,,-,,-,3,,6,,16,,,-,0,,,-,,NP,MISSOURI,,20201424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,14,,-,1,,1,,1,,3,,17,,65,,137,,,-,8,,27,,,NP,,MIDDLE ATLANTIC,20201409,
CALIFORNIA,2020,14,,-,1,,,-,1,,,-,10,,12,,49,,,-,1,,2,,,NP,CALIFORNIA,,20201459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,14,,-,0,,,-,,-,,-,5,,10,,11,,,-,4,,5,,,NP,WEST VIRGINIA,,20201437,POINT (-80.613729 38.642579)
FLORIDA,2020,14,,-,1,,,-,,-,,-,35,,136,,151,,,-,8,,48,,,NP,FLORIDA,,20201431,POINT (-82.420978 28.260731)
MONTANA,2020,14,,-,0,,,-,,-,,-,2,,3,,7,,,-,0,,,-,,NP,MONTANA,,20201452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,14,,-,1,,,-,,-,,-,7,,27,,52,,,-,1,,2,,,NP,,WEST NORTH CENTRAL,20201420,
MASSACHUSETTS,2020,14,,-,0,,,-,1,,,-,7,,1,,44,,,-,0,,,-,,NP,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077)
MOUNTAIN,2020,14,,-,1,,1,,1,,,-,10,,24,,82,,1,,5,,21,,,NP,,MOUNTAIN,20201448,
INDIANA,2020,14,,-,0,,,-,,-,,-,22,,1,,64,,,-,0,,,-,,NP,INDIANA,,20201416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20201469,
US TERRITORIES,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20201463,
INDIANA,2020,16,,-,0,,,-,,-,,-,22,,1,,77,,,-,0,,,-,,NP,INDIANA,,20201616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20201669,
US TERRITORIES,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20201663,
RHODE ISLAND,2020,17,,U,,NC,,U,,U,,U,,NC,,U,,U,,U,,NC,,U,,U,RHODE ISLAND,,20201707,POINT (-71.534637 41.572574)
OREGON,2020,17,,-,0,,,-,,-,,-,3,,15,,8,,,-,2,,5,,,NP,OREGON,,20201761,POINT (-120.605279 43.940449)
DELAWARE,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20201729,POINT (-75.452394 38.994926)
ALABAMA,2020,17,,-,0,,,-,,-,,-,4,,,-,24,,,-,1,,1,,,NP,ALABAMA,,20201739,POINT (-86.844516 32.756889)
KANSAS,2020,17,,-,0,,,-,,-,,-,1,,,-,8,,,-,0,,,-,,NP,KANSAS,,20201722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,17,,-,1,,,-,1,,,-,8,,12,,58,,,-,1,,4,,,NP,NORTH CAROLINA,,20201734,POINT (-79.130883 35.52603)
GUAM,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20201766,POINT (144.653198 13.3532)
NEW JERSEY,2020,17,,-,0,,,-,,-,,-,4,,5,,29,,,-,1,,2,,,NP,NEW JERSEY,,20201710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,17,,-,0,,,-,,-,,-,1,,1,,8,,,-,0,,,-,,NP,NEW MEXICO,,20201754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,17,,-,1,,1,,,-,1,,37,,103,,349,,2,,6,,28,,,NP,,EAST NORTH CENTRAL,20201714,
TENNESSEE,2020,17,,-,1,,,-,,-,,-,9,,37,,70,,,-,5,,23,,,NP,TENNESSEE,,20201742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,17,,-,0,,,-,,-,,-,1,,1,,2,,,-,0,,,-,,NP,CONNECTICUT,,20201703,POINT (-72.738288 41.575155)
MARYLAND,2020,17,,-,1,,1,,,-,,-,3,,18,,11,,,-,2,,4,,,NP,MARYLAND,,20201733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,17,,-,0,,,-,,-,,-,2,,1,,4,,,-,1,,1,,,NP,SOUTH CAROLINA,,20201735,POINT (-80.864614 33.878572)
TOTAL,2020,15,,-,2,,4,,9,,3,,112,,582,,1200,,5,,25,,243,,,NP,,TOTAL,20201570,
US RESIDENTS,2020,15,,-,2,,4,,9,,3,,112,,582,,1200,,5,,25,,243,,,NP,,US RESIDENTS,20201501,
NEW HAMPSHIRE,2020,15,,-,0,,,-,,-,,-,1,,1,,6,,,-,2,,3,,,NP,NEW HAMPSHIRE,,20201506,POINT (-71.57139 43.680429)
NEW YORK,2020,15,,-,1,,1,,,-,,-,14,,30,,56,,1,,3,,9,,,NP,NEW YORK,,20201511,POINT (-75.59655 42.921241)
PACIFIC,2020,15,,-,1,,,-,2,,1,,15,,34,,78,,,-,3,,9,,,NP,,PACIFIC,20201557,
WEST SOUTH CENTRAL,2020,15,,-,0,,,-,1,,1,,11,,20,,36,,,-,2,,12,,,NP,,WEST SOUTH CENTRAL,20201543,
NEBRASKA,2020,15,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,1,,,NP,NEBRASKA,,20201525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,15,,-,1,,,-,,-,,-,13,,93,,128,,1,,9,,60,,,NP,,EAST SOUTH CENTRAL,20201538,
NORTH DAKOTA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTH DAKOTA,,20201526,POINT (-100.46931 47.446305)
NEVADA,2020,15,,-,0,,,-,,-,,-,2,,1,,7,,,-,0,,,-,,NP,NEVADA,,20201553,POINT (-114.916992 39.283294)
ILLINOIS,2020,15,,-,0,,,-,,-,,-,4,,6,,34,,,-,1,,1,,,NP,ILLINOIS,,20201515,POINT (-89.148632 40.124144)
IOWA,2020,15,,-,0,,,-,,-,,-,2,,4,,4,,,-,0,,,-,,NP,IOWA,,20201521,POINT (-93.500061 42.074659)
TEXAS,2020,15,,-,0,,,-,1,,,-,4,,6,,19,,,-,1,,1,,,NP,TEXAS,,20201547,POINT (-99.317341 31.447238)
ALASKA,2020,15,,-,0,,,-,,-,,-,1,,2,,,-,,-,0,,,-,,NP,ALASKA,,20201558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,15,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,NP,DISTRICT OF COLUMBIA,,20201530,POINT (-77.016275 38.904785)
WASHINGTON,2020,15,,-,0,,,-,,-,,-,5,,6,,18,,,-,1,,1,,,NP,WASHINGTON,,20201562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,15,,-,1,,,-,1,,,-,7,,37,,74,,,-,5,,12,,,NP,,NEW ENGLAND,20201502,
RHODE ISLAND,2020,15,,U,,NC,,U,,U,,U,,NC,,U,,U,,U,,NC,,U,,U,RHODE ISLAND,,20201507,POINT (-71.534637 41.572574)
OREGON,2020,15,,-,0,,,-,,-,1,,3,,14,,7,,,-,2,,5,,,NP,OREGON,,20201561,POINT (-120.605279 43.940449)
DELAWARE,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20201529,POINT (-75.452394 38.994926)
ALABAMA,2020,15,,-,0,,,-,,-,,-,4,,,-,18,,,-,1,,1,,,NP,ALABAMA,,20201539,POINT (-86.844516 32.756889)
KANSAS,2020,15,,-,0,,,-,,-,,-,2,,,-,8,,,-,0,,,-,,NP,KANSAS,,20201522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,15,,-,0,,,-,1,,,-,8,,6,,48,,,-,1,,1,,,NP,NORTH CAROLINA,,20201534,POINT (-79.130883 35.52603)
GUAM,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20201566,POINT (144.653198 13.3532)
NEW JERSEY,2020,15,,-,0,,,-,,-,,-,4,,2,,24,,,-,1,,1,,,NP,NEW JERSEY,,20201510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,15,,-,0,,,-,,-,,-,1,,1,,9,,,-,0,,,-,,NP,NEW MEXICO,,20201554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,15,,-,1,,1,,,-,1,,37,,88,,306,,2,,6,,29,,,NP,,EAST NORTH CENTRAL,20201514,
TENNESSEE,2020,15,,-,1,,,-,,-,,-,9,,34,,62,,1,,5,,22,,,NP,TENNESSEE,,20201542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,15,,-,0,,,-,,-,,-,1,,1,,2,,,-,0,,,-,,NP,CONNECTICUT,,20201503,POINT (-72.738288 41.575155)
MARYLAND,2020,15,,-,1,,1,,,-,,-,3,,15,,9,,,-,3,,5,,,NP,MARYLAND,,20201533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,15,,-,0,,,-,,-,,-,2,,1,,4,,,-,1,,2,,,NP,SOUTH CAROLINA,,20201535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,15,,-,0,,,-,,-,,-,5,,1,,3,,,-,1,,1,,,NP,OKLAHOMA,,20201546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20201565,POINT (145.725693 15.1834)
OHIO,2020,15,,-,1,,1,,,-,1,,11,,52,,125,,2,,4,,23,,,NP,OHIO,,20201518,POINT (-82.70936 40.415534)
MINNESOTA,2020,15,,-,1,,,-,,-,,-,5,,16,,20,,,-,1,,1,,,NP,MINNESOTA,,20201523,POINT (-94.198308 46.349153)
LOUISIANA,2020,15,,-,0,,,-,,-,,-,2,,,-,2,,,-,2,,3,,,NP,LOUISIANA,,20201545,POINT (-91.840238 30.921314)
HAWAII,2020,15,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20201560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,15,,-,1,,1,,3,,,-,45,,190,,289,,,-,11,,68,,,NP,,SOUTH ATLANTIC,20201528,
PENNSYLVANIA,2020,15,,-,1,,,-,1,,,-,9,,20,,70,,,-,2,,8,,,NP,PENNSYLVANIA,,20201513,POINT (-77.838886 40.896694)
UTAH,2020,15,,-,0,,,-,,-,,-,8,,19,,44,,1,,5,,22,,,NP,UTAH,,20201555,POINT (-111.678222 39.323779)
COLORADO,2020,15,,-,1,,1,,1,,,-,3,,1,,8,,,-,0,,,-,,NP,COLORADO,,20201550,POINT (-105.547832 38.998552)
VERMONT,2020,15,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20201508,POINT (-72.662695 44.075252)
KENTUCKY,2020,15,,-,0,,,-,,-,,-,8,,33,,48,,,-,6,,30,,,NP,KENTUCKY,,20201540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,PUERTO RICO,,20201567,POINT (-66.414655 18.215692)
MAINE,2020,15,,-,1,,,-,,-,,-,5,,34,,15,,,-,3,,9,,,NP,MAINE,,20201504,POINT (-69.06137 45.117911)
VIRGINIA,2020,15,,-,0,,,-,2,,,-,5,,17,,24,,,-,3,,7,,,NP,VIRGINIA,,20201536,POINT (-78.666382 37.510861)
ARIZONA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ARIZONA,,20201549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20201564,
WISCONSIN,2020,15,,-,0,,,-,,-,,-,8,,2,,34,,,-,0,,,-,,NP,WISCONSIN,,20201519,POINT (-89.732969 44.639954)
IDAHO,2020,15,,-,0,,,-,,-,,-,2,,1,,8,,,-,0,,,-,,NP,IDAHO,,20201551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,VIRGIN ISLANDS,,20201568,POINT (-64.840836 18.060868)
MICHIGAN,2020,15,,-,0,,,-,,-,,-,6,,27,,42,,,-,1,,5,,,NP,MICHIGAN,,20201517,POINT (-85.730977 44.874798)
GEORGIA,2020,15,,-,0,,,-,,-,,-,5,,5,,24,,,-,0,,,-,,NP,GEORGIA,,20201532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,15,,-,1,,,-,,-,,-,7,,14,,,-,,-,4,,11,,,NP,,NEW YORK CITY,20201512,
ARKANSAS,2020,15,,-,0,,,-,,-,1,,7,,13,,12,,,-,1,,7,,,NP,ARKANSAS,,20201544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,15,,-,0,,,-,,-,,-,4,,26,,,-,,-,2,,7,,,NP,MISSISSIPPI,,20201541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,15,,-,0,,,-,,-,,-,2,,1,,6,,,-,0,,,-,,NP,SOUTH DAKOTA,,20201527,POINT (-100.230491 44.43614)
WYOMING,2020,15,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,WYOMING,,20201556,POINT (-107.55145 42.999627)
MISSOURI,2020,15,,-,1,,,-,,-,,-,3,,6,,16,,,-,0,,,-,,NP,MISSOURI,,20201524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,15,,-,1,,1,,1,,,-,17,,66,,150,,1,,8,,29,,,NP,,MIDDLE ATLANTIC,20201509,
CALIFORNIA,2020,15,,-,1,,,-,2,,,-,10,,12,,53,,,-,2,,3,,,NP,CALIFORNIA,,20201559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,15,,-,0,,,-,,-,,-,5,,10,,14,,,-,4,,5,,,NP,WEST VIRGINIA,,20201537,POINT (-80.613729 38.642579)
FLORIDA,2020,15,,-,1,,,-,,-,,-,35,,136,,166,,,-,8,,48,,,NP,FLORIDA,,20201531,POINT (-82.420978 28.260731)
MONTANA,2020,15,,-,0,,,-,,-,,-,2,,4,,7,,,-,0,,,-,,NP,MONTANA,,20201552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,15,,-,1,,,-,,-,,-,7,,27,,55,,,-,1,,2,,,NP,,WEST NORTH CENTRAL,20201520,
MASSACHUSETTS,2020,15,,-,0,,,-,1,,,-,7,,1,,51,,,-,0,,,-,,NP,MASSACHUSETTS,,20201505,POINT (-71.481104 42.151077)
MOUNTAIN,2020,15,,-,1,,1,,1,,,-,10,,27,,84,,1,,5,,22,,,NP,,MOUNTAIN,20201548,
INDIANA,2020,15,,-,0,,,-,,-,,-,22,,1,,71,,,-,0,,,-,,NP,INDIANA,,20201516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20201569,
US TERRITORIES,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20201563,
OKLAHOMA,2020,17,,-,0,,,-,,-,1,,5,,2,,4,,1,,1,,2,,,NP,OKLAHOMA,,20201746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20201765,POINT (145.725693 15.1834)
OHIO,2020,17,,-,1,,1,,,-,1,,11,,63,,139,,2,,4,,22,,,NP,OHIO,,20201718,POINT (-82.70936 40.415534)
MINNESOTA,2020,17,,-,1,,,-,,-,,-,5,,16,,22,,,-,1,,1,,,NP,MINNESOTA,,20201723,POINT (-94.198308 46.349153)
LOUISIANA,2020,17,,-,0,,,-,,-,,-,2,,,-,2,,,-,2,,3,,,NP,LOUISIANA,,20201745,POINT (-91.840238 30.921314)
HAWAII,2020,17,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20201760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,17,,-,1,,1,,3,,,-,45,,210,,361,,1,,14,,76,,,NP,,SOUTH ATLANTIC,20201728,
PENNSYLVANIA,2020,17,,-,1,,,-,1,,,-,8,,20,,82,,,-,2,,9,,,NP,PENNSYLVANIA,,20201713,POINT (-77.838886 40.896694)
UTAH,2020,17,,-,0,,,-,,-,,-,8,,22,,50,,,-,4,,23,,,NP,UTAH,,20201755,POINT (-111.678222 39.323779)
COLORADO,2020,17,,-,1,,1,,1,,,-,3,,1,,8,,,-,0,,,-,,NP,COLORADO,,20201750,POINT (-105.547832 38.998552)
VERMONT,2020,17,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20201708,POINT (-72.662695 44.075252)
KENTUCKY,2020,17,,-,0,,,-,,-,,-,8,,32,,53,,,-,6,,30,,,NP,KENTUCKY,,20201740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,PUERTO RICO,,20201767,POINT (-66.414655 18.215692)
MAINE,2020,17,,-,1,,,-,,-,,-,5,,38,,17,,,-,2,,8,,,NP,MAINE,,20201704,POINT (-69.06137 45.117911)
VIRGINIA,2020,17,,-,0,,,-,2,,,-,5,,19,,30,,1,,3,,10,,,NP,VIRGINIA,,20201736,POINT (-78.666382 37.510861)
ARIZONA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ARIZONA,,20201749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20201764,
WISCONSIN,2020,17,,-,0,,,-,,-,,-,8,,2,,37,,,-,0,,,-,,NP,WISCONSIN,,20201719,POINT (-89.732969 44.639954)
