Reporting Area,MMWR Year,MMWR Week,"Hepatitis B, perinatal infection, Current week","Hepatitis B, perinatal infection, Current week, flag","Hepatitis B, perinatal infection, Previous 52 weeks Max†","Hepatitis B, perinatal infection, Previous 52 weeks Max† , flag","Hepatitis B, perinatal infection, Cum 2020†","Hepatitis B, perinatal infection, Cum 2020†, flag","Hepatitis B, perinatal infection, Cum 2019†","Hepatitis B, perinatal infection, Cum 2019†, flag","Hepatitis C, acute§, Confirmed, Current week","Hepatitis C, acute§, Confirmed, Current week, flag","Hepatitis C, acute§, Confirmed, Previous 52 weeks Max†","Hepatitis C, acute§, Previous 52 weeks Max† , flag","Hepatitis C, acute§, Confirmed, Cum 2020†","Hepatitis C, acute§, Confirmed, Cum 2020†, flag","Hepatitis C, acute§, Confirmed, Cum 2019†","Hepatitis C, acute§, Confirmed, Cum 2019†, flag","Hepatitis C, acute§,  Probable, Current week","Hepatitis C, acute§, Probable, Current week, flag","Hepatitis C, acute§, Probable, Previous 52 weeks Max†","Hepatitis C, acute§, Probable, Previous 52 weeks Max† , flag","Hepatitis C, acute§, Probable, Cum 2020†","Hepatitis C, acute§, Probable, Cum 2020†, flag","Hepatitis C, acute§, Probable, Cum 2019†","Hepatitis C, acute§, Probable, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
TOTAL,2020,5,,-,2,,1,,3,,10,,109,,77,,373,,12,,12,,50,,,NP,,TOTAL,20200570,
TOTAL,2020,16,,-,2,,4,,9,,8,,112,,614,,1286,,3,,26,,244,,,NP,,TOTAL,20201670,
US RESIDENTS,2020,16,,-,2,,4,,9,,8,,112,,614,,1286,,3,,26,,244,,,NP,,US RESIDENTS,20201601,
NEW HAMPSHIRE,2020,16,,-,0,,,-,,-,,-,1,,1,,6,,,-,2,,3,,,NP,NEW HAMPSHIRE,,20201606,POINT (-71.57139 43.680429)
NEW YORK,2020,16,,-,1,,1,,,-,2,,14,,32,,60,,,-,3,,9,,,NP,NEW YORK,,20201611,POINT (-75.59655 42.921241)
PACIFIC,2020,16,,-,1,,,-,2,,,-,15,,38,,83,,,-,3,,9,,,NP,,PACIFIC,20201657,
WEST SOUTH CENTRAL,2020,16,,-,0,,,-,1,,2,,11,,22,,38,,1,,2,,14,,,NP,,WEST SOUTH CENTRAL,20201643,
NEBRASKA,2020,16,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,1,,,NP,NEBRASKA,,20201625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,16,,-,1,,,-,,-,,-,13,,97,,138,,,-,9,,60,,,NP,,EAST SOUTH CENTRAL,20201638,
NORTH DAKOTA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTH DAKOTA,,20201626,POINT (-100.46931 47.446305)
NEVADA,2020,16,,-,0,,,-,,-,,-,2,,1,,7,,,-,0,,,-,,NP,NEVADA,,20201653,POINT (-114.916992 39.283294)
ILLINOIS,2020,16,,-,0,,,-,,-,,-,4,,7,,35,,,-,1,,1,,,NP,ILLINOIS,,20201615,POINT (-89.148632 40.124144)
IOWA,2020,16,,-,0,,,-,,-,,-,2,,4,,4,,,-,0,,,-,,NP,IOWA,,20201621,POINT (-93.500061 42.074659)
TEXAS,2020,16,,-,0,,,-,1,,,-,4,,6,,20,,,-,1,,2,,,NP,TEXAS,,20201647,POINT (-99.317341 31.447238)
ALASKA,2020,16,,-,0,,,-,,-,,-,1,,2,,,-,,-,0,,,-,,NP,ALASKA,,20201658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,16,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,NP,DISTRICT OF COLUMBIA,,20201630,POINT (-77.016275 38.904785)
WASHINGTON,2020,16,,-,0,,,-,,-,,-,5,,6,,21,,,-,1,,1,,,NP,WASHINGTON,,20201662,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,16,,-,1,,,-,1,,,-,7,,38,,79,,,-,4,,11,,,NP,,NEW ENGLAND,20201602,
RHODE ISLAND,2020,16,,U,,NC,,U,,U,,U,,NC,,U,,U,,U,,NC,,U,,U,RHODE ISLAND,,20201607,POINT (-71.534637 41.572574)
OREGON,2020,16,,-,0,,,-,,-,,-,3,,15,,8,,,-,2,,5,,,NP,OREGON,,20201661,POINT (-120.605279 43.940449)
DELAWARE,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20201629,POINT (-75.452394 38.994926)
ALABAMA,2020,16,,-,0,,,-,,-,,-,4,,,-,22,,,-,1,,1,,,NP,ALABAMA,,20201639,POINT (-86.844516 32.756889)
KANSAS,2020,16,,-,0,,,-,,-,,-,1,,,-,8,,,-,0,,,-,,NP,KANSAS,,20201622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,16,,-,0,,,-,1,,,-,8,,6,,52,,,-,1,,1,,,NP,NORTH CAROLINA,,20201634,POINT (-79.130883 35.52603)
GUAM,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20201666,POINT (144.653198 13.3532)
NEW JERSEY,2020,16,,-,0,,,-,,-,,-,4,,5,,27,,,-,1,,2,,,NP,NEW JERSEY,,20201610,POINT (-74.655514 40.110253)
NEW MEXICO,2020,16,,-,0,,,-,,-,,-,1,,1,,9,,,-,0,,,-,,NP,NEW MEXICO,,20201654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,16,,-,1,,1,,,-,2,,37,,97,,322,,,-,6,,26,,,NP,,EAST NORTH CENTRAL,20201614,
TENNESSEE,2020,16,,-,1,,,-,,-,,-,9,,37,,65,,,-,5,,22,,,NP,TENNESSEE,,20201642,POINT (-86.343226 35.842998)
CONNECTICUT,2020,16,,-,0,,,-,,-,,-,1,,1,,2,,,-,0,,,-,,NP,CONNECTICUT,,20201603,POINT (-72.738288 41.575155)
MARYLAND,2020,16,,-,1,,1,,,-,,-,3,,17,,11,,,-,2,,4,,,NP,MARYLAND,,20201633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,16,,-,0,,,-,,-,,-,2,,1,,4,,,-,1,,1,,,NP,SOUTH CAROLINA,,20201635,POINT (-80.864614 33.878572)
OKLAHOMA,2020,16,,-,0,,,-,,-,,-,5,,1,,3,,,-,1,,1,,,NP,OKLAHOMA,,20201646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20201665,POINT (145.725693 15.1834)
OHIO,2020,16,,-,1,,1,,,-,2,,11,,60,,133,,,-,4,,20,,,NP,OHIO,,20201618,POINT (-82.70936 40.415534)
MINNESOTA,2020,16,,-,1,,,-,,-,,-,5,,16,,22,,,-,1,,1,,,NP,MINNESOTA,,20201623,POINT (-94.198308 46.349153)
LOUISIANA,2020,16,,-,0,,,-,,-,,-,2,,,-,2,,,-,2,,3,,,NP,LOUISIANA,,20201645,POINT (-91.840238 30.921314)
HAWAII,2020,16,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20201660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,16,,-,1,,1,,3,,1,,45,,194,,316,,1,,12,,68,,,NP,,SOUTH ATLANTIC,20201628,
PENNSYLVANIA,2020,16,,-,1,,,-,1,,,-,8,,20,,74,,,-,2,,9,,,NP,PENNSYLVANIA,,20201613,POINT (-77.838886 40.896694)
UTAH,2020,16,,-,0,,,-,,-,1,,8,,22,,47,,1,,4,,23,,,NP,UTAH,,20201655,POINT (-111.678222 39.323779)
COLORADO,2020,16,,-,1,,1,,1,,,-,3,,1,,8,,,-,0,,,-,,NP,COLORADO,,20201650,POINT (-105.547832 38.998552)
VERMONT,2020,16,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20201608,POINT (-72.662695 44.075252)
KENTUCKY,2020,16,,-,0,,,-,,-,,-,8,,34,,51,,,-,6,,30,,,NP,KENTUCKY,,20201640,POINT (-85.290484 37.526683)
PUERTO RICO,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,PUERTO RICO,,20201667,POINT (-66.414655 18.215692)
MAINE,2020,16,,-,1,,,-,,-,,-,5,,35,,16,,,-,2,,8,,,NP,MAINE,,20201604,POINT (-69.06137 45.117911)
VIRGINIA,2020,16,,-,0,,,-,2,,1,,5,,18,,28,,1,,3,,8,,,NP,VIRGINIA,,20201636,POINT (-78.666382 37.510861)
US TERRITORIES,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20200463,
NON-US RESIDENTS,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20200469,
US RESIDENTS,2020,5,,-,2,,1,,3,,10,,109,,77,,373,,12,,12,,50,,,NP,,US RESIDENTS,20200501,
NEW HAMPSHIRE,2020,5,,-,0,,,-,,-,,-,1,,,-,4,,,-,0,,,-,,NP,NEW HAMPSHIRE,,20200506,POINT (-71.57139 43.680429)
NEW YORK,2020,5,,-,0,,,-,,-,3,,11,,6,,17,,2,,0,,3,,,NP,NEW YORK,,20200511,POINT (-75.59655 42.921241)
PACIFIC,2020,5,,-,1,,,-,,-,1,,11,,5,,25,,,-,1,,1,,,NP,,PACIFIC,20200557,
WEST SOUTH CENTRAL,2020,5,,-,0,,,-,,-,1,,9,,8,,20,,,-,1,,2,,,NP,,WEST SOUTH CENTRAL,20200543,
NEBRASKA,2020,5,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,NEBRASKA,,20200525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,5,,-,1,,,-,,-,1,,12,,15,,36,,,-,6,,10,,,NP,,EAST SOUTH CENTRAL,20200538,
NORTH DAKOTA,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTH DAKOTA,,20200526,POINT (-100.46931 47.446305)
NEVADA,2020,5,,-,0,,,-,,-,,-,2,,,-,4,,,-,0,,,-,,NP,NEVADA,,20200553,POINT (-114.916992 39.283294)
ILLINOIS,2020,5,,-,0,,,-,,-,,-,5,,,-,12,,,-,1,,1,,,NP,ILLINOIS,,20200515,POINT (-89.148632 40.124144)
IOWA,2020,5,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,NP,IOWA,,20200521,POINT (-93.500061 42.074659)
TEXAS,2020,5,,-,0,,,-,,-,,-,3,,1,,5,,,-,0,,,-,,NP,TEXAS,,20200547,POINT (-99.317341 31.447238)
ALASKA,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ALASKA,,20200558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,5,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,NP,DISTRICT OF COLUMBIA,,20200530,POINT (-77.016275 38.904785)
WASHINGTON,2020,5,,-,0,,,-,,-,,-,5,,,-,6,,,-,0,,,-,,NP,WASHINGTON,,20200562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,5,,-,1,,,-,,-,,-,7,,4,,31,,1,,0,,2,,,NP,,NEW ENGLAND,20200502,
RHODE ISLAND,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,RHODE ISLAND,,20200507,POINT (-71.534637 41.572574)
OREGON,2020,5,,-,0,,,-,,-,1,,3,,4,,2,,,-,0,,,-,,NP,OREGON,,20200561,POINT (-120.605279 43.940449)
DELAWARE,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20200529,POINT (-75.452394 38.994926)
ALABAMA,2020,5,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,ALABAMA,,20200539,POINT (-86.844516 32.756889)
KANSAS,2020,5,,-,0,,,-,,-,,-,2,,,-,3,,,-,0,,,-,,NP,KANSAS,,20200522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,5,,-,1,,,-,,-,,-,8,,,-,12,,,-,1,,1,,,NP,NORTH CAROLINA,,20200534,POINT (-79.130883 35.52603)
GUAM,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20200566,POINT (144.653198 13.3532)
NEW JERSEY,2020,5,,-,0,,,-,,-,,-,4,,2,,7,,,-,1,,1,,,NP,NEW JERSEY,,20200510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,5,,-,0,,,-,,-,,-,3,,,-,2,,,-,0,,,-,,NP,NEW MEXICO,,20200554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,5,,-,1,,1,,,-,2,,34,,13,,91,,5,,5,,12,,,NP,,EAST NORTH CENTRAL,20200514,
TENNESSEE,2020,5,,-,1,,,-,,-,,-,8,,8,,26,,,-,2,,3,,,NP,TENNESSEE,,20200542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,5,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,CONNECTICUT,,20200503,POINT (-72.738288 41.575155)
MARYLAND,2020,5,,-,0,,,-,,-,1,,2,,7,,2,,,-,1,,2,,,NP,MARYLAND,,20200533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,5,,-,0,,,-,,-,,-,2,,1,,3,,,-,0,,,-,,NP,SOUTH CAROLINA,,20200535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,5,,-,0,,,-,,-,,-,5,,,-,1,,,-,0,,,-,,NP,OKLAHOMA,,20200546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20200565,POINT (145.725693 15.1834)
OHIO,2020,5,,-,1,,1,,,-,2,,13,,13,,47,,5,,4,,11,,,NP,OHIO,,20200518,POINT (-82.70936 40.415534)
MINNESOTA,2020,5,,-,1,,,-,,-,,-,5,,,-,8,,,-,0,,,-,,NP,MINNESOTA,,20200523,POINT (-94.198308 46.349153)
LOUISIANA,2020,5,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,LOUISIANA,,20200545,POINT (-91.840238 30.921314)
HAWAII,2020,5,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20200560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,5,,-,1,,,-,1,,2,,44,,10,,77,,,-,1,,3,,,NP,,SOUTH ATLANTIC,20200528,
PENNSYLVANIA,2020,5,,-,1,,,-,1,,,-,9,,1,,19,,2,,0,,2,,,NP,PENNSYLVANIA,,20200513,POINT (-77.838886 40.896694)
UTAH,2020,5,,-,0,,,-,,-,,-,8,,3,,16,,1,,1,,7,,,NP,UTAH,,20200555,POINT (-111.678222 39.323779)
COLORADO,2020,5,,-,0,,,-,1,,,-,3,,1,,2,,,-,0,,,-,,NP,COLORADO,,20200550,POINT (-105.547832 38.998552)
VERMONT,2020,5,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20200508,POINT (-72.662695 44.075252)
KENTUCKY,2020,5,,-,0,,,-,,-,,-,9,,4,,10,,,-,4,,7,,,NP,KENTUCKY,,20200540,POINT (-85.290484 37.526683)
MIDDLE ATLANTIC,2020,5,,-,1,,,-,1,,3,,16,,15,,43,,5,,3,,13,,,NP,,MIDDLE ATLANTIC,20200509,
CALIFORNIA,2020,5,,-,1,,,-,,-,,-,9,,1,,17,,,-,1,,1,,,NP,CALIFORNIA,,20200559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,5,,-,0,,,-,,-,,-,4,,,-,4,,,-,0,,,-,,NP,WEST VIRGINIA,,20200537,POINT (-80.613729 38.642579)
FLORIDA,2020,5,,-,1,,,-,,-,,-,36,,,-,40,,,-,0,,,-,,NP,FLORIDA,,20200531,POINT (-82.420978 28.260731)
MONTANA,2020,5,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,NP,MONTANA,,20200552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,5,,-,1,,,-,,-,,-,7,,2,,22,,,-,0,,,-,,NP,,WEST NORTH CENTRAL,20200520,
MASSACHUSETTS,2020,5,,-,1,,,-,,-,,-,6,,,-,21,,,-,0,,,-,,NP,MASSACHUSETTS,,20200505,POINT (-71.481104 42.151077)
MOUNTAIN,2020,5,,-,0,,,-,1,,,-,10,,5,,28,,1,,1,,7,,,NP,,MOUNTAIN,20200548,
INDIANA,2020,5,,-,0,,,-,,-,,-,21,,,-,16,,,-,0,,,-,,NP,INDIANA,,20200516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20200569,
US TERRITORIES,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20200563,
ARIZONA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ARIZONA,,20201649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20201664,
WISCONSIN,2020,16,,-,0,,,-,,-,,-,8,,2,,34,,,-,0,,,-,,NP,WISCONSIN,,20201619,POINT (-89.732969 44.639954)
IDAHO,2020,16,,-,0,,,-,,-,,-,2,,1,,9,,,-,0,,,-,,NP,IDAHO,,20201651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,VIRGIN ISLANDS,,20201668,POINT (-64.840836 18.060868)
MICHIGAN,2020,16,,-,0,,,-,,-,,-,6,,27,,43,,,-,1,,5,,,NP,MICHIGAN,,20201617,POINT (-85.730977 44.874798)
GEORGIA,2020,16,,-,0,,,-,,-,,-,5,,5,,25,,,-,0,,,-,,NP,GEORGIA,,20201632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,16,,-,1,,,-,,-,,-,7,,14,,2,,,-,4,,11,,,NP,,NEW YORK CITY,20201612,
ARKANSAS,2020,16,,-,0,,,-,,-,2,,7,,15,,13,,1,,1,,8,,,NP,ARKANSAS,,20201644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,16,,-,0,,,-,,-,,-,4,,26,,,-,,-,2,,7,,,NP,MISSISSIPPI,,20201641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,16,,-,0,,,-,,-,,-,2,,1,,7,,,-,0,,,-,,NP,SOUTH DAKOTA,,20201627,POINT (-100.230491 44.43614)
WYOMING,2020,16,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,WYOMING,,20201656,POINT (-107.55145 42.999627)
MISSOURI,2020,16,,-,1,,,-,,-,,-,3,,6,,17,,,-,0,,,-,,NP,MISSOURI,,20201624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,16,,-,1,,1,,1,,2,,17,,71,,163,,,-,8,,31,,,NP,,MIDDLE ATLANTIC,20201609,
CALIFORNIA,2020,16,,-,1,,,-,2,,,-,10,,15,,54,,,-,2,,3,,,NP,CALIFORNIA,,20201659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,16,,-,0,,,-,,-,,-,5,,11,,14,,,-,5,,6,,,NP,WEST VIRGINIA,,20201637,POINT (-80.613729 38.642579)
FLORIDA,2020,16,,-,1,,,-,,-,,-,35,,136,,182,,,-,8,,48,,,NP,FLORIDA,,20201631,POINT (-82.420978 28.260731)
MONTANA,2020,16,,-,0,,,-,,-,,-,2,,4,,7,,,-,0,,,-,,NP,MONTANA,,20201652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,16,,-,1,,,-,,-,,-,7,,27,,59,,,-,1,,2,,,NP,,WEST NORTH CENTRAL,20201620,
TOTAL,2020,6,,-,2,,1,,4,,7,,112,,102,,459,,9,,12,,60,,,NP,,TOTAL,20200670,
US RESIDENTS,2020,6,,-,2,,1,,4,,7,,112,,102,,459,,9,,12,,60,,,NP,,US RESIDENTS,20200601,
NEW HAMPSHIRE,2020,6,,-,0,,,-,,-,,-,1,,1,,4,,,-,1,,1,,,NP,NEW HAMPSHIRE,,20200606,POINT (-71.57139 43.680429)
NEW YORK,2020,6,,-,0,,,-,,-,1,,12,,7,,20,,2,,0,,4,,,NP,NEW YORK,,20200611,POINT (-75.59655 42.921241)
PACIFIC,2020,6,,-,1,,,-,,-,,-,11,,4,,29,,,-,1,,1,,,NP,,PACIFIC,20200657,
WEST SOUTH CENTRAL,2020,6,,-,0,,,-,,-,,-,12,,8,,20,,,-,1,,2,,,NP,,WEST SOUTH CENTRAL,20200643,
NEBRASKA,2020,6,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,1,,,NP,NEBRASKA,,20200625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,6,,-,1,,,-,,-,,-,12,,16,,43,,,-,6,,11,,,NP,,EAST SOUTH CENTRAL,20200638,
NORTH DAKOTA,2020,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTH DAKOTA,,20200626,POINT (-100.46931 47.446305)
NEVADA,2020,6,,-,0,,,-,,-,,-,2,,,-,4,,,-,0,,,-,,NP,NEVADA,,20200653,POINT (-114.916992 39.283294)
ILLINOIS,2020,6,,-,0,,,-,,-,,-,5,,,-,15,,,-,1,,1,,,NP,ILLINOIS,,20200615,POINT (-89.148632 40.124144)
IOWA,2020,6,,-,0,,,-,,-,,-,1,,,-,3,,,-,0,,,-,,NP,IOWA,,20200621,POINT (-93.500061 42.074659)
TEXAS,2020,6,,-,0,,,-,,-,,-,4,,1,,5,,,-,0,,,-,,NP,TEXAS,,20200647,POINT (-99.317341 31.447238)
ALASKA,2020,6,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,ALASKA,,20200658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,6,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,NP,DISTRICT OF COLUMBIA,,20200630,POINT (-77.016275 38.904785)
WASHINGTON,2020,6,,-,0,,,-,,-,,-,5,,,-,6,,,-,0,,,-,,NP,WASHINGTON,,20200662,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,6,,-,1,,,-,,-,1,,7,,7,,35,,,-,1,,3,,,NP,,NEW ENGLAND,20200602,
RHODE ISLAND,2020,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,RHODE ISLAND,,20200607,POINT (-71.534637 41.572574)
OREGON,2020,6,,-,0,,,-,,-,,-,3,,3,,2,,,-,0,,,-,,NP,OREGON,,20200661,POINT (-120.605279 43.940449)
DELAWARE,2020,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20200629,POINT (-75.452394 38.994926)
ALABAMA,2020,6,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,ALABAMA,,20200639,POINT (-86.844516 32.756889)
KANSAS,2020,6,,-,0,,,-,,-,,-,2,,,-,3,,,-,0,,,-,,NP,KANSAS,,20200622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,6,,-,1,,,-,,-,,-,8,,,-,18,,,-,1,,1,,,NP,NORTH CAROLINA,,20200634,POINT (-79.130883 35.52603)
GUAM,2020,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20200666,POINT (144.653198 13.3532)
NEW JERSEY,2020,6,,-,0,,,-,,-,,-,4,,2,,10,,,-,1,,1,,,NP,NEW JERSEY,,20200610,POINT (-74.655514 40.110253)
NEW MEXICO,2020,6,,-,0,,,-,,-,,-,3,,,-,3,,,-,0,,,-,,NP,NEW MEXICO,,20200654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,6,,-,1,,1,,,-,3,,35,,29,,118,,4,,5,,18,,,NP,,EAST NORTH CENTRAL,20200614,
TENNESSEE,2020,6,,-,1,,,-,,-,,-,8,,8,,29,,,-,2,,4,,,NP,TENNESSEE,,20200642,POINT (-86.343226 35.842998)
CONNECTICUT,2020,6,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,CONNECTICUT,,20200603,POINT (-72.738288 41.575155)
MARYLAND,2020,6,,-,0,,,-,,-,,-,3,,7,,3,,1,,1,,3,,,NP,MARYLAND,,20200633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,6,,-,0,,,-,,-,,-,2,,1,,3,,,-,0,,,-,,NP,SOUTH CAROLINA,,20200635,POINT (-80.864614 33.878572)
OKLAHOMA,2020,6,,-,0,,,-,,-,,-,5,,,-,1,,,-,0,,,-,,NP,OKLAHOMA,,20200646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20200665,POINT (145.725693 15.1834)
OHIO,2020,6,,-,1,,1,,,-,1,,13,,23,,54,,4,,4,,15,,,NP,OHIO,,20200618,POINT (-82.70936 40.415534)
MINNESOTA,2020,6,,-,0,,,-,,-,,-,5,,,-,9,,,-,0,,,-,,NP,MINNESOTA,,20200623,POINT (-94.198308 46.349153)
LOUISIANA,2020,6,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,LOUISIANA,,20200645,POINT (-91.840238 30.921314)
HAWAII,2020,6,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20200660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,6,,-,1,,,-,2,,1,,44,,13,,106,,2,,1,,5,,,NP,,SOUTH ATLANTIC,20200628,
PENNSYLVANIA,2020,6,,-,1,,,-,1,,,-,9,,1,,22,,1,,0,,2,,,NP,PENNSYLVANIA,,20200613,POINT (-77.838886 40.896694)
UTAH,2020,6,,-,0,,,-,,-,,-,7,,4,,16,,,-,2,,5,,,NP,UTAH,,20200655,POINT (-111.678222 39.323779)
COLORADO,2020,6,,-,0,,,-,1,,,-,3,,1,,3,,,-,0,,,-,,NP,COLORADO,,20200650,POINT (-105.547832 38.998552)
VERMONT,2020,6,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20200608,POINT (-72.662695 44.075252)
KENTUCKY,2020,6,,-,0,,,-,,-,,-,9,,5,,14,,,-,4,,7,,,NP,KENTUCKY,,20200640,POINT (-85.290484 37.526683)
PUERTO RICO,2020,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,PUERTO RICO,,20200667,POINT (-66.414655 18.215692)
MAINE,2020,6,,-,1,,,-,,-,1,,3,,6,,7,,,-,1,,2,,,NP,MAINE,,20200604,POINT (-69.06137 45.117911)
VIRGINIA,2020,6,,-,1,,,-,2,,1,,5,,3,,6,,1,,0,,1,,,NP,VIRGINIA,,20200636,POINT (-78.666382 37.510861)
ARIZONA,2020,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ARIZONA,,20200649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20200664,
WISCONSIN,2020,6,,-,0,,,-,,-,2,,7,,2,,10,,,-,0,,,-,,NP,WISCONSIN,,20200619,POINT (-89.732969 44.639954)
IDAHO,2020,6,,-,0,,,-,,-,,-,2,,1,,3,,,-,0,,,-,,NP,IDAHO,,20200651,POINT (-114.659366 44.389073)
