BusinessName,Address,Suite,City,State,Zip,BusinessType,OwnerName,X,Y,Location
KATHERINE B SENTER,43 FONTAINEBLEAU DR,,NEW ORLEANS,LA,70125,4703 - BED & BREAKFAST INNS,"SENTER, KATHERINE B",3666291.31751,531387.804931,"(29.9555851984752, -90.1160984836188)"
PARKVIEW GUEST HOUSE,7004 ST CHARLES AVE,,NEW ORLEANS,LA,70118,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,PARKVIEW INN LLC,3663296.78605,524243.819068,"(29.9360286576526, -90.1257919179354)"
JEAN LAFITTE HOUSE,613 ESPLANADE AVE,,NEW ORLEANS,LA,70116-2018,"4704 - TRAVELER ACCOMMODATION, ALL OTH",JEAN LAFITTE HOUSE OWNERASSOCIATION,3684273.4038,534314.664581,"(29.963095553633, -90.0592147991196)"
NEW ORLEANS MARRIOTT HOTEL-[H/P],555 CANAL ST,A,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,MARRIOTT INTERNATIONAL IROGER HAMILTON,3681657.1156,530427.761794,"(29.9524876262548, -90.0676123037327)"
MARGARET PLACE,1133 MARGARET PL,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"MARGARET PLACE,LLC",3680167.4733,526167.541438,"(29.9408186072843, -90.0724639370304)"
EMBASSY SUITES CONVENTION CENTER,315 JULIA ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"STONEBRIDGE ES NOLA MANAGER, LLC",3682106.51797,527638.180735,"(29.9448035608569, -90.0662906960978)"
THE GREEN HOUSE INN,1212 MAGAZINE ST,,NEW ORLEANS,LA,70130,4703 - BED & BREAKFAST INNS,"GREEN HOUSE INN, LLC",3680644.31823,525483.642749,"(29.9389236767493, -90.0709822418899)"
HENRY HOWARD HOTEL,2041 PRYTANIA ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"2041 OPS, LLC",3678226.50318,523609.348539,"(29.9338430051227, -90.0786803588393)"
"SUPERIOR RESTAURANT GROUP, LLC",3636 SAINT CHARLES AVE,,NEW ORLEANS,LA,70115,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,BEST WESTERN PLUS ST. CHARLES INN,3673311.79393,521063.456377,"(29.9269896805502, -90.0942828128379)"
LA BELLE ESPLANADE,2216 ESPLANADE AVE,,NEW ORLEANS,LA,70119,4703 - BED & BREAKFAST INNS,"LA BELLE ESPLANADE, LLC",3679424.8813,537915.214793,"(29.9731431864984, -90.0744009289622)"
WYNDHAM NEW ORLEANS,124 ROYAL ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"BHR LODGING TENANT CO - POYDRAS PARTNERS, LLC",3681355.49378,530845.47949,"(29.9536453665486, -90.0685501287426)"
AUBERGE NOUVELLE ORLEANS,1628 CARONDELET ST,,NEW ORLEANS,LA,70130,4703 - BED & BREAKFAST INNS,LABALIZE PROPERTIES,3678556.41762,525306.471549,"(29.9384995972566, -90.0775801168904)"
THE QUISBY,1225 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,AUDUBON ST CHARLES OPERATOR LLC,3679535.82018,526197.515134,"(29.9409201218296, -90.0744571369549)"
CREOLE INN RUE DAUPHINE LLC,2471 DAUPHINE ST,,NEW ORLEANS,LA,70117,8807 - .1(43) BED AND BREAKFAST 3 TO 5 ROOMS,CREOLE INN RUE DAUPHINE LLC,3686469.98818,535375.44743,"(29.9659449955824, -90.0522408115212)"
NEW ORLEANS COURTYARD HOTEL,1101 N RAMPART ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"RAMPART HOTEL VENTURES, LLC",3682247.68156,534592.556165,"(29.9639214409151, -90.0656020727493)"
THE JUNG HOTEL & RESIDENCES,1500 CANAL ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,INTERSTATE MANAGEMENT COMPANY LLC,3679081.04053,532173.512067,"(29.9573658441731, -90.0756858747129)"
NEW ORLEANS INN,5035 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,"4704 - TRAVELER ACCOMMODATION, ALL OTH","CHANDRAKANT, B PATEL    NAYAN B, PATEL",3693062.23427,550655.183572,"(30.0077544419487, -90.0308742991757)"
CRYSTAL INN,4025 TULANE AVE,,NEW ORLEANS,LA,70119,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"R R LODGING, LLC",3669752.88622,536169.809799,"(29.9686325584817, -90.1050061867321)"
FAIRCHILD HOUSE,1518 PRYTANIA ST,,NEW ORLEANS,LA,70130-4416,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,VIATRIX INC,3679597.52936,525065.130621,"(29.937804575385, -90.0743015931494)"
SONDER,508 CHARTRES ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"SONDER USA,INC",3682501.52213,531697.195331,"(29.9559524630943, -90.0649016837192)"
OLIVIER HOUSE HOTEL,828 TOULOUSE ST,,NEW ORLEANS,LA,70112-3422,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"DANNER, JAMES",3681761.7565,532463.443396,"(29.9580818814019, -90.067210870741)"
B ON CANAL,1300 CANAL ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,INSITE NEW ORLEANS ONE LLC.,3679515.34165,531836.453187,"(29.9564259319667, -90.0743261770644)"
1503 GUEST HOUSE LLC,1503 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,4703 - BED & BREAKFAST INNS,1503 GUEST HOUSE LLC,3682225.65532,523280.484411,"(29.9328177259658, -90.0660667095787)"
SONESTA ES SUITES NEW OLEANS,212 LOYOLA AVE,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,SONESTA INTERNATIONAL HOTELS CORPORATION,3679374.08296,531003.245378,"(29.954139158462, -90.0748011227687)"
PONTCHARTRAIN HOTEL,2031 SAINT CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"AJ PONTCHARTRAIN OWNER,LLC",3677933.48789,524054.419644,"(29.9350756233905, -90.0795900214212)"
MONTE CARLO MOTEL,6061 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70125,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,SAILAXMI LLC,3697070.17898,551822.851414,"(30.0108392155705, -90.0181697510768)"
STAYBRIDGE SUITES NEW ORLEANS,501 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"KIMPTON HOTEL RESTAURANT GROUP, LLC",3681811.71298,528981.979328,"(29.9485075157807, -90.0671746007679)"
BLUE LAGOON NOLA,4417 DRYADES ST,,NEW ORLEANS,LA,70115,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"PEOPLE SPEAK,LLC",3670505.04142,522023.371578,"(29.9297122964817, -90.1031104851898)"
MONROSE ROW B & B,1303 GOVERNOR NICHOLLS ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,1303 B & B LTD,3681943.56802,535386.748742,"(29.9661144460927, -90.0665347067278)"
JEFF DAVIS,2011 IBERVILLE ST,,NEW ORLEANS,LA,70112-3332,4702 - ROOMING & BOARDING HOUSES,"JEFF DAVIS PROPERTIES, I",3677744.83253,533939.329925,"(29.9622615057352, -90.0798442216657)"
THE MERCHANTILE HOTEL,727 S PETERS ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,INNISFREE HOTELS INC.,3682204.11989,527915.005567,"(29.9455617682364, -90.0659728705608)"
CHATEAU HOTEL,1001 CHARTRES ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,1001 CHARTRES STREET LLC,3683541.43081,533241.886852,"(29.960168142689, -90.0615638793688)"
MARK & RON'S B&B,1625 PAUGER ST,,NEW ORLEANS,LA,70116,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,"2MEN, LLC",3683945.58863,535711.913351,"(29.9669475247736, -90.060200973604)"
HOTEL MAISON PIERRE LAFITTE   LTD,108 UNIVERSITY PL,,NEW ORLEANS,LA,70112-2502,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,HOTEL MAISON PIERRE LAFILTD,3680279.08687,531225.76621,"(29.9547236526666, -90.071935751179)"
ESPLANADE GUEST HOUSE,1206 ESPLANADE AVE,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,"ESPLANADE GUEST HOUSE, LLC",3682463.8278,535570.047878,"(29.966602629909, -90.0648853325669)"
THE BEN LOUIE,3610 TULANE AVE,,NEW ORLEANS,LA,70119,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"BFLO PROPERTIES LLC BK ONE ASSOCIATES, LLC AND ABD",3670994.05703,535309.890694,"(29.9662314258878, -90.1011156945354)"
ST CHARLES COACH HOUSE,2001 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,GRAND BOUTIQUE HOTEL,3678096.03714,524165.972284,"(29.9353774650231, -90.0790729993194)"
PRINCE CONTI HOTEL,830 CONTI ST,B,NEW ORLEANS,LA,70112-3440,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"FUSELIER, ANN VALENTINO VALENTINO, WARREN PAUL",3681394.18178,531901.761859,"(29.9565486108807, -90.0683911485525)"
COURTYARD BY MARRIOTT #1MK-[H/P],300 JULIA ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,COURTYARD MANAGEMENT COR,3682118.57461,527528.878975,"(29.9445026510975, -90.0662564458014)"
OAKVIEW BED & BREAKFAST,1172 CITY PARK AVE,,NEW ORLEANS,LA,70119,4703 - BED & BREAKFAST INNS,RUSSELL BOWIE,3673668.7371,541386.067468,"(29.9828594861658, -90.092461296772)"
FOUR POINTS BY SHERATON FRENCH QUARTER,541 BOURBON ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"SPRINGFIELD, L.L.C.",3681942.674,532323.070467,"(29.9576904055684, -90.0666444841706)"
BLUEGREEN RESORTS MANAGEMENT,115 DECATUR ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,BLUEGREEN RESORTS MANAGEMENT INC,3681895.3037,530392.642114,"(29.9523838222829, -90.0668614404316)"
OLDE TOWN INN,1001 MARIGNY ST,,NEW ORLEANS,LA,70117,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,OLDE TOWN MANAGEMENT LLC,3685478.07618,536015.155975,"(29.9677344284778, -90.0553507028858)"
B & W COURTYARDS BED & BREAKFAST,2425 CHARTRES ST,,NEW ORLEANS,LA,70117,1004 - NOT OPERATING PENDING APPRVL BY S & P,B & W COURTYARDS BED & BREAKFAST,3686130.22671,534620.938694,"(29.9638807987302, -90.0533403827539)"
"2532 N RAMPART STREET, LLC",2532 N RAMPART ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,"2532 N RAMPART STREET, LLC",3686805.40278,536043.240199,"(29.9677708776907, -90.0511579866841)"
"MONARCH NEW ORLEANS, LP",210 O'KEEFE AVE,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"MONARCH NEW ORLEANS, LP",3679876.32213,530778.312898,"(29.9535054923382, -90.0732230649622)"
ENTROPY ROOMS,300 S JEFFERSON DAVIS PKWY,,NEW ORLEANS,LA,70119-6232,4702 - ROOMING & BOARDING HOUSES,ENTROPY ENTERPRISES,3672825.83284,535970.148551,"(29.9679926212517, -90.0953084444741)"
LE PAVILLON HOTEL HOTEL TAX,833 POYDRAS ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"REMINGTON LODGING & HOSPITALITY, LLC",3680011.55458,529610.537345,"(29.9502904125285, -90.072836621273)"
LOFT 523,523 GRAVIER ST,,NEW ORLEANS,LA,70130-2701,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"INTERNATIONAL HOUSE, LLC",3681471.57871,529830.689857,"(29.95085151408, -90.0682189596129)"
LAFAYETTE HOTEL,600 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,501 RUE DECATUR LLC.,3680589.62594,528688.248768,"(29.9477369305066, -90.0710434565838)"
LOOKOUT INN NEW ORLEANS,833 POLAND AVE,,NEW ORLEANS,LA,70117,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,LOOKOUT INN NEW ORLEANS LLC,3692887.86205,534089.692165,"(29.9622107611043, -90.0320195529497)"
MARAIS HOUSE,1123 MARAIS ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,MARAIS HOUSE,3681553.89218,535351.395206,"(29.966029076082, -90.0677665258845)"
MONTELEONE HOTEL,214 ROYAL ST,A,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"NEW HOTEL MONTELEONE,LLC",3681611.07157,531183.872066,"(29.9545680720516, -90.0677313198674)"
BED AND BREAKFAST  ON THE POINT,405 DELARONDE ST,,NEW ORLEANS,LA,70114,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,BED AND BREAKFAST ON THE POINT LLC,3686648.77346,531002.116738,"(29.9539143480815, -90.0518306739301)"
HOTEL PROVINCIAL,1024 CHARTRES ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"HOTEL PROVINCIAL, LLC",3683737.81845,533184.219076,"(29.9600035811516, -90.0609457518802)"
THE ROOSEVELT HOTEL WAC,123 BARONNE ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"FCH SUB-TENANT, LLC",3680371.07893,530940.837378,"(29.9539374097094, -90.071655182224)"
SUN OAK MUSEUM AND GUEST HOUSE,2020 BURGUNDY ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,SUN OAK MUSEUM AND GUEST HOUSE,3684488.37705,535509.685382,"(29.9663748738259, -90.0584939546251)"
STATELY HOME GUEST HOUSE,1247 ESPLANADE AVE,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,"STATELY HOME GUEST HOUSE,LLC",3682323.41461,535838.931975,"(29.9673462418768, -90.0653193590801)"
TESSIER HOUSE,1617 PENISTON ST,,NEW ORLEANS,LA,70115,4703 - BED & BREAKFAST INNS,GIBSON WALTER S,3672883.05627,521265.558969,"(29.9275581386221, -90.0956293366179)"
SUPREME BRIGHT NOLA II,1600 CANAL ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,SUBTENANT LLC,3678593.30325,532525.416708,"(29.9583481738685, -90.0772138210042)"
CAMBRIA NEW ORLEANS DOWNTOWN,632 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,FH TCH LLC,3681815.26069,528367.977216,"(29.9468191087104, -90.0671848212897)"
ST. PHILIP FRENCH QUARTER APARTMENTS,612 ST PHILIP ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,GOTHAM ST. PHILIP PROPERTIES,3683391.22671,533161.426756,"(29.9599514881259, -90.0620410103638)"
LONDON LODGE MOTEL,9301 AIRLINE HWY,,NEW ORLEANS,LA,70118,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"AIRLINE COURTYARD INN,LLC",3664275.14247,537463.271368,"(29.9723494750492, -90.1222621091529)"
SITE 61 HOSTEL,3701 ULLOA ST,,NEW ORLEANS,LA,70119,4702 - ROOMING & BOARDING HOUSES,SITE 61 HOSTEL,3670901.01915,535583.228806,"(29.9669857649718, -90.1014002264642)"
HISTORIC URSULINES COTTAGE,1520 URSULINES AVE,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,BENJAMMIN SHANE HARWOOD,3681047.18939,535442.019974,"(29.9662936417766, -90.069363521883)"
THE TREME INN,1100 N PRIEUR ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"FOUCHA INVESTMENTS, LLC",3679901.36463,536472.335559,"(29.9691613613754, -90.0729462247849)"
ASTOR CROWN PLAZA NEW ORLEANS ATTN: DIR. OF FIN.,739 CANAL ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,MERRITT HOSPITALITY LLC,3681011.37141,530920.698434,"(29.953862633153, -90.0696341031303)"
BEST WAY INN & SUITES & TRAILOR PARK,6042 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"MH RAMA, LLC",3697039.48599,551082.256597,"(30.0088038257333, -90.0182935750577)"
DOUBLETREE HOTEL,300 CANAL ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,AVR NOLA CANAL STREET TENANT LLC,3682143.72834,529836.705729,"(29.9508476328934, -90.0660964437057)"
BEST WESTERN FRENCH QUARTER   LANDMARK HOTEL,920 N RAMPART ST,,NEW ORLEANS,LA,70116-3011,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,NORTH RAMPART CORP,3682008.16271,534059.252613,"(29.9624623231638, -90.0663770715928)"
RENAISSANCE ARTS HOTEL,700 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,RENAISSANCE HOTEL MANAG,3681790.4134,528093.443135,"(29.9460649871294, -90.0672728506824)"
LAFITTE GUEST HOUSE,1003 BOURBON ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,C-J'S 1003 BOURBON STREET LLC,3682910.07733,533639.572101,"(29.9612808938629, -90.0635436409099)"
BLAKE HOTEL NEW ORLEANS,500 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"JM HOTELS, LLC",3680716.76725,529174.737728,"(29.9490707599578, -90.0706250944808)"
THE BURGUNDY BED AND BREAKFAST,2513 BURGUNDY ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,THE BURGUNDY BED AND BREAKFAST,3686681.0253,535744.589127,"(29.9669535174702, -90.0515613237341)"
BUDGET INN EXPRESS,8542 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"JHAVERY, JITENDRA       JHAVERY, BHARATI",3707060.68638,553179.547799,"(30.0142505299718, -89.9865557173739)"
1851 INN ON ST CHARLES,2409 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4703 - BED & BREAKFAST INNS,PAULA R GEORGE,3676820.87445,523210.971707,"(29.932789844734, -90.0831315906279)"
SCHIRO'S GUEST HOUSE,2483 ROYAL ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,SCHIRO'S SUPER FOOD STORINC,3686561.67721,535009.762054,"(29.9649366687229, -90.0519641750527)"
LE RICHELIEU CORP,1234 CHARTRES ST,B,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"ROCHEFORT, FRANK        ROCHEFORT, FRANK",3684118.27682,533877.608325,"(29.961898541343, -90.0597200115729)"
LA RUE ESPLANADE,1834 ESPLANADE AVE,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,VERANIECE WILLIAMS,3680406.09858,537143.063304,"(29.970990356551, -90.071328909555)"
THE CORNSTALK HOTEL,915 ROYAL ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,HRI LODGING LLC,3683047.22428,533166.505668,"(29.9599759434133, -90.0631271156077)"
ASHTON'S BED & BREAKFAST,2023 ESPLANADE AVE,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,PATRICK ASHTON,3680029.59739,537628.955528,"(29.972337789583, -90.0725010639725)"
BOUGAINVILLEA HOUSE,924 GOVERNOR NICHOLLS ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,GREGORY & PATRICIA KAHN,3682905.37749,534461.121989,"(29.9635400175289, -90.0635297324136)"
SKELETON KEY RESERVATIONS,1816 MARENGO ST,,NEW ORLEANS,LA,70115,"3346 - TRAVEL ARRNGMNT/RESERVN SVCS, ALL OTH",SKELETON KEY RESERVATIONS LLC,3671796.07163,521879.528762,"(29.9292785984644, -90.0990398120032)"
RENAISSANCE PERE MARQUETTE,817 COMMON ST,B,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,RENAISSANCE HOTEL MGT COLLC,3680475.86792,530608.104258,"(29.9530193328643, -90.0713358730272)"
MAISON DUBOIS,1419 DAUPHINE ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,PEOPLE SPEAK LLC,3683559.42645,535037.079878,"(29.9651037575276, -90.0614441286419)"
HILTON N O RIVERSIDE HOTEL,2 POYDRAS ST,2ND FL,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"INTERNATIONAL RIVERCENTER LESSEE, L.L.C.",3683045.57205,528712.8144,"(29.9477298559466, -90.0632882153656)"
RUFFINO'S GUEST HOUSE,631 ST PHILIP ST,,NEW ORLEANS,LA,70116,4702 - ROOMING & BOARDING HOUSES,"FRENCH QUARTER HOTEL COLLECTION, LLC",3683342.86101,533279.930436,"(29.9602788080758, -90.0621895871545)"
NEW ORLEANS FESTIVAL HOUSE,1653 N BROAD ST,STE 100,NEW ORLEANS,LA,70119,4703 - BED & BREAKFAST INNS,MORGAN CLEVENGER,3679332.66651,540588.565323,"(29.9804967619687, -90.0745994134344)"
THE GENTRY HOUSE,1031 ST ANN ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,BRIAN/CHARLOTTE FURNESS,3681740.07759,533596.483717,"(29.9611980147085, -90.0672397935647)"
SPRINGHILL SUITES BY MARRIOTT H/P,301 ST JOSEPH ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,SPRINGHILL SMC CORP,3682122.67036,527050.575294,"(29.9431873517638, -90.0662602135417)"
PRYTANIA PARK HOTEL,1525 PRYTANIA ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,PRYTANIA PARK HOTEL LTD,3679494.77384,525096.502717,"(29.9378939424183, -90.0746249125391)"
LIONS INN,2517 CHARTRES ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,"LIONS INN BED & BREAKFAST NEW ORLEANS, LLC",3686426.52463,534639.934598,"(29.963923926526, -90.0524040334696)"
BOHEME DE MARIGNY,735 TOURO ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,BOHEME DE MARIGNY LLC,3684352.1229,535084.923526,"(29.9652110930664, -90.0589391612329)"
"MAISON GRACE, LLC",2222 BURGUNDY ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,"MAISON GRACE, LLC",3685295.95573,535571.558086,"(29.9665202720511, -90.0559414604206)"
ROYAL ST. CHARLES HOTEL,135 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"CRESCENT HOTELS & RESORTS, LLC",3680949.94223,530383.971266,"(29.9523886773915, -90.0698467587673)"
NEW ORLEANS GUEST HOUSE,1118 URSULINES AVE,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,NOGH LLC,3682108.93615,534627.713606,"(29.9640223319493, -90.0660389894792)"
SUITE JAZZ ON FRENCHMEN,628 FRENCHMEN ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,SYLVIA PATTERSON & JASON PATTERSON,3684690.57161,534704.103686,"(29.9641536154133, -90.0578837462014)"
HOTEL VILLA CONVENTO,616 URSULINES AVE,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,HOTEL VILLA CONVENTO,3683605.57532,533463.050756,"(29.9607743098676, -90.0613535721913)"
CREOLE INN RUE DAUPHINE,2471 DAUPHINE ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,RAYMOND LEDET/SILAS WILLOUGHBY,3686469.98818,535375.44743,"(29.9659449955824, -90.0522408115212)"
HOUSE OF THE RISING SUN,335 PELICAN AVE,,NEW ORLEANS,LA,70114-2347,4703 - BED & BREAKFAST INNS,"HERRIDGE, KEVIN",3686466.77052,530408.117378,"(29.9522866489113, -90.0524263302249)"
A & C CORPORATION,7418 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,A & C CORPORATION,3702787.00727,552270.623318,"(30.0118887587892, -90.0000917217)"
HUBBARD MANSION BED & BREAKFAST,3535 ST CHARLES AVE,,NEW ORLEANS,LA,70115,4703 - BED & BREAKFAST INNS,"HUBBARD,DON C",3673577.80142,521439.679737,"(29.9280162615835, -90.0934302440832)"
ANTEBELLUM GUEST HOUSE,1333 ESPLANADE AVE,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,"TEACHOUT,KEITH E II",3681977.05096,536105.172103,"(29.9680888453114, -90.0664038833073)"
MAISON MACARTY,3820 BURGUNDY ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,MACARTY HOUSE LLC,3691196.23792,534582.114757,"(29.9636174674623, -90.0373438449648)"
THE MAGEE MANOR,3046 DUMAINE ST,,NEW ORLEANS,LA,70119,4703 - BED & BREAKFAST INNS,LINDA MAGEE,3675794.41281,538514.865737,"(29.9749012002608, -90.0858460623078)"
RESIDENCE INN BY MARRIOT,360 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"ST CHARLES AVE. PRIME PROPERTIES, LLC",3680873.58472,529787.599297,"(29.9507511704119, -90.0701086204368)"
KATE & DAVES BED & BREAKFAST,715 ST FERDINAND ST,,NEW ORLEANS,LA,70117-7367,4703 - BED & BREAKFAST INNS,DAVE MEEKS & KATE HINDS,3687413.4799,534943.823942,"(29.9647291424097, -90.0492765746206)"
ZORA-A NEW ORLENS B & B,420 BOUNY ST,,NEW ORLEANS,LA,70114,4703 - BED & BREAKFAST INNS,VICKIE D FILIP,3686024.82831,529926.003393,"(29.9509745769855, -90.053838775376)"
THE LAUREL GUEST HOME,3626 DELGADO DR,,NEW ORLEANS,LA,70119,4703 - BED & BREAKFAST INNS,LAURA & ELIOT KAMENITZ,3674200.76731,540465.066571,"(29.9803111969, -90.0908124179932)"
PLACE D'ARMES HOTEL,625 ST ANN ST,,NEW ORLEANS,LA,70116-3212,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"HOTEL MANAGEMENT OF NEW ORLEANS, LLC",3682938.90351,532682.783108,"(29.9586491729688, -90.0634860965598)"
FLEUR DE MARIGNY,919 TOURO ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,LAURA B ANDREWS,3684307.38325,535689.772039,"(29.9668755856128, -90.0590592047366)"
