Week Ending Date,State,Observed Number,Threshold,Exceeds Threshold,Excess,Year,Total Excess in 2020,Percent Excess,Type,Outcome,Suppress
08/10/2019,North Carolina,1787,1851,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/11/2018,North Carolina,1673,1816,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/12/2017,North Carolina,1695,1779,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/17/2019,North Carolina,1703,1861,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/18/2018,North Carolina,1727,1824,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/19/2017,North Carolina,1726,1790,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/24/2019,North Carolina,1749,1869,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/25/2018,North Carolina,1667,1832,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/26/2017,North Carolina,1677,1808,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/31/2019,North Carolina,1719,1872,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/01/2018,North Carolina,1701,1840,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/02/2017,North Carolina,1779,1805,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/07/2019,North Carolina,1757,1883,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/08/2018,North Carolina,1725,1853,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/09/2017,North Carolina,1643,1813,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/14/2019,North Carolina,1694,1894,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/15/2018,North Carolina,1662,1866,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/16/2017,North Carolina,1703,1834,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/21/2019,North Carolina,1802,1893,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/22/2018,North Carolina,1722,1872,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/23/2017,North Carolina,1766,1852,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/28/2019,North Carolina,1822,1911,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/29/2018,North Carolina,1685,1890,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/30/2017,North Carolina,1739,1883,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/05/2019,North Carolina,1848,1925,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/06/2018,North Carolina,1744,1900,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/07/2017,North Carolina,1738,1890,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/12/2019,North Carolina,1746,1934,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/13/2018,North Carolina,1789,1909,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/14/2017,North Carolina,1770,1895,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/19/2019,North Carolina,1811,1961,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/20/2018,North Carolina,1780,1926,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/21/2017,North Carolina,1687,1909,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/26/2019,North Carolina,1887,1977,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/27/2018,North Carolina,1748,1936,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/28/2017,North Carolina,1721,1919,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/02/2019,North Carolina,1739,1992,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/03/2018,North Carolina,1879,1946,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/04/2017,North Carolina,1817,1931,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/09/2019,North Carolina,1834,1995,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/10/2018,North Carolina,1838,1963,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/11/2017,North Carolina,1763,1950,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/16/2019,North Carolina,1881,2003,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/17/2018,North Carolina,1845,1970,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/18/2017,North Carolina,1823,1956,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/23/2019,North Carolina,1911,2020,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/24/2018,North Carolina,1790,1985,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/25/2017,North Carolina,1765,1973,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/30/2019,North Carolina,1822,2042,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/01/2018,North Carolina,1844,1999,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/02/2017,North Carolina,1774,1979,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/07/2019,North Carolina,2010,2059,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/08/2018,North Carolina,1950,2002,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/09/2017,North Carolina,1879,1990,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/14/2019,North Carolina,1951,2088,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/15/2018,North Carolina,1894,2054,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/16/2017,North Carolina,1954,1997,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/21/2019,North Carolina,1885,2099,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/22/2018,North Carolina,1976,2063,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/23/2017,North Carolina,1963,2044,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/28/2019,North Carolina,2000,2124,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/29/2018,North Carolina,1838,2120,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/30/2017,North Carolina,1982,2062,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/04/2020,North Dakota,152,173,false,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/05/2019,North Dakota,136,165,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/06/2018,North Dakota,160,162,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/11/2020,North Dakota,154,174,false,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/12/2019,North Dakota,143,171,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/13/2018,North Dakota,153,167,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/14/2017,North Dakota,142,164,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/18/2020,North Dakota,175,176,false,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/19/2019,North Dakota,161,172,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/20/2018,North Dakota,152,165,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/21/2017,North Dakota,146,159,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/25/2020,North Dakota,149,175,false,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/26/2019,North Dakota,136,171,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/27/2018,North Dakota,150,165,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/28/2017,North Dakota,153,156,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/01/2020,North Dakota,133,175,false,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/02/2019,North Dakota,133,168,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/03/2018,North Dakota,149,164,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/04/2017,North Dakota,121,157,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/08/2020,North Dakota,141,174,false,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/09/2019,North Dakota,130,169,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/10/2018,North Dakota,133,163,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/11/2017,North Dakota,142,154,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/15/2020,North Dakota,150,170,false,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/16/2019,North Dakota,161,165,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/17/2018,North Dakota,128,164,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/18/2017,North Dakota,150,156,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/22/2020,North Dakota,181,173,true,,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/23/2019,North Dakota,138,167,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/24/2018,North Dakota,157,167,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/25/2017,North Dakota,151,158,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/29/2020,North Dakota,157,174,false,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/02/2019,North Dakota,144,168,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/03/2018,North Dakota,125,168,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/04/2017,North Dakota,151,162,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/07/2020,North Dakota,174,174,true,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/09/2019,North Dakota,117,168,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/10/2018,North Dakota,152,167,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/11/2017,North Dakota,142,161,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/14/2020,North Dakota,153,170,false,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/16/2019,North Dakota,118,167,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/17/2018,North Dakota,130,167,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/18/2017,North Dakota,140,161,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/21/2020,North Dakota,134,173,false,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/23/2019,North Dakota,145,170,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/24/2018,North Dakota,135,169,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/25/2017,North Dakota,136,161,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/28/2020,North Dakota,103,175,false,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/30/2019,North Dakota,142,168,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/31/2018,North Dakota,139,169,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/01/2017,North Dakota,140,162,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/04/2020,North Dakota,102,176,false,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/06/2019,North Dakota,172,169,true,,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/07/2018,North Dakota,144,168,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/08/2017,North Dakota,167,157,true,10,2017,10,0.1,Predicted (weighted),"All causes, excluding COVID-19",
04/11/2020,North Dakota,137,177,false,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/13/2019,North Dakota,149,167,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/14/2018,North Dakota,127,166,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/15/2017,North Dakota,140,155,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/18/2020,North Dakota,176,174,true,,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/20/2019,North Dakota,138,166,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/21/2018,North Dakota,138,165,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/22/2017,North Dakota,152,156,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/25/2020,North Dakota,101,171,false,0,2020,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/27/2019,North Dakota,135,162,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/28/2018,North Dakota,135,162,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/29/2017,North Dakota,123,154,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/04/2019,North Dakota,166,162,true,,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/05/2018,North Dakota,123,160,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/06/2017,North Dakota,129,153,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/11/2019,North Dakota,140,159,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/12/2018,North Dakota,127,159,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/13/2017,North Dakota,144,154,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/18/2019,North Dakota,153,158,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/19/2018,North Dakota,128,158,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/20/2017,North Dakota,120,154,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/25/2019,North Dakota,135,158,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/26/2018,North Dakota,128,158,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/27/2017,North Dakota,134,153,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/01/2019,North Dakota,164,157,true,,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/02/2018,North Dakota,133,156,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/03/2017,North Dakota,124,153,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/08/2019,North Dakota,136,159,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/09/2018,North Dakota,121,156,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/10/2017,North Dakota,136,152,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/15/2019,North Dakota,155,158,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/16/2018,North Dakota,120,154,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/17/2017,North Dakota,122,150,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/22/2019,North Dakota,129,157,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/23/2018,North Dakota,127,153,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/24/2017,North Dakota,126,150,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/29/2019,North Dakota,136,156,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/30/2018,North Dakota,126,151,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/01/2017,North Dakota,139,146,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/06/2019,North Dakota,130,155,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/07/2018,North Dakota,128,149,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/08/2017,North Dakota,109,146,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/13/2019,North Dakota,137,155,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/14/2018,North Dakota,143,149,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/15/2017,North Dakota,115,147,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/20/2019,North Dakota,116,155,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/21/2018,North Dakota,105,149,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/22/2017,North Dakota,141,147,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/27/2019,North Dakota,135,153,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/28/2018,North Dakota,124,149,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/29/2017,North Dakota,115,145,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/03/2019,North Dakota,114,155,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/04/2018,North Dakota,139,147,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/05/2017,North Dakota,128,145,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/10/2019,North Dakota,142,153,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/11/2018,North Dakota,117,145,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/12/2017,North Dakota,113,147,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/17/2019,North Dakota,139,153,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/18/2018,North Dakota,136,146,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/19/2017,North Dakota,155,145,true,10,2017,10,0.1,Predicted (weighted),"All causes, excluding COVID-19",
08/24/2019,North Dakota,163,151,true,12,2019,10,0.1,Predicted (weighted),"All causes, excluding COVID-19",
08/25/2018,North Dakota,113,147,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/26/2017,North Dakota,120,147,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/31/2019,North Dakota,116,159,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/01/2018,North Dakota,100,154,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/02/2017,North Dakota,124,150,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/07/2019,North Dakota,122,157,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/08/2018,North Dakota,114,152,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/09/2017,North Dakota,130,151,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/14/2019,North Dakota,158,161,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/15/2018,North Dakota,139,155,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/16/2017,North Dakota,128,150,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/21/2019,North Dakota,128,165,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/22/2018,North Dakota,131,158,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/23/2017,North Dakota,138,154,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/28/2019,North Dakota,156,166,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/29/2018,North Dakota,137,160,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/30/2017,North Dakota,142,156,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/05/2019,North Dakota,139,169,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/06/2018,North Dakota,130,162,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/07/2017,North Dakota,157,157,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/12/2019,North Dakota,127,171,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/13/2018,North Dakota,138,162,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/14/2017,North Dakota,106,158,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/19/2019,North Dakota,162,176,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/20/2018,North Dakota,161,166,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/21/2017,North Dakota,134,163,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/26/2019,North Dakota,147,175,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/27/2018,North Dakota,137,165,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/28/2017,North Dakota,151,162,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/02/2019,North Dakota,135,174,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/03/2018,North Dakota,159,163,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/04/2017,North Dakota,154,161,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/09/2019,North Dakota,149,176,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/10/2018,North Dakota,139,164,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/11/2017,North Dakota,145,162,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/16/2019,North Dakota,160,176,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/17/2018,North Dakota,127,163,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/18/2017,North Dakota,136,160,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/23/2019,North Dakota,153,171,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/24/2018,North Dakota,166,162,true,,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/25/2017,North Dakota,127,160,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/30/2019,North Dakota,150,172,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/01/2018,North Dakota,132,163,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/02/2017,North Dakota,153,160,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/07/2019,North Dakota,151,171,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/08/2018,North Dakota,127,162,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/09/2017,North Dakota,150,159,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/14/2019,North Dakota,145,170,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/15/2018,North Dakota,129,162,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/16/2017,North Dakota,140,158,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/21/2019,North Dakota,163,169,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/22/2018,North Dakota,141,162,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/23/2017,North Dakota,139,158,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/28/2019,North Dakota,148,171,false,0,2019,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/29/2018,North Dakota,150,163,false,0,2018,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/30/2017,North Dakota,132,160,false,0,2017,10,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/04/2020,Ohio,2555,2750,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/05/2019,Ohio,2503,2846,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/06/2018,Ohio,2944,2780,true,164,2018,949,0.1,Predicted (weighted),"All causes, excluding COVID-19",
01/11/2020,Ohio,2618,2786,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/12/2019,Ohio,2552,2906,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/13/2018,Ohio,3085,2818,true,267,2018,949,0.1,Predicted (weighted),"All causes, excluding COVID-19",
01/14/2017,Ohio,2688,2742,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/18/2020,Ohio,2478,2804,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/19/2019,Ohio,2639,2903,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/20/2018,Ohio,2858,2837,true,21,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/21/2017,Ohio,2649,2755,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/25/2020,Ohio,2577,2782,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/26/2019,Ohio,2549,2868,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/27/2018,Ohio,2811,2830,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/28/2017,Ohio,2615,2759,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/01/2020,Ohio,2511,2732,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/02/2019,Ohio,2574,2830,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/03/2018,Ohio,2566,2813,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/04/2017,Ohio,2534,2727,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/08/2020,Ohio,2557,2715,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
