Week Ending Date,State,Observed Number,Threshold,Exceeds Threshold,Excess,Year,Total Excess in 2020,Percent Excess,Type,Outcome,Suppress
02/09/2019,Ohio,2390,2808,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/10/2018,Ohio,2647,2803,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/11/2017,Ohio,2652,2718,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/15/2020,Ohio,2500,2700,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/16/2019,Ohio,2380,2774,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/17/2018,Ohio,2491,2778,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/18/2017,Ohio,2574,2693,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/22/2020,Ohio,2540,2680,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/23/2019,Ohio,2405,2751,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/24/2018,Ohio,2572,2782,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/25/2017,Ohio,2588,2692,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/29/2020,Ohio,2472,2670,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/02/2019,Ohio,2550,2730,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/03/2018,Ohio,2445,2787,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/04/2017,Ohio,2533,2694,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/07/2020,Ohio,2446,2678,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/09/2019,Ohio,2628,2718,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/10/2018,Ohio,2435,2771,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/11/2017,Ohio,2515,2676,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/14/2020,Ohio,2385,2672,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/16/2019,Ohio,2562,2685,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/17/2018,Ohio,2363,2762,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/18/2017,Ohio,2495,2666,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/21/2020,Ohio,2177,2674,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/23/2019,Ohio,2455,2695,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/24/2018,Ohio,2404,2747,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/25/2017,Ohio,2617,2656,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/28/2020,Ohio,2270,2652,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/30/2019,Ohio,2493,2680,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/31/2018,Ohio,2310,2732,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/01/2017,Ohio,2531,2626,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/04/2020,Ohio,2428,2626,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/06/2019,Ohio,2548,2673,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/07/2018,Ohio,2540,2715,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/08/2017,Ohio,2510,2620,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/11/2020,Ohio,2735,2613,true,122,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/13/2019,Ohio,2358,2639,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/14/2018,Ohio,2444,2676,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/15/2017,Ohio,2465,2608,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/18/2020,Ohio,3412,2585,true,827,2020,949,0.3,Predicted (weighted),"All causes, excluding COVID-19",
04/20/2019,Ohio,2349,2616,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/21/2018,Ohio,2396,2654,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/22/2017,Ohio,2353,2581,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/25/2020,Ohio,1352,2537,false,0,2020,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/27/2019,Ohio,2309,2583,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/28/2018,Ohio,2373,2597,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/29/2017,Ohio,2210,2557,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/04/2019,Ohio,2253,2533,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/05/2018,Ohio,2501,2546,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/06/2017,Ohio,2249,2485,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/11/2019,Ohio,2304,2494,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/12/2018,Ohio,2350,2519,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/13/2017,Ohio,2309,2472,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/18/2019,Ohio,2230,2484,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/19/2018,Ohio,2191,2508,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/20/2017,Ohio,2283,2456,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/25/2019,Ohio,2281,2460,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/26/2018,Ohio,2228,2506,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/27/2017,Ohio,2208,2440,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/01/2019,Ohio,2230,2444,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/02/2018,Ohio,2199,2475,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/03/2017,Ohio,2252,2406,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/08/2019,Ohio,2233,2426,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/09/2018,Ohio,2268,2459,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/10/2017,Ohio,2311,2409,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/15/2019,Ohio,2282,2423,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/16/2018,Ohio,2197,2453,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/17/2017,Ohio,2237,2407,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/22/2019,Ohio,2270,2439,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/23/2018,Ohio,2265,2452,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/24/2017,Ohio,2184,2415,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/29/2019,Ohio,2336,2435,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/30/2018,Ohio,2242,2468,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/01/2017,Ohio,2171,2423,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/06/2019,Ohio,2274,2431,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/07/2018,Ohio,2226,2448,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/08/2017,Ohio,2224,2414,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/13/2019,Ohio,2271,2407,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/14/2018,Ohio,2287,2439,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/15/2017,Ohio,2278,2409,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/20/2019,Ohio,2264,2410,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/21/2018,Ohio,2217,2446,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/22/2017,Ohio,2140,2418,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/27/2019,Ohio,2248,2418,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/28/2018,Ohio,2132,2445,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/29/2017,Ohio,2177,2431,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/03/2019,Ohio,2260,2407,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/04/2018,Ohio,2197,2441,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/05/2017,Ohio,2179,2411,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/10/2019,Ohio,2232,2406,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/11/2018,Ohio,2254,2428,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/12/2017,Ohio,2167,2399,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/17/2019,Ohio,2200,2407,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/18/2018,Ohio,2245,2430,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/19/2017,Ohio,2212,2388,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/24/2019,Ohio,2266,2413,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/25/2018,Ohio,2155,2432,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/26/2017,Ohio,2197,2396,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/31/2019,Ohio,2265,2435,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/01/2018,Ohio,2183,2440,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/02/2017,Ohio,2269,2396,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/07/2019,Ohio,2221,2442,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/08/2018,Ohio,2283,2450,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/09/2017,Ohio,2254,2410,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/14/2019,Ohio,2279,2458,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/15/2018,Ohio,2311,2462,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/16/2017,Ohio,2301,2421,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/21/2019,Ohio,2338,2467,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/22/2018,Ohio,2378,2464,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/23/2017,Ohio,2236,2419,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/28/2019,Ohio,2258,2466,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/29/2018,Ohio,2194,2468,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/30/2017,Ohio,2206,2439,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/05/2019,Ohio,2262,2484,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/06/2018,Ohio,2298,2478,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/07/2017,Ohio,2265,2465,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/12/2019,Ohio,2360,2481,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/13/2018,Ohio,2287,2482,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/14/2017,Ohio,2209,2474,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/19/2019,Ohio,2313,2503,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/20/2018,Ohio,2352,2492,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/21/2017,Ohio,2254,2478,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/26/2019,Ohio,2312,2525,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/27/2018,Ohio,2264,2505,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/28/2017,Ohio,2247,2483,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/02/2019,Ohio,2374,2548,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/03/2018,Ohio,2424,2521,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/04/2017,Ohio,2326,2498,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/09/2019,Ohio,2516,2569,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/10/2018,Ohio,2432,2557,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/11/2017,Ohio,2352,2542,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/16/2019,Ohio,2425,2602,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/17/2018,Ohio,2421,2573,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/18/2017,Ohio,2398,2565,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/23/2019,Ohio,2432,2612,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/24/2018,Ohio,2347,2593,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/25/2017,Ohio,2436,2575,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/30/2019,Ohio,2417,2634,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/01/2018,Ohio,2494,2614,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/02/2017,Ohio,2392,2594,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/07/2019,Ohio,2468,2654,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/08/2018,Ohio,2493,2637,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/09/2017,Ohio,2459,2619,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/14/2019,Ohio,2510,2660,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/15/2018,Ohio,2433,2670,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/16/2017,Ohio,2531,2623,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/21/2019,Ohio,2471,2681,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/22/2018,Ohio,2480,2718,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/23/2017,Ohio,2636,2688,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/28/2019,Ohio,2547,2719,false,0,2019,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/29/2018,Ohio,2384,2775,false,0,2018,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/30/2017,Ohio,2743,2748,false,0,2017,949,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/04/2020,Oklahoma,894,895,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/05/2019,Oklahoma,819,921,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/06/2018,Oklahoma,944,883,true,61,2018,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",
01/11/2020,Oklahoma,803,905,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/12/2019,Oklahoma,798,948,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/13/2018,Oklahoma,957,889,true,68,2018,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",
01/14/2017,Oklahoma,837,878,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/18/2020,Oklahoma,780,932,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/19/2019,Oklahoma,799,961,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/20/2018,Oklahoma,953,899,true,54,2018,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",
01/21/2017,Oklahoma,831,883,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/25/2020,Oklahoma,687,924,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/26/2019,Oklahoma,813,955,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/27/2018,Oklahoma,905,901,true,,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/28/2017,Oklahoma,822,888,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/01/2020,Oklahoma,725,925,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/02/2019,Oklahoma,811,949,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/03/2018,Oklahoma,945,907,true,38,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/04/2017,Oklahoma,845,888,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/08/2020,Oklahoma,804,919,false,0,2020,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/09/2019,Oklahoma,834,945,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
