BatchNo,WO#,CreatedDate,AssignedDate,CompletedDate,Status,NodeID,Boro,Support,SupportAction,StreetSignName,SignAction,Size,NewSign
Un assigned,716,10/29/2018,,,WO CREATED,30076,Queens,Light Pole,NoAction,Forest Av,Remove & Install,30,Yes
Un assigned,716,10/29/2018,,,WO CREATED,30076,Queens,Light Pole,NoAction,Norman St,Remove & Install,30,Yes
Un assigned,717,10/29/2018,,,WO CREATED,30079,Queens,Light Pole,NoAction,Forest Av,Remove & Install,30,Yes
Un assigned,717,10/29/2018,,,WO CREATED,30079,Queens,Light Pole,NoAction,Summerfield Street,Install,30,Yes
Un assigned,718,10/29/2018,,,WO CREATED,30079,Queens,Light Pole,NoAction,Forest Av,Remove & Install,30,Yes
Un assigned,718,10/29/2018,,,WO CREATED,30079,Queens,Light Pole,NoAction,Summerfield Street,Remove & Install,30,Yes
Un assigned,719,10/29/2018,,,WO CREATED,30147,Queens,Pipe,NoAction,60 Pl,Remove & Install,24,Yes
Un assigned,719,10/29/2018,,,WO CREATED,30147,Queens,Pipe,NoAction,75 Av,Remove & Install,24,Yes
Un assigned,720,10/29/2018,,,WO CREATED,30147,Queens,Light Pole,NoAction,60 Pl,Remove & Install,24,Yes
Un assigned,720,10/29/2018,,,WO CREATED,30147,Queens,Light Pole,NoAction,75 Av,Remove & Install,24,Yes
Un assigned,721,10/29/2018,,,WO CREATED,30148,Queens,Light Pole,NoAction,60 Pl,Remove & Install,24,Yes
Un assigned,721,10/29/2018,,,WO CREATED,30148,Queens,Light Pole,NoAction,St Felix Av,Remove & Install,36,Yes
Un assigned,722,10/29/2018,,,WO CREATED,30148,Queens,Wood Pole,NoAction,60 Pl,Remove & Install,24,Yes
Un assigned,722,10/29/2018,,,WO CREATED,30148,Queens,Wood Pole,NoAction,St Felix Av,Remove & Install,36,Yes
Un assigned,723,10/29/2018,,,WO CREATED,30150,Queens,Light Pole,NoAction,60 Ln,Remove & Install,24,Yes
Un assigned,723,10/29/2018,,,WO CREATED,30150,Queens,Light Pole,NoAction,St Felix Av,Remove & Install,36,Yes
Un assigned,724,10/29/2018,,,WO CREATED,30150,Queens,Light Pole,NoAction,60 Ln,Remove & Install,24,Yes
Un assigned,724,10/29/2018,,,WO CREATED,30150,Queens,Light Pole,NoAction,St Felix Av,Remove & Install,36,Yes
Un assigned,725,10/29/2018,,,WO CREATED,30151,Queens,Light Pole,NoAction,60 Ln,Remove & Install,24,Yes
Un assigned,725,10/29/2018,,,WO CREATED,30151,Queens,Light Pole,NoAction,75 Av,Remove & Install,24,Yes
Un assigned,726,10/29/2018,,,WO CREATED,30151,Queens,Light Pole,NoAction,60 Ln,Remove & Install,24,Yes
Un assigned,726,10/29/2018,,,WO CREATED,30151,Queens,Light Pole,NoAction,75 Av,Remove & Install,24,Yes
Un assigned,727,10/29/2018,,,WO CREATED,30152,Queens,Light Pole,NoAction,61 St,Remove & Install,24,Yes
Un assigned,727,10/29/2018,,,WO CREATED,30152,Queens,Light Pole,NoAction,75 Av,Install,24,Yes
Un assigned,728,10/29/2018,,,WO CREATED,30152,Queens,Light Pole,NoAction,61 St,Remove & Install,24,Yes
Un assigned,728,10/29/2018,,,WO CREATED,30152,Queens,Light Pole,NoAction,75 Av,Remove & Install,24,Yes
Un assigned,729,10/29/2018,,,WO CREATED,30154,Queens,Light Pole,NoAction,61 St,Remove & Install,24,Yes
Un assigned,729,10/29/2018,,,WO CREATED,30154,Queens,Light Pole,NoAction,St Felix Av,Remove & Install,36,Yes
Un assigned,730,10/29/2018,,,WO CREATED,30154,Queens,Light Pole,NoAction,61 St,Remove & Install,24,Yes
Un assigned,730,10/29/2018,,,WO CREATED,30154,Queens,Light Pole,NoAction,St Felix Av,Remove & Install,36,Yes
Un assigned,731,10/29/2018,,,WO CREATED,30155,Queens,Pipe,NoAction,Cooper Av,Remove & Install,30,Yes
Un assigned,731,10/29/2018,,,WO CREATED,30155,Queens,Pipe,NoAction,St Felix Av,Remove & Install,36,Yes
Un assigned,732,10/29/2018,,,WO CREATED,30155,Queens,Light Pole,NoAction,Cooper Av,Remove & Install,30,Yes
Un assigned,732,10/29/2018,,,WO CREATED,30155,Queens,Light Pole,NoAction,St Felix Av,Remove & Install,36,Yes
Un assigned,733,10/29/2018,,,WO CREATED,59777,Queens,Light Pole,NoAction,206 St,Remove & Install,24,Yes
Un assigned,733,10/29/2018,,,WO CREATED,59777,Queens,Light Pole,NoAction,56 Av,Remove & Install,24,Yes
Un assigned,734,10/29/2018,,,WO CREATED,59777,Queens,Light Pole,NoAction,206 St,Remove & Install,24,Yes
Un assigned,734,10/29/2018,,,WO CREATED,59777,Queens,Light Pole,NoAction,56 Av,Remove & Install,24,Yes
Un assigned,735,10/29/2018,,,WO CREATED,59872,Queens,Light Pole,NoAction,212 St,Remove & Install,24,Yes
Un assigned,735,10/29/2018,,,WO CREATED,59872,Queens,Light Pole,NoAction,56 Av,Remove & Install,24,Yes
Un assigned,736,10/29/2018,,,WO CREATED,59965,Queens,Light Pole,NoAction,214 St,Remove & Install,24,Yes
Un assigned,736,10/29/2018,,,WO CREATED,59965,Queens,Light Pole,NoAction,56 Av,Remove & Install,24,Yes
Un assigned,737,10/29/2018,,,WO CREATED,59965,Queens,Light Pole,NoAction,214 St,Remove & Install,24,Yes
Un assigned,737,10/29/2018,,,WO CREATED,59965,Queens,Light Pole,NoAction,56 Av,Remove & Install,24,Yes
Un assigned,738,10/29/2018,,,WO CREATED,59967,Queens,Light Pole,NoAction,215 St,Remove & Install,24,Yes
Un assigned,738,10/29/2018,,,WO CREATED,59967,Queens,Light Pole,NoAction,56 Av,Remove & Install,24,Yes
Un assigned,739,10/29/2018,,,WO CREATED,59967,Queens,Light Pole,NoAction,215 St,Remove & Install,24,Yes
Un assigned,739,10/29/2018,,,WO CREATED,59967,Queens,Light Pole,NoAction,56 Av,Remove & Install,24,Yes
Un assigned,740,10/29/2018,,,WO CREATED,30138,Queens,Light Pole,NoAction,60 St,Remove & Install,24,Yes
Un assigned,740,10/29/2018,,,WO CREATED,30138,Queens,Light Pole,NoAction,78 Av,Remove & Install,24,Yes
Un assigned,741,10/29/2018,,,WO CREATED,30138,Queens,Light Pole,NoAction,60 St,Remove & Install,24,Yes
Un assigned,741,10/29/2018,,,WO CREATED,30138,Queens,Light Pole,NoAction,78 Av,Remove & Install,24,Yes
Un assigned,742,10/29/2018,,,WO CREATED,30141,Queens,Light Pole,NoAction,60 St,Install,24,Yes
Un assigned,742,10/29/2018,,,WO CREATED,30141,Queens,Light Pole,NoAction,79 Av,Install,24,Yes
Un assigned,743,10/29/2018,,,WO CREATED,30141,Queens,Pipe,Remove & Replace,60 St,Remove & Install,24,Yes
Un assigned,743,10/29/2018,,,WO CREATED,30141,Queens,Pipe,Remove & Replace,79 Av,Remove & Install,24,Yes
Un assigned,744,10/29/2018,,,WO CREATED,62304,Queens,Light Pole,NoAction,251 St,Install,24,Yes
Un assigned,744,10/29/2018,,,WO CREATED,62304,Queens,Light Pole,NoAction,58 Av,Install,24,Yes
Un assigned,745,10/29/2018,,,WO CREATED,62304,Queens,Light Pole,NoAction,251 St,Remove & Install,24,Yes
Un assigned,745,10/29/2018,,,WO CREATED,62304,Queens,Light Pole,NoAction,58 Av,Remove & Install,24,Yes
Un assigned,746,10/29/2018,,,WO CREATED,62306,Queens,Light Pole,NoAction,251 St,Remove & Install,24,Yes
Un assigned,746,10/29/2018,,,WO CREATED,62306,Queens,Light Pole,NoAction,60 Av,Remove & Install,24,Yes
Un assigned,747,10/29/2018,,,WO CREATED,62306,Queens,Light Pole,NoAction,251 St,Remove & Install,24,Yes
Un assigned,747,10/29/2018,,,WO CREATED,62306,Queens,Light Pole,NoAction,60 Av,Remove & Install,24,Yes
Un assigned,748,10/29/2018,,,WO CREATED,62307,Queens,Pipe,NoAction,253 St,Remove & Install,24,Yes
Un assigned,748,10/29/2018,,,WO CREATED,62307,Queens,Pipe,NoAction,58 Av,Remove & Install,24,Yes
Un assigned,749,10/29/2018,,,WO CREATED,62307,Queens,Wood Pole,NoAction,253 St,Remove & Install,24,Yes
Un assigned,749,10/29/2018,,,WO CREATED,62307,Queens,Wood Pole,NoAction,58 Av,Remove & Install,24,Yes
Un assigned,750,10/29/2018,,,WO CREATED,62924,Queens,Pipe,NoAction,255 St,Remove & Install,24,Yes
Un assigned,750,10/29/2018,,,WO CREATED,62924,Queens,Pipe,NoAction,58 Av,Remove & Install,24,Yes
Un assigned,751,10/29/2018,,,WO CREATED,62924,Queens,Wood Pole,NoAction,255 St,Remove & Install,24,Yes
Un assigned,751,10/29/2018,,,WO CREATED,62924,Queens,Wood Pole,NoAction,58 Av,Remove & Install,24,Yes
Un assigned,752,10/29/2018,,,WO CREATED,62992,Queens,Wood Pole,NoAction,260 St,Remove & Install,24,Yes
Un assigned,752,10/29/2018,,,WO CREATED,62992,Queens,Wood Pole,NoAction,60 Av,Remove & Install,24,Yes
Un assigned,753,10/29/2018,,,WO CREATED,62992,Queens,Wood Pole,NoAction,260 St,Install,24,Yes
Un assigned,753,10/29/2018,,,WO CREATED,62992,Queens,Wood Pole,NoAction,60 Av,Install,24,Yes
Un assigned,754,10/29/2018,,,WO CREATED,62993,Queens,Pipe,Install,260 St,Install,24,Yes
Un assigned,754,10/29/2018,,,WO CREATED,62993,Queens,Pipe,Install,59 Av,Install,24,Yes
Un assigned,755,10/29/2018,,,WO CREATED,62993,Queens,Wood Pole,NoAction,260 St,Remove & Install,24,Yes
Un assigned,755,10/29/2018,,,WO CREATED,62993,Queens,Wood Pole,NoAction,59 Av,Remove & Install,24,Yes
Un assigned,756,10/29/2018,,,WO CREATED,62994,Queens,Pipe,NoAction,262 St,Remove & Install,24,Yes
Un assigned,756,10/29/2018,,,WO CREATED,62994,Queens,Pipe,NoAction,60 Av,Remove & Install,24,Yes
Un assigned,757,10/29/2018,,,WO CREATED,62994,Queens,Wood Pole,NoAction,262 St,Remove & Install,24,Yes
Un assigned,757,10/29/2018,,,WO CREATED,62994,Queens,Wood Pole,NoAction,60 Av,Remove & Install,24,Yes
Un assigned,758,10/29/2018,,,WO CREATED,62995,Queens,Pipe,Remove & Replace,262 St,Remove & Install,24,Yes
Un assigned,758,10/29/2018,,,WO CREATED,62995,Queens,Pipe,Remove & Replace,59 Av,Remove & Install,24,Yes
Un assigned,759,10/29/2018,,,WO CREATED,62995,Queens,Wood Pole,NoAction,262 St,Remove & Install,24,Yes
Un assigned,759,10/29/2018,,,WO CREATED,62995,Queens,Wood Pole,NoAction,59 Av,Remove & Install,24,Yes
Un assigned,760,10/29/2018,,,WO CREATED,62996,Queens,Wood Pole,NoAction,262 St,Remove & Install,24,Yes
Un assigned,760,10/29/2018,,,WO CREATED,62996,Queens,Wood Pole,NoAction,60 Rd,Remove & Install,24,Yes
Un assigned,761,10/29/2018,,,WO CREATED,62996,Queens,Pipe,NoAction,262 St,Remove & Install,24,Yes
Un assigned,761,10/29/2018,,,WO CREATED,62996,Queens,Pipe,NoAction,60 Rd,Remove & Install,24,Yes
Un assigned,762,10/29/2018,,,WO CREATED,63006,Queens,Pipe,NoAction,262 St,Remove & Install,24,Yes
Un assigned,762,10/29/2018,,,WO CREATED,63006,Queens,Pipe,NoAction,58 Av,Remove & Install,24,Yes
Un assigned,763,10/29/2018,,,WO CREATED,63006,Queens,Wood Pole,NoAction,262 St,Remove & Install,24,Yes
Un assigned,763,10/29/2018,,,WO CREATED,63006,Queens,Wood Pole,NoAction,58 Av,Remove & Install,24,Yes
Un assigned,764,10/29/2018,,,WO CREATED,63014,Queens,Pipe,NoAction,263 St,Remove & Install,24,Yes
Un assigned,764,10/29/2018,,,WO CREATED,63014,Queens,Pipe,NoAction,58 Av,Remove & Install,24,Yes
Un assigned,765,10/29/2018,,,WO CREATED,63014,Queens,Pipe,NoAction,263 St,Remove & Install,24,Yes
Un assigned,765,10/29/2018,,,WO CREATED,63014,Queens,Pipe,NoAction,58 Av,Remove & Install,24,Yes
Un assigned,766,10/30/2018,,,WO CREATED,46554,Queens,Light Pole,NoAction,37 Av,Remove,30,No
Un assigned,766,10/30/2018,,,WO CREATED,46554,Queens,Light Pole,NoAction,77 St,Remove,30,No
Un assigned,767,10/30/2018,,,WO CREATED,46554,Queens,Light Pole,NoAction,37 Av,Install,30,Yes
Un assigned,767,10/30/2018,,,WO CREATED,46554,Queens,Light Pole,NoAction,77 St,Install,30,Yes
Un assigned,769,10/30/2018,,,WO CREATED,46554,Queens,Light Pole,NoAction,37 Av,Install,30,Yes
Un assigned,769,10/30/2018,,,WO CREATED,46554,Queens,Light Pole,NoAction,77 St,Install,30,Yes
Un assigned,769,10/30/2018,,,WO CREATED,46554,Queens,Light Pole,NoAction,Edgar Garson Corner,Remove & Install,36,No
Un assigned,770,10/30/2018,,,WO CREATED,46624,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,770,10/30/2018,,,WO CREATED,46624,Queens,Light Pole,NoAction,78 St,Install,30,Yes
Un assigned,770,10/30/2018,,,WO CREATED,46624,Queens,Light Pole,NoAction,Julio Rivera corner,Remove & Install,30,Yes
Un assigned,771,10/30/2018,,,WO CREATED,46624,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,771,10/30/2018,,,WO CREATED,46624,Queens,Light Pole,NoAction,78 St,Remove & Install,30,Yes
Un assigned,772,10/30/2018,,,WO CREATED,46625,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,772,10/30/2018,,,WO CREATED,46625,Queens,Light Pole,NoAction,79 St,Remove & Install,30,Yes
Un assigned,773,10/30/2018,,,WO CREATED,46625,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,773,10/30/2018,,,WO CREATED,46625,Queens,Light Pole,NoAction,79 St,Remove & Install,30,Yes
Un assigned,774,10/30/2018,,,WO CREATED,46626,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,774,10/30/2018,,,WO CREATED,46626,Queens,Light Pole,NoAction,80 St,Remove & Install,30,Yes
Un assigned,775,10/30/2018,,,WO CREATED,46626,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,775,10/30/2018,,,WO CREATED,46626,Queens,Light Pole,NoAction,80 St,Remove & Install,30,Yes
Un assigned,776,10/30/2018,,,WO CREATED,46699,Queens,Traffic Signal,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,776,10/30/2018,,,WO CREATED,46699,Queens,Traffic Signal,NoAction,81 St,Remove & Install,30,Yes
Un assigned,777,10/30/2018,,,WO CREATED,46699,Queens,Traffic Signal,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,777,10/30/2018,,,WO CREATED,46699,Queens,Traffic Signal,NoAction,81 St,Remove & Install,30,Yes
Un assigned,778,10/30/2018,,,WO CREATED,46700,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,778,10/30/2018,,,WO CREATED,46700,Queens,Light Pole,NoAction,82 St,Remove & Install,30,Yes
Un assigned,778,10/30/2018,,,WO CREATED,46700,Queens,Light Pole,NoAction,Calle Colombia Way,Remove & Install,36,Yes
Un assigned,779,10/30/2018,,,WO CREATED,46700,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,779,10/30/2018,,,WO CREATED,46700,Queens,Light Pole,NoAction,82 St,Remove & Install,30,Yes
Un assigned,780,10/30/2018,,,WO CREATED,46701,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,780,10/30/2018,,,WO CREATED,46701,Queens,Light Pole,NoAction,83 St,Remove & Install,30,Yes
Un assigned,781,10/30/2018,,,WO CREATED,46701,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,781,10/30/2018,,,WO CREATED,46701,Queens,Light Pole,NoAction,83 St,Remove & Install,30,Yes
Un assigned,781,10/30/2018,,,WO CREATED,46701,Queens,Light Pole,NoAction,Richard Cecere Corner,NoAction,36,No
Un assigned,782,10/31/2018,,,WO CREATED,46702,Queens,Light Pole,NoAction,37 Av,Install,30,Yes
Un assigned,782,10/31/2018,,,WO CREATED,46702,Queens,Light Pole,NoAction,84 St,Install,30,Yes
Un assigned,783,10/31/2018,,,WO CREATED,46702,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,783,10/31/2018,,,WO CREATED,46702,Queens,Light Pole,NoAction,84 St,Remove & Install,30,Yes
Un assigned,784,10/31/2018,,,WO CREATED,46762,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,784,10/31/2018,,,WO CREATED,46762,Queens,Light Pole,NoAction,85 St,Remove & Install,30,Yes
Un assigned,785,10/31/2018,,,WO CREATED,46762,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,785,10/31/2018,,,WO CREATED,46762,Queens,Light Pole,NoAction,85 St,Remove & Install,30,Yes
Un assigned,786,10/31/2018,,,WO CREATED,59782,Queens,Light Pole,NoAction,53 Av,Remove & Install,24,Yes
Un assigned,786,10/31/2018,,,WO CREATED,59782,Queens,Light Pole,NoAction,Oceania St,Remove & Install,30,Yes
Un assigned,787,10/31/2018,,,WO CREATED,46763,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,787,10/31/2018,,,WO CREATED,46763,Queens,Light Pole,NoAction,86 St,Remove & Install,30,Yes
Un assigned,788,10/31/2018,,,WO CREATED,46763,Queens,Light Pole,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,788,10/31/2018,,,WO CREATED,46763,Queens,Light Pole,NoAction,86 St,Remove & Install,30,Yes
Un assigned,789,10/31/2018,,,WO CREATED,46764,Queens,Traffic Signal,NoAction,37 Av,Remove & Install,30,Yes
Un assigned,789,10/31/2018,,,WO CREATED,46764,Queens,Traffic Signal,NoAction,87 St,Remove & Install,30,Yes
Un assigned,975,12/10/2018,,,WO CREATED,21722,Manhattan,Light Pole,NoAction,Broadway,Remove & Install,30,Yes
Un assigned,975,12/10/2018,,,WO CREATED,21722,Manhattan,Light Pole,NoAction,W 69 St,Remove & Install,30,Yes
Un assigned,976,12/10/2018,,,WO CREATED,21695,Manhattan,Light Pole,NoAction,Riverside Drive,NoAction,30,No
Un assigned,976,12/10/2018,,,WO CREATED,21695,Manhattan,Light Pole,NoAction,W 78 St,NoAction,30,No
Un assigned,977,12/10/2018,,,WO CREATED,21695,Manhattan,Light Pole,NoAction,E 78 St,Remove & Install,30,Yes
Un assigned,977,12/10/2018,,,WO CREATED,21695,Manhattan,Light Pole,NoAction,Riverside Drive,Remove & Install,30,Yes
Un assigned,980,12/11/2018,,,WO CREATED,21829,Manhattan,Traffic Signal,NoAction,2 Av,Remove & Install,24,Yes
Un assigned,980,12/11/2018,,,WO CREATED,21829,Manhattan,Traffic Signal,NoAction,E 30 St,Remove & Install,24,Yes
Un assigned,981,12/11/2018,,,WO CREATED,21829,Manhattan,Light Pole,NoAction,2 Av,Remove & Install,24,Yes
Un assigned,981,12/11/2018,,,WO CREATED,21829,Manhattan,Light Pole,NoAction,E 30 St,Remove & Install,24,Yes
Un assigned,982,12/11/2018,,,WO CREATED,22812,Manhattan,Light Pole,NoAction,1 Av,Install,24,Yes
Un assigned,982,12/11/2018,,,WO CREATED,22812,Manhattan,Light Pole,NoAction,E 58 St,Install,24,Yes
Un assigned,983,12/11/2018,,,WO CREATED,22812,Manhattan,Traffic Signal,NoAction,1 Av,Remove & Install,24,Yes
Un assigned,983,12/11/2018,,,WO CREATED,22812,Manhattan,Traffic Signal,NoAction,E 58 St,Remove & Install,24,Yes
Un assigned,984,12/11/2018,,,WO CREATED,22836,Manhattan,Light Pole,NoAction,2 Av,Remove & Install,24,Yes
Un assigned,984,12/11/2018,,,WO CREATED,22836,Manhattan,Light Pole,NoAction,E 64 St,Remove & Install,24,Yes
Un assigned,985,12/11/2018,,,WO CREATED,22836,Manhattan,Traffic Signal,NoAction,2 Av,Remove & Install,24,Yes
Un assigned,985,12/11/2018,,,WO CREATED,22836,Manhattan,Traffic Signal,NoAction,E 64 St,Remove & Install,24,Yes
Un assigned,989,01/18/2019,,,WO CREATED,34095,Queens,Light Pole,NoAction,126 St,Install,24,Yes
Un assigned,989,01/18/2019,,,WO CREATED,34095,Queens,Light Pole,NoAction,Rockaway Boulevard,Install,30,Yes
Un assigned,990,01/23/2019,,,WO CREATED,34264,Queens,Pipe,NoAction,135 Pl,Install,24,Yes
Un assigned,990,01/23/2019,,,WO CREATED,34264,Queens,Pipe,NoAction,Rockaway Boulevard,Install,30,Yes
Un assigned,991,01/23/2019,,,WO CREATED,34264,Queens,Light Pole,NoAction,135 Pl,Remove & Install,24,Yes
Un assigned,991,01/23/2019,,,WO CREATED,34264,Queens,Light Pole,NoAction,Rockaway Boulevard,Remove & Install,30,Yes
Un assigned,992,01/24/2019,,,WO CREATED,59631,Queens,Light Pole,NoAction,Hollis Court Boulevard,Install,36,Yes
Un assigned,992,01/24/2019,,,WO CREATED,59631,Queens,Light Pole,NoAction,Horace Harding Expressway,Install,36,Yes
Un assigned,993,01/24/2019,,,WO CREATED,59631,Queens,Light Pole,NoAction,Hollis Court Boulevard,Install,36,Yes
Un assigned,993,01/24/2019,,,WO CREATED,59631,Queens,Light Pole,NoAction,Horace Harding Expressway,Install,36,Yes
Un assigned,994,01/24/2019,,,WO CREATED,59626,Queens,Light Pole,NoAction,Francis Lewis Boulevard,Install,36,Yes
Un assigned,994,01/24/2019,,,WO CREATED,59626,Queens,Light Pole,NoAction,Hollis Court Boulevard,Install,36,Yes
Un assigned,996,01/24/2019,,,WO CREATED,59331,Queens,Traffic Signal,NoAction,34 Av,NoAction,24,No
Un assigned,996,01/24/2019,,,WO CREATED,59331,Queens,Traffic Signal,NoAction,Francis Lewis Boulevard,Remove & Install,36,Yes
Un assigned,997,01/24/2019,,,WO CREATED,59331,Queens,Traffic Signal,NoAction,192 St,Remove & Install,24,Yes
Un assigned,997,01/24/2019,,,WO CREATED,59331,Queens,Traffic Signal,NoAction,Francis Lewis Boulevard,Install,36,Yes
Un assigned,998,01/24/2019,,,WO CREATED,59405,Queens,Light Pole,NoAction,38 Av,Remove & Install,24,Yes
Un assigned,998,01/24/2019,,,WO CREATED,59405,Queens,Light Pole,NoAction,Francis Lewis Boulevard,Remove & Install,36,Yes
Un assigned,999,01/24/2019,,,WO CREATED,59405,Queens,Light Pole,NoAction,38 Av,Remove & Install,24,Yes
Un assigned,999,01/24/2019,,,WO CREATED,59405,Queens,Light Pole,NoAction,Francis Lewis Boulevard,Remove & Install,36,Yes
Un assigned,1000,01/31/2019,,,WO CREATED,17419,Brooklyn,Light Pole,NoAction,Ave L,NoAction,24,No
Un assigned,1000,01/31/2019,,,WO CREATED,17419,Brooklyn,Light Pole,NoAction,E 10 St,Remove & Install,24,Yes
Un assigned,1504,02/06/2019,,,WO CREATED,33866,Queens,Pipe,NoAction,115 Av,Remove & Install,24,Yes
Un assigned,1504,02/06/2019,,,WO CREATED,33866,Queens,Pipe,NoAction,117 St,Remove & Install,24,Yes
Un assigned,1505,02/06/2019,,,WO CREATED,33866,Queens,Traffic Signal,NoAction,115 Av,Install,24,Yes
Un assigned,1505,02/06/2019,,,WO CREATED,33866,Queens,Traffic Signal,NoAction,Rockaway Boulevard,Install,30,Yes
Un assigned,1506,02/06/2019,,,WO CREATED,33868,Queens,Traffic Signal,NoAction,117 St,Install,24,Yes
Un assigned,1506,02/06/2019,,,WO CREATED,33868,Queens,Traffic Signal,NoAction,Rockaway Boulevard,Install,30,Yes
Un assigned,1507,02/06/2019,,,WO CREATED,33868,Queens,Pipe,Remove,117 St,Remove,24,No
Un assigned,1507,02/06/2019,,,WO CREATED,33868,Queens,Pipe,Remove,Rockaway Boulevard,NoAction,30,No
Un assigned,1508,02/06/2019,,,WO CREATED,33935,Queens,Traffic Signal,NoAction,Lefferts Boulevard,Remove & Install,30,Yes
Un assigned,1508,02/06/2019,,,WO CREATED,33935,Queens,Traffic Signal,NoAction,Rockaway Boulevard,Remove & Install,30,Yes
Un assigned,1509,02/06/2019,,,WO CREATED,33936,Queens,Traffic Signal,NoAction,Lefferts Boulevard,Install,30,Yes
Un assigned,1509,02/06/2019,,,WO CREATED,33936,Queens,Traffic Signal,NoAction,Rockaway Boulevard,Install,30,Yes
Un assigned,1510,02/06/2019,,,WO CREATED,34002,Queens,Pipe,NoAction,122 Pl,NoAction,24,No
Un assigned,1510,02/06/2019,,,WO CREATED,34002,Queens,Pipe,NoAction,Rockaway Boulevard,NoAction,30,No
Un assigned,1511,02/06/2019,,,WO CREATED,34002,Queens,Pipe,NoAction,122 Pl,Install,24,Yes
Un assigned,1511,02/06/2019,,,WO CREATED,34002,Queens,Pipe,NoAction,Rockaway Boulevard,Remove & Install,30,Yes
Un assigned,1512,02/06/2019,,,WO CREATED,34004,Queens,Traffic Signal,NoAction,123 St,Remove & Install,24,Yes
Un assigned,1512,02/06/2019,,,WO CREATED,34004,Queens,Traffic Signal,NoAction,Rockaway Boulevard,Remove & Install,30,Yes
Un assigned,1513,02/06/2019,,,WO CREATED,34004,Queens,Traffic Signal,NoAction,123 St,Install,24,Yes
Un assigned,1513,02/06/2019,,,WO CREATED,34004,Queens,Traffic Signal,NoAction,Rockaway Boulevard,Install,30,Yes
Un assigned,1514,02/06/2019,,,WO CREATED,34005,Queens,Pipe,Remove,123 St,Install,24,Yes
Un assigned,1514,02/06/2019,,,WO CREATED,34005,Queens,Pipe,Remove,Rockaway Boulevard,Remove & Install,30,Yes
Un assigned,1515,02/06/2019,,,WO CREATED,34005,Queens,Wood Pole,NoAction,123 St,Install,24,No
Un assigned,1515,02/06/2019,,,WO CREATED,34005,Queens,Wood Pole,NoAction,Rockaway Boulevard,Install,30,Yes
Un assigned,1516,02/06/2019,,,WO CREATED,34007,Queens,Wood Pole,NoAction,124 St,Remove & Install,24,Yes
Un assigned,1516,02/06/2019,,,WO CREATED,34007,Queens,Wood Pole,NoAction,Rockaway Boulevard,Remove & Install,30,Yes
Un assigned,1517,02/06/2019,,,WO CREATED,34008,Queens,Pipe,Repair,124 St,Remove & Install,24,Yes
Un assigned,1517,02/06/2019,,,WO CREATED,34008,Queens,Pipe,Repair,Rockaway Boulevard,Remove & Install,30,Yes
Un assigned,1518,02/06/2019,,,WO CREATED,34008,Queens,Wood Pole,NoAction,124 St,Install,24,Yes
Un assigned,1518,02/06/2019,,,WO CREATED,34008,Queens,Wood Pole,NoAction,Rockaway Boulevard,Install,30,Yes
Un assigned,1519,02/06/2019,,,WO CREATED,34093,Queens,Pipe,Remove,125 St,Remove & Install,24,Yes
Un assigned,1519,02/06/2019,,,WO CREATED,34093,Queens,Pipe,Remove,Rockaway Boulevard,Install,30,Yes
Un assigned,1520,02/06/2019,,,WO CREATED,34093,Queens,Wood Pole,NoAction,125 St,Install,24,Yes
Un assigned,1520,02/06/2019,,,WO CREATED,34093,Queens,Wood Pole,NoAction,Rockaway Boulevard,Install,30,Yes
Un assigned,1521,02/06/2019,,,WO CREATED,66894,Queens,Light Pole,NoAction,121 St,Remove & Install,24,Yes
Un assigned,1521,02/06/2019,,,WO CREATED,66894,Queens,Light Pole,NoAction,Rockaway Boulevard,Remove & Install,30,Yes
Un assigned,1522,02/06/2019,,,WO CREATED,66894,Queens,Light Pole,NoAction,121 St,Remove & Install,24,Yes
Un assigned,1522,02/06/2019,,,WO CREATED,66894,Queens,Light Pole,NoAction,Rockaway Boulevard,Remove & Install,30,Yes
Un assigned,1523,02/06/2019,,,WO CREATED,41392,Queens,Light Pole,NoAction,27 St,NoAction,24,No
Un assigned,1523,02/06/2019,,,WO CREATED,41392,Queens,Light Pole,NoAction,41 Av,NoAction,24,No
