the_geom,OBJECTID,PROJECT_NAME,PROJECT_STATUS,PROPOSED_LAND_USE,PROJECT_SOURCE,FOLDERRSN,HYPERLINK,CASE_NUMBER,DESCRIPTION,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE,EMERGING_PROJECTS_ID,Shape__Area,Shape__Length
"MULTIPOLYGON (((-97.733040070488 30.271600070353, -97.733193068154 30.271179511406, -97.733408559598 30.271239798565, -97.733615465604 30.271297683386, -97.733822151654 30.2713555084, -97.734030253442 30.271413719339, -97.733880276833 30.271831645172, -97.733676900777 30.271775592641, -97.733466286187 30.271717715202, -97.733255521648 30.271659531832, -97.733040070488 30.271600070353)))",692,Velocity - E 12th Street,14,2,1,11716678,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11716678,C14-2017-0061,"If approved, the 1-acre site will have a mixed use development.",,07/24/2017 02:20:56 PM +0000,,12/05/2017 12:00:00 AM +0000,692,44425.056640625,875.549713207791
"MULTIPOLYGON (((-97.825400134439 30.169870538069, -97.827313112789 30.169905152218, -97.827304935021 30.170267964398, -97.827297991362 30.170432666004, -97.825093023883 30.17041878315, -97.825200815115 30.170226780985, -97.825400134439 30.169870538069)))",649,Top Notch Two Restaurant,3,4,6,11682775,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11682775,SP-2017-0072D,The 2.93-acre site will have a food establishment.,,06/26/2017 10:43:01 AM +0000,Bakshis,04/13/2018 02:13:02 PM +0000,649,127792.154296875,1715.13461560612
"MULTIPOLYGON (((-97.753634123364 30.268044457765, -97.753584385559 30.267914679013, -97.753546162752 30.267732929943, -97.753545316818 30.267728913743, -97.753540204449 30.267704597436, -97.753514645033 30.267437473117, -97.753510958617 30.267398930362, -97.753509889557 30.26717568993, -97.753543436444 30.267008208114, -97.75354831308 30.26698384749, -97.753584682056 30.266914754014, -97.753585016172 30.266914115568, -97.753599151908 30.266887263219, -97.753632086646 30.266824689469, -97.753633949381 30.266825237696, -97.753633524317 30.266826167571, -97.753873076442 30.266895592415, -97.753865787406 30.266914263059, -97.753864392577 30.26691783441, -97.753836323781 30.26698971455, -97.753849480187 30.266993171887, -97.753843949471 30.267009022927, -97.753774306735 30.266990370862, -97.753763493417 30.267029398609, -97.75376586342 30.267030025624, -97.753762509612 30.267049839346, -97.753748273961 30.267159565055, -97.753747593288 30.267166909928, -97.753744184699 30.267174339745, -97.753744116917 30.267175242524, -97.753741452621 30.2673729185, -97.753742377781 30.267383890623, -97.753743365279 30.267394864001, -97.753744449062 30.267405813149, -97.7537456596 30.26741676485, -97.753746964684 30.267427718453, -97.75374833486 30.267438648102, -97.753749832855 30.267449579422, -97.753796303147 30.267654416586, -97.75379313644 30.267644272801, -97.753792784892 30.267643112534, -97.753788273316 30.267627939105, -97.753774545977 30.267576750054, -97.753762990584 30.267525158971, -97.753764527842 30.267533375942, -97.753769989506 30.267558121565, -97.75377320594 30.267572706764, -97.753783149983 30.26761181222, -97.753794348395 30.267650658692, -97.753806795691 30.267689218096, -97.753820484309 30.267727462307, -97.753829058552 30.267749244143, -97.753908587217 30.267911605033, -97.753909440524 30.267911182771, -97.753912049035 30.267909887188, -97.753914297203 30.267908772038, -97.753919300251 30.267906291161, -97.753951791998 30.267960530666, -97.753948533478 30.267966778738, -97.75394746742 30.26796882183, -97.753944353707 30.267974785873, -97.753949978506 30.267983779025, -97.753949772527 30.267984173713, -97.753944160751 30.267975160069, -97.753892542826 30.268074088422, -97.753892027959 30.268075500144, -97.75386869143 30.268139537689, -97.753856338541 30.268140861787, -97.753746024973 30.268152675965, -97.753635301108 30.268047533189, -97.753634123364 30.268044457765)))",659,Austin Energy District Cooling Plant no. 3,3,8,6,11668658,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11668658,SP-2017-0038C,The 0.595-acre site will have a district cooling plant.,,06/27/2017 03:23:58 PM +0000,Bakshis,04/13/2018 02:13:02 PM +0000,659,38172.474609375,1241.87825440468
"MULTIPOLYGON (((-97.719895032536 30.275803054795, -97.719782562439 30.275341445029, -97.720167575256 30.275281679809, -97.720172890387 30.275309041761, -97.720224696327 30.275300999864, -97.720227498833 30.275314607546, -97.720175876821 30.27532353569, -97.720185811224 30.275371743998, -97.720322689586 30.275350494939, -97.720327387969 30.275373297385, -97.720191058564 30.275394620808, -97.72025475834 30.275703761511, -97.720255500171 30.275710922318, -97.720254798937 30.27571808528, -97.720252674007 30.275725034229, -97.72024919247 30.275731556676, -97.720244457367 30.275737456208, -97.72023861499 30.275742551727, -97.72023184207 30.275746689831, -97.720224343724 30.275749743861, -97.720216348038 30.275751621917, -97.720080752187 30.275772671443, -97.720055090869 30.275777361874, -97.719976113515 30.275789451536, -97.719964078885 30.275792480713, -97.719895032536 30.275803054795)))",223,Chicon Corridor - Northeast (1313 Chicon Street),3,2,6,10865025,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10865025,SP-2012-0407C.SH,"The 0.358-acre site will have 14 residential units and 2,166 sq.ft of retail space.",,,BAKSHIS,04/17/2018 12:50:18 PM +0000,223,21081.23828125,698.173293927253
"MULTIPOLYGON (((-97.766856176844 30.217309770751, -97.766900846007 30.217242623067, -97.76683726693 30.217214490356, -97.766755398816 30.217176321994, -97.76703489211 30.216742167902, -97.76705817327 30.216706221948, -97.7670603445 30.216702870533, -97.767494486036 30.21690565251, -97.767494519255 30.216905668646, -97.767467909667 30.21694658451, -97.767233164626 30.217312073766, -97.767220157342 30.217326059778, -97.767210345372 30.217333013996, -97.767199461376 30.217338599077, -97.767187729838 30.217342709506, -97.767175406891 30.217345240402, -97.767150164462 30.217345339666, -97.767143178344 30.21734397063, -97.767141949998 30.217346548504, -97.767126041439 30.217343087488, -97.767088504324 30.217332212418, -97.767033952299 30.217307817199, -97.76699308367 30.217371603191, -97.766856176844 30.217309770751)))",732,Discovery Tract,2,2,6,11792757,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11792757,SP-2017-0358C,The 0.68-acre site will have multifamily residential units along with ground floor retail.,,10/30/2017 03:12:40 PM +0000,Bakshis,04/16/2018 01:20:28 PM +0000,732,31818.349609375,748.523520180832
"MULTIPOLYGON (((-97.782913476411 30.179845615164, -97.782955023672 30.179845067735, -97.78293633815 30.179904156949, -97.782782333241 30.180390999569, -97.782039400679 30.182707075133, -97.781463132309 30.182702850292, -97.780663322669 30.182690645353, -97.780681573267 30.182663671265, -97.780697136705 30.182638953848, -97.780713107102 30.182614409561, -97.780729452093 30.182590065263, -97.780746171676 30.182565920953, -97.780763297492 30.182541977262, -97.780780797175 30.182518261047, -97.78079870309 30.182494745451, -97.780816951231 30.1824714567, -97.780835604878 30.182448396056, -97.780854601477 30.182425534768, -97.780873971215 30.182402928445, -97.780893683178 30.182380548966, -97.78091376828 30.182358424451, -97.780934226521 30.1823365549, -97.780954995347 30.182314911562, -97.780976137312 30.182293523187, -97.78099762005 30.182272416633, -97.781019445012 30.182251536923, -97.78104157838 30.182230965891, -97.781064053973 30.182210621702, -97.781086869613 30.182190586822, -97.78110999511 30.182170805642, -97.781133429014 30.18215133314, -97.781157172776 30.182132114339, -97.781181224944 30.182113204214, -97.781205585518 30.182094602767, -97.781230223585 30.182076281877, -97.781257369203 30.182057708437, -97.78128408419 30.182038658857, -97.781310336179 30.182019159993, -97.781336157538 30.181999184989, -97.781361484259 30.181978760071, -97.781386315617 30.181957912729, -97.781410652337 30.181936615474, -97.781434525334 30.181914896426, -97.781457839687 30.181892753692, -97.782019802463 30.181351143979, -97.782036345891 30.181327656076, -97.782052826757 30.181304139421, -97.78206924506 30.181280594014, -97.782085600802 30.181257019855, -97.782101894708 30.181233389456, -97.782118125325 30.181209757794, -97.782134294107 30.181186069892, -97.782150400326 30.181162353238, -97.782166443984 30.181138607833, -97.782182425079 30.181114833676, -97.782198343613 30.181091030768, -97.782214167945 30.181067198478, -97.782229961355 30.181043338067, -97.782245692929 30.181019421415, -97.782261361942 30.180995476013, -97.782276967667 30.180971529347, -97.782292479916 30.180947525811, -97.782307961243 30.180923494155, -97.782323380009 30.180899433747, -97.782338704573 30.180875343957, -97.782353998215 30.180851226046, -97.782369197656 30.180827078754, -97.782384366176 30.180802903341, -97.782399440494 30.180778698546, -97.782414483891 30.18075446563, -97.782429433812 30.180730175845, -97.782444320446 30.180705884796, -97.782459144519 30.180681564997, -97.782473938396 30.180657189588, -97.782488637346 30.180632812287, -97.782503274461 30.180608378746, -97.782517848289 30.180583943942, -97.782532328642 30.180559452268, -97.782546777347 30.180534959963, -97.782561164218 30.180510411417, -97.782575487801 30.18048586161, -97.78258971791 30.180461254932, -97.782603916371 30.180436647623, -97.782618021358 30.180411983444, -97.782632063058 30.180387318002, -97.782883061319 30.179904140651, -97.782913476411 30.179845615164)))",592,7701 S Congress,3,3,6,11482177,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11482177,SP-2016-0063C,"The 5.38-acre site will have 81,600 sq.ft of industrial space.",,,BAKSHIS,12/05/2017 12:00:00 AM +0000,592,186716.10546875,2796.57579125625
"MULTIPOLYGON (((-97.724875436731 30.262985471127, -97.724372223631 30.262805932626, -97.724367771284 30.262804716039, -97.724363145948 30.262804185236, -97.724358483857 30.262804355025, -97.724353923692 30.262805223071, -97.724349606852 30.262806759595, -97.724345659232 30.262808922466, -97.724342201529 30.262811641945, -97.724339338795 30.262814841099, -97.724337152933 30.262818420177, -97.724328673931 30.262836800362, -97.724316831656 30.262832641685, -97.724463236913 30.262516982581, -97.724493364125 30.262452123906, -97.72449741498 30.262445113919, -97.724502723127 30.262438768989, -97.724509147411 30.262433256421, -97.724516517544 30.262428722296, -97.724524640141 30.262425288162, -97.724533294945 30.262423044077, -97.72454225655 30.262422050773, -97.724551284599 30.262422336016, -97.724560139802 30.262423888057, -97.72461769361 30.262438302856, -97.724669553549 30.262453038318, -97.724680478289 30.262456635087, -97.724684516347 30.262458013406, -97.724694902216 30.262436041561, -97.724724206662 30.262446481023, -97.724713997305 30.262468076572, -97.724825740488 30.262506219643, -97.724872886225 30.262522543634, -97.724944787341 30.262547495436, -97.725001318313 30.26256752402, -97.725006719395 30.26256939248, -97.725015729592 30.262550328604, -97.725045034108 30.262560767993, -97.725036143735 30.262579574745, -97.725063780821 30.26258913789, -97.725041152228 30.262636729308, -97.725055929188 30.262641841524, -97.724904644902 30.262973534474, -97.724884391404 30.262966559116, -97.724875436731 30.262985471127)))",527,Studio East,7,2,6,11404165,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11404165,SP-2015-0370C,"The 0.5-acre site will have 135 residential units and 2,500 sq.ft of ground floor retail/restaurant space.",,,BAKSHIS,10/03/2018 02:16:39 PM +0000,527,29523.490234375,741.019421202216
"MULTIPOLYGON (((-97.731131168462 30.27199434385, -97.731125056938 30.271966644044, -97.731072518733 30.271975524757, -97.731039706039 30.271979167833, -97.731014029199 30.271970599876, -97.731002626358 30.271958830579, -97.730995667783 30.271943380123, -97.731016277747 30.271577594787, -97.730998784045 30.271576520979, -97.731000580715 30.271543665005, -97.731016455171 30.271543389198, -97.7310299248 30.271060453833, -97.73103866272 30.271026863875, -97.731015682779 30.271018393658, -97.731028918054 30.270986938891, -97.731050917164 30.270995428722, -97.731059973367 30.270976846664, -97.731273202405 30.270542470393, -97.731606742747 30.270665419682, -97.731901783597 30.270577134922, -97.731924204883 30.27053989831, -97.732014351176 30.270511782293, -97.732089615597 30.270775569757, -97.732119089605 30.270784395079, -97.73216763425 30.27064631432, -97.732252751428 30.270483062514, -97.732265573845 30.270485215386, -97.732274278579 30.270514214023, -97.732280733108 30.270545729962, -97.732286719317 30.270585587141, -97.732288830568 30.27062468495, -97.732288015303 30.270668615535, -97.732280574095 30.270712750256, -97.732263694185 30.27076416745, -97.731916953238 30.271718260178, -97.731891557907 30.271762522006, -97.73185984013 30.271797926548, -97.73182710744 30.27182381146, -97.731788413147 30.271844425296, -97.731732951799 30.271860220784, -97.731577887996 30.271887094166, -97.731162151077 30.271959555413, -97.731167299337 30.271989415307, -97.731131168462 30.27199434385)))",639,"Huston, The",3,2,6,11705099,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11705099,SP-2017-0129C,The 2.09-acre site will have 369 multifamily residential units and 22 live-work units.,,06/23/2017 09:55:58 AM +0000,Bakshis,04/16/2018 01:20:27 PM +0000,639,153688.2265625,1851.66859523901
"MULTIPOLYGON (((-97.815134177682 30.185453802388, -97.81508720207 30.185451884847, -97.81504018581 30.185451147391, -97.814993164498 30.18545159072, -97.814946175839 30.185453210421, -97.814899259341 30.185456008989, -97.814852454641 30.185459983767, -97.814805805425 30.185465128737, -97.814759343423 30.185471441086, -97.813979731612 30.185587403707, -97.81393322069 30.185593766364, -97.813886530382 30.185599040831, -97.81383969233 30.185603227731, -97.813792742268 30.18560632261, -97.813745713949 30.185608320974, -97.813698642973 30.185609223526, -97.813651559095 30.185609027411, -97.813604499756 30.185607738525, -97.813557492824 30.185605350539, -97.81351057965 30.185601871143, -97.813463789989 30.185597297486, -97.813417157284 30.185591637101, -97.813370719109 30.185584890728, -97.813324504907 30.185577067542, -97.813042360487 30.185525876044, -97.813466119108 30.184931905345, -97.813865490758 30.185004240702, -97.814041487129 30.185036116272, -97.81435567148 30.185093022304, -97.81466012398 30.185148161562, -97.814770112322 30.185158871864, -97.814797887956 30.185099205994, -97.814919747016 30.184837417911, -97.814989030748 30.184688575839, -97.81507360011 30.184560943433, -97.815153055535 30.184603262068, -97.815285201557 30.184673648853, -97.815419578373 30.184745222459, -97.815552027324 30.184815767905, -97.81572133081 30.184905942719, -97.815958064424 30.184548983949, -97.816406274642 30.184800242428, -97.816625907081 30.184910067859, -97.816633406521 30.184914452437, -97.816640109367 30.184919718633, -97.816645881896 30.184925758967, -97.816650602519 30.184932455878, -97.816654179935 30.18493966834, -97.816656536913 30.184947247007, -97.816657627859 30.184955043156, -97.816657429384 30.184962891308, -97.81665594547 30.184970638559, -97.816653210031 30.184978122277, -97.816649270601 30.184985188693, -97.816169877152 30.185706457147, -97.816040263031 30.185736650783, -97.815848322547 30.185640473997, -97.815807250695 30.185620570798, -97.815765538319 30.185601710411, -97.815723212837 30.185583903688, -97.815680317396 30.185567165228, -97.815636881346 30.18555150764, -97.815592945767 30.185536948921, -97.815548540188 30.185523494808, -97.815503709689 30.185511161657, -97.815458489777 30.185499953604, -97.81541291362 30.185489888491, -97.815367020725 30.185480968812, -97.815320852396 30.185473203975, -97.81527444607 30.185466599873, -97.815227839188 30.185461162397, -97.815181069275 30.185456894006, -97.815134177682 30.185453802388)))",207,Dittmar Office Park,3,4,6,11602401,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11602401,SP-2016-0434C,"The 5.8-acre site will have around 74,000 sq.ft of medical office and office space.",BAKSHIS,12/14/2016 05:48:48 PM +0000,Bakshis,04/16/2018 01:20:27 PM +0000,207,252798.841796875,2903.63359645139
"MULTIPOLYGON (((-97.77774367515 30.24262523111, -97.777810964501 30.242524455967, -97.777879610263 30.242555563206, -97.777919718398 30.242492961636, -97.777979349269 30.242400729792, -97.778014773294 30.24241742781, -97.778024290572 30.242424070592, -97.778030563716 30.242431209036, -97.77803506465 30.242442324153, -97.778392779838 30.242617400519, -97.778800282485 30.242816867043, -97.779273443165 30.243047839825, -97.779684101333 30.243249099085, -97.779664826686 30.243278418262, -97.779615008052 30.243357129284, -97.779566478133 30.243430227832, -97.779447777241 30.243608969724, -97.778510105949 30.243146783736, -97.778069152818 30.24293171483, -97.777767451278 30.242781332139, -97.777743427719 30.242768864925, -97.77778624447 30.242701547348, -97.777766357285 30.242692126124, -97.777792768919 30.242650337683, -97.77774367515 30.24262523111)))",448,2800 Del Curto Road,3,1,6,11729760,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11729760,SP-2016-0208C,The 2.08-acre site will have residential homes.,BAKSHIS,06/21/2017 03:01:16 PM +0000,BAKSHIS,12/01/2017 12:00:00 AM +0000,448,94188.724609375,1593.15551661962
"MULTIPOLYGON (((-97.714138216765 30.260296531795, -97.714314938682 30.259913636725, -97.714462484752 30.259965059029, -97.71460814672 30.260015865076, -97.714755724768 30.260067287691, -97.714903270562 30.260118736977, -97.715048932993 30.260169542523, -97.714872416184 30.260551975194, -97.714726718621 30.260501278752, -97.714579106769 30.260449910431, -97.714431525993 30.260398570077, -97.714285828894 30.260347873134, -97.714138216765 30.260296531795)))",606,East Sixth Village,3,2,1,11514340,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11514340,NPA-2016-0010.02,"If approved, the 0.86-acre site could have 30 multifamily units.",,,Bakshis,04/13/2018 02:13:01 PM +0000,606,37440.384765625,799.298980923238
"MULTIPOLYGON (((-97.741973553919 30.292606446329, -97.741936463637 30.292603611287, -97.741942578815 30.292534616992, -97.741951459195 30.292444671112, -97.741960922318 30.292343274944, -97.741969972456 30.29224700498, -97.741979726685 30.292145019937, -97.74198739622 30.292064240891, -97.741989341947 30.292046660822, -97.742068960166 30.29205274679, -97.742072558872 30.292021185404, -97.742194430566 30.292029021165, -97.742191168397 30.292060886739, -97.742326092531 30.29206928536, -97.742610313194 30.292088758628, -97.742602395574 30.292178725719, -97.742582493902 30.292380051032, -97.742576118904 30.292449444053, -97.742575641335 30.292458601649, -97.742638896379 30.292462912551, -97.742622813977 30.29262135466, -97.742558871491 30.292616895777, -97.742558840988 30.292617441792, -97.742557265683 30.292644987331, -97.742513880747 30.29264191348, -97.742471041626 30.292638946911, -97.74235810105 30.292631984724, -97.742355546474 30.292631811034, -97.742344939484 30.292631280313, -97.742266694067 30.292625468092, -97.742206687983 30.292621508042, -97.742196319308 30.292620880707, -97.742143597086 30.292617129769, -97.742084570749 30.292612534544, -97.742004148938 30.292608104902, -97.741998883661 30.292607817953, -97.741987500521 30.292607201031, -97.741973553919 30.292606446329)))",997,Sigma Chi Fraternity,2,14,6,11969938,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11969938,SP-2018-0271C,The existing development on the 0.96-acre site will be replaced by a new multifamily development.,,08/02/2018 08:23:39 AM +0000,,,997,41534.171875,862.702953507151
"MULTIPOLYGON (((-97.890648482865 30.437356055633, -97.89043396899 30.437201615886, -97.890329722505 30.437169390556, -97.890381669258 30.43709574015, -97.890972837798 30.436257586802, -97.89062556467 30.435922366767, -97.890366926747 30.435848499937, -97.890073788436 30.435861417986, -97.889874340116 30.435929685212, -97.88858479123 30.435790724079, -97.88923691789 30.435133846527, -97.889352628464 30.434973823293, -97.889395530983 30.434819810916, -97.889419918109 30.434253539156, -97.889466795319 30.433983456588, -97.889481408848 30.433597645212, -97.889482264086 30.433591102524, -97.88948430965 30.433584760258, -97.889487494564 30.433578780761, -97.889491736858 30.433573316772, -97.889496928862 30.433568507903, -97.889502937321 30.433564476138, -97.891754578336 30.433889379092, -97.892067098205 30.43393648288, -97.892378612731 30.433988345472, -97.894036143923 30.434278668167, -97.894193315272 30.43430642821, -97.894156840943 30.434902309474, -97.894158880686 30.43654176657, -97.893318172174 30.43775888715, -97.89318204533 30.43768826084, -97.893154823135 30.437674134538, -97.89239407402 30.437279426737, -97.891451186181 30.438644515831, -97.891308452514 30.438610036042, -97.891278357401 30.438602766461, -97.890922459949 30.438454785425, -97.890866989147 30.438240187584, -97.890885647694 30.438103699355, -97.890891494702 30.438060930523, -97.890888643831 30.438036017338, -97.89086693447 30.437846245007, -97.890776817231 30.437613917744, -97.890648482865 30.437356055633)))",247,Ammaron Hills PP,3,1,13,10169940,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10169940,C8J-2008-0140,"The 42.5-acre site will have fourteen single family residential units, and 2 acres of open space.",,,BAKSHIS,04/17/2018 12:50:18 PM +0000,247,1853987.92382813,6578.5280083767
"MULTIPOLYGON (((-98.076697330694 30.359809941838, -98.076559731135 30.359562375239, -98.076419247384 30.359613196537, -98.076233758997 30.359661448397, -98.074817708068 30.359896945438, -98.0743014116 30.360029748313, -98.074293325509 30.360031828379, -98.074157327184 30.359049726971, -98.07404780556 30.358258795974, -98.074186308236 30.358259695571, -98.074636913108 30.358262621371, -98.075115430283 30.356724599143, -98.075184202311 30.356503551063, -98.07514388551 30.355958949122, -98.075121683844 30.355659048528, -98.075121075314 30.35565083885, -98.074603616242 30.355491059966, -98.073356797331 30.354866423423, -98.071602403164 30.35398389713, -98.074379657742 30.350862272638, -98.077013015999 30.35130167621, -98.07693331528 30.352125670255, -98.077213530868 30.352739820527, -98.079222064987 30.353738099637, -98.081794592544 30.350847669526, -98.082625539234 30.351287839128, -98.083127123619 30.351823551397, -98.083231153578 30.352372554277, -98.08357018527 30.352864881984, -98.08313603415 30.353444975407, -98.083596112094 30.353757035335, -98.08354750676 30.353837245744, -98.083915571875 30.35408689093, -98.084390296658 30.35377096421, -98.085082795651 30.353134598099, -98.0857578234 30.353247758019, -98.087119917955 30.353960661041, -98.083816364102 30.35834097862, -98.084420401594 30.358493432244, -98.084534838513 30.358596767145, -98.079789280782 30.36266797456, -98.078726508911 30.363563024388, -98.078437771798 30.363243710172, -98.077864291315 30.362609490052, -98.077667851358 30.362295714294, -98.07749238883 30.362015445066, -98.077478697773 30.362007075781, -98.077194162421 30.361833136364, -98.077121312461 30.361788603226, -98.077117169046 30.361787026338, -98.076738924286 30.361643160716, -98.076155665617 30.36083323746, -98.076154247058 30.36082711226, -98.076104386226 30.360612021812, -98.076099180403 30.360432414145, -98.075914864564 30.360003821072, -98.075912152038 30.359997513241, -98.075911779852 30.35999664726, -98.076272364652 30.359937470269, -98.076436952791 30.359898945442, -98.07655275141 30.359860689511, -98.076697330694 30.359809941838)))",886,West Cypress Hills Ph. 1 Revised PP,8,1,13,,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=,,The 252-acre site will have 401 single family residential units.,,,BAKSHIS,12/01/2017 12:00:00 AM +0000,886,11571259.5,18211.2263195706
"MULTIPOLYGON (((-97.53007379684 30.454395089533, -97.534842765714 30.447148074539, -97.539919211848 30.449506973747, -97.540437511322 30.450267283722, -97.540460342575 30.450300775943, -97.540353821569 30.450471199073, -97.536011357602 30.457418111135, -97.53007379684 30.454395089533)))",909,Bellaire Estates PP,8,1,13,,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=,,The 146-acre site will have residential units.,,,BAKSHIS,12/04/2017 09:29:10 AM +0000,909,6543732.32617188,10297.9319120485
"MULTIPOLYGON (((-97.617245629759 30.179543957537, -97.617254013075 30.179535999392, -97.617263726794 30.179529279648, -97.617274530873 30.179523961673, -97.617286160386 30.179520179085, -97.617298327836 30.179518023768, -97.617310732997 30.179517547796, -97.617323070771 30.179518765325, -97.617335037366 30.179521644125, -97.617346337959 30.179526114337, -97.617380948072 30.179542763116, -97.61745759894 30.179422490055, -97.617686013073 30.179532373417, -97.618038607177 30.178979119298, -97.618423820692 30.178673068903, -97.619282662621 30.178296619498, -97.619554671772 30.178271858572, -97.619925756325 30.17769173523, -97.619943338036 30.177673821219, -97.619990041936 30.177626235774, -97.620056250182 30.177558777848, -97.620002729842 30.17752175595, -97.619946548295 30.177487838855, -97.619887946823 30.177457170912, -97.619275140915 30.177159651471, -97.619213770353 30.17712685483, -97.619155770643 30.17708971181, -97.61910154984 30.177048487197, -97.619051487735 30.177003465807, -97.618879449985 30.176835192992, -97.618700486422 30.176660146332, -97.618692595988 30.176650995526, -97.618686558096 30.176640835419, -97.618682544913 30.176629946419, -97.618680662725 30.176618629886, -97.618680936918 30.176608376729, -97.618680968049 30.176607198157, -97.618683448 30.176595968974, -97.618688036498 30.176585252073, -97.618694606459 30.176575345583, -97.618699200092 30.176570502601, -97.618702976154 30.176566520689, -97.618691748095 30.176557013751, -97.618687109984 30.176553087187, -97.618790498897 30.176456598956, -97.618888709491 30.176356109032, -97.618981537957 30.176251829699, -97.61906879028 30.176143976886, -97.619150284069 30.176032775364, -97.619225850585 30.175918457069, -97.61954763682 30.175404181135, -97.619566166649 30.175412940322, -97.621861412054 30.176497875248, -97.622224111383 30.175922028958, -97.622804220743 30.176196861105, -97.623686166812 30.175790085104, -97.6253125882 30.176559920707, -97.625764585096 30.175841331478, -97.625765258051 30.175840262746, -97.626877363479 30.176370141025, -97.62696437428 30.176411598277, -97.628982065903 30.177372914764, -97.629554112696 30.176465380466, -97.629614328444 30.176369847248, -97.630499419555 30.174965639321, -97.632194519842 30.175768057009, -97.633137517618 30.174296331924, -97.633370989838 30.17440819159, -97.635299072093 30.175331932982, -97.630908086728 30.178290538391, -97.621039477877 30.184475798395, -97.62042031952 30.184187881911, -97.618848886851 30.18345712758, -97.618835115324 30.183450722814, -97.6188336703 30.183449335885, -97.620026935566 30.181189925296, -97.618800230397 30.180599261279, -97.617095197655 30.179778252111, -97.617238782211 30.179552957319, -97.617245629759 30.179543957537)))",548,Lexington Parke II,14,1,1,11413984,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11413984,C14-2015-0127,"If approved, the 190-acre site could be a mobile home park with 900 residential units.",,,BAKSHIS,12/05/2017 12:00:00 AM +0000,548,8661385.328125,17451.5473396519
"MULTIPOLYGON (((-97.782842738862 30.234697876718, -97.782816977859 30.234689484119, -97.782812657951 30.234696918487, -97.78270074691 30.234639898666, -97.782674540908 30.234617174925, -97.782787798991 30.234435717925, -97.782807389725 30.234349801497, -97.782774975778 30.234234201591, -97.782639550747 30.234177430283, -97.782624931475 30.234200057858, -97.782323284495 30.234065846488, -97.782369835148 30.233989778583, -97.782288320375 30.23395306114, -97.782269262651 30.233925106255, -97.782137231212 30.23386481971, -97.782157797727 30.233663970052, -97.782362995417 30.233327490857, -97.783022314511 30.233645016063, -97.783203654918 30.233727770219, -97.783226730908 30.233681675454, -97.783247218816 30.233686738252, -97.783238454329 30.233706259432, -97.783260467499 30.233716009216, -97.783333048356 30.233575641231, -97.783368522398 30.233591030682, -97.783285453328 30.233753751035, -97.78335665675 30.23377486425, -97.783264531967 30.233968202652, -97.783236487742 30.233983759434, -97.783214463577 30.234021280419, -97.783221788742 30.234025006819, -97.783224401388 30.234035444701, -97.783212473682 30.23408104634, -97.783183699355 30.234139919745, -97.783191209243 30.23415224455, -97.783182437199 30.234172124838, -97.783167877066 30.234176849117, -97.783126401451 30.234263760034, -97.783033386066 30.234412675052, -97.78286113619 30.234672816403, -97.782846533791 30.234694729259, -97.782842738862 30.234697876718)))",294,Valley View Condominiums,3,1,6,11061690,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11061690,SP-2013-0471C,The 1.64-acre site will have 13 condominium units.,,,BAKSHIS,12/04/2017 12:00:00 AM +0000,294,91661.203125,1592.10385485665
