Permit_number,Schedule_Date,Schedule_time,Base_Number,Last_Updated_Date,Last_Updated_Time
BA522,08/27/2020,9:00AM,B02520,05/10/2020,18:05:03.586
AA811,10/29/2020,10:15AM,B01777,05/10/2020,18:05:03.586
BA526,10/19/2020,10:15AM,B02089,05/10/2020,18:05:03.586
AC698,10/16/2020,10:30AM,B00531,05/10/2020,18:05:03.586
AB483,10/27/2020,10:00AM,,05/10/2020,18:05:03.586
AA152,09/24/2020,9:30AM,B01010,05/10/2020,18:05:03.586
BA608,10/05/2020,10:30AM,B02847,05/10/2020,18:05:03.586
AD936,06/01/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AE247,09/29/2020,9:30AM,B01593,05/10/2020,18:05:03.586
AD451,05/12/2020,10:15AM,B01678,05/10/2020,18:05:03.586
BB504,09/28/2020,10:15AM,,05/10/2020,18:05:03.586
BB615,11/05/2020,9:30AM,B02772,05/10/2020,18:05:03.586
AE121,07/24/2020,9:15AM,B02932,05/10/2020,18:05:03.586
AE272,07/30/2020,9:30AM,,05/10/2020,18:05:03.586
BA249,09/14/2020,10:15AM,B01848,05/10/2020,18:05:03.586
BB369,06/01/2020,10:45AM,B02660,05/10/2020,18:05:03.586
AD034,06/02/2020,9:45AM,B02932,05/10/2020,18:05:03.586
AB581,06/15/2020,9:00AM,B00647,05/10/2020,18:05:03.586
AB516,05/21/2020,10:30AM,B02183,05/10/2020,18:05:03.586
AB965,11/02/2020,9:45AM,B01614,05/10/2020,18:05:03.586
AF814,07/13/2020,10:30AM,B00653,05/10/2020,18:05:03.586
AC485,10/07/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AD744,07/27/2020,9:30AM,B02219,05/10/2020,18:05:03.586
AE729,06/05/2020,10:15AM,B02346,05/10/2020,18:05:03.586
AE453,10/07/2020,10:00AM,B02415,05/10/2020,18:05:03.586
AC324,09/15/2020,10:30AM,B02772,05/10/2020,18:05:03.586
BA632,05/14/2020,9:00AM,B00053,05/10/2020,18:05:03.586
AB028,10/27/2020,9:45AM,,05/10/2020,18:05:03.586
AE776,11/10/2020,10:15AM,B03036,05/10/2020,18:05:03.586
AD121,11/06/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AD631,10/05/2020,9:30AM,B01010,05/10/2020,18:05:03.586
AE724,09/15/2020,9:00AM,,05/10/2020,18:05:03.586
AE829,07/24/2020,9:45AM,B01811,05/10/2020,18:05:03.586
BC075,08/21/2020,10:30AM,B01231,05/10/2020,18:05:03.586
BB642,05/29/2020,10:15AM,B02932,05/10/2020,18:05:03.586
AE734,07/01/2020,10:00AM,B02932,05/10/2020,18:05:03.586
aa272,09/18/2020,10:15AM,B01536,05/10/2020,18:05:03.586
AC631,10/26/2020,10:00AM,B01436,05/10/2020,18:05:03.586
AD564,07/07/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AD170,05/22/2020,10:00AM,B00919,05/10/2020,18:05:03.586
AB276,05/15/2020,10:30AM,B01339,05/10/2020,18:05:03.586
BA036,06/23/2020,10:00AM,B01821,05/10/2020,18:05:03.586
BA938,09/22/2020,9:15AM,B02660,05/10/2020,18:05:03.586
AA173,10/06/2020,9:00AM,B01768,05/10/2020,18:05:03.586
AE530,07/02/2020,10:15AM,B02772,05/10/2020,18:05:03.586
AC692,11/10/2020,9:45AM,B02605,05/10/2020,18:05:03.586
AC218,08/13/2020,10:15AM,B02414,05/10/2020,18:05:03.586
BB092,07/29/2020,10:45AM,B02657,05/10/2020,18:05:03.586
BB623,07/20/2020,10:45AM,B01231,05/10/2020,18:05:03.586
BC255,08/31/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AA734,10/23/2020,9:30AM,B02847,05/10/2020,18:05:03.586
AD964,06/15/2020,10:00AM,B02932,05/10/2020,18:05:03.586
AB256,05/22/2020,9:15AM,B01510,05/10/2020,18:05:03.586
AE690,08/06/2020,10:45AM,B02219,05/10/2020,18:05:03.586
AC120,10/20/2020,9:45AM,B02932,05/10/2020,18:05:03.586
AC279,08/13/2020,10:15AM,,05/10/2020,18:05:03.586
BB306,05/19/2020,9:30AM,,05/10/2020,18:05:03.586
AB848,10/01/2020,9:45AM,B01848,05/10/2020,18:05:03.586
BA102,05/27/2020,9:00AM,B02660,05/10/2020,18:05:03.586
BC293,06/03/2020,11:00AM,B02182,05/10/2020,18:05:03.586
AC319,09/21/2020,10:45AM,B02772,05/10/2020,18:05:03.586
AA799,07/15/2020,9:00AM,B01234,05/10/2020,18:05:03.586
AB346,06/10/2020,9:00AM,B02537,05/10/2020,18:05:03.586
AD718,08/21/2020,9:00AM,B02822,05/10/2020,18:05:03.586
BB463,10/30/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AD376,06/08/2020,9:45AM,B03027,05/10/2020,18:05:03.586
AE507,08/04/2020,9:30AM,B00647,05/10/2020,18:05:03.586
AC085,10/19/2020,10:00AM,B02346,05/10/2020,18:05:03.586
AF123,09/01/2020,10:00AM,,05/10/2020,18:05:03.586
AC454,05/21/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AE108,05/27/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AA475,10/26/2020,9:15AM,B01678,05/10/2020,18:05:03.586
AB575,07/22/2020,9:00AM,B01300,05/10/2020,18:05:03.586
aa889,10/22/2020,9:30AM,B02660,05/10/2020,18:05:03.586
AD935,09/01/2020,9:30AM,B03152,05/10/2020,18:05:03.586
BB446,05/14/2020,9:45AM,,05/10/2020,18:05:03.586
AE610,06/15/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AF983,08/27/2020,10:45AM,B01811,05/10/2020,18:05:03.586
AB635,07/07/2020,9:00AM,B02346,05/10/2020,18:05:03.586
AB795,06/04/2020,10:15AM,B00647,05/10/2020,18:05:03.586
AC859,06/16/2020,9:30AM,,05/10/2020,18:05:03.586
AF331,09/17/2020,9:00AM,B02414,05/10/2020,18:05:03.586
AC272,10/09/2020,9:45AM,B02759,05/10/2020,18:05:03.586
AE679,09/25/2020,9:45AM,B01196,05/10/2020,18:05:03.586
AF999,09/24/2020,9:45AM,B01811,05/10/2020,18:05:03.586
AD382,11/05/2020,9:15AM,,05/10/2020,18:05:03.586
AB749,10/06/2020,9:45AM,B01614,05/10/2020,18:05:03.586
AD358,06/05/2020,10:00AM,B02932,05/10/2020,18:05:03.586
BC186,07/28/2020,10:45AM,,05/10/2020,18:05:03.586
AD725,10/02/2020,10:15AM,B02219,05/10/2020,18:05:03.586
AE649,06/09/2020,10:15AM,B02657,05/10/2020,18:05:03.586
BA659,10/23/2020,10:30AM,B02638,05/10/2020,18:05:03.586
BB279,09/16/2020,9:30AM,B03027,05/10/2020,18:05:03.586
AB079,09/15/2020,10:15AM,,05/10/2020,18:05:03.586
AD300,06/11/2020,9:45AM,B02183,05/10/2020,18:05:03.586
BB530,11/09/2020,9:00AM,B02847,05/10/2020,18:05:03.586
AA755,10/29/2020,10:15AM,B00937,05/10/2020,18:05:03.586
AC747,08/24/2020,9:00AM,B02346,05/10/2020,18:05:03.586
BB021,09/11/2020,10:00AM,B02932,05/10/2020,18:05:03.586
AE535,07/21/2020,10:00AM,B00310,05/10/2020,18:05:03.586
AE257,09/25/2020,10:45AM,,05/10/2020,18:05:03.586
BC235,06/25/2020,10:45AM,B02346,05/10/2020,18:05:03.586
BB545,05/18/2020,10:30AM,B02414,05/10/2020,18:05:03.586
AB084,08/13/2020,9:45AM,B01593,05/10/2020,18:05:03.586
BA829,07/07/2020,10:30AM,B02804,05/10/2020,18:05:03.586
BA923,08/26/2020,10:45AM,B02346,05/10/2020,18:05:03.586
AB609,06/04/2020,10:15AM,B01593,05/10/2020,18:05:03.586
BB135,05/14/2020,9:30AM,B01455,05/10/2020,18:05:03.586
AB412,07/15/2020,9:00AM,B00811,05/10/2020,18:05:03.586
AC016,10/14/2020,10:00AM,B02806,05/10/2020,18:05:03.586
AB002,10/29/2020,10:30AM,B03152,05/10/2020,18:05:03.586
AB568,06/15/2020,9:00AM,B01663,05/10/2020,18:05:03.586
AE427,08/10/2020,10:15AM,B03036,05/10/2020,18:05:03.586
AC333,06/05/2020,9:30AM,B02772,05/10/2020,18:05:03.586
BA559,06/29/2020,10:30AM,B00131,05/10/2020,18:05:03.586
BB303,08/18/2020,9:15AM,B01614,05/10/2020,18:05:03.586
AF419,08/25/2020,10:15AM,B01065,05/10/2020,18:05:03.586
AD044,06/16/2020,9:30AM,,05/10/2020,18:05:03.586
AC331,05/20/2020,10:30AM,,05/10/2020,18:05:03.586
AF915,07/15/2020,10:30AM,,05/10/2020,18:05:03.586
AF866,06/18/2020,10:15AM,B00457,05/10/2020,18:05:03.586
BA945,06/22/2020,10:30AM,B01594,05/10/2020,18:05:03.586
BA268,06/12/2020,10:30AM,,05/10/2020,18:05:03.586
BC140,07/20/2020,10:45AM,,05/10/2020,18:05:03.586
AE200,06/19/2020,9:45AM,B02772,05/10/2020,18:05:03.586
BC129,07/17/2020,10:45AM,B03027,05/10/2020,18:05:03.586
BB958,09/22/2020,10:45AM,,05/10/2020,18:05:03.586
BA109,09/24/2020,9:45AM,B02902,05/10/2020,18:05:03.586
AF608,09/11/2020,10:15AM,B01455,05/10/2020,18:05:03.586
AA735,06/18/2020,9:00AM,B01362,05/10/2020,18:05:03.586
AC192,08/14/2020,9:30AM,,05/10/2020,18:05:03.586
AA879,11/04/2020,9:45AM,,05/10/2020,18:05:03.586
BC270,08/26/2020,10:00AM,,05/10/2020,18:05:03.586
AA562,10/15/2020,9:15AM,B00937,05/10/2020,18:05:03.586
BB742,11/06/2020,9:00AM,B01614,05/10/2020,18:05:03.586
AD345,07/29/2020,9:15AM,B01196,05/10/2020,18:05:03.586
AC261,10/01/2020,9:45AM,,05/10/2020,18:05:03.586
AA689,05/13/2020,9:45AM,,05/10/2020,18:05:03.586
AD265,07/09/2020,9:00AM,B01614,05/10/2020,18:05:03.586
AA548,10/13/2020,9:15AM,B00937,05/10/2020,18:05:03.586
BB534,05/12/2020,9:00AM,B01313,05/10/2020,18:05:03.586
BA105,10/27/2020,10:45AM,B01848,05/10/2020,18:05:03.586
BA728,11/10/2020,9:30AM,B02816,05/10/2020,18:05:03.586
AD966,07/21/2020,9:45AM,B01614,05/10/2020,18:05:03.586
BB109,05/14/2020,9:30AM,B00882,05/10/2020,18:05:03.586
AD574,09/11/2020,9:15AM,B02346,05/10/2020,18:05:03.586
AA018,11/06/2020,9:45AM,B01734,05/10/2020,18:05:03.586
AF204,06/23/2020,9:45AM,,05/10/2020,18:05:03.586
AB339,06/02/2020,9:15AM,B01811,05/10/2020,18:05:03.586
AD162,05/27/2020,10:30AM,B01614,05/10/2020,18:05:03.586
BC045,09/14/2020,9:15AM,B03027,05/10/2020,18:05:03.586
AA045,08/12/2020,9:00AM,B00310,05/10/2020,18:05:03.586
AC891,07/22/2020,9:00AM,B03112,05/10/2020,18:05:03.586
AD655,09/11/2020,9:15AM,B02653,05/10/2020,18:05:03.586
BB722,09/28/2020,10:00AM,B02847,05/10/2020,18:05:03.586
AD283,06/17/2020,9:45AM,B00647,05/10/2020,18:05:03.586
AF546,08/28/2020,9:15AM,B02772,05/10/2020,18:05:03.586
ab006,10/01/2020,9:30AM,B01848,05/10/2020,18:05:03.586
BB337,10/01/2020,10:45AM,B01010,05/10/2020,18:05:03.586
AA328,10/13/2020,9:00AM,B01663,05/10/2020,18:05:03.586
AB973,06/25/2020,9:15AM,,05/10/2020,18:05:03.586
AE204,10/07/2020,10:00AM,,05/10/2020,18:05:03.586
AD297,11/04/2020,9:00AM,B01455,05/10/2020,18:05:03.586
AD379,07/09/2020,9:00AM,B01436,05/10/2020,18:05:03.586
AD433,06/12/2020,9:45AM,B02822,05/10/2020,18:05:03.586
BB373,09/10/2020,9:00AM,B03027,05/10/2020,18:05:03.586
AB967,05/11/2020,9:45AM,B01614,05/10/2020,18:05:03.586
AA064,08/17/2020,9:15AM,B01601,05/10/2020,18:05:03.586
AE703,07/23/2020,9:45AM,B02183,05/10/2020,18:05:03.586
AA122,09/28/2020,9:00AM,B02847,05/10/2020,18:05:03.586
AE506,08/19/2020,9:45AM,B02346,05/10/2020,18:05:03.586
BB102,05/22/2020,10:30AM,B02346,05/10/2020,18:05:03.586
BB336,10/15/2020,10:45AM,B02660,05/10/2020,18:05:03.586
AA039,10/19/2020,9:00AM,B01777,05/10/2020,18:05:03.586
AA023,09/10/2020,9:45AM,B03112,05/10/2020,18:05:03.586
AA332,06/19/2020,10:45AM,B01231,05/10/2020,18:05:03.586
BB043,07/14/2020,10:30AM,B00131,05/10/2020,18:05:03.586
AF653,07/28/2020,10:00AM,B02932,05/10/2020,18:05:03.586
AF818,07/13/2020,10:45AM,B01726,05/10/2020,18:05:03.586
ab115,10/09/2020,9:15AM,B01455,05/10/2020,18:05:03.586
BA033,10/05/2020,10:15AM,B01601,05/10/2020,18:05:03.586
BA437,10/13/2020,10:15AM,B01777,05/10/2020,18:05:03.586
AB041,09/29/2020,9:15AM,B01848,05/10/2020,18:05:03.586
BA388,09/16/2020,10:45AM,B03036,05/10/2020,18:05:03.586
AB367,09/21/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AA301,11/04/2020,9:30AM,B02759,05/10/2020,18:05:03.586
BB538,09/28/2020,10:30AM,B03027,05/10/2020,18:05:03.586
AB068,10/30/2020,10:15AM,B02660,05/10/2020,18:05:03.586
AF259,07/21/2020,10:30AM,B01614,05/10/2020,18:05:03.586
AB999,05/26/2020,9:45AM,B01339,05/10/2020,18:05:03.586
AB043,08/05/2020,10:15AM,B01777,05/10/2020,18:05:03.586
AD818,07/24/2020,9:15AM,B02346,05/10/2020,18:05:03.586
AB149,09/08/2020,9:15AM,B90675,05/10/2020,18:05:03.586
AE991,06/23/2020,9:45AM,B01811,05/10/2020,18:05:03.586
AA281,06/26/2020,9:00AM,B02520,05/10/2020,18:05:03.586
AE582,07/27/2020,9:45AM,B02847,05/10/2020,18:05:03.586
AD314,07/21/2020,9:15AM,B02932,05/10/2020,18:05:03.586
AD759,09/03/2020,9:30AM,,05/10/2020,18:05:03.586
aa978,10/06/2020,9:30AM,B03027,05/10/2020,18:05:03.586
AE035,08/21/2020,9:00AM,B01614,05/10/2020,18:05:03.586
AB693,10/09/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AD500,06/17/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AC627,06/18/2020,9:30AM,B02520,05/10/2020,18:05:03.586
AC198,09/11/2020,9:30AM,B03152,05/10/2020,18:05:03.586
AF928,07/31/2020,10:45AM,B01196,05/10/2020,18:05:03.586
AF348,08/11/2020,10:00AM,B02660,05/10/2020,18:05:03.586
BB496,10/15/2020,10:45AM,B03036,05/10/2020,18:05:03.586
AB689,05/18/2020,9:15AM,B02847,05/10/2020,18:05:03.586
AD494,07/02/2020,9:30AM,B02902,05/10/2020,18:05:03.586
AA638,08/24/2020,10:30AM,B01313,05/10/2020,18:05:03.586
AE039,08/18/2020,10:00AM,,05/10/2020,18:05:03.586
BB978,09/10/2020,9:30AM,B01231,05/10/2020,18:05:03.586
AD673,08/12/2020,9:15AM,B01300,05/10/2020,18:05:03.586
AB470,06/16/2020,9:00AM,B02816,05/10/2020,18:05:03.586
BB584,08/19/2020,10:30AM,B01848,05/10/2020,18:05:03.586
AF760,10/15/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AE759,07/01/2020,10:00AM,B03152,05/10/2020,18:05:03.586
BB924,07/15/2020,10:45AM,,05/10/2020,18:05:03.586
AF997,08/27/2020,10:45AM,B01663,05/10/2020,18:05:03.586
AE804,07/21/2020,10:15AM,B01848,05/10/2020,18:05:03.586
AF773,07/31/2020,10:30AM,B01848,05/10/2020,18:05:03.586
AB592,09/25/2020,10:45AM,B02660,05/10/2020,18:05:03.586
BA640,09/18/2020,10:30AM,B02660,05/10/2020,18:05:03.586
AC708,09/10/2020,9:30AM,B90675,05/10/2020,18:05:03.586
AC196,07/08/2020,9:15AM,B02520,05/10/2020,18:05:03.586
BA906,08/10/2020,9:00AM,B03027,05/10/2020,18:05:03.586
AE737,06/25/2020,10:00AM,B02759,05/10/2020,18:05:03.586
AB509,11/04/2020,10:15AM,B02537,05/10/2020,18:05:03.586
BC135,07/10/2020,10:00AM,B02932,05/10/2020,18:05:03.586
BB765,09/28/2020,10:00AM,B01614,05/10/2020,18:05:03.586
BC187,05/22/2020,10:45AM,B01534,05/10/2020,18:05:03.586
AB706,10/08/2020,10:00AM,B00937,05/10/2020,18:05:03.586
AA137,08/17/2020,9:15AM,B02932,05/10/2020,18:05:03.586
BA904,07/07/2020,10:30AM,B01455,05/10/2020,18:05:03.586
AE352,08/14/2020,10:45AM,,05/10/2020,18:05:03.586
BB384,08/19/2020,10:15AM,B01811,05/10/2020,18:05:03.586
AB972,06/10/2020,9:15AM,B00419,05/10/2020,18:05:03.586
AD847,06/15/2020,10:00AM,B03027,05/10/2020,18:05:03.586
BA067,10/21/2020,10:30AM,B02660,05/10/2020,18:05:03.586
AE444,09/15/2020,9:15AM,B02414,05/10/2020,18:05:03.586
BB267,08/31/2020,10:30AM,B03027,05/10/2020,18:05:03.586
BB915,07/08/2020,9:00AM,B01231,05/10/2020,18:05:03.586
BB382,06/18/2020,10:45AM,B01848,05/10/2020,18:05:03.586
BB060,11/06/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AC783,06/10/2020,9:30AM,B90675,05/10/2020,18:05:03.586
AF804,08/24/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AC824,09/15/2020,10:45AM,B01010,05/10/2020,18:05:03.586
AD463,07/30/2020,9:15AM,,05/10/2020,18:05:03.586
AD085,09/08/2020,9:00AM,B02932,05/10/2020,18:05:03.586
BB126,09/02/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AD965,09/08/2020,10:45AM,B02183,05/10/2020,18:05:03.586
AA216,05/22/2020,10:45AM,B02346,05/10/2020,18:05:03.586
AD713,06/24/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AA667,06/26/2020,9:00AM,B01010,05/10/2020,18:05:03.586
AB430,11/02/2020,9:30AM,B01339,05/10/2020,18:05:03.586
AF195,08/18/2020,10:45AM,B01109,05/10/2020,18:05:03.586
BB718,11/04/2020,9:15AM,,05/10/2020,18:05:03.586
AA534,07/06/2020,9:00AM,B02377,05/10/2020,18:05:03.586
AF228,07/31/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AF496,10/05/2020,10:00AM,B03036,05/10/2020,18:05:03.586
AF720,09/08/2020,9:45AM,,05/10/2020,18:05:03.586
BB379,09/18/2020,9:15AM,B02346,05/10/2020,18:05:03.586
AD124,07/15/2020,9:30AM,B02932,05/10/2020,18:05:03.586
AB428,05/11/2020,9:30AM,,05/10/2020,18:05:03.586
AB520,07/31/2020,9:00AM,B02379,05/10/2020,18:05:03.586
AA547,11/04/2020,9:30AM,B00937,05/10/2020,18:05:03.586
AA919,10/13/2020,9:15AM,,05/10/2020,18:05:03.586
AE019,06/02/2020,10:15AM,B02346,05/10/2020,18:05:03.586
AC366,10/21/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AF156,08/27/2020,10:15AM,B02932,05/10/2020,18:05:03.586
AF058,07/27/2020,10:00AM,B02638,05/10/2020,18:05:03.586
AF182,07/31/2020,10:00AM,,05/10/2020,18:05:03.586
AF730,08/28/2020,9:30AM,B01065,05/10/2020,18:05:03.586
AE498,06/15/2020,10:15AM,B02822,05/10/2020,18:05:03.586
AA442,10/28/2020,10:00AM,B01678,05/10/2020,18:05:03.586
BB757,05/11/2020,9:45AM,B02657,05/10/2020,18:05:03.586
AA784,08/07/2020,10:00AM,B90639,05/10/2020,18:05:03.586
AA993,06/10/2020,9:00AM,B01339,05/10/2020,18:05:03.586
BB330,07/22/2020,10:30AM,B01614,05/10/2020,18:05:03.586
BB815,06/10/2020,10:45AM,B01614,05/10/2020,18:05:03.586
AF367,06/16/2020,10:00AM,B03036,05/10/2020,18:05:03.586
BB685,06/05/2020,10:45AM,B03027,05/10/2020,18:05:03.586
AA697,05/14/2020,10:00AM,B03027,05/10/2020,18:05:03.586
BC072,08/25/2020,10:45AM,,05/10/2020,18:05:03.586
AF750,08/25/2020,10:15AM,B02638,05/10/2020,18:05:03.586
AF107,07/09/2020,10:30AM,B03027,05/10/2020,18:05:03.586
AF965,05/13/2020,10:45AM,B02183,05/10/2020,18:05:03.586
AC215,06/16/2020,9:00AM,B03027,05/10/2020,18:05:03.586
AB133,09/21/2020,9:45AM,,05/10/2020,18:05:03.586
AE497,09/08/2020,10:30AM,B03036,05/10/2020,18:05:03.586
AE536,07/21/2020,10:00AM,B02847,05/10/2020,18:05:03.586
BB293,09/04/2020,9:15AM,B01848,05/10/2020,18:05:03.586
AF398,09/15/2020,10:45AM,B02805,05/10/2020,18:05:03.586
BB881,10/27/2020,9:15AM,B01848,05/10/2020,18:05:03.586
AB447,09/23/2020,10:00AM,B02346,05/10/2020,18:05:03.586
AE273,06/19/2020,10:15AM,B02183,05/10/2020,18:05:03.586
AB026,09/01/2020,9:15AM,B03036,05/10/2020,18:05:03.586
BA609,10/05/2020,10:30AM,B02346,05/10/2020,18:05:03.586
aa177,10/07/2020,9:15AM,,05/10/2020,18:05:03.586
BB523,10/21/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AF340,07/24/2020,10:30AM,B00310,05/10/2020,18:05:03.586
AD580,06/19/2020,9:30AM,B03027,05/10/2020,18:05:03.586
BA679,08/05/2020,9:30AM,B02638,05/10/2020,18:05:03.586
AD212,05/22/2020,10:15AM,,05/10/2020,18:05:03.586
AB478,08/25/2020,9:00AM,B90675,05/10/2020,18:05:03.586
AF144,06/25/2020,10:15AM,B01848,05/10/2020,18:05:03.586
BA613,06/23/2020,10:15AM,,05/10/2020,18:05:03.586
BB874,09/02/2020,9:30AM,B01231,05/10/2020,18:05:03.586
AC344,08/14/2020,9:15AM,B03189,05/10/2020,18:05:03.586
AD344,08/07/2020,9:30AM,B01614,05/10/2020,18:05:03.586
AD306,07/13/2020,9:15AM,B01848,05/10/2020,18:05:03.586
AB024,11/05/2020,9:15AM,B00375,05/10/2020,18:05:03.586
AE064,08/31/2020,10:00AM,B02660,05/10/2020,18:05:03.586
AD424,08/24/2020,9:00AM,,05/10/2020,18:05:03.586
AF059,08/06/2020,9:00AM,B02660,05/10/2020,18:05:03.586
AD805,06/01/2020,10:00AM,B02932,05/10/2020,18:05:03.586
BB333,09/02/2020,9:00AM,B01614,05/10/2020,18:05:03.586
BA658,08/05/2020,9:30AM,B01614,05/10/2020,18:05:03.586
AD732,05/26/2020,9:00AM,B01313,05/10/2020,18:05:03.586
AC781,10/20/2020,9:45AM,B02937,05/10/2020,18:05:03.586
AD143,05/12/2020,10:15AM,B02346,05/10/2020,18:05:03.586
AC959,10/27/2020,10:15AM,,05/10/2020,18:05:03.586
AF280,07/24/2020,10:15AM,B02759,05/10/2020,18:05:03.586
AA792,09/28/2020,9:15AM,B01455,05/10/2020,18:05:03.586
BB707,06/25/2020,10:45AM,B02520,05/10/2020,18:05:03.586
AA567,10/08/2020,9:30AM,B01678,05/10/2020,18:05:03.586
AA195,08/14/2020,9:45AM,B03036,05/10/2020,18:05:03.586
AC180,06/29/2020,9:00AM,,05/10/2020,18:05:03.586
BA898,06/24/2020,10:30AM,B02219,05/10/2020,18:05:03.586
BB282,10/14/2020,10:30AM,B03152,05/10/2020,18:05:03.586
AF227,08/12/2020,10:00AM,B03152,05/10/2020,18:05:03.586
AF327,06/23/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AD502,05/29/2020,9:30AM,,05/10/2020,18:05:03.586
AE700,06/01/2020,10:30AM,B02847,05/10/2020,18:05:03.586
AB089,05/18/2020,9:00AM,B02902,05/10/2020,18:05:03.586
AA661,09/25/2020,9:30AM,,05/10/2020,18:05:03.586
AC302,05/28/2020,10:15AM,B90675,05/10/2020,18:05:03.586
AC721,05/20/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AD416,08/20/2020,10:45AM,B01451,05/10/2020,18:05:03.586
AF319,05/12/2020,10:30AM,B02932,05/10/2020,18:05:03.586
BB747,05/13/2020,9:30AM,B00131,05/10/2020,18:05:03.586
BA711,10/23/2020,10:45AM,B01614,05/10/2020,18:05:03.586
BA940,06/03/2020,10:45AM,B02638,05/10/2020,18:05:03.586
AC804,06/24/2020,9:15AM,B02540,05/10/2020,18:05:03.586
AF952,11/02/2020,10:45AM,B02804,05/10/2020,18:05:03.586
BA761,06/29/2020,10:30AM,B01848,05/10/2020,18:05:03.586
aa971,10/02/2020,9:30AM,B01811,05/10/2020,18:05:03.586
AF924,09/22/2020,9:45AM,B01536,05/10/2020,18:05:03.586
AD822,08/11/2020,9:15AM,B02346,05/10/2020,18:05:03.586
AA648,05/15/2020,10:30AM,B00221,05/10/2020,18:05:03.586
AA519,10/02/2020,9:15AM,B02414,05/10/2020,18:05:03.586
AB183,08/07/2020,10:45AM,,05/10/2020,18:05:03.586
AA005,08/12/2020,9:00AM,B01601,05/10/2020,18:05:03.586
AC846,08/06/2020,10:00AM,B02651,05/10/2020,18:05:03.586
AB078,10/22/2020,9:45AM,B02847,05/10/2020,18:05:03.586
AD812,06/12/2020,10:00AM,,05/10/2020,18:05:03.586
AB102,08/13/2020,10:00AM,B01848,05/10/2020,18:05:03.586
BA946,08/18/2020,9:30AM,B03027,05/10/2020,18:05:03.586
BC207,06/25/2020,10:45AM,B03036,05/10/2020,18:05:03.586
AE559,08/04/2020,9:45AM,,05/10/2020,18:05:03.586
BC098,10/26/2020,10:45AM,B01231,05/10/2020,18:05:03.586
AD341,10/30/2020,9:30AM,B01455,05/10/2020,18:05:03.586
AB300,10/08/2020,9:45AM,B02847,05/10/2020,18:05:03.586
BA490,10/30/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AC702,10/05/2020,9:30AM,B01196,05/10/2020,18:05:03.586
BA879,09/24/2020,10:00AM,B02822,05/10/2020,18:05:03.586
BB593,09/09/2020,10:15AM,B02847,05/10/2020,18:05:03.586
BC202,05/28/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AD559,07/30/2020,9:15AM,B02219,05/10/2020,18:05:03.586
BB388,10/21/2020,10:30AM,,05/10/2020,18:05:03.586
BA977,09/04/2020,9:15AM,B03027,05/10/2020,18:05:03.586
AD933,08/26/2020,9:45AM,B02816,05/10/2020,18:05:03.586
AF025,07/21/2020,10:15AM,B01381,05/10/2020,18:05:03.586
BC123,06/25/2020,10:45AM,B02660,05/10/2020,18:05:03.586
AE834,07/13/2020,10:15AM,B03027,05/10/2020,18:05:03.586
AF169,10/19/2020,10:15AM,B01678,05/10/2020,18:05:03.586
AE609,05/27/2020,10:45AM,B02107,05/10/2020,18:05:03.586
AD338,05/26/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AF980,07/10/2020,10:00AM,B02902,05/10/2020,18:05:03.586
AD004,11/04/2020,10:45AM,B02660,05/10/2020,18:05:03.586
BA725,05/14/2020,9:15AM,B02346,05/10/2020,18:05:03.586
AC370,11/10/2020,9:45AM,B02219,05/10/2020,18:05:03.586
BB065,09/09/2020,10:30AM,,05/10/2020,18:05:03.586
BB015,05/22/2020,10:30AM,,05/10/2020,18:05:03.586
AA640,05/21/2020,10:15AM,B03036,05/10/2020,18:05:03.586
AD636,05/21/2020,9:30AM,,05/10/2020,18:05:03.586
BB591,06/08/2020,10:45AM,,05/10/2020,18:05:03.586
AE684,07/16/2020,10:15AM,B02932,05/10/2020,18:05:03.586
BA981,05/20/2020,10:00AM,B01313,05/10/2020,18:05:03.586
BA449,07/06/2020,10:45AM,B02183,05/10/2020,18:05:03.586
AF673,08/18/2020,10:45AM,B03027,05/10/2020,18:05:03.586
AB504,06/12/2020,9:15AM,B00937,05/10/2020,18:05:03.586
