Permit_number,Schedule_Date,Schedule_time,Base_Number,Last_Updated_Date,Last_Updated_Time
AA228,10/15/2020,9:00AM,B02537,05/10/2020,18:05:03.586
AE519,09/21/2020,10:45AM,,05/10/2020,18:05:03.586
AA894,09/15/2020,10:15AM,B02660,05/10/2020,18:05:03.586
BB784,06/08/2020,10:45AM,B02772,05/10/2020,18:05:03.586
BB468,08/27/2020,9:15AM,B02660,05/10/2020,18:05:03.586
AE614,08/20/2020,9:30AM,B02436,05/10/2020,18:05:03.586
BA683,10/26/2020,10:15AM,,05/10/2020,18:05:03.586
BA320,08/05/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AC998,06/22/2020,9:15AM,B01600,05/10/2020,18:05:03.586
AD752,07/02/2020,9:45AM,B02183,05/10/2020,18:05:03.586
AA998,08/13/2020,9:45AM,B02414,05/10/2020,18:05:03.586
BB899,05/18/2020,10:30AM,B02816,05/10/2020,18:05:03.586
AF191,05/18/2020,10:15AM,B02107,05/10/2020,18:05:03.586
AB729,10/22/2020,10:00AM,B01010,05/10/2020,18:05:03.586
AA731,06/12/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AE596,07/14/2020,9:30AM,B02414,05/10/2020,18:05:03.586
AD302,06/15/2020,9:30AM,B01614,05/10/2020,18:05:03.586
AE182,06/11/2020,10:15AM,B01663,05/10/2020,18:05:03.586
AB494,06/01/2020,9:15AM,B00221,05/10/2020,18:05:03.586
AC237,05/18/2020,9:15AM,B03036,05/10/2020,18:05:03.586
BA348,11/09/2020,9:45AM,B02107,05/10/2020,18:05:03.586
AF968,08/17/2020,10:45AM,B01010,05/10/2020,18:05:03.586
AF176,07/16/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AA554,08/13/2020,9:30AM,B01010,05/10/2020,18:05:03.586
AF902,08/17/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AC416,09/29/2020,9:45AM,B02219,05/10/2020,18:05:03.586
AC164,07/08/2020,9:15AM,B01848,05/10/2020,18:05:03.586
AA564,10/13/2020,9:15AM,B01313,05/10/2020,18:05:03.586
BA200,08/27/2020,10:45AM,,05/10/2020,18:05:03.586
AA392,07/01/2020,9:00AM,B03152,05/10/2020,18:05:03.586
AE714,07/10/2020,10:00AM,B03027,05/10/2020,18:05:03.586
AD788,06/17/2020,10:00AM,B02346,05/10/2020,18:05:03.586
AB177,10/29/2020,10:45AM,B02847,05/10/2020,18:05:03.586
AD091,06/22/2020,9:15AM,B02346,05/10/2020,18:05:03.586
AA199,08/25/2020,10:45AM,,05/10/2020,18:05:03.586
BC064,08/11/2020,9:30AM,B02816,05/10/2020,18:05:03.586
AE995,07/24/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AA569,10/02/2020,9:15AM,B01455,05/10/2020,18:05:03.586
AE634,08/21/2020,9:30AM,B01614,05/10/2020,18:05:03.586
AF557,07/01/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AB598,10/13/2020,9:30AM,,05/10/2020,18:05:03.586
AF813,06/25/2020,10:30AM,B02847,05/10/2020,18:05:03.586
BA862,08/27/2020,9:00AM,B00419,05/10/2020,18:05:03.586
AB400,07/20/2020,9:00AM,B00811,05/10/2020,18:05:03.586
BB684,09/08/2020,10:00AM,B01614,05/10/2020,18:05:03.586
BB713,09/14/2020,9:00AM,B01451,05/10/2020,18:05:03.586
AE431,07/30/2020,9:45AM,B90675,05/10/2020,18:05:03.586
AB618,10/21/2020,9:45AM,B02183,05/10/2020,18:05:03.586
AF291,09/11/2020,10:15AM,,05/10/2020,18:05:03.586
BA466,09/10/2020,9:15AM,B03027,05/10/2020,18:05:03.586
AE421,07/07/2020,9:45AM,B01614,05/10/2020,18:05:03.586
AD961,07/30/2020,9:30AM,B01614,05/10/2020,18:05:03.586
AC667,05/27/2020,10:15AM,,05/10/2020,18:05:03.586
AA067,06/22/2020,9:00AM,,05/10/2020,18:05:03.586
AC273,05/19/2020,10:00AM,B02279,05/10/2020,18:05:03.586
AD544,09/09/2020,9:15AM,B02804,05/10/2020,18:05:03.586
BC285,05/27/2020,11:00AM,B02182,05/10/2020,18:05:03.586
AE704,08/12/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AF941,09/02/2020,9:00AM,B03027,05/10/2020,18:05:03.586
AD836,09/09/2020,9:00AM,,05/10/2020,18:05:03.586
AB889,09/11/2020,9:15AM,B02780,05/10/2020,18:05:03.586
AA471,11/04/2020,9:15AM,B02932,05/10/2020,18:05:03.586
AA176,09/25/2020,9:15AM,B01339,05/10/2020,18:05:03.586
AA431,10/21/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AD640,07/09/2020,9:45AM,B03036,05/10/2020,18:05:03.586
AE478,08/26/2020,9:45AM,B02415,05/10/2020,18:05:03.586
AF287,06/26/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AE695,08/26/2020,10:00AM,B02902,05/10/2020,18:05:03.586
AE199,09/15/2020,10:45AM,B03027,05/10/2020,18:05:03.586
AB652,10/20/2020,9:30AM,B00457,05/10/2020,18:05:03.586
AE355,07/30/2020,9:45AM,B01614,05/10/2020,18:05:03.586
BA742,08/04/2020,9:30AM,B02660,05/10/2020,18:05:03.586
AD777,08/26/2020,9:30AM,,05/10/2020,18:05:03.586
AF655,08/06/2020,9:30AM,B01717,05/10/2020,18:05:03.586
AA524,09/16/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AC943,06/09/2020,9:45AM,B01010,05/10/2020,18:05:03.586
BC023,07/16/2020,10:45AM,B01231,05/10/2020,18:05:03.586
AD415,08/28/2020,9:45AM,B00955,05/10/2020,18:05:03.586
AF110,07/01/2020,10:15AM,,05/10/2020,18:05:03.586
BC122,06/23/2020,10:45AM,B03036,05/10/2020,18:05:03.586
AF045,07/30/2020,10:00AM,B01536,05/10/2020,18:05:03.586
AD678,10/19/2020,10:00AM,B02414,05/10/2020,18:05:03.586
BA781,10/28/2020,9:30AM,B01593,05/10/2020,18:05:03.586
AE149,07/21/2020,9:45AM,B03027,05/10/2020,18:05:03.586
AC066,11/04/2020,10:30AM,B02902,05/10/2020,18:05:03.586
AF130,06/19/2020,10:15AM,B02183,05/10/2020,18:05:03.586
AE073,08/03/2020,10:15AM,,05/10/2020,18:05:03.586
BB505,09/04/2020,10:30AM,B02660,05/10/2020,18:05:03.586
BB013,06/09/2020,10:45AM,B02822,05/10/2020,18:05:03.586
AC102,09/21/2020,10:30AM,B01593,05/10/2020,18:05:03.586
BA085,07/01/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AF086,08/17/2020,10:15AM,B02932,05/10/2020,18:05:03.586
AE645,06/11/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AF650,06/23/2020,10:15AM,B01593,05/10/2020,18:05:03.586
AF849,07/23/2020,10:30AM,B01848,05/10/2020,18:05:03.586
AD195,06/30/2020,9:15AM,B01614,05/10/2020,18:05:03.586
BA414,06/09/2020,10:30AM,B00196,05/10/2020,18:05:03.586
BB246,05/28/2020,10:00AM,B01614,05/10/2020,18:05:03.586
BB602,08/26/2020,9:00AM,B02346,05/10/2020,18:05:03.586
AB283,06/08/2020,9:00AM,B01145,05/10/2020,18:05:03.586
AB200,10/14/2020,9:15AM,,05/10/2020,18:05:03.586
BB129,06/17/2020,10:45AM,B02660,05/10/2020,18:05:03.586
AB461,08/17/2020,9:30AM,B90639,05/10/2020,18:05:03.586
AB180,05/15/2020,10:30AM,B03036,05/10/2020,18:05:03.586
AA234,09/23/2020,9:45AM,,05/10/2020,18:05:03.586
AE018,07/02/2020,9:45AM,B02219,05/10/2020,18:05:03.586
AA975,11/04/2020,9:45AM,B90675,05/10/2020,18:05:03.586
AD218,05/18/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AB959,11/10/2020,9:45AM,B02902,05/10/2020,18:05:03.586
AE386,08/17/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AF820,07/08/2020,10:30AM,B02414,05/10/2020,18:05:03.586
AC529,05/18/2020,9:30AM,B01811,05/10/2020,18:05:03.586
AF012,07/22/2020,9:45AM,,05/10/2020,18:05:03.586
AF540,07/29/2020,10:00AM,,05/10/2020,18:05:03.586
AC843,05/20/2020,10:30AM,B03036,05/10/2020,18:05:03.586
AF863,08/28/2020,9:30AM,B02932,05/10/2020,18:05:03.586
AF850,06/17/2020,10:15AM,B01536,05/10/2020,18:05:03.586
AE447,05/15/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AF956,09/18/2020,9:15AM,B00457,05/10/2020,18:05:03.586
BA395,10/30/2020,9:45AM,B02520,05/10/2020,18:05:03.586
AB917,06/05/2020,9:15AM,B01536,05/10/2020,18:05:03.586
AD482,08/05/2020,9:30AM,,05/10/2020,18:05:03.586
BA730,11/09/2020,9:45AM,B02816,05/10/2020,18:05:03.586
AD973,08/25/2020,9:15AM,B01538,05/10/2020,18:05:03.586
AC860,09/01/2020,9:30AM,B02638,05/10/2020,18:05:03.586
AB737,05/14/2020,10:30AM,B01848,05/10/2020,18:05:03.586
BA374,06/23/2020,10:30AM,B01614,05/10/2020,18:05:03.586
BB329,10/07/2020,10:30AM,B03152,05/10/2020,18:05:03.586
BB372,08/05/2020,9:15AM,B02772,05/10/2020,18:05:03.586
AB209,06/02/2020,9:15AM,B02937,05/10/2020,18:05:03.586
AF688,07/15/2020,10:15AM,B02822,05/10/2020,18:05:03.586
AF010,06/26/2020,10:15AM,B02531,05/10/2020,18:05:03.586
AA942,06/23/2020,9:00AM,B01285,05/10/2020,18:05:03.586
BB042,06/30/2020,10:30AM,B02414,05/10/2020,18:05:03.586
AC947,06/25/2020,9:15AM,B02346,05/10/2020,18:05:03.586
BB982,09/02/2020,9:15AM,B02293,05/10/2020,18:05:03.586
AD253,08/27/2020,10:00AM,B01678,05/10/2020,18:05:03.586
AD184,06/18/2020,9:45AM,B02183,05/10/2020,18:05:03.586
BB506,07/29/2020,10:45AM,B02932,05/10/2020,18:05:03.586
BB080,07/07/2020,10:45AM,B01848,05/10/2020,18:05:03.586
AC737,08/03/2020,9:45AM,,05/10/2020,18:05:03.586
AF783,11/02/2020,10:45AM,B02197,05/10/2020,18:05:03.586
AE742,09/25/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AD153,09/02/2020,10:30AM,B00937,05/10/2020,18:05:03.586
BB393,10/21/2020,10:45AM,B01601,05/10/2020,18:05:03.586
AD151,11/05/2020,9:00AM,B00131,05/10/2020,18:05:03.586
AA654,05/15/2020,10:30AM,B03152,05/10/2020,18:05:03.586
AD532,06/02/2020,10:00AM,,05/10/2020,18:05:03.586
AD093,10/30/2020,9:15AM,B01678,05/10/2020,18:05:03.586
AC598,06/18/2020,9:30AM,B02346,05/10/2020,18:05:03.586
AD252,07/16/2020,9:30AM,,05/10/2020,18:05:03.586
AE899,09/15/2020,9:00AM,B01453,05/10/2020,18:05:03.586
AF184,07/20/2020,10:15AM,B01614,05/10/2020,18:05:03.586
aa659,10/09/2020,9:15AM,B02847,05/10/2020,18:05:03.586
BA182,07/06/2020,10:45AM,B01081,05/10/2020,18:05:03.586
BB280,08/05/2020,9:15AM,B02660,05/10/2020,18:05:03.586
AE647,05/19/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AF664,09/24/2020,10:45AM,B01145,05/10/2020,18:05:03.586
AE029,07/15/2020,9:45AM,,05/10/2020,18:05:03.586
BB078,06/15/2020,10:45AM,B02660,05/10/2020,18:05:03.586
AE267,09/01/2020,9:30AM,B02847,05/10/2020,18:05:03.586
AC678,08/27/2020,9:45AM,,05/10/2020,18:05:03.586
AC096,11/09/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AA449,06/03/2020,9:00AM,,05/10/2020,18:05:03.586
BA727,07/16/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AG002,09/30/2020,10:00AM,,05/10/2020,18:05:03.586
BC209,08/05/2020,10:45AM,B01614,05/10/2020,18:05:03.586
AF812,08/06/2020,9:45AM,B01313,05/10/2020,18:05:03.586
AC407,08/21/2020,10:30AM,B02638,05/10/2020,18:05:03.586
AE015,05/20/2020,10:45AM,B01848,05/10/2020,18:05:03.586
BC032,07/22/2020,10:45AM,,05/10/2020,18:05:03.586
AC250,06/08/2020,9:15AM,B02219,05/10/2020,18:05:03.586
AC899,05/22/2020,10:00AM,B02346,05/10/2020,18:05:03.586
AA693,11/06/2020,9:15AM,B02337,05/10/2020,18:05:03.586
AA600,10/15/2020,9:30AM,B01678,05/10/2020,18:05:03.586
AC342,07/07/2020,9:00AM,,05/10/2020,18:05:03.586
AC589,05/11/2020,9:45AM,,05/10/2020,18:05:03.586
AF290,06/29/2020,10:00AM,B01010,05/10/2020,18:05:03.586
AF598,08/07/2020,9:30AM,B01010,05/10/2020,18:05:03.586
BB716,08/26/2020,9:00AM,,05/10/2020,18:05:03.586
BB681,05/27/2020,9:45AM,B01811,05/10/2020,18:05:03.586
BB448,10/22/2020,10:45AM,B01614,05/10/2020,18:05:03.586
AC866,06/19/2020,9:15AM,B03036,05/10/2020,18:05:03.586
AF460,06/15/2020,10:30AM,B03036,05/10/2020,18:05:03.586
AF466,07/24/2020,10:30AM,B00653,05/10/2020,18:05:03.586
BA039,10/21/2020,10:30AM,B01200,05/10/2020,18:05:03.586
BA041,05/19/2020,9:15AM,B01200,05/10/2020,18:05:03.586
BB215,05/13/2020,9:15AM,,05/10/2020,18:05:03.586
AA380,10/07/2020,9:15AM,B02537,05/10/2020,18:05:03.586
AA185,10/15/2020,9:00AM,B02414,05/10/2020,18:05:03.586
AA597,10/16/2020,9:15AM,,05/10/2020,18:05:03.586
BA477,05/13/2020,10:45AM,B01848,05/10/2020,18:05:03.586
AE553,07/06/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AD893,08/26/2020,9:45AM,B02822,05/10/2020,18:05:03.586
AA187,10/06/2020,9:15AM,,05/10/2020,18:05:03.586
AC441,06/03/2020,9:15AM,B03152,05/10/2020,18:05:03.586
AF275,06/10/2020,10:30AM,B02822,05/10/2020,18:05:03.586
AB364,10/14/2020,9:30AM,B00647,05/10/2020,18:05:03.586
BB364,10/28/2020,9:45AM,B03152,05/10/2020,18:05:03.586
AA899,09/21/2020,10:00AM,B01811,05/10/2020,18:05:03.586
AE933,07/08/2020,10:00AM,B02932,05/10/2020,18:05:03.586
AC995,08/07/2020,10:15AM,,05/10/2020,18:05:03.586
AC308,05/28/2020,10:30AM,B02638,05/10/2020,18:05:03.586
BB779,07/29/2020,10:45AM,,05/10/2020,18:05:03.586
AD239,06/26/2020,9:30AM,B00375,05/10/2020,18:05:03.586
AF501,06/08/2020,10:30AM,B02540,05/10/2020,18:05:03.586
AD127,07/20/2020,9:15AM,B01243,05/10/2020,18:05:03.586
AE967,09/21/2020,10:45AM,B02183,05/10/2020,18:05:03.586
AC625,06/23/2020,9:15AM,B02520,05/10/2020,18:05:03.586
AA880,10/15/2020,9:45AM,B03027,05/10/2020,18:05:03.586
BA779,08/27/2020,9:00AM,,05/10/2020,18:05:03.586
AC152,11/10/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AF216,07/24/2020,10:15AM,B03027,05/10/2020,18:05:03.586
AA706,10/16/2020,9:15AM,B02660,05/10/2020,18:05:03.586
AE114,07/17/2020,9:30AM,,05/10/2020,18:05:03.586
BB871,09/02/2020,9:30AM,B01231,05/10/2020,18:05:03.586
AC880,10/27/2020,10:15AM,B90675,05/10/2020,18:05:03.586
AF611,07/23/2020,10:15AM,,05/10/2020,18:05:03.586
BA513,08/17/2020,9:00AM,B01614,05/10/2020,18:05:03.586
AF682,06/05/2020,10:30AM,B01065,05/10/2020,18:05:03.586
AB797,05/11/2020,9:15AM,B03152,05/10/2020,18:05:03.586
AA089,10/16/2020,9:00AM,,05/10/2020,18:05:03.586
BA113,06/29/2020,10:15AM,B02806,05/10/2020,18:05:03.586
AB376,11/04/2020,10:00AM,B02660,05/10/2020,18:05:03.586
AF703,09/24/2020,10:00AM,,05/10/2020,18:05:03.586
AA511,07/20/2020,9:00AM,B90675,05/10/2020,18:05:03.586
AA963,10/28/2020,9:45AM,B02346,05/10/2020,18:05:03.586
AF416,07/08/2020,10:15AM,B02183,05/10/2020,18:05:03.586
BB793,07/06/2020,10:45AM,B01231,05/10/2020,18:05:03.586
AE404,08/18/2020,10:15AM,B03152,05/10/2020,18:05:03.586
AE162,07/10/2020,10:00AM,B02822,05/10/2020,18:05:03.586
BA948,06/29/2020,10:45AM,B02219,05/10/2020,18:05:03.586
AF927,08/06/2020,9:45AM,B01848,05/10/2020,18:05:03.586
BA476,06/03/2020,10:15AM,B02660,05/10/2020,18:05:03.586
AA683,10/05/2020,9:00AM,B02346,05/10/2020,18:05:03.586
AF338,05/28/2020,9:15AM,B02346,05/10/2020,18:05:03.586
AF762,08/31/2020,10:30AM,,05/10/2020,18:05:03.586
AD290,06/15/2020,9:30AM,B01313,05/10/2020,18:05:03.586
BC026,07/21/2020,10:45AM,B03152,05/10/2020,18:05:03.586
AA396,05/13/2020,9:45AM,,05/10/2020,18:05:03.586
BB270,11/06/2020,9:00AM,B01109,05/10/2020,18:05:03.586
AE296,07/22/2020,9:30AM,B03027,05/10/2020,18:05:03.586
aa618,10/16/2020,9:15AM,B03027,05/10/2020,18:05:03.586
AA298,07/13/2020,9:00AM,,05/10/2020,18:05:03.586
AC898,10/05/2020,9:30AM,B03152,05/10/2020,18:05:03.586
AB942,11/10/2020,9:30AM,B02183,05/10/2020,18:05:03.586
AD683,05/29/2020,9:15AM,B01663,05/10/2020,18:05:03.586
AD413,07/29/2020,9:15AM,B03027,05/10/2020,18:05:03.586
AE922,09/03/2020,9:00AM,,05/10/2020,18:05:03.586
AC403,05/12/2020,10:00AM,B01848,05/10/2020,18:05:03.586
BB205,06/23/2020,10:30AM,,05/10/2020,18:05:03.586
AD852,08/06/2020,10:45AM,B02183,05/10/2020,18:05:03.586
BC276,07/27/2020,10:45AM,B03027,05/10/2020,18:05:03.586
AD159,07/02/2020,9:15AM,B01455,05/10/2020,18:05:03.586
BB859,06/18/2020,10:45AM,B01455,05/10/2020,18:05:03.586
BB356,07/29/2020,10:45AM,B01811,05/10/2020,18:05:03.586
BB758,09/10/2020,9:30AM,,05/10/2020,18:05:03.586
AF541,07/06/2020,10:30AM,B00987,05/10/2020,18:05:03.586
aa492,09/18/2020,10:00AM,B03152,05/10/2020,18:05:03.586
BB095,06/12/2020,10:45AM,B01848,05/10/2020,18:05:03.586
AC664,07/13/2020,9:00AM,,05/10/2020,18:05:03.586
BA075,09/14/2020,9:45AM,B90042,05/10/2020,18:05:03.586
AC990,06/03/2020,9:15AM,B02219,05/10/2020,18:05:03.586
BA902,06/29/2020,10:45AM,B01848,05/10/2020,18:05:03.586
BA355,07/28/2020,10:15AM,B02539,05/10/2020,18:05:03.586
BB380,05/29/2020,10:15AM,B01600,05/10/2020,18:05:03.586
AB071,05/13/2020,9:45AM,B02183,05/10/2020,18:05:03.586
BB176,07/02/2020,10:45AM,B02660,05/10/2020,18:05:03.586
AB193,08/07/2020,10:45AM,B01614,05/10/2020,18:05:03.586
AE326,07/02/2020,10:00AM,B01010,05/10/2020,18:05:03.586
AE976,06/29/2020,10:00AM,B00937,05/10/2020,18:05:03.586
AA805,11/09/2020,9:00AM,B00937,05/10/2020,18:05:03.586
BB643,10/27/2020,9:15AM,B03152,05/10/2020,18:05:03.586
AE655,05/20/2020,9:15AM,B01848,05/10/2020,18:05:03.586
AC545,08/05/2020,10:30AM,B90675,05/10/2020,18:05:03.586
BA941,09/11/2020,10:00AM,,05/10/2020,18:05:03.586
AC957,10/27/2020,10:15AM,B03027,05/10/2020,18:05:03.586
AD806,06/10/2020,10:00AM,,05/10/2020,18:05:03.586
BB454,06/30/2020,10:30AM,B01109,05/10/2020,18:05:03.586
AB077,10/13/2020,9:30AM,B01109,05/10/2020,18:05:03.586
AB328,11/05/2020,10:00AM,B01285,05/10/2020,18:05:03.586
BA932,10/28/2020,9:30AM,,05/10/2020,18:05:03.586
BA047,06/05/2020,10:30AM,B02605,05/10/2020,18:05:03.586
AF721,08/27/2020,10:30AM,B01848,05/10/2020,18:05:03.586
AB517,09/21/2020,10:15AM,B03152,05/10/2020,18:05:03.586
AB114,09/15/2020,10:15AM,B03027,05/10/2020,18:05:03.586
AF098,08/21/2020,9:45AM,B02219,05/10/2020,18:05:03.586
AC672,10/19/2020,10:00AM,,05/10/2020,18:05:03.586
AD828,10/30/2020,9:30AM,B01536,05/10/2020,18:05:03.586
AE842,07/17/2020,10:15AM,,05/10/2020,18:05:03.586
AD390,08/04/2020,10:45AM,B03152,05/10/2020,18:05:03.586
AF978,08/10/2020,9:00AM,B03027,05/10/2020,18:05:03.586
AF873,08/06/2020,9:45AM,,05/10/2020,18:05:03.586
AD168,06/25/2020,9:30AM,,05/10/2020,18:05:03.586
AA685,10/26/2020,9:15AM,,05/10/2020,18:05:03.586
AC517,08/24/2020,10:45AM,,05/10/2020,18:05:03.586
BA972,07/07/2020,10:30AM,B01614,05/10/2020,18:05:03.586
AC621,10/01/2020,10:00AM,B03027,05/10/2020,18:05:03.586
AB007,06/29/2020,9:00AM,B01083,05/10/2020,18:05:03.586
BA457,05/20/2020,9:30AM,B03027,05/10/2020,18:05:03.586
AD074,05/18/2020,9:30AM,,05/10/2020,18:05:03.586
AF534,08/06/2020,9:30AM,B02932,05/10/2020,18:05:03.586
AA813,10/22/2020,9:30AM,B01313,05/10/2020,18:05:03.586
AF001,05/13/2020,10:30AM,B01601,05/10/2020,18:05:03.586
BB587,09/24/2020,10:30AM,B02660,05/10/2020,18:05:03.586
AE354,06/08/2020,10:15AM,B02436,05/10/2020,18:05:03.586
AF410,06/17/2020,10:15AM,B01663,05/10/2020,18:05:03.586
AA829,06/09/2020,9:00AM,,05/10/2020,18:05:03.586
BA377,10/28/2020,9:15AM,B02414,05/10/2020,18:05:03.586
AD641,10/21/2020,10:15AM,B01536,05/10/2020,18:05:03.586
AB141,06/01/2020,9:15AM,B03027,05/10/2020,18:05:03.586
AA010,09/08/2020,9:30AM,B02847,05/10/2020,18:05:03.586
AF963,08/05/2020,9:00AM,,05/10/2020,18:05:03.586
BA648,07/15/2020,10:30AM,B01313,05/10/2020,18:05:03.586
AD592,08/25/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AD721,08/06/2020,10:45AM,B01306,05/10/2020,18:05:03.586
AF966,10/06/2020,10:15AM,,05/10/2020,18:05:03.586
BA857,07/08/2020,10:45AM,B02537,05/10/2020,18:05:03.586
BA279,10/20/2020,10:15AM,B01848,05/10/2020,18:05:03.586
BA827,06/02/2020,10:45AM,B01848,05/10/2020,18:05:03.586
BA664,09/09/2020,10:15AM,B02660,05/10/2020,18:05:03.586
BC254,08/28/2020,9:15AM,B01010,05/10/2020,18:05:03.586
AB167,10/14/2020,9:15AM,,05/10/2020,18:05:03.586
BB494,05/29/2020,10:15AM,B02346,05/10/2020,18:05:03.586
AF568,06/22/2020,10:15AM,B02932,05/10/2020,18:05:03.586
AF403,08/06/2020,9:15AM,,05/10/2020,18:05:03.586
BB348,10/06/2020,10:30AM,B03027,05/10/2020,18:05:03.586
BB957,09/08/2020,10:15AM,,05/10/2020,18:05:03.586
AB333,06/05/2020,9:15AM,B02107,05/10/2020,18:05:03.586
AA739,10/29/2020,10:00AM,B02537,05/10/2020,18:05:03.586
AE435,09/11/2020,9:15AM,B02660,05/10/2020,18:05:03.586
BB959,09/22/2020,10:45AM,,05/10/2020,18:05:03.586
AD576,06/26/2020,9:45AM,B02660,05/10/2020,18:05:03.586
AA541,09/28/2020,9:15AM,B02346,05/10/2020,18:05:03.586
AB546,08/19/2020,9:00AM,,05/10/2020,18:05:03.586
AB833,11/05/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AE575,07/06/2020,9:30AM,B01614,05/10/2020,18:05:03.586
AD738,09/09/2020,9:15AM,B01614,05/10/2020,18:05:03.586
BA475,10/20/2020,10:30AM,B02932,05/10/2020,18:05:03.586
BB654,11/09/2020,9:00AM,B02660,05/10/2020,18:05:03.586
AB040,10/16/2020,9:30AM,B02847,05/10/2020,18:05:03.586
AF082,06/04/2020,9:30AM,B02293,05/10/2020,18:05:03.586
BB525,08/05/2020,9:45AM,B01614,05/10/2020,18:05:03.586
AE467,07/15/2020,9:45AM,B02902,05/10/2020,18:05:03.586
AA297,11/02/2020,9:00AM,B02759,05/10/2020,18:05:03.586
AD232,09/01/2020,9:30AM,B02804,05/10/2020,18:05:03.586
AD343,05/18/2020,9:45AM,B02346,05/10/2020,18:05:03.586
AE053,08/10/2020,10:00AM,,05/10/2020,18:05:03.586
AC048,08/07/2020,9:00AM,B01300,05/10/2020,18:05:03.586
AF080,06/16/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AF164,05/27/2020,10:45AM,,05/10/2020,18:05:03.586
AE615,07/06/2020,9:30AM,B01536,05/10/2020,18:05:03.586
AB255,06/04/2020,9:00AM,B01381,05/10/2020,18:05:03.586
AC856,08/06/2020,10:30AM,B02651,05/10/2020,18:05:03.586
AC537,08/20/2020,10:30AM,,05/10/2020,18:05:03.586
BB131,06/10/2020,10:45AM,B00882,05/10/2020,18:05:03.586
AE624,07/08/2020,10:00AM,B03027,05/10/2020,18:05:03.586
AB104,07/24/2020,9:00AM,B02219,05/10/2020,18:05:03.586
BB651,10/13/2020,10:45AM,B02660,05/10/2020,18:05:03.586
AE665,07/23/2020,9:45AM,B01332,05/10/2020,18:05:03.586
AE793,08/17/2020,10:00AM,B02847,05/10/2020,18:05:03.586
AA007,10/26/2020,9:00AM,B01536,05/10/2020,18:05:03.586
AC975,06/18/2020,9:30AM,B02902,05/10/2020,18:05:03.586
BB812,09/22/2020,10:45AM,B02183,05/10/2020,18:05:03.586
BB423,08/26/2020,10:45AM,B02822,05/10/2020,18:05:03.586
AF589,07/29/2020,10:00AM,B00647,05/10/2020,18:05:03.586
BB840,05/29/2020,10:45AM,B00053,05/10/2020,18:05:03.586
AF011,07/29/2020,9:45AM,B02822,05/10/2020,18:05:03.586
BA426,09/14/2020,10:45AM,B01243,05/10/2020,18:05:03.586
ab495,09/03/2020,9:45AM,B01510,05/10/2020,18:05:03.586
BA631,10/15/2020,10:30AM,B01614,05/10/2020,18:05:03.586
BB111,07/14/2020,10:30AM,B02183,05/10/2020,18:05:03.586
AD620,07/02/2020,9:30AM,B03036,05/10/2020,18:05:03.586
AE669,06/01/2020,10:15AM,B02414,05/10/2020,18:05:03.586
AE600,05/12/2020,10:30AM,B02847,05/10/2020,18:05:03.586
AD041,06/03/2020,9:15AM,B02822,05/10/2020,18:05:03.586
AD520,06/08/2020,10:00AM,B02932,05/10/2020,18:05:03.586
AD149,05/18/2020,9:45AM,,05/10/2020,18:05:03.586
BB391,10/26/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AF016,08/17/2020,10:15AM,,05/10/2020,18:05:03.586
AC937,07/13/2020,9:15AM,B01313,05/10/2020,18:05:03.586
AC447,05/29/2020,9:00AM,B00911,05/10/2020,18:05:03.586
AC694,06/30/2020,9:15AM,,05/10/2020,18:05:03.586
AA758,06/24/2020,9:00AM,,05/10/2020,18:05:03.586
AE305,07/21/2020,9:45AM,B00008,05/10/2020,18:05:03.586
AE809,07/20/2020,10:00AM,B01811,05/10/2020,18:05:03.586
AC002,07/22/2020,9:00AM,B03152,05/10/2020,18:05:03.586
BA459,07/08/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AB510,10/02/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AA823,10/06/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AF137,08/20/2020,9:45AM,B02660,05/10/2020,18:05:03.586
BA887,06/30/2020,10:15AM,B03112,05/10/2020,18:05:03.586
AA334,06/19/2020,10:45AM,B01231,05/10/2020,18:05:03.586
