the_geom,GRIDS_INDE,TILE_NAME,DELIVERY_A,SHAPE_AREA,SHAPE_LEN
"MULTIPOLYGON (((-97.96033651532696 30.35271464481021, -97.96067460147898 30.33896973161719, -97.97652103057155 30.339261961592474, -97.97618520106096 30.353006916600258, -97.96033651532696 30.35271464481021)))",646,040100,9,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.94448792490161 30.352420414753855, -97.94482826765403 30.338675543655857, -97.96067460147898 30.33896973161719, -97.96033651532696 30.35271464481021, -97.94448792490161 30.352420414753855)))",647,045100,9,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.92863943250731 30.352124226487803, -97.92898203181858 30.338379397765088, -97.94482826765403 30.338675543655857, -97.94448792490161 30.352420414753855, -97.92863943250731 30.352124226487803)))",648,050100,9,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.91279103670665 30.35182607999129, -97.91313589253517 30.33808129392413, -97.92898203181858 30.338379397765088, -97.92863943250731 30.352124226487803, -97.91279103670665 30.35182607999129)))",649,055100,9,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.89694274022196 30.35152597532169, -97.89728985252562 30.337781232190363, -97.91313589253517 30.33808129392413, -97.91279103670665 30.35182607999129, -97.89694274022196 30.35152597532169)))",650,060100,9,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.8810945416158 30.35122391245798, -97.88144391035246 30.33747921254273, -97.89728985252562 30.337781232190363, -97.89694274022196 30.35152597532169, -97.8810945416158 30.35122391245798)))",651,065100,9,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.86524644361042 30.350919891458297, -97.86559806873744 30.337175235039382, -97.88144391035246 30.33747921254273, -97.8810945416158 30.35122391245798, -97.86524644361042 30.350919891458297)))",652,070100,9,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.84939844476837 30.35061391230131, -97.84975232624306 30.336869299659018, -97.86559806873744 30.337175235039382, -97.86524644361042 30.350919891458297, -97.84939844476837 30.35061391230131)))",653,075100,9,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.83355054781184 30.350305975045895, -97.83390668559099 30.336561406460483, -97.84975232624306 30.336869299659018, -97.84939844476837 30.35061391230131, -97.83355054781184 30.350305975045895)))",654,080100,9,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.81770275130332 30.349996079670493, -97.81806114534372 30.3362515554222, -97.83390668559099 30.336561406460483, -97.83355054781184 30.350305975045895, -97.81770275130332 30.349996079670493)))",655,085100,9,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.80185505796494 30.349684226234714, -97.80221570822282 30.33593974660383, -97.81806114534372 30.3362515554222, -97.81770275130332 30.349996079670493, -97.80185505796494 30.349684226234714)))",656,090100,5,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.78600746739905 30.34937041473738, -97.78637037383047 30.33562598000417, -97.80221570822282 30.33593974660383, -97.80185505796494 30.349684226234714, -97.78600746739905 30.34937041473738)))",657,095100,5,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.77015997920812 30.34905464517687, -97.77052514176906 30.335310255621597, -97.78637037383047 30.33562598000417, -97.78600746739905 30.34937041473738, -97.77015997920812 30.34905464517687)))",658,100100,5,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.75431259611399 30.348736917614016, -97.75468001475987 30.33499257351693, -97.77052514176906 30.335310255621597, -97.77015997920812 30.34905464517687, -97.75431259611399 30.348736917614016)))",659,105100,5,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.7384653166793 30.34841723202648, -97.73883499136552 30.33467293366784, -97.75468001475987 30.33499257351693, -97.75431259611399 30.348736917614016, -97.7384653166793 30.34841723202648)))",660,110100,5,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.72261814362575 30.348095588475797, -97.72299007430722 30.334351336135875, -97.73883499136552 30.33467293366784, -97.7384653166793 30.34841723202648, -97.72261814362575 30.348095588475797)))",661,115100,5,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.706771075516 30.34777198693946, -97.70714526214753 30.334027780898502, -97.72299007430722 30.334351336135875, -97.72261814362575 30.348095588475797, -97.706771075516 30.34777198693946)))",662,120100,5,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.6909241150717 30.347446427479674, -97.69130055760762 30.333702268017976, -97.70714526214753 30.334027780898502, -97.706771075516 30.34777198693946, -97.6909241150717 30.347446427479674)))",663,125100,5,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.6750772608554 30.34711891007367, -97.67545595925004 30.333374797471457, -97.69130055760762 30.333702268017976, -97.6909241150717 30.347446427479674, -97.6750772608554 30.34711891007367)))",664,130100,3,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.65923051558873 30.346789434784476, -97.65961146979585 30.33304536932201, -97.67545595925004 30.333374797471457, -97.6750772608554 30.34711891007367, -97.65923051558873 30.346789434784476)))",665,135100,3,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.64338387783422 30.346458001589, -97.64376708780759 30.332713983546558, -97.65961146979585 30.33304536932201, -97.65923051558873 30.346789434784476, -97.64338387783422 30.346458001589)))",666,140100,3,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.62753735031337 30.346124610550977, -97.62792281600619 30.33238064020879, -97.64376708780759 30.332713983546558, -97.64338387783422 30.346458001589, -97.62753735031337 30.346124610550977)))",667,145100,3,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.61169093158874 30.345789261647116, -97.61207865295425 30.332045339285443, -97.62792281600619 30.33238064020879, -97.62753735031337 30.346124610550977, -97.61169093158874 30.345789261647116)))",668,150100,3,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.59584462438171 30.345451954941858, -97.59623460137259 30.33170808084099, -97.61207865295425 30.332045339285443, -97.61169093158874 30.345789261647116, -97.59584462438171 30.345451954941858)))",669,155100,3,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.57999842725482 30.345112690411646, -97.58039065982373 30.331368864851832, -97.59623460137259 30.33170808084099, -97.59584462438171 30.345451954941858, -97.57999842725482 30.345112690411646)))",670,160100,3,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.5641523429294 30.344771468121724, -97.56454683102848 30.331027691383195, -97.58039065982373 30.331368864851832, -97.57999842725482 30.345112690411646, -97.5641523429294 30.344771468121724)))",671,165100,3,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.54830636996795 30.344428288048203, -97.54870311354931 30.330684560411218, -97.56454683102848 30.331027691383195, -97.5641523429294 30.344771468121724, -97.54830636996795 30.344428288048203)))",672,170100,3,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.5324605110917 30.34408315025708, -97.5328595101069 30.330339472001906, -97.54870311354931 30.330684560411218, -97.54830636996795 30.344428288048203, -97.5324605110917 30.34408315025708)))",673,175100,3,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.5166147648631 30.3437360547242, -97.51701601926378 30.329992426131085, -97.5328595101069 30.330339472001906, -97.5324605110917 30.34408315025708, -97.5166147648631 30.3437360547242)))",674,180100,3,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.50076913400335 30.343387001516376, -97.50117264374047 30.32964342286555, -97.51701601926378 30.329992426131085, -97.5166147648631 30.3437360547242, -97.50076913400335 30.343387001516376)))",675,185100,3,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.48492361707487 30.34303599060908, -97.48532938209951 30.329292462180845, -97.50117264374047 30.32964342286555, -97.50076913400335 30.343387001516376, -97.48492361707487 30.34303599060908)))",676,190100,3,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.46907821679874 30.3426830220699, -97.46948623706136 30.328939544144493, -97.48532938209951 30.329292462180845, -97.48492361707487 30.34303599060908, -97.46907821679874 30.3426830220699)))",677,195100,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.45323293173736 30.34232809587413, -97.45364320718846 30.32858466873178, -97.46948623706136 30.328939544144493, -97.46907821679874 30.3426830220699, -97.45323293173736 30.34232809587413)))",678,200100,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.43738776461174 30.34197121209001, -97.43780029520124 30.328227836010978, -97.45364320718846 30.32858466873178, -97.45323293173736 30.34232809587413, -97.43738776461174 30.34197121209001)))",679,205100,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.42154271398425 30.34161237069256, -97.42195749966211 30.327869045957083, -97.43780029520124 30.328227836010978, -97.43738776461174 30.34197121209001, -97.42154271398425 30.34161237069256)))",680,210100,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.40569778257583 30.341251571750824, -97.4061148232914 30.3275082986392, -97.42195749966211 30.327869045957083, -97.42154271398425 30.34161237069256, -97.40569778257583 30.341251571750824)))",681,215100,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.15083792942016 30.342347260599052, -98.1511488446165 30.32860187296596, -98.16699412282505 30.328870567524213, -98.16668546410001 30.342615993613236, -98.15083792942016 30.342347260599052)))",682,980095,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.13499048229937 30.34207656939367, -98.13530365392933 30.328331220496914, -98.1511488446165 30.32860187296596, -98.15083792942016 30.342347260599052, -98.13499048229937 30.34207656939367)))",683,985095,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.11914312545991 30.34180392004929, -98.11945855348522 30.32805861016911, -98.13530365392933 30.328331220496914, -98.13499048229937 30.34207656939367, -98.11914312545991 30.34180392004929)))",684,990095,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.10329585746449 30.341529312546754, -98.1036135418469 30.327784041963472, -98.11945855348522 30.32805861016911, -98.11914312545991 30.34180392004929, -98.10329585746449 30.341529312546754)))",685,995095,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.08744868103533 30.3412527469389, -98.08776862173602 30.327507515932833, -98.1036135418469 30.327784041963472, -98.10329585746449 30.341529312546754, -98.08744868103533 30.3412527469389)))",686,000095,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.0716015947351 30.340974223206366, -98.07192379171526 30.327229032057808, -98.08776862173602 30.327507515932833, -98.08744868103533 30.3412527469389, -98.0716015947351 30.340974223206366)))",687,005095,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.05575460128594 30.340693741402752, -98.05607905450621 30.326948590391975, -98.07192379171526 30.327229032057808, -98.0716015947351 30.340974223206366, -98.05575460128594 30.340693741402752)))",688,010095,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.03990769925052 30.340411301508393, -98.04023440867157 30.326666190915724, -98.05607905450621 30.326948590391975, -98.05575460128594 30.340693741402752, -98.03990769925052 30.340411301508393)))",689,015095,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.02406089135094 30.340126903577616, -98.02438985693283 30.32638183368339, -98.04023440867157 30.326666190915724, -98.03990769925052 30.340411301508393, -98.02406089135094 30.340126903577616)))",690,020095,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.00821417614979 30.339840547590523, -98.00854539785264 30.32609551867502, -98.02438985693283 30.32638183368339, -98.02406089135094 30.340126903577616, -98.00821417614979 30.339840547590523)))",691,025095,8,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.99236755636913 30.339552233602216, -97.99270103415246 30.325807245945732, -98.00854539785264 30.32609551867502, -98.00821417614979 30.339840547590523, -97.99236755636913 30.339552233602216)))",692,030095,8,24999998.425,19999.99937
"MULTIPOLYGON (((-97.97652103057155 30.339261961592474, -97.97685676439491 30.325517015475324, -97.99270103415246 30.325807245945732, -97.99236755636913 30.339552233602216, -97.97652103057155 30.339261961592474)))",693,035095,8,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.96067460147898 30.33896973161719, -97.96101259130138 30.325224827319627, -97.97685676439491 30.325517015475324, -97.97652103057155 30.339261961592474, -97.96067460147898 30.33896973161719)))",694,040095,8,24999998.425,19999.99937
"MULTIPOLYGON (((-97.94482826765403 30.338675543655857, -97.94516851343448 30.324930681458227, -97.96101259130138 30.325224827319627, -97.96067460147898 30.33896973161719, -97.94482826765403 30.338675543655857)))",695,045095,8,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.92898203181858 30.338379397765088, -97.92932453351548 30.32463457794766, -97.94516851343448 30.324930681458227, -97.94482826765403 30.338675543655857, -97.92898203181858 30.338379397765088)))",696,050095,8,24999998.425,19999.99937
"MULTIPOLYGON (((-97.91313589253517 30.33808129392413, -97.91348065010702 30.324336516767254, -97.92932453351548 30.32463457794766, -97.92898203181858 30.338379397765088, -97.91313589253517 30.33808129392413)))",697,055095,8,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.89728985252562 30.337781232190363, -97.89763686593031 30.32403649797428, -97.91348065010702 30.324336516767254, -97.91313589253517 30.33808129392413, -97.89728985252562 30.337781232190363)))",698,060095,8,24999998.425,19999.99937
"MULTIPOLYGON (((-97.88144391035246 30.33747921254273, -97.88179317954788 30.323734521547777, -97.89763686593031 30.32403649797428, -97.89728985252562 30.337781232190363, -97.88144391035246 30.33747921254273)))",699,065095,8,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.86559806873744 30.337175235039382, -97.86594959368095 30.323430587545833, -97.88179317954788 30.323734521547777, -97.88144391035246 30.33747921254273, -97.86559806873744 30.337175235039382)))",700,070095,8,24999998.425,19999.99937
"MULTIPOLYGON (((-97.84975232624306 30.336869299659018, -97.85010610689203 30.323124695947175, -97.86594959368095 30.323430587545833, -97.86559806873744 30.337175235039382, -97.84975232624306 30.336869299659018)))",701,075095,8,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.83390668559099 30.336561406460483, -97.83426272190219 30.322816846810646, -97.85010610689203 30.323124695947175, -97.84975232624306 30.336869299659018, -97.83390668559099 30.336561406460483)))",702,080095,8,24999998.425,19999.99937
"MULTIPOLYGON (((-97.81806114534372 30.3362515554222, -97.81841943727399 30.322507040114704, -97.83426272190219 30.322816846810646, -97.83390668559099 30.336561406460483, -97.81806114534372 30.3362515554222)))",703,085095,8,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.80221570822282 30.33593974660383, -97.80257625572838 30.32219527591893, -97.81841943727399 30.322507040114704, -97.81806114534372 30.3362515554222, -97.80221570822282 30.33593974660383)))",704,090095,5,24999998.425,19999.99937
"MULTIPOLYGON (((-97.78637037383047 30.33562598000417, -97.78673317686747 30.321881554222152, -97.80257625572838 30.32219527591893, -97.80221570822282 30.33593974660383, -97.78637037383047 30.33562598000417)))",705,095095,5,24999998.425,19999.99937
"MULTIPOLYGON (((-97.77052514176906 30.335310255621597, -97.77089020029351 30.32156587502279, -97.78673317686747 30.321881554222152, -97.78637037383047 30.33562598000417, -97.77052514176906 30.335310255621597)))",706,100095,5,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.75468001475987 30.33499257351693, -97.75504732872716 30.321248238381585, -97.77089020029351 30.32156587502279, -97.77052514176906 30.335310255621597, -97.75468001475987 30.33499257351693)))",707,105095,5,24999998.425,19999.99937
"MULTIPOLYGON (((-97.73883499136552 30.33467293366784, -97.73920456073112 30.32092864427631, -97.75504732872716 30.321248238381585, -97.75468001475987 30.33499257351693, -97.73883499136552 30.33467293366784)))",708,110095,5,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.72299007430722 30.334351336135875, -97.72336189902597 30.320607092768412, -97.73920456073112 30.32092864427631, -97.73883499136552 30.33467293366784, -97.72299007430722 30.334351336135875)))",709,115095,5,24999998.425,19999.99937
"MULTIPOLYGON (((-97.70714526214753 30.334027780898502, -97.7075193421744 30.320283583835383, -97.72336189902597 30.320607092768412, -97.72299007430722 30.334351336135875, -97.70714526214753 30.334027780898502)))",710,120095,5,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.69130055760762 30.333702268017976, -97.69167689289688 30.319958117539517, -97.7075193421744 30.320283583835383, -97.70714526214753 30.334027780898502, -97.69130055760762 30.333702268017976)))",711,125095,5,24999998.425,19999.99937
"MULTIPOLYGON (((-97.67545595925004 30.333374797471457, -97.67583454975608 30.319630693857984, -97.69167689289688 30.319958117539517, -97.69130055760762 30.333702268017976, -97.67545595925004 30.333374797471457)))",712,130095,3,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.84585407650864 30.4880603019513, -97.82998358113484 30.48775192441058, -97.83034073574846 30.47400731895095, -97.84620896838214 30.47431565248639, -97.84585407650864 30.4880603019513)))",179,080150,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.97484092559256 30.407986798913292, -97.97517713817307 30.394241819851544, -97.99103269455658 30.39453225797009, -97.99069874123037 30.40827727854693, -97.97484092559256 30.407986798913292)))",447,035120,9,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.95898320686518 30.407694359913112, -97.95932167865885 30.393949422646553, -97.97517713817307 30.394241819851544, -97.97484092559256 30.407986798913292, -97.95898320686518 30.407694359913112)))",448,040120,9,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.94312558361074 30.40739996152586, -97.94346631457647 30.39365506633464, -97.95932167865885 30.393949422646553, -97.95898320686518 30.407694359913112, -97.94312558361074 30.40739996152586)))",449,045120,9,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.92726805855392 30.407103603808164, -97.92761104865002 30.393358750972432, -97.94346631457647 30.39365506633464, -97.94312558361074 30.40739996152586, -97.92726805855392 30.407103603808164)))",450,050120,9,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.91141063025722 30.406805286739257, -97.91175587944205 30.39306047653914, -97.92761104865002 30.393358750972432, -97.92726805855392 30.407103603808164, -97.91141063025722 30.406805286739257)))",451,055120,9,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.89555330144528 30.40650501037657, -97.8959008096766 30.392760243092187, -97.91175587944205 30.39306047653914, -97.91141063025722 30.406805286739257, -97.89555330144528 30.40650501037657)))",452,060120,9,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.87969607068054 30.406202774698986, -97.88004583791614 30.3924580506105, -97.8959008096766 30.392760243092187, -97.89555330144528 30.40650501037657, -97.87969607068054 30.406202774698986)))",453,065120,9,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.86383894068756 30.405898579764717, -97.86419096688468 30.39215389915224, -97.88004583791614 30.3924580506105, -97.87969607068054 30.406202774698986, -97.86383894068756 30.405898579764717)))",454,070120,9,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.84798191002879 30.405592425552378, -97.84833619514465 30.39184778869608, -97.86419096688468 30.39215389915224, -97.86383894068756 30.405898579764717, -97.84798191002879 30.405592425552378)))",455,075120,9,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.8321249814287 30.405284312120926, -97.83248152541998 30.391539719300894, -97.84833619514465 30.39184778869608, -97.84798191002879 30.405592425552378, -97.8321249814287 30.405284312120926)))",456,080120,9,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.8162681534497 30.40497423944871, -97.8166269562731 30.391229690945124, -97.83248152541998 30.391539719300894, -97.8321249814287 30.405284312120926, -97.8162681534497 30.40497423944871)))",457,085120,9,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.8004114288162 30.40466220759543, -97.80077249042783 30.3909177036884, -97.8166269562731 30.391229690945124, -97.8162681534497 30.40497423944871, -97.8004114288162 30.40466220759543)))",458,090120,4,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.78455480713104 30.404348216559864, -97.78491812748692 30.390603757529508, -97.80077249042783 30.3909177036884, -97.8004114288162 30.40466220759543, -97.78455480713104 30.404348216559864)))",459,095120,4,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.76869828799721 30.404032266340405, -97.76906386705319 30.390287852466876, -97.78491812748692 30.390603757529508, -97.78455480713104 30.404348216559864, -97.76869828799721 30.404032266340405)))",460,100120,4,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.75284187413885 30.403714356997842, -97.75320971185022 30.389969988561248, -97.76906386705319 30.390287852466876, -97.76869828799721 30.404032266340405, -97.75284187413885 30.403714356997842)))",461,105120,4,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.73698556411847 30.403394488509893, -97.73735566044057 30.3896501657904, -97.75320971185022 30.389969988561248, -97.75284187413885 30.403714356997842, -97.73698556411847 30.403394488509893)))",462,110120,4,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.72112936066011 30.403072660938104, -97.72150171554769 30.38932838421582, -97.73735566044057 30.3896501657904, -97.73698556411847 30.403394488509893, -97.72112936066011 30.403072660938104)))",463,115120,4,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.7052732623263 30.402748874259895, -97.7056478757341 30.389004643814975, -97.72150171554769 30.38932838421582, -97.72112936066011 30.403072660938104, -97.7052732623263 30.402748874259895)))",464,120120,4,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.68941727184095 30.402423128537592, -97.6897941437232 30.388678944650124, -97.7056478757341 30.389004643814975, -97.7052732623263 30.402748874259895, -97.68941727184095 30.402423128537592)))",465,125120,4,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.67356138776658 30.402095423748307, -97.67394051807752 30.388351286698466, -97.6897941437232 30.388678944650124, -97.68941727184095 30.402423128537592, -97.67356138776658 30.402095423748307)))",466,130120,3,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.65770561282706 30.401765759955143, -97.65808700152031 30.38802167002302, -97.67394051807752 30.388351286698466, -97.67356138776658 30.402095423748307, -97.65770561282706 30.401765759955143)))",467,135120,3,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.64184994558485 30.40143413713497, -97.64223359261409 30.387690094600693, -97.65808700152031 30.38802167002302, -97.65770561282706 30.401765759955143, -97.64184994558485 30.40143413713497)))",468,140120,3,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.62599438876374 30.4011005553516, -97.62638029408208 30.387356560495302, -97.64223359261409 30.387690094600693, -97.64184994558485 30.40143413713497, -97.62599438876374 30.4011005553516)))",469,145120,3,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.61013894092616 30.40076501458162, -97.61052710448674 30.387021067683428, -97.62638029408208 30.387356560495302, -97.62599438876374 30.4011005553516, -97.61013894092616 30.40076501458162)))",470,150120,3,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.59428360479583 30.4004275148896, -97.59467402655119 30.386683616229675, -97.61052710448674 30.387021067683428, -97.61013894092616 30.40076501458162, -97.59428360479583 30.4004275148896)))",471,155120,3,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.57842837893517 30.40008805625188, -97.57882105883787 30.386344206110312, -97.59467402655119 30.386683616229675, -97.59428360479583 30.4004275148896, -97.57842837893517 30.40008805625188)))",472,160120,3,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.5625732660678 30.399746638733788, -97.56296820406986 30.38600283739072, -97.57882105883787 30.386344206110312, -97.57842837893517 30.40008805625188, -97.5625732660678 30.399746638733788)))",473,165120,3,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.54671826475611 30.39940326231137, -97.54711546080955 30.385659510046892, -97.56296820406986 30.38600283739072, -97.5625732660678 30.399746638733788, -97.54671826475611 30.39940326231137)))",474,170120,3,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.53086337772363 30.399057927050702, -97.53126283177991 30.38531422414497, -97.54711546080955 30.385659510046892, -97.54671826475611 30.39940326231137, -97.53086337772363 30.399057927050702)))",475,175120,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.51500860353273 30.39871063292756, -97.51541031554333 30.384966979660682, -97.53126283177991 30.38531422414497, -97.53086337772363 30.399057927050702, -97.51500860353273 30.39871063292756)))",476,180120,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.49915394490688 30.398361380008765, -97.4995579148227 30.384617776660885, -97.51541031554333 30.384966979660682, -97.51500860353273 30.39871063292756, -97.49915394490688 30.398361380008765)))",477,185120,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.4832994004084 30.398010168269863, -97.48370562818039 30.384266615121057, -97.4995579148227 30.384617776660885, -97.49915394490688 30.398361380008765, -97.4832994004084 30.398010168269863)))",478,190120,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.46744497276066 30.39765699777838, -97.46785345833916 30.383913495108796, -97.48370562818039 30.384266615121057, -97.4832994004084 30.398010168269863, -97.46744497276066 30.39765699777838)))",479,195120,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.45159066052598 30.39730186850958, -97.45200140386139 30.38355841659937, -97.46785345833916 30.383913495108796, -97.46744497276066 30.39765699777838, -97.45159066052598 30.39730186850958)))",480,200120,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.43573646642764 30.396944780531786, -97.43614946746976 30.38320137966106, -97.45200140386139 30.38355841659937, -97.45159066052598 30.39730186850958, -97.43573646642764 30.396944780531786)))",481,205120,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.41988238902793 30.39658573381999, -97.42029764772661 30.382842384268823, -97.43614946746976 30.38320137966106, -97.43573646642764 30.396944780531786, -97.41988238902793 30.39658573381999)))",482,210120,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-97.40402843105007 30.396224728443222, -97.40444594735453 30.382481430491783, -97.42029764772661 30.382842384268823, -97.41988238902793 30.39658573381999, -97.40402843105007 30.396224728443222)))",483,215120,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.38817459209652 30.395861764400095, -97.38859436595594 30.38211851832849, -97.40444594735453 30.382481430491783, -97.40402843105007 30.396224728443222, -97.38817459209652 30.395861764400095)))",484,220120,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-97.37232087176965 30.395496841688804, -97.37274290313302 30.381753647777135, -97.38859436595594 30.38211851832849, -97.38817459209652 30.395861764400095, -97.37232087176965 30.395496841688804)))",485,225120,0,25000001.7058,20000.0006823
"MULTIPOLYGON (((-98.16575895999542 30.383852318120358, -98.165449949219 30.397597771199745, -98.14959338222563 30.39732888440648, -98.1499046520451 30.383583469765114, -98.16575895999542 30.383852318120358)))",486,980115,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.13373690294235 30.397058038301164, -98.13405043176706 30.383312662378, -98.1499046520451 30.383583469765114, -98.14959338222563 30.39732888440648, -98.13373690294235 30.397058038301164)))",487,985115,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.11788051409371 30.396785232935922, -98.11819630188532 30.38303989601113, -98.13405043176706 30.383312662378, -98.13373690294235 30.397058038301164, -98.11788051409371 30.396785232935922)))",488,990115,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.10202421424233 30.39651046829166, -98.1023422609625 30.382765170645406, -98.11819630188532 30.38303989601113, -98.11788051409371 30.396785232935922, -98.10202421424233 30.39651046829166)))",489,995115,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.0861680061127 30.39623374442118, -98.08648831172252 30.38248848633366, -98.1023422609625 30.382765170645406, -98.10202421424233 30.39651046829166, -98.0861680061127 30.39623374442118)))",490,000115,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.07031188826743 30.395955061305127, -98.070634452728 30.382209843056486, -98.08648831172252 30.38248848633366, -98.0861680061127 30.39623374442118, -98.07031188826743 30.395955061305127)))",491,005115,0,25000000.0654,20000.0000262
"MULTIPOLYGON (((-98.05445586343093 30.395674418997096, -98.05478068670281 30.381929240867525, -98.070634452728 30.382209843056486, -98.07031188826743 30.395955061305127, -98.05445586343093 30.395674418997096)))",492,010115,0,24999998.425,19999.99937
"MULTIPOLYGON (((-98.03859993016579 30.39539181747742, -98.03892701220953 30.3816466797471, -98.05478068670281 30.381929240867525, -98.05445586343093 30.395674418997096, -98.03859993016579 30.39539181747742)))",493,015115,0,25000000.0654,20000.0000262
