the_geom,Object ID,GIS_ID,CORRIDOR_TYPE,STREET_NAME,Shape__Length
"MULTILINESTRING ((-97.68769136833 30.379545140862, -97.686381966758 30.381940865567))",8,79,Future Core Transit Corridor,N LAMAR BLVD,964.17175012612
"MULTILINESTRING ((-97.754914177262 30.250030624008, -97.755123179852 30.249521096028))",697,697,Core Transit Corridor,S 1ST ST,196.710240359191
"MULTILINESTRING ((-97.741635171615 30.281655641186, -97.742087419554 30.281807804287))",582,438,Core Transit Corridor,W MARTIN LUTHER KING BLVD,153.101276051961
"MULTILINESTRING ((-97.729085745795 30.278515117214, -97.728494401142 30.278573837523))",617,473,Core Transit Corridor,E MARTIN LUTHER KING BLVD,187.878696652842
"MULTILINESTRING ((-97.754985599733 30.271943971357, -97.755396432714 30.272103505535))",528,596,Core Transit Corridor,W 6TH ST,142.077462022229
"MULTILINESTRING ((-97.741397192338 30.307867142311, -97.74072548404 30.308917943616))",271,342,Core Transit Corridor,N LAMAR BLVD,437.01030922616
"MULTILINESTRING ((-97.746385732972 30.306713756816, -97.747513499108 30.307094057231))",351,351,Core Transit Corridor,W 38TH ST,381.81274639724
"MULTILINESTRING ((-97.777130452153 30.197031752373, -97.778881902014 30.193019549065))",173,244,Future Core Transit Corridor,S CONGRESS AVE,1560.5953694743
"MULTILINESTRING ((-97.741468774122 30.288767421327, -97.741422993595 30.289085535047))",565,633,Core Transit Corridor,GUADALUPE ST,116.59334511331
"MULTILINESTRING ((-97.707551139517 30.291564450706, -97.707459707087 30.291644730923, -97.70778756878 30.294062447409, -97.707888208239 30.294124961935))",283,4,Future Core Transit Corridor,AIRPORT BLVD,965.47708796772
"MULTILINESTRING ((-97.738956483152 30.268011981775, -97.737925456219 30.267705065489))",438,506,Core Transit Corridor,E 7TH ST,344.09304713397
"MULTILINESTRING ((-97.701108875527 30.287628538337, -97.700301914817 30.288195039859))",143,214,Future Core Transit Corridor,MANOR RD,327.59569016114
"MULTILINESTRING ((-97.777190743017 30.246929131118, -97.778122324319 30.246493721438))",468,536,Core Transit Corridor,S LAMAR BLVD,334.071069826122
"MULTILINESTRING ((-97.720416178363 30.232388357699, -97.720303573759 30.23227148097, -97.720031137151 30.232188748027, -97.719838571369 30.232140401115, -97.718877233249 30.231943081569, -97.718519568674 30.231871917037, -97.718275575189 30.231822077504, -97.718129348464 30.231785455279, -97.717990816643 30.231751217893, -97.717844863987 30.231705634346, -97.71769130657 30.231653157529, -97.717469516508 30.231641917351))",747,747,Core Transit Corridor,E RIVERSIDE DR,981.685023391731
"MULTILINESTRING ((-97.799561264588 30.172460949711, -97.799702805516 30.172535121479, -97.800334629922 30.173047655329, -97.800656851803 30.173263135437, -97.800907819254 30.173401434276, -97.80123495325 30.173562471832, -97.801670241344 30.173722595006, -97.801964416574 30.173810233513, -97.802297913164 30.173887977938, -97.802543597805 30.173936839949, -97.802849129697 30.173969227895, -97.803333887583 30.173991873487, -97.803958385259 30.17398603554, -97.80400600268 30.173986893404, -97.804039456443 30.173997923003, -97.804156222018 30.17408645155))",77,148,Future Core Transit Corridor,W SLAUGHTER LN,1626.33300438495
"MULTILINESTRING ((-97.694195653325 30.322973152153, -97.694245753381 30.323096878313, -97.693778539997 30.323882477153, -97.693639221459 30.323936211558))",41,112,Future Core Transit Corridor,CAMERON RD,417.297014832779
"MULTILINESTRING ((-97.718043389847 30.261577303282, -97.717467797586 30.261480291955))",415,415,Core Transit Corridor,E 7TH ST,185.114107185391
"MULTILINESTRING ((-97.734717360781 30.301076044736, -97.73524901983 30.301342605592))",385,385,Core Transit Corridor,W 38TH ST,193.775701209747
"MULTILINESTRING ((-97.712491538698 30.285334237387, -97.712099863353 30.285403236774))",155,226,Future Core Transit Corridor,MANOR RD,126.146807548534
"MULTILINESTRING ((-97.736174505003 30.248091977621, -97.736021853915 30.2480398441, -97.735852198551 30.248002740609, -97.735777589402 30.248038247265))",441,509,Core Transit Corridor,E RIVERSIDE DR,133.903760416745
"MULTILINESTRING ((-97.764848000016 30.274862117096, -97.765508450392 30.275347310407))",550,618,Core Transit Corridor,W 5TH ST,273.135106027956
"MULTILINESTRING ((-97.731556322738 30.264751287557, -97.730535817567 30.264408769902))",186,257,Core Transit Corridor,E 6TH ST,345.418624318405
"MULTILINESTRING ((-97.773631943814 30.207424039715, -97.774263014586 30.206193512084))",689,689,Core Transit Corridor,S CONGRESS AVE,489.923644768352
"MULTILINESTRING ((-97.728290658108 30.241791148753, -97.728283329174 30.24166948937, -97.727923197796 30.241196256727, -97.727791611262 30.24115408473))",713,713,Core Transit Corridor,E RIVERSIDE DR,294.886344992761
"MULTILINESTRING ((-97.815161775079 30.173824902112, -97.816152393654 30.173830634134))",71,142,Future Core Transit Corridor,W SLAUGHTER LN,313.03996356611
"MULTILINESTRING ((-97.746969547246 30.267189355693, -97.746641010826 30.268098586818))",472,540,Core Transit Corridor,GUADALUPE ST,346.561620204239
"MULTILINESTRING ((-97.730828718152 30.318774955632, -97.730297832888 30.319610600043))",237,308,Core Transit Corridor,N LAMAR BLVD,347.019067831901
"MULTILINESTRING ((-97.758468091036 30.232467001777, -97.758901989115 30.231755137896))",664,664,Core Transit Corridor,S CONGRESS AVE,292.92490608554
"MULTILINESTRING ((-97.740513164878 30.250717053086, -97.740406738914 30.250610193253, -97.740255628008 30.250482792118, -97.740133692607 30.250391982971, -97.739933807425 30.250257047653, -97.739673550108 30.250124163437))",508,576,Core Transit Corridor,E RIVERSIDE DR,343.892093936921
"MULTILINESTRING ((-97.718631785764 30.260324149977, -97.71704970427 30.259780286168, -97.716729476009 30.259671983601, -97.714639289056 30.25893893959))",96,167,Core Transit Corridor,E 6TH ST,1357.45762330891
"MULTILINESTRING ((-97.723115795888 30.233396148907, -97.722811701896 30.23319192606, -97.721759880432 30.232785188531, -97.721053266879 30.232527593189, -97.720549260216 30.23234662667, -97.720416178363 30.232388357699))",736,736,Core Transit Corridor,E RIVERSIDE DR,943.967664964824
"MULTILINESTRING ((-97.69424510127 30.220607571853, -97.694212616788 30.220513335333, -97.69367405117 30.220197606106, -97.693558785745 30.22020524092))",748,748,Core Transit Corridor,E RIVERSIDE DR,277.52075382421
"MULTILINESTRING ((-97.725145238728 30.279109802482, -97.724104647628 30.2793003958))",613,469,Core Transit Corridor,E MARTIN LUTHER KING BLVD,335.700075255533
"MULTILINESTRING ((-97.849802095472 30.183555151142, -97.849996356575 30.183534882714, -97.850497036985 30.183764229925, -97.851889905937 30.184447392403, -97.853052233782 30.185020738783, -97.854096423029 30.185788044641, -97.855040526699 30.186578789159, -97.855041788235 30.186691299744))",229,300,Future Core Transit Corridor,W SLAUGHTER LN,2055.76016133197
"MULTILINESTRING ((-97.836912213159 30.17733922542, -97.83706085473 30.177337145924, -97.837176861009 30.177381624701, -97.837527471877 30.17752498408, -97.838704817795 30.178074251268, -97.838787029088 30.17819062169))",60,131,Future Core Transit Corridor,W SLAUGHTER LN,681.409018124055
"MULTILINESTRING ((-97.730535817567 30.264408769902, -97.729537932139 30.264050201602))",195,266,Core Transit Corridor,E 6TH ST,340.958684234773
"MULTILINESTRING ((-97.755514444727 30.30868263583, -97.755894885861 30.30873979199))",515,583,Core Transit Corridor,W 35TH ST,121.837062057571
"MULTILINESTRING ((-97.741024710538 30.281494774523, -97.741635171615 30.281655641186))",584,440,Core Transit Corridor,W MARTIN LUTHER KING BLVD,201.375272861794
"MULTILINESTRING ((-97.816998439584 30.173869517431, -97.817131081325 30.173804632984, -97.819205489768 30.173766870739, -97.820050931174 30.173755969858, -97.823628751897 30.173688321536, -97.823734537482 30.173741991007))",305,26,Future Core Transit Corridor,W SLAUGHTER LN,2140.50086952074
"MULTILINESTRING ((-97.742107917959 30.296508820481, -97.74197280051 30.296701363014))",398,398,Core Transit Corridor,GUADALUPE ST,81.9876400008445
"MULTILINESTRING ((-97.693558785745 30.22020524092, -97.693527676124 30.220111748113, -97.692940579507 30.219775762872, -97.692808580891 30.219780356697))",739,739,Core Transit Corridor,E RIVERSIDE DR,299.192501834857
"MULTILINESTRING ((-97.767644724554 30.229455275808, -97.768098703882 30.228699779814))",670,670,Core Transit Corridor,S 1ST ST,309.924298029373
"MULTILINESTRING ((-97.714918042722 30.311891843402, -97.713399064291 30.311211721387))",323,44,Future Core Transit Corridor,E 51ST ST,539.370879720151
"MULTILINESTRING ((-97.766311262975 30.431380333714, -97.767056083148 30.431926045237))",345,66,Future Core Transit Corridor,JOLLYVILLE RD,307.391392479191
"MULTILINESTRING ((-97.7186153239 30.280206141645, -97.718277861979 30.280292767649))",592,448,Core Transit Corridor,E MARTIN LUTHER KING BLVD,111.08111066181
"MULTILINESTRING ((-97.679405010614 30.399157570768, -97.679349567896 30.399557981965, -97.679173885237 30.401790420598))",309,30,Future Core Transit Corridor,N LAMAR BLVD,960.466399050391
"MULTILINESTRING ((-97.761633588241 30.227183968586, -97.762272223074 30.2259178901))",676,676,Core Transit Corridor,S CONGRESS AVE,502.698871282736
"MULTILINESTRING ((-97.733586602798 30.247489471964, -97.733581836324 30.24737826086, -97.733429449517 30.247277531236, -97.733277303497 30.247166712717, -97.733015330657 30.246959382644, -97.732316425734 30.246416604772, -97.732153656814 30.2464132998))",445,513,Core Transit Corridor,E RIVERSIDE DR,623.090418344789
"MULTILINESTRING ((-97.739109327033 30.30120626687, -97.738917513815 30.301532426776))",384,384,Core Transit Corridor,GUADALUPE ST,133.173084002953
"MULTILINESTRING ((-97.755123179852 30.249521096028, -97.755174432517 30.249389534353))",698,698,Core Transit Corridor,S 1ST ST,50.5103227453879
"MULTILINESTRING ((-97.751910148192 30.270733812591, -97.75252928664 30.270967575872))",632,488,Core Transit Corridor,W 6TH ST,213.139798353192
"MULTILINESTRING ((-97.731094891867 30.265680445181, -97.730340339731 30.265430678624))",487,555,Core Transit Corridor,E 7TH ST,254.942383672199
"MULTILINESTRING ((-97.720172986938 30.335687963511, -97.719562752671 30.336706912591))",218,289,Core Transit Corridor,N LAMAR BLVD,417.599063266507
"MULTILINESTRING ((-97.7432234989 30.282103055675, -97.743748967394 30.282242941001))",576,432,Core Transit Corridor,W MARTIN LUTHER KING BLVD,173.487720569703
"MULTILINESTRING ((-97.784011419963 30.177050491104, -97.784052052091 30.176921376018, -97.784920930985 30.174161536715))",280,1,Future Core Transit Corridor,S CONGRESS AVE,1089.28844842168
"MULTILINESTRING ((-97.761198430742 30.22806358474, -97.761633588241 30.227183968586))",674,674,Core Transit Corridor,S CONGRESS AVE,348.179463728704
"MULTILINESTRING ((-97.692394840277 30.371181869591, -97.691619759013 30.372670371157))",17,88,Future Core Transit Corridor,N LAMAR BLVD,593.971024789852
"MULTILINESTRING ((-97.741817815572 30.285003754632, -97.74174230349 30.285897025796))",420,420,Core Transit Corridor,GUADALUPE ST,325.746290460622
"MULTILINESTRING ((-97.69783827145 30.222561628293, -97.69776677468 30.222456605461, -97.69691002255 30.222078289905, -97.696757608586 30.22200691588, -97.696552886046 30.221900359613, -97.696345679031 30.221781568363, -97.696149544759 30.221667872939, -97.695154030457 30.221078347686, -97.695030782625 30.221070940604))",746,746,Core Transit Corridor,E RIVERSIDE DR,1050.50180758579
"MULTILINESTRING ((-97.748714313878 30.252169216249, -97.749113021015 30.251121131004))",506,574,Core Transit Corridor,S CONGRESS AVE,401.428618970074
"MULTILINESTRING ((-97.76887883417 30.227469507363, -97.769248044072 30.226885719146))",675,675,Core Transit Corridor,S 1ST ST,242.230977125393
"MULTILINESTRING ((-97.725199215871 30.327808747392, -97.723716266398 30.330121881019))",490,558,Core Transit Corridor,N LAMAR BLVD,962.604631592203
"MULTILINESTRING ((-97.764153630879 30.252345004621, -97.76513732378 30.251212340953))",503,571,Core Transit Corridor,S LAMAR BLVD,515.908865659417
"MULTILINESTRING ((-97.716088249796 30.32703659433, -97.716034362223 30.327126201165, -97.715994211349 30.327546215757, -97.715955594232 30.327810369918, -97.715903329719 30.328167346302, -97.715809043558 30.328710598599, -97.715846423874 30.328862522474))",493,561,Core Transit Corridor,AIRPORT BLVD,674.045138229526
"MULTILINESTRING ((-97.720005490544 30.280008969221, -97.719256464847 30.280139460725))",595,451,Core Transit Corridor,E MARTIN LUTHER KING BLVD,241.146188550019
"MULTILINESTRING ((-97.717467797586 30.261480291955, -97.717206868471 30.261444683417))",720,720,Core Transit Corridor,E 7TH ST,83.3899380747384
"MULTILINESTRING ((-97.703448269592 30.224936146911, -97.703367502305 30.224852582461, -97.703018376834 30.224754183817, -97.702853796759 30.224697776391, -97.702675081859 30.224621964021, -97.701271302277 30.224005260998, -97.701136623466 30.224017344832))",737,737,Core Transit Corridor,E RIVERSIDE DR,813.929954066038
"MULTILINESTRING ((-97.722765009765 30.331648220093, -97.721249061541 30.334004662808))",223,294,Core Transit Corridor,N LAMAR BLVD,981.421655629982
"MULTILINESTRING ((-97.743342861391 30.276945822299, -97.742998385495 30.277902112177))",621,477,Core Transit Corridor,GUADALUPE ST,364.394555144978
"MULTILINESTRING ((-97.727118969405 30.264339313763, -97.726145440146 30.263959211437))",196,267,Core Transit Corridor,E 7TH ST,337.003396346906
"MULTILINESTRING ((-97.693064447087 30.32485546259, -97.69307380839 30.32499185398, -97.69248024398 30.326007556374, -97.692313602386 30.326057452873))",39,110,Future Core Transit Corridor,CAMERON RD,519.467952782535
"MULTILINESTRING ((-97.670773225082 30.30853742899, -97.66933152558 30.308917283303))",135,206,Future Core Transit Corridor,MANOR RD,475.450662361161
"MULTILINESTRING ((-97.695865780134 30.320786536912, -97.695782967139 30.320974608901, -97.695568237645 30.321253094985, -97.695396500586 30.321475807512, -97.695394166101 30.321478867181, -97.69516024595 30.321785506418, -97.694955766979 30.321860619821))",50,121,Future Core Transit Corridor,CAMERON RD,497.652404585161
"MULTILINESTRING ((-97.715846423874 30.328862522474, -97.715764639634 30.328970620042, -97.71572042326 30.329383867018, -97.715688798992 30.329593541976, -97.715656683991 30.329822487421, -97.715631550732 30.329998602958, -97.715602709308 30.330252918029, -97.715643933293 30.330384760143))",227,298,Core Transit Corridor,AIRPORT BLVD,565.909132271572
"MULTILINESTRING ((-97.734157634216 30.247626282529, -97.733965392146 30.247564486753, -97.733823447838 30.247507727662, -97.733689409504 30.247444417229, -97.733586602798 30.247489471964))",712,712,Core Transit Corridor,E RIVERSIDE DR,198.618261246877
"MULTILINESTRING ((-97.70724878193 30.289189475419, -97.707157631769 30.289296714331, -97.70744260926 30.291501994366, -97.707551139517 30.291564450706))",282,3,Future Core Transit Corridor,AIRPORT BLVD,896.628871037667
"MULTILINESTRING ((-97.726631099371 30.325505561495, -97.726343317751 30.325948018906))",495,563,Core Transit Corridor,N LAMAR BLVD,184.764635155026
"MULTILINESTRING ((-97.700115258321 30.357651947931, -97.699686381177 30.358259226488))",23,94,Future Core Transit Corridor,N LAMAR BLVD,258.99027777541
"MULTILINESTRING ((-97.758021249386 30.425969338866, -97.758805954281 30.426889948378, -97.759249350942 30.427132621533))",1,72,Future Core Transit Corridor,JOLLYVILLE RD,581.53393221976
"MULTILINESTRING ((-97.75804878879 30.262143535919, -97.75816753719 30.262097242449, -97.758547944416 30.261077225679, -97.75853331584 30.260867768844))",543,611,Core Transit Corridor,S LAMAR BLVD,507.340150154879
"MULTILINESTRING ((-97.698883354238 30.303911770748, -97.697295418616 30.30239942276, -97.695368796844 30.301567677559, -97.691143746617 30.301332132413, -97.690239829214 30.300947695422))",123,194,Core Transit Corridor,E 51ST ST,3076.93686787546
"MULTILINESTRING ((-97.740948047422 30.298273092437, -97.740563376823 30.298906142468))",394,394,Core Transit Corridor,GUADALUPE ST,260.278469919893
"MULTILINESTRING ((-97.738114959256 30.280693287648, -97.739446495 30.281025535244))",591,447,Core Transit Corridor,W MARTIN LUTHER KING BLVD,437.321235429296
"MULTILINESTRING ((-97.700833496151 30.316317517066, -97.700165810619 30.316853880044))",311,32,Core Transit Corridor,CAMERON RD,287.116819239141
"MULTILINESTRING ((-97.761849819055 30.273128298415, -97.762597564521 30.27343412186))",522,590,Core Transit Corridor,W 5TH ST,260.93497563263
"MULTILINESTRING ((-97.698549716828 30.289092477369, -97.696691510873 30.289930557646, -97.695219712383 30.290208311968, -97.693752009487 30.289988315296, -97.692028483136 30.289504494766, -97.691144272073 30.289590783524, -97.690358830655 30.289918384516, -97.689852845741 30.290370012161, -97.689494714091 30.290890697899, -97.689296999258 30.291571462604, -97.689282371059 30.292539293603))",190,261,Future Core Transit Corridor,MANOR RD,3791.01598053661
"MULTILINESTRING ((-97.748786282151 30.268683693482, -97.749877229796 30.269002730082))",432,500,Core Transit Corridor,W 5TH ST,363.418391232002
"MULTILINESTRING ((-97.713723782091 30.260919733327, -97.711640722091 30.260624093218))",87,158,Core Transit Corridor,E 7TH ST,666.381239242455
"MULTILINESTRING ((-97.756339245805 30.308836736726, -97.757016706235 30.30894249143, -97.757048147243 30.308947385994, -97.757187269384 30.30897364286, -97.757210073133 30.308977923459, -97.757587818261 30.309030455429, -97.757643612695 30.309040954566, -97.757815979428 30.309073434447, -97.757911703414 30.309091474405, -97.757921259932 30.309093261745))",513,581,Core Transit Corridor,W 35TH ST,507.969710171403
"MULTILINESTRING ((-97.855041788235 30.186691299744, -97.855166814844 30.186704500751, -97.856552546555 30.188325972272, -97.858236338487 30.192119790328, -97.858643660479 30.193038660495, -97.858586482796 30.193127626193))",250,321,Future Core Transit Corridor,W SLAUGHTER LN,2648.21939801811
"MULTILINESTRING ((-97.722207100835 30.279657796634, -97.721244343414 30.279811448874))",607,463,Core Transit Corridor,E MARTIN LUTHER KING BLVD,308.990786937923
"MULTILINESTRING ((-97.783223250548 30.179567818174, -97.784011419963 30.177050491104))",59,130,Future Core Transit Corridor,S CONGRESS AVE,948.801968103941
"MULTILINESTRING ((-97.733866384929 30.266576713964, -97.733181429017 30.266369357159))",482,550,Core Transit Corridor,E 7TH ST,229.010051097667
"MULTILINESTRING ((-97.715211798655 30.261141051129, -97.714767915451 30.26105934274, -97.713723782091 30.260919733327))",86,157,Core Transit Corridor,E 7TH ST,476.788824761622
"MULTILINESTRING ((-97.739753150918 30.327905959183, -97.739748347838 30.32808463556))",492,560,Core Transit Corridor,BURNET RD,65.0001980811358
"MULTILINESTRING ((-97.752776335272 30.288538881972, -97.75273594679 30.28878474613, -97.752617304206 30.289082997216, -97.752509896908 30.289298798385, -97.75225217653 30.289745571902, -97.752147720446 30.289779883048))",566,634,Core Transit Corridor,N LAMAR BLVD,507.527906610174
"MULTILINESTRING ((-97.712551151025 30.319915914625, -97.712469049214 30.320027688668, -97.712498393769 30.32017867874, -97.712542088463 30.320361619311, -97.712662504317 30.320625090162, -97.712761383598 30.320785065068, -97.712833422264 30.32088857624, -97.71296095766 30.320950646126))",232,303,Core Transit Corridor,AIRPORT BLVD,431.049471133885
"MULTILINESTRING ((-97.764178648305 30.222484031842, -97.764832540313 30.221372981589))",681,681,Core Transit Corridor,S CONGRESS AVE,453.797944224493
"MULTILINESTRING ((-97.714635557225 30.315029741586, -97.713703889348 30.316919460937))",243,314,Core Transit Corridor,AIRPORT BLVD,747.501692607493
"MULTILINESTRING ((-97.687639676352 30.296881247032, -97.687066645863 30.298186849135))",139,210,Future Core Transit Corridor,MANOR RD,508.105571166423
"MULTILINESTRING ((-97.767056083148 30.431926045237, -97.767940107673 30.432539002601))",198,269,Future Core Transit Corridor,JOLLYVILLE RD,356.812136438218
"MULTILINESTRING ((-97.715427800471 30.31109639751, -97.715347392263 30.312073885323))",259,330,Core Transit Corridor,AIRPORT BLVD,356.405610350877
"MULTILINESTRING ((-97.74128744746 30.290474469164, -97.741254526718 30.290869551154))",562,630,Core Transit Corridor,GUADALUPE ST,144.062234083283
"MULTILINESTRING ((-97.778689629586 30.246161438157, -97.779850752851 30.245356330179))",641,641,Core Transit Corridor,S LAMAR BLVD,469.214080405082
"MULTILINESTRING ((-97.727546882489 30.263393645768, -97.726544811911 30.263073473462))",408,408,Core Transit Corridor,E 6TH ST,337.108343986465
"MULTILINESTRING ((-97.722119211876 30.262581803639, -97.718043389847 30.261577303282))",108,179,Core Transit Corridor,E 7TH ST,1337.62852860326
"MULTILINESTRING ((-97.742695086014 30.281954856721, -97.7432234989 30.282103055675))",578,434,Core Transit Corridor,W MARTIN LUTHER KING BLVD,175.282686397299
"MULTILINESTRING ((-97.754691588903 30.421922719002, -97.754729902829 30.42195440319, -97.755303728521 30.422410828428))",81,152,Future Core Transit Corridor,JOLLYVILLE RD,262.182208990275
"MULTILINESTRING ((-97.707888208239 30.294124961935, -97.707798185164 30.294216272767, -97.707932533902 30.29529997386, -97.707986976819 30.295685920437, -97.708043184844 30.296008177407, -97.708112416295 30.296266479977, -97.708171957821 30.296466248033, -97.708232298544 30.296636604098, -97.708295992114 30.296787418939, -97.708418506974 30.297059573643, -97.708541456455 30.297316996337, -97.708717035767 30.297612295365, -97.708853061571 30.297803810797, -97.709003034762 30.297846102253))",140,211,Future Core Transit Corridor,AIRPORT BLVD,1454.82748467083
"MULTILINESTRING ((-97.738917513815 30.301532426776, -97.738595085794 30.301971456887))",377,377,Core Transit Corridor,GUADALUPE ST,189.335752596613
"MULTILINESTRING ((-97.741205546375 30.297890501065, -97.740948047422 30.298273092437))",396,396,Core Transit Corridor,GUADALUPE ST,161.13671165031
"MULTILINESTRING ((-97.697581686641 30.253357958073, -97.695841126031 30.252274246892))",167,238,Future Core Transit Corridor,E 7TH ST,676.285688859706
"MULTILINESTRING ((-97.712603080591 30.3003018818, -97.712589205078 30.30041252115, -97.712712585394 30.300479512141))",129,200,Future Core Transit Corridor,AIRPORT BLVD,86.4070557829044
"MULTILINESTRING ((-97.758181654083 30.271658949031, -97.759253841051 30.272060038287))",529,597,Core Transit Corridor,W 5TH ST,368.560793078665
"MULTILINESTRING ((-97.778122324319 30.246493721438, -97.778689629586 30.246161438157))",693,693,Core Transit Corridor,S LAMAR BLVD,216.085111204026
"MULTILINESTRING ((-97.718879400681 30.337635228735, -97.718993711906 30.337711186685, -97.71796841016 30.339357331195, -97.717850089077 30.339411657557))",717,717,Core Transit Corridor,N LAMAR BLVD,768.125276930293
"MULTILINESTRING ((-97.712799429271 30.318753870649, -97.712630804764 30.318976834076, -97.712558015547 30.319136792715, -97.712505295834 30.319267458052, -97.712462517225 30.319424316992, -97.712448773511 30.319615159167))",235,306,Core Transit Corridor,AIRPORT BLVD,338.044229067784
"MULTILINESTRING ((-97.705646027601 30.35335653158, -97.704075959763 30.354529017434))",28,99,Future Core Transit Corridor,N LAMAR BLVD,653.50524760803
"MULTILINESTRING ((-97.841857008618 30.179687449183, -97.842009258298 30.179696573192, -97.84548325194 30.18136484122, -97.845569087922 30.181471184243))",302,23,Future Core Transit Corridor,W SLAUGHTER LN,1349.68018142186
"MULTILINESTRING ((-97.736653703922 30.314899367308, -97.736585848137 30.314963560822, -97.73651941203 30.314951460897))",718,718,Core Transit Corridor,N LAMAR BLVD,53.0977530356287
"MULTILINESTRING ((-97.745164001456 30.261704472816, -97.745510498989 30.260834113495, -97.746148980609 30.259117045679))",97,168,Core Transit Corridor,S CONGRESS AVE,991.119023629649
"MULTILINESTRING ((-97.739318735271 30.31101550573, -97.738547731997 30.312102792223))",260,331,Core Transit Corridor,N LAMAR BLVD,464.28113369238
"MULTILINESTRING ((-97.727044397637 30.240245461796, -97.727029062339 30.240111813318, -97.726839290174 30.239882945599, -97.726769107736 30.239790976436, -97.726649921321 30.239640362964, -97.726504008146 30.239426111864, -97.726419212589 30.239289948845, -97.726334386086 30.23915378604, -97.726250109717 30.238998409059, -97.726183952233 30.238873571533, -97.726112677058 30.238704762416, -97.726023920739 30.238480699806, -97.725935684614 30.238237424211, -97.725765763719 30.23774283548, -97.725666160897 30.2376859111))",637,637,Core Transit Corridor,E RIVERSIDE DR,1043.25266396648
"MULTILINESTRING ((-97.741422993595 30.289085535047, -97.741362106861 30.289818646601))",564,632,Core Transit Corridor,GUADALUPE ST,267.31641281004
"MULTILINESTRING ((-97.690149595515 30.375272206199, -97.689761339172 30.375896794206))",13,84,Future Core Transit Corridor,N LAMAR BLVD,258.048370142002
"MULTILINESTRING ((-97.723498413502 30.233683463382, -97.723343978913 30.233551902382, -97.723115795888 30.233396148907))",744,744,Core Transit Corridor,E RIVERSIDE DR,159.982433536238
"MULTILINESTRING ((-97.719770623796 30.284206726182, -97.719113322839 30.284284081998))",162,233,Future Core Transit Corridor,MANOR RD,209.36700905109
"MULTILINESTRING ((-97.713216235332 30.321301832715, -97.714303160091 30.322144366443, -97.714496266826 30.322318339194, -97.714629404166 30.322459127288, -97.714758615222 30.322607893025, -97.714902103355 30.322776176585, -97.715036034066 30.322955540547, -97.715212255792 30.323214427639, -97.715356014767 30.323440528833, -97.7154707775 30.323645188985, -97.715560231096 30.32382683487, -97.715624493384 30.32398230441, -97.715781318367 30.324409366158, -97.715830479753 30.324575748893, -97.715869518764 30.324774022427, -97.715899465542 30.32496732426, -97.715959961632 30.325397259304, -97.715994169219 30.32577365814, -97.716016797305 30.326100037948, -97.716027322892 30.326897144882, -97.716088249796 30.32703659433))",728,728,Core Transit Corridor,AIRPORT BLVD,2380.96119264903
"MULTILINESTRING ((-97.702695242607 30.355501840538, -97.701270515286 30.356575510915))",25,96,Future Core Transit Corridor,N LAMAR BLVD,595.316082353013
"MULTILINESTRING ((-97.786932463736 30.167075140575, -97.787079906679 30.16701715408, -97.788456981299 30.167053368628, -97.788567049394 30.167111690588))",307,28,Future Core Transit Corridor,W SLAUGHTER LN,527.268222075098
"MULTILINESTRING ((-97.751637804084 30.244252197158, -97.751919985097 30.243531796681))",450,518,Core Transit Corridor,S CONGRESS AVE,276.739808034106
"MULTILINESTRING ((-97.741362106861 30.289818646601, -97.74128744746 30.290474469164))",563,631,Core Transit Corridor,GUADALUPE ST,239.676738238956
"MULTILINESTRING ((-97.702840957423 30.305784009557, -97.698883354238 30.303911770748))",119,190,Core Transit Corridor,E 51ST ST,1422.45805070385
"MULTILINESTRING ((-97.728084500981 30.323224801377, -97.726631099371 30.325505561495))",497,565,Core Transit Corridor,N LAMAR BLVD,947.797988382147
"MULTILINESTRING ((-97.727791611262 30.24115408473, -97.727815488315 30.241065102237, -97.727163750399 30.240272588172, -97.727044397637 30.240245461796))",714,714,Core Transit Corridor,E RIVERSIDE DR,426.35194431122
"MULTILINESTRING ((-97.740515676946 30.281333207674, -97.741024710538 30.281494774523))",585,441,Core Transit Corridor,W MARTIN LUTHER KING BLVD,171.081820258135
"MULTILINESTRING ((-97.750785040721 30.307201266613, -97.751173199509 30.307473119759))",276,347,Core Transit Corridor,W 35TH ST,157.411963898222
"MULTILINESTRING ((-97.750074926319 30.258387664625, -97.753489817818 30.259589610447))",109,180,Core Transit Corridor,BARTON SPRINGS RD,1163.39477830596
"MULTILINESTRING ((-97.691162810372 30.373516330045, -97.690783437542 30.374135603045))",15,86,Future Core Transit Corridor,N LAMAR BLVD,255.02343412837
"MULTILINESTRING ((-97.726972773554 30.262155311903, -97.725795715149 30.261716059144, -97.72529935426 30.261529934242, -97.722964348928 30.260737036514))",88,159,Core Transit Corridor,E 5TH ST,1366.77706471138
"MULTILINESTRING ((-97.772023929432 30.247857576141, -97.772824370307 30.247651296324))",463,531,Core Transit Corridor,S LAMAR BLVD,263.643246337249
"MULTILINESTRING ((-97.739829437051 30.334857647854, -97.739469265245 30.336932380328))",220,291,Core Transit Corridor,BURNET RD,763.062724040728
"MULTILINESTRING ((-97.745164001456 30.261704472816, -97.744872952703 30.262515444247, -97.744574734844 30.263386777677))",85,156,Core Transit Corridor,CONGRESS AVE,639.509191854974
"MULTILINESTRING ((-97.752781371721 30.273953963811, -97.752285202462 30.275022240898))",626,482,Core Transit Corridor,N LAMAR BLVD,418.90349282371
