the_geom,OBJECTID,MARKINGS_SPECIALTY_LINE_ID,INTERSECTION_ID,SEGMENT_ID,ALTERNATE_ID,LOCATION_DESCRIPTION,LOCATION_STATUS,DIRECTION,SPECIALTY_LINE_TYPE,NUMBER_OF_ASSETS,MARKING_TEXT_NOTE,MATERIAL,COLOR,INSTALL_DATE,ASSET_CONDITION,CREW_ASSIGNED,COMMENTS,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE,GLOBALID,Shape__Length
"MULTILINESTRING ((-97.688412196311 30.276342624196, -97.688456969183 30.2763550082, -97.688496112626 30.276372051245))",612,992,5163360,3378150,,,ACTIVE,E,RPM_LANE_SEPARATOR,3,,,Yellow,10/15/2019 12:00:00 AM +0000,,,,ADEANDA,10/16/2019 08:31:56 PM +0000,ADEANDA,10/21/2019 03:32:32 PM +0000,e8798353-5a98-4056-8412-416b5d228529,28.6570655944761
"MULTILINESTRING ((-97.777761321286 30.260547131628, -97.777865538274 30.260412649237))",843,356,5152427,2021212,,,ACTIVE,,CONCRETE_DOMES,7,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,17a669cd-5a95-422a-9011-1f697e088984,58.9471859374826
"MULTILINESTRING ((-97.726221938746 30.342949470016, -97.726242104604 30.342967189765))",133,7,5159049,2011496,,,ACTIVE,,CONCRETE_DOMES,2,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:50 PM +0000,d012926a-8f83-41c0-97a8-b7c96b02002c,9.05517028003488
"MULTILINESTRING ((-97.697043724762 30.408411085777, -97.696958672128 30.408690224656))",807,743,5162014,2039288,,,ACTIVE,N,DELINEATORS,7,,,White,04/15/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,04/15/2019 03:04:33 PM +0000,MSTEVENS,04/15/2019 03:04:57 PM +0000,31357be6-331d-427b-9421-e2e5892a01a0,105.000001472818
"MULTILINESTRING ((-97.731339293397 30.304142390242, -97.731417375307 30.304020403528))",474,177,5158582,2016431,,,ACTIVE,,CONCRETE_DOMES,5,,,White,,Unknown,BIKE,,SGOV,08/07/2018 03:50:53 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,8e45ca5f-e04e-4aaa-88a2-ff1ccd7cc16a,50.748630856958
"MULTILINESTRING ((-97.710371322864 30.411557289111, -97.710378437522 30.411573863691, -97.710381970257 30.411613186481, -97.710377898995 30.411638039806, -97.710346694474 30.411754575295))",1114,1110,5160626,2039218,,,ACTIVE,N,RPM_LANE_SEPARATOR,4,,,Yellow,04/08/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,05/06/2020 07:44:09 PM +0000,ADEANDA,05/08/2020 07:30:34 PM +0000,fa1a94a2-2660-492f-af43-774114839b3d,73.4145458939659
"MULTILINESTRING ((-97.72301481621 30.244691994564, -97.722631527802 30.244558477295))",357,274,5159821,3381701,,,ACTIVE,E,DELINEATORS,5,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:44 PM +0000,5e86a499-a82e-4fae-a5ce-59415097091e,130.407453630356
"MULTILINESTRING ((-97.712143692215 30.263653784935, -97.712289279963 30.263514546182, -97.712472076917 30.263339780529, -97.712561299093 30.26325419253, -97.712657839143 30.263133258534))",313,469,5160795,2019058,,,ACTIVE,,DELINEATORS,10,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:33 PM +0000,e0415780-f29b-4605-860d-4edd0ff09b75,249.729918982792
"MULTILINESTRING ((-97.704098144945 30.266728964604, -97.704150430009 30.266748181918))",947,917,5161626,2018818,,,ACTIVE,E,CURBS,1,,PAINT,Red,07/09/2019 12:00:00 AM +0000,Unknown,OTHER,,ADEANDA,07/12/2019 06:53:40 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,641c41c2-25b3-4bbe-9491-7812623813d1,17.9247982070264
"MULTILINESTRING ((-97.690048169175 30.340756166304, -97.689779578061 30.341188887003, -97.689727107669 30.341289670349, -97.689679838241 30.341419936181, -97.689654067608 30.341523165812))",466,354,5162962,2040230,,,ACTIVE,,CONCRETE_DOMES,31,,,White,,Unknown,BIKE,,SGOV,08/02/2018 02:57:19 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,2f7cc457-0a9b-4c38-a0be-55eb85ff6702,307.032096432437
"MULTILINESTRING ((-97.887148765907 30.213011164034, -97.88717539627 30.212990783309))",1036,618,5143884,2026937,,,ACTIVE,,CURBS,1,,PAINT,Red,11/17/2018 12:00:00 AM +0000,Unknown,OTHER,,SGOV,12/03/2018 07:48:15 PM +0000,CTREMEL,08/30/2019 03:48:09 PM +0000,c73daf4a-5feb-46c5-95d4-cbc929ed18fc,11.2115599103892
"MULTILINESTRING ((-97.745663372914 30.298357396502, -97.745728915704 30.298255510684))",1072,1079,5156431,2016820,,,ACTIVE,,CURBS,,,PAINT,Red,12/01/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,02/03/2020 05:40:08 PM +0000,ADEANDA,02/10/2020 09:08:23 PM +0000,cd5f59e3-3f08-4ce1-8be6-91510c3946c7,42.4371423416503
"MULTILINESTRING ((-97.762881815507 30.187568072353, -97.762917053733 30.187534758326, -97.762979543399 30.187458422324))",530,520,5154495,2025680,,,ACTIVE,,CURBS,1,,PAINT,Red,,Unknown,OTHER,,SGOV,10/10/2018 04:16:26 PM +0000,CTREMEL,08/30/2019 03:48:13 PM +0000,12f53610-0e8d-44aa-b0cb-ef6e7084fe61,50.5220996270549
"MULTILINESTRING ((-97.713838981795 30.260641994008, -97.71385073029 30.26061665359))",1102,1104,5160685,2019211,,,ACTIVE,S,DELINEATORS,1,,,White,04/16/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,04/22/2020 08:25:47 PM +0000,ADEANDA,04/24/2020 07:51:10 PM +0000,84910bfe-e112-4553-bb03-8b269d9741b0,9.93446237531603
"MULTILINESTRING ((-97.782056230198 30.255380820697, -97.782000336463 30.255570701807, -97.781961044654 30.255756735715))",75,309,5152017,2021343,,,ACTIVE,,CONCRETE_DOMES,15,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,dfaa603a-3f1c-4bdd-bda7-baa94d9e7cf7,140.063656692217
"MULTILINESTRING ((-97.737728282083 30.264572907026, -97.737081944697 30.264388870357, -97.736930340831 30.264339958412, -97.736719108786 30.264258324473))",565,547,5157918,2018999,,,ACTIVE,,CONCRETE_DOMES,50,,,White,,Unknown,BIKE,,SGOV,10/25/2018 06:02:06 PM +0000,CTREMEL,08/30/2019 03:46:51 PM +0000,ce720b61-9aae-49b6-a57c-ff0d2c0da08b,338.803844335168
"MULTILINESTRING ((-97.718595255043 30.238401779053, -97.718615146192 30.238403378888, -97.718627335777 30.238410193165, -97.718631117966 30.238422804831))",1069,1066,5253551,2022698,,,ACTIVE,,DELINEATORS,,,,,,,,,ADEANDA,02/03/2020 06:51:14 PM +0000,ADEANDA,02/10/2020 09:08:22 PM +0000,846bfe4f-cbf3-4cb8-b444-a1835b6a5dba,15.6260480858155
"MULTILINESTRING ((-97.733374294091 30.26334236202, -97.733375699084 30.26333627806, -97.73337171147 30.263331689037, -97.733367506301 30.263330469459, -97.733359742107 30.263330091734, -97.733350140005 30.26333523695))",1110,1119,5158461,2033310,,,ACTIVE,N,DELINEATORS,4,,,Yellow,03/09/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,05/06/2020 07:57:55 PM +0000,ADEANDA,05/08/2020 07:30:36 PM +0000,c54a2ccd-51cf-4892-bc97-8f6e03ed09bc,11.7644729468772
"MULTILINESTRING ((-97.715153270875 30.257760160975, -97.715197299634 30.257657802564))",318,383,5160568,2019348,,,ACTIVE,,DELINEATORS,2,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:49 PM +0000,256e7d4a-e60a-48ac-9fbe-cd430334bb34,39.7374458007869
"MULTILINESTRING ((-97.738185350331 30.359684019519, -97.738189109623 30.359684991617, -97.738193580427 30.359685082081, -97.738196716535 30.359683653057, -97.738196788774 30.359680968233, -97.738195509188 30.359677361829, -97.738192126203 30.359675204443))",713,716,5157292,3300416,,Median nose on W Anderson Ln,ACTIVE,SE,CURBS,1,,PAINT,Yellow,04/01/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/01/2019 04:17:05 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,4ee31060-264f-48cb-8c9f-4ca04fdab0fb,7.43837620714777
"MULTILINESTRING ((-97.784266381404 30.253042960588, -97.784372455186 30.253025016753, -97.784503902344 30.253014739455))",84,70,5151657,2041305,,,ACTIVE,,CONCRETE_DOMES,7,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,08d19e7d-3f6c-4279-861e-1d514badbd6b,75.7923871689135
"MULTILINESTRING ((-97.760395254741 30.278403161786, -97.760377030126 30.278426431729))",621,982,5154515,2020849,,,ACTIVE,S,DELINEATORS,1,,,White,09/30/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,10/10/2019 05:17:08 PM +0000,ADEANDA,10/14/2019 03:10:28 PM +0000,ae3169ba-f27f-4a77-8551-0f8f7ca12ef9,10.233108633502
"MULTILINESTRING ((-97.735114752682 30.278544268247, -97.735108226615 30.278559762712))",964,882,5158146,2018051,,,ACTIVE,S,DELINEATORS,1,,,White,05/24/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,06/06/2019 09:53:02 PM +0000,MSTEVENS,06/10/2019 02:49:26 PM +0000,c2ff5aef-9d24-4a4a-bf8a-5545099c11c5,5.99989431618836
"MULTILINESTRING ((-97.761339172776 30.236009235862, -97.761293344591 30.23608149147))",868,777,5154532,2023969,,,ACTIVE,N,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/18/2019 07:21:17 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,538e8af0-941f-4235-9818-243b595fab5d,30.0002649204659
"MULTILINESTRING ((-97.73514471267 30.278550247348, -97.735138186608 30.278565741815))",973,880,5158146,2018051,,,ACTIVE,S,DELINEATORS,1,,,White,05/24/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,06/06/2019 09:52:53 PM +0000,MSTEVENS,06/10/2019 02:49:23 PM +0000,087302ac-26ca-432c-900d-638d168bb9d1,5.99989432097623
"MULTILINESTRING ((-97.833898204166 30.176558056624, -97.833899335952 30.176557743962, -97.83390041762 30.176557240835, -97.833901392724 30.17655656148, -97.833902201256 30.176555737208, -97.833902813008 30.176554811645, -97.833903205774 30.176553840299, -97.833903392827 30.176552872155, -97.833903389119 30.176551891263, -97.833903177563 30.176550875634, -97.83390274435 30.176549877333, -97.833902097376 30.176548952458, -97.83390126251 30.176548144825, -97.833900285297 30.176547500439, -97.833899227689 30.176547033142, -97.833898146756 30.176546744951))",1104,1108,5147719,2027731,,,ACTIVE,E,CURBS,,,PAINT,Yellow,04/16/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,04/30/2020 05:00:16 PM +0000,ADEANDA,04/30/2020 05:15:18 PM +0000,2f56eff9-e967-4018-a9f7-db8905a392ff,5.69988053292889
"MULTILINESTRING ((-97.688671896875 30.349342765102, -97.688692335239 30.3493503486, -97.688681048475 30.349369443395))",108,286,5163099,2011251,,,ACTIVE,,DELINEATORS,3,,,White,,Unknown,,,SGOV,06/25/2018 02:50:44 PM +0000,SGOV,08/24/2018 10:01:45 PM +0000,aa6db58c-e1ca-455e-bb58-608db744b9df,14.8158542969645
"MULTILINESTRING ((-97.744975901982 30.285315110241, -97.744978060683 30.285311573347))",221,201,5156575,2017546,,,ACTIVE,,DELINEATORS,1,,,Yellow,06/06/2018 12:00:00 AM +0000,Excellent,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:41 PM +0000,ca4506aa-f151-4817-80c7-cf329b3c3135,1.45564216270669
"MULTILINESTRING ((-97.735638704076 30.344633704974, -97.735604424734 30.344618685798))",728,666,5157860,2011444,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,03/01/2019 03:27:37 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,1ed5663a-54eb-4e4e-a2b6-47d1c0851b19,12.1143982103063
"MULTILINESTRING ((-97.743491175777 30.297361887299, -97.743435806884 30.297335135635))",899,762,5156731,2016807,,,ACTIVE,SE,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/18/2019 04:23:14 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,4e38373c-aa6c-4796-b61e-b1b4fa666df3,20.0000569185969
"MULTILINESTRING ((-97.774637864231 30.261591008882, -97.774069666716 30.261642688571))",851,2,5152715,2021186,,,ACTIVE,,CONCRETE_DOMES,18,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:50 PM +0000,c6c07976-bfff-4cbd-ba0e-59d267787d74,180.36789573241
"MULTILINESTRING ((-97.714698345361 30.25881982601, -97.714884322421 30.258405080126))",316,334,5160614,2019311,,,ACTIVE,,DELINEATORS,5,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:47 PM +0000,68e952bf-56cf-4ad6-a09f-cf3bc0b11782,161.864249563368
"MULTILINESTRING ((-97.783177878061 30.253710448436, -97.783397664851 30.253528544682))",216,315,5151825,2021388,,,ACTIVE,,DELINEATORS,5,Bike seperator,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:46 PM +0000,3490e64a-878d-49ac-8b77-ce5a507083b3,95.8766186871976
"MULTILINESTRING ((-97.722735799809 30.329887568283, -97.722629871583 30.329860939703, -97.722220899218 30.329665901106, -97.722219735187 30.329665402765))",977,892,5159559,2012025,,,ACTIVE,W,DELINEATORS,6,,,White,03/05/2019 12:00:00 AM +0000,Unknown,BIKE,,MSTEVENS,06/10/2019 03:07:05 PM +0000,MSTEVENS,06/10/2019 03:20:31 PM +0000,ab6db9c7-dbbb-41c0-a518-5804a8bbd089,182.441994513138
"MULTILINESTRING ((-97.723791174519 30.244799823169, -97.723756977955 30.244784732363, -97.723431653175 30.244733912405, -97.723408490171 30.244736305425))",355,388,5159593,3381701,,,ACTIVE,,DELINEATORS,11,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:49 PM +0000,3aada372-f7e3-4298-85f3-39cbb6dcd0fe,123.854397052993
"MULTILINESTRING ((-97.731399576962 30.342967981717, -97.731217923653 30.342875482105))",743,689,5158480,2011492,,,ACTIVE,W,CONCRETE_DOMES,7,,,White,,Unknown,BIKE,,SGOV,03/01/2019 03:35:01 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,e83e842a-3457-4f6a-8b46-769058c8f8c9,66.4468825354776
"MULTILINESTRING ((-97.738798267512 30.264917361397, -97.738032922309 30.26469940539, -97.738048191043 30.264663425173, -97.738820261516 30.264876742985, -97.73879824187 30.264918315555))",563,545,5157547,2018982,,,ACTIVE,,CONCRETE_DOMES,130,,,White,,Unknown,BIKE,,SGOV,10/25/2018 05:57:25 PM +0000,CTREMEL,08/30/2019 03:46:51 PM +0000,561efb70-ec9b-46af-b62a-7a834685a617,540.668239342565
"MULTILINESTRING ((-97.704509097753 30.289050593003, -97.70451917664 30.289034088222, -97.704576136567 30.289063906189, -97.704563438972 30.289075582927, -97.704509097753 30.289050593003))",533,493,5161539,2017250,,,ACTIVE,,DELINEATORS,8,,,Yellow,08/20/2018 12:00:00 AM +0000,Unknown,,,SGOV,09/12/2018 01:59:17 PM +0000,SGOV,09/12/2018 02:04:02 PM +0000,613e8f32-514b-4a2a-a181-b92017bdcf0d,53.038323730212
"MULTILINESTRING ((-97.736420057796 30.278154011654, -97.736414301398 30.278169734732))",869,870,5157919,2018034,,,ACTIVE,N,DELINEATORS,1,,,White,05/24/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,06/07/2019 03:14:05 PM +0000,MSTEVENS,06/07/2019 03:20:31 PM +0000,8e6e325e-41ff-443f-9e14-50a5443c662c,6.00006758577149
"MULTILINESTRING ((-97.780943354066 30.257742876661, -97.781252154079 30.257515537666))",71,411,5152067,2021276,,,ACTIVE,,CONCRETE_DOMES,14,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,b1e85472-73d6-46cd-b3f4-fff0bf90244b,127.833854825413
"MULTILINESTRING ((-97.824429513559 30.250956754445, -97.824421213952 30.25093749239, -97.824373526207 30.250867801292))",177,349,5148360,2021553,,,ACTIVE,,CURBS,1,,PAINT,Red,06/28/2018 12:00:00 AM +0000,Unknown,OTHER,,SGOV,07/03/2018 10:03:35 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,60aea1d0-a972-44fb-bbfd-8dea31ff6e2a,36.9606548420947
"MULTILINESTRING ((-97.689640656825 30.341760569731, -97.68964792099 30.341845854021, -97.689670623248 30.341951815537, -97.689720821957 30.342105537117))",467,244,5163016,2040230,,,ACTIVE,,CONCRETE_DOMES,14,,,White,,Unknown,BIKE,,SGOV,08/02/2018 02:58:49 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,cc060147-617d-48b7-b1bf-fd0e4b0e2e76,128.404161199712
"MULTILINESTRING ((-97.712593539445 30.314966703507, -97.712604414963 30.314972153154, -97.712606345129 30.314973002021, -97.712608337984 30.314974108437, -97.71261018566 30.31497539055, -97.712611870902 30.314976832668, -97.712613371258 30.314978418992, -97.712614671553 30.314980133871, -97.712615758787 30.31498195809, -97.712616621075 30.31498386975, -97.712617248561 30.314985848798, -97.712617633468 30.314987875224, -97.712617772274 30.314989925493, -97.712617662523 30.314991975193, -97.712617306809 30.314994005426, -97.712616709998 30.314995990126, -97.712615874684 30.314997910394, -97.712614814921 30.314999746667, -97.712613537555 30.315001476526, -97.712607809203 30.315010542632))",18,995,5160651,2015558,,,ACTIVE,N,CURBS,,,PAINT,Red,10/22/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,10/30/2019 08:18:49 PM +0000,ADEANDA,10/30/2019 09:11:21 PM +0000,4ad6356f-783c-4438-9d83-bbb108c5fada,20.3520962783924
"MULTILINESTRING ((-97.775491463546 30.249664029658, -97.775555633451 30.249566949239))",415,394,5152720,2047110,,,ACTIVE,NE,DELINEATORS,2,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:50 PM +0000,223c4f39-dbba-4a1d-ad84-13b65f21c5b8,40.7078858438319
"MULTILINESTRING ((-97.775515735087 30.395187932024, -97.775513442411 30.395171553946, -97.775494550372 30.395173540541))",1005,798,5152315,2039438,,,ACTIVE,N,DELINEATORS,3,,,White,06/18/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,04/24/2019 03:18:43 PM +0000,MSTEVENS,06/19/2019 06:46:10 PM +0000,13d62797-85ef-4938-ae55-c4e82759b3ed,12.0000251077069
"MULTILINESTRING ((-97.727430638873 30.341030643534, -97.727469032409 30.341049664744))",451,62,5158843,2011562,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,08/01/2018 06:27:56 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,7bf1e743-39e6-42f8-ae46-62481c6b4a36,13.9477151299628
"MULTILINESTRING ((-97.756756393406 30.331281035034, -97.756812725312 30.331307449772, -97.756854689737 30.331326307407))",297,440,5154758,2042837,,,ACTIVE,,DELINEATORS,3,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:52 PM +0000,99e0f01f-8877-42af-8d39-204fc2d638f6,35.1121025806133
"MULTILINESTRING ((-97.769048390809 30.246073344259, -97.76912871902 30.246237774939))",555,537,5153425,2041373,,,ACTIVE,,DELINEATORS,22,,,,,Unknown,,,SGOV,10/18/2018 06:53:25 PM +0000,SGOV,10/18/2018 06:53:29 PM +0000,3d7d0193-663d-4c9e-9965-3f80821b1d39,64.9585985660545
"MULTILINESTRING ((-97.71796724535 30.265111559605, -97.717971547587 30.265155815453, -97.717969203482 30.26519157901, -97.717958482941 30.265231947702, -97.717927713185 30.265301749527))",958,897,5160205,2018902,,,ACTIVE,N,RPM_LANE_SEPARATOR,40,,,Yellow,06/11/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,06/11/2019 09:40:48 PM +0000,MSTEVENS,06/11/2019 09:41:36 PM +0000,4edaffb5-e5cd-483a-98d5-9a34b80bca15,71.428472848146
"MULTILINESTRING ((-97.880483279286 30.192056150792, -97.880576445615 30.19206688834))",795,725,5144162,2027121,,,ACTIVE,SW,CURBS,1,,PAINT,Red,04/04/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/04/2019 06:27:51 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,6c211d77-0ada-4eb6-b7c7-1d0a61f09750,29.6926978152496
"MULTILINESTRING ((-97.732169054155 30.207128971167, -97.731969016739 30.207437662854, -97.731843825009 30.207646408589, -97.731722199509 30.207824786255, -97.731624423639 30.207985145915, -97.731366147949 30.208389344572, -97.731343126157 30.208427672864, -97.731156583178 30.208719925396, -97.731138034869 30.208745213717, -97.731125222478 30.208761665584, -97.731063412352 30.208836806988, -97.731035087232 30.20886786559, -97.73100836185 30.208890600129, -97.730976683276 30.20891860563, -97.730942976761 30.208945376116, -97.730899526626 30.208976723755, -97.730861091863 30.209000414091, -97.730819272557 30.209022244486, -97.73077678191 30.209043464777, -97.730719100956 30.209067360359, -97.730663592518 30.209087123142, -97.730545165303 30.209121124585, -97.730260121825 30.209192325409, -97.729990970702 30.209260267312, -97.729901040507 30.20928231401, -97.72973573228 30.209321927009, -97.728605868576 30.209606333619))",1006,899,5159241,2041793,,,ACTIVE,W,RPM_LANE_SEPARATOR,86,,,Yellow,06/13/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,06/17/2019 08:11:17 PM +0000,MSTEVENS,06/17/2019 08:11:17 PM +0000,eed3013d-6b02-48ae-9d1d-28b1d7303478,1547.51593543741
"MULTILINESTRING ((-97.779089967294 30.259041006388, -97.778707286703 30.259440910413))",62,306,5152304,2021239,,,ACTIVE,,CONCRETE_DOMES,20,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,52d0e419-9c03-49f0-993c-daa378d4f83a,189.077762469009
"MULTILINESTRING ((-97.779828421672 30.258513286414, -97.779908180597 30.258461159191))",66,308,5152207,2021256,,,ACTIVE,,CONCRETE_DOMES,4,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,a23c29c6-2b18-4379-93b3-176975f0223f,31.5201793631046
"MULTILINESTRING ((-97.738089008498 30.210429473348, -97.738222143307 30.210231625869))",373,278,5158116,2046436,,,ACTIVE,N,DELINEATORS,4,,,White,08/28/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,ADEANDA,09/23/2019 07:22:48 PM +0000,939b8468-4e4a-4128-a436-0f3b6f7819ea,83.3435858597739
"MULTILINESTRING ((-97.755913700961 30.197520122057, -97.756709117657 30.19626219845, -97.756731649561 30.196200578542))",55,365,5155233,2025407,,,ACTIVE,NW,DELINEATORS,25,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:48 PM +0000,6f8f4555-a4c9-43c2-b491-945de1c54f32,545.481027725293
"MULTILINESTRING ((-97.748747448745 30.211581041711, -97.748565236257 30.211872450562))",766,821,5156363,2023180,,,ACTIVE,S,DELINEATORS,4,,,White,09/17/2018 12:00:00 AM +0000,Unknown,,,MSTEVENS,05/09/2019 04:23:28 PM +0000,MSTEVENS,05/09/2019 04:39:43 PM +0000,a7eed8db-02c2-4222-a62c-c7b625c652b2,120.602964441144
"MULTILINESTRING ((-97.694918163461 30.348304281679, -97.695023042105 30.348354666706))",647,1030,5162452,2031824,,,ACTIVE,,CURBS,1,,PAINT,Red,12/04/2019 12:00:00 AM +0000,Unknown,,,SGOV,01/29/2020 03:10:02 PM +0000,ADEANDA,01/29/2020 07:59:43 PM +0000,82b139bb-1230-4c07-88c6-186b84b444c8,37.8176459073842
"MULTILINESTRING ((-97.731099816566 30.342902682365, -97.73105305235 30.342974509484))",885,756,5158480,2011491,,,ACTIVE,N,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/17/2019 10:21:38 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,b81ea31a-f9d0-4b11-9199-3acd1872528c,30.0000247740498
"MULTILINESTRING ((-97.732250823445 30.343371066386, -97.732194397615 30.343345450156))",739,684,5158480,2011492,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,03/01/2019 03:33:42 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,7e6de63e-f947-46d5-a012-d1989e36ce89,20.0898854880356
"MULTILINESTRING ((-97.729437792382 30.342012336603, -97.729386793448 30.341984561709))",788,701,5158843,2011535,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,03/01/2019 03:45:39 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,84397a56-4bc1-4386-b1fa-34749271a5da,18.9959435610932
"MULTILINESTRING ((-97.790887706446 30.225687562498, -97.790832201811 30.225661089868))",883,754,5151189,2041605,,,ACTIVE,SE,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/17/2019 10:16:35 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,b0d64b00-e6f8-47c7-836a-15adbcdad23e,19.9998411457962
"MULTILINESTRING ((-97.778026915377 30.260202288052, -97.778322902991 30.259867265624))",58,123,5152427,2021229,,,ACTIVE,,CONCRETE_DOMES,14,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,5bb7024e-d260-4afd-816e-db8fcbce698a,153.553072437717
"MULTILINESTRING ((-97.701663719131 30.36302154683, -97.701657881045 30.363023356272, -97.701652293164 30.363025682482, -97.701647012238 30.363028504969, -97.701642105811 30.363031789024, -97.70163761753 30.363035498547, -97.701633602511 30.363039596768, -97.701609258914 30.363067335523))",387,963,5161621,2010740,,,ACTIVE,N,CURBS,1,,PAINT,Red,09/06/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,09/26/2019 06:11:58 PM +0000,ADEANDA,09/26/2019 06:13:00 PM +0000,556abd62-54cc-4f91-b1d4-8f0d818a9572,24.4098311986585
"MULTILINESTRING ((-97.759905712457 30.329621342127, -97.76007236724 30.329522981401))",821,931,5154425,2013580,,,,,CURBS,1,,PAINT,Red,07/12/2019 12:00:00 AM +0000,Excellent,OTHER,,ADEANDA,07/19/2019 06:06:51 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,6d484aa1-2c21-4432-be44-d64999679e05,63.5931697001405
