the_geom,OBJECTID,MARKINGS_SPECIALTY_LINE_ID,INTERSECTION_ID,SEGMENT_ID,ALTERNATE_ID,LOCATION_DESCRIPTION,LOCATION_STATUS,DIRECTION,SPECIALTY_LINE_TYPE,NUMBER_OF_ASSETS,MARKING_TEXT_NOTE,MATERIAL,COLOR,INSTALL_DATE,ASSET_CONDITION,CREW_ASSIGNED,COMMENTS,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE,GLOBALID,Shape__Length
"MULTILINESTRING ((-97.730134377117 30.309583724748, -97.730087431263 30.30965545445))",863,735,5158687,2015984,,,ACTIVE,NE,CURBS,1,,PAINT,Red,04/04/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/04/2019 09:56:09 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,287a86bb-712b-48e2-a70f-6f9627a50b31,29.9999869975321
"MULTILINESTRING ((-97.68920781627 30.319482942439, -97.689195455995 30.319502856031))",656,606,5163122,3189476,,,ACTIVE,,DELINEATORS,2,,,,11/28/2018 12:00:00 AM +0000,Unknown,,CONTRACTOR,SGOV,11/30/2018 10:37:14 PM +0000,SGOV,11/30/2018 11:10:17 PM +0000,c87c16a9-2102-4539-bdf3-70d27c3c9918,8.22563269495433
"MULTILINESTRING ((-97.771088034781 30.256471848904, -97.771073012288 30.256467967095, -97.77106584957 30.256582421342, -97.771073326331 30.25663748159, -97.771086430244 30.256635952523, -97.771079641202 30.25658090603, -97.771088769988 30.256470073374))",405,161,5429445,2041276,,,ACTIVE,NE,DELINEATORS,7,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:39 PM +0000,82ab0114-146d-45f5-aabc-f40593709642,131.519830199039
"MULTILINESTRING ((-97.68920781627 30.319482942439, -97.689172115201 30.319540460294))",1025,605,5163122,3189476,,,ACTIVE,,CONCRETE_DOMES,4,,,White,11/28/2018 12:00:00 AM +0000,Unknown,BIKE,CONTRACTOR,SGOV,11/30/2018 10:37:08 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,20b86c41-b36f-49cd-b720-a3114448908f,23.7586837921759
"MULTILINESTRING ((-97.694962603672 30.310067743208, -97.694946702592 30.310092864986))",748,580,5162541,2015893,,,ACTIVE,NE,DELINEATORS,2,,,White,04/04/2019 12:00:00 AM +0000,Unknown,,CONTRACTOR,SGOV,11/30/2018 09:32:02 PM +0000,MSTEVENS,04/05/2019 02:29:00 PM +0000,05411dd7-872a-4c7b-bcb7-0063d6fc7746,10.423640952122
"MULTILINESTRING ((-97.71217903824 30.285473606989, -97.712191456929 30.285555388156))",925,848,5160803,2040911,,,ACTIVE,N,CURBS,1,,PAINT,Red,05/28/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,05/29/2019 03:50:33 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,a0d0e28e-ba8c-4735-ba3f-0be62a7775a2,30.0001109554666
"MULTILINESTRING ((-97.757069007147 30.193602710123, -97.757033939691 30.1936294598, -97.756950049732 30.193786536404, -97.756942882683 30.193860732728))",394,451,5155238,2025518,,,ACTIVE,,DELINEATORS,6,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:52 PM +0000,4b484785-9403-4d73-abae-82120918ebed,104.799677762229
"MULTILINESTRING ((-97.727247958856 30.340942107473, -97.727308175974 30.340970694108))",450,239,5159057,2011562,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,08/01/2018 06:27:48 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,d9f57f69-8888-4aa6-bd50-4eca8258e4bf,21.6545826550949
"MULTILINESTRING ((-97.706522144173 30.229507312314, -97.706585753805 30.229361361267, -97.706614988409 30.229294283091))",604,961,5161516,3261142,,,ACTIVE,,DELINEATORS,46,,,White,09/24/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,09/26/2019 03:37:12 PM +0000,ADEANDA,09/26/2019 03:39:14 PM +0000,4a756f49-fff4-4f2f-ab70-d52c3d487828,82.8396641059813
"MULTILINESTRING ((-97.744152214791 30.254003564756, -97.744137652083 30.254033830001))",53,1075,5156868,3188450,,,ACTIVE,,RPM_LANE_SEPARATOR,,,,Yellow,09/03/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,02/03/2020 06:57:47 PM +0000,ADEANDA,02/10/2020 09:08:23 PM +0000,6f81c646-b778-4d2c-a11f-e10d06a434a2,11.9289159589954
"MULTILINESTRING ((-97.767970677422 30.187438584791, -97.767959128165 30.187438830702, -97.76794816711 30.1874376564, -97.767909658159 30.187426205669))",867,776,5153776,2042018,,,ACTIVE,E,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/18/2019 07:17:38 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,693fb06b-6fef-4678-81f0-0dc8e8acf39b,19.9995393236196
"MULTILINESTRING ((-97.741786731612 30.286231914641, -97.741766692931 30.286405668783, -97.741754028864 30.286460040519, -97.741748704038 30.286577621792))",1092,136,5157085,3554909,,,ACTIVE,,DELINEATORS,4,,,White,04/15/2020 12:00:00 AM +0000,Excellent,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,ADEANDA,04/21/2020 06:04:44 PM +0000,9fdfb96f-6aa2-442b-81d4-b1f5d92d7657,126.478675957712
"MULTILINESTRING ((-97.83602132123 30.204989866646, -97.835895041181 30.204926991694))",1033,615,5147448,2025100,,,ACTIVE,,CURBS,1,,PAINT,Red,10/22/2018 12:00:00 AM +0000,Unknown,OTHER,,SGOV,12/03/2018 07:41:03 PM +0000,CTREMEL,08/30/2019 03:48:09 PM +0000,31b4be5f-23c5-4f68-8a32-e4ba0a06d1ee,45.9806695737308
"MULTILINESTRING ((-97.728253947474 30.341413888194, -97.728199401747 30.341386995444))",171,99,5158843,2011542,,,ACTIVE,N,CURBS,1,,PAINT,Yellow,05/07/2018 12:00:00 AM +0000,Excellent,OTHER,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:48:13 PM +0000,71296796-7628-4496-8976-39f9b53705fe,19.7919415461445
"MULTILINESTRING ((-97.731476849138 30.267258213777, -97.731496742967 30.267183412827))",979,630,5158669,2018798,,,ACTIVE,,CURBS,1,,PAINT,Red,12/11/2018 12:00:00 AM +0000,Unknown,OTHER,,SGOV,12/12/2018 03:49:14 PM +0000,CTREMEL,08/30/2019 03:48:09 PM +0000,19f09035-5390-4930-93da-cef244bb6b66,27.9198599335391
"MULTILINESTRING ((-97.732364162564 30.336203081263, -97.732404568599 30.336419488729, -97.732414747296 30.336501346773, -97.732401510516 30.336716666114, -97.732351778295 30.336876811072, -97.732296582399 30.336994587371))",146,130,5158329,2011740,,,ACTIVE,,CONCRETE_DOMES,22,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:51 PM +0000,a160f020-0726-4efe-b6ba-a4a8358dc037,294.650855538222
"MULTILINESTRING ((-97.728640282766 30.341619039243, -97.728574243805 30.341587615312))",696,706,5158843,2011535,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,03/01/2019 03:47:07 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,91263ff6-fefd-4c59-9296-2a4265fc9a1d,23.7608919384012
"MULTILINESTRING ((-97.728446196166 30.341528431539, -97.728414376432 30.341514176828, -97.728407425994 30.341526927477))",700,707,5158843,2011535,,,ACTIVE,,DELINEATORS,,,,,,Unknown,,,SGOV,03/01/2019 04:03:42 PM +0000,SGOV,03/01/2019 04:03:42 PM +0000,80d90ef6-ceea-4589-b841-a98f7c7ce187,16.4267230851867
"MULTILINESTRING ((-97.843676809216 30.19603450856, -97.843365030139 30.195881337336))",400,221,5146913,5120950,,,ACTIVE,,DELINEATORS,10,,,White,03/29/2018 12:00:00 AM +0000,Excellent,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:42 PM +0000,624d8336-e6d4-44aa-b2fd-edcaf1383d8f,113.160544475792
"MULTILINESTRING ((-97.773956806776 30.251952389558, -97.774401014638 30.251297220706))",495,51,5152798,2021475,,,ACTIVE,NE,DELINEATORS,10,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,09/12/2018 06:26:16 PM +0000,d8e153ba-08c7-4257-8906-4fd7c68f37d3,276.492785669354
"MULTILINESTRING ((-97.730266015215 30.342411146695, -97.730225200331 30.342393606668))",783,696,5158480,2011535,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,03/01/2019 03:44:50 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,786e21bb-a213-4757-9aaa-fd9cd960e428,14.3685831693466
"MULTILINESTRING ((-97.703378683466 30.39007381026, -97.703347841788 30.390119136729))",1082,1086,5766219,2009813,,,ACTIVE,S,CURBS,,,PAINT,Red,02/21/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,03/04/2020 07:39:22 PM +0000,ADEANDA,03/10/2020 08:43:59 PM +0000,05d16ba6-5f81-4332-a0d3-eacf424a9182,19.1390242847862
"MULTILINESTRING ((-97.809330139324 30.214310178078, -97.809252547457 30.214281432848))",529,517,5149702,3281221,,,ACTIVE,,CURBS,1,,PAINT,Red,,Unknown,OTHER,,SGOV,10/08/2018 05:54:52 PM +0000,CTREMEL,08/30/2019 03:48:13 PM +0000,c5b104ac-6009-475a-bb40-f4deeb867d36,26.6451563292506
"MULTILINESTRING ((-97.695392561147 30.309518876586, -97.695219376344 30.309791148222))",990,574,5162541,2015949,,,ACTIVE,,CONCRETE_DOMES,14,,,White,11/28/2018 12:00:00 AM +0000,Unknown,BIKE,CONTRACTOR,SGOV,11/30/2018 09:27:09 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,4abd06c7-2486-45a4-87bf-08e0f5036acf,113.101303375379
"MULTILINESTRING ((-97.774947028137 30.292968236191, -97.774889009228 30.292946308038))",65,8,5152653,2020445,,,ACTIVE,,CURBS,1,,,Red,06/12/2018 12:00:00 AM +0000,Unknown,OTHER,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:48:13 PM +0000,86623064-01af-4895-a680-79aa8514f69b,19.9725421988609
"MULTILINESTRING ((-97.710934470754 30.309765744428, -97.710881248217 30.309749733447, -97.710841235024 30.309728620999))",598,956,5574962,2015935,,,ACTIVE,SE,DELINEATORS,8,,,White,09/25/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,09/26/2019 02:50:15 PM +0000,ADEANDA,09/26/2019 02:51:17 PM +0000,2abe17b1-a3c3-4e80-9a6e-0d19a5eeede5,32.553076478784
"MULTILINESTRING ((-97.735368782705 30.364192740933, -97.735405985071 30.364140373287))",219,83,5157682,2010722,,,ACTIVE,,DELINEATORS,3,One delineator updated,,Yellow,06/06/2018 12:00:00 AM +0000,Excellent,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:35 PM +0000,7d38891e-3b7c-4e9a-8d2a-91f8727a2289,22.369321515462
"MULTILINESTRING ((-97.697545028219 30.286852899643, -97.697538066178 30.286805604094, -97.697533121797 30.286785208524, -97.697526064742 30.28676656067))",864,865,5352782,2017576,,,ACTIVE,N,DELINEATORS,3,,,White,,Unknown,,,MSTEVENS,06/06/2019 06:59:27 PM +0000,MSTEVENS,06/06/2019 07:00:23 PM +0000,ce78ff51-bcb6-4e2e-8962-d73c029c8823,32.0591446533326
"MULTILINESTRING ((-97.77177992893 30.279129532012, -97.771688707688 30.279086823669, -97.771679644323 30.279078035104, -97.771681253913 30.279064080159, -97.771707189112 30.279021023859))",508,476,5153059,2020844,,,ACTIVE,,CURBS,1,,PAINT,Red,,Unknown,OTHER,,SGOV,08/23/2018 09:08:42 PM +0000,CTREMEL,08/30/2019 03:48:13 PM +0000,d3922bbd-5381-4dab-aab8-711c89afff9e,59.7767764085423
"MULTILINESTRING ((-97.704060529968 30.368458287932, -97.704088428057 30.36842065957))",823,932,5161400,2010590,,,ACTIVE,S,CURBS,,,PAINT,Red,08/05/2019 12:00:00 AM +0000,Excellent,OTHER,,ADEANDA,08/12/2019 04:29:27 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,7d6ada87-e697-4acd-9463-5c0faa7b55b4,16.2690795092797
"MULTILINESTRING ((-97.689640959795 30.341748717222, -97.689625299016 30.341752377339))",264,378,5163016,2040230,,,ACTIVE,,DELINEATORS,2,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:49 PM +0000,be94b1cc-fa44-43ae-a7fb-f20e27989707,5.1163672246134
"MULTILINESTRING ((-97.843885548008 30.274733159097, -97.843906302246 30.274696318905, -97.843972934261 30.274592329388, -97.84401256003 30.27454367984, -97.844063550122 30.274486298192, -97.84412652646 30.2744280756, -97.8441864142 30.274377671164, -97.844247483001 30.274329438075, -97.844313398252 30.274285238637, -97.844349051013 30.274262653922))",920,835,5146602,4023138,,,ACTIVE,,CURBS,1,,PAINT,Red,,Unknown,OTHER,,MSTEVENS,05/20/2019 08:14:47 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,86cfa19b-e5ce-4c87-9c97-bc60badd121f,227.881667326816
"MULTILINESTRING ((-97.746821014218 30.21386166061, -97.74683245138 30.213870844599, -97.746851570669 30.213875408578, -97.746887878918 30.213879723277, -97.746936629157 30.213881304322, -97.74700488408 30.213873133392, -97.747066349877 30.213861840385, -97.747125291654 30.213842140737, -97.747182396813 30.213814048333, -97.747232105253 30.213779837575, -97.747272949426 30.213743060209, -97.747311365375 30.213694296783))",771,812,5156782,2041737,,,ACTIVE,W,DELINEATORS,9,,,White,09/17/2018 12:00:00 AM +0000,Unknown,,,MSTEVENS,05/09/2019 04:13:02 PM +0000,MSTEVENS,05/09/2019 04:36:40 PM +0000,54bc5cb5-1cf8-4a86-b075-08ec75790872,180.560602456422
"MULTILINESTRING ((-97.887170586654 30.213099317062, -97.887143210325 30.213067758241))",1035,617,5143884,2026937,,,ACTIVE,,CURBS,1,,PAINT,Red,11/17/2018 12:00:00 AM +0000,Unknown,OTHER,,SGOV,12/03/2018 07:48:11 PM +0000,CTREMEL,08/30/2019 03:48:09 PM +0000,9f87ff9c-dd55-4291-98e3-c694528a495d,14.3705713857177
"MULTILINESTRING ((-97.703372458222 30.356055599866, -97.703086945043 30.355822136746))",148,253,5161537,2011071,,,ACTIVE,,CONCRETE_DOMES,6,,,White,06/04/2018 12:00:00 AM +0000,Excellent,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:51 PM +0000,b72242ae-a91c-4b34-9b7a-f2f72e4361c4,123.768287573428
"MULTILINESTRING ((-97.710976634023 30.330863792424, -97.710994387631 30.330944732757))",1046,628,5160799,2011973,,,ACTIVE,,CURBS,1,,PAINT,Red,11/28/2018 12:00:00 AM +0000,Unknown,OTHER,,SGOV,12/11/2018 03:23:43 PM +0000,CTREMEL,08/30/2019 03:48:09 PM +0000,8a2288ab-18f8-41ad-aa53-09d62071b4db,29.9651699512617
"MULTILINESTRING ((-97.739419816868 30.208572746224, -97.739481509595 30.208476111174))",381,346,5157563,2046436,,,ACTIVE,N,DELINEATORS,2,,,White,08/28/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,ADEANDA,09/23/2019 07:22:48 PM +0000,a926639e-0ec8-4cf7-a0bd-8632d4a92463,40.1866550591445
"MULTILINESTRING ((-97.760319652121 30.278370606957, -97.760305864124 30.27839253396))",616,986,5154515,2020849,,,ACTIVE,S,DELINEATORS,1,,,White,09/30/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,10/10/2019 05:17:05 PM +0000,ADEANDA,10/14/2019 03:10:28 PM +0000,78b35684-3df6-4aea-b407-5dd9397be9c7,9.08497316819374
"MULTILINESTRING ((-97.778574965343 30.20256547619, -97.778586483814 30.202566421551, -97.778597131587 30.202569140665, -97.778607319823 30.202573641735, -97.778615830888 30.202579183114, -97.778621851909 30.202585391264, -97.778628562744 30.202596626521, -97.778630837152 30.20260419282, -97.778630282982 30.202609553334, -97.77862973828 30.202614555813, -97.778614866374 30.20264684765))",720,647,5152520,2025138,,,ACTIVE,,CURBS,1,,PAINT,Red,01/24/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,01/28/2019 02:17:30 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,4eb8a5a7-4fbe-41ed-95d7-21a36f5cd201,40.9656761755639
"MULTILINESTRING ((-97.712713307195 30.263019305948, -97.71273376765 30.263030484923, -97.712749679318 30.262991417518, -97.71277752505 30.262938269445, -97.712795052585 30.262913850397, -97.712810882601 30.262864462077, -97.712863430776 30.262752371714))",314,333,5160795,2019136,,,ACTIVE,,DELINEATORS,6,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:47 PM +0000,441cbd67-e70c-4164-83cd-fff0a27f9102,117.058035279005
"MULTILINESTRING ((-97.734460918337 30.332345627049, -97.734430155273 30.332393710353))",890,782,5157958,2011933,,,ACTIVE,NE,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/18/2019 07:57:12 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,e91f2771-fb0a-4efa-b33d-7e36aaa4b32d,19.9999020472643
"MULTILINESTRING ((-97.730599875397 30.270405716448, -97.730477288308 30.270361684237))",50,1069,5158694,2018554,,,ACTIVE,,CURBS,,,PAINT,Red,12/01/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,02/03/2020 05:32:52 PM +0000,ADEANDA,02/10/2020 09:08:23 PM +0000,6eb83800-8191-4dd5-94e3-350be908dafe,41.8810877643811
"MULTILINESTRING ((-97.736785154286 30.21245427715, -97.737030388313 30.212074632002))",365,454,5158116,2046436,,,ACTIVE,N,DELINEATORS,5,,,White,08/28/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,ADEANDA,09/23/2019 07:22:48 PM +0000,3b142e30-693b-4af1-a26e-1e173a9584c4,158.318579395955
"MULTILINESTRING ((-97.887030180499 30.212945036842, -97.887001173604 30.21292359333))",1038,620,5143884,2026936,,,ACTIVE,,CURBS,1,,PAINT,Red,11/17/2018 12:00:00 AM +0000,Unknown,OTHER,,SGOV,12/03/2018 07:48:27 PM +0000,CTREMEL,08/30/2019 03:48:09 PM +0000,d0229b88-141e-4a6d-9a99-8710a4a7c7bf,12.032086903254
"MULTILINESTRING ((-97.687227125885 30.345201630405, -97.687273331496 30.34512884513))",439,236,5163219,2040187,,,ACTIVE,,CONCRETE_DOMES,4,,,White,,Unknown,BIKE,,SGOV,08/01/2018 02:45:34 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,6072369a-f4c0-4d48-8db2-ca1a07e15f14,30.2183924579093
"MULTILINESTRING ((-97.757766331561 30.246897678719, -97.757778360043 30.246900308138, -97.757790989988 30.2469010394, -97.75780370903 30.246898430195, -97.757814842178 30.246893401521, -97.757824428644 30.246884522156, -97.7578439707 30.246852923579))",912,829,5154936,2023755,,,ACTIVE,SE,CURBS,1,,PAINT,Yellow,05/15/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,05/15/2019 09:25:11 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,b24ada71-ac30-4c51-9cf2-edc7a23f8339,33.47306660721
"MULTILINESTRING ((-97.770909899834 30.260950237375, -97.771612624398 30.261701922224, -97.771835558792 30.261832334644, -97.772554132889 30.261784362363))",847,180,5153008,2041240,,,ACTIVE,,CONCRETE_DOMES,62,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,fa6aab1d-0ea5-4110-b93a-c44e930f0f2e,664.479434456339
"MULTILINESTRING ((-97.6971354374 30.354610134683, -97.697147098377 30.35459139426, -97.697134451245 30.354585761669))",553,541,5162135,2011111,,,ACTIVE,,DELINEATORS,4,,,,,Unknown,,,SGOV,10/19/2018 02:31:22 PM +0000,SGOV,10/19/2018 02:31:25 PM +0000,2267f6bd-e264-4b45-a764-f27e9717b08a,12.2289547516314
"MULTILINESTRING ((-97.870740461838 30.189713464857, -97.870766762909 30.189759808195, -97.870769402259 30.189785642531, -97.870766863909 30.189798962365))",815,921,5144596,2025664,,,ACTIVE,SE,CURBS,1,,PAINT,Red,07/03/2019 12:00:00 AM +0000,Excellent,OTHER,,ADEANDA,07/19/2019 06:02:18 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,a7c0a827-16b7-4fdd-86ac-83d6ccf4343f,33.1347391045197
"MULTILINESTRING ((-97.760794717456 30.277657943634, -97.76078723256 30.277670446867))",618,983,5154440,2020849,,,ACTIVE,N,DELINEATORS,1,,,White,09/30/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,10/10/2019 05:10:24 PM +0000,ADEANDA,10/14/2019 03:10:28 PM +0000,a083400c-4e04-4c04-a9a5-e7c734a29f23,5.12445970591867
"MULTILINESTRING ((-97.73451472811 30.33238453687, -97.734496591949 30.332403214192))",31,143,5157958,2011933,,,ACTIVE,,DELINEATORS,3,,,White,12/12/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,01/16/2020 04:37:00 PM +0000,9c9dceee-3693-4d52-9107-46101221c688,8.88130513291797
"MULTILINESTRING ((-97.73378851463 30.265045514764, -97.733659813386 30.265343827688))",87,183,5158428,2018983,,,ACTIVE,,CONCRETE_DOMES,11,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,7023dc85-c492-48b2-a45d-a81cc7a70123,115.851955304954
"MULTILINESTRING ((-97.735452904128 30.344546226659, -97.735270185624 30.344457683469))",729,667,5157860,2011444,,,ACTIVE,,CONCRETE_DOMES,7,,,White,,Unknown,BIKE,,SGOV,03/01/2019 03:27:53 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,d6a72cb4-bd01-4b86-bb8e-760d59a87597,66.0224051570907
"MULTILINESTRING ((-97.729128727002 30.341857559898, -97.72906680166 30.341826698014))",790,703,5158843,2011535,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,03/01/2019 03:46:36 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,8b16740b-514e-43a2-a10a-4e8220fe2edc,22.5292474218813
"MULTILINESTRING ((-97.689311939361 30.319499414831, -97.689254395429 30.319630971573))",1024,604,5163122,3189476,,,ACTIVE,,CONCRETE_DOMES,9,,,White,11/28/2018 12:00:00 AM +0000,Unknown,BIKE,CONTRACTOR,SGOV,11/30/2018 10:37:00 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,51f6a1da-4958-4f1e-81d7-67297bfed187,51.174816043857
"MULTILINESTRING ((-97.690197492076 30.318033615189, -97.690203661844 30.318023403221))",651,601,5163019,2015371,,,ACTIVE,,DELINEATORS,1,,,,11/28/2018 12:00:00 AM +0000,Unknown,,CONTRACTOR,SGOV,11/30/2018 10:17:57 PM +0000,SGOV,11/30/2018 11:10:17 PM +0000,0b30135b-5513-4dac-8cd5-4e0ea160ee2a,4.1932506932469
"MULTILINESTRING ((-97.748377395468 30.297999748478, -97.748384246398 30.297996980203, -97.748388489497 30.297995215976, -97.748394822929 30.297992512158, -97.748399590627 30.297990418327, -97.748402756556 30.297988998727, -97.748409051481 30.297986101932, -97.748412183546 30.297984626606, -97.748418410721 30.297981619261, -97.748428683785 30.297976445778, -97.748435006714 30.297973124544, -97.748440100836 30.297970374074, -97.748446651462 30.297966743417, -97.748453162981 30.297963058732, -97.748466111644 30.297955593116, -97.748467135301 30.297955266359, -97.748468658619 30.2979548811, -97.748469919627 30.297954777496, -97.748471782452 30.297955460239, -97.7484725923 30.297956322066, -97.748473358388 30.297957885935, -97.748473558376 30.297959659461, -97.748473076435 30.297961308246, -97.748472559459 30.297962207381, -97.748471935241 30.297963072771, -97.74847126145 30.297963925431, -97.748437395403 30.298010935735, -97.748416508593 30.298039864981))",935,863,5155961,2037546,,,ACTIVE,SE,CURBS,1,,PAINT,Yellow,,Unknown,OTHER,,MSTEVENS,05/29/2019 10:56:46 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,67bbf2b5-6d93-4fb2-9c49-7cfe7673815d,70.1814421889036
"MULTILINESTRING ((-97.755992407669 30.331025691213, -97.75669602666 30.331361610207))",295,148,5154758,2042837,,,ACTIVE,,DELINEATORS,7,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:39 PM +0000,023c1742-0018-448a-82ed-6bb0853f51f8,253.378226887707
"MULTILINESTRING ((-97.731022714288 30.3428527717, -97.730991257177 30.34290051718))",884,755,5158480,2011491,,,ACTIVE,N,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/17/2019 10:21:27 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,9b4be1d3-68e1-4a7c-9661-eab5bb80f839,19.9997576400683
"MULTILINESTRING ((-97.731751007924 30.343134117471, -97.73160591479 30.343063846855, -97.731584706737 30.343054105232))",742,688,5158480,2011492,,,ACTIVE,,CONCRETE_DOMES,7,,,White,,Unknown,BIKE,,SGOV,03/01/2019 03:34:35 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,668b21d3-70bf-4315-b06d-bd229360d38c,59.990798609845
"MULTILINESTRING ((-97.733363282644 30.26336089377, -97.733339884094 30.263352925901, -97.733342260009 30.263347496893, -97.733365551411 30.263353499089, -97.733363499113 30.263359957922))",1117,1118,5158461,2033310,,,ACTIVE,N,CURBS,,,PAINT,Yellow,03/09/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,05/06/2020 07:56:57 PM +0000,ADEANDA,05/08/2020 07:30:36 PM +0000,f71d2f61-8bd7-4014-bc5f-d04cf9435a3b,20.1543677489622
"MULTILINESTRING ((-97.748619211247 30.298167646802, -97.748618728347 30.298164516765, -97.748618337928 30.298161777502, -97.748618090443 30.298159952488, -97.748617628996 30.298156293208, -97.748617416992 30.298154463495, -97.74861702426 30.29815080109, -97.748616670127 30.298147134049, -97.748616460045 30.298144688977, -97.748616088873 30.298139794407, -97.748615789779 30.298135042959, -97.748615614706 30.29813187311, -97.748615297865 30.298125532279, -97.748614823758 30.298123394094, -97.748613663963 30.298121815067, -97.748611126956 30.298120679291, -97.748609620109 30.298120449486, -97.748607550934 30.298120676657, -97.748605477363 30.29812231049, -97.748604673376 30.298123481759, -97.748573662437 30.298160682565))",931,859,5155961,2037545,,,,W,CURBS,1,,PAINT,Yellow,05/29/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,05/29/2019 10:53:44 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,7e0fe46f-b8db-4494-86da-69355643caa8,36.9658328397214
