Status,Boro,the_geom,ProjectNam,DateAdopte,ZR_ULURPno,ZR_Map,CD,MIH_Option,Zoning_Map,Project_ID,Shape_Leng,Shape_Area
Adopted,1,"MULTIPOLYGON (((-73.91047684043895 40.87101490663226, -73.91054155825734 40.87070791174529, -73.9106152597461 40.870402086295606, -73.9106979078081 40.87009758151994, -73.91078946179177 40.86979454774948, -73.91084201935314 40.86981838198997, -73.9111206519646 40.86993872756793, -73.91155251228685 40.87012087440966, -73.91205991101478 40.87033490950075, -73.9121623197486 40.87037807499143, -73.9121553640791 40.870387577958745, -73.91400985510691 40.87116059373574, -73.91400993454343 40.87116062711306, -73.91450579359255 40.87046777316378, -73.91470081892916 40.870214544236724, -73.91517549571232 40.86954374803033, -73.91565868930905 40.86888898652963, -73.91613179934899 40.86824797688287, -73.9173842667144 40.866550867322815, -73.9177941358154 40.86599546798837, -73.91857163236078 40.86494187912876, -73.9186134121519 40.864885698237394, -73.91889551404796 40.86450282493714, -73.91808835087933 40.86414104038147, -73.91800294620269 40.864258718764944, -73.91794930197831 40.864332634256506, -73.91753554396121 40.86435938820141, -73.91753351001785 40.864344806917366, -73.91712690372886 40.86438240190304, -73.91723980937098 40.86422676934164, -73.91680594571729 40.864043783964874, -73.91657314319703 40.864363052037035, -73.91652240404076 40.86443263670905, -73.91639776380418 40.86438006772327, -73.91631251713653 40.86434411420321, -73.91512863567024 40.863844786006425, -73.91481710022994 40.86371338566905, -73.91485547683686 40.863689793243104, -73.9151873484246 40.863336675497436, -73.91547039025589 40.86303652836108, -73.91548525233489 40.8630215794072, -73.91548532478085 40.863021506520546, -73.91550512744396 40.86300063235646, -73.9155110494304 40.862994331461756, -73.91554556582514 40.86295760503125, -73.91564174855412 40.862855264459895, -73.91600569493433 40.86246827061101, -73.9160702353836 40.86240000009242, -73.91629166601096 40.862492404457726, -73.91703598849496 40.862803014109886, -73.91711833010085 40.862836958727875, -73.91716577596328 40.862772125998674, -73.91757726420805 40.862209844891574, -73.91663016679718 40.861810467009505, -73.91663553261395 40.86180485542956, -73.91711193783279 40.86130789571211, -73.91718716572355 40.86122858772008, -73.91846899663116 40.8617736524772, -73.918927872357 40.86114195773216, -73.91967780875348 40.86146483704978, -73.91972769015926 40.86139670825443, -73.92008348396358 40.86091076072256, -73.92013128073725 40.860845478553536, -73.9206146292052 40.86105019821885, -73.92108446473844 40.86041367664568, -73.92123475238412 40.86047629228435, -73.9212638937407 40.860519742825765, -73.9215252477039 40.86090942077789, -73.92149348286115 40.860952992805096, -73.92142925331339 40.86104109717892, -73.92138902496532 40.86109627883691, -73.92123199572396 40.861311675272006, -73.9207734335295 40.86193653563749, -73.92054416194142 40.86224525059782, -73.92027632011488 40.86260589671963, -73.9198756653353 40.86316586805596, -73.91960548155652 40.86355621359993, -73.9194156860958 40.863793810533295, -73.9192357328602 40.864048141534, -73.919270685704 40.8641030346406, -73.91946998928518 40.86441603648583, -73.91959352394935 40.86461004310668, -73.919652145925 40.86470210678939, -73.91936189720965 40.86480934534162, -73.91889712448261 40.86496120415592, -73.91896923495331 40.86507354137944, -73.91902408070048 40.8651589823221, -73.91914572425202 40.865348484720755, -73.9192293728754 40.86547879372504, -73.9190652785585 40.865537867923756, -73.91903313962897 40.86554943827941, -73.91891073438688 40.86559350422795, -73.9187391087907 40.865655288545696, -73.91826522321442 40.86582588296949, -73.91859554557722 40.86631365321094, -73.91859600375177 40.86631436852281, -73.91859556587119 40.86631451679464, -73.9185822588915 40.86631876131833, -73.9185702850272 40.86632312474533, -73.91807381486873 40.86650179422436, -73.91748724324214 40.86671192600465, -73.91757176695528 40.8668441233309, -73.91766362641818 40.8669877962603, -73.91755859030422 40.86713347987522, -73.91752605653866 40.86730571933674, -73.91739449782548 40.86747974564578, -73.91734851528471 40.867540506551926, -73.91730648119716 40.86759484797923, -73.91716635885062 40.86777592321592, -73.9170627187735 40.86792459158408, -73.91688055344022 40.86816547644665, -73.91685152040989 40.86820386499565, -73.91680963669423 40.86825966423644, -73.91679689586988 40.86827651310833, -73.91678565925328 40.86829138829065, -73.91670921039103 40.86839263186227, -73.91664132587158 40.86848243995363, -73.91761752819457 40.86886972010104, -73.91729413489738 40.86903336697047, -73.9167331869886 40.869319380302386, -73.91627612633035 40.869582453422204, -73.91669847918213 40.86993764267765, -73.91664472261728 40.86996955860842, -73.91637562205527 40.87012932585622, -73.91596471035729 40.87044764371577, -73.91477843033762 40.871358518604275, -73.9146792206467 40.87144345773032, -73.91447560873773 40.87135743370353, -73.91415014425884 40.87121992513464, -73.91407127228359 40.871186608680325, -73.91400990126863 40.87116067301318, -73.91400969229672 40.87116081963708, -73.91399637739836 40.87117020991635, -73.9138137125525 40.871300548147026, -73.91363050618364 40.87144265776951, -73.91321797010607 40.87126776511773, -73.91313998316181 40.87123470263027, -73.91290647704042 40.87113558543137, -73.91282508401791 40.871101193739314, -73.91274685560306 40.871068027246245, -73.91266501711296 40.87103332983833, -73.91235321902322 40.87090113401258, -73.91217649638544 40.87114079080787, -73.9121147718899 40.87122313043191, -73.91168145044334 40.87103506660663, -73.91123268251518 40.87164787315438, -73.91114794598538 40.871605226532544, -73.91082697104665 40.871472298238615, -73.91054999165887 40.871357591231, -73.91050018080888 40.871336962033624, -73.91044860297265 40.87132211348184, -73.91045246254943 40.87121944635102, -73.91046188066068 40.871116986141146, -73.91047684043895 40.87101490663226), (-73.91944328448429 40.86177710583174, -73.91912707475001 40.8616436643029, -73.91895230728042 40.861882277832656, -73.91885937542636 40.86202026936621, -73.91867896696802 40.862267857287264, -73.91850401057715 40.862507960291744, -73.91840276814507 40.8626440716534, -73.91822250056732 40.86289104660213, -73.91804620118056 40.863132581516396, -73.91836568926762 40.863267199825636, -73.91899790949473 40.86353358618849, -73.91917420530194 40.863292049836474, -73.91935599475713 40.86304298264561, -73.9194555995764 40.86290933755816, -73.91963055240018 40.862669234027535, -73.91992583818347 40.86229311012033, -73.92010060323969 40.86205449513339, -73.91960105551573 40.861843687361606, -73.91944328448429 40.86177710583174)), ((-73.92635642445664 40.865215196854074, -73.92692828627379 40.86500449646481, -73.92726915137285 40.865534558984706, -73.92587292994592 40.86602535664203, -73.9256220835207 40.86611521444999, -73.92554743596678 40.86599912923775, -73.92529484566552 40.86560632194292, -73.92553661085151 40.865517247807894, -73.92578849512827 40.86542444444322, -73.9260273600177 40.865336437194145, -73.92635642445664 40.865215196854074)))",Inwood Rezoning,08/08/2018 12:00:00 AM +0000,180205AZRM,CD12-Map 1 (Area 1),12,Option 1 and Deep Affordability Option,3A,P2016M0065,19499.9270194,2125644.61766
Adopted,1,"MULTIPOLYGON (((-73.97442393791196 40.74338583872724, -73.97448599136916 40.74330058799858, -73.97511610924681 40.7435684042252, -73.97505497709847 40.74365154470164, -73.97504615989257 40.743664234534684, -73.97487792447694 40.74389233775793, -73.97424782128438 40.74362702635466, -73.97442393791196 40.74338583872724)))",East 33rd Street Rezoning,08/08/2018 12:00:00 AM +0000,170381ZRM,CD6-Map 2 (Area 1),6,Option 1 and Option 2,8D,P2016M0133,670.829907044,27099.7326317
Adopted,1,"MULTIPOLYGON (((-73.98863792923133 40.73341907372149, -73.98886533749922 40.73310322741029, -73.98933996963288 40.733303780361005, -73.98929187852973 40.73337057558918, -73.98911283053256 40.7336192584177, -73.98884411690071 40.733992468964416, -73.98877931676198 40.73396539880096, -73.9883689804776 40.733792612732785, -73.98845398714788 40.733674548473914, -73.98863792923133 40.73341907372149)))",East 14th Street and Irving Place,08/08/2018 12:00:00 AM +0000,180202ZRM,CD3-Map 2 (Area 1),3,Option 1 and Option 2,12C,P2017M0208,873.389151649,43072.3865724
Adopted,1,"MULTIPOLYGON (((-73.96233267169374 40.80080541379363, -73.96238101967874 40.800738970944586, -73.96372364824927 40.801305009272255, -73.96429249633022 40.80154482228351, -73.96407971256868 40.80184356965823, -73.96406587281763 40.80186299000821, -73.96405818492651 40.801859744014145, -73.9639746169091 40.80182448770659, -73.96389897143736 40.80179257467078, -73.96381593080312 40.801757542637134, -73.96374411578938 40.801727245296355, -73.96366122815144 40.801692277134414, -73.96358306183086 40.80165930050705, -73.96350496785756 40.801626354466364, -73.9634237817691 40.80159210346894, -73.96334536333272 40.801559020340925, -73.96310769398532 40.801458750498185, -73.96240252487408 40.80116124720832, -73.96215096860124 40.8010551194125, -73.96233267169374 40.80080541379363)))",West 108th Street WSFSSH Development,04/25/2018 12:00:00 AM +0000,180113ZRM,CD7-Map 7 (Area 1),7,Option 1,5d,P2015M0488,1475.01397755,79789.4114584
Adopted,1,"MULTIPOLYGON (((-73.94957203902898 40.81235690525349, -73.94975777083982 40.81210359623709, -73.95022340864516 40.81229109449748, -73.95022430084163 40.81229145418119, -73.95017918379111 40.812352582078155, -73.94981996052043 40.81284014563696, -73.94976242283826 40.81291687448043, -73.94930103789909 40.81272650366186, -73.94953305019004 40.81241007878143, -73.94957203902898 40.81235690525349)))",The Frederick - 2380 Federick Douglass Boulevard,02/15/2017 12:00:00 AM +0000,170082ZRM,CD9-11-Map 1(Area 1),"9,10,11",Option 1,6a,P2015M0428,812.562871129,37991.2694811
Adopted,3,"MULTIPOLYGON (((-73.91967445316375 40.70385439466519, -73.9198904610518 40.70363458973817, -73.92026920108343 40.70385033172944, -73.92064640869792 40.70406519791373, -73.92043056036194 40.70428509350729, -73.92024507907362 40.704474051035945, -73.91951337455949 40.704018304102256, -73.91967445316375 40.70385439466519)))",1601 DeKalb Avenue Rezoning,09/12/2018 12:00:00 AM +0000,180149ZRK,CD4-Map 2 (Area 1),4,Option 1 and Deep Affordability Option,13B,P2016K0433,884.470317891,47199.9804443
Adopted,3,"MULTIPOLYGON (((-74.00439346115274 40.68257887249198, -74.00443059578079 40.682501740237626, -74.00477366904185 40.68259630390606, -74.00473610305966 40.682674332299506, -74.00460734174185 40.68294177848821, -74.00426469864507 40.6828463201014, -74.00430933458624 40.68275360781709, -74.00439346115274 40.68257887249198)))",53-63 Summit Street Rezoning,09/12/2018 12:00:00 AM +0000,170046ZRK,CD6-Map 2 (Area 1),6,Option 1 and Option 2,16A,P2016K0163,470.154913994,13548.2572205
Adopted,3,"MULTIPOLYGON (((-73.97303243357958 40.60608959433466, -73.97360190746652 40.606027213221296, -73.97367876149681 40.60643474485893, -73.97377234335406 40.60692485358405, -73.973550013432 40.606949512049276, -73.97319630247905 40.60698874057947, -73.97314679239832 40.606727300368284, -73.97312504592693 40.60661230676648, -73.97310601682351 40.60649804321772, -73.97303243357958 40.60608959433466)))",1881-1883 McDonald Avenue,09/26/2018 12:00:00 AM +0000,180030ZRK,CD15-Map 1 (Area 1),15,Option 1 and Option 2,22d,P2016K0351,982.556646512,53186.7965365
Adopted,3,"MULTIPOLYGON (((-73.97337772523964 40.65056620238451, -73.97279156421769 40.649703510777414, -73.97311177565207 40.64957729749745, -73.9733605508254 40.649940755659735, -73.97337016110293 40.64995479785473, -73.97361023976075 40.64986016827277, -73.9739351296488 40.65033721408954, -73.97368161303925 40.65044537875039, -73.97337772523964 40.65056620238451)))",57 Canton Place,09/26/2018 12:00:00 AM +0000,170214ZRK,CD7-Map 3 (Area 1),7,Option 1,16d,P1981R0257,1055.60441558,50315.4762371
Adopted,3,"MULTIPOLYGON (((-73.97899402965463 40.68615613233502, -73.97827416028503 40.68519595197173, -73.98026229233089 40.68596675370237, -73.97979103715927 40.686660987753186, -73.97975467916464 40.68665023103072, -73.97923223345673 40.68649565301373, -73.97909065768768 40.686293865489915, -73.97899402965463 40.68615613233502)))",80 Flatbush Avenue,09/26/2018 12:00:00 AM +0000,180217ZRK,CD2-Map 8 (Area 5),2,Option 1 and Option 2,16c,P2016K0250,1612.77447705,115979.155553
Adopted,3,"MULTIPOLYGON (((-73.97041069518427 40.696026822333714, -73.97040073489609 40.6959801182887, -73.97040356138015 40.69598023248027, -73.97143431057985 40.696021847170115, -73.97144199230732 40.6960643100461, -73.971450029938 40.69616534144712, -73.97147970083735 40.696317711027184, -73.97049139873302 40.696435928804895, -73.97042991446645 40.69611695237416, -73.97041069518427 40.696026822333714)))",205 Park Avenue,09/26/2018 12:00:00 AM +0000,170165ZRK,CD2-Map 1 (Area 5),2,Option 1 and Deep Affordability Option,12d,P2013K0511,841.000134883,38530.718995
Adopted,4,"MULTIPOLYGON (((-73.93906482235505 40.76088651804068, -73.93912253528893 40.760793563330736, -73.93913380479871 40.76079773682153, -73.93954558055238 40.76094475482867, -73.93949837630606 40.761020846112274, -73.93846850937788 40.762680887038755, -73.9380452255316 40.76252867753236, -73.93906482235505 40.76088651804068)))",11-14 35th Avenue,10/31/2018 12:00:00 AM +0000,180212ZRQ,CD1-Map 4 (Area 2),1,Option 1 and Option 2,9a,P2015Q0578,1657.64301789,90617.4670591
Adopted,4,"MULTIPOLYGON (((-73.89423760777974 40.73977845345049, -73.89407570492631 40.73902708288764, -73.89415276651495 40.73902878996303, -73.8946682137352 40.73904020642581, -73.89587181240232 40.73906641613262, -73.89587326342297 40.73911216054931, -73.89588217010926 40.73939316491192, -73.8958843601158 40.73946226376764, -73.89585528977722 40.74007149412075, -73.89585210879298 40.74021297903982, -73.89585115101335 40.740272042483674, -73.89526513535729 40.74016113219316, -73.89423249080946 40.739965682357635, -73.89423969689256 40.739901842964535, -73.89423760777974 40.73977845345049)))",69-02 Queens Boulevard Rezoning,10/31/2018 12:00:00 AM +0000,180266ZRQ,CD2-Map 2 (Area 1),2,Option 2,9d,P2016Q0413,1745.3209235,182842.242783
Adopted,3,"MULTIPOLYGON (((-73.99452709514512 40.645597965982, -73.99439235059839 40.645046165287766, -73.9952936546588 40.64559400160747, -73.9953981105193 40.645657491450756, -73.9950964303389 40.64594600583397, -73.99452709514512 40.645597965982)))",3901 9th Avenue Rezoning,10/31/2018 12:00:00 AM +0000,180187ZRK,CD12-Map 1 (Area 1),12,Option 1,22c,P2016K0080,898.526930854,37502.414834
Adopted,4,"MULTIPOLYGON (((-73.92834014754953 40.767954031388875, -73.92839862396947 40.767885542098234, -73.92913498075116 40.76822870392209, -73.92847136516443 40.76906017026262, -73.92770272672477 40.768700589419495, -73.92834014754953 40.767954031388875)))",Variety Boys and Girls Club Rezoning,10/31/2018 12:00:00 AM +0000,180086ZRQ,CD1-Map 1 (Area 3),1,Option 1 and Option 2,9a,P2016Q0278,1197.59044241,86623.2788885
Adopted,3,"MULTIPOLYGON (((-73.90992594151274 40.66271068792671, -73.90985046741554 40.66241655246898, -73.90939245948505 40.66248453463454, -73.90936841254246 40.66239034955862, -73.90921713113497 40.661797829824394, -73.90968043643693 40.6617285413621, -73.90978096363474 40.662118800656, -73.90988157377926 40.66210365628495, -73.91059086441824 40.66199688979094, -73.91115995757987 40.661921339710496, -73.91114197488756 40.66185104048822, -73.91163584808223 40.661775726193724, -73.91172740295309 40.66213473255477, -73.91172813001297 40.6621375688398, -73.91180287519946 40.662429129733965, -73.91167637742909 40.66244810652016, -73.91130844898886 40.66250330156136, -73.91083976866815 40.66257360909455, -73.91085394459839 40.662628861376675, -73.90994152601655 40.6627714228688, -73.90992594151274 40.66271068792671)), ((-73.90871555228279 40.65983958038683, -73.90917235387207 40.65977193494911, -73.90945538312648 40.66087625668572, -73.90900000169052 40.660943814316354, -73.90871555228279 40.65983958038683)), ((-73.90979822573632 40.66402313403673, -73.91024532802912 40.6639555911092, -73.91042972925692 40.664701042820354, -73.90998323732232 40.66477280495916, -73.90979822573632 40.66402313403673)))",Marcus Garvey Village LSGD,12/20/2018 12:00:00 AM +0000,180487ZRK,CD16-Map 4 (Area 5),16,Option 1 and Deep Affordability Option,17d,P2015K0393,4025.9367856,246108.164392
Adopted,3,"MULTIPOLYGON (((-73.95924159784064 40.66714575553931, -73.95956144467559 40.666260328117794, -73.96071988624233 40.66650430464646, -73.96040375070565 40.66737950037273, -73.95924159784064 40.66714575553931)), ((-73.95876642301205 40.668461194709295, -73.95892525031996 40.668021471169105, -73.96008416674714 40.6682642187007, -73.960052110984 40.668352956998525, -73.95992555503781 40.66870329823105, -73.95923562503336 40.66855919664982, -73.95876642301205 40.668461194709295)))",Franklin Avenue Rezoning,12/20/2018 12:00:00 AM +0000,180348ZRK,CD9-Map 2 (Area 2),9,Option 1,16d,2018K0356,2331.10562373,166274.828169
Adopted,3,"MULTIPOLYGON (((-73.95488041178763 40.69310153659037, -73.95582662846232 40.692992383277385, -73.95588707519796 40.693296120676536, -73.95531750520902 40.69336055867949, -73.95494061673014 40.69340319600532, -73.95488041178763 40.69310153659037)))",895 Bedford Avenue Rezoning,02/13/2019 12:00:00 AM +0000,180230ZRK,CD3-Map 3 (Area 4),3,Option 1 and Option 2,17a,P2014K0259,753.82291505,29600.0145143
Adopted,2,"MULTIPOLYGON (((-73.89281714168648 40.843497454514306, -73.89315073505425 40.84369413189347, -73.89318046397698 40.843665086100394, -73.89360807856947 40.84391719439847, -73.89324338736176 40.84427371302508, -73.89248387722935 40.843824084676406, -73.89281714168648 40.843497454514306)))",Belmont Cove Rezoning,02/13/2019 12:00:00 AM +0000,190050ZRX,CD6-Map 4 (Area 3),6,Option 1,3d,P2016X0079,861.513755811,42205.5104088
Adopted,2,"MULTIPOLYGON (((-73.85155069622814 40.90204443651962, -73.85129710183847 40.90234539784567, -73.85099136743514 40.90270531716615, -73.85068038381345 40.903062639975424, -73.85036419137928 40.903417321259774, -73.84985964810362 40.903180831204224, -73.84955009661779 40.90304495937515, -73.85066318875127 40.90163606582497, -73.85155069622814 40.90204443651962)))",East 241st Street Rezoning,02/13/2019 12:00:00 AM +0000,180084ZRX,CD12-Map 1 (Area 1),12,Option 1 and Option 2,2a,P2015X0205,1746.38972122,165148.646156
Adopted,3,"MULTIPOLYGON (((-73.9674658476736 40.64977448683019, -73.96702809233432 40.64994727415045, -73.96691581106226 40.64935397639532, -73.9670191329159 40.64934877946665, -73.96738079491388 40.649309690281555, -73.9674658476736 40.64977448683019)))",Caton Park Nursing Home Rezoning,02/28/2019 12:00:00 AM +0000,180394ZRK,CD14-Map 4 (Area 2),14,Option 1 and Option 2,16d,P2015K0596,656.275827468,25115.1526915
Adopted,4,"MULTIPOLYGON (((-73.74639017268471 40.76698865237253, -73.74634170941337 40.766961156748515, -73.74612335875965 40.7668318167888, -73.7460731445168 40.7668007610881, -73.74562374102604 40.76649867242586, -73.74561021519399 40.766488736077555, -73.74559997302792 40.766481150099125, -73.74547010235966 40.76638004242851, -73.7453465276525 40.76627447120114, -73.74528630728389 40.76622264624077, -73.74518227444273 40.76611647507303, -73.74507240147749 40.76601376144322, -73.74495688666714 40.765914690377976, -73.74485474921059 40.76583373011489, -73.7447123621013 40.76571249452325, -73.74446986860048 40.76551072588371, -73.74442595558085 40.76547480628054, -73.74432343226381 40.76539165644841, -73.74491300870682 40.76519411050024, -73.74506073402661 40.76514461238693, -73.74508004285082 40.7651381426397, -73.7451077087895 40.765182698841606, -73.7451596883274 40.76526640976777, -73.7451569569991 40.76526737627454, -73.74515769279998 40.765268535955045, -73.74515787999175 40.765268829934705, -73.74529291759977 40.7654814943972, -73.74530340376451 40.7654980085776, -73.74530347966599 40.76549798218043, -73.74580602946537 40.76532273528167, -73.74593813923289 40.76559197052055, -73.74603248709123 40.765784235664604, -73.7467048209563 40.76633534554494, -73.74674115185192 40.7665787542641, -73.74666865195375 40.766663170542586, -73.746469986245 40.76689448456096, -73.74647614653955 40.76689786061161, -73.74639017268471 40.76698865237253)))",Douglaston Parkway Rezoning,03/13/2019 12:00:00 AM +0000,180281ZRQ,CD11-Map 1 (Area 1),11,Option 1 and Option 2,11a,P2012Q0014,2069.49006989,184083.150783
Adopted,2,"MULTIPOLYGON (((-73.9181583151473 40.81451684359927, -73.91804606048096 40.81447202354695, -73.9182759662912 40.81415445430364, -73.91851274971303 40.81425452398908, -73.91873267018173 40.813950745092015, -73.91920038864548 40.81414390275335, -73.91874235962023 40.81476708619826, -73.9183570823596 40.81460360426922, -73.9181583151473 40.81451684359927)))",Betances VI,03/13/2019 12:00:00 AM +0000,190144ZRX,CD1-Map 6 (Area 7),1,Option 1,6a,P2018X0138,961.47800713,47842.6336231
Adopted,2,"MULTIPOLYGON (((-73.85961276115172 40.865512758252684, -73.85961424095046 40.865454574867435, -73.85966628669406 40.86551222994, -73.86032254297618 40.866239207709484, -73.85997280288879 40.86642379403886, -73.85992367211479 40.86629728486707, -73.8595834770413 40.86629084980424, -73.85958810961378 40.86615126774506, -73.85959027313191 40.86607826583017, -73.85959815987275 40.86575471755308, -73.85960545640833 40.865671927244904, -73.85961276115172 40.865512758252684)))",Williamsbridge Road,03/13/2019 12:00:00 AM +0000,180262ZRX,CD11-Map 2 (Area 2),11,Option 1 and Option 2,4a,P2015X0544,911.389119134,35004.2709317
Adopted,2,"MULTIPOLYGON (((-73.84146102080413 40.8409560947005, -73.84190614361856 40.84157122111844, -73.84203108549345 40.84174665373048, -73.84238988968394 40.84226443716527, -73.84161703600515 40.84266993641563, -73.84069059024003 40.84136578925705, -73.84146102080413 40.8409560947005)))",Blondell Commons,04/18/2019 12:00:00 AM +0000,170439ZRX,CD11-Map 3 (Area 3),11,Option 2,4b,P2012X0046,1601.60388941,140370.511222
Adopted,2,"MULTIPOLYGON (((-73.85300897989843 40.826832036026985, -73.8534907686533 40.82676242121177, -73.85421074842014 40.826666825668724, -73.85445123284912 40.82775949013324, -73.85326161372413 40.82791904082246, -73.85311343269545 40.82729033271623, -73.85300897989843 40.826832036026985)))",2069 Bruckner Boulevard Rezoning,04/18/2019 12:00:00 AM +0000,190103ZRX,CD9-Map 5 (Area 5),9,Option 1,4b,P2017X0345,1478.10840161,135748.094083
Adopted,3,"MULTIPOLYGON (((-73.96651318412172 40.68155104645839, -73.9675546230703 40.68176878659559, -73.96765804280423 40.68226765734181, -73.96717160616025 40.68232298765955, -73.96709728664027 40.681985100720816, -73.96660868771995 40.68204113044306, -73.96651318412172 40.68155104645839)))",809 Atlantic Avenue Rezoning,04/09/2019 12:00:00 AM +0000,190074ZRK,CD2-Map 3 (Area 5),2,Option 2,16c,2018K0461,1062.32765153,49951.3650958
Adopted,4,"MULTIPOLYGON (((-73.83923517277104 40.72376940722772, -73.83768942769458 40.72423358248625, -73.8374676774368 40.723835413205336, -73.83738749610015 40.72369192516236, -73.8372762922269 40.72350616376442, -73.8382451266881 40.723213624705714, -73.83831118896263 40.72327693155785, -73.83888528987414 40.72310348929132, -73.83923517277104 40.72376940722772)))",Former Parkway Hospital Site Rezoning,04/09/2019 12:00:00 AM +0000,180448ZRQ,CD6-Map 1 (Area 1),6,Option 1,14a,P2016Q0293,1500.21197047,129112.66285
Adopted,3,"MULTIPOLYGON (((-73.95857279336192 40.679048527882614, -73.95859946036286 40.67897362360403, -73.95865826285764 40.67880845411382, -73.95870833523574 40.67866780585332, -73.95888097999558 40.678698920971726, -73.95898121931985 40.67872008846867, -73.95910707919833 40.67874666610489, -73.95919426452099 40.678765076560346, -73.95928025774334 40.67878323348328, -73.95936614811681 40.67880137139474, -73.95945392019654 40.67881990523103, -73.95954247290028 40.67883860406892, -73.95962932612727 40.67885694383752, -73.95981530551933 40.67889621464327, -73.95995305281122 40.678925300952635, -73.96007929797169 40.67895195833867, -73.96016953584834 40.67897101254936, -73.96017426241384 40.678972010586676, -73.96030488400122 40.67899959165812, -73.9603533662528 40.67900982831347, -73.96034560489467 40.67903115181165, -73.96032777387147 40.67908014058009, -73.9602914497462 40.67917993687324, -73.96024527832492 40.67930678701325, -73.96021513726616 40.6793933667756, -73.95996866908298 40.679341806549935, -73.95989720084275 40.67932685554668, -73.9598309465117 40.67931299523643, -73.95857279336192 40.679048527882614)))",1010 Pacific Street,05/08/2019 12:00:00 AM +0000,180043ZRK,CD8-Map 3 (Area 3),8,Option 1 and Option 2,16c,P2015K0351,1234.17409504,68623.4590386
Adopted,3,"MULTIPOLYGON (((-73.958845817626 40.67828162850686, -73.95881305000802 40.678373670620545, -73.95870833523553 40.67866780585332, -73.95870145133509 40.67868714207238, -73.95868279248859 40.6787395529315, -73.95867444342682 40.678763004594394, -73.95865826285764 40.67880845411387, -73.95859946036286 40.67897362360403, -73.95858658521409 40.67900978831226, -73.95857279336192 40.679048527882614, -73.95842362509738 40.67901857525231, -73.95819378792136 40.67897049006928, -73.95788347399366 40.678905567174404, -73.95772264827859 40.67887191934965, -73.95767145062212 40.678861207763454, -73.95795276630425 40.67809456564087, -73.958845817626 40.67828162850686)))",1050 Pacific Street,05/08/2019 12:00:00 AM +0000,160176ZRK,CD8-Map 1 (Area 4),8,Option 1 and Option 2,16c,P2013K0549,1095.55334736,74810.2024201
Adopted,3,"MULTIPOLYGON (((-73.94480816128151 40.63012716702931, -73.94563503738388 40.63003390105405, -73.94572891259853 40.63055337371947, -73.94560552903724 40.63056715484728, -73.9453142871569 40.630605583961824, -73.94530618086853 40.63059792154125, -73.94502521272084 40.630332336639505, -73.94488552065172 40.63020029178535, -73.94480816128151 40.63012716702931)))",1640 Flatbush Avenue,05/08/2019 12:00:00 AM +0000,190054ZRK,CD14-Map 5 (Area 3),14,Option 1,23a,P2016K0008,763.586676226,33490.8315178
Adopted,3,"MULTIPOLYGON (((-73.92012233283864 40.6768568993872, -73.92094539951405 40.67688783322017, -73.92088595583925 40.67752184356526, -73.92004169766156 40.67747454992556, -73.92006428549107 40.677301532495164, -73.92008998570009 40.67710467387151, -73.92012233283864 40.6768568993872)))",1921 Atlantic Avenue,05/08/2019 12:00:00 AM +0000,190162ZRK,CD3-Map 2 (Area 5),3,Option 1,17a,P2017K0429,921.098957501,53000.8904964
Adopted,4,"MULTIPOLYGON (((-73.91446450837977 40.753676411895256, -73.91526454560704 40.7540677047767, -73.91551761520164 40.754180827713824, -73.9152541487317 40.75450298065501, -73.91540989957544 40.75457636715774, -73.91531799047769 40.75468616018231, -73.91410867322938 40.75411690503993, -73.91446450837977 40.753676411895256)))",47-15 34th Avenue Rezoning,05/29/2019 12:00:00 AM +0000,180529ZRQ,CD1-Map 5 (Area 4),1,Option 2,9b,P2018Q0042,1163.66435121,66348.9716891
Adopted,3,"MULTIPOLYGON (((-73.92117767078433 40.68884006979402, -73.92103589693447 40.688120921589565, -73.92151749866206 40.68806590725993, -73.92165927758936 40.688785054876014, -73.92117767078433 40.68884006979402)))",2 Howard Avenue,06/26/2019 12:00:00 AM +0000,180293ZRK,CD3-Map 6 (Area 6),3,Option 1,17a,P2016K0311,799.997422838,35782.4041927
Adopted,2,"MULTIPOLYGON (((-73.91163009418864 40.820141999383466, -73.91176816889829 40.819654676057205, -73.91201039393923 40.81974545031603, -73.91215828940454 40.81978602239783, -73.9119235757323 40.82019738744588, -73.91163009418864 40.820141999383466)))",Brook 156,06/26/2019 12:00:00 AM +0000,190209ZRX,CD1-Map 6 (Area 8),1,Option 1,"6a,6c",P2018X0210,546.943585686,17061.4726152
