InspectionID,CSNumber,MW,OvCond,isClosed,isOfficially,HandDryersAm,ChangingTablesAm,MirrorsAm,UrinalsAm,UrinalsComm,ToiletsAm,ToiletsComm,SinksAm,SinksComm,ToiletPaperDispAm,ToiletPaperDispComm,SoapDispAm,SoapDispComm,PaperTowelDispAm,PaperTowelDispComm,Comm
43530,1,M1,A,0,0,0,0,0,,,,,,,,,,,,,
85058,1,M1,A,0,0,1,0,0,2,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,0,,
113661,1,W1,A,0,0,1,0,1,,,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,0,,
78366,1,W1,A,0,0,0,0,0,,,2,Porcelain,1,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
105170,1,W1,A,0,0,1,0,1,,,2,Porcelain,1,Porcelain,2,2-ply or more,1,Stainless Steel,0,,
58341,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,,,
104338,1,M1,A,0,0,1,1,1,1,Stainless Steel,1,Stainless Steel,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
86522,1,W1,A,0,0,1,1,1,,,2,Porcelain,1,Porcelain,2,Standard,1,Soap Globe,0,,
108766,1,W1,N,1,1,0,0,0,,,,,,,,,,,,,closed for the season.
70817,1,M1,U,0,0,1,0,0,1,Porcelain,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Stainless Steel,0,,
101853,1,M1,N,1,1,,,,,,,,,,,,,,,,
52727,1,M1,N,0,0,0,0,0,,,,,,,,,,,,,
58683,1,M1,U,0,0,1,0,2,1,Stainless Steel,1,Stainless Steel,2,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,,,"Bulletin board present, in good condition, and contained relevant information."
91500,1,W1,N,1,1,,,,,,,,,,,,,,,,
50844,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,,,
65590,1,W1,A,0,0,1,0,1,,,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,
40555,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,0,,1,Stainless Steel,
113394,1,W1,A,0,0,1,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,Stall in use at time of inspection.
72440,1,M1,U,1,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,1,Metal-Painted White,
71905,1,M1,U,1,0,0,0,0,,,,,,,,,,,,,
53481,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,
73693,1,M1,A,0,0,1,0,2,2,Stainless Steel,2,Stainless Steel,2,Stainless Steel,2,2-ply or more,1,Stainless Steel,0,,
77032,1,W1,N,1,1,1,0,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
84540,1,W1,U,0,0,1,0,1,,,1,Porcelain,1,,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
76236,1,W1,A,0,0,1,0,0,,,1,Porcelain,1,Porcelain,1,2-ply or more,1,Soap Globe,0,,
51824,1,M1,A,0,0,1,0,2,2,Stainless Steel,1,Stainless Steel,2,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
92740,1,W1,A,0,0,1,0,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,,,
43059,1,W1,A,0,0,0,0,0,,,8,Porcelain,8,Porcelain,8,Tamper Proof Stainless Steel,4,Stainless Steel,1,Stainless Steel,No electricity due to neighborhood power failure.
94838,1,W1,A,0,0,1,0,1,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
38619,1,W1,U,0,0,0,0,0,,,,,,,,,,,,,
53768,1,M1,A,0,0,0,0,0,2,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
34704,1,W1,U,1,1,0,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Stainless Steel,1,Metal-Painted White,
105076,1,W1,A,0,0,1,0,0,,,2,Porcelain,1,Stainless Steel,2,2-ply or more,1,Stainless Steel,0,,
34221,1,M1,U,1,1,0,0,0,,,,,,,,,,,,,
94853,1,W1,A,0,0,1,0,0,,,1,Porcelain,1,Stainless Steel,1,Standard,1,Stainless Steel,0,,
92438,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,0,,
75908,1,M1,A,0,0,1,0,2,1,Stainless Steel,3,Stainless Steel,3,Stainless Steel,3,Tamper Proof Stainless Steel,2,Stainless Steel,1,Stainless Steel,
39485,1,W1,U,1,1,0,0,0,,,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Soap Globe,1,Metal-Painted White,
68484,1,W1,A,0,0,0,0,0,,,10,Porcelain,4,Porcelain,10,Fully Enclosed (Big Giant Roll),2,Stainless Steel,1,Metal-Painted White,
114028,2,M2,N,0,0,2,1,2,3,Porcelain,2,Porcelain,2,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,Mens CS in pavilion at Bayard Street. Not rated due to high usage.
107356,1,M1,A,0,0,1,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,
45907,1,M1,A,0,0,1,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,0,,0,Soap Globe,0,,
50249,1,W1,A,0,0,0,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
109256,1,W1,A,0,0,1,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
71893,1,W1,A,0,0,0,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,2,Soap Globe; Stainless Steel,1,Stainless Steel,
39717,1,M1,A,0,0,0,0,1,1,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
38590,1,M1,A,0,0,0,0,0,,,,,,,,,,,,,
44209,1,W1,U,0,0,0,0,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
89704,1,W1,A,0,0,1,0,0,,,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,
58267,1,M1,A,0,0,0,0,0,6,Porcelain,3,Porcelain,3,Porcelain,3,Tamper Proof Stainless Steel,2,Soap Globe,0,,
65313,1,M1,A,0,0,1,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
81030,1,W1,A,0,0,1,1,1,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
76158,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
73424,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,,Stainless Steel,
110360,1,M1,N,0,0,1,0,1,4,Porcelain,3,Porcelain,1,Porcelain,3,Tamper Proof Stainless Steel,1,Stainless Steel,0,,Unable to rate mens toilets due to usage partial rated.
35784,1,W1,A,0,0,0,0,0,,,,,,,,,,,,,
58178,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,
102298,1,W1,U,0,0,1,0,1,,,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,0,,
88141,1,W1,A,0,0,1,0,1,,,3,Stainless Steel,2,Stainless Steel,3,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
48527,1,W1,A,0,0,0,0,0,,,3,Porcelain,1,Stainless Steel,3,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
74515,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,
33298,1,W1,A,0,0,0,0,0,,,1,Stainless Steel,2,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
105308,1,M1,A,0,0,1,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Soap Globe,0,,
106162,1,W1,N,1,1,1,0,0,,,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
114325,1,M1,N,1,1,,,,,,,,,,,,,,,,
56034,1,W1,N,1,1,,,,,,,,,,,,,,,,
72982,1,W1,A,0,0,1,0,2,,,1,Porcelain,2,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
61305,1,M1,A,0,0,1,0,0,2,Stainless Steel,1,Stainless Steel,2,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Metal-Painted White,
107289,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
68923,1,W1,N,0,0,2,0,2,,,21,Porcelain,2,Porcelain,21,Tamper Proof Stainless Steel,2,Stainless Steel,0,,Not rated due to heavy patron use.
89588,1,W1,N,1,1,1,0,4,,,6,Stainless Steel,4,Stainless Steel,6,Tamper Proof Stainless Steel,2,Stainless Steel,0,,
66619,1,W1,A,0,0,0,0,1,,,2,Stainless Steel,1,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
98313,1,M1,A,0,0,1,0,0,4,Stainless Steel,3,Stainless Steel,4,Stainless Steel,3,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
96444,1,W1,A,0,0,1,1,1,,,1,Porcelain,1,Porcelain,1,2-ply or more,1,Soap Globe,0,,
114042,1,M1,N,0,0,1,1,1,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,0,,Mens not rated due to usage at time of inspection.
87287,1,W1,N,0,0,1,0,1,,,4,Stainless Steel,2,Stainless Steel,4,Tamper Proof Stainless Steel,1,Soap Globe,0,,Unable to rate due to homeless presence in the CS.
107530,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,
92921,1,M1,A,0,0,1,0,0,2,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,0,,
80043,1,W1,U,0,0,1,0,0,,,4,Stainless Steel,1,Porcelain,4,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
77433,1,M1,N,1,1,0,0,0,0,,0,,0,,0,,0,,0,,
103394,1,M1,A,0,0,1,0,0,,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
108209,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
70159,1,W1,A,0,0,0,0,0,,,2,Stainless Steel,2,Stainless Steel,2,Fully Enclosed (Big Giant Roll),1,Stainless Steel,1,Stainless Steel,
33173,1,M1,A,0,0,1,0,0,2,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
96271,1,W1,U,1,0,,,,,,,,,,,,,,,,
67759,1,M1,A,0,0,1,1,2,1,Stainless Steel,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
91075,1,W1,A,0,0,1,0,1,,,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Stainless Steel,0,,
49338,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,sign present out of service
48864,1,W1,A,0,0,0,0,0,,,4,Stainless Steel,2,Stainless Steel,4,,2,Stainless Steel,1,Stainless Steel,
50067,1,W1,A,0,0,0,0,0,,,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
95831,1,W1,A,0,0,0,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
66210,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,
74308,1,W1,U,1,0,1,,,,,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,0,,
87185,1,W1,U,1,0,1,0,0,,,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,,,
59273,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Soap Globe,1,Metal-Painted White,
95158,1,W1,N,1,1,1,0,1,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
102753,1,M1,A,0,0,1,0,1,2,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
99906,1,W1,N,1,1,0,0,0,,,,,,,,,,,,,
51909,1,M1,A,0,0,1,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Soap Globe,0,,
65155,1,M1,U,0,0,1,0,0,3,Porcelain,3,Porcelain,5,Stainless Steel,3,Tamper Proof Stainless Steel,2,Soap Globe,0,,
95183,1,M1,N,1,1,1,0,0,2,Stainless Steel,1,Porcelain,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
98235,1,M1,A,0,0,1,1,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,0,,
63863,1,M1,N,0,0,0,0,0,,,,,,,,,,,,,
84704,1,W1,N,1,1,1,,0,,,9,Porcelain,2,Porcelain,9,2-ply or more; Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
43356,1,W1,U,0,0,0,0,0,,,,,,,,,,,,,
91043,1,W1,A,0,0,1,0,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
87042,1,W1,N,1,1,,,1,,,,,,,,,,,,,
65639,1,W1,U,1,0,0,0,0,,,,,,,,,,,,,
110714,1,W1,A,0,0,1,,,,,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,,,
74367,1,W1,A,0,0,1,0,0,,,1,Stainless Steel,1,Porcelain,1,Standard,1,Soap Globe,1,Metal-Painted White,
72792,1,W1,A,0,0,0,0,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
44141,1,M1,A,0,0,0,0,0,,,,,,,,,,,,,
101521,1,M1,N,0,0,2,1,1,2,Stainless Steel,3,Stainless Steel,2,Stainless Steel,3,Tamper Proof Stainless Steel,1,Stainless Steel,0,,Not inspected - patron would not leave the CS.
44248,1,W1,U,0,0,4,2,6,,,23,Stainless Steel,6,Stainless Steel,23,Fully Enclosed (Big Giant Roll),4,Stainless Steel,0,,
76095,1,W1,U,1,0,,,,,,,,,,,,,,,,
44448,1,M1,U,0,0,0,0,0,,,,,,,,,,,,,
81922,1,W1,A,0,0,1,0,0,,,3,Stainless Steel,2,Stainless Steel,3,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
86704,1,W1,A,0,0,1,1,0,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Soap Globe,0,,
65184,1,M1,A,0,0,1,1,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
116953,1,M1,A,0,0,1,0,2,1,Stainless Steel,1,Porcelain,2,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
85169,1,W1,A,0,0,1,0,3,,,4,Porcelain,2,Other,4,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
40732,1,M1,U,0,0,1,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,
70957,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,
52832,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
62685,1,W1,A,0,0,1,0,1,,,6,Porcelain,3,Porcelain,6,2-ply or more,1,Stainless Steel,1,Metal-Painted White,
92181,1,W1,A,0,0,1,1,1,,,2,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,
68818,1,M1,A,0,0,0,0,0,2,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,
104188,2,M2,A,0,0,1,0,1,3,Porcelain,3,Porcelain,1,Porcelain,3,2-ply or more,1,Soap Globe,0,,DOWNSTAIRS.
62435,1,W1,A,0,0,1,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Stainless Steel,,,
96140,1,M1,A,0,0,1,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
118019,1,W1,A,0,0,1,0,0,,,4,Stainless Steel,1,Stainless Steel,4,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
32522,1,M1,A,0,0,0,0,0,,,,,,,,,,,,,
112884,1,M1,N,0,0,1,0,2,4,Porcelain,3,Porcelain,3,Porcelain,3,Tamper Proof Stainless Steel,2,Stainless Steel,0,,Unable to rate due to high usage
117293,1,W1,A,0,0,1,0,1,,,1,Stainless Steel,2,Stainless Steel,1,Tamper Proof Stainless Steel,2,Stainless Steel,0,,
78740,1,W1,A,0,0,1,1,0,,,1,Porcelain,1,Porcelain,1,Standard,1,Soap Globe,0,,
35570,1,W1,U,0,0,0,0,0,,,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,1,Metal-Painted White,
51850,1,M1,A,0,0,1,0,1,1,Stainless Steel,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,,,
34701,1,W1,U,1,1,0,0,1,,,2,Stainless Steel,1,Stainless Steel,2,Tamper Proof Stainless Steel,0,Stainless Steel,1,Stainless Steel,
49611,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
70324,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,
81274,1,M1,A,0,0,1,1,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,0,,
38602,1,W1,U,0,0,0,0,0,,,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,1,Stainless Steel,
91998,1,W1,A,0,0,1,1,1,,,2,Porcelain,1,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,,,
94207,1,W1,A,0,0,1,0,0,,,2,Stainless Steel,1,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
42489,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Stainless Steel,1,Stainless Steel,
39006,1,W1,U,0,0,0,0,0,,,,,,,,,,,,,
101112,1,M1,A,0,0,1,0,0,2,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,0,,
50901,1,M1,A,0,0,1,0,0,9,Porcelain,5,Porcelain,1,Porcelain,5,Standard,1,Stainless Steel,,,Amenities being restocked/changed during inspection.
84282,1,W1,N,1,1,,,,,,,,,,,,,,,,
107147,1,W1,A,0,0,1,0,1,,,2,Stainless Steel,1,Stainless Steel,2,2-ply or more,1,Stainless Steel,0,,
76453,1,W1,A,0,0,1,1,0,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Soap Globe,0,,
103595,1,W1,U,1,0,,,,,,,,,,,,,,,,
116720,1,M1,N,0,0,0,0,0,,,,,,,,,,,,,
37899,1,W1,A,0,0,0,0,0,,,,,,,,,,,,,SS
80148,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,0,,
68043,1,M1,A,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Metal-Painted White,
73486,1,M1,A,0,0,1,0,0,3,Porcelain,2,Porcelain,2,Porcelain,2,Standard,1,Stainless Steel,0,,
80346,1,W1,A,0,0,1,0,1,,,3,Porcelain & Stainless Steel,2,Stainless Steel,3,Standard & 2-ply or more,1,Stainless Steel,0,,
89899,1,W1,N,1,1,1,1,2,,,4,Stainless Steel,2,Stainless Steel,4,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
116596,1,W1,A,0,0,1,0,0,,,2,Stainless Steel,1,Stainless Steel,2,Tamper Proof Stainless Steel,1,Soap Globe,0,,
103422,1,M1,A,0,0,1,0,0,0,,1,Porcelain,1,Porcelain,1,2-ply or more,1,Soap Globe,1,Metal-Painted White,
35917,1,W1,N,1,1,0,0,0,,,,,,,,,,,,,
116157,1,W1,A,0,0,1,1,1,,,1,,1,,1,,1,,,,
44190,1,W1,A,0,0,0,0,0,,,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Stainless Steel,
50996,1,M1,A,0,0,0,0,0,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Stainless Steel,1,Stainless Steel,
74319,1,W1,A,0,0,1,1,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
52217,1,M1,U,0,0,0,0,0,1,Stainless Steel,1,Porcelain,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,Metal-Painted White,
111739,1,W1,A,0,0,1,0,2,,,1,Porcelain,2,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
115836,1,W1,A,0,0,1,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
84279,1,W1,A,0,0,1,1,2,,,3,Stainless Steel & Porcelain,2,Stainless Steel,3,2-ply or more,2,Stainless Steel,0,,
103474,1,M1,U,0,0,2,1,1,1,Porcelain,2,Porcelain,2,Porcelain,2,2-ply or more,2,Stainless Steel,0,,
97470,1,M1,A,0,0,1,0,1,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Metal-Painted White,
58533,1,W1,A,0,0,1,0,1,,,4,Porcelain,1,Porcelain,4,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
113173,1,M1,A,0,0,1,1,3,2,Porcelain,2,Stainless Steel,3,Other,2,Tamper Proof Stainless Steel,2,Stainless Steel,0,,
110788,1,W1,A,0,0,1,0,0,,,1,Porcelain,1,Porcelain,1,Fully Enclosed (Big Giant Roll),1,Stainless Steel,0,,
61374,1,M1,N,0,0,1,0,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,2,Stainless Steel,0,,CS not rated due to crew working to remove extensive fire damage.
79409,1,M1,A,0,0,1,1,1,1,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,,,
40181,1,W1,A,0,0,0,0,0,,,,,,,,,,,,,
62006,1,W1,A,0,0,1,0,0,,,1,Stainless Steel,1,Stainless Steel,1,2-ply or more,1,Stainless Steel,0,,
39221,1,W1,U,0,0,0,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Soap Globe,1,Metal-Painted White,
89548,1,M1,A,0,0,1,0,0,2,Porcelain,2,Porcelain,2,Porcelain,2,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
86499,1,W1,A,0,0,0,0,1,,,3,Porcelain,1,Stainless Steel,3,Fully Enclosed (Big Giant Roll),1,Stainless Steel,1,Metal-Painted White,
113395,1,W1,A,0,0,1,0,0,,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
50741,1,M1,A,0,0,0,0,1,3,Stainless Steel,2,Stainless Steel,2,Stainless Steel,2,Tamper Proof Stainless Steel,1,Stainless Steel,1,Stainless Steel,
40109,1,M1,U,0,0,0,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Standard,1,Stainless Steel,1,Metal-Painted White,
94121,1,W1,N,1,1,0,0,0,,,,,,,,,,,,,
69163,1,M1,A,0,0,1,0,4,15,Porcelain,8,Porcelain,4,Porcelain,8,Fully Enclosed (Big Giant Roll),1,Stainless Steel,0,,4 out of 8 stalls shown due to patron use.
53211,1,M1,U,1,0,0,0,0,,,,,,,,,,,,,
94350,1,W1,A,0,0,1,0,0,,,1,Stainless Steel,1,Stainless Steel,1,Standard,1,Stainless Steel,,,
59094,1,W1,U,1,0,0,0,0,,,,,,,,,,,,,
42228,1,W1,A,0,0,0,0,0,,,,Stainless Steel,,Stainless Steel,,Tamper Proof Stainless Steel,,Soap Globe,,Stainless Steel,
54206,1,M1,U,0,0,0,0,0,2,Porcelain,2,Stainless Steel,1,Stainless Steel,2,Tamper Proof Stainless Steel,0,,1,Stainless Steel,
86269,1,W1,A,0,0,1,0,1,,,2,Stainless Steel,1,Stainless Steel,2,2-ply or more,1,Stainless Steel,0,,
52456,1,M1,A,0,0,1,0,0,5,Porcelain,4,Porcelain,1,Porcelain,4,Standard,1,Stainless Steel,1,Metal-Painted White,
66163,1,M1,A,0,0,1,1,1,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Soap Globe,1,Metal-Painted White,
75088,1,M1,A,0,0,1,1,0,1,Porcelain,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
106037,1,M1,N,1,1,1,1,0,0,,1,Porcelain,1,Porcelain,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
110440,1,W1,A,0,0,1,0,0,,,4,Porcelain,1,Porcelain,4,2-ply or more,1,Stainless Steel,0,,
87385,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,
117922,1,M1,N,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,0,,
71791,1,M1,A,0,0,1,0,0,2,Stainless Steel,1,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
37970,1,M1,A,0,0,0,0,0,,,,,,,,,,,,,
63525,1,M1,N,1,1,0,0,0,,,,,,,,,,,,,
92340,1,M1,A,0,0,1,0,0,1,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Stainless Steel,0,,
83878,1,W1,U,1,0,0,0,0,,,,,,,,,,,,,
106417,1,M1,A,0,0,1,0,0,1,Stainless Steel,2,Stainless Steel,1,Stainless Steel,1,Tamper Proof Stainless Steel,1,Stainless Steel,1,,
116900,1,W1,N,0,0,0,0,0,,,,,,,,,,,,,
63701,1,M1,A,0,0,1,0,1,2,Porcelain,1,Porcelain,1,Porcelain,1,2-ply or more,1,Soap Globe,0,,
91965,1,W1,A,0,0,1,0,0,,,3,Porcelain,2,Porcelain,3,Tamper Proof Stainless Steel,1,Stainless Steel,0,,
109750,1,W1,A,0,0,1,,,,,1,Stainless Steel,1,Porcelain,1,Standard,1,Stainless Steel,,,
45654,1,W1,,0,1,,,,,,,,,,,,,,,,open
