the_geom,OBJECTID,TILE_NAME
"MULTIPOLYGON (((-97.521113218752 30.308806937753, -97.521113115353 30.297089884768, -97.541950280308 30.297088820192, -97.541949665749 30.308808552697, -97.521113218752 30.308806937753)))",1212,U25
"MULTIPOLYGON (((-98.187794037046 30.297082037026, -98.187793857112 30.285363806389, -98.208630429028 30.285364420044, -98.208629970357 30.297082597932, -98.187794037046 30.297082037026)))",1759,WL24
"MULTIPOLYGON (((-98.18779390161 30.343957772544, -98.187793721604 30.332239512016, -98.208630176196 30.332237205098, -98.208630509668 30.343955426004, -98.18779390161 30.343957772544)))",1363,WL28
"MULTIPOLYGON (((-97.646113973387 30.097877060736, -97.646113820604 30.086157804432, -97.666950837996 30.086156622646, -97.666950353105 30.097875812797, -97.646113973387 30.097877060736)))",2375,N7
"MULTIPOLYGON (((-97.521122572581 30.425991745954, -97.521114619472 30.414271715336, -97.541950865833 30.414272828033, -97.541951123176 30.425989884196, -97.521122572581 30.425991745954)))",837,U35
"MULTIPOLYGON (((-98.166973136806 30.648630812613, -98.166973108255 30.636912508789, -98.187807206843 30.636912439324, -98.187807389077 30.648630703166, -98.166973136806 30.648630812613)))",7,WM54
"MULTIPOLYGON (((-97.708619859098 30.379116947838, -97.708619245324 30.367397577972, -97.729455614612 30.367398714534, -97.729455663967 30.379115270885, -97.708619859098 30.379116947838)))",941,K31
"MULTIPOLYGON (((-97.854458258154 30.320521460737, -97.854458082639 30.308805234073, -97.875293897139 30.308804918957, -97.875294225715 30.320521099822, -97.854458258154 30.320521460737)))",1205,C26
"MULTIPOLYGON (((-97.666952751634 30.238496412809, -97.666952444544 30.226777040233, -97.687788778736 30.226777321481, -97.687789239604 30.238496644762, -97.666952751634 30.238496412809)))",1638,M19
"MULTIPOLYGON (((-97.833618818099 30.121310115905, -97.833618796141 30.10959404071, -97.854454518421 30.109592445077, -97.854454622658 30.121311222983, -97.833618818099 30.121310115905)))",1906,D9
"MULTIPOLYGON (((-97.333607589108 30.261935358181, -97.333607281482 30.250217819947, -97.35444394842 30.250217201959, -97.3544436181 30.261934666315, -97.333607589108 30.261935358181)))",1795,ED21
"MULTIPOLYGON (((-97.562784279417 30.097875962539, -97.562783870269 30.086159235577, -97.583612582254 30.086157697426, -97.5836130654 30.097877121852, -97.562784279417 30.097875962539)))",1972,S7
"MULTIPOLYGON (((-97.916961190249 30.402550353372, -97.916961417297 30.39083148868, -97.937797235989 30.390831684642, -97.937797162666 30.40255050476, -97.916961190249 30.402550353372)))",1039,WZ33
"MULTIPOLYGON (((-98.125302244768 30.402547829395, -98.125300938727 30.390829394215, -98.146129564371 30.390831390578, -98.146130230211 30.402549771281, -98.125302244768 30.402547829395)))",1053,WP33
"MULTIPOLYGON (((-97.521112737683 30.22677951018, -97.521112715473 30.215059777117, -97.541948724783 30.215061824959, -97.541948981352 30.226778757379, -97.521112737683 30.22677951018)))",1664,U18
"MULTIPOLYGON (((-97.646113925404 30.039283719497, -97.646112906682 30.0275672852, -97.666950736962 30.027566384671, -97.666950252349 30.039285484936, -97.646113925404 30.039283719497)))",2329,N2
"MULTIPOLYGON (((-98.083625978321 30.261928332533, -98.083625771967 30.250209912021, -98.104462320127 30.250208340453, -98.104462679918 30.261926719407, -98.083625978321 30.261928332533)))",1488,WR21
"MULTIPOLYGON (((-97.729451774494 30.027565052565, -97.729451798716 30.015846118135, -97.750280340713 30.015847998655, -97.750280541254 30.027564136206, -97.729451774494 30.027565052565)))",2260,J1
"MULTIPOLYGON (((-97.771117521662 30.109595089082, -97.771117239783 30.09787612461, -97.791953096693 30.0978737591, -97.791953531981 30.109592676209, -97.771117521662 30.109595089082)))",1953,G8
"MULTIPOLYGON (((-97.666959900695 30.56660834545, -97.666959516571 30.554891608446, -97.687793811755 30.554890378913, -97.687793479632 30.566609799096, -97.666959900695 30.56660834545)))",234,M47
"MULTIPOLYGON (((-97.562784097259 30.14475124243, -97.562784557272 30.133031720768, -97.583613011551 30.133032709548, -97.583612781475 30.144749431368, -97.562784097259 30.14475124243)))",1994,S11
"MULTIPOLYGON (((-97.604452046784 30.332243120856, -97.604451330392 30.32052625862, -97.62528840892 30.320525290984, -97.625288486597 30.332242085968, -97.604452046784 30.332243120856)))",1365,Q27
"MULTIPOLYGON (((-98.083636828487 30.554885315099, -98.08363662017 30.543166799567, -98.104469804474 30.543166813267, -98.104470960401 30.554885301014, -98.083636828487 30.554885315099)))",748,WR46
"MULTIPOLYGON (((-97.604450590486 30.238497541979, -97.604449953675 30.226778002513, -97.62528659397 30.226777455966, -97.62528659429 30.238496927313, -97.604450590486 30.238497541979)))",1636,Q19
"MULTIPOLYGON (((-98.166966144462 30.402548466728, -98.166966117884 30.390830139883, -98.187802547765 30.390831004792, -98.187802727915 30.402549291655, -98.166966144462 30.402548466728)))",1056,WM33
"MULTIPOLYGON (((-97.354443993518 30.273654907331, -97.3544436181 30.261934666315, -97.375280269212 30.261936102141, -97.375280092437 30.273653521187, -97.354443993518 30.273654907331)))",1765,EC22
"MULTIPOLYGON (((-97.604450514645 30.250214326499, -97.604450590486 30.238497541979, -97.62528659429 30.238496927313, -97.625287385082 30.250216426925, -97.604450514645 30.250214326499)))",1510,Q20
"MULTIPOLYGON (((-97.354448381226 30.496302100746, -97.354446331527 30.484584480686, -97.375282737857 30.484584797277, -97.375282560984 30.496302307137, -97.354448381226 30.496302100746)))",640,EC41
"MULTIPOLYGON (((-97.375280093209 30.22678113812, -97.375280354077 30.215061012085, -97.39610918542 30.21506186377, -97.396109161317 30.226779186574, -97.375280093209 30.22678113812)))",1650,EB18
"MULTIPOLYGON (((-97.33360635648 30.144752283124, -97.333606049382 30.133034868485, -97.354442761292 30.133034841733, -97.354442431223 30.144752182495, -97.33360635648 30.144752283124)))",1980,ED11
"MULTIPOLYGON (((-97.604448074116 30.027567378796, -97.604448227585 30.015848131429, -97.625284478446 30.015848541726, -97.625284477439 30.027567738695, -97.604448074116 30.027567378796)))",2250,Q1
"MULTIPOLYGON (((-97.396118350719 30.672074472218, -97.396118373793 30.660357070196, -97.416952868435 30.660357968526, -97.416952999312 30.672075316287, -97.396118350719 30.672074472218)))",273,EA56
"MULTIPOLYGON (((-97.791957220258 30.367395422734, -97.791957503349 30.355679030536, -97.812793425263 30.355677673797, -97.812794016067 30.367396783585, -97.791957220258 30.367395422734)))",974,F30
"MULTIPOLYGON (((-97.87529338127 30.285367083031, -97.87529312291 30.273648177857, -97.896122002888 30.2736499903, -97.896122483393 30.285366101116, -97.87529338127 30.285367083031)))",1741,B23
"MULTIPOLYGON (((-98.08362659561 30.297083650113, -98.083626390143 30.285365202068, -98.104462606827 30.285363492055, -98.104462902263 30.297084647588, -98.08362659561 30.297083650113)))",1722,WR24
"MULTIPOLYGON (((-97.854458570939 30.355678428848, -97.854458466998 30.343959433071, -97.875294741981 30.343958980582, -97.875294999689 30.355677930572, -97.854458570939 30.355678428848)))",1307,C29
"MULTIPOLYGON (((-98.187806117509 30.566602747501, -98.187805142504 30.554884438722, -98.208638899174 30.554884034906, -98.208639233447 30.566602290807, -98.187806117509 30.566602747501)))",261,WL47
"MULTIPOLYGON (((-97.521111444771 30.133032969624, -97.521111422769 30.121313342375, -97.541947865058 30.121313091789, -97.54194804084 30.133032667088, -97.521111444771 30.133032969624)))",1913,U10
"MULTIPOLYGON (((-97.666952956527 30.273651826293, -97.6669526493 30.26193242323, -97.687788652677 30.261932541266, -97.687789113699 30.273651895035, -97.666952956527 30.273651826293)))",1785,M22
"MULTIPOLYGON (((-97.541947865058 30.121313091789, -97.541947608935 30.109596280692, -97.562783818499 30.109595437567, -97.562784148977 30.121314945762, -97.541947865058 30.121313091789)))",1892,T9
"MULTIPOLYGON (((-97.583615730486 30.390836371148, -97.583616038121 30.379116697459, -97.604452378672 30.379116079208, -97.604452225146 30.390835702158, -97.583615730486 30.390836371148)))",1059,R32
"MULTIPOLYGON (((-97.416946013329 30.332246360771, -97.416945966858 30.320526260927, -97.437782344181 30.320525492611, -97.437782544859 30.332245538569, -97.416946013329 30.332246360771)))",1349,Z27
"MULTIPOLYGON (((-97.333615068537 30.308808499769, -97.333615552757 30.297090944338, -97.354444124521 30.297089900854, -97.354443709212 30.308810149577, -97.333615068537 30.308808499769)))",1206,ED25
"MULTIPOLYGON (((-97.625285344201 30.03928422315, -97.625284477439 30.027567738695, -97.646112906682 30.0275672852, -97.646113925404 30.039283719497, -97.625285344201 30.03928422315)))",2328,P2
"MULTIPOLYGON (((-97.729462901216 30.625199184635, -97.729462130707 30.613479865803, -97.750296024571 30.613481993224, -97.750296229337 30.62519849904, -97.729462901216 30.625199184635)))",3,J52
"MULTIPOLYGON (((-97.416948026768 30.472865973202, -97.416947187789 30.461145806799, -97.437784537486 30.461147122529, -97.437784820308 30.472864468347, -97.416948026768 30.472865973202)))",605,Z39
"MULTIPOLYGON (((-97.458620457427 30.672075095055, -97.458620813795 30.660357873395, -97.479455060067 30.660356897002, -97.479455652501 30.672074084149, -97.458620457427 30.672075095055)))",276,X56
"MULTIPOLYGON (((-97.979457713815 30.168183769659, -97.979458272532 30.156465230927, -98.000286869728 30.156464322866, -98.000286463428 30.168182818234, -97.979457713815 30.168183769659)))",1839,WW13
"MULTIPOLYGON (((-97.958627108258 30.449422292569, -97.958627029608 30.437703504413, -97.979463259041 30.437705007371, -97.97946355865 30.449421002678, -97.958627108258 30.449422292569)))",1159,WX37
"MULTIPOLYGON (((-97.89613416203 30.648633365483, -97.896133747933 30.636914463837, -97.916967305683 30.636914243305, -97.916967873645 30.648633099886, -97.89613416203 30.648633365483)))",388,A54
"MULTIPOLYGON (((-97.479453135982 30.519736610307, -97.479453338426 30.5080193883, -97.500287090608 30.508018508881, -97.50028696081 30.519738426921, -97.479453135982 30.519736610307)))",472,W43
"MULTIPOLYGON (((-97.604459225712 30.648637590035, -97.604458584046 30.63691796988, -97.625292597848 30.636918238373, -97.625292598895 30.64863779219, -97.604459225712 30.648637590035)))",371,Q54
"MULTIPOLYGON (((-97.312777724663 30.109596812688, -97.312777571141 30.097879388844, -97.333606005068 30.097879986802, -97.333606312048 30.109597354838, -97.312777724663 30.109596812688)))",1908,EE8
"MULTIPOLYGON (((-97.875296745228 30.461140419063, -97.875297209072 30.449424198963, -97.896126072108 30.449422535867, -97.896125691146 30.461141459609, -97.875296745228 30.461140419063)))",1091,B38
"MULTIPOLYGON (((-97.396117318582 30.519739559572, -97.39611742559 30.508019356402, -97.416950713503 30.508020978348, -97.416950843904 30.519738378603, -97.396117318582 30.519739559572)))",459,EA43
"MULTIPOLYGON (((-98.000299874664 30.449421828493, -98.000300281548 30.437703142097, -98.021128446089 30.437703235697, -98.02112898523 30.449421893379, -98.000299874664 30.449421828493)))",1136,WV37
"MULTIPOLYGON (((-97.979457578336 30.121309657519, -97.9794581368 30.109591178003, -98.000286124693 30.109590443778, -98.000286509038 30.121308894347, -97.979457578336 30.121309657519)))",1930,WW9
"MULTIPOLYGON (((-98.021124161863 30.226773868565, -98.021123623521 30.215055338883, -98.041959906078 30.215055813221, -98.041960597847 30.226774299233, -98.021124161863 30.226773868565)))",1536,WU18
"MULTIPOLYGON (((-98.104463262302 30.308803062302, -98.104462902263 30.297084647588, -98.125292017742 30.297084884641, -98.125292530373 30.30880325816, -98.104463262302 30.308803062302)))",1235,WQ25
"MULTIPOLYGON (((-97.375284768532 30.64863810181, -97.375284945409 30.636920631695, -97.396118504919 30.636919497079, -97.396118397905 30.648639661217, -97.375284768532 30.64863810181)))",332,EB54
"MULTIPOLYGON (((-98.12530399872 30.531447792328, -98.125303483499 30.519729355885, -98.146137821467 30.519728222078, -98.146137696322 30.531446604172, -98.12530399872 30.531447792328)))",477,WP44
"MULTIPOLYGON (((-97.396117271184 30.543174464801, -97.396117295406 30.531457012992, -97.416950974337 30.531455777762, -97.416951020487 30.543175923978, -97.396117271184 30.543174464801)))",738,EA45
"MULTIPOLYGON (((-97.50028366756 30.215059994745, -97.500282925623 30.203342951257, -97.52111261224 30.20334280346, -97.521112715473 30.215059777117, -97.50028366756 30.215059994745)))",1542,V17
"MULTIPOLYGON (((-97.854456211652 30.203340342373, -97.85445610713 30.191621465968, -97.875291970507 30.191621639247, -97.875292228503 30.203340469867, -97.854456211652 30.203340342373)))",1593,C16
"MULTIPOLYGON (((-97.479449450798 30.425990475227, -97.479449653497 30.414273262086, -97.500286141344 30.41427289255, -97.500286092349 30.425990053003, -97.479449450798 30.425990475227)))",834,W35
"MULTIPOLYGON (((-97.75029303558 30.39083500185, -97.750292112728 30.379115723966, -97.771121354334 30.379115400476, -97.771121637572 30.390834613776, -97.75029303558 30.39083500185)))",1067,H32
"MULTIPOLYGON (((-98.021124446301 30.250210946553, -98.021123907794 30.238492395081, -98.041960497219 30.23849278311, -98.041960397606 30.250211277656, -98.021124446301 30.250210946553)))",1625,WU20
"MULTIPOLYGON (((-97.646112906682 30.0275672852, -97.646113544801 30.015848154851, -97.666949641169 30.015847270878, -97.666950736962 30.027566384671, -97.646112906682 30.0275672852)))",2252,N1
"MULTIPOLYGON (((-98.125303483499 30.519729355885, -98.125303763177 30.508010932008, -98.146137153889 30.50800982539, -98.146137821467 30.519728222078, -98.125303483499 30.519729355885)))",535,WP43
"MULTIPOLYGON (((-97.604456781875 30.496298817104, -97.604454477808 30.48458187138, -97.625290538927 30.484580130649, -97.625290538673 30.496299724197, -97.604456781875 30.496298817104)))",661,Q41
"MULTIPOLYGON (((-98.125302949836 30.472858380447, -98.125303229445 30.461139957086, -98.146131247323 30.461138932468, -98.146131913856 30.472857328639, -98.125302949836 30.472858380447)))",622,WP39
"MULTIPOLYGON (((-98.021126983124 30.355675516477, -98.021125651347 30.343956876864, -98.041962038097 30.343956852167, -98.041962731034 30.355675434723, -98.021126983124 30.355675516477)))",1374,WU29
"MULTIPOLYGON (((-97.708616742935 30.133031391325, -97.708616131111 30.12131223485, -97.729452515965 30.121311705364, -97.729453282401 30.133030813288, -97.708616742935 30.133031391325)))",1917,K10
"MULTIPOLYGON (((-97.500288140465 30.578329779675, -97.500288271238 30.566609872042, -97.521121835571 30.566610832354, -97.521121940333 30.578327938965, -97.500288140465 30.578329779675)))",169,V48
"MULTIPOLYGON (((-97.958621699919 30.156465352127, -97.958621622178 30.14474676909, -97.979458041422 30.144746691742, -97.979458272532 30.156465230927, -97.958621699919 30.156465352127)))",1877,WX12
"MULTIPOLYGON (((-97.625285419775 30.09787783109, -97.625285419629 30.086158524768, -97.646113820604 30.086157804432, -97.646113973387 30.097877060736, -97.625285419775 30.09787783109)))",1975,P7
"MULTIPOLYGON (((-97.354442121543 30.02756842436, -97.354442451255 30.015851256023, -97.375279122948 30.015851172292, -97.375278946472 30.027568285648, -97.354442121543 30.02756842436)))",2361,EC1
"MULTIPOLYGON (((-98.083624127103 30.156462954887, -98.083624711947 30.144744657326, -98.104460672635 30.144743473433, -98.104461030791 30.15646174332, -98.083624127103 30.156462954887)))",1882,WR12
"MULTIPOLYGON (((-97.77111792987 30.156468337635, -97.771117647803 30.144749311994, -97.791954046743 30.144749506014, -97.791954553599 30.156465735428, -97.77111792987 30.156468337635)))",1867,G12
"MULTIPOLYGON (((-98.104461316731 30.191616621713, -98.104461748405 30.179898324834, -98.12529013046 30.179898987075, -98.125290642235 30.191617256533, -98.104461316731 30.191616621713)))",2150,WQ15
"MULTIPOLYGON (((-97.583623927689 30.625200146981, -97.583624156491 30.613483229301, -97.604458813341 30.613481492776, -97.604458660235 30.625201108483, -97.583623927689 30.625200146981)))",1,R52
"MULTIPOLYGON (((-98.187793362763 30.308803011681, -98.187794037046 30.297082037026, -98.208629970357 30.297082597932, -98.208630302641 30.308800797138, -98.187793362763 30.308803011681)))",1241,WL25
"MULTIPOLYGON (((-97.875295587444 30.379113098447, -97.875295328561 30.367394137407, -97.896123845207 30.367395556312, -97.896124256932 30.379114471926, -97.875295587444 30.379113098447)))",948,B31
