the_geom,OBJECTID,TILE_NAME
"MULTIPOLYGON (((-97.291943569861 30.48458540776, -97.291943655177 30.472864908798, -97.312780163284 30.472867175205, -97.312780318777 30.484584869387, -97.291943569861 30.48458540776)))",673,EF40
"MULTIPOLYGON (((-97.479445494831 30.039285365582, -97.479444907528 30.027568502279, -97.500281943384 30.027567247136, -97.500281813586 30.039286788753, -97.479445494831 30.039285365582)))",2316,W2
"MULTIPOLYGON (((-97.812781848693 30.039282075716, -97.812781190826 30.027566060841, -97.833617492179 30.027565467265, -97.833617513956 30.039281420066, -97.812781848693 30.039282075716)))",2353,E2
"MULTIPOLYGON (((-97.333615933786 30.601765427012, -97.333615624043 30.59004780698, -97.354449532155 30.590048163347, -97.354449995741 30.601765727906, -97.333615933786 30.601765427012)))",67,ED50
"MULTIPOLYGON (((-97.666961188236 30.636916916187, -97.666960008 30.625200188381, -97.687795226282 30.625198663301, -97.687794895135 30.636918057805, -97.666961188236 30.636916916187)))",9,M53
"MULTIPOLYGON (((-98.041961054311 30.273645561877, -98.041960363209 30.261927033358, -98.062790003812 30.261929320665, -98.062790055774 30.273647792749, -98.041961054311 30.273645561877)))",1444,WT22
"MULTIPOLYGON (((-97.604450922367 30.285370253431, -97.604450998185 30.273653439896, -97.625287461938 30.27365267393, -97.62528753946 30.285369437074, -97.604450922367 30.285370253431)))",1731,Q23
"MULTIPOLYGON (((-97.604449953675 30.226778002513, -97.604450029542 30.215061240681, -97.625286516612 30.215060743623, -97.62528659397 30.226777455966, -97.604449953675 30.226778002513)))",1672,Q18
"MULTIPOLYGON (((-98.104473052705 30.672067041999, -98.104472691139 30.660348615778, -98.125306551407 30.660347576, -98.125307067762 30.672065961046, -98.104473052705 30.672067041999)))",361,WQ56
"MULTIPOLYGON (((-97.500282674285 30.133032803382, -97.500282804101 30.121313123798, -97.521111422769 30.121313342375, -97.521111444771 30.133032969624, -97.500282674285 30.133032803382)))",2028,V10
"MULTIPOLYGON (((-97.312781578137 30.519737970855, -97.312781422432 30.508020277021, -97.333615132869 30.50802166967, -97.333614648588 30.519739289135, -97.312781578137 30.519737970855)))",453,EE43
"MULTIPOLYGON (((-97.541956631882 30.590045288067, -97.541955579204 30.57832821972, -97.562789932547 30.578327890381, -97.5627902654 30.590047638632, -97.541956631882 30.590045288067)))",138,T49
"MULTIPOLYGON (((-97.771120177308 30.273651024906, -97.771119102965 30.261931864706, -97.791955453962 30.261931553942, -97.791956680999 30.273650666632, -97.771120177308 30.273651024906)))",1790,G22
"MULTIPOLYGON (((-97.375284945409 30.636920631695, -97.375284327669 30.625203137304, -97.396118527968 30.625202075586, -97.396118504919 30.636919497079, -97.375284945409 30.636920631695)))",392,EB53
"MULTIPOLYGON (((-97.291942311908 30.273655401735, -97.291942397201 30.261934993236, -97.312778598715 30.261935578768, -97.31277875263 30.273653182483, -97.291942311908 30.273655401735)))",1739,EF22
"MULTIPOLYGON (((-97.896124767203 30.414268481452, -97.896125149135 30.402549568041, -97.916961190249 30.402550353372, -97.916960962106 30.414269221847, -97.896124767203 30.414268481452)))",1001,A34
"MULTIPOLYGON (((-97.437781631412 30.215061991672, -97.437781432131 30.203342040031, -97.458610570724 30.203343793908, -97.458610213713 30.215060925604, -97.437781631412 30.215061991672)))",1535,Y17
"MULTIPOLYGON (((-97.333607281482 30.250217819947, -97.333607765318 30.238500310406, -97.35444348727 30.238499729357, -97.35444394842 30.250217201959, -97.333607281482 30.250217819947)))",1471,ED20
"MULTIPOLYGON (((-97.771119257559 30.238496370187, -97.771118976125 30.226777256325, -97.791955657088 30.226777103208, -97.791955300768 30.238496154006, -97.771119257559 30.238496370187)))",1692,G19
"MULTIPOLYGON (((-97.687789034992 30.215060774511, -97.6877877831 30.203341457651, -97.708617405866 30.203341066712, -97.708617228145 30.215060302074, -97.687789034992 30.215060774511)))",1553,L17
"MULTIPOLYGON (((-97.729460456741 30.508016937228, -97.729460480005 30.49629760634, -97.750294499893 30.496297497971, -97.750295424164 30.508016796736, -97.729460456741 30.508016937228)))",687,J42
"MULTIPOLYGON (((-97.396108418408 30.203344534444, -97.396108527197 30.191624486789, -97.416944879787 30.191624988824, -97.416945009039 30.203342233625, -97.396108418408 30.203344534444)))",1566,EA16
"MULTIPOLYGON (((-98.166965109333 30.297083708179, -98.166964289968 30.285365424172, -98.187793857112 30.285363806389, -98.187794037046 30.297082037026, -98.166965109333 30.297083708179)))",1728,WM24
"MULTIPOLYGON (((-97.646114458997 30.074438581756, -97.646114229843 30.062722108678, -97.666950149578 30.062721009593, -97.666950455861 30.074440181751, -97.646114458997 30.074438581756)))",2155,N5
"MULTIPOLYGON (((-97.354448427541 30.519739996602, -97.354448843176 30.508019683855, -97.375282383027 30.508019816858, -97.375283793478 30.519737362549, -97.354448427541 30.519739996602)))",456,EC43
"MULTIPOLYGON (((-97.708627338833 30.54317187988, -97.708626722053 30.531452487619, -97.729461277361 30.531452863904, -97.729461254187 30.543172191503, -97.708627338833 30.54317187988)))",774,K45
"MULTIPOLYGON (((-97.3544436181 30.261934666315, -97.35444394842 30.250217201959, -97.375280530151 30.25021594415, -97.375280269212 30.261936102141, -97.3544436181 30.261934666315)))",1500,EC21
"MULTIPOLYGON (((-97.354449532155 30.590048163347, -97.354449863909 30.578330613181, -97.37528353213 30.578330397498, -97.375283355186 30.590047892705, -97.354449532155 30.590048163347)))",100,EC49
"MULTIPOLYGON (((-97.291947463492 30.578330225561, -97.29194746155 30.566612485916, -97.312781319949 30.566611460234, -97.312781475739 30.578329143684, -97.291947463492 30.578330225561)))",204,EF48
"MULTIPOLYGON (((-97.958623264962 30.261930439856, -97.958622395351 30.250211733094, -97.979458612466 30.250211231978, -97.979458843902 30.261929880214, -97.958623264962 30.261930439856)))",1477,WX21
"MULTIPOLYGON (((-98.12530474884 30.5666030765, -98.125305028498 30.554884659947, -98.1461374449 30.554883363095, -98.146138907059 30.566601765972, -98.12530474884 30.5666030765)))",258,WP47
"MULTIPOLYGON (((-97.375282737857 30.484584797277, -97.37528220577 30.472864520873, -97.396119166533 30.472864278843, -97.396119059774 30.484584482362, -97.375282737857 30.484584797277)))",681,EB40
"MULTIPOLYGON (((-97.83362417271 30.472860746356, -97.833624222364 30.461141668859, -97.854460519293 30.461141359964, -97.854460623616 30.472860391313, -97.83362417271 30.472860746356)))",583,D39
"MULTIPOLYGON (((-97.833631791959 30.601762454966, -97.833631839703 30.590043394903, -97.854465064473 30.590042485155, -97.854465170537 30.601761499071, -97.833631791959 30.601762454966)))",89,D50
"MULTIPOLYGON (((-98.146128738397 30.320521267616, -98.146128864366 30.308802940728, -98.166965135779 30.308801986086, -98.16696516325 30.32052027263, -98.146128738397 30.320521267616)))",1213,WN26
"MULTIPOLYGON (((-98.14612452669 30.062714992875, -98.146124653882 30.050996948674, -98.166960717751 30.050996936273, -98.166960743566 30.062714940131, -98.14612452669 30.062714992875)))",2286,WN4
"MULTIPOLYGON (((-97.521111547785 30.144749863264, -97.521111444771 30.133032969624, -97.54194804084 30.133032667088, -97.541947506422 30.144749491517, -97.521111547785 30.144749863264)))",1990,U11
"MULTIPOLYGON (((-98.021136687553 30.613477572774, -98.021136939995 30.601758948143, -98.041970357361 30.601757870268, -98.04197025859 30.613476452259, -98.021136687553 30.613477572774)))",75,WU51
"MULTIPOLYGON (((-97.896122924116 30.320522715497, -97.896123304866 30.308803846189, -97.916958979072 30.308802257779, -97.916959544077 30.320521097081, -97.896122924116 30.320522715497)))",1169,A26
"MULTIPOLYGON (((-97.291941689418 30.215061687807, -97.2919416882 30.20334408112, -97.3127779115 30.203344966374, -97.312778066274 30.215062516867, -97.291941689418 30.215061687807)))",1699,EF17
"MULTIPOLYGON (((-97.937785284684 30.121308992968, -97.937785360284 30.109590410864, -97.958621386994 30.109591109252, -97.958621465714 30.121309647164, -97.937785284684 30.121308992968)))",1927,WY9
"MULTIPOLYGON (((-97.437786307995 30.613483504496, -97.437786024572 30.601766180659, -97.458620377641 30.601766115075, -97.458620814858 30.613483385373, -97.437786307995 30.613483504496)))",38,Y51
"MULTIPOLYGON (((-97.937785360284 30.109590410864, -97.937785366739 30.097874593674, -97.958621308292 30.097872587365, -97.958621386994 30.109591109252, -97.937785360284 30.109590410864)))",2377,WY8
"MULTIPOLYGON (((-97.458609361839 30.074442384586, -97.458609010146 30.062722664125, -97.479445797767 30.062721879516, -97.479445514227 30.074441529204, -97.458609361839 30.074442384586)))",2457,X5
"MULTIPOLYGON (((-97.708620882544 30.42598894016, -97.708620267304 30.414269554085, -97.729457251481 30.414270496591, -97.72945722784 30.425989818004, -97.708620882544 30.42598894016)))",846,K35
"MULTIPOLYGON (((-97.646126302239 30.625201120639, -97.646126148135 30.61348160535, -97.666960494349 30.613480739223, -97.666960008 30.625200188381, -97.646126302239 30.625201120639)))",444,N52
"MULTIPOLYGON (((-97.708620703805 30.437708312819, -97.708620882544 30.42598894016, -97.72945722784 30.425989818004, -97.729457277423 30.437706393362, -97.708620703805 30.437708312819)))",811,K36
"MULTIPOLYGON (((-97.750293702126 30.437706589787, -97.750293572782 30.425987313655, -97.771121766661 30.425989515441, -97.771122122107 30.43770599497, -97.750293702126 30.437706589787)))",813,H36
"MULTIPOLYGON (((-98.166963239271 30.144744232402, -98.166962422468 30.133026099573, -98.187790738597 30.133027764124, -98.187791707582 30.144745856845, -98.166963239271 30.144744232402)))",2032,WM11
"MULTIPOLYGON (((-97.312782166846 30.636920246463, -97.312782010875 30.625202585653, -97.333616466732 30.625203401581, -97.33361598203 30.636920988022, -97.312782166846 30.636920246463)))",385,EE53
"MULTIPOLYGON (((-97.896124256932 30.379114471926, -97.896123845207 30.367395556312, -97.916960287179 30.367393742821, -97.916960060049 30.379112598439, -97.896124256932 30.379114471926)))",1278,A31
"MULTIPOLYGON (((-97.354448558939 30.543175139446, -97.354448890651 30.531457578032, -97.375283532217 30.53145761923, -97.375283354315 30.543175125661, -97.354448558939 30.543175139446)))",733,EC45
"MULTIPOLYGON (((-97.541947432212 30.097876736933, -97.541947967419 30.086159975637, -97.562783870269 30.086159235577, -97.562784279417 30.097875962539, -97.541947432212 30.097876736933)))",1970,T7
"MULTIPOLYGON (((-97.896119668805 30.097874044053, -97.896120049083 30.086155404955, -97.916955975782 30.086154731788, -97.916956538076 30.097873340861, -97.896119668805 30.097874044053)))",2396,A7
"MULTIPOLYGON (((-97.6461176422 30.332243013743, -97.646117412036 30.320526268789, -97.666953543913 30.320524011373, -97.666953851438 30.332243455469, -97.6461176422 30.332243013743)))",1368,N27
"MULTIPOLYGON (((-98.14613961759 30.648630310951, -98.146139742648 30.636911966783, -98.166973108255 30.636912508789, -98.166973136806 30.648630812613, -98.14613961759 30.648630310951)))",405,WN54
"MULTIPOLYGON (((-97.646124449857 30.508016795835, -97.646124218437 30.49630000121, -97.666959408618 30.496299681131, -97.666958999874 30.508016409613, -97.646124449857 30.508016795835)))",629,N42
"MULTIPOLYGON (((-98.104472328619 30.648630182557, -98.104471966188 30.636911742845, -98.125305457007 30.636913534536, -98.125306036221 30.648629183991, -98.104472328619 30.648630182557)))",403,WQ54
"MULTIPOLYGON (((-98.104460746102 30.121306991581, -98.104460387074 30.109588766819, -98.125289436928 30.109589703378, -98.125289157685 30.121307873303, -98.104460746102 30.121306991581)))",1941,WQ9
"MULTIPOLYGON (((-97.521112715473 30.215059777117, -97.52111261224 30.20334280346, -97.541948547727 30.203342154552, -97.541948724783 30.215061824959, -97.521112715473 30.215059777117)))",1544,U17
"MULTIPOLYGON (((-97.979460166899 30.285364470803, -97.979459868218 30.273648552687, -98.000296324974 30.273647325151, -98.000295918294 30.285365934338, -97.979460166899 30.285364470803)))",1767,WW23
"MULTIPOLYGON (((-97.833623455145 30.437706251847, -97.83362350487 30.42598717988, -97.854460133702 30.425987024887, -97.854460237938 30.437706050705, -97.833623455145 30.437706251847)))",817,D36
"MULTIPOLYGON (((-97.75029655817 30.590043485276, -97.750296354482 30.578326965897, -97.771129788365 30.578325861569, -97.771130072159 30.590045082093, -97.75029655817 30.590043485276)))",146,H49
"MULTIPOLYGON (((-97.583625557744 30.484580384971, -97.583624992664 30.47286342244, -97.604454631205 30.472862227806, -97.604454477808 30.48458187138, -97.583625557744 30.484580384971)))",539,R40
"MULTIPOLYGON (((-97.604458248199 30.590044978736, -97.604457529122 30.578328081363, -97.625291568416 30.578328618777, -97.625291646697 30.590045448897, -97.604458248199 30.590044978736)))",141,Q49
"MULTIPOLYGON (((-97.937801667379 30.613478549983, -97.937801740305 30.601759736378, -97.95863549367 30.601758413242, -97.958635574534 30.613477182633, -97.937801667379 30.613478549983)))",107,WY51
"MULTIPOLYGON (((-97.521111672862 30.16818644239, -97.521111569807 30.156469520123, -97.541947683242 30.156469096447, -97.541947859067 30.168188715429, -97.521111672862 30.16818644239)))",1810,U13
"MULTIPOLYGON (((-97.771131357629 30.636916421214, -97.771130204625 30.625199952808, -97.791964179811 30.625198032145, -97.791964618859 30.636917186235, -97.771131357629 30.636916421214)))",415,G53
"MULTIPOLYGON (((-98.021128478092 30.472859185228, -98.021128732212 30.461140538636, -98.041965069612 30.46114005831, -98.041964969294 30.472858662263, -98.021128478092 30.472859185228)))",597,WU39
"MULTIPOLYGON (((-97.604449269981 30.062722520598, -97.604448633457 30.051003199508, -97.625285343299 30.051003458513, -97.625285343434 30.062722712365, -97.604449269981 30.062722520598)))",2214,Q4
"MULTIPOLYGON (((-97.896126514913 30.484579340765, -97.896126102459 30.472860399745, -97.916962341824 30.472858151041, -97.916962908208 30.484577046996, -97.896126514913 30.484579340765)))",556,A40
"MULTIPOLYGON (((-97.916959315924 30.332239928661, -97.916959544077 30.320521097081, -97.937796026092 30.320521591522, -97.937795951655 30.332240377625, -97.916959315924 30.332239928661)))",1401,WZ27
"MULTIPOLYGON (((-97.896131757598 30.496295623542, -97.896126514913 30.484579340765, -97.916962908208 30.484577046996, -97.916965854503 30.496295988096, -97.896131757598 30.496295623542)))",678,A41
"MULTIPOLYGON (((-97.541955500651 30.531454504534, -97.541955243531 30.519737440624, -97.562789621795 30.519737386266, -97.562789238628 30.531454381454, -97.541955500651 30.531454504534)))",801,T44
"MULTIPOLYGON (((-97.979457809332 30.133028167097, -97.979457578336 30.121309657519, -98.000286509038 30.121308894347, -98.000286892438 30.133027360434, -97.979457809332 30.133028167097)))",2055,WW10
"MULTIPOLYGON (((-97.708629734303 30.672071108202, -97.70862904136 30.660354514594, -97.729463700543 30.660354325124, -97.72946375209 30.672070854059, -97.708629734303 30.672071108202)))",288,K56
"MULTIPOLYGON (((-97.875283541726 30.062718085466, -97.875282495215 30.050999423165, -97.896118821591 30.050999546484, -97.89611923031 30.062718148153, -97.875283541726 30.062718085466)))",2229,B4
"MULTIPOLYGON (((-97.937797876277 30.425985421721, -97.93779794953 30.414266594489, -97.958626009633 30.414268669865, -97.958626156906 30.425984703899, -97.937797876277 30.425985421721)))",862,WY35
"MULTIPOLYGON (((-97.937796026092 30.320521591522, -97.937795307429 30.308802796923, -97.958624439036 30.308802565795, -97.958624518299 30.320521301378, -97.937796026092 30.320521591522)))",1172,WY26
"MULTIPOLYGON (((-97.458611071617 30.332243901898, -97.458611428952 30.320526675933, -97.479447559933 30.320527383105, -97.479448940496 30.33224459129, -97.458611071617 30.332243901898)))",1388,X27
"MULTIPOLYGON (((-97.771116550544 30.039284324391, -97.77111705873 30.02756548215, -97.791953504908 30.0275661808, -97.791953221241 30.039282226983, -97.771116550544 30.039284324391)))",2351,G2
"MULTIPOLYGON (((-97.666950736962 30.027566384671, -97.666949641169 30.015847270878, -97.687778479498 30.015848340885, -97.687779013245 30.027564640168, -97.666950736962 30.027566384671)))",2253,M1
"MULTIPOLYGON (((-98.000298714111 30.41426573351, -98.000299054467 30.402549804588, -98.021127620226 30.402547292861, -98.021128159067 30.414265942073, -98.000298714111 30.41426573351)))",1010,WV34
"MULTIPOLYGON (((-97.625286516612 30.215060743623, -97.625286517366 30.203341294165, -97.646115576391 30.203342805644, -97.64611501376 30.215059439705, -97.625286516612 30.215060743623)))",1551,P17
"MULTIPOLYGON (((-97.479455060067 30.660356897002, -97.47945526254 30.648639721409, -97.500289272887 30.648638173133, -97.500289224165 30.660355296941, -97.479455060067 30.660356897002)))",360,W55
"MULTIPOLYGON (((-97.937794026413 30.250211742887, -97.937794100008 30.238493016728, -97.958622316406 30.238493051148, -97.958622395351 30.250211733094, -97.937794026413 30.250211742887)))",1620,WY20
"MULTIPOLYGON (((-98.041959616313 30.156463619538, -98.04195892519 30.144745209723, -98.062787897207 30.144745184322, -98.062787949883 30.1564635377, -98.041959616313 30.156463619538)))",1881,WT12
"MULTIPOLYGON (((-97.896122002888 30.2736499903, -97.896122384606 30.261931154814, -97.916958237066 30.26192976148, -97.916958801705 30.273648566979, -97.896122002888 30.2736499903)))",1456,A22
"MULTIPOLYGON (((-97.87528326377 30.086155417929, -97.875283798352 30.074436750557, -97.896119640165 30.074436767819, -97.896120049083 30.086155404955, -97.87528326377 30.086155417929)))",2449,B6
"MULTIPOLYGON (((-98.062798199368 30.308800652555, -98.062790225447 30.297082014976, -98.08362659561 30.297083650113, -98.083627594255 30.308802120284, -98.062798199368 30.308800652555)))",1231,WS25
"MULTIPOLYGON (((-97.312782547585 30.672075939493, -97.312782392552 30.660358298179, -97.333616515186 30.660358928061, -97.333616030313 30.67207649503, -97.312782547585 30.672075939493)))",269,EE56
"MULTIPOLYGON (((-97.604453350404 30.437708768094, -97.604453504907 30.425989130937, -97.625289512407 30.425990407911, -97.625289589268 30.437707245894, -97.604453350404 30.437708768094)))",807,Q36
"MULTIPOLYGON (((-97.437783568905 30.41427226026, -97.437783285369 30.402554926083, -97.458619782642 30.402555876882, -97.458620219915 30.414273157522, -97.437783568905 30.41427226026)))",868,Y34
"MULTIPOLYGON (((-97.833619410404 30.168185578005, -97.833619459454 30.156466694735, -97.854455795793 30.156464914384, -97.854455899201 30.168183751484, -97.833619410404 30.168185578005)))",1830,D13
"MULTIPOLYGON (((-98.06280348033 30.56660327016, -98.062803426563 30.554884715296, -98.083636828487 30.554885315099, -98.083637035812 30.566603828045, -98.06280348033 30.56660327016)))",255,WS47
"MULTIPOLYGON (((-97.916955463912 30.027564744809, -97.916954901124 30.015846245039, -97.937784311889 30.015845091102, -97.937784237268 30.027563531366, -97.916955463912 30.027564744809)))",2269,WZ1
"MULTIPOLYGON (((-98.208640363169 30.578320556796, -98.187806299474 30.578321039983, -98.187806117509 30.566602747501, -98.208639233447 30.566602290807, -98.208640363169 30.578320556796)))",229,WL48
"MULTIPOLYGON (((-97.958620128325 30.039280220768, -97.958620049837 30.027561805278, -97.979456516988 30.027562195657, -97.979456748665 30.039280567297, -97.958620128325 30.039280220768)))",2365,WX2
"MULTIPOLYGON (((-97.708619423073 30.355678229574, -97.708619525988 30.343961635775, -97.729455663297 30.343960120408, -97.729455638437 30.35567941458, -97.708619423073 30.355678229574)))",1299,K29
"MULTIPOLYGON (((-98.04197025859 30.613476452259, -98.041970357361 30.601757870268, -98.062804438297 30.601758928516, -98.062804493259 30.613477468228, -98.04197025859 30.613476452259)))",110,WT51
"MULTIPOLYGON (((-97.396118551012 30.613484648585, -97.396118575093 30.601767216589, -97.41695238327 30.601765637548, -97.416952512962 30.613483015285, -97.396118551012 30.613484648585)))",34,EA51
"MULTIPOLYGON (((-97.937798442777 30.472858019769, -97.93779844869 30.461141933178, -97.958627187968 30.461141082586, -97.958627266656 30.472859873939, -97.937798442777 30.472858019769)))",590,WY39
"MULTIPOLYGON (((-97.750290594342 30.203341404128, -97.750290465699 30.191622277431, -97.771118848345 30.191622748174, -97.771119129659 30.203341827151, -97.750290594342 30.203341404128)))",1587,H16
"MULTIPOLYGON (((-98.041960106369 30.191618903102, -98.041959415972 30.179900452558, -98.062788845266 30.179900300193, -98.062788897039 30.191618694301, -98.041960106369 30.191618903102)))",2114,WT15
"MULTIPOLYGON (((-98.08362862516 30.36739450755, -98.08362848341 30.355673268563, -98.104464701258 30.355676793401, -98.104464268125 30.367395228018, -98.08362862516 30.36739450755)))",1266,WR30
"MULTIPOLYGON (((-98.104464268125 30.367395228018, -98.104464701258 30.355676793401, -98.125300919898 30.355676933628, -98.125300704284 30.367392578132, -98.104464268125 30.367395228018)))",1268,WQ30
"MULTIPOLYGON (((-97.479449858477 30.484582106106, -97.479450061247 30.47286488375, -97.500286525844 30.472864233042, -97.500287270307 30.484581420215, -97.479449858477 30.484582106106)))",709,W40
"MULTIPOLYGON (((-97.47945374988 30.566611015127, -97.479453239831 30.554891034107, -97.500288320033 30.554892710048, -97.500288271238 30.566609872042, -97.47945374988 30.566611015127)))",219,W47
"MULTIPOLYGON (((-98.104460460587 30.086152379645, -98.104460101726 30.074434204419, -98.125288695958 30.074435265347, -98.125289205959 30.086153399362, -98.104460460587 30.086152379645)))",2460,WQ6
"MULTIPOLYGON (((-98.166964289968 30.285365424172, -98.166964263653 30.273647162263, -98.187792886448 30.273645571206, -98.187793857112 30.285363806389, -98.166964289968 30.285365424172)))",1778,WM23
"MULTIPOLYGON (((-98.000297529258 30.33223776187, -98.000297142726 30.320519106404, -98.021126158506 30.320519674044, -98.021125905477 30.332238272094, -98.000297529258 30.33223776187)))",1408,WV27
"MULTIPOLYGON (((-98.125292762683 30.3322400142, -98.125292249898 30.320521625736, -98.146128738397 30.320521267616, -98.146128611358 30.332239601714, -98.125292762683 30.3322400142)))",1419,WP27
"MULTIPOLYGON (((-97.687787039022 30.051002941143, -97.687786579322 30.039283854724, -97.708615648366 30.03928418045, -97.70861546969 30.051003201699, -97.687787039022 30.051002941143)))",2297,L3
"MULTIPOLYGON (((-97.562789571232 30.543174140955, -97.562789238628 30.531454381454, -97.583622897313 30.531453629496, -97.583623383969 30.543173337768, -97.562789571232 30.543174140955)))",767,S45
"MULTIPOLYGON (((-98.187790875308 30.08615286581, -98.18779069616 30.074434866449, -98.208626943479 30.074433483592, -98.208627215274 30.086154192372, -98.187790875308 30.08615286581)))",2163,WL6
"MULTIPOLYGON (((-98.104469153832 30.496292915312, -98.104466349193 30.484577143618, -98.1253026712 30.484576804691, -98.125303248111 30.496292493863, -98.104469153832 30.496292915312)))",712,WQ41
"MULTIPOLYGON (((-97.646117258473 30.308806782264, -97.646116314065 30.297087286876, -97.666953646111 30.29708791066, -97.666953160511 30.308807323314, -97.646117258473 30.308806782264)))",1189,N25
"MULTIPOLYGON (((-97.541951046941 30.37911620116, -97.541950789734 30.367399161183, -97.562787134124 30.367399863442, -97.562787544875 30.379116851817, -97.541951046941 30.37911620116)))",930,T31
"MULTIPOLYGON (((-97.437783311208 30.367400217555, -97.43778382021 30.355682919411, -97.458612653955 30.355681175571, -97.45861229664 30.367398420281, -97.437783311208 30.367400217555)))",956,Y30
"MULTIPOLYGON (((-97.93779794953 30.414266594489, -97.937797162666 30.40255050476, -97.958625931148 30.402549890178, -97.958626009633 30.414268669865, -97.93779794953 30.414266594489)))",1005,WY34
"MULTIPOLYGON (((-98.146130579911 30.449420537633, -98.14613070686 30.437702158173, -98.166967019477 30.437703481538, -98.16696704618 30.449421820654, -98.146130579911 30.449420537633)))",1145,WN37
"MULTIPOLYGON (((-97.708628423616 30.648635165169, -97.708628526777 30.63691857433, -97.72946287822 30.63691848189, -97.729462928611 30.648635024273, -97.708628423616 30.648635165169)))",376,K54
"MULTIPOLYGON (((-97.875283520426 30.097874117511, -97.87528326377 30.086155417929, -97.896120049083 30.086155404955, -97.896119668805 30.097874044053, -97.875283520426 30.097874117511)))",2394,B7
"MULTIPOLYGON (((-97.479445514227 30.074441529204, -97.479445797767 30.062721879516, -97.500281633352 30.0627231797, -97.500282374048 30.074440045574, -97.479445514227 30.074441529204)))",2161,W5
"MULTIPOLYGON (((-97.604449852875 30.156469348122, -97.604449215659 30.144749896877, -97.625286364013 30.144749735858, -97.625286363238 30.156469119842, -97.604449852875 30.156469348122)))",1859,Q12
"MULTIPOLYGON (((-97.437784486663 30.531456662263, -97.437784996382 30.519739334895, -97.458619148542 30.519736912991, -97.4586195042 30.531456953406, -97.437784486663 30.531456662263)))",496,Y44
"MULTIPOLYGON (((-98.187790442228 30.109588901768, -98.187791053463 30.097870882153, -98.208626756112 30.097872155969, -98.208627088351 30.109590149223, -98.187790442228 30.109588901768)))",1973,WL8
"MULTIPOLYGON (((-98.146125791639 30.086153910775, -98.146125918707 30.074435831106, -98.166962350786 30.074432988755, -98.166962315237 30.086153777099, -98.146125791639 30.086153910775)))",2462,WN6
"MULTIPOLYGON (((-97.541956452448 30.625201895392, -97.541956273677 30.613482109136, -97.562790294132 30.613481607881, -97.562790627152 30.625201342546, -97.541956452448 30.625201895392)))",438,T52
"MULTIPOLYGON (((-97.708628881986 30.613479877445, -97.708628984012 30.601763270059, -97.729462079391 30.601763306873, -97.729462130707 30.613479865803, -97.708628881986 30.613479877445)))",59,K51
"MULTIPOLYGON (((-98.041959415972 30.179900452558, -98.041959515635 30.168182029247, -98.062788001535 30.168181905132, -98.062788845266 30.179900300193, -98.041959415972 30.179900452558)))",2144,WT14
"MULTIPOLYGON (((-98.104459817626 30.039279799431, -98.104459459019 30.027561697085, -98.125288297423 30.027560187314, -98.125287954515 30.039280983787, -98.104459817626 30.039279799431)))",2373,WQ2
"MULTIPOLYGON (((-97.666959516571 30.554891608446, -97.666959207635 30.543172120033, -97.687793348802 30.543170939795, -97.687793811755 30.554890378913, -97.666959516571 30.554891608446)))",264,M46
"MULTIPOLYGON (((-97.646115297908 30.133032194609, -97.646114354424 30.121312873626, -97.666950966021 30.121314275147, -97.666951347367 30.133030781083, -97.646115297908 30.133032194609)))",1916,N10
"MULTIPOLYGON (((-98.021122771545 30.144744465008, -98.021123025488 30.133026042193, -98.041959025916 30.133026828644, -98.04195892519 30.144745209723, -98.021122771545 30.144744465008)))",2024,WU11
"MULTIPOLYGON (((-97.583623899204 30.590046613641, -97.583624206472 30.578326933609, -97.604457529122 30.578328081363, -97.604458248199 30.590044978736, -97.583623899204 30.590046613641)))",200,R49
"MULTIPOLYGON (((-98.08362848341 30.355673268563, -98.083627484169 30.343954770461, -98.104463548488 30.343958336982, -98.104464701258 30.355676793401, -98.08362848341 30.355673268563)))",1325,WR29
"MULTIPOLYGON (((-97.375284506003 30.660358314039, -97.375284768532 30.64863810181, -97.396118397905 30.648639661217, -97.396118373793 30.660357070196, -97.375284506003 30.660358314039)))",299,EB55
"MULTIPOLYGON (((-97.833631814592 30.613478761569, -97.833631791959 30.601762454966, -97.854465170537 30.601761499071, -97.854466070147 30.613480523754, -97.833631814592 30.613478761569)))",104,D51
"MULTIPOLYGON (((-98.125304470177 30.578321489111, -98.12530474884 30.5666030765, -98.146138907059 30.566601765972, -98.146138781987 30.578320138781, -98.125304470177 30.578321489111)))",224,WP48
"MULTIPOLYGON (((-97.771129014799 30.51973522907, -97.771128730302 30.508015994593, -97.79196268396 30.50801732761, -97.791963194837 30.519733765832, -97.771129014799 30.51973522907)))",492,G43
"MULTIPOLYGON (((-97.375280354077 30.215061012085, -97.37527973961 30.20334362801, -97.396108418408 30.203344534444, -97.39610918542 30.21506186377, -97.375280354077 30.215061012085)))",1528,EB17
"MULTIPOLYGON (((-97.416950713503 30.508020978348, -97.416950667409 30.496300828843, -97.437784512082 30.49630189292, -97.437784795006 30.508019239858, -97.416950713503 30.508020978348)))",524,Z42
"MULTIPOLYGON (((-97.875282495215 30.050999423165, -97.875282959874 30.039283558579, -97.89611920179 30.03928097832, -97.896118821591 30.050999546484, -97.875282495215 30.050999423165)))",2343,B3
"MULTIPOLYGON (((-97.93779844869 30.461141933178, -97.937798521899 30.449423098946, -97.958627108258 30.449422292569, -97.958627187968 30.461141082586, -97.93779844869 30.461141933178)))",1096,WY38
