Item Number,Product Name,CityStore Exclusive,Unit Price,Color,Size,Style,Category Name,Description
09741,The ultimate insider's guide to New York's museums,No,20.00,,,,NYC Guides & Maps,"Consider this book your little cheat sheet. A treasure guide to the secret corners of the iconic museums, a field guide to the little museums you never dreamed existed. Dive in. Press pause from the world and discover a curated reality. We learn, we grow, we are amused and inspired. And when we leave, we feel a little more connected to the city around us, and to ourselves. And that s what being a New Yorker is all about.  Paperback, 240 pages & published December 2018."
09675,Brooklyn Central Library,No,22.00,,,,History,"Brooklyn, New York, is home to the Brooklyn Public Library, the fifth-largest library system in the United States, with 60 neighborhood branches serving the 2.5 million residents of the borough. The Central Library--the main hub of this far-reaching institution--has, for 75 years, occupied a prime triangle of land at Brooklyn s Grand Army Plaza. Originally proposed in 1888, the unique Art Deco building with an  open book  design was not completed until 53 years later in 1941. Since then, the library has seen millions of eager readers pass through its iconic gilded doorway. While the technologies of learning have changed dramatically in the years since the Central Library opened, the mission of the institution remains the same--to ensure the preservation and transmission of society s knowledge, history, and culture, and to provide the people of Brooklyn with free and open access to information for education, recreation, and reference.  Paperback, 128 pages & published December 2016."
09743,Turning Pages,No,18.00,,,,City Kids,"Supreme Court Justice Sonia Sotomayor tells her own story for young readers for the very first time! As the first Latina Supreme Court Justice, Sonia Sotomayor has inspired young people around the world to reach for their dreams. But what inspired her? For young Sonia, the answer was books! Hardcover, 40 pages and published 2018.  Recommended for ages 4-8."
03259,Subway Train Line 7,No,17.00,,,,NYC Kids,"Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars. 4  inches long. Safe, Sturdy and fun! Ages 3+."
03259,Subway Train Line 7,No,17.00,,,,NYC Subway,"Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars. 4  inches long. Safe, Sturdy and fun! Ages 3+."
03260,Subway Train  (Q),No,17.00,,,,NYC Kids,"Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars. 4  inches long. Safe, Sturdy and fun! Ages 3+."
03260,Subway Train  (Q),No,17.00,,,,NYC Subway,"Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars. 4  inches long. Safe, Sturdy and fun! Ages 3+."
03261,Subway Train J,No,17.00,,,,NYC Kids,"Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars. 4  inches long. Safe, Sturdy and fun! Ages 3+."
03261,Subway Train J,No,17.00,,,,NYC Subway,"Solid hardwood upper body with magnetic connectors to play on all standard wooden railway tracks (including Brio and Thomas). Realistic signage - just like the current in-service subway cars. 4  inches long. Safe, Sturdy and fun! Ages 3+."
22145,Madison Square Garden Floor Cufflinks,No,170.00,,,,Jewelry,"These cuff links are crafted from authentic Madison Square Garden basketball floor.  Set in sterling silver with swivel findings, these cuff links feature the scuffs and scratches of the floor on which the Knicks won their 1970 & 1973 Championships. Measures 13/16  x 7/16  and back hallmarked  MSG.   Officially licensed by the Madison Square Garden, each pair of cuff links comes gift-boxed with a Certificate of Authenticity."
09672,Manhattan Churches,No,22.00,,,,History,"Manhattan Churches celebrates the wonderful diversity of churches in New York City s oldest borough. The book takes an in-depth look at a wide array of awe-inspiring structures, from Lower Manhattan and Midtown to the Upper East Side, Upper West Side, and Harlem. From Trinity Church and St. Patrick s Cathedral to the Little Church around the Corner and the Cathedral of St. John the Divine, the city s churches are a fascinating part of New York s religious, cultural, and architectural history.  Paperback, 128 pages & published 2016."
09673,Tales of Manhattan through Time,No,23.00,,,,History,"An enriching history that surpasses, at least in lore, any other city in the world, Tales of Manhattan Through Time is an exploration of a utopia of art and architecture, world peacekeepers and the opportune sanctuary for immigrant, plus a community that produces theatrical extravaganzas to celebrating it all. Tales of Manhattan Through Time connects the past with the present via the yellowed archival photos and the closest we have to time travel. Historical, yes; hysterical, but of course. As perhaps the most photographed, via box and brownie, digital and selfie or cinema, silent and sound, captured environs on the planet. The underbelly of the underworld and the fanatical terrorists may be constantly testing the resolve of that Manhattan spirit.   Paperback, 96 pages and published 2016."
09719,The New York Cow Pow Wow,No,17.00,,,,City Kids,"Millions of dairy Cows all around the world walk off the job and go on a milk strike. It becomes a world crisis - no milk mustaches, cheese pizza or ice cream! Mayor Meece Mouse decides to host the first ever Cow Pow Wow in New York City in hopes of ending the milk strike. Herds of dairy cows travel to Central Park from over 220 cow nations. They arrive in New York by air, land and sea.  This educational and entertaining children s book by local New York artist Kip Cosson features over 801 cows and characters. Along with the beautifully detailed illustrations, the book has a positive message for children of all ages: SPEAK UP AND BE HEARD like the dairy cows in this book."
09690,New York City A to Z,No,17.00,,,,City Kids,"Take an A to Z tour around New York City with Ned Penguin & Meece Mouse! Besides learning the alphabet, this pleasing picture book for ages 1-8 will teach children how to count to ten as they visit many of the great sights throughout the city with their friends.  Hardcover, 30 pages and recommended for kids 0-6 years."
