CALENDAR YEAR,MONTH,VENDOR NAME,CATEGORY,ITEM ,ITEM DESCRIPTION,QUANTITY,TRANSACTION SOURCE TYPE
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,326393,HAHN SLH CHARD - 750ML,10,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,337374,ANNABELLA CHARD - 750ML,3,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,327639,WATERBROOK MAL - 750ML,3,Purchase order
2020,April,DMV DISTRIBUTING LLC,WINE,232524,LOMAS DEL VALLE S/BLC - 750ML,2,Purchase order
2020,April,TRADEWINDS SPECIALTY IMPORTS LLC,WINE,427502,CHANARMUYO EST MAL - 750ML,1,Purchase order
2020,April,CONSTANTINE WINES INC,WINE,350718,LAPIS LUNA SAUVIGNON BLANC - 750ML,12,Purchase order
2020,April,VIN DIVINO LTD,WINE,68314,HARVEYS BRISTOL CREAM SHERRY - 1.5L,15,Purchase order
2020,April,IMPERO WINE DISTRIBUTORS,WINE,62393,IMPERO PREMIUM MERLOT 750ML,1,Purchase order
2020,April,ELITE WINES IMPORTS,WINE,411892,ESSAY CHEN BLC/VIOG/ROUSSA - 750ML,8,Purchase order
2020,April,PLUME RIDGE IRREVOCABLE TRUST,WINE,350562,ISLAND TIDE SAUVIGNON BLANC - 750ML,12,Purchase order
2020,April,MACK & SCHUHLE INC,WINE,63800,ART OF EARTH MALBEC ORGANIC 750ML,42,Purchase order
2020,April,BACKUP BEVERAGE,BEER,31427,SCHLAFLY STOUTBOUT VARIETY 2/12 NR,6,Purchase order
2020,April,MILLER BREWING COMPANY,BEER,92223,STEEL RESERVE 12/24OZ CAN - 24OZ,882,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,437415,MONTICELLO NEBB D'ALBA - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,406120,GROONER GRUNER VELT - 750ML,3,Purchase order
2020,April,SUTTER HOME WINERY INC,WINE,80462,SUTTER HOME WH/MER - 1.5L,126,Purchase order
2020,April,DOPS INC,WINE,305857,MOMMYS TIME OUT MOSCATO - 750ML,1,Purchase order
2020,April,DOPS INC,WINE,329671,SANTA CAROLINA RES CAB - 750ML,1,Purchase order
2020,April,JACKSON FAMILY ENTERPRISES INC,WINE,17000,K JACKSON GRAND RES CAB - 750ML,28,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,341257,DREAMING TREE S/BLC - 750ML,1,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,335100,ANTINORI VERMENTINO - 750ML,1,Purchase order
2020,April,BACARDI USA INC,WINE,79618,MARTINI & ROSSI DRY VERMOUTH - 1.5L,54,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,25983,OMISSION PALE ALE 4/6 NR - 12OZ,98,Purchase order
2020,April,DRAGON DISTILLERY LLC,LIQUOR,240678,BUTTERFLY FLORAL VODKA - 750ML,2,Purchase order
2020,April,PARK STREET IMPORTS LLC,LIQUOR,242076,REDNECK RIVIERA WHISKEY - 750ML,4,Purchase order
2020,April,MILLER BREWING COMPANY,DLC,508,MILLER/COORS PLASTIC BULKHEAD,144,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,309488,BORSAO BEROLA RED - 750ML,3,Purchase order
2020,April,AREL GROUP WINE & SPIRITS,WINE,329590,ELVIANA RSE - 750ML,1,Purchase order
2020,April,QUINTESSENTIAL LLC,WINE,234970,SAO MIGUEL DO SUL RED - 750ML,14,Purchase order
2020,April,ELITE WINES IMPORTS,WINE,232662,DOM BERTHET RAYNE CDR RGE 15 - 750ML,14,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,155020,MAPRECO VINHO VERDE - 750ML,2,Purchase order
2020,April,MARK ANTHONY BRANDS INC,BEER,61958,WHITE CLAW BLACK CHERRY SELTZER 2/12 CANS,104,Purchase order
2020,April,DC BRAU BREWING LLC,BEER,26639,DC BRAU CORRUPTION IPA 4/6 CANS - 12OZ,400,Purchase order
2020,April,UNITED STATES DISTILLED PRODUCTS,WINE,59358,SILENI SAUVIGNON BLANC - 750ML,1,Purchase order
2020,April,DOPS INC,WINE,300148,BROWNSTONE P/NOIR - 750ML,1,Purchase order
2020,April,FETZER VINEYARDS,WINE,24384,FETZER ANTHONYS HILL P/GRIG - 1.5L,32,Purchase order
2020,April,THE WINE GROUP,WINE,46700,CUPCAKE CENTRAL COAST P/NOIR - 750ML,56,Purchase order
2020,April,LEGENDS LTD,BEER,29598,SAN MIGUEL RED HORSE 4/6 NR,19,Purchase order
2020,April,BARON FRANCOIS LTD,WINE,432482,CH TOUR DE PRESSAC ST EMILION - 750ML,3,Purchase order
2020,April,FRANCIS COPPOLA WINERY LLC,WINE,86669,COPPOLA DIRECTOR SERIES P/NOIR - 750ML,28,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,338468,BARCELONA LOLEA RED SANGRIA - 750ML,25,Purchase order
2020,April,LEGENDS LTD,BEER,26831,DUVEL TRIPLE HOP 6/4NR - 11.2OZ,3,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,329664,ARGYLE W/V CHARD - 750ML,1,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,WINE,81280,PEPPERWOOD GROVE P/NOIR - 750ML,14,Purchase order
2020,April,CROWN IMPORTS,BEER,97551,NEGRA MODELO 4/6 NR - 12OZ,637,Purchase order
2020,April,PUNTO VINO LLC,WINE,414883,901 CHARD - 750ML,1,Purchase order
2020,April,EASTERN LIQUOR DISTRIBUTORS INC,BEER,22712,HITE BEER 4/6 NR - 330ML,3,Purchase order
2020,April,ELITE WINES IMPORTS,WINE,236470,LA CLOSERIE DES EYRINS MARGAUX - 750ML,1,Purchase order
2020,April,BARON FRANCOIS LTD,WINE,63142,DOM PEUCH COCUT CAB - 750ML,1,Purchase order
2020,April,CITIZENS BREWING LLC,BEER,68673,DENIZENS THIRD PARTY 4/6 CANS,47,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,341443,ZESTOS OLD VINE GRANACHE - 750ML,1,Purchase order
2020,April,LEGENDS LTD,BEER,12724,FOUNDERS ALL DAY 24/19.2OZ CN,8,Purchase order
2020,April,AREL GROUP WINE & SPIRITS,WINE,56227,CANDONI CHIANTI - 750ML,2,Purchase order
2020,April,LEGENDS LTD,BEER,26849,KENTUCKY BOURBON ALE 6/4 NR,24,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,LIQUOR,311356,VODKA 6100 MK2 - 750ML,7,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,354694,LO ZOCCOLAIO BACCANERA LANGHE ROSSO - 750ML,1,Purchase order
2020,April,BANFI PRODUCTS CORP,WINE,15881,COL DI SASSO SANG CAB - 750ML,14,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,306841,DANTE P/NOIR - 750ML,7,Purchase order
2020,April,LEGENDS LTD,BEER,69143,SIXPOINT HOOTIE 4/6 CANS,1,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,237446,LAS MORADAS DE SAN MARTIN SENDA - 750ML,1,Purchase order
2020,April,E & J GALLO WINERY,WINE,81574,SHEFFIELD VERY DRY SHERRY - 1.5L,20,Purchase order
2020,April,LANTERNA DISTRIBUTORS INC,WINE,354422,AU BON CLIMAT SANTA BARBERA CHARDONNAY- 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,45853,GRUET BRUT - 750ML,28,Purchase order
2020,April,WINE BRIDGE IMPORTS INC,WINE,332132,DESTINOS TEMP/SYR - 750ML,2,Purchase order
2020,April,E & J GALLO WINERY,LIQUOR,70104,NEW AMSTERDAM GIN - 750ML,64,Purchase order
2020,April,PROXIMO SPIRITS INC,LIQUOR,73062,JOSE CUERVO SILVER TEQUILA -FLASK-375ML,24,Purchase order
2020,April,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,87345,LYRIC BY ETUDE SANTA BARBARA P/NOIR CC - 750ML,2,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,235466,ROYAL TOKAJI LATE HARVEST - 500ML,1,Purchase order
2020,April,LEGENDS LTD,BEER,69029,LAGUNITAS HAZY MEMORY 6/4 16OZ CANS,19,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,429953,ELIZABETH SPENCER S/BLC - 750ML,35,Purchase order
2020,April,E & J GALLO WINERY,WINE,82482,BAREFOOT CEL RIESLING - 750ML,68,Purchase order
2020,April,KYSELA PERE ET FILS LTD,WINE,14702,GRAND VENEUR LIRAC CLOS SIXTE - 750ML,1,Purchase order
2020,April,PWSWN INC,WINE,336338,ENIGMA SILVERMYN ARGENTUM - 750ML,2,Purchase order
2020,April,DUCKHORN WINE COMPANY,WINE,13650,DUCKHORN VYDS NAPA CAB - 750ML,14,Purchase order
2020,April,STE MICHELLE WINE ESTATES,WINE,43190,CH ST MICH INDIAN WELLS CHARD - 750ML,42,Purchase order
2020,April,TESTA WINES OF THE WORLD LTD,WINE,166695,MANCURA SAUVIGNON BLANC - 1.5L,1.33334,Purchase order
2020,April,E & J GALLO WINERY,WINE,83704,LIVINGSTON CELLARS RHINE - 1.5L,20,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,335648,CUL DE SAC MER - 750ML,8,Purchase order
2020,April,STE MICHELLE WINE ESTATES,WINE,43002,ERATH P/GRIS - 750ML,28,Purchase order
2020,April,LEGENDS LTD,BEER,63932,FAT ORANGE CAT DO THE ESCALATOR 13TH 6/4 16OZ C,1,Purchase order
2020,April,HEAVEN HILL DISTILLERIES INC,LIQUOR,38997,ARISTOCRAT RUM - LIGHT - 1L,55,Purchase order
2020,April,PERNOD RICARD USA LLC,LIQUOR,342126,OLMECA ALTOS PLATA - 375ML,1,Purchase order
2020,April,WILLIAM GRANT AND SONS INC,LIQUOR,41351,RAYNAL BRANDY VSOP - 750ML,14,Purchase order
2020,April,INTERBALT PRODUCTS CORP,WINE,341707,ANDEAN VYDS CAB - 750ML,2,Purchase order
2020,April,LEGENDS LTD,BEER,12955,SCHLENKERLA HELLES - 16.9OZ,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,45218,MARS & VENUS MER - 750ML,4,Purchase order
2020,April,MARK ANTHONY BRANDS INC,BEER,12103,WHITE CLAW HARD BL CHERRY SELTZER 4/6 CANS,104,Purchase order
2020,April,CONSTELLATION BRANDS,LIQUOR,44039,SVEDKA VODKA - 1L,77,Purchase order
2020,April,LEGENDS LTD,BEER,69546,KENTUCKY HALF AND HALF HARD TEAD 4/6 CANS,13,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,WINE,353976,OLIVIER & LAFONT CDP RED - 750ML,8,Purchase order
2020,April,DISARONNO INTERNATIONAL LLC,LIQUOR,70066,DISARANNO VELVET CREAM - 750ML,50,Purchase order
2020,April,JIM BEAM BRANDS CO,LIQUOR,30350,CRUZAN RUM - MANGO - 750ML,14,Purchase order
2020,April,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,89753,BERINGER WH/ZIN - 750ML,32,Purchase order
2020,April,LCF WINE COMPANY LLC,WINE,334059,SAND POINT S/BLC - 750ML,56,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,32883,YALUMBA Y SERIES VIOG - 750ML,21,Purchase order
2020,April,CONSTELLATION BRANDS,LIQUOR,47191,SVEDKA VODKA - 375ML,112,Purchase order
2020,April,PARAGON VINEYARD CO INC,WINE,322348,TRUE MYTH CHARD - 750ML,14,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,238064,FLAT TOP HILLS RED BLEND - 750ML,2,Purchase order
2020,April,DIONYSOS IMPORTS INC,WINE,439983,SIETEFINCAS MAL - 750ML,3,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,306288,FOUR ROSES SINGLE BARREL 100 - 750ML,54,Purchase order
2020,April,CONSTELLATION BRANDS,WINE,86436,MANISCHEWITZ CONCORD GRAPE - 1.5L,64,Purchase order
2020,April,GRAPES OF SPAIN INC,WINE,45931,GENIUM CELLAR ECOLOGIC - 750ML,3,Purchase order
2020,April,LEGENDS LTD,BEER,62378,ACE GINGER CIDER 4/6 NR,2,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,239414,CRUZ GARCIA REAL SANGRIA RED 6/4PK - 250ML CAN,8,Purchase order
2020,April,BARON FRANCOIS LTD,LIQUOR,10499,CHATEAU LAUBADE ARMAGNAC XO - 750ML,1,Purchase order
2020,April,LEGENDS LTD,BEER,63952,TWO PITCHERS SNAKE BITE 4/6 CANS,5,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,232910,VECCHIO MARONE - 750ML,1,Purchase order
2020,April,INTERBALT PRODUCTS CORP,LIQUOR,11457,RED EYE LOUIE'S VODQUILA - 750ML,1,Purchase order
2020,April,KYSELA PERE ET FILS LTD,WINE,238296,NUNA ORG MALBEC - 750ML,5,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,25240,ZENATO RIPASSA VAL - 750ML,2,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,21032,RHUM BARBANCOURT - 3* 4YR - 750ML,21,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,339130,SANTA JULIA CAB ORGANIC - 750ML,28,Purchase order
2020,April,LANTERNA DISTRIBUTORS INC,WINE,355892,FLORENSAC CHARDONNAY - 750ML,1,Purchase order
2020,April,MASS BAY BREWING CO,BEER,92568,HARPOON IPA 4/6 NR - 12OZ,120,Purchase order
2020,April,INTERBALT PRODUCTS CORP,WINE,353580,SHUMI SAPERAVI - 750ML,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,345723,ROBLAR MER - 750ML,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,26867,EXCELSIOR ROBERTSON CAB - 750ML,14,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,349708,TIAMO MONTEPULCIANO ROSE CANS - 375ML,1,Purchase order
2020,April,YOUNG WON TRADING INC,WINE,104280,SHO CHIKU BAI SAKE - 750ML,6,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,185515,CIELO PINOT GRIG DEL VENETO - 750ML,28,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,71594,CROWN ROYAL PEACH -750ML,56,Purchase order
2020,April,DELMAR BREWING COMPANY LLC,BEER,50746,EVOLUTION LOT #3 IPA  2/12PK CANS 12OZ,130,Purchase order
2020,April,SWEETWATER BREWING COMPANY LLC,DLC,350,CHEP PALLET (FPW),2,Purchase order
2020,April,DIONYSOS IMPORTS INC,WINE,329705,PIERRE PRIEUR S/BLC - 750ML,1,Purchase order
2020,April,ARTISANS & VINES LLC,WINE,236114,CASA SANTOS LIMA OMG TINTO RED - 750ML,7,Purchase order
2020,April,DIONYSOS IMPORTS INC,WINE,353812,PIZZOLATO MERLOT ORGANIC - 750ML,2,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,44599,LINGANORE SANGRIA - 1.5L,5,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,150150,FAMILIA ZUCCARDI CAB Q - 750ML,2,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,50970,BAILEYS IRISH CREAM - 750ML,44,Purchase order
2020,April,MOUNT DEFIANCE CIDERY & DISTILLERY LLC,LIQUOR,63629,MT. DEFIANCE CASSIS LIQUEUR 375ML,1,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,70168,SMIRNOFF VODKA - COCONUT - 750ML,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,333375,BOL-LEHNERT RIES PIES/GOLD SPAT - 750ML,1,Purchase order
2020,April,BACCHUS IMPORTERS LTD,LIQUOR,48530,PRICHARDS SWEET LUCY BOURB CREAM LIQ - 750ML,2,Purchase order
2020,April,PUNTO VINO LLC,WINE,320093,SIEMA VYDS ROSSO - 750ML,1,Purchase order
2020,April,VICTORY BREWING COMPANY LLC,BEER,93432,VICTORY PRIMA PILS 4/6 NR,24,Purchase order
2020,April,BANVILLE & JONES WINE MERCHANTS,WINE,237314,LA CAPRANERA AGLIANICO - 750ML,6,Purchase order
2020,April,SUTTER HOME WINERY INC,WINE,162680,JOEL GOTT S/BLC - 750ML,80,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,305174,FAMILIA ZUCCARDI SERIE A TORR - 750ML,1,Purchase order
2020,April,HEAVEN HILL DISTILLERIES INC,LIQUOR,74777,LUNAZUL TEQUILA- REPOSADO - 750ML,33,Purchase order
2020,April,DC BRAU BREWING LLC,BEER,69444,DC BRAU FULL TRANSPARENCY ORANGE CRUSH 2/12 CANS,26,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,57762,FROGS LEAP CHARD - 750ML,1,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,35211,SMIRNOFF VODKA - 50ML,165,Purchase order
2020,April,DOPS INC,BEER,29409,ABITA ANDYGATOR - 4/6 NR,2,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,29955,PATRON TEQUILA - REPOSADO - 750ML,6,Purchase order
2020,April,HEINEKEN USA,BEER,28566,HEINEKEN 18PK CAN 12OZ,1200,Purchase order
2020,April,BRONCO WINE COMPANY,WINE,85921,LA CATRINA CHARD - 750ML,1,Purchase order
2020,April,PIPE CREEK WINES LLC,WINE,241266,PARADOSSO MONTEPULCIANO D'ABRUZZO - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,417375,TWO OCEANS SHZ - 1.5L,7,Purchase order
2020,April,YOUNG WON TRADING INC,WINE,54763,BAEK WHA SOO BOK - 1.8L,3,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,WINE,55530,TAIT THE BALL BUSTER - 750ML,2,Purchase order
2020,April,LEGENDS LTD,BEER,69618,ABOMINATION MIDNIGHT SNACK 6/4 16OZ CAN,1,Purchase order
2020,April,DOPS INC,BEER,98728,WEIHENSTPHANER HEFE-WEISS 4/6NR - 12OZ,13,Purchase order
2020,April,ELITE WINES IMPORTS,WINE,300055,JEAN PAUL PAQUET ST VERAN - 750ML,1,Purchase order
2020,April,INTERBALT PRODUCTS CORP,WINE,353718,AYMARA CHARDONNAY - 750ML,2,Purchase order
2020,April,BACARDI USA INC,LIQUOR,17582,BOMBAY GIN - SAPPHIRE - 1.75L,96,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,302776,MACROSTIE S/C CHARD - 750ML,14,Purchase order
2020,April,GRAPES OF SPAIN INC,WINE,376477,CONDE DE SUBIRATS CAVA RSE - 750ML,1,Purchase order
2020,April,CAMPARI AMERICA LLC,LIQUOR,74084,MONTELOBOZ MEZCAL - 750ML,28,Purchase order
2020,April,CASTLE BRANDS USA CORP,LIQUOR,71744,KNAPPOGUE 12YR BARREL COLLECTION - 750ML,36,Purchase order
2020,April,NEXTERRA WINE COMPANY,WINE,63999,COOPER'S HAWK PINOT GRIS 750ML,13,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,415987,ANTINORI SANTA CHRISTINA P/GRIG - 750ML,9,Purchase order
2020,April,DUVEL MOORTGAT USA LTD,BEER,63291,BOULEVARD TEQUILA BARREL LIME GOSE 4/6 CAN,4,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,72202,CANTINA GABRIELE P/GRIG - 750ML,7,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,302191,LA VIEILLE FERME WHT - 1.5L,8,Purchase order
2020,April,BUCK DISTRIBUTING COMPANY INC,BEER,64282,MONUMENT CITY 51 RYE IPA 4/6 CANS,9,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,325357,DELAS CDR RED - 750ML,1,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,376299,WIEMER DRY RIES - 750ML,1,Purchase order
2020,April,CASTLE BRANDS USA CORP,LIQUOR,43019,CLONTARF IRISH WHISKY - 750ML,1,Purchase order
2020,April,DOPS INC,BEER,347712,ORIGINAL SIN BLACK WIDOW CIDER 4/6 CAN,3,Purchase order
2020,April,RELIABLE CHURCHILL LLLP,BEER,94862,ROCHEFORT 10  NR 12/CS - 11.2OZ,8,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,239520,ILEGAL MEZCAL ANEJO - 750ML,15,Purchase order
2020,April,E & J GALLO WINERY,WINE,405809,CANYON ROAD S/BLC - 750ML,34,Purchase order
2020,April,CELICAR LLC DBA TWIN VALLEY DISTILLERS,LIQUOR,235052,1812 MARYLAND BOURBON WHISKEY - 750ML,26,Purchase order
2020,April,PALM BAY IMPORTS,WINE,85194,ROSCATO RED - 750ML,224,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,427995,J&H SELBACH RIES QBA - 750ML,1,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,350684,SAN ANTONIO IMPERIAL RED - 750ML,2,Purchase order
2020,April,GLOBAL OCEAN AND AIR CARGO SERVICES,BEER,346198,WALIA BEER - 330ML,5,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,78385,CAPTAIN MORGAN 100 PROOF RUM - 750ML,42,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,410756,SCARLET P/GRIG - 750ML,1,Purchase order
2020,April,TROEGS BREWING COMPANY,BEER,12566,TROEGS JAVAHEAD STOUT 4/6 NR,10,Purchase order
2020,April,DUVEL MOORTGAT USA LTD,BEER,69316,BOULEVARD TANK 7 4/6 16OZ CANS,10,Purchase order
2020,April,KYSELA PERE ET FILS LTD,WINE,234108,RIEBEEK CELLARS SHIRAZ - 750ML,1,Purchase order
2020,April,MILLER BREWING COMPANY,BEER,28636,STEEL RESERVE PINEAPPLE12/24OZ CAN,98,Purchase order
2020,April,PERNOD RICARD USA LLC,LIQUOR,42390,H WALKER TRIPLE SEC 60P - 750ML,5,Purchase order
2020,April,PUNTO VINO LLC,WINE,347668,SIX HATS SAUVIGNON BLANC,2,Purchase order
2020,April,PIPE CREEK WINES LLC,WINE,241481,CASTILLO DE ARESAN TRADICION RED BLEND - 750ML,1,Purchase order
2020,April,KYSELA PERE ET FILS LTD,WINE,233618,VINTERRA P/NOIR 15 CLOSEOUT - 750ML,49,Purchase order
2020,April,KYSELA PERE ET FILS LTD,WINE,362107,MAIPE MAL ROSE - 750ML,6,Purchase order
2020,April,C MONDAVI & SONS,WINE,80012,CK MONDAVI MER - 1.5L,64,Purchase order
2020,April,BANVILLE & JONES WINE MERCHANTS,KEG,42001,MENABREA LAGER AMBER - 1/6K,1,Purchase order
2020,April,DEUTSCH FAMILY WINE & SPIRITS,WINE,52116,YELLOW TAIL CAB - 750ML,60,Purchase order
2020,April,LUNEAU USA INC,WINE,69052,MAISON CASTEL BORDEAUX MERLOT 750ML,6,Purchase order
2020,April,CABERNET CORPORATION,WINE,316732,DON RODOLFO CAB - 750ML,2,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,82037,CK MONDAVI CHARD - 750ML,15,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,310002,GUNTRUM RIES BLUE BOTTLE - 750ML,1,Purchase order
2020,April,PUNTO VINO LLC,WINE,334466,NETZL GRUNER CLASSIC - 750ML,2,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,166308,ZENATO VAL CL - 750ML,1,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,WINE,311984,VIBERTI BARB D'ALBA LA GEMELLA - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,239670,ONE HOPE RIESLING - 750ML,2,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,35408,SMIRNOFF VODKA - ORANGE TW - 1L,14,Purchase order
2020,April,PUNTO VINO LLC,WINE,236544,CH FAMAEY CUV S MALBEC CAHORS - 750ML,2,Purchase order
2020,April,O'NEILL BEVERAGES CO LLC,WINE,354155,LINE 39 S/BLC - 750ML,112,Purchase order
2020,April,DEUTSCH FAMILY WINE & SPIRITS,WINE,74870,YELLOW TAIL SHZ - 750ML,90,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,WINE,326841,JULIA JAMES P/NOIR - 750ML,14,Purchase order
2020,April,INTERBALT PRODUCTS CORP,WINE,345862,CH DES DEUX RIVES BORD - 750ML,1,Purchase order
2020,April,LEGENDS LTD,BEER,12483,KENTUCKY VANILLA CREAM ALE - 4/6 12.OZ,7,Purchase order
2020,April,FETZER VINEYARDS,WINE,74063,CYT FRONTERA MER - 750ML,56,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,236216,HOUSE WINE S/BLC CAN - 355ML,10,Purchase order
2020,April,BOSTON BEER CORPORATION,BEER,70604,TRULY SPIKED & SPARKLING CITRUS VARIETY 12PK 12 0ZCAN,720,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,383619,VINACEOUS RED HAND SHZ - 750ML,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,329339,SANTA JULIA ORGANICA CHARD - 750ML,7,Purchase order
2020,April,FLYING DOG BREWERY LLLP,BEER,50710,FLYING DOG BLEACHER 4/6PK CAN - 16OZ,80,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,336425,SHANNON RIDGE S/BLC - 750ML,5,Purchase order
2020,April,BACARDI USA INC,LIQUOR,47681,LEBLON CACHA - 1L,2,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,357529,PEWSEY VALE RIES - 750ML,1,Purchase order
2020,April,PWSWN INC,WINE,338186,CAN XA BRUT CAVA ROSE - 750ML,2,Purchase order
2020,April,PWSWN INC,WINE,328404,LE TERTRE DU LYS D'OR SAUTERNES - 375ML,1,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,396940,DOLCEMENTE S/SWEET WHITE - 750ML,2,Purchase order
2020,April,E & J GALLO WINERY,LIQUOR,71796,HIGH NOON SUN SIPS BLK CHERRY - RTD - 355ML,26,Purchase order
2020,April,PUNTO VINO LLC,WINE,122688,LA CAPPUCCINA SOAVE - 750ML,7,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,42878,BISCEGLIA GUDARRA - 750ML,1,Purchase order
2020,April,LANTERNA DISTRIBUTORS INC,WINE,353114,FLORENSAC SAUVIGNON BLANC - 750ML,1,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,233740,LA NEVERA BLANCO SEL ESP BIB - 3L,4,Purchase order
2020,April,LUNEAU USA INC,WINE,386146,VILLA JAIME MONTEPUL - 1.5L,2,Purchase order
2020,April,LEGENDS LTD,BEER,69346,LAGUNITAS SUMPIN SUMPIN 4/6 CANS,63,Purchase order
2020,April,DMV DISTRIBUTING LLC,WINE,341017,SEASIDE CEL VINHO - 750ML,21,Purchase order
