CALENDAR YEAR,MONTH,VENDOR NAME,CATEGORY,ITEM ,ITEM DESCRIPTION,QUANTITY,TRANSACTION SOURCE TYPE
2020,April,BARON FRANCOIS LTD,WINE,21180,SANCERRE WHITE SAUTEREAU - 750ML,14,Purchase order
2020,April,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,71048,CAVALIERE D'ORO GABBIANO CHIANTI CLASSICO - 750ML,70,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,43990,RAMOS PINTO RUBY PORT 6/CS - 750ML,1,Purchase order
2020,April,E M D SALES INC,WINE,362484,SANTIAGO QUEIROLO MAGDALENA - 750ML,11,Purchase order
2020,April,THE WINE GROUP,WINE,81038,FRANZIA MER - 1.5L,4,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,237484,VIPRA ROSSO DOLCE SWEET RED - 750ML,1,Purchase order
2020,April,BACKUP BEVERAGE,BEER,69650,NESHAMINY CREEK FRUHSTRUCK 6/4 16OZ CANS,1,Purchase order
2020,April,BACARDI USA INC,LIQUOR,78971,DEWARS 15YR SCOTCH - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,335531,J.W. MORRIS MER - 1.5L,2,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,323853,MONTELLIANIA EX BRUT PROS 6/CS - 750ML,22,Purchase order
2020,April,BACKUP BEVERAGE,BEER,50198,2 BROS CANE & EBEL 4/6 12OZ NR,2,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,239122,BARON PHILIPPE DE ROTHSCHILD ESCUDO ROJO RESA CARMN - 750ML,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,56103,CATENA MALBEC - 750ML,42,Purchase order
2020,April,WASHBURN WINE CO,BEER,22374,BAVIK PILSNER 4/6 NR - 11.2OZ,2,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,81155,TERRANOBLE CLASSIC S/BLC - 750ML,14,Purchase order
2020,April,COASTAL BREWING COMPANY LLC,DLC,1236,DLC BEER PALLET,1,Purchase order
2020,April,NEW BELGIUM BREWING INC,BEER,80000,NB VOODOO RANGER JUICY HAZE IPA 4/6 CAN,100,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,321608,HARBOR TOWN S/BLC             338716 - 750ML,3,Purchase order
2020,April,CONSTELLATION BRANDS,LIQUOR,36650,SVEDKA VODKA - 750ML,238,Purchase order
2020,April,YUENGLING BREWERY,BEER,2917,YUENGLING BLACK & TAN 4/6 NR - 12OZ,126,Purchase order
2020,April,LANTERNA DISTRIBUTORS INC,WINE,352522,LA FERME DE GICON GRENACHE NOIR ROSE - 750ML,4,Purchase order
2020,April,BACCHUS IMPORTERS LTD,LIQUOR,313879,GIN LANE 1751 OLD TIME GIN - 750ML,1,Purchase order
2020,April,LEGENDS LTD,BEER,69525,KOSTRITZER PALE 6/4 16OZ CANS,6,Purchase order
2020,April,ELITE WINES IMPORTS,WINE,411884,ESSAY SYRAH - 750ML,4,Purchase order
2020,April,GRAPES OF SPAIN INC,WINE,317500,U MES U FAN CAVA BRUT - 750ML,2,Purchase order
2020,April,LEGENDS LTD,BEER,11055,AUSTIN ORIGINAL CIDER 4/6 CANS,60,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,371688,HAKUTSURU JUNMAI NIGORI SOYURI - 720ML,5,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,WINE,339649,WHIPLASH REDEMPTION RED -  750ML,5,Purchase order
2020,April,BUCK DISTRIBUTING COMPANY INC,BEER,68339,BELLS KALAMAZOO STOUT 4/6 NR,6,Purchase order
2020,April,JIM BEAM BRANDS CO,LIQUOR,12068,OLD GRAND DAD BOURBON - 750ML,32,Purchase order
2020,April,LEGENDS LTD,BEER,68375,FLYING EMBERS GINGER AND OAK 12/16OZ CAN,10,Purchase order
2020,April,KYSELA PERE ET FILS LTD,WINE,43921,CH DE SEGRIES LIRAC RES RED - 750ML,5,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,25546,FRANZISKANER WEISSBIER 4/6 NR 12OZ,216,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,45069,AVALON NAPA CAB - 750ML,3,Purchase order
2020,April,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,348350,19 CRIMES THE PUNISHMENT P/NOIR - 750ML,42,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,BEER,98604,PAULANER PREM LAGER 4/6NR - 12OZ,40,Purchase order
2020,April,ROYAL WINE CORP,WINE,46354,KEDEM MARSALA - 750ML,2,Purchase order
2020,April,DMV DISTRIBUTING LLC,WINE,232332,GRAND MOSCATO PINAPL - 750ML,2,Purchase order
2020,April,DELICATO FAMILY VINEYARDS,WINE,83281,GNARLY HEAD CAB - 750ML,42,Purchase order
2020,April,CONSTELLATION BRANDS,WINE,70939,TAYLOR CREAM SHERRY - 3L,12,Purchase order
2020,April,LEGENDS LTD,BEER,7781,CORSENDONK ANGUS TRIPLE PALE 6/4NR - 12OZ,1,Purchase order
2020,April,BBL INC,BEER,6025,DELIRIUM NOCTURNUM 750ML,10,Purchase order
2020,April,THE WINE GROUP,WINE,82538,FRANZIA CHARD BIB - 5L,308,Purchase order
2020,April,SUTTER HOME WINERY INC,WINE,240750,MENAGE A TROIS RED 3PK - 187ML,10,Purchase order
2020,April,ROYAL WINE CORP,WINE,166049,KEDEM BURG ROYAL - 750ML,2,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,308630,WATERBROOK MER                318788 - 750ML,1,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,166333,ROSCATO SMOOTH - 750ML,14,Purchase order
2020,April,INTERBALT PRODUCTS CORP,WINE,332895,KORZENNIY HONEY - 750ML,1,Purchase order
2020,April,PROXIMO SPIRITS INC,LIQUOR,79988,1800 TEQ RESERVA COCONUT - 750ML,18,Purchase order
2020,April,DELICATO FAMILY VINEYARDS,WINE,340790,NOBLE VINES 337 LODI CAB - 750ML,112,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,348200,LINGANORE INDULGENCE SWEET RED - 375ML,4,Purchase order
2020,April,CONSTANTINE WINES INC,WINE,350586,YUKI OTOKO SNOW YETI SAKE - 720ML,1,Purchase order
2020,April,E & J GALLO WINERY,WINE,391050,LIBERTY CREEK CAB - 1.5L,60,Purchase order
2020,April,DEUTSCH FAMILY WINE & SPIRITS,WINE,80822,YELLOW TAIL SPARKLING ROSE - 750ML,1,Purchase order
2020,April,PERNOD RICARD USA LLC,LIQUOR,32018,BEEFEATER GIN - 750ML,17,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,20087,BULLY HILL LOVE MY GOAT RED - 750ML,1,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,342137,LINGANORE MOUNTAIN BERRY - 750ML,3,Purchase order
2020,April,CARROLL CREEK WHISKEY LLC DBA TENTH WARD DISTILLING COMPANY,LIQUOR,240670,TENTH WARD DIST CO ABSINTHE NOUVELLE - 750ML,8,Purchase order
2020,April,LEGENDS LTD,BEER,27485,LEFT HAND MILK STOUT NITRO 4/6 NR,48,Purchase order
2020,April,E & J GALLO WINERY,WINE,82376,REDWOOD CREEK P/GRIG - 1.5L,20,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,328501,MONTASOLO P/GRIG - 750ML,15,Purchase order
2020,April,E & J GALLO WINERY,WINE,89281,MIRASSOU MER - 750ML,17,Purchase order
2020,April,TROEGS BREWING COMPANY,BEER,61022,TROEGS PERPETUAL IPA 6/4 16OZ CANS,4,Purchase order
2020,April,DOPS INC,WINE,327913,METTLER FAM VYDS PET/SYR - 750ML,1,Purchase order
2020,April,BUCK DISTRIBUTING COMPANY INC,BEER,63476,BELLS OBERON 2/12 CANS,98,Purchase order
2020,April,DELICATO FAMILY VINEYARDS,WINE,345006,Z ALEXANDER BROWN TRI COUNTY P/NOIR - 750ML,11,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,312520,GRUET BDB EX/DRY - 750ML,1,Purchase order
2020,April,STE MICHELLE WINE ESTATES,WINE,83981,CH ST MICH CHARD - 1.5L,2,Purchase order
2020,April,BOSTON BEER CORPORATION,BEER,23355,TWISTED TEA CANS - 24OZ,231,Purchase order
2020,April,CONSTANTINE WINES INC,WINE,347914,PLUNGERHEAD LODI PETITE SIRAH 750 ML,2,Purchase order
2020,April,CONSTELLATION BRANDS,WINE,85901,WOODBRIDGE WH/ZIN - 1.5L,32,Purchase order
2020,April,JOS VICTORI WINES,WINE,302365,CULITOS MOSCATO - 750ML,7,Purchase order
2020,April,INTERBALT PRODUCTS CORP,WINE,349083,KGM KHVANCHKARA - 750ML,1,Purchase order
2020,April,PERNOD RICARD USA LLC,LIQUOR,10444,JAMESON CASKMATES STOUT - 750ML,112,Purchase order
2020,April,CITIZENS BREWING LLC,BEER,68671,DENIZENS SOUTHSIDE RYE 4/6 CANS,45,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,43416,LINGANORE STRAWBERRY - 750ML,6,Purchase order
2020,April,MICHAEL R DOWNEY SELECTIONS INC,WINE,393533,GROTTA DEL SOLE GRAGNANO - 750ML,3,Purchase order
2020,April,BUCK DISTRIBUTING COMPANY INC,BEER,62397,STONE TROPIC OF THUNDER 12/19.2OZ CANS,3,Purchase order
2020,April,TRADEWINDS SPECIALTY IMPORTS LLC,WINE,185230,VIU MANENT EST RS CARM - 750ML,1,Purchase order
2020,April,LEGENDS LTD,BEER,10610,LAGUNITAS LIL SUMPIN - 2/12 NR 12.0Z,3,Purchase order
2020,April,JIM BEAM BRANDS CO,LIQUOR,79747,SKINNYGIRL VODKA-BARE NAKED - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,78147,ROCA PATRON TEQUILA - SILVER - 750ML,14,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,51594,LINGANORE RASPBERRY WINE - 750ML,7,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,51180,RITAS GUAV-A-RITA 8OZ 12PK CAN,9,Purchase order
2020,April,PWSWN INC,WINE,166564,TRUE COLOURS CAVA BRUT - 750ML,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,20877,INDABA WESTERN CAPE CHARD - 750ML,7,Purchase order
2020,April,TRADEWINDS SPECIALTY IMPORTS LLC,WINE,431281,TERRAPLEN GARN - 750ML,3,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,41154,COPPER & KINGS AMERICAN CRAFT BRANDY - 750ML,1,Purchase order
2020,April,LEGENDS LTD,WINE,62714,ARCHER ROOSE PROVENCE ROSE 6/4 CANS,1,Purchase order
2020,April,YOUNG WON TRADING INC,WINE,89351,SHO CHIKU BAI NIGORI SAKE - 750ML,4,Purchase order
2020,April,HEAVEN HILL DISTILLERIES INC,LIQUOR,75019,EVAN WILLIAMS BLACK - CARRY PACK - 750ML,3,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,15334,LOUIS ROEDERER BRUT PREM 6/CS - 750ML,1,Purchase order
2020,April,FREE RUN WINE MERCHANTS LLC,WINE,354878,TORRE DEI BEATI CERASUOLO - 750ML,1,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,352538,COOPER & THIEF SAUVIGNON BLANC - 750ML,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,429996,J PORTUGAL RAMOS LOIOS RED - 750ML,2,Purchase order
2020,April,CAMPARI AMERICA LLC,LIQUOR,165492,WRAY & NEPHEW RUM WHITE 126P - 375ML,1,Purchase order
2020,April,DMV DISTRIBUTING LLC,WINE,341564,SEASIDE CELLARS VINHO VERDE ROSE - 750ML,14,Purchase order
2020,April,NEXTERRA WINE COMPANY,WINE,64004,COOPER'S HAWK CAB ZIN 750ML,11,Purchase order
2020,April,PERNOD RICARD USA LLC,LIQUOR,239702,MONKEY 47 - 1L,33,Purchase order
2020,April,BACKUP BEVERAGE,BEER,50577,LOST RHINO CHASER PILSNER 4/6 CANS,3,Purchase order
2020,April,BACKUP BEVERAGE,BEER,50190,JACKS CIDER DRY HOPPED 4/6 12OZ CANS,5,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,316759,HAHN SLH P/NOIR - 750ML,5,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,311654,CIELO APPASSIONATAMENTE - 750ML,1,Purchase order
2020,April,REMY COINTREAU USA,LIQUOR,31275,REMY MARTIN VSOP FLASK (SC) - 375ML,14,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,335285,SATELLITE S/BLC - 750ML,7,Purchase order
2020,April,JIM BEAM BRANDS CO,LIQUOR,16365,SAUZA TEQ - SILVER - 1L,26,Purchase order
2020,April,JIM BEAM BRANDS CO,LIQUOR,13501,SAUZA HORNITOS REPOSADO 750ML,28,Purchase order
2020,April,FLYING DOG BREWERY LLLP,BEER,30828,FLYING DOG NUMERO UNO 2/12 CAN,60,Purchase order
2020,April,LEGENDS LTD,BEER,62985,OSKAR BLUES CAN-O-BLISS 4/6 CANS,27,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,348077,CARLOS SERRES GRAN RESERVA 750 ML,2,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,44532,SMIRNOFF VODKA - WATERMELON - 50ML,90,Purchase order
2020,April,DIONYSOS IMPORTS INC,WINE,338272,TETRAMYTHOS CAVA MEZZE KALAVRYTA 14 - 750ML,5,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,23773,GOOSE ISLAND IPA 4/6 NR - 12OZ,392,Purchase order
2020,April,ALLAGASH BREWING COMPANY,BEER,69536,ALLAGASH WHITE 2/12 CANS,100,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,304627,SANTA JULIA MALBEC SUSTAINABLE - 750ML,28,Purchase order
2020,April,LEGENDS LTD,BEER,69492,AUSTIN SELTZER CHERRY 4/6 CANS,4,Purchase order
2020,April,CONSTELLATION BRANDS,WINE,86142,WOODBRIDGE S/BLC - 1.5L,128,Purchase order
2020,April,CONSTELLATION BRANDS,WINE,82670,ARBOR MIST MANGO STRAWBERRY MOSCATO - 1.5L,30,Purchase order
2020,April,LEGENDS LTD,BEER,69620,AMERICAN SOLERA POWER TIPA 6/4 16OZ CANS,1,Purchase order
2020,April,LUNEAU USA INC,WINE,363308,VILLA JAMIE P/GRIG - 750ML,8,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,45387,BARNARD GRIFFIN WH/RIES - 750ML,2,Purchase order
2020,April,BACARDI USA INC,LIQUOR,41410,BACARDI ANEJO CUATRO - 750ML,11,Purchase order
2020,April,RELIABLE CHURCHILL LLLP,NON-ALCOHOL,324028,GEORGES BLOODY MARY MILD - 32OZ,10,Purchase order
2020,April,KYSELA PERE ET FILS LTD,WINE,331721,RIEBEEK CH/BLC - 750ML,4,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,235284,GATO NEGRO CHARD - 750ML,7,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,101532,HATSUMAGO SAKE JUN MAI SHU - 720ML,3,Purchase order
2020,April,RVWC LLC,WINE,306777,PATRICIA GREEN RES P/NOIR W/V - 750ML,2,Purchase order
2020,April,DOPS INC,BEER,50152,CHIMAY SAMPLER - 6/11.2OZ NR,1,Purchase order
2020,April,HEINEKEN USA,BEER,97314,DOS EQUIS AMBER 2/12 NR - 12OZ,336,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,48947,GOOSE ISLAND MATILDA 4/6 NR - 12OZ,13,Purchase order
2020,April,ROYAL WINE CORP,WINE,350286,HERZOG LINEAGE ROSE - 750ML,1,Purchase order
2020,April,WILLIAM GRANT AND SONS INC,LIQUOR,72278,SOLERNO BLOOD ORANGE LIQUEUR - 750ML,14,Purchase order
2020,April,PUNTO VINO LLC,WINE,236670,ZONTA MERLOT BERGANZE - 750ML,2,Purchase order
2020,April,SALVETO IMPORTS LLC,WINE,339791,CH VARTELY CAB SEL - 750ML,7,Purchase order
2020,April,DIONYSOS IMPORTS INC,WINE,341436,COOPERATIVE HERCULES - 750ML,1,Purchase order
2020,April,DMV DISTRIBUTING LLC,WINE,301141,LA FOUREINE SANCERRE - 750ML,9,Purchase order
2020,April,CONSTELLATION BRANDS,WINE,42879,CHARLES SMITH KUNG FU GIRL RIES - 750ML,56,Purchase order
2020,April,FLYING DOG BREWERY LLLP,BEER,51099,FLYING DOG SPF1000 SUMMER VARIETY PACK 2/12PK 12OZ CAN,480,Purchase order
2020,April,PATERNO IMPORTS LTD,WINE,85027,FEDERALIST CHARD  - 750ML,1,Purchase order
2020,April,CONSTANTINE WINES INC,WINE,348706,RISKY GRAPES ATANCE - 750ML,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,311439,MARTIN RAY S/BLC - 750ML,5,Purchase order
2020,April,SCHUG CARNEROS ESTATE WINERY,WINE,375640,SCHUG SONOMA CAB/SAUV - 750ML,2,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,238066,FLAT TOP HILLS CHARD - 750ML,1,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,355065,SOCIAL ELDERFLOWER/APPLE SPK SAKE - 10OZ,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,337590,TORTOISE CREEK CHARD JAMS BLD -750ML,21,Purchase order
2020,April,DUCKHORN WINE COMPANY,WINE,41669,DECOY NAPA VLY RED BLEND - 750ML,14,Purchase order
2020,April,E & J GALLO WINERY,WINE,166267,LOCATIONS CA RED CALIFORNIA - 750ML,3,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,334697,HOUSE MALB - 3L BOX,1,Purchase order
2020,April,GRAPES OF SPAIN INC,WINE,392820,LEVA DANIEL - 750ML,7,Purchase order
2020,April,E & J GALLO WINERY,WINE,156043,ALLEGRINI VALPOLICELLA CLASS - 750ML,12,Purchase order
2020,April,TRI-VIN IMPORTS,WINE,44860,GIOVELLO P/GRIG - 750ML,1,Purchase order
2020,April,CONSTANTINE WINES INC,WINE,323806,PACIFIC REDWOOD SYR - 750ML,4,Purchase order
2020,April,IMPERO WINE DISTRIBUTORS,WINE,69196,MASCA DEL TACCO ZINFANDEL PUGLIA 750ML,3,Purchase order
2020,April,BRONCO WINE COMPANY,WINE,331026,GARNET MONTEREY CHARD - 750ML,1,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,WINE,427129,MOSELLAND BLACK CAT RIES - 500ML,1,Purchase order
2020,April,OSLO ENTERPRISE,WINE,335674,DOM GUEUGNON-REMOND - 750ML,1,Purchase order
2020,April,REPUBLIC RESTORATIVES,LIQUOR,344324,CIVIC VODKA - 750ML,1,Purchase order
2020,April,BACARDI USA INC,LIQUOR,38083,BACARDI RUM - WHITE - 750ML,68,Purchase order
2020,April,LCF WINE COMPANY LLC,WINE,318314,LANGE TWINS P/NOIR - 750ML,1,Purchase order
2020,April,LAPHAM SALES & MARKETING DBA LAPHAM,WINE,300012,CH D'ESCLANS WHISPERING ANGEL - 750ML,154,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,310871,CRISTOM LOUISE P/NOIR - 750ML,1,Purchase order
2020,April,JOS VICTORI WINES,WINE,355434,EPIC RUN SAUVIGNON BLANC - 750ML,14,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,WINE,347646,BIG SMOOTH CABERNET,7,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,386065,VILLA FASSINI TOSCANA - 750ML,3,Purchase order
2020,April,PUNTO VINO LLC,WINE,236136,LA SELVA SANG BIANCO TOSCANO - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,118540,NEDERBURG P/AGE - 750ML,14,Purchase order
2020,April,SAZERAC CO,LIQUOR,35858,BOWMAN'S VODKA - 1L,200,Purchase order
2020,April,LEGENDS LTD,BEER,69636,SHORT THROW GREEN TOPS 6/4 16OZ CANS,2,Purchase order
2020,April,DISARONNO INTERNATIONAL LLC,LIQUOR,74003,AMARETTO DI SARONNO - 1L,10,Purchase order
2020,April,RVWC LLC,WINE,348576,LEONE DE CASTRIS VILLA SANTERA - 750ML,1,Purchase order
2020,April,PUNTO VINO LLC,WINE,300621,STEININGER LOISIUM GRUNER - 750ML,2,Purchase order
2020,April,CONSTANTINE WINES INC,WINE,346929,ADRIA VINI ITALIA SANG - 750ML,1,Purchase order
2020,April,BACKUP BEVERAGE,BEER,69391,GREAT LAKES HAZY IPA 4/6 NR,15,Purchase order
2020,April,LEGENDS LTD,BEER,69549,LAGUNITAS LIL SUMPIN HAZY 2/12 CANS,19,Purchase order
2020,April,RELIABLE CHURCHILL LLLP,BEER,29952,S SMITH ORGANIC CIDAR - 6/4,3,Purchase order
2020,April,LEGENDS LTD,BEER,42831,AUSTIN BLOOD ORANGE - 12/19.2OZ CAN,1,Purchase order
2020,April,SIERRA NEVADA BREWING CO,BEER,64333,SIERRA NEVADA HAZY LITTLE THING IPA 2/12 CANS,600,Purchase order
2020,April,BACARDI USA INC,LIQUOR,79989,ANGELS ENVY BOURBON PORT FINISH - 750ML,22,Purchase order
2020,April,LEGENDS LTD,BEER,69028,FLYING FISH HAZY BONES 4/6 CAN,4,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,33413,DELOACH CAL CAB - 750ML,3,Purchase order
2020,April,E & J GALLO WINERY,WINE,82615,WHITEHAVEN NEW ZELAND S/BLC - 750ML,104,Purchase order
2020,April,PIPE CREEK WINES LLC,WINE,342690,LE VAL SAUVIGNON BLANC-750ML,1,Purchase order
2020,April,STE MICHELLE WINE ESTATES,WINE,87254,MICHELLE EXTRA DRY - 750ML,1,Purchase order
2020,April,PWSWN INC,WINE,335475,BRYN MAWR WILLAMETTE P/NOIR - 750ML,2,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,233228,GEMMA DI LUNA SPARK MOSCATO - 750ML,35,Purchase order
2020,April,BUCK DISTRIBUTING COMPANY INC,BEER,25921,HOFBRAU HEFE WEISS 4/6NR - 11.2OZ,26,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,435023,HEINZ EIFEL RIES AUS - 750ML,2,Purchase order
2020,April,FIFTH GENERATION INC,LIQUOR,336731,TITO'S HANDMADE VODKA - 375ML,54,Purchase order
2020,April,LANTERNA DISTRIBUTORS INC,WINE,335578,LAGO VIN VERDE - 750ML,5,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,82112,HARLOW RIDGE P/NOIR - 750ML,1,Purchase order
2020,April,PERNOD RICARD USA LLC,LIQUOR,18295,SEAGRAMS GIN & JUICE CITRUS - 750ML,1,Purchase order
2020,April,PWSWN INC,WINE,349612,VAIVEN BDN TEMPRANILLO - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,236936,LUNA DI LUNA P/GRIG - 1.5L,8,Purchase order
2020,April,THE WINE GROUP,WINE,78085,FISH EYE P/GRIG - 1.5L,60,Purchase order
2020,April,JIM BEAM BRANDS CO,LIQUOR,29017,CANADIAN CLUB WHISKEY - 750ML,56,Purchase order
2020,April,QUINTESSENTIAL LLC,WINE,355666,FRATELLI MONTEPUL D'ABRUZZO - 750ML,1,Purchase order
2020,April,DELICATO FAMILY VINEYARDS,WINE,335028,GNARLY HEAD AUTHENTIC BLK - 750ML,28,Purchase order
2020,April,E & J GALLO WINERY,WINE,84688,BAREFOOT CEL SWEET RED - 750ML,68,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,351840,DOM B DEFAIX PETIT CHABLIS  - 750ML,1,Purchase order
2020,April,E & J GALLO WINERY,WINE,85170,LIVINGSTON CELLARS CHABLIS BLC - 3L,24,Purchase order
2020,April,DOPS INC,WINE,309154,LEFT COAST P/NOIR - 750ML,4,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,166528,BALLARD LANE CHARD - 750ML,1,Purchase order
2020,April,PUNTO VINO LLC,WINE,338141,ALCESTI MARSALA SWEET - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,232864,HARASZTHY FAM CELL BEARITAGE LODI S/BLC - 750ML,2,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,312289,TY KU SILVER JUNMAI SAKE     307440 - 330ML,1,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,308382,VICTOR VINO SWEET WHITE - 750ML,1,Purchase order
2020,April,LEGENDS LTD,BEER,69582,HI-CURRENT BLACK CHERRY LEMON SELTZER 4/6 CANS,2,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,25844,ALOIS LAGEDER PINOT GRIGIO - 750ML,1,Purchase order
2020,April,PWSWN INC,LIQUOR,351452,SHINJU WHISKY - 750ML,7,Purchase order
2020,April,BACKUP BEVERAGE,BEER,50195,ITHACA FLOWER POWER 4/6 CANS,2,Purchase order
2020,April,SALVETO IMPORTS LLC,WINE,238100,RANCHERIA CELL CHARD (BALDUCCI'S) - 750ML,5,Purchase order
2020,April,IMPERO WINE DISTRIBUTORS,WINE,63438,ABBAZIA PINK MOSCATO 750ML,9,Purchase order
2020,April,LEGENDS LTD,BEER,22428,SCHNEIDER WEISSE 6/4 NR - 16.9OZ,3,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,311899,TERRAVEGA CHARD - 750ML,2,Purchase order
2020,April,E & J GALLO WINERY,WINE,82507,BAREFOOT CEL RIESLING - 187ML,15,Purchase order
2020,April,TROEGS BREWING COMPANY,KEG,12145,TROEGS NITRO CHOCOLATE STOUT - 1/6K,1,Purchase order
2020,April,LEGENDS LTD,BEER,63658,OFFSHOOT RETREAT 6/4 16OZ CANS,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,348652,PIKES HILLS AND VALLEYS RIESLING - 750ML,1,Purchase order
2020,April,STE MICHELLE WINE ESTATES,WINE,34010,RED DIAMOND MER - 750ML,15,Purchase order
2020,April,MICHAEL R DOWNEY SELECTIONS INC,WINE,321264,BODEGAS CARRAU TANNAT - 750ML,1,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,45229,JEAN LUC COLOMBO CDB RSE - 750ML,2,Purchase order
2020,April,FETZER VINEYARDS,WINE,80145,LITTLE BLACK DRESS P/NOIR - 750ML,3,Purchase order
2020,April,GEORGIAN HOUSE OF GREATER WASHINGTON,WINE,355026,PRESELO ESTATE FURMIT - 750ML,1,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,18899,SANTA RITA MER 120  - 750ML,2,Purchase order
2020,April,MILLER BREWING COMPANY,BEER,91138,COORS LT 2/12 CAN - 12OZ,1768,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,332398,SUR DE LOS ANDES MAL/CAB - 750ML,3,Purchase order
