the_geom,Proj_Name,SIP_YR,DateComplt,SIP_Proj_T,Shape_Leng
"MULTILINESTRING ((-73.83729762424043 40.84002243715195, -73.83628301020325 40.83917070828772, -73.83573028353293 40.838722197207886, -73.83500748139157 40.838107216974215, -73.83474513681601 40.837883715803684, -73.83451641373115 40.837605342868294, -73.83380623286587 40.836642790868495, -73.83373331338501 40.83646807971757, -73.83373328982971 40.83646801664893, -73.83363880841692 40.83629623607633, -73.8336387387547 40.83629611981193, -73.83363866670096 40.836296011648535, -73.83352283135787 40.83612938702577, -73.83352277229916 40.83612929779147, -73.83352270136608 40.836129215744, -73.83338631292688 40.83596995617866, -73.83338620651308 40.83596983896053, -73.83338608822268 40.835969729829664, -73.83323046923788 40.83582001455963, -73.83323036280204 40.83581990634626, -73.8332302338189 40.83581980620477, -73.8330572160982 40.83568154685477, -73.83305709778398 40.835681447629, -73.83305695573462 40.835681357373836, -73.83286886126861 40.83555623935678, -73.83286868371661 40.83555612293559, -73.83286848361735 40.83555601458614, -73.83266797432513 40.835445368120844, -73.83266773751978 40.83544524080742, -73.83266747697705 40.83544512336499, -73.83245726810553 40.835349797897194, -73.83245710229764 40.83534972651717, -73.83245691277956 40.835349654202204, -73.83223971704446 40.83527007595816, -73.83074238768744 40.83495938836533, -73.82992123537589 40.834757017716456, -73.82975317611385 40.83470536946357, -73.82959171114989 40.834639043622715, -73.82944008819533 40.834558874380534, -73.82930131161491 40.83446626018938, -73.82917786999296 40.83436306070277, -73.8290716178355 40.8342514939377, -73.82863587673346 40.83372023913205, -73.82855263801946 40.83359061510284, -73.82835573235783 40.83328397349349))","E Tremont Ave, Ericson Pl to Bruckner Blvd",2016,09/14/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,3635.34823065
"MULTILINESTRING ((-73.99002687695653 40.732756285231964, -73.9898685214168 40.73352711445751, -73.98989668753482 40.734442735464015, -73.98993643543582 40.73471920928801, -73.9899741653904 40.73490015253273, -73.98997791559025 40.735066731508844, -73.9899439134228 40.735207459013054, -73.98991690035491 40.735349341567684), (-73.98991690035491 40.735349341567684, -73.98828600360591 40.73465900195969, -73.98667980954869 40.73397819643487, -73.98524200472292 40.73337237545146, -73.98444065677926 40.73303325567535, -73.98364598183215 40.73269870583523, -73.98207443258966 40.7320303137324, -73.98196782194584 40.73198256024355), (-73.98991690035491 40.735349341567684, -73.98987421380669 40.73540825804975, -73.9894547212062 40.73598724691171), (-73.9894547212062 40.73598724691171, -73.98939373307023 40.735961378727964, -73.9878164509699 40.73529228043539, -73.98621267201187 40.734617691221366, -73.98477231231493 40.73401232338161), (-73.9894547212062 40.73598724691171, -73.98901559381707 40.73656015390153, -73.99033070314407 40.737131860056486, -73.9922248489443 40.7379169849631, -73.99544664230544 40.73927213292472))","Union Sq E, E 17th St, and Connections",2016,12/05/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,7501.14825607
"MULTILINESTRING ((-73.98827189187783 40.681863099235514, -73.98869920387727 40.68121712212897, -73.98912885993848 40.6805808061249, -73.9895588388154 40.67994567717596, -73.9899853313412 40.679314427485416, -73.99042640060253 40.67868032274895, -73.99090790618443 40.67810478894268, -73.99136983699975 40.67754968429179, -73.99187162665372 40.676946358011335))",Bond St,2016,10/05/2016 12:00:00 AM +0000,Bicycle Network Development -,2052.7144583
"MULTILINESTRING ((-73.94152130883391 40.619627448954205, -73.94131889199998 40.61958783095904, -73.94071002708527 40.61965962323816, -73.94073613440185 40.61998935243982, -73.94092321522986 40.62034484640814), (-73.94152130883391 40.619627448954205, -73.94159001289245 40.619774013006484, -73.9415941220047 40.61983747838806, -73.9415898851608 40.61991997923711, -73.94172642993058 40.620022989751945), (-73.94152130883391 40.619627448954205, -73.94136618061596 40.61961696712116, -73.94123065168627 40.61963555850484, -73.94112257306455 40.6196933436452, -73.94102539086845 40.61976397569911, -73.94094282952554 40.61984543043582, -73.94091110159958 40.619916459809566, -73.94086520400965 40.62001797801814, -73.9408484537594 40.62012268464351, -73.9408733353851 40.62024010552378, -73.94092321522986 40.62034484640814), (-73.94172642993058 40.620022989751945, -73.94168999764396 40.61972646584431, -73.94152130883391 40.619627448954205), (-73.94172642993058 40.620022989751945, -73.94143141743402 40.62017375448135, -73.94133974046848 40.62024351789834, -73.94121892411287 40.6203005735076, -73.94108564151868 40.62032589095636, -73.94092321522986 40.62034484640814), (-73.94172642993058 40.620022989751945, -73.94177572669112 40.62027727673257, -73.9412480130363 40.6203703985376, -73.94092321522986 40.62034484640814))",Kings Highway/Fraser Square,2017,06/09/2017 12:00:00 AM +0000,Vision Zero - Traffic Calming,1794.01575031
"MULTILINESTRING ((-73.91823255901144 40.77147885661626, -73.91725912471465 40.77077252710103))",Hoyt Ave North,2017,05/05/2017 12:00:00 AM +0000,Traffic Calming - Traffic Network Changes,372.722581261
"MULTILINESTRING ((-73.83234928985854 40.75967900514039, -73.83048331323238 40.76027105894406))","Main St, 39th Ave",2017,09/11/2017 12:00:00 AM +0000,VZ Priority Geo - Accessibility,560.133300812
"MULTILINESTRING ((-73.891160143421 40.719460278839165, -73.89063516066129 40.71881274652331, -73.89008933434259 40.71820670539164, -73.88953444080389 40.71761605164735, -73.88898488996747 40.717020465525295, -73.88844140063078 40.71643666127935, -73.88791559751498 40.715806431382795, -73.88754287684488 40.71533737083961, -73.88742363332449 40.71518730119919, -73.88734940294816 40.71511148660305, -73.88728653391354 40.71502883919808, -73.88723651476336 40.71494090933985, -73.8871792813443 40.714880886431565, -73.8870610188456 40.71476954654765, -73.88714191578781 40.71462196817496, -73.88711115423024 40.714472097465936, -73.88700077746715 40.71404696592058, -73.88637649771073 40.7122077144946), (-73.891160143421 40.719460278839165, -73.88966441341334 40.72015568722889, -73.8888405894451 40.720536603130434, -73.88841098166436 40.72073626384367, -73.88804079836893 40.72090831617409, -73.88763968571395 40.721094520169736, -73.88723971981908 40.72128018268189, -73.88687341623744 40.72145013686285, -73.88643885770172 40.72165175745733, -73.88564075934116 40.722021553591205, -73.8849115463865 40.72235938281293, -73.88454928557873 40.72252547944404, -73.88403671628951 40.722765643692966, -73.88323546370876 40.72313700574637, -73.88283548505821 40.72332268984012, -73.8824348170982 40.723508696922224, -73.8820329859512 40.72369525883165, -73.88163409041209 40.72388045357891, -73.88123367719335 40.72406586960336, -73.88083266942267 40.72425156367621, -73.88043101858068 40.72443818410808, -73.88002633281216 40.7246262029688, -73.87966077495663 40.72479541543297, -73.87963638305364 40.72480670034255, -73.87920043099305 40.72500849742979), (-73.87416061499758 40.72219199490556, -73.87375321482364 40.7223799266771, -73.87366742193835 40.7224197350881, -73.87295424244718 40.722750625420524, -73.87215331925667 40.723121722574895, -73.8713528134299 40.72349272366388, -73.87055058624429 40.723861745125944, -73.86985279193338 40.72418399762084, -73.86940637906187 40.72438404478148, -73.86929270479784 40.72443593016279), (-73.87920043099305 40.72500849742979, -73.87767406083637 40.72310112738501, -73.8764638251266 40.72159399374882), (-73.87920043099305 40.72500849742979, -73.8787548683441 40.72521492127078, -73.87836814554092 40.72539408408491, -73.87799410160297 40.725558229522925, -73.87755577780847 40.725750581416605, -73.87665498183779 40.72618302637317, -73.87629681167617 40.726354964598045, -73.87588769345086 40.726546098801066, -73.87549981505481 40.72672729397668, -73.87502340712555 40.72694572782464, -73.87470829593127 40.72709019635288, -73.87378274000457 40.72752036849675, -73.87324210702543 40.727911702554216, -73.87163533891072 40.72908540551094, -73.87146074202495 40.72932637350627), (-73.8818544697034 40.72832213741846, -73.88079883001076 40.72700385601623, -73.87964262111697 40.72556030761149, -73.87920043099305 40.72500849742979), (-73.89562306363932 40.729474981873565, -73.89559987179523 40.72910549992444, -73.89558890512022 40.72896533472029, -73.89549903623211 40.72778850451388, -73.89541204500001 40.726770506731725, -73.8953407000121 40.725920495928904, -73.89503840699511 40.725496279718485, -73.89497358754706 40.72540720522747, -73.8949102719613 40.72531035076683, -73.89484991842711 40.725226035871486, -73.89478689124283 40.725142410992305, -73.89467832764721 40.72499879749881, -73.89454931416464 40.72462047340894, -73.89433570864168 40.723921482832985, -73.8941440930878 40.72331293491849, -73.89417275237017 40.72317055911749, -73.89401897746562 40.72308210465889, -73.8936691146555 40.72262455802182, -73.89321290607182 40.72203007738763, -73.89274012799298 40.721432015236005, -73.89225440821943 40.72082184422252, -73.89176841179099 40.72021185994855, -73.891160143421 40.719460278839165), (-73.89603236938605 40.735138759446514, -73.89601661928106 40.73425592356727, -73.89595871134975 40.7335317992749, -73.89591310351874 40.73287717826075, -73.89585118886237 40.73217473440577, -73.89579866962156 40.73150505946609, -73.89576327045522 40.731136953391236, -73.89573679548548 40.73081537566405, -73.89569827057663 40.73038005270535, -73.89564636767288 40.72974501797254, -73.89561781365072 40.72935488700753))","Eliot Ave, 63rd Ave, 69th St, 80th St",2016,11/18/2016 12:00:00 AM +0000,Vision Zero - Bicycle Network Development,20099.7404934
"MULTILINESTRING ((-73.84629885692537 40.81157816693408, -73.84646715953359 40.81230603925648, -73.84663185031303 40.81301358308344, -73.84705382093638 40.81482646804346, -73.84754422238592 40.81690638595018, -73.84779923667526 40.81799579413026, -73.84800756525769 40.8189207370353, -73.84802797373783 40.819015459379486, -73.84804452434278 40.81908667454394, -73.8483411618531 40.820363016217335, -73.84852024701082 40.82112277622778, -73.84869086356727 40.82185523067358, -73.84884074200747 40.82250304687171, -73.84901767579052 40.82325995743478, -73.84919404033182 40.824018748920345, -73.84936085609262 40.824734844010074, -73.84952979914618 40.82545540800834, -73.84969835785074 40.82617455738719, -73.84986576350536 40.82689671258608, -73.84996317644595 40.82731095970341, -73.85003028357282 40.82759633327675, -73.85020132956798 40.82833182889232, -73.85036895135165 40.829052335458954, -73.85053713681505 40.82977684962845, -73.85058792341701 40.830057257876845, -73.85064283022116 40.830245226503855, -73.85064924339272 40.83029301512839, -73.85065936934663 40.83035573878395, -73.85071384613964 40.830555908530826, -73.85087087513482 40.83120992576692, -73.85104062675904 40.831928182505095, -73.8512093968539 40.83264695992294, -73.85138009905869 40.83336754948788, -73.85168459753764 40.83420105287253, -73.85207006030898 40.83562530302786, -73.85220720916394 40.83634749584904, -73.85233148803493 40.837010526528054, -73.8524793901434 40.83778428594567, -73.85266480508744 40.83878008384854, -73.85286997861398 40.83985130308899, -73.85303510321354 40.84073545696839, -73.85309460255912 40.84104696063403, -73.8533352492169 40.842470155807135))",Castle Hill Ave,2016,12/09/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,11425.7795277
"MULTILINESTRING ((-73.8953407000121 40.725920495928904, -73.89464310329129 40.72633810232733, -73.89440894860795 40.72647881758723, -73.89386553172301 40.726804365470734, -73.89327388071561 40.727192099394564, -73.89228493074208 40.727758293263754, -73.89151763216935 40.7281616315091, -73.89129309342863 40.72827659399938, -73.89115456806269 40.7283457843514, -73.8910280356333 40.728428880746705, -73.89091694162845 40.72852389636275, -73.89082393119229 40.72862824028474, -73.89000799355811 40.72945011505659, -73.88991637662426 40.72953977225989, -73.88980788407889 40.72962078636279, -73.88968484869334 40.72969052106068, -73.8895504712533 40.72974688209146, -73.88940863676847 40.729788502571864, -73.88926343013793 40.72981484609747, -73.88805975279203 40.730087229946285))","Grand Ave, 69th St to 74th St",2016,10/31/2016 12:00:00 AM +0000,VZ Priority Geo -,2573.34852439
"MULTILINESTRING ((-73.85216495797337 40.693661357834664, -73.85150471971238 40.69242099598702))",Woodhaven Blvd and Jamaica Ave,2016,12/02/2016 12:00:00 AM +0000,Vision Zero - Traffic Network Changes,487.581816186
"MULTILINESTRING ((-73.96387087694764 40.75700807842837, -73.96341112129853 40.75763731433703, -73.96292448634901 40.758308988611844, -73.96243278478015 40.758980651912076, -73.96196573684945 40.75961946087263))","1st Ave, 55th St to 59th St",2016,12/21/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,1088.00626089
"MULTILINESTRING ((-73.9565759020692 40.652668651576946, -73.95656498957418 40.6522859635915), (-73.9565759020692 40.652668651576946, -73.95601055727523 40.65231427226054), (-73.9565759020692 40.652668651576946, -73.95605111822515 40.65270061872679), (-73.95932926457341 40.65292817867242, -73.95728268440577 40.65303116736094, -73.9565759020692 40.652668651576946))","Caton Ave, Flatbush Ave to Bedford Ave",2016,12/21/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,1294.26569347
"MULTILINESTRING ((-73.99107969758177 40.730032621168654, -73.99240763578385 40.73059121263135, -73.99324912307172 40.7309450567814, -73.9940355759089 40.73127614418574, -73.994788536533 40.731595844068536, -73.99635125288246 40.732255372501534, -73.99798670829968 40.73294598541238, -73.99955589236349 40.733610595135914))","8th St, 6th Ave to Lafayette St",2016,11/02/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,2686.61036489
"MULTILINESTRING ((-73.91026971118616 40.87427181458685, -73.90968948475145 40.874602273397386, -73.90835222542222 40.87564284981467))","Broadway, W 225th St to W 228th St",2016,12/14/2016 12:00:00 AM +0000,Vision Zero - Traffic Calming,730.23662827
"MULTILINESTRING ((-73.93059322362603 40.7144514850209, -73.93000291735586 40.71438634487641, -73.92989671152085 40.71437605045038, -73.92945340338787 40.71433308643424, -73.92816524740913 40.71420824449831, -73.92633038785746 40.7140446598227, -73.92469417696307 40.713989975721596, -73.92454381857766 40.71398916586424, -73.9240401138102 40.71400831265849, -73.92083937558087 40.71381513988864, -73.91998110357649 40.71331347525468, -73.91852593338473 40.71244818918762))",Metropolitan Ave,2016,12/20/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,3528.70141341
"MULTILINESTRING ((-74.12688872703177 40.63721008750938, -74.1278466930339 40.63727742988924, -74.12867047255577 40.63734826535525, -74.12928488155565 40.63884156448596, -74.12952265247704 40.639180847736746, -74.13043085335893 40.639996511380545, -74.13156293089187 40.64035597797331))",Richmond Ter and Port Richmond Ave,2016,12/19/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,1937.41367792
"MULTILINESTRING ((-73.82618113945205 40.869514392516386, -73.82608118694169 40.869483219120376, -73.825468584704 40.869404023569516, -73.82485969419145 40.8693082622738, -73.82425568980831 40.86919608746105, -73.82375284723035 40.86908814505966, -73.82365771844783 40.86906772968356))",Bartow Ave,2016,12/12/2016 12:00:00 AM +0000,Vision Zero - Traffic Calming,717.588646736
"MULTILINESTRING ((-73.9659053815794 40.693433072560694, -73.9658096879492 40.693441797156765, -73.96498367957707 40.69351526478409, -73.96405332256042 40.69362728991984, -73.96312644421461 40.69373304017837, -73.96231848527528 40.693845199401665, -73.96221054186806 40.69386018456311))","Myrtle Ave, Emerson Pl to Hall St",2017,07/13/2017 12:00:00 AM +0000,,1036.62395462
