the_geom,Proj_Name,SIP_YR,DateComplt,SIP_Proj_T,Shape_Leng
"MULTILINESTRING ((-74.1440243783515 40.62499119814592, -74.14499662979966 40.624961411516615, -74.14576716495768 40.62495745640678, -74.14611214095808 40.624933433840525, -74.1462281255477 40.624925361789344, -74.14634101589127 40.62492374129196, -74.1466997918091 40.62491396365169, -74.14876804720083 40.62510475589398, -74.1513517636311 40.625421266692705, -74.15213621900065 40.62550214271883, -74.15313385368471 40.62559769630719, -74.15451910512165 40.62573812521568, -74.15489746726408 40.62578897279863, -74.15576169425856 40.62590924947717, -74.15667729895686 40.62604791034383, -74.15782575942606 40.62621768170003, -74.15856966611531 40.626312815749856, -74.15890719039825 40.62635436805395, -74.15940963939889 40.6264162226974, -74.16024419372276 40.62649742420719, -74.16050268521239 40.6265296264836, -74.16118241632135 40.62659782657334, -74.16140841096845 40.62662234589553, -74.16387028837822 40.62694542832905, -74.1654396607666 40.62715135427712, -74.1665591748264 40.62736616918657))",Forest Ave,2016,12/08/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Network Changes,6330.88607787
"MULTILINESTRING ((-73.95424809826612 40.76616536458614, -73.95212701991572 40.76527184211692), (-73.95139828737193 40.770072545892496, -73.94993561070856 40.76946909556213, -73.94945457567101 40.77008525317644, -73.95093257388693 40.77070866222943), (-73.95139828737193 40.770072545892496, -73.95093257388693 40.77070866222943), (-73.96799327701022 40.7711472302956, -73.9663877088587 40.77047735697486, -73.96488147121292 40.76983809963424, -73.96478171607045 40.76979576353494, -73.96466386411645 40.76974603767221, -73.96316179257981 40.769112288139794, -73.96155824241758 40.76843761128329, -73.95931804962028 40.767494014697164, -73.95695607057453 40.76649343512688, -73.95470085127602 40.76554536638036, -73.95424809826612 40.76616536458614), (-73.96753398520572 40.77177618432181, -73.96593450883941 40.771099579709116, -73.9644249307631 40.77046693417463, -73.96431940630379 40.77042295698171, -73.96420888484417 40.770376537775626, -73.96270392624378 40.76973878320485, -73.96110170684953 40.76905931881797, -73.95886194709848 40.768119909949434, -73.95649564172344 40.767118914267265, -73.95424809826612 40.76616536458614), (-73.96468735764765 40.77567708204511, -73.96308760314277 40.775002842587696, -73.96158453861274 40.77436878454839, -73.96147581205403 40.77432401126834, -73.96136792693937 40.77427876090094, -73.95985681781565 40.773642768480734, -73.9582553495598 40.77296533635247, -73.9560150760821 40.772019956234125, -73.95364860023159 40.77102410754462, -73.95139828737193 40.770072545892496), (-73.96422820245017 40.776310308917424, -73.96262273736467 40.77563801449143, -73.96112094307827 40.77500251097709, -73.96100848588179 40.77495532265445, -73.9609043793828 40.77490902765247, -73.95939395625123 40.77427796511492, -73.95779380449535 40.77359989675235, -73.95555324407474 40.772654075403885, -73.95318747606632 40.771656893877946, -73.95093257388693 40.77070866222943))","E 70th St, E 71st St, E 77th St, E 78th St",2016,08/15/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,19224.5620802
"MULTILINESTRING ((-73.97409606957012 40.64330497303663, -73.97381361408843 40.64333594002337, -73.97271968781563 40.643456076905075, -73.9716477481644 40.64357305608866, -73.97071645991714 40.6436775700933, -73.97008897887736 40.643745838977686, -73.96872003954397 40.643895258865925, -73.96779285627468 40.6439974629936, -73.96686746861123 40.64409909373694), (-73.96686746861123 40.64409909373694, -73.96617397840694 40.6404312606401, -73.96579196694248 40.63844083122083, -73.96538172057282 40.63627917412465, -73.96508263628368 40.63468367913161, -73.96480190717956 40.63323066975993, -73.96460843206721 40.63218299122602, -73.96459843728125 40.63212889395068, -73.96458921991602 40.63207992987402, -73.96414862934532 40.629738964964844), (-73.96686746861123 40.64409909373694, -73.96594077640935 40.64420088774559), (-73.96594077640935 40.64420088774559, -73.96530077248764 40.64082346445392, -73.96492547829794 40.63885056646045, -73.96451269304667 40.63668756470577, -73.96421566840431 40.63510003865282, -73.96394214496742 40.63364381373042, -73.9638144854401 40.633010086329215, -73.96368069498035 40.63228706310752, -73.96367388296046 40.63225025672928, -73.9636653976498 40.63220396735282, -73.96352805537295 40.631454232460136, -73.96337103439458 40.63066448999765, -73.96322149394992 40.62984106120771), (-73.96594077640935 40.64420088774559, -73.96501177630735 40.644302151283796, -73.96452870140973 40.64435457554706, -73.96408758344613 40.644406416548996, -73.96312449151449 40.64451197667664, -73.96216160952169 40.644617204621014, -73.96121340760672 40.644722879714266, -73.96001600753985 40.644853125809064), (-73.967909485103 40.649599374345776, -73.96754584802109 40.647682916567405, -73.96733915175376 40.646565108251465, -73.96733329013428 40.646487689059725, -73.96732995351324 40.64644476042167, -73.96686746861123 40.64409909373694), (-73.96702809233459 40.64994727415033, -73.96666504714256 40.648028877712015, -73.96640252715656 40.64664989235781, -73.96638406975048 40.64658377994291, -73.96637147931304 40.64653540944371, -73.96594077640935 40.64420088774559))","Argyle, Rugby, and Beverly Rds",2016,09/14/2016 12:00:00 AM +0000,VZ Priority Geo - Bicycle Network Development,18659.8172766
"MULTILINESTRING ((-73.95440263947626 40.68085802723354, -73.9533701751511 40.680640508444675))",Fulton St and Bedford Ave,2016,07/14/2016 12:00:00 AM +0000,VZ Priority Geo - Accessibility,297.128505372
"MULTILINESTRING ((-73.92988005384525 40.8130403728097, -73.92891812420402 40.81449367205209, -73.92880087703261 40.814794645874805, -73.92885642194717 40.814879866306924), (-73.93039605135628 40.81330374782188, -73.92919204547401 40.814496010800525, -73.92896567381821 40.81482825412759, -73.92885642194717 40.814879866306924), (-73.92885642194717 40.814879866306924, -73.9282169900475 40.81653564639779, -73.92731653187678 40.81855963349908, -73.92687781680374 40.81947887131711, -73.92662466423269 40.82002639253559, -73.92634345553476 40.820578550799986, -73.92619931387226 40.820762898322336, -73.92573567367512 40.82117423557563, -73.92537222068633 40.82160252013108, -73.9251759320321 40.82189919651434, -73.92499654944676 40.82220270030444, -73.9248346786341 40.822512167497564, -73.92469079495389 40.82282671599066, -73.92456530267681 40.82314545462343, -73.9244584757718 40.82346742910872, -73.92442266444935 40.82364486640131, -73.92437413523209 40.82382068344974, -73.92431310228956 40.82399409694726, -73.92347379178536 40.825413219809874))","Grand Concourse, 138th to 161st Sts",2016,10/20/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,5602.72612013
"MULTILINESTRING ((-73.82522933784843 40.795725667858314, -73.82297047091325 40.79621339927799))","3rd Ave, Francis Lewis Park",2016,08/19/2016 12:00:00 AM +0000,Vision Zero - Traffic Calming,650.192406647
"MULTILINESTRING ((-73.89912562763068 40.67731263690256, -73.89910976103185 40.67721433175244, -73.89910486157281 40.676943200321915), (-73.89912562763068 40.67731263690256, -73.89883201673358 40.67744643881324, -73.89836229160204 40.67765827627191), (-73.89836229160204 40.67765827627191, -73.89833761344417 40.67756812190227, -73.89819976864067 40.67706457598164, -73.89785941608757 40.67572693700773, -73.89784574376826 40.67567320011902, -73.89868770428131 40.67562945913131, -73.89877882141711 40.67562472157151, -73.89972239614848 40.67560373734276, -73.90004626299938 40.676893088854676, -73.89992296562032 40.67694927288555, -73.89912562763068 40.67731263690256), (-73.89836229160204 40.67765827627191, -73.89783505583246 40.67799357542084, -73.89761600488747 40.67811198756228, -73.89743911958591 40.67802525900113, -73.89722570463444 40.67720764838947))","Jamaica Ave, Alabama Ave to Jackie Robinson Pkwy",2016,12/14/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,3042.78063992
"MULTILINESTRING ((-73.97849845590527 40.73679095646277, -73.97833820733685 40.7367214702741, -73.97792798327797 40.73654414545017, -73.97712441156749 40.73619679787547, -73.97636373267116 40.7358679769322, -73.97589093761977 40.735673198137704, -73.97522275530334 40.73539790614115, -73.97511055447622 40.73539025464411, -73.9744277073299 40.73265532516803, -73.97441189355577 40.73259219602967, -73.97449214330672 40.7326224709097, -73.974648875387 40.73269134036805, -73.97482820375876 40.732764347886466, -73.97542039414205 40.73300544279402, -73.97590625822458 40.73321007789086, -73.97616305820503 40.7333182283297, -73.97720009189933 40.73375497763001, -73.97747952627729 40.733872656978356, -73.97775902319192 40.7339903626739, -73.9782663290223 40.73419809867415, -73.97841943517987 40.73426079381985, -73.97893177190986 40.73448647494651, -73.97942218813651 40.734702487420954, -73.97962612101792 40.734799670477166, -73.97974673631235 40.73485714415871, -73.97981003755393 40.73493410367534, -73.97944606068674 40.73541451426957, -73.97934819537578 40.73555311193238, -73.97890917313488 40.73616412595811, -73.9785744969225 40.736677281540004, -73.97849845590527 40.73679095646277), (-74.0076592207563 40.74812052885843, -74.00772431846703 40.74843563774283, -74.00781413663698 40.74881927431868, -74.00788393422118 40.748984224272114, -74.00796708825035 40.7491455532218, -74.00806307769611 40.749302342659476, -74.0082098877284 40.74956441917009, -74.00828307378201 40.74974988395042, -74.00835017087037 40.749986353779384, -74.0083562835288 40.75011154527738, -74.00836775143728 40.75030818522641, -74.00827952005879 40.75027197415416, -74.00652833964236 40.74955321279288, -74.00702312871825 40.74889021310728, -74.00416830600044 40.7476892926637, -74.0013265183733 40.74649094769825, -73.99848652491012 40.74529416415574, -73.99564494028219 40.744098534108886, -73.99280340951111 40.742910019796156, -73.98930206439637 40.74143495149396, -73.98832033328515 40.74101586817525, -73.98808817919584 40.740917617079766, -73.98641663140259 40.74020708497919, -73.98636141742998 40.74018479990484, -73.98630170507685 40.74016000185379, -73.98474231020784 40.739510359967554, -73.98314654791653 40.73883181231429, -73.98090534075243 40.73788616380801, -73.97849845590527 40.73679095646277))",23rd St SBS,2016,11/06/2016 12:00:00 AM +0000,VZ Priority Geo - Bus Mobility,15338.6415494
"MULTILINESTRING ((-73.99819536738421 40.7210636672408, -73.9977610788851 40.72157612069492), (-73.99739915083995 40.7214491592534, -73.9977610788851 40.72157612069492), (-73.9977610788851 40.72157612069492, -73.99712269669034 40.72230075639995))",Kenmare St and Lafayette St,2016,07/23/2016 12:00:00 AM +0000,VZ Priority Geo - School Safety,650.444933499
"MULTILINESTRING ((-73.97661363732132 40.68288758767299, -73.97631628580643 40.68250861214393))",Flatbush Ave and 5th Ave,2016,07/23/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,160.826988892
"MULTILINESTRING ((-73.88172188039495 40.65375382755041, -73.88141998032906 40.65334717596469, -73.87992598651502 40.65133475999121, -73.87908517397894 40.65020211670907, -73.87843582163262 40.6493273439923, -73.87798475647418 40.648725292964755, -73.8767987737379 40.647142249639735, -73.87610397899537 40.64621478838274, -73.87747684981817 40.64410838852962, -73.87751948278759 40.644042965311904, -73.8773133913916 40.64385324040833))",Van Siclen Ave and Pennsylvania Ave,2016,08/24/2016 12:00:00 AM +0000,Vision Zero - Traffic Calming,4131.34985305
"MULTILINESTRING ((-73.88974164096979 40.73911501995027, -73.88839247547544 40.738855085435496, -73.88815405511615 40.738808703091614, -73.88805578280729 40.738792344432596, -73.88795788758156 40.738770024692634, -73.88730666776799 40.73864422766109, -73.88672880809267 40.73853748183257, -73.8863841051658 40.73847380953933, -73.88559269589403 40.73832617117153, -73.88483049070254 40.73818207755514, -73.88385907892247 40.73799957753936, -73.88280983832867 40.737806589276076, -73.88230252705114 40.73770770038677, -73.88203267991155 40.737642902861, -73.88150982210514 40.737539897235656, -73.8805181908021 40.737367010653706, -73.88033059361933 40.73733367715759, -73.87976052458836 40.73722586883227, -73.87940440546964 40.73715851664289, -73.87840228403883 40.73697928827052, -73.87820759512519 40.736940828935424, -73.87801726274809 40.73688962268488, -73.87783341706378 40.73682616707959, -73.87765804564845 40.736751229693986, -73.8767602519411 40.736171713666074, -73.87601710392688 40.73563273598427, -73.87560282149785 40.735350438989435, -73.87534639592263 40.7351757061464, -73.87497315454853 40.73494829226619, -73.87458106956373 40.734770933941185, -73.87396559377858 40.73455173549638, -73.87341800278804 40.73437612098066, -73.87277704686672 40.7341878476493, -73.87202317431286 40.733966405635385, -73.87182539627699 40.73390947161375, -73.87047163857734 40.733519765429776, -73.87036852453073 40.733497433841585, -73.86960661623587 40.73324657430584, -73.86884730350313 40.73295498264175, -73.86835853302874 40.732740157781194, -73.86805003681793 40.73258374646057))","Queens Blvd, 74th St to Eliot Ave",2016,12/13/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,6562.25883192
"MULTILINESTRING ((-73.93406195424981 40.80207692284196, -73.93396411835135 40.801921323622395, -73.93364963775247 40.801788193346255, -73.93215432897084 40.80114382622659, -73.9317728278497 40.80097942202876, -73.9313874443808 40.80150229330919, -73.93120156196096 40.80175450239871))",1st Ave and E 124th St,2016,11/04/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,1083.50472315
"MULTILINESTRING ((-73.9865289678184 40.70009988854034, -73.9868261850749 40.69984917264752, -73.98686354832347 40.699220122354916, -73.9869474969599 40.698734674776475, -73.98696892244494 40.69850361386428, -73.98702180537727 40.697681821305636, -73.98704043567813 40.69728000577329, -73.98706235064998 40.696839342479265, -73.98710009449825 40.69622256769814, -73.98710566105899 40.69613162556104, -73.98710413203314 40.69602358189437, -73.98716132867033 40.69496169481032, -73.98722751066039 40.69379951934257, -73.98725396375222 40.693124903077766, -73.98729894907989 40.69223407473118, -73.98734787475532 40.69145766769329))",Jay St,2016,12/27/2016 12:00:00 AM +0000,VZ Priority Geo - Accessibility,3184.51161849
"MULTILINESTRING ((-73.95162366348872 40.71406636081576, -73.94937231890819 40.71406687858715), (-73.95162366348872 40.71406636081576, -73.9517013594366 40.714538116881315, -73.95177587629276 40.715021560158505, -73.95179544933733 40.71513856267332, -73.95181346106176 40.715238067611814, -73.95182439928452 40.71531606539753, -73.95182429554241 40.71547596898777), (-73.9534847213225 40.71407020757038, -73.95325272954923 40.7140656290571, -73.95316497586975 40.71406509810888, -73.95303149425321 40.71406284648137, -73.95291049794085 40.71406098702631, -73.95162366348872 40.71406636081576), (-73.9534847213225 40.71407020757038, -73.95335294574886 40.71418365460088, -73.95275381372298 40.71473599054444, -73.95210878539919 40.715258893579474, -73.95182429554241 40.71547596898777), (-73.95465594776168 40.71407497929014, -73.9543390412634 40.71407170224419, -73.9534847213225 40.71407020757038), (-73.95465594776168 40.71407497929014, -73.9553294010933 40.714072676124296, -73.95505717522754 40.71432557761115, -73.95465594776168 40.71407497929014), (-73.95182429554241 40.71547596898777, -73.95192877819957 40.71596269349314, -73.95114433702098 40.71603452116594), (-73.95182429554241 40.71547596898777, -73.95114433702098 40.71603452116594), (-73.95114433702098 40.71603452116594, -73.94984825700348 40.716899806301655))",Meeker Av,2016,12/16/2016 12:00:00 AM +0000,Vision Zero - Traffic Calming,4274.58821161
"MULTILINESTRING ((-73.9507922915231 40.77917970428892, -73.9503362980029 40.77980996825662, -73.94988080854911 40.78043584513732, -73.9494186403388 40.781062473651886, -73.94896177091643 40.781688876577626, -73.94850171642373 40.7823172591175, -73.94803869415013 40.78294226964908, -73.94758477068315 40.783570910524084, -73.94706938328807 40.78423622758512, -73.94658817918122 40.78494137649894, -73.94569522843472 40.78617300806079, -73.94522996379276 40.78680925316451, -73.944769504511 40.78744200378964, -73.94432146659247 40.78805565979241, -73.94385967560359 40.78868620970346, -73.94339597511654 40.78930877833127, -73.9429277723739 40.78994882152821))","2nd Ave, 105th St to 88th St",2016,10/14/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,4487.72549905
"MULTILINESTRING ((-73.88925529154983 40.745410560789054, -73.8889296363213 40.745446790689726, -73.88846328996577 40.74547531294601, -73.88819730706064 40.745307324772085, -73.88733790772625 40.74494063552028, -73.88623268246978 40.744465485992, -73.88612041486117 40.74441700878686, -73.88509442027437 40.743973957648755), (-73.88548775699938 40.74579223969469, -73.88455950791378 40.745890341849154))","Broadway, 41st St to Baxter Ave",2016,11/18/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,1563.85883691
"MULTILINESTRING ((-73.95661698045214 40.63059062877678, -73.95662150994123 40.63069592013222, -73.95662150988854 40.630696001178976, -73.95662149801012 40.63069609122643, -73.95660693753629 40.63080267032447, -73.95660691377294 40.630802860325154, -73.95660685454465 40.630803058417065, -73.95657283951228 40.63090798311549, -73.95657278028378 40.63090818120741, -73.95657268560139 40.63090837028077, -73.95651987972116 40.63100874924507, -73.9565198087194 40.631008875290945, -73.95651972590359 40.631008992327175, -73.95644983295506 40.631102097602906, -73.95644979746582 40.63110214261544, -73.95644976198304 40.631102177722276, -73.95636539564886 40.63118568783065, -73.95623789328975 40.63125832930601, -73.95623778686861 40.631258392301866, -73.95623765681347 40.63125844628353, -73.95609809328079 40.631319961596404, -73.95609791593355 40.63132003357024, -73.95609771495226 40.63132009652987, -73.95594857354615 40.6313688746579, -73.95594837256516 40.63136893671677, -73.95594815977489 40.631368982561725, -73.95579230174067 40.6314039079237, -73.9557922426287 40.63140392591135, -73.95579218352273 40.631403934893825, -73.95563306079687 40.63142439644178, -73.9556329071248 40.63142441439286, -73.95563276527871 40.631424423343326, -73.95547375849038 40.63143041336743, -73.95457465685662 40.63155281147769, -73.95461862174656 40.6319435101991, -73.95413532367733 40.63199173935918, -73.95272968426274 40.63214690589428, -73.9517673433972 40.632250858420576, -73.95083788388438 40.63235396146292, -73.9495936123042 40.632490941034824, -73.95065679560638 40.63309364255409), (-73.95099955081852 40.63320393165434, -73.95065679560638 40.63309364255409), (-73.95105850172556 40.633635107398085, -73.95092224562599 40.63359003236109, -73.95065679560638 40.63309364255409))",Campus Rd and Amersfort Pl,2016,09/16/2016 12:00:00 AM +0000,Traffic Calming - New Public Space,3015.5981901
"MULTILINESTRING ((-74.07617948713053 40.636561797016455, -74.07584750579935 40.6359355882827), (-74.07530550141021 40.63772995881625, -74.0760177688713 40.63774810478138), (-74.0760177688713 40.63774810478138, -74.0762914715268 40.6367520934304, -74.07617948713053 40.636561797016455), (-74.0760177688713 40.63774810478138, -74.07683997853356 40.63775025984699, -74.0769836222734 40.63779569401452, -74.0768516159321 40.63765230711007, -74.07637335407092 40.63673759024366, -74.07617948713053 40.636561797016455), (-74.0758099729542 40.63849895606714, -74.0760177688713 40.63774810478138))",Bay St and Victory Blvd,2016,10/14/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,1947.66511582
"MULTILINESTRING ((-73.99495472317896 40.715856471354826, -73.99442628125817 40.71696595653988, -73.99382785643768 40.71814447750334, -73.99335915376422 40.71907057181429, -73.99293755480734 40.71989678246275, -73.99289577858681 40.71997215255704, -73.9928587843011 40.72004383084226, -73.99223706716113 40.72124829429278, -73.9916494929904 40.72240247132639, -73.99105030933482 40.72356666875056, -73.99102410434072 40.72364943161871, -73.99104399912946 40.723876770334634, -73.99099489093672 40.72400907562633, -73.99081902422097 40.72427429682307, -73.99034165842448 40.72493213374574))",Chrystie St,2016,12/20/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,3556.5785826
"MULTILINESTRING ((-73.89318761944442 40.75689807369267, -73.89280344532987 40.75477791608511, -73.89248075045545 40.752989607263935, -73.89247330941612 40.752948392251135), (-73.89318761944442 40.75689807369267, -73.89226101327223 40.756990061045705), (-73.89226101327223 40.756990061045705, -73.89188066382859 40.754873318657935, -73.89155178921395 40.75308442331069, -73.89154495667381 40.75304728900472), (-73.89226101327223 40.756990061045705, -73.89175903130175 40.7570475650271, -73.89133286533607 40.75709637734456, -73.89086385349377 40.75714501062512, -73.89040317939434 40.75719277733909, -73.88992818185984 40.757243797361696, -73.8894719333926 40.75729279827373, -73.88854421036037 40.75738768310782, -73.88761341312362 40.75748515813334, -73.88668537900841 40.757585727898, -73.8857534620326 40.757683808145195, -73.88482418581802 40.757780353535786, -73.88389654033433 40.757877370343095, -73.883421995973 40.75792768862053, -73.8829637491684 40.757976283526226, -73.88203461710818 40.7580737520956, -73.88145792268367 40.75813389921828, -73.88110360001585 40.75817085102465, -73.88068475756731 40.75821516410645, -73.88017491110807 40.758269098400376, -73.87924538898538 40.758368164081645, -73.87831497051178 40.75846369223544, -73.87738488708476 40.75856231997754, -73.87645543128254 40.758659473060675, -73.87599432133091 40.75866931633147, -73.87551080414329 40.75867963602696, -73.8745120786154 40.75859334657982, -73.87344767418627 40.75869539906847, -73.87255241271332 40.758792296179394, -73.87165566243328 40.75888608783636, -73.87074728625672 40.75898282213482, -73.86983899557195 40.7590774782054, -73.86881791133584 40.75918354321424, -73.8678008366289 40.75929115264591, -73.86690552955997 40.75938492700112, -73.86601208067205 40.75947800317172, -73.8649626728997 40.7595881163829, -73.86406754519626 40.75968291348438, -73.86317515099545 40.7597775267778, -73.8628461104832 40.7598120931411, -73.8622814293547 40.75987141206907, -73.86138639621645 40.75996317986608, -73.861459566392 40.760409945756706, -73.86138816602757 40.76049560602538, -73.86132778592932 40.76056050484797, -73.8611278435332 40.760775403817334, -73.86052234654868 40.7614256928926), (-73.89347257245021 40.75845060215017, -73.89318761944442 40.75689807369267), (-73.89347257245021 40.75845060215017, -73.89252847712714 40.758550022660266), (-73.89252847712714 40.758550022660266, -73.89226101327223 40.756990061045705), (-73.89252847712714 40.758550022660266, -73.89160899339889 40.758646055583625, -73.89069074692827 40.75874353215704, -73.88974963100681 40.75884089848225, -73.88882266712727 40.75893727121791, -73.8878933850639 40.75903660590831, -73.88696463767215 40.75913326813201, -73.886036284905 40.75923303900887, -73.88510550660558 40.75932990035902, -73.88417584998365 40.759427142535294, -73.88371214477014 40.759476302247606, -73.88324519336236 40.759525799896444, -73.88278059865048 40.75957490903249, -73.88231602693752 40.75962401721926, -73.88185908335169 40.75967196069873, -73.88138586408505 40.75972160557496, -73.88045892051989 40.75981875751966, -73.88001711157143 40.75986547570556, -73.87952732941366 40.759917256910626, -73.8785962844416 40.7600134890763, -73.87766769254718 40.76011382262899, -73.87673799157628 40.76021039240352, -73.87627401598326 40.76025892755897, -73.87580654536242 40.760307835290725, -73.87533943912817 40.760357840136976, -73.87484109615455 40.76041118605329, -73.87431474167181 40.76046569692976, -73.8742679056098 40.760470544572506, -73.87377894565388 40.760521185613705, -73.87333421405644 40.76056784795804, -73.87288400930551 40.7606150788704, -73.8720868732907 40.760768732299255, -73.87107557639897 40.76080621866827, -73.87016811336775 40.76090060000592, -73.86914990309836 40.76100794901631), (-73.86914990309836 40.76100794901631, -73.86813089524591 40.761114505577105, -73.86824140650192 40.7617238059776, -73.86829204646631 40.76181371631625, -73.86833157311042 40.76188855747961, -73.86922577971093 40.7628539271824), (-73.86914990309836 40.76100794901631, -73.86931681017043 40.761904987890155, -73.86932947263989 40.761988425073966, -73.86934365923719 40.7620737370351, -73.86945196728139 40.7627253394144, -73.86922577971093 40.7628539271824), (-73.86922577971093 40.7628539271824, -73.86850587586225 40.7632594877709, -73.86814832064103 40.76345752345328, -73.86777326423673 40.76366525438864, -73.86741336519853 40.76386704019975, -73.86704585307503 40.76407309349711, -73.86632270758881 40.76448023055403, -73.86559390500985 40.76488735645824, -73.86485923407855 40.765292885965756, -73.86407815325742 40.765749036452235), (-73.93522718293333 40.769525728456316, -73.93344468554179 40.768817790175795, -73.93202371750134 40.76825649603299, -73.92985647969822 40.76732655234372, -73.92855636647407 40.766714239214856, -73.92643792679118 40.76573281539096, -73.92506062174247 40.76509731538183, -73.92425288827158 40.76472456368472, -73.92345724862507 40.76434805923017, -73.92266322293588 40.76396630940127, -73.92188016164027 40.763574385806095, -73.92108063899272 40.763199411091165, -73.92028343686519 40.76282270343753, -73.9194838831809 40.76244910434316, -73.91868596520497 40.76207204288907, -73.9178880798275 40.76169507496007, -73.91708899275488 40.76132029784485, -73.9162939534397 40.76094527496467, -73.91549262581894 40.76056773855402, -73.9146959172089 40.760187813623915, -73.91389659896923 40.75981817397918, -73.91308659728118 40.759438173897614, -73.9122863531492 40.75906579379683, -73.9114896358358 40.758692942557026, -73.91068364437818 40.758318979973396, -73.90988590074853 40.75794765755668, -73.90906577543477 40.75756516186451, -73.90826756270613 40.75719499757224, -73.90782817505178 40.75699926505889, -73.90736565475268 40.7569875918106, -73.90646810037502 40.75708247412992, -73.90557464048919 40.75717763016872, -73.90510230868001 40.75722779641853, -73.90484694907704 40.75725491701801, -73.90459248998143 40.7572815506238, -73.903677849812 40.757377232722654, -73.9027858158455 40.757471729867895, -73.90189898092758 40.75756434247745, -73.900549081958 40.75770491647892, -73.9004671272844 40.75771624519757, -73.89989143702165 40.75777549489628, -73.89980933163102 40.75778375319263, -73.89970129932884 40.75779531262576, -73.89921206923799 40.75784765435663, -73.89819224547473 40.75795482816012, -73.89719125216607 40.75806005384526, -73.89626218581945 40.758158483680695, -73.89533647114253 40.75825500900283, -73.89440193020172 40.75835283353499, -73.89347257245021 40.75845060215017))","31st, 32nd Ave",2016,11/01/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,36718.898709
"MULTILINESTRING ((-73.9687308996687 40.67392758031023, -73.96694222526266 40.67441628507272, -73.96295345100738 40.673589126422705, -73.96070974540493 40.673121392920685, -73.95841500872041 40.672641098039485, -73.9573391166956 40.672413891345734, -73.95647747321391 40.67223695055355, -73.95562288667044 40.67205497214431, -73.95463666885468 40.67187214310124, -73.95310242198646 40.67179013934241, -73.95164195527687 40.67171001922863, -73.95033415052069 40.67163825923545, -73.94756374966471 40.67148795768217, -73.94479525386109 40.67133731206279, -73.94432973746761 40.67131173823559, -73.94203023695684 40.6711853777662, -73.94093055051472 40.67112595980816, -73.93926019441481 40.6710332915061, -73.93648952156215 40.670885641671255, -73.93372094813 40.67073347776322, -73.93095113088133 40.670582804365374, -73.92818035834874 40.67043020050873, -73.92541347623984 40.67027885438927, -73.92246696870608 40.67011692974752, -73.92045423563611 40.67000835018523, -73.91987744194563 40.66997723243153, -73.91903493745038 40.66992472785149, -73.91888870437818 40.66991997818261, -73.91879311460544 40.669914598605395, -73.91711014347729 40.6698198617539, -73.91658460003494 40.66978754960669), (-73.96949738931993 40.67590637951773, -73.96751874867495 40.67549258266087, -73.96661254923404 40.675301810327156, -73.96313778288597 40.674572503058386, -73.9603930189124 40.673998603088556, -73.95810336096656 40.67350397570359, -73.95702039589428 40.673293901186085, -73.95431647116897 40.672753431774815, -73.95301929994167 40.67268106627889, -73.95025113310396 40.67252986773988, -73.9474805060987 40.67237964606357, -73.94471040093141 40.6722284132665, -73.94194505085468 40.67207733048537))",St Johns Pl / Sterling Pl,2016,09/20/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,22452.9724238
"MULTILINESTRING ((-73.96421566840431 40.63510003865282, -73.96334865213852 40.635518073775934, -73.96285500622209 40.635754094495034, -73.96248058882826 40.635933105077, -73.96158252431299 40.63636804647384, -73.96068086695948 40.63680192780533))","Newkirk Ave, Rugby Rd to E 18th St",2016,12/13/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Calming,1160.58923843
"MULTILINESTRING ((-73.91255555411408 40.69798175846752, -73.91177604332456 40.69878289006374, -73.91150817516258 40.69905367660116, -73.91103489540316 40.69953211341045), (-73.91103489540316 40.69953211341045, -73.90953273200411 40.698675105158195, -73.90877366054964 40.698255227270664), (-73.91103489540316 40.69953211341045, -73.90993819148343 40.70060885972341), (-73.91180820088921 40.69993800224142, -73.91103489540316 40.69953211341045))",Wyckoff Ave,2016,09/30/2016 12:00:00 AM +0000,VZ Priority Geo - Traffic Network Changes,2242.45724759
