Levy Year,School District Name,School District Code,Number of Basic Exemptions,Amount of Basic Reimbursement ,Number of Enhanced Exemptions,Amount of Enhanced Reimbursement ,Total Amount of Reimbursement ,Data Preparation Date
2007,Moriah,153601,983,599138,465,435868,1035006,03/15/2016
2007,Newcomb,153801,125,9534,68,9039,18573,03/15/2016
2007,Lake Placid,154002,1102,358541,339,189472,548013,03/15/2016
2007,Schroon Lake,154601,479,136235,225,109366,245601,03/15/2016
2007,Ticonderoga,154801,1162,366608,469,243138,609746,03/15/2016
2007,Westport,155001,298,157847,138,129204,287051,03/15/2016
2007,Willsboro,155201,550,282193,289,252606,534799,03/15/2016
2007,Tupper Lake,162001,1307,554598,487,319733,874331,03/15/2016
2007,Chateaugay,163401,761,443672,234,220254,663926,03/15/2016
2007,Salmon River,164201,822,353787,310,218937,572724,03/15/2016
2007,Saranac Lake,164601,2282,831579,604,363219,1194798,03/15/2016
2007,Malone,164801,3124,1749324,1059,932441,2681765,03/15/2016
2007,Brushton-Moira,165001,993,529526,332,288050,817576,03/15/2016
2007,St. Regis Falls,165401,479,249611,159,130239,379850,03/15/2016
2007,Gloversville,170500,3243,2196806,1311,1225616,3422422,03/15/2016
2007,Johnstown,170800,2288,1224814,739,658210,1883024,03/15/2016
2007,Broadalbin-Perth,172201,2363,1107452,709,567607,1675059,03/15/2016
2007,Wheelerville,172401,372,173336,139,112818,286154,03/15/2016
2007,Mayfield,173001,1450,857374,482,468620,1325994,03/15/2016
2007,Northville,173201,651,278458,275,211376,489834,03/15/2016
2007,Oppenheim-Ephratah,173401,655,398374,186,179392,577766,03/15/2016
2007,Batavia,180200,3225,2309989,1091,1384966,3694955,03/15/2016
2007,Alexander,182202,1201,892293,341,462556,1354849,03/15/2016
2007,Byron-Bergen,183001,1596,1142895,450,503617,1646512,03/15/2016
2007,Elba,183401,625,516639,179,270138,786777,03/15/2016
2007,Le Roy,183601,1752,1336867,528,710512,2047379,03/15/2016
2007,Oakfield-Alabama,183801,1109,777768,391,480737,1258505,03/15/2016
2007,Pavilion,184001,1167,827347,277,334999,1162346,03/15/2016
2007,Pembroke,184202,1486,1024212,463,558908,1583120,03/15/2016
2007,Cairo-Durham,192401,1870,960614,723,648602,1609216,03/15/2016
2007,Catskill,192601,2200,1369087,750,817039,2186126,03/15/2016
2007,Coxsackie-Athens,192801,2000,1146295,598,607895,1754190,03/15/2016
2007,Greenville,193201,1965,1266824,636,729789,1996613,03/15/2016
2007,Hunter-Tannersville,193601,695,264176,279,188797,452973,03/15/2016
2007,Windham-Ashland-Jewett,194601,599,185582,270,151540,337122,03/15/2016
2007,Piseco,202001,94,8179,33,5306,13485,03/15/2016
2007,Indian Lake,202601,338,92895,152,77209,170104,03/15/2016
2007,Inlet,202801,93,13106,44,11741,24847,03/15/2016
2007,Lake Pleasant,203001,188,52119,105,54175,106294,03/15/2016
2007,Long Lake,203201,162,34022,94,34612,68634,03/15/2016
2007,Raquette Lake,203202,28,907,13,820,1727,03/15/2016
2007,Wells,203601,227,66834,111,60683,127517,03/15/2016
2007,Little Falls,210900,1281,1017194,602,772093,1789287,03/15/2016
2007,West Canada Valley,212402,1086,649390,303,317217,966607,03/15/2016
2007,Frankfort-Schuyler,212602,1394,945298,618,740616,1685914,03/15/2016
2007,Ilion,212801,1668,864215,568,506354,1370569,03/15/2016
2007,Mohawk,212802,1089,640307,432,443099,1083406,03/15/2016
2007,Herkimer,213001,1491,1041479,797,876175,1917654,03/15/2016
2007,Dolgeville,213602,1080,534530,415,322363,856893,03/15/2016
2007,Poland,213803,940,449794,306,256111,705905,03/15/2016
2007,Van Hornesville-Owen D. Young,215001,323,187412,119,122774,310186,03/15/2016
2007,Town Of Webb,215401,540,104244,272,96158,200402,03/15/2016
2007,Mount Markham,215601,1543,967022,471,500374,1467396,03/15/2016
2007,Watertown,221800,3909,1516957,1298,845282,2362239,03/15/2016
2007,South Jefferson,222001,2300,1020412,548,395235,1415647,03/15/2016
2007,Alexandria,222202,880,365281,291,198770,564051,03/15/2016
2007,Indian River,222401,1804,392099,423,138846,530945,03/15/2016
2007,General Brown,222601,1916,743744,517,342610,1086354,03/15/2016
2007,Thousand Islands,223201,1555,689863,557,430532,1120395,03/15/2016
2007,Belleville-Henderson,223402,749,249360,281,152351,401711,03/15/2016
2007,Sackets Harbor,223801,640,340927,178,162240,503167,03/15/2016
2007,Lyme,224401,584,234254,253,178615,412869,03/15/2016
2007,La Fargeville,224601,640,230178,159,97251,327429,03/15/2016
2007,Carthage,226001,2631,1403489,734,628276,2031765,03/15/2016
2007,Copenhagen,232201,619,257303,147,99952,357255,03/15/2016
2007,Harrisville,232401,559,359994,206,193965,553959,03/15/2016
2007,Lowville,233601,1663,638150,506,326503,964653,03/15/2016
2007,South Lewis,234001,1543,772229,563,432540,1204769,03/15/2016
2007,Beaver River,234401,1248,462253,383,244466,706719,03/15/2016
2007,Avon,242001,1286,924899,328,416297,1341196,03/15/2016
2007,Caledonia-Mumford,242201,1342,824223,378,424827,1249050,03/15/2016
2007,Geneseo,242601,1429,776324,336,337343,1113667,03/15/2016
2007,Livonia,243401,2659,1739400,595,693629,2433029,03/15/2016
2007,Mount Morris,243601,639,490541,237,306419,796960,03/15/2016
2007,Dansville,243801,2179,1155888,727,646496,1802384,03/15/2016
2007,Dalton-Nunda,244001,1210,808883,350,384357,1193240,03/15/2016
2007,York,245201,1177,680772,309,311263,992035,03/15/2016
2007,Oneida,251200,2915,1697690,945,973462,2671152,03/15/2016
2007,Brookfield,252009,311,153789,96,78160,231949,03/15/2016
2007,Cazenovia,252201,2381,1395659,501,531679,1927338,03/15/2016
2007,De Ruyter,252401,577,396801,175,201540,598341,03/15/2016
2007,Morrisville-Eaton,252601,1035,551528,253,226263,777791,03/15/2016
2007,Hamilton,253201,988,559334,257,255804,815138,03/15/2016
2007,Canastota,253601,2048,1339618,678,774280,2113898,03/15/2016
2007,Madison,254001,625,436461,197,221769,658230,03/15/2016
2007,Stockbridge Valley,254601,579,380409,177,198061,578470,03/15/2016
2007,Chittenango,254801,3271,2417733,868,1063419,3481152,03/15/2016
2007,Rochester,261400,25918,11375190,4874,3265035,14640225,03/15/2016
2007,Brighton,262001,5445,3997999,932,1254875,5252874,03/15/2016
2007,Gates-Chili,262601,7915,5634980,2871,3707438,9342418,03/15/2016
2007,Greece,262801,19152,13326085,5279,6796308,20122393,03/15/2016
2007,East Irondequoit,263401,6685,5589446,2391,3595871,9185317,03/15/2016
2007,West Irondequoit,263403,6428,5255518,1924,2930245,8185763,03/15/2016
2007,Honeoye Falls-Lima,263601,3344,2219652,561,687077,2906729,03/15/2016
2007,Spencerport,263801,5448,4078941,1333,1847347,5926288,03/15/2016
2007,Hilton,264001,6614,4582229,1336,1693979,6276208,03/15/2016
2007,Penfield,264201,8055,6313018,1561,2229333,8542351,03/15/2016
2007,Fairport,264401,9984,6844702,2210,2750521,9595223,03/15/2016
2007,East Rochester,264413,1798,1400011,639,833174,2233185,03/15/2016
2007,Pittsford,264601,8670,6040996,1091,1419636,7460632,03/15/2016
2007,Churchville-Chili,264801,5962,4330026,1318,1739764,6069790,03/15/2016
2007,Rush-Henrietta,265001,8768,5009376,2166,2284921,7294297,03/15/2016
2007,Brockport,265201,4974,3752430,902,1202027,4954457,03/15/2016
2007,Webster,265401,13083,8684798,3169,3884232,12569030,03/15/2016
2007,Wheatland-Chili,265601,1404,1064953,375,485999,1550952,03/15/2016
2007,Amsterdam,270100,4195,2859261,1924,2236820,5096081,03/15/2016
2007,Canajoharie,272201,1347,925383,455,537337,1462720,03/15/2016
2007,Fonda-Fultonville,272801,1978,1264087,572,621668,1885755,03/15/2016
2007,Fort Plain,273001,1009,1004643,375,619087,1623730,03/15/2016
2007,St. Johnsville,273802,607,366516,273,266175,632691,03/15/2016
2007,Glen Cove,280500,3580,3025547,1151,1818823,4844370,03/15/2016
2007,Long Beach,281000,7277,5074752,1120,1639685,6714437,03/15/2016
2007,Hempstead,282001,3019,4003906,469,1211336,5215242,03/15/2016
2007,Uniondale,282002,4923,4672841,782,1538943,6211784,03/15/2016
2007,East Meadow,282003,10897,11836245,2921,5571770,17408015,03/15/2016
2007,North Bellmore,282004,5876,6603233,1207,2744939,9348172,03/15/2016
2007,Levittown,282005,10960,15258147,2386,6910864,22169011,03/15/2016
2007,Seaford,282006,3914,3795523,828,1618076,5413599,03/15/2016
2007,Bellmore,282007,3113,3286422,491,1036129,4322551,03/15/2016
2007,Roosevelt,282008,2202,2647027,316,790255,3437282,03/15/2016
2007,Freeport,282009,5959,7362625,952,2418559,9781184,03/15/2016
2007,Baldwin,282010,7286,9501262,1041,2669970,12171232,03/15/2016
2007,Oceanside,282011,8596,8112884,1675,3199966,11312850,03/15/2016
2007,Malverne,282012,3029,3660687,606,1568541,5229228,03/15/2016
2007,Valley Stream 13,282013,5943,6474587,1457,3116380,9590967,03/15/2016
2007,Hewlett-Woodmere,282014,4784,6131130,646,1605823,7736953,03/15/2016
2007,Lawrence,282015,6192,3998171,907,1298014,5296185,03/15/2016
2007,Elmont,282016,7879,7599943,1579,3206204,10806147,03/15/2016
2007,Franklin Square,282017,4991,4355111,1434,2562798,6917909,03/15/2016
2007,Garden City,282018,5602,3566481,725,951159,4517640,03/15/2016
2007,East Rockaway,282019,2061,2397522,516,1181606,3579128,03/15/2016
2007,Lynbrook,282020,3852,4081115,759,1685106,5766221,03/15/2016
2007,Rockville Centre,282021,4886,4489957,696,1383627,5873584,03/15/2016
2007,Floral Park-Bellerose,282022,4223,3438045,827,1379479,4817524,03/15/2016
2007,Wantagh,282023,4346,4720939,722,1645179,6366118,03/15/2016
2007,Valley Stream 24,282024,2496,2521268,566,1113782,3635050,03/15/2016
2007,Merrick,282025,4750,4801454,535,1081598,5883052,03/15/2016
2007,Island Trees,282026,3315,3467771,755,1654423,5122194,03/15/2016
2007,West Hempstead,282027,3533,3662873,679,1472848,5135721,03/15/2016
2007,North Merrick,282029,3284,3665425,665,1517476,5182901,03/15/2016
2007,Valley Stream 30,282030,2913,2641360,560,1068779,3710139,03/15/2016
2007,Island Park,282031,1528,1153948,311,457183,1611131,03/15/2016
2007,Westbury,282201,3110,4293541,637,1692636,5986177,03/15/2016
2007,East Williston,282202,2090,1989581,205,408471,2398052,03/15/2016
2007,Roslyn,282203,4173,3950006,373,761671,4711677,03/15/2016
2007,Port Washington,282204,5987,4483663,755,1116601,5600264,03/15/2016
2007,New Hyde Park-Garden City,282205,4602,3753834,1228,2057307,5811141,03/15/2016
2007,Manhasset,282206,3848,2263141,335,423876,2687017,03/15/2016
2007,Great Neck,282207,9472,5281707,1093,1184487,6466194,03/15/2016
2007,Herricks,282209,6001,5147659,1047,1996847,7144506,03/15/2016
2007,Mineola,282210,4472,3672648,1167,2016127,5688775,03/15/2016
2007,Carle Place,282211,1869,1658010,465,868632,2526642,03/15/2016
2007,North Shore,282401,3715,2660086,575,846799,3506885,03/15/2016
2007,Syosset,282402,8133,8061243,1159,1918795,9980038,03/15/2016
2007,Locust Valley,282403,3329,2170025,446,645298,2815323,03/15/2016
2007,Plainview-Old Bethpage,282404,7256,7449617,1290,2873436,10323053,03/15/2016
2007,Oyster Bay-East Norwich,282406,2668,1648359,380,500317,2148676,03/15/2016
2007,Jericho,282415,3311,2852815,311,536175,3388990,03/15/2016
2007,Hicksville,282417,7688,5619744,2118,3156193,8775937,03/15/2016
2007,Plainedge,282418,4498,5603109,1139,2987517,8590626,03/15/2016
2007,Bethpage,282421,4032,3396767,1434,1833801,5230568,03/15/2016
2007,Farmingdale,282422,8515,10245913,2079,4975432,15221345,03/15/2016
2007,Massapequa,282423,11557,10819296,2407,4828867,15648163,03/15/2016
2007,Lockport,290900,6398,4900976,1804,2196269,7097245,03/15/2016
2007,Niagara Falls,291100,8061,4358161,3608,3032070,7390231,03/15/2016
2007,North Tonawanda,291200,6580,4363110,2364,2854465,7217575,03/15/2016
2007,Lewiston-Porter,292401,4239,2791821,1391,1713194,4505015,03/15/2016
2007,Newfane,292801,2408,2102685,733,1076403,3179088,03/15/2016
2007,Niagara-Wheatfield,293001,5214,3111249,1718,1781344,4892593,03/15/2016
2007,Starpoint,293201,4092,2621501,951,1133823,3755324,03/15/2016
2007,Royalton-Hartland,293601,2077,1399510,594,727754,2127264,03/15/2016
2007,Barker,293801,1172,665273,328,327452,992725,03/15/2016
2007,Wilson,294201,1910,1437496,559,768534,2206030,03/15/2016
2007,Rome,301300,6326,4783411,2482,3025265,7808676,03/15/2016
2007,Utica,301600,8004,5538023,3524,3776451,9314474,03/15/2016
2007,Adirondack,302601,1968,1006550,629,508614,1515164,03/15/2016
2007,Camden,303001,2951,1556922,886,729183,2286105,03/15/2016
2007,Clinton,304001,2041,1829801,626,852442,2682243,03/15/2016
2007,New Hartford,304801,3890,2629320,1226,1424189,4053509,03/15/2016
2007,New York Mills,304804,847,558209,470,565893,1124102,03/15/2016
2007,Sauquoit Valley,305002,1460,920443,407,463599,1384042,03/15/2016
2007,Remsen,305201,759,511750,221,257912,769662,03/15/2016
2007,Waterville,305401,1157,696105,362,375578,1071683,03/15/2016
2007,Holland Patent,305801,2264,1520922,628,729508,2250430,03/15/2016
2007,Sherrill,306000,2722,1764548,923,1068253,2832801,03/15/2016
2007,Westmoreland,306801,1524,1389126,520,770323,2159449,03/15/2016
2007,Oriskany,307001,956,756846,328,455937,1212783,03/15/2016
2007,Whitesboro,307002,5111,3336715,1821,2144152,5480867,03/15/2016
2007,Syracuse,311500,16371,7718010,4867,3792225,11510235,03/15/2016
2007,West Genesee,312001,7432,5144050,2673,3299332,8443382,03/15/2016
2007,North Syracuse,312403,14408,9589109,3425,3771894,13361003,03/15/2016
2007,East Syracuse-Minoa,312601,5088,3835912,1845,2313540,6149452,03/15/2016
2007,Jamesville-Dewitt,312611,4254,2656889,843,958962,3615851,03/15/2016
2007,Jordan-Elbridge,312801,1811,1625180,531,768781,2393961,03/15/2016
2007,Fabius-Pompey,313001,1166,989108,285,428623,1417731,03/15/2016
2007,Westhill,313201,2789,2205253,870,1274115,3479368,03/15/2016
2007,Solvay,313202,1924,1578735,891,1291343,2870078,03/15/2016
2007,La Fayette,313407,1101,647195,255,257970,905165,03/15/2016
2007,Baldwinsville,313601,8095,6016401,1785,2303914,8320315,03/15/2016
2007,Fayetteville-Manlius,313801,6485,4915123,1147,1585388,6500511,03/15/2016
2007,Marcellus,314001,2686,1826357,683,844034,2670391,03/15/2016
2007,Onondaga,314201,1535,1305979,428,629460,1935439,03/15/2016
2007,Liverpool,314801,11031,8810225,2900,3956317,12766542,03/15/2016
2007,Lyncourt,314804,827,750572,443,609810,1360382,03/15/2016
2007,Skaneateles,315001,2284,1221041,578,565157,1786198,03/15/2016
2007,Tully,315402,1396,960669,292,357861,1318530,03/15/2016
2007,Canandaigua,320200,4602,2702759,1072,1122796,3825555,03/15/2016
2007,Geneva,320500,2693,1816359,1101,1262039,3078398,03/15/2016
2007,East Bloomfield,322601,1431,1089808,313,410031,1499839,03/15/2016
2007,Gorham-Middlesex,323201,2231,1143188,628,566785,1709973,03/15/2016
2007,Manchester-Shortsville,323601,1203,1033362,380,590816,1624178,03/15/2016
2007,Naples,323801,1391,693973,350,308420,1002393,03/15/2016
2007,Phelps-Clifton Springs,324001,2381,1841667,596,837851,2679518,03/15/2016
2007,Honeoye,324201,1584,865957,402,392874,1258831,03/15/2016
2007,Victor,324801,4893,2856697,829,835017,3691714,03/15/2016
2007,Middletown,330900,5621,4716050,1213,1799235,6515285,03/15/2016
2007,Newburgh,331100,10049,9140703,2397,3827719,12968422,03/15/2016
2007,Port Jervis,331300,2845,2997949,855,1543394,4541343,03/15/2016
2007,Washingtonville,332002,5569,4439243,665,1027753,5466996,03/15/2016
2007,Chester,332201,1404,1103340,235,340480,1443820,03/15/2016
2007,Cornwall,332401,3707,2823785,564,784481,3608266,03/15/2016
2007,Pine Bush,332601,6179,4182705,942,1172875,5355580,03/15/2016
2007,Goshen,333001,3157,2097811,571,716785,2814596,03/15/2016
2007,Highland Falls,333601,938,581836,234,270323,852159,03/15/2016
2007,Minisink Valley,333801,4801,3575984,631,866521,4442505,03/15/2016
2007,Monroe-Woodbury,334001,8993,7241187,1013,1604557,8845744,03/15/2016
2007,Kiryas Joel Village,334002,944,343725,31,21060,364785,03/15/2016
2007,Valley,334201,5345,3956977,1034,1401340,5358317,03/15/2016
2007,Tuxedo,335003,573,211513,83,65734,277247,03/15/2016
2007,Warwick Valley,335401,5430,3743304,767,992588,4735892,03/15/2016
2007,Greenwood Lake,335411,1651,1319071,246,369360,1688431,03/15/2016
2007,Florida,335415,1126,901378,253,380693,1282071,03/15/2016
2007,Albion,342001,2390,1432909,829,810937,2243846,03/15/2016
2007,Kendall,343007,1252,872415,321,403487,1275902,03/15/2016
2007,Holley,343204,1534,1329277,453,675656,2004933,03/15/2016
2007,Medina,343401,2104,1555994,749,969350,2525344,03/15/2016
2007,Lyndonville,343801,965,587971,338,359899,947870,03/15/2016
2007,Fulton,350400,3760,3033827,1213,1521390,4555217,03/15/2016
2007,Oswego,351200,5320,3811624,1640,1893966,5705590,03/15/2016
2007,Altmar Parish-Williamstown,352002,1716,1052966,406,388184,1441150,03/15/2016
2007,Hannibal,353001,1799,1304161,418,519636,1823797,03/15/2016
2007,Central Square,353201,5902,3364164,1300,1206945,4571109,03/15/2016
2007,Mexico,353401,2988,1990252,654,742925,2733177,03/15/2016
2007,Pulaski,355001,1241,788354,327,349289,1137643,03/15/2016
2007,Sandy Creek,355201,1267,828362,412,433216,1261578,03/15/2016
2007,Phoenix,355401,2859,2353025,678,942399,3295424,03/15/2016
2007,Oneonta,361200,2684,1874000,802,998272,2872272,03/15/2016
2007,Gilbertsville-Mt Upton,362202,681,312107,259,199716,511823,03/15/2016
2007,Cherry Valley-Springfield,362401,887,427875,359,295366,723241,03/15/2016
2007,Edmeston,362801,617,283753,212,174425,458178,03/15/2016
2007,Laurens,363401,574,339485,184,192006,531491,03/15/2016
2007,Schenevus,363601,567,379753,223,250481,630234,03/15/2016
2007,Milford,364001,629,385865,258,282118,667983,03/15/2016
2007,Morris,364201,572,365085,224,253368,618453,03/15/2016
2007,Otego-Unadilla,364801,1428,924700,539,585892,1510592,03/15/2016
2007,Cooperstown,365001,1316,607337,468,385819,993156,03/15/2016
2007,Richfield Springs,365601,848,328571,381,262544,591115,03/15/2016
2007,Worcester,366606,501,289515,224,229047,518562,03/15/2016
2007,Mahopac,372001,6336,6661705,808,1592407,8254112,03/15/2016
2007,Carmel,372002,6950,8125897,884,1921431,10047328,03/15/2016
2007,Haldane,372601,1115,1048865,241,393527,1442392,03/15/2016
2007,Garrison,372604,575,300312,73,72252,372564,03/15/2016
2007,Putnam Valley,372803,2816,3659185,322,761066,4420251,03/15/2016
2007,Brewster,373001,5081,5170842,767,1502340,6673182,03/15/2016
2007,Rensselaer,381400,1317,870627,391,399364,1269991,03/15/2016
2007,Troy,381700,4330,3145283,1272,1476287,4621570,03/15/2016
2007,Lansingburgh,381701,2747,1829432,837,917251,2746683,03/15/2016
2007,Berlin,382001,1601,930819,406,398375,1329194,03/15/2016
2007,Brunswick,382202,1862,1220545,477,536564,1757109,03/15/2016
2007,East Greenbush,382401,7011,5013833,1466,1881283,6895116,03/15/2016
2007,Hoosick Falls,382801,1696,1108547,591,612543,1721090,03/15/2016
2007,North Greenbush,383201,360,92704,126,60164,152868,03/15/2016
2007,Wynantskill,383204,854,600204,282,361369,961573,03/15/2016
2007,Averill Park,384001,4705,3047757,929,1072887,4120644,03/15/2016
2007,Hoosic Valley,384201,1577,1042047,385,443467,1485514,03/15/2016
2007,Schodack,384401,1542,1135671,309,411256,1546927,03/15/2016
2007,Clarkstown,392001,11929,10192746,1754,2842067,13034813,03/15/2016
2007,Nanuet,392008,2437,2210871,569,963221,3174092,03/15/2016
2007,Haverstraw-Stony Point,392201,8618,13011779,1801,4762147,17773926,03/15/2016
2007,South Orangetown,392401,4474,4573728,956,1846220,6419948,03/15/2016
2007,Nyack,392404,4194,5013308,806,1918569,6931877,03/15/2016
2007,Pearl River,392408,3207,3590982,710,1502851,5093833,03/15/2016
2007,Ramapo,392601,6051,9852266,1114,3246836,13099102,03/15/2016
2007,East Ramapo,392602,12369,13497820,1675,3163191,16661011,03/15/2016
2007,Ogdensburg,401200,2202,1447617,674,621803,2069420,03/15/2016
2007,Brasher Falls,402001,1351,872090,439,433106,1305196,03/15/2016
2007,Canton,402201,1827,1138315,476,501533,1639848,03/15/2016
2007,Clifton-Fine,402601,486,198740,265,146927,345667,03/15/2016
2007,Colton-Pierrepont,402801,636,282129,229,159472,441601,03/15/2016
2007,Edwards-Knox,403401,751,275604,224,123467,399071,03/15/2016
2007,Gouverneur,404001,2015,910460,598,410067,1320527,03/15/2016
2007,Hammond,404201,405,196708,153,115867,312575,03/15/2016
2007,Hermon-Dekalb,404401,571,343327,178,164561,507888,03/15/2016
2007,Lisbon,405002,843,488156,247,235172,723328,03/15/2016
2007,Madrid-Waddington,405601,1015,629697,326,328300,957997,03/15/2016
2007,Massena,405801,3539,2143613,1292,1311195,3454808,03/15/2016
2007,Morristown,406001,649,357468,215,201949,559417,03/15/2016
2007,Norwood-Norfolk,406201,1456,1178724,475,597471,1776195,03/15/2016
2007,Heuvelton,406404,878,574497,256,279639,854136,03/15/2016
2007,Parishville-Hopkinton,406601,684,309909,169,111103,421012,03/15/2016
2007,Potsdam,407402,1957,1507409,512,642293,2149702,03/15/2016
2007,Mechanicville,411000,1578,902881,554,587668,1490549,03/15/2016
2007,Saratoga Springs,411500,9684,4951438,1656,1567706,6519144,03/15/2016
2007,Burnt Hills-Ballston Lake,412001,4991,3488039,1140,1489417,4977456,03/15/2016
2007,Shenendehowa,412402,13922,8577817,1946,2245675,10823492,03/15/2016
2007,Corinth,412601,1603,863208,484,430172,1293380,03/15/2016
2007,Edinburg,413001,369,74535,146,51585,126120,03/15/2016
2007,Galway,413201,1681,850959,378,327950,1178909,03/15/2016
2007,Ballston Spa,414201,5575,4336437,1039,1356414,5692851,03/15/2016
2007,South Glens Falls,414401,3846,2883459,1052,1332595,4216054,03/15/2016
2007,Schuylerville,415001,2322,1993532,463,674084,2667616,03/15/2016
2007,Stillwater,415201,1729,840173,372,326311,1166484,03/15/2016
2007,Waterford-Halfmoon,415401,1005,742815,409,521209,1264024,03/15/2016
2007,Schenectady,421500,8437,7212631,2498,3545079,10757710,03/15/2016
2007,Duanesburg,422001,1357,816744,219,246225,1062969,03/15/2016
2007,Scotia-Glenville,422202,4331,3156817,1083,1445791,4602608,03/15/2016
2007,Niskayuna,422401,6297,4002581,875,1047258,5049839,03/15/2016
2007,Schalmont,422801,3396,2397631,889,1156842,3554473,03/15/2016
2007,Rotterdam-Mohonasen,422803,4836,2934594,1894,2089414,5024008,03/15/2016
2007,Cobleskill-Richmondville,432602,2484,1650162,856,959427,2609589,03/15/2016
2007,Gilboa-Conesville,433401,554,271823,258,200191,472014,03/15/2016
2007,Jefferson,433601,432,228070,153,134900,362970,03/15/2016
2007,Middleburgh,433801,1296,905981,470,539997,1445978,03/15/2016
2007,Schoharie,434201,1505,987666,466,533488,1521154,03/15/2016
2007,Sharon Springs,434601,432,341898,157,209364,551262,03/15/2016
2007,Odessa-Montour,442001,1240,829040,402,452078,1281118,03/15/2016
2007,Watkins Glen,442401,1827,865265,685,540505,1405770,03/15/2016
2007,South Seneca,452801,1363,802758,501,475343,1278101,03/15/2016
2007,Romulus,453003,751,518156,225,273205,791361,03/15/2016
2007,Seneca Falls,453201,1976,1647127,739,1055220,2702347,03/15/2016
2007,Waterloo,453801,2226,1573368,828,1008839,2582207,03/15/2016
2007,Corning,460300,7237,5267554,2108,2462576,7730130,03/15/2016
2007,Hornell,460600,1778,1073322,666,588067,1661389,03/15/2016
2007,Addison,462001,1456,959985,434,395641,1355626,03/15/2016
2007,Avoca,462201,786,388903,262,200647,589550,03/15/2016
2007,Bath,462402,1838,980483,642,623106,1603589,03/15/2016
2007,Bradford,462601,449,284103,156,164831,448934,03/15/2016
2007,Campbell-Savona,463002,1212,832238,358,411016,1243254,03/15/2016
2007,Canisteo-Greenwood,463202,1327,695769,504,396087,1091856,03/15/2016
2007,Arkport,465201,667,455331,273,307946,763277,03/15/2016
2007,Jasper-Troupsburg,465601,622,285038,205,153510,438548,03/15/2016
2007,Prattsburgh,466001,650,346763,205,182947,529710,03/15/2016
2007,Hammondsport,467201,1052,462756,403,297736,760492,03/15/2016
2007,Wayland-Cohocton,467401,2108,1068641,648,544669,1613310,03/15/2016
2007,Babylon,472001,2669,3252826,388,859455,4112281,03/15/2016
2007,West Babylon,472002,5325,5722148,1051,2072763,7794911,03/15/2016
2007,North Babylon,472003,6329,6725241,1476,2905019,9630260,03/15/2016
2007,Lindenhurst,472004,8150,9399649,1766,3766698,13166347,03/15/2016
2007,Copiague,472005,4966,5462086,1111,2172110,7634196,03/15/2016
2007,Amityville,472006,3959,4331496,806,1519672,5851168,03/15/2016
2007,Deer Park,472007,5016,5928964,1414,3101412,9030376,03/15/2016
2007,Wyandanch,472009,1106,1184316,176,340949,1525265,03/15/2016
2007,Three Village,472201,9246,9754756,1435,2784002,12538758,03/15/2016
2007,Brookhaven-Comsewogue,472203,4366,4480070,830,1510359,5990429,03/15/2016
2007,South Country,472204,4967,4991254,716,1304456,6295710,03/15/2016
2007,Sachem,472205,17240,16039007,2453,4145440,20184447,03/15/2016
2007,Port Jefferson,472206,1587,982831,220,253077,1235908,03/15/2016
2007,Mount Sinai,472207,2981,3363757,441,917568,4281325,03/15/2016
2007,Miller Place,472208,3643,3965068,380,754478,4719546,03/15/2016
2007,Rocky Point,472209,3807,4408643,485,1002277,5410920,03/15/2016
2007,Middle Country,472211,11603,12137148,2192,4149340,16286488,03/15/2016
2007,Longwood,472212,12073,13136741,3133,5630792,18767533,03/15/2016
2007,Patchogue-Medford,472224,9110,9325676,1624,2891491,12217167,03/15/2016
2007,William Floyd,472232,9137,10194292,1271,2471526,12665818,03/15/2016
2007,Center Moriches,472233,1629,1908627,251,530344,2438971,03/15/2016
2007,East Moriches,472234,1283,1420039,175,357918,1777957,03/15/2016
2007,Eastport- South Manor,472235,4139,4363828,833,1467964,5831792,03/15/2016
2007,East Hampton,472401,1293,291363,366,169724,461087,03/15/2016
2007,Wainscott,472402,119,9666,26,4682,14348,03/15/2016
2007,Amagansett,472403,256,27704,101,23859,51563,03/15/2016
2007,Springs,472404,932,312546,296,217801,530347,03/15/2016
2007,Sag Harbor,472405,1244,401456,473,313284,714740,03/15/2016
2007,Montauk,472406,683,111060,252,113725,224785,03/15/2016
2007,Elwood,472601,3214,2823024,586,1016551,3839575,03/15/2016
2007,Cold Spring Harbor,472602,2143,1704553,142,221931,1926484,03/15/2016
2007,Huntington,472603,7702,6781631,1207,2063970,8845601,03/15/2016
2007,Northport-East Northport,472604,9019,6293415,1489,2051285,8344700,03/15/2016
2007,Half Hollow Hills,472605,11195,8309208,1613,2209922,10519130,03/15/2016
2007,Harborfields,472606,4741,4250796,682,1206934,5457730,03/15/2016
2007,Commack,472610,9262,9188780,1796,3414729,12603509,03/15/2016
2007,South Huntington,472613,8791,8052650,1696,3061910,11114560,03/15/2016
2007,Bay Shore,472801,5712,6316476,1066,2193790,8510266,03/15/2016
2007,Islip,472802,3911,4210239,671,1286324,5496563,03/15/2016
2007,East Islip,472803,5591,6125109,993,2248237,8373346,03/15/2016
2007,Sayville,472804,4052,4413418,806,1633017,6046435,03/15/2016
2007,Bayport-Blue Point,472805,3045,3709726,474,1089699,4799425,03/15/2016
2007,Hauppauge,472806,5120,3010251,968,1046127,4056378,03/15/2016
2007,Connetquot,472807,8710,8817698,1505,2807619,11625317,03/15/2016
