Levy Year,School District Name,School District Code,Number of Basic Exemptions,Amount of Basic Reimbursement ,Number of Enhanced Exemptions,Amount of Enhanced Reimbursement ,Total Amount of Reimbursement ,Data Preparation Date
2019,Highland Falls,333601,615,473447,184,308526,781973,04/22/2020
2019,Minisink Valley,333801,3640,2756129,825,1395613,4151742,04/22/2020
2019,Monroe-Woodbury,334001,5605,4898866,1150,2268189,7167055,04/22/2020
2019,Kiryas Joel Village,334002,739,282918,85,70929,353847,04/22/2020
2019,Valley,334201,3857,3071386,1144,2033354,5104740,04/22/2020
2019,Tuxedo,335003,343,150172,79,79243,229415,04/22/2020
2019,Warwick Valley,335401,3557,2676496,896,1537481,4213977,04/22/2020
2019,Greenwood Lake,335411,1101,836949,277,492761,1329710,04/22/2020
2019,Florida,335415,852,759870,235,473166,1233036,04/22/2020
2019,Albion,342001,1778,825257,827,806101,1631358,04/22/2020
2019,Kendall,343007,895,423620,381,400798,824418,04/22/2020
2019,Holley,343204,1148,789548,523,766199,1555747,04/22/2020
2019,Medina,343401,1522,950538,793,1018468,1969006,04/22/2020
2019,Lyndonville,343801,716,338957,343,346204,685161,04/22/2020
2019,Fulton,350400,2692,2131796,1190,1908910,4040706,04/22/2020
2019,Oswego,351200,3781,2255627,1554,1906816,4162443,04/22/2020
2019,Altmar Parish-Williamstown,352002,1239,525261,480,427371,952632,04/22/2020
2019,Hannibal,353001,1234,835335,507,725133,1560468,04/22/2020
2019,Central Square,353201,4164,2307687,1533,1832094,4139781,04/22/2020
2019,Mexico,353401,2082,1133083,824,958328,2091411,04/22/2020
2019,Pulaski,355001,910,549435,377,493235,1042670,04/22/2020
2019,Sandy Creek,355201,902,390877,450,401048,791925,04/22/2020
2019,Phoenix,355401,1964,1600948,806,1427404,3028352,04/22/2020
2019,Oneonta,361200,1886,1071300,771,949753,2021053,04/22/2020
2019,Gilbertsville-Mt Upton,362202,516,178399,281,206748,385147,04/22/2020
2019,Cherry Valley-Springfield,362401,747,252456,317,235407,487863,04/22/2020
2019,Edmeston,362801,536,191986,195,153566,345552,04/22/2020
2019,Laurens,363401,434,208719,214,236869,445588,04/22/2020
2019,Schenevus,363601,441,219591,227,245165,464756,04/22/2020
2019,Milford,364001,515,225196,260,251921,477117,04/22/2020
2019,Morris,364201,471,226603,200,202857,429460,04/22/2020
2019,Otego-Unadilla,364801,1088,600601,509,613178,1213779,04/22/2020
2019,Cooperstown,365001,897,285622,409,292186,577808,04/22/2020
2019,Richfield Springs,365601,631,188820,359,234295,423115,04/22/2020
2019,Worcester,366606,445,248105,194,235252,483357,04/22/2020
2019,Mahopac,372001,4357,4601611,1018,2436920,7038531,04/22/2020
2019,Carmel,372002,4889,5937798,1180,3222805,9160603,04/22/2020
2019,Haldane,372601,747,608815,270,461495,1070310,04/22/2020
2019,Garrison,372604,309,140087,78,81029,221116,04/22/2020
2019,Putnam Valley,372803,1916,2521671,419,1225545,3747216,04/22/2020
2019,Brewster,373001,3407,3362153,905,2038074,5400227,04/22/2020
2019,Rensselaer,381400,947,440025,366,359432,799457,04/22/2020
2019,Troy,381700,2957,1775278,1096,1428112,3203390,04/22/2020
2019,Lansingburgh,381701,1840,945897,854,957589,1903486,04/22/2020
2019,Berlin,382001,1199,551544,493,475739,1027283,04/22/2020
2019,Brunswick,382202,1403,739554,528,603423,1342977,04/22/2020
2019,East Greenbush,382401,5028,2652000,1574,1817174,4469174,04/22/2020
2019,Hoosick Falls,382801,1217,666450,536,621393,1287843,04/22/2020
2019,North Greenbush,383201,287,43891,121,42317,86208,04/22/2020
2019,Wynantskill,383204,685,409780,296,399418,809198,04/22/2020
2019,Averill Park,384001,3524,1872125,1027,1212083,3084208,04/22/2020
2019,Hoosic Valley,384201,1195,575377,425,451192,1026569,04/22/2020
2019,Schodack,384401,1125,713656,345,490071,1203727,04/22/2020
2019,Clarkstown,392001,8102,7821942,1795,3958181,11780123,04/22/2020
2019,Nanuet,392008,1796,1991156,534,1336840,3327996,04/22/2020
2019,Haverstraw-Stony Point,392201,5803,10340645,1782,6641497,16982142,04/22/2020
2019,South Orangetown,392401,3357,3489601,737,1749928,5239529,04/22/2020
2019,Nyack,392404,2944,3861474,707,2178718,6040192,04/22/2020
2019,Pearl River,392408,2536,2777448,639,1595025,4372473,04/22/2020
2019,Ramapo,392601,3634,5264057,1019,3258255,8522312,04/22/2020
2019,East Ramapo,392602,7756,6971954,1719,3196924,10168878,04/22/2020
2019,Ogdensburg,401200,1507,1160740,663,951543,2112283,04/22/2020
2019,Brasher Falls,402001,1018,648564,439,569732,1218296,04/22/2020
2019,Canton,402201,1412,849370,484,604845,1454215,04/22/2020
2019,Clifton-Fine,402601,379,124533,199,121886,246419,04/22/2020
2019,Colton-Pierrepont,402801,489,211620,251,238909,450529,04/22/2020
2019,Edwards-Knox,403401,573,165350,250,149319,314669,04/22/2020
2019,Gouverneur,404001,1406,546462,624,463823,1010285,04/22/2020
2019,Hammond,404201,347,139119,132,112671,251790,04/22/2020
2019,Hermon-Dekalb,404401,424,212549,202,207177,419726,04/22/2020
2019,Lisbon,405002,646,354519,247,285974,640493,04/22/2020
2019,Madrid-Waddington,405601,746,380686,354,382096,762782,04/22/2020
2019,Massena,405801,2589,1384123,1195,1303435,2687558,04/22/2020
2019,Morristown,406001,467,204440,239,224160,428600,04/22/2020
2019,Norwood-Norfolk,406201,1121,812558,539,810493,1623051,04/22/2020
2019,Heuvelton,406404,709,419532,260,330127,749659,04/22/2020
2019,Parishville-Hopkinton,406601,478,192373,246,200443,392816,04/22/2020
2019,Potsdam,407402,1422,983018,502,735246,1718264,04/22/2020
2019,Mechanicville,411000,1288,713563,506,640382,1353945,04/22/2020
2019,Saratoga Springs,411500,6727,2922693,1745,1646104,4568797,04/22/2020
2019,Burnt Hills-Ballston Lake,412001,3838,2576396,1196,1826459,4402855,04/22/2020
2019,Shenendehowa,412402,10560,6755431,2422,3459525,10214956,04/22/2020
2019,Corinth,412601,1156,496923,517,469060,965983,04/22/2020
2019,Edinburg,413001,246,44456,147,57359,101815,04/22/2020
2019,Galway,413201,1289,644170,486,521233,1165403,04/22/2020
2019,Ballston Spa,414201,4059,2753969,1168,1665922,4419891,04/22/2020
2019,South Glens Falls,414401,3213,1945316,1055,1414200,3359516,04/22/2020
2019,Schuylerville,415001,1787,1256731,524,783897,2040628,04/22/2020
2019,Stillwater,415201,1317,619478,430,441103,1060581,04/22/2020
2019,Waterford-Halfmoon,415401,754,583228,334,555329,1138557,04/22/2020
2019,Schenectady,421500,5455,3655282,2139,2872777,6528059,04/22/2020
2019,Duanesburg,422001,1027,521112,331,369720,890832,04/22/2020
2019,Scotia-Glenville,422202,3187,1871239,1054,1384908,3256147,04/22/2020
2019,Niskayuna,422401,4281,2424601,902,1167429,3592030,04/22/2020
2019,Schalmont,422801,2513,1393707,974,1220893,2614600,04/22/2020
2019,Rotterdam-Mohonasen,422803,3592,1756189,1580,1742990,3499179,04/22/2020
2019,Cobleskill-Richmondville,432602,1733,984948,899,1059224,2044172,04/22/2020
2019,Gilboa-Conesville,433401,411,133977,280,188971,322948,04/22/2020
2019,Jefferson,433601,304,128160,174,157300,285460,04/22/2020
2019,Middleburgh,433801,903,556805,509,637989,1194794,04/22/2020
2019,Schoharie,434201,1092,691523,491,669189,1360712,04/22/2020
2019,Sharon Springs,434601,303,166291,165,198962,365253,04/22/2020
2019,Odessa-Montour,442001,931,403088,417,399954,803042,04/22/2020
2019,Watkins Glen,442401,1339,438898,628,457846,896744,04/22/2020
2019,South Seneca,452801,962,398387,466,421894,820281,04/22/2020
2019,Romulus,453003,502,243664,226,242258,485922,04/22/2020
2019,Seneca Falls,453201,1435,999827,663,992929,1992756,04/22/2020
2019,Waterloo,453801,1668,961741,768,961100,1922841,04/22/2020
2019,Corning,460300,4995,3586807,2092,3189797,6776604,04/22/2020
2019,Hornell,460600,1343,696161,609,611070,1307231,04/22/2020
2019,Addison,462001,1156,589464,542,558476,1147940,04/22/2020
2019,Avoca,462201,606,215933,302,217400,433333,04/22/2020
2019,Bath,462402,1400,701056,599,619010,1320066,04/22/2020
2019,Bradford,462601,334,154542,149,152350,306892,04/22/2020
2019,Campbell-Savona,463002,926,487561,372,415995,903556,04/22/2020
2019,Canisteo-Greenwood,463202,943,464722,518,507353,972075,04/22/2020
2019,Arkport,465201,513,324486,269,326985,651471,04/22/2020
2019,Jasper-Troupsburg,465601,509,204070,217,183755,387825,04/22/2020
2019,Prattsburgh,466001,500,200670,211,170671,371341,04/22/2020
2019,Hammondsport,467201,757,222951,364,236312,459263,04/22/2020
2019,Wayland-Cohocton,467401,1509,715564,735,725244,1440808,04/22/2020
2019,Babylon,472001,1811,2178730,333,905538,3084268,04/22/2020
2019,West Babylon,472002,4021,4676817,984,2587035,7263852,04/22/2020
2019,North Babylon,472003,4792,5160260,1340,3287205,8447465,04/22/2020
2019,Lindenhurst,472004,6254,7698601,1668,4673853,12372454,04/22/2020
2019,Copiague,472005,3555,4634374,1050,1832178,6466552,04/22/2020
2019,Amityville,472006,3072,3405842,999,2025569,5431411,04/22/2020
2019,Deer Park,472007,3881,4427080,1196,3085005,7512085,04/22/2020
2019,Wyandanch,472009,806,975669,194,530243,1505912,04/22/2020
2019,Three Village,472201,6048,7029608,1378,3581557,10611165,04/22/2020
2019,Brookhaven-Comsewogue,472203,3201,3579581,876,2121931,5701512,04/22/2020
2019,South Country,472204,3631,3612140,785,1753366,5365506,04/22/2020
2019,Sachem,472205,12835,11840712,3063,6294233,18134945,04/22/2020
2019,Port Jefferson,472206,1030,679666,210,312445,992111,04/22/2020
2019,Mount Sinai,472207,2189,2483334,598,1533095,4016429,04/22/2020
2019,Miller Place,472208,2640,3046349,460,1194307,4240656,04/22/2020
2019,Rocky Point,472209,2956,3816267,522,1483715,5299982,04/22/2020
2019,Middle Country,472211,9095,10342575,2449,6199927,16542502,04/22/2020
2019,Longwood,472212,8891,10635464,3097,7516379,18151843,04/22/2020
2019,Patchogue-Medford,472224,6968,8046864,1729,4348836,12395700,04/22/2020
2019,William Floyd,472232,6654,8463405,1559,4312875,12776280,04/22/2020
2019,Center Moriches,472233,1293,1553245,269,721761,2275006,04/22/2020
2019,East Moriches,472234,990,1161935,188,500129,1662064,04/22/2020
2019,Eastport- South Manor,472235,2961,3414411,832,1955070,5369481,04/22/2020
2019,East Hampton,472401,756,120358,197,69077,189435,04/22/2020
2019,Wainscott,472402,52,2123,12,1114,3237,04/22/2020
2019,Amagansett,472403,123,10891,45,9010,19901,04/22/2020
2019,Springs,472404,655,200970,208,144360,345330,04/22/2020
2019,Sag Harbor,472405,800,189102,322,174070,363172,04/22/2020
2019,Montauk,472406,369,54517,136,45728,100245,04/22/2020
2019,Elwood,472601,2077,2354148,504,1298522,3652670,04/22/2020
2019,Cold Spring Harbor,472602,665,633558,84,180985,814543,04/22/2020
2019,Huntington,472603,4572,4492290,1035,2284085,6776375,04/22/2020
2019,Northport-East Northport,472604,5971,4475443,1295,2203777,6679220,04/22/2020
2019,Half Hollow Hills,472605,6097,5514806,1637,3254002,8768808,04/22/2020
2019,Harborfields,472606,2785,2925058,580,1381998,4307056,04/22/2020
2019,Commack,472610,6162,6922006,1534,3941493,10863499,04/22/2020
2019,South Huntington,472613,5712,6305688,1469,3678691,9984379,04/22/2020
2019,Bay Shore,472801,4089,4771184,968,2507592,7278776,04/22/2020
2019,Islip,472802,2835,3614039,693,1911472,5525511,04/22/2020
2019,East Islip,472803,4074,4420628,1004,2643193,7063821,04/22/2020
2019,Sayville,472804,2987,3339512,738,1892079,5231591,04/22/2020
2019,Bayport-Blue Point,472805,2192,2862353,475,1325889,4188242,04/22/2020
2019,Hauppauge,472806,3657,2511531,970,1519585,4031116,04/22/2020
2019,Connetquot,472807,6325,6724958,1760,4146141,10871099,04/22/2020
2019,West Islip,472809,4754,5042645,1189,2887493,7930138,04/22/2020
2019,Brentwood,472812,7261,5644265,1884,3345959,8990224,04/22/2020
2019,Central Islip,472813,3974,4922349,1088,3035646,7957995,04/22/2020
2019,Fire Island,472814,69,6733,15,3344,10077,04/22/2020
2019,Shoreham-Wading River,473001,2235,2307833,618,1368681,3676514,04/22/2020
2019,Riverhead,473002,4775,3569931,2193,3397658,6967589,04/22/2020
2019,Shelter Island,473201,369,52105,146,47213,99318,04/22/2020
2019,Smithtown,473401,9070,9298960,2212,5034639,14333599,04/22/2020
2019,Kings Park,473405,3746,3463131,865,1800691,5263822,04/22/2020
2019,Remsenburg-Speonk,473601,242,67550,71,45299,112849,04/22/2020
2019,Westhampton Beach,473602,620,193530,185,129007,322537,04/22/2020
2019,Quogue,473603,122,11764,35,7789,19553,04/22/2020
2019,Hampton Bays,473605,1557,1008253,604,895540,1903793,04/22/2020
2019,Southhampton,473606,973,105789,323,79896,185685,04/22/2020
2019,Bridgehampton,473609,135,11910,40,8080,19990,04/22/2020
2019,Sagaponack,473610,22,243,2,50,293,04/22/2020
2019,Tuckahoe Common,473613,293,103611,130,103119,206730,04/22/2020
2019,East Quogue,473617,744,403299,232,276323,679622,04/22/2020
2019,Oysterponds,473802,268,46695,110,43633,90328,04/22/2020
2019,Fishers Island,473804,27,4723,2,797,5520,04/22/2020
2019,Southold,473805,1055,441401,393,378185,819586,04/22/2020
2019,Greenport,473810,428,218116,201,234800,452916,04/22/2020
2019,Mattituck-Cutchogue,473812,1495,630170,492,472010,1102180,04/22/2020
2019,New Suffolk,473815,60,10164,24,9255,19419,04/22/2020
2019,Fallsburg,482801,795,550915,311,449449,1000364,04/22/2020
2019,Eldred,483401,778,309029,303,269154,578183,04/22/2020
2019,Liberty,483601,949,667127,499,762833,1429960,04/22/2020
2019,Tri-Valley,484201,955,508555,356,396812,905367,04/22/2020
2019,Roscoe,484401,265,109980,136,123568,233548,04/22/2020
2019,Livingston Manor,484402,459,193405,233,208171,401576,04/22/2020
2019,Monticello,484601,2198,1071866,955,986068,2057934,04/22/2020
2019,Sullivan West,484802,1535,595176,810,690252,1285428,04/22/2020
2019,Waverly,492001,1426,630534,622,591686,1222220,04/22/2020
2019,Candor,492401,790,435115,379,437615,872730,04/22/2020
2019,Newark Valley,492602,1340,768423,571,714524,1482947,04/22/2020
2019,Owego-Apalachin,493001,2172,1290670,978,1245461,2536131,04/22/2020
2019,Spencer-Van Etten,493401,995,443137,460,488743,931880,04/22/2020
2019,Tioga,493603,867,255647,415,268450,524097,04/22/2020
2019,Ithaca,500700,5535,2826047,1721,1873106,4699153,04/22/2020
2019,Dryden,502401,1795,1201998,705,954806,2156804,04/22/2020
2019,Groton,502801,950,563574,413,527811,1091385,04/22/2020
2019,Lansing,503201,1161,699594,418,557756,1257350,04/22/2020
2019,Newfield,503401,800,428525,349,372626,801151,04/22/2020
2019,Trumansburg,503601,1239,661754,502,586937,1248691,04/22/2020
2019,Kingston,510800,6283,4118393,2688,3866501,7984894,04/22/2020
2019,Highland,513203,1759,1218608,538,821520,2040128,04/22/2020
2019,Rondout Valley,513401,2558,1344480,1077,1252141,2596621,04/22/2020
2019,Marlboro,513601,1720,1404491,530,934030,2338521,04/22/2020
2019,New Paltz,513801,2364,1533561,640,932397,2465958,04/22/2020
2019,Onteora,514001,2262,795552,1294,1018469,1814021,04/22/2020
2019,Saugerties,514801,3135,1841266,1437,1895031,3736297,04/22/2020
2019,Wallkill,515201,3113,2569607,918,1500732,4070339,04/22/2020
2019,Ellenville,515602,1206,848147,534,734716,1582863,04/22/2020
2019,Glens Falls,520500,1880,970243,889,1032697,2002940,04/22/2020
2019,Bolton,522001,256,36816,156,50781,87597,04/22/2020
2019,Lake George,522201,1024,192117,462,196729,388846,04/22/2020
2019,North Warren,522402,760,146777,443,191137,337914,04/22/2020
2019,Johnsburg,523001,390,125516,223,160068,285584,04/22/2020
2019,Hadley-Luzerne,523201,1038,341290,526,368252,709542,04/22/2020
2019,Queensbury,523402,3147,1431750,1280,1264198,2695948,04/22/2020
2019,Glens Falls Common,523418,176,68115,73,61299,129414,04/22/2020
2019,Warrensburg,524001,868,340752,478,411158,751910,04/22/2020
2019,Argyle,532001,673,311011,310,305211,616222,04/22/2020
2019,Fort Ann,532802,613,240562,241,212706,453268,04/22/2020
2019,Fort Edward,533001,379,190192,181,206984,397176,04/22/2020
2019,Granville,533201,1070,499655,553,552404,1052059,04/22/2020
2019,Greenwich,533401,1143,558319,481,527821,1086140,04/22/2020
2019,Hartford,533801,509,257413,267,296843,554256,04/22/2020
2019,Hudson Falls,534401,1964,759013,924,801375,1560388,04/22/2020
2019,Putnam,534601,130,21204,58,20486,41690,04/22/2020
2019,Salem,534801,702,296061,275,254976,551037,04/22/2020
2019,Cambridge,535010,1049,451598,498,463018,914616,04/22/2020
2019,Whitehall,535201,683,207968,349,216075,424043,04/22/2020
2019,Newark,542001,2003,1237167,938,1257603,2494770,04/22/2020
2019,Clyde-Savannah,542401,825,492840,416,525730,1018570,04/22/2020
2019,Lyons,542801,940,558534,402,483599,1042133,04/22/2020
2019,Gananda,543002,1092,1011286,223,467661,1478947,04/22/2020
2019,Marion,543201,1028,708394,400,614453,1322847,04/22/2020
2019,Wayne,543401,2712,1677315,1089,1507026,3184341,04/22/2020
2019,Palmyra-Macedon,543601,1844,1400425,883,1483655,2884080,04/22/2020
2019,Sodus,544201,1069,646230,580,737563,1383793,04/22/2020
2019,Williamson,544602,1119,823555,487,806148,1629703,04/22/2020
2019,North Rose-Wolcott,544801,1255,546491,706,664254,1210745,04/22/2020
2019,Red Creek,544803,850,344920,423,366114,711034,04/22/2020
2019,Mount Vernon,550800,3666,11326419,1064,5650505,16976924,04/22/2020
2019,New Rochelle,551000,5212,10993212,1262,5157664,16150876,04/22/2020
2019,Peekskill,551200,2253,4972529,599,2374139,7346668,04/22/2020
2019,Rye,551400,818,910538,224,525129,1435667,04/22/2020
2019,White Plains,551700,4505,9914542,933,3870709,13785251,04/22/2020
2019,Yonkers,551800,13331,22029230,3597,10898126,32927356,04/22/2020
2019,Katonah-Lewisboro,552001,2744,4556187,495,1868050,6424237,04/22/2020
2019,Bedford,552002,2587,3463729,633,1735167,5198896,04/22/2020
2019,Croton-Harmon,552202,1292,2240520,276,1037060,3277580,04/22/2020
2019,Hendrick Hudson,552203,2182,3369865,471,1487294,4857159,04/22/2020
2019,Eastchester,552401,2005,4686582,526,2471977,7158559,04/22/2020
2019,Tuckahoe,552402,816,1453087,142,542322,1995409,04/22/2020
2019,Bronxville,552403,280,665965,39,241382,907347,04/22/2020
2019,Tarrytowns,552601,1492,3035854,397,1673603,4709457,04/22/2020
2019,Irvington,552602,762,1689484,178,791912,2481396,04/22/2020
2019,Dobbs Ferry,552603,689,1542669,177,810573,2353242,04/22/2020
2019,Hastings On Hudson,552604,856,1101218,204,1647347,2748565,04/22/2020
2019,Ardsley,552605,1441,2691194,252,1076840,3768034,04/22/2020
2019,Edgemont,552606,526,1349049,86,446818,1795867,04/22/2020
2019,Greenburgh,552607,2574,4572644,762,2609130,7181774,04/22/2020
2019,Elmsford,552609,858,1400134,263,965392,2365526,04/22/2020
2019,Harrison,552801,1643,1998069,497,1259033,3257102,04/22/2020
2019,Mamaroneck,553201,2140,3152754,428,1278377,4431131,04/22/2020
2019,Mount Pleasant,553401,2174,3266766,597,2031697,5298463,04/22/2020
2019,Pocantico Hills,553402,308,240695,70,119124,359819,04/22/2020
2019,Valhalla,553405,1278,2259230,322,1256994,3516224,04/22/2020
2019,Pleasantville,553409,1228,2321931,272,1056669,3378600,04/22/2020
2019,Chappaqua,553604,1510,2624043,200,779738,3403781,04/22/2020
2019,Byram Hills,553801,1449,1833304,192,548125,2381429,04/22/2020
2019,North Salem,554001,1021,1396917,241,661034,2057951,04/22/2020
2019,Ossining,554201,3586,8171091,829,4007499,12178590,04/22/2020
2019,Briarcliff Manor,554202,833,1584048,88,385876,1969924,04/22/2020
2019,Pelham,554401,979,1822198,257,969782,2791980,04/22/2020
2019,Rye Neck,554801,815,1220918,251,772881,1993799,04/22/2020
2019,Port Chester-Rye,554804,1979,3374391,803,2700738,6075129,04/22/2020
2019,Blind Brook-Rye,554805,709,961698,148,458682,1420380,04/22/2020
2019,Scarsdale,555001,1503,1839340,177,494895,2334235,04/22/2020
2019,Somers,555201,3092,5099558,1151,3846159,8945717,04/22/2020
2019,Lakeland,555401,5843,11594261,1717,6448209,18042470,04/22/2020
2019,Yorktown,555402,3313,6478552,704,3054364,9532916,04/22/2020
2019,Attica,562201,1832,861860,682,716223,1578083,04/22/2020
2019,Letchworth,562601,1064,424823,421,348638,773461,04/22/2020
2019,Wyoming,563802,307,145665,127,132453,278118,04/22/2020
2019,Perry,564201,902,424454,443,429224,853678,04/22/2020
2019,Warsaw,564801,1018,618675,411,551192,1169867,04/22/2020
2019,Penn Yan,573001,2152,654964,1027,694373,1349337,04/22/2020
2019,Dundee,573401,862,270572,436,290406,560978,04/22/2020
2019,New York City School,650000,379641,107971221,95556,57497839,165469060,04/22/2020
2018,Albany,010100,7989,5084237,2446,3277351,8361588,03/11/2020
