the_geom,DOCUMENT_I,DOCUMENT_T,FILE_NUMBE,SHAPE_AREA,SHAPE_LEN
"MULTIPOLYGON (((-97.68730656189727 30.291511504844436, -97.68750920582299 30.291179812297713, -97.68768500144846 30.29126150225749, -97.68748575614521 30.291593590126258, -97.68730656189727 30.291511504844436)))",12432/719,TRAVIS COUNTY DOCUMENT,3483.03,8650.6340625,399.594744521
"MULTIPOLYGON (((-97.76401866907592 30.202870416290235, -97.76333852846247 30.20257898527054, -97.7629858843245 30.202563655982047, -97.7629067919783 30.202524400995703, -97.7623603849894 30.20225390786944, -97.76226564348633 30.202206991482754, -97.761858305783 30.202004758055807, -97.76199358426356 30.20183530491163, -97.76287852015108 30.20215519658231, -97.763084248018 30.2022286892636, -97.76421419410495 30.202632311693417, -97.76472619760791 30.20256667479518, -97.76661514831176 30.203130688206425, -97.76725773752007 30.203442883993812, -97.7674473376493 30.2036925494478, -97.76761886773448 30.203970110290467, -97.7677835060287 30.204008458364388, -97.7704923053147 30.20468684813897, -97.77083341500624 30.205590881623543, -97.77079431991827 30.2057719224014, -97.77078510116816 30.205841320816273, -97.77062286544268 30.206068770259876, -97.77033682334246 30.206366114304423, -97.77027114092536 30.20645478814252, -97.7702405483775 30.206533716565872, -97.77017716803155 30.206595290852256, -97.77006957915965 30.20668208236559, -97.76998417519584 30.20676813525873, -97.76987895938265 30.206974310207062, -97.76968102192166 30.207214107838922, -97.76948914325614 30.207523856954523, -97.76919646737079 30.208111761949237, -97.76916737237761 30.208313162392248, -97.76919644249456 30.20870918461088, -97.76917142647228 30.20891437966885, -97.76886067489444 30.20877303388924, -97.76869250140084 30.20869659002238, -97.76857846734198 30.208646725692752, -97.76868745686491 30.208498961431776, -97.76879903249132 30.208351578916137, -97.76890575831754 30.20820794962863, -97.76902810066628 30.20804263047552, -97.76910955485855 30.207866866354276, -97.76918351499846 30.207705006231024, -97.76922552789465 30.20761340945479, -97.76926677795515 30.207520724770173, -97.76927089379487 30.2075147839969, -97.76938251554702 30.207365586742878, -97.76949080359512 30.20722267587747, -97.76961885576891 30.20705092479476, -97.76972722262785 30.20690501748402, -97.76983721966685 30.20675732923722, -97.76996191619398 30.206592659760318, -97.77007191251866 30.206444971315953, -97.77019094191509 30.206283818607766, -97.77039454662346 30.2060093164631, -97.7703972119318 30.20599836855912, -97.77043811132127 30.20568012340405, -97.77021548083533 30.20541862139881, -97.76999208074008 30.205156335213537, -97.7698372268019 30.20497551000552, -97.76958309268709 30.20490732992838, -97.76933810416831 30.204841752742457, -97.76909570063587 30.20477900638202, -97.7689023175695 30.204728046587043, -97.76885137264263 30.2047088484571, -97.76862095056687 30.20462180662904, -97.76839052749217 30.204534817646035, -97.76815775750659 30.204446792831824, -97.76792498137539 30.204359014991834, -97.76769691261958 30.20427284371248, -97.76748138200804 30.2041914887817, -97.76745721521856 30.20417744719463, -97.76721476042252 30.204036943100572, -97.76700094042447 30.203950751850744, -97.7667706773309 30.203857853366202, -97.76661011544967 30.203793247993396, -97.76641353495386 30.20371378375614, -97.76616995014761 30.203615828130495, -97.76614488805687 30.20360570128986, -97.76590289048808 30.20350761366846, -97.76567028305418 30.20341364682593, -97.76547840005928 30.20333619882259, -97.76546455428645 30.203330642274267, -97.76543767173433 30.203319842774608, -97.76520506588996 30.20322584931824, -97.76497324294849 30.203132199453343, -97.76465969110353 30.203045958208996, -97.76401866907592 30.202870416290235)))",5814/1580,TRAVIS COUNTY DOCUMENT,3556,567009.663868,9264.43765661
"MULTIPOLYGON (((-97.74012202820902 30.262703540642974, -97.73999491542999 30.263042010298435, -97.73979214374081 30.262982899067158, -97.73991609052176 30.26264436551753, -97.74012202820902 30.262703540642974)))",11080/1323,TRAVIS COUNTY DOCUMENT,3150.03,8795,394.679224765
"MULTIPOLYGON (((-97.68458916104237 30.434168135664912, -97.6841698287191 30.433958398194047, -97.68439687374395 30.433607073026046, -97.68481790903236 30.433812552580484, -97.68458916104237 30.434168135664912)))",10754/1605,TRAVIS COUNTY DOCUMENT,3056,22444.9472125,599.370922574
"MULTIPOLYGON (((-97.74596722872062 30.26471532234058, -97.74608708334185 30.264381783508558, -97.74621953662636 30.264417548053903, -97.74635766174588 30.264454853716856, -97.74649695054784 30.264492485260345, -97.74663160968444 30.26452885772849, -97.74650631081404 30.264859596947748, -97.74636944294289 30.264823827808716, -97.74622948203599 30.264785249167236, -97.74609103097464 30.264749449478682, -97.74596722872062 30.26471532234058)))",5149/1564,TRAVIS COUNTY DOCUMENT,1470,22736.921733,611.829738937
"MULTIPOLYGON (((-97.74542994560376 30.15989583592924, -97.74528850070661 30.159829716934087, -97.7452768592336 30.159821232309174, -97.74526766386589 30.159810045111694, -97.74526163176583 30.159798921877673, -97.74525876297832 30.159787860889555, -97.74525913097226 30.159774118475156, -97.74526345309242 30.159760454297857, -97.74541825442539 30.159505054837528, -97.74561209477662 30.159594233846377, -97.74542994560376 30.15989583592924)))",2000011816,TRAVIS COUNTY DOCUMENT,3688.01,8492.359375,377.491902357
"MULTIPOLYGON (((-97.78557619630206 30.291267100273316, -97.78553008387935 30.291474795477182, -97.78552707828102 30.291474598211977, -97.78551736678959 30.291473910096187, -97.78549775375066 30.291472530084096, -97.78546595848843 30.29147041283188, -97.78543412937458 30.291468377408446, -97.78540226568339 30.291466451302547, -97.78537043149258 30.29146460828482, -97.78533859512595 30.29146284772558, -97.78530672418168 30.291461196483773, -97.78527485178716 30.29145960021166, -97.78524297576516 30.29145814137558, -97.78521112996879 30.291456738138884, -97.78517924959444 30.29145544421965, -97.78514733609343 30.291454204640278, -97.78511545064059 30.291453103126678, -97.78508356373703 30.291452056582767, -97.78505167393111 30.29145111998604, -97.78501978194856 30.29145026584776, -97.78498785611319 30.291449493538007, -97.78495595905125 30.291448831805386, -97.78492405981241 30.291448252531115, -97.78489215839652 30.291447755715268, -97.78486022312751 30.291447340727995, -97.78482831663159 30.29144703631779, -97.78346180147459 30.291434652944712, -97.78346371427483 30.29132146022002, -97.78496541309303 30.291282817844866, -97.78557619630206 30.291267100273316)))",11337/0924,TRAVIS COUNTY DOCUMENT,3356S,36505.37075,1438.19638495
"MULTIPOLYGON (((-97.82160421290716 30.20263119169857, -97.82176105095138 30.20239210568405, -97.82195701355577 30.202485938475487, -97.82215138182777 30.202578997117115, -97.82229379398845 30.202642626179504, -97.82248474748116 30.20273437971231, -97.82254669904745 30.202764142418232, -97.82267667835197 30.202834760501247, -97.82284278541695 30.202922450949707, -97.82300655104748 30.20301001276622, -97.82311395509646 30.20306607886675, -97.8231690116856 30.20309548607454, -97.82317875692658 30.203100710129142, -97.82332960569704 30.203183425338736, -97.8233341227002 30.2031838439149, -97.82349093452322 30.203267390890673, -97.82360823893374 30.203329893760582, -97.82365317916621 30.203353821934822, -97.82381311613453 30.20343905242382, -97.82398135507559 30.20353000097016, -97.82408015050525 30.203581084545544, -97.82429791737876 30.203702376217276, -97.8245327820772 30.203833083585085, -97.82453144743485 30.203834867465115, -97.82626862411179 30.20467263331444, -97.82626977327661 30.204670751244223, -97.82774742949849 30.205373168813832, -97.8296600828872 30.20626830736285, -97.82906526600529 30.20727359205768, -97.82912861077872 30.207303543757792, -97.82863898565128 30.20808486582004, -97.8276515519612 30.2096605461775, -97.82876925249289 30.21021134525492, -97.83031431556344 30.210975301615957, -97.82941382480874 30.21163151628668, -97.82907217517734 30.21230588768371, -97.82890871117847 30.212351150939732, -97.82885742375518 30.212361671599957, -97.82871474020847 30.212338253950303, -97.82838156121518 30.212175246155482, -97.82816439566747 30.2120689901121, -97.82799707859063 30.21198802141549, -97.82777913788175 30.211882382103735, -97.82757445492267 30.211783189963402, -97.82736486122938 30.211681591154896, -97.82715676990624 30.211580763973817, -97.82695058756383 30.21148082639711, -97.82674156170725 30.211379512687547, -97.82653350135709 30.21127868507722, -97.82632728865406 30.211178745880225, -97.8261198589896 30.21107820495791, -97.82591364516422 30.21097826505791, -97.82570899966377 30.210879070602644, -97.82549012390234 30.21077296895269, -97.82526070697634 30.2106617924671, -97.82509496337241 30.210581538281637, -97.82440667905381 30.210248472283812, -97.82371408321274 30.209913339522966, -97.82301961687118 30.209577255233224, -97.82314829986524 30.209377631916084, -97.82301773517958 30.20931456625532, -97.82289439093994 30.209255134870002, -97.82257643055499 30.209100688319428, -97.82243766789341 30.20903264832165, -97.8218515837631 30.208748438690815, -97.82179192488036 30.208719186499774, -97.8216531790784 30.208651833534425, -97.82116026462064 30.208411223164042, -97.82053158588963 30.20810436025672, -97.81986685988026 30.207779872404227, -97.81918081354488 30.207444980614024, -97.81928001963936 30.20729167474244, -97.81888954892277 30.20711692826118, -97.819036373046 30.20687503581004, -97.81911230741221 30.206754496589355, -97.81923529527876 30.20656095348962, -97.81933810047764 30.20639828478924, -97.81942887072755 30.206247864321913, -97.81953199140031 30.20608278142606, -97.81963398628214 30.20591957577216, -97.8197383280191 30.205752563996462, -97.81984587443863 30.20558041701151, -97.81995008312938 30.205413622493882, -97.82006674839536 30.205226857798248, -97.82010477141087 30.20515648172257, -97.82014834005243 30.20507254556579, -97.82015210725379 30.205065274524888, -97.8202676580389 30.204867763405346, -97.82035843918415 30.204694901971163, -97.82046640649304 30.204515006985165, -97.82056897958745 30.20434405450018, -97.82067774073428 30.2041628255768, -97.82078200413417 30.203992595399196, -97.82089212952229 30.203806361783936, -97.82099700631609 30.203630778715358, -97.82110597324265 30.203451315408888, -97.82117790384589 30.203329898969695, -97.8212085478463 30.203281435112103, -97.8212554013985 30.203200175842227, -97.82129127595535 30.20314416879405, -97.82130701912648 30.203118349952298, -97.82141524259818 30.202943079761425, -97.82153144440849 30.202750776726017, -97.82160421290716 30.20263119169857)))",2000015881,TRAVIS COUNTY DOCUMENT,3674,6406007.9561,11728.4933238
"MULTIPOLYGON (((-97.80186430730905 30.447076960590657, -97.80143855600849 30.44707590914032, -97.8014395255276 30.447032968129413, -97.80142638036071 30.44703309218868, -97.80141910186815 30.447031025120225, -97.80141406093672 30.447029576315128, -97.80140239479312 30.447025359958975, -97.80139162726901 30.447019562697342, -97.80138207116867 30.447012360876716, -97.80137397602198 30.447003922719947, -97.80136749464198 30.44699447298653, -97.80136281174937 30.446984230189585, -97.80136007789969 30.446973504991895, -97.8013593508137 30.44696251683951, -97.8013811981081 30.446109274967533, -97.80141316167888 30.446109353628973, -97.80165703061702 30.446109957128577, -97.801702483938 30.44611008173411, -97.80172755909565 30.44611016370254, -97.80172943619158 30.446123294003577, -97.80186430730905 30.447076960590657)))",13215/3340,TRAVIS COUNTY DOCUMENT,3620.01,46762.0449094,963.74014681
"MULTIPOLYGON (((-97.80811203731568 30.221002901890138, -97.80815248463794 30.220724076938456, -97.8081526052907 30.220723171720103, -97.80816422919918 30.220725546138404, -97.80816756663046 30.22072621700713, -97.80817356704941 30.220726857872766, -97.80819994108764 30.22072960562217, -97.80823145038072 30.22073572746566, -97.80826295769945 30.220741849262353, -97.8082936756749 30.2207479554886, -97.80832511311995 30.220756826186747, -97.80836757718066 30.220766766862486, -97.808414821249 30.22077784687368, -97.80841654348302 30.220778595904015, -97.80843438882556 30.22078648352991, -97.80844985606261 30.220800539935144, -97.80845907263662 30.220817470930125, -97.80846015969139 30.220819500075972, -97.80846043163473 30.2208200004902, -97.80846300739248 30.220831712518816, -97.80846453414303 30.220838728366008, -97.80846467659997 30.220839336239244, -97.80846333675701 30.220851823664702, -97.80846263105295 30.220858300447, -97.8084625909545 30.220858547182942, -97.80845496602126 30.220877648921682, -97.8082899466032 30.221163176450272, -97.80828957538861 30.221162839096102, -97.80824300957218 30.22112088660533, -97.80811228676954 30.221003126832326, -97.80811203731568 30.221002901890138)))",2010138869,TRAVIS COUNTY DOCUMENT,4643.11,11330.1852719,428.341654532
"MULTIPOLYGON (((-97.84197494742034 30.196028066906727, -97.84226225746743 30.1955915236517, -97.84226228784334 30.19559149673997, -97.84226848618853 30.19558325651296, -97.84227574076591 30.195575724402623, -97.84228398813691 30.195568981682626, -97.84229309893094 30.195563134127745, -97.84230294360013 30.195558294384895, -97.84231339498892 30.195554482326006, -97.84232429274644 30.195551777339375, -97.84233547709766 30.195550236478567, -97.842346789951 30.19554985151106, -97.84234735956078 30.195549862592813, -97.8423502695266 30.195549972492554, -97.84235083838341 30.195550012781265, -97.84235838811426 30.195550680492943, -97.84235895559785 30.19555077404135, -97.84236239153995 30.19555128264921, -97.8423629610457 30.195551374518004, -97.84236412765792 30.19555156223046, -97.84236696290561 30.195552114157127, -97.84236809452192 30.195552354475158, -97.84237202742213 30.195553312794118, -97.84237715087231 30.19555475838276, -97.8423774973571 30.19555490435596, -97.84237777876676 30.195554964836102, -97.84237840868333 30.19555516960978, -97.84237862807208 30.195555256386047, -97.84237903595766 30.19555540011587, -97.8423791934296 30.195555432401086, -97.84238561989525 30.19555783843082, -97.84239181812684 30.195560654279372, -97.84367579150661 30.196195913442896, -97.84371093727559 30.19621296092905, -97.84374638263616 30.196229517463284, -97.84378215985295 30.196245559607796, -97.84376040850039 30.1963130683237, -97.84370028334236 30.1964961672728, -97.84312509692093 30.196209954999897, -97.84269034126375 30.19621800041731, -97.84261364803488 30.196337520406832, -97.84197494742034 30.196028066906727)))",2009208802,TRAVIS COUNTY DOCUMENT,4570.05,81476.1343473,1457.33159296
"MULTIPOLYGON (((-97.78082316825564 30.430130632214, -97.7807875956596 30.430059698276956, -97.78078514055514 30.430054805414812, -97.78050205165667 30.4294903198123, -97.78085387980695 30.429360460353614, -97.78077863603843 30.42921039058754, -97.78070321018502 30.42906001461438, -97.78055995902828 30.42877429303346, -97.78046999089068 30.428425273173218, -97.78041398034817 30.428263264208145, -97.780329156029 30.42808074209869, -97.7801707164301 30.427861688683613, -97.78011145521069 30.427779292248914, -97.78028647932325 30.42786467909532, -97.78134872301077 30.428381773670164, -97.78137767514637 30.428395881013078, -97.78139728656662 30.428428339909903, -97.78181933442465 30.429127313541823, -97.78182950392106 30.42955241556462, -97.7817731644847 30.429624509558295, -97.78175697453173 30.429637829378706, -97.78174772942698 30.429645374034994, -97.78173848577629 30.429652863712764, -97.78172917868125 30.42966035212863, -97.78171984131882 30.42966778493528, -97.78171047223348 30.429675217110656, -97.78170107288071 30.429682593676816, -97.78169164180508 30.429689969611655, -97.78168218046204 30.42969728993734, -97.78167268739612 30.429704609631674, -97.78166316406276 30.42971187371677, -97.78165360973433 30.429719109681614, -97.7816440244107 30.429726317526132, -97.78163440809196 30.4297334972504, -97.78162476077806 30.429740648854327, -97.78161508246907 30.429747772337926, -97.78160537316492 30.4297548677012, -97.78158589402051 30.429768947208597, -97.78157609173097 30.429775958210914, -97.78156625917407 30.42978291360393, -97.7815564273436 30.429789841507297, -97.78154653279648 30.429796740659594, -97.78153663897575 30.429803612322242, -97.78152668243843 30.429810455233785, -97.78151672662749 30.42981727065569, -97.78150673982142 30.429824057957166, -97.7814967220203 30.42983081713825, -97.78148667395186 30.42983752071005, -97.78146648410188 30.42985087098128, -97.78145634304818 30.429857490191775, -97.78143600040482 30.42987061739334, -97.78142576636586 30.429877152242565, -97.78140526947364 30.429890111352158, -97.78139494317729 30.42989653435106, -97.78138461760742 30.429902929860255, -97.78137429276407 30.42990929787968, -97.78135348737692 30.429921920806677, -97.78134307027624 30.429928176975753, -97.78133259045899 30.429934404393503, -97.78132211136825 30.429940604321565, -97.78131160128251 30.429946776129057, -97.78130106020168 30.429952919816046, -97.78129052057531 30.429959008524296, -97.78127991823233 30.429965068481273, -97.78126931661595 30.429971100948528, -97.78125868400456 30.429977105295148, -97.7810758062456 30.430079054323105, -97.78088435198713 30.430157289631804, -97.78087191067323 30.43015968253629, -97.78085916805061 30.430159071577318, -97.78084707576863 30.430155475680607, -97.78083657746856 30.430149216150244, -97.78082839182774 30.43014071983014, -97.78082316825564 30.430130632214)))",12083/800,TRAVIS COUNTY DOCUMENT,3422,221821.789448,2310.03289042
"MULTIPOLYGON (((-97.68283797768376 30.43377842156787, -97.68272920107874 30.433725373694497, -97.68244306226754 30.433585796677793, -97.68268386910437 30.43321099351686, -97.6830768628633 30.433412214251, -97.68283797768376 30.43377842156787)))",10754/1605,TRAVIS COUNTY DOCUMENT,3056,22143.1658844,595.678466204
"MULTIPOLYGON (((-97.63964196009532 30.236882220418202, -97.64088129045327 30.23640381184437, -97.64224237563808 30.23705517468789, -97.64072720709932 30.23740239233939, -97.6400794772552 30.2370919244172, -97.63964196009532 30.236882220418202)))",12659/1254,TRAVIS COUNTY DOCUMENT,3498,150647.305881,1805.40169214
"MULTIPOLYGON (((-97.60701479049361 30.204570667694703, -97.60821644185692 30.203110790059867, -97.60848125734066 30.203337140759217, -97.60918783291635 30.203941147179304, -97.6092817383686 30.204021423263292, -97.60844539368313 30.20446139896142, -97.60766955048373 30.204926259194316, -97.60701479049361 30.204570667694703)))",13226/2985,TRAVIS COUNTY DOCUMENT,3511.12,216439.399219,1975.41019928
"MULTIPOLYGON (((-97.60614883033637 30.204100367520745, -97.60723465587112 30.20266958260587, -97.60736443494669 30.20268960439429, -97.60737688460569 30.202691657203985, -97.60738929951694 30.202693819289006, -97.60740171210188 30.202696063835514, -97.6074140907148 30.202698390169807, -97.60742643535566 30.202700798291875, -97.60743874524893 30.202703315689302, -97.60745105204036 30.20270594303586, -97.60746332563555 30.202708624682614, -97.60747556448318 30.20271141560478, -97.60748780022914 30.202714316476012, -97.60749997113307 30.20271727097384, -97.6075121389354 30.202720335420782, -97.60752427199037 30.20272350914311, -97.60753637184916 30.202726737165776, -97.60754843696068 30.20273007446389, -97.60756046732493 30.20273352103742, -97.60757246449315 30.20273702191132, -97.60758442691413 30.20274063206066, -97.60759635536351 30.202744323997926, -97.60760824984129 30.20274809772314, -97.60762010957201 30.202751980723797, -97.60763190368546 30.202755944838756, -97.60764369547319 30.202759991415387, -97.60765542164364 30.202764119106277, -97.60766711306715 30.202768356072745, -97.60767877051923 30.2027726748272, -97.60769036235415 30.20277707469599, -97.60770192021769 30.202781556352832, -97.6077134441099 30.202786119797626, -97.60772490238502 30.202790764356884, -97.60773632591335 30.202795518191753, -97.6077477154704 30.202800353814627, -97.60775903941042 30.202805270551973, -97.60777032937922 30.202810269077414, -97.60778155373102 30.20281534871735, -97.6077927441117 30.20282051014533, -97.60780386887535 30.202825752687858, -97.60781492802214 30.202831076344875, -97.60782595242227 30.20283650927761, -97.60783691198104 30.20284199583732, -97.60784783756873 30.202847564185184, -97.60785869676403 30.20285324113524, -97.60786949111802 30.202858971712295, -97.607880251501 30.202864784077544, -97.6078909146213 30.20287067688384, -97.6079015429952 30.202876678965932, -97.60791210652779 30.202882734675104, -97.60792263608941 30.20288887217254, -97.60793306838845 30.202895090111053, -97.60794346749209 30.20290136235031, -97.60795376855768 30.20290774251827, -97.60796403565239 30.20291420447455, -97.60797423790586 30.202920720057957, -97.60798434289683 30.20292731608262, -97.60799441391691 30.20293399389556, -97.60800441932037 30.202940752823334, -97.60801432823678 30.2029475647048, -97.60802420318235 30.202954458374624, -97.6080340125113 30.202961433159352, -97.60804372457778 30.2029684883853, -97.60805337180307 30.202975597238613, -97.60806295341175 30.20298278720677, -97.60807246940378 30.202990058289878, -97.60808188890883 30.20299738232679, -97.60809127444308 30.203004788152132, -97.60810056271491 30.203012274418935, -97.6081097861456 30.203019814313144, -97.60811875796158 30.203027293843252, -97.60821644185692 30.203110790059867, -97.60701479049361 30.204570667694703, -97.60614883033637 30.204100367520745)))",13216/1676,TRAVIS COUNTY DOCUMENT,3511.15,220726.633294,1955.43268781
"MULTIPOLYGON (((-97.61221824756082 30.20650677564434, -97.61255654806506 30.206360022385645, -97.61257294332547 30.206353549745984, -97.61258742951101 30.206349649425775, -97.6125983633962 30.206347076332545, -97.61261301140348 30.206346424926004, -97.61262329125732 30.206346835875845, -97.6126334707511 30.206347437220824, -97.61264768461565 30.206350957201895, -97.61266142764713 30.20635432965724, -97.61267325733738 30.206355928702898, -97.61268586978049 30.206356719257016, -97.61269853786939 30.20635665836653, -97.61271113656402 30.206355688366727, -97.61272363344293 30.206353836072747, -97.6127359019177 30.206351098795075, -97.61274784549883 30.206347529491858, -97.61275946418608 30.206343128163155, -97.61277062984288 30.20633794709474, -97.61279244888404 30.206324411105314, -97.61280557401011 30.206313181236773, -97.6132286110217 30.206612033585362, -97.61479562215952 30.206323734298316, -97.61476410425628 30.206480083997203, -97.61496168042136 30.20661918584204, -97.61522001573557 30.2066866364188, -97.61547468227381 30.206827520010524, -97.6136546650191 30.207513888879642, -97.61221824756082 30.20650677564434)))",13290/931,TRAVIS COUNTY DOCUMENT,3511.16,225461.807828,2410.67635515
"MULTIPOLYGON (((-97.60435010542102 30.204587139110487, -97.60435041131386 30.204586609299884, -97.60444256955117 30.204394504476056, -97.60464766608987 30.20396710396577, -97.60685270857195 30.205408927523187, -97.605945736185 30.205942530538085, -97.60594528017901 30.20594297979983, -97.60585950225672 30.20587004776794, -97.60494461645149 30.205092894796664, -97.6046472872203 30.204840287344393, -97.60443468843931 30.204659764811076, -97.60440150049907 30.20463127149574, -97.60435010542102 30.204587139110487)))",13235/1864,TRAVIS COUNTY DOCUMENT,3511.21,222842.116836,2167.49287282
"MULTIPOLYGON (((-97.60314908832521 30.20041036694055, -97.60373259706904 30.200257898273346, -97.6042764433015 30.200173226672636, -97.6044166126716 30.2001432092675, -97.60443496575955 30.20013809960734, -97.60453049830026 30.200118187377974, -97.6051126166807 30.202714107744058, -97.60510751746394 30.20271912516983, -97.60509923957201 30.202727447556175, -97.60509105428714 30.20273585442748, -97.6050829631618 30.20274429080865, -97.6050749638672 30.2027528391624, -97.60506705873219 30.202761417026064, -97.60505564639675 30.20277421079802, -97.60504396381351 30.202787603900738, -97.60503646230508 30.20279646540381, -97.60502905417997 30.202805383904423, -97.60502173866195 30.20281438689016, -97.6050145489494 30.202823420060238, -97.60500742019818 30.20283253704113, -97.6050004488983 30.20284168488075, -97.60499353855968 30.202850916531204, -97.60498675325034 30.202860205853614, -97.6049800621008 30.202869524686204, -97.60497346355842 30.202878928003983, -97.60496699004537 30.202888388993767, -97.60496064233797 30.20289788016803, -97.60495435559201 30.202907455153273, -97.60494819465171 30.202917060322996, -97.60494215874078 30.20292672316481, -97.60493621621349 30.202936443004393, -97.60493039949199 30.202946193028573, -97.60492467615414 30.20295600005053, -97.60491904619997 30.202965864070357, -97.60491357369747 30.202975758949044, -97.60490816215659 30.20298573763882, -97.60490290884371 30.202995719699995, -97.60489774891467 30.20300575875904, -97.60489268236938 30.203015854816044, -97.60488774163012 30.203025981057667, -97.60488040187045 30.20304144698106, -97.60477481158921 30.203263063068203, -97.60314908832521 30.20041036694055)))",13235/1903,TRAVIS COUNTY DOCUMENT,3511.29,322697.891517,2797.03849448
"MULTIPOLYGON (((-97.60416780517433 30.20344186113426, -97.60368489863306 30.203798886442517, -97.60424650313517 30.204371894608553, -97.60420371256093 30.204461942083714, -97.60420319698733 30.204462888581382, -97.60419580928496 30.20445664584014, -97.60333330955818 30.203723354272512, -97.60333307596359 30.203723146449406, -97.60319112629404 30.203652236347757, -97.60255090739855 30.203332413589745, -97.60012096244625 30.202117143211968, -97.6001256180575 30.20209248888469, -97.60054383518278 30.201664100058586, -97.60119423669707 30.201226912444145, -97.60158677578751 30.20103450782046, -97.60176668817131 30.20099153411415, -97.60416780517433 30.20344186113426)))",13216/741,TRAVIS COUNTY DOCUMENT,3511.31,563301.086166,3910.0340917
"MULTIPOLYGON (((-97.77306896625267 30.433358503984508, -97.77309536868684 30.43342798176418, -97.77328585243332 30.433521799971945, -97.77303077457219 30.43390844355865, -97.7729227180773 30.433855241671537, -97.77235768472075 30.433577130536463, -97.77233725206753 30.433525483928577, -97.77305450357717 30.433319875696135, -97.77306896625267 30.433358503984508)))",938/67,WILLIAMSON COUNTY DOCUMENT,3446.02,32633.2236,774.297359597
"MULTIPOLYGON (((-97.80749423901776 30.221527026633044, -97.80750394867356 30.221518967241177, -97.80752351570352 30.22149735077829, -97.80753016844233 30.22148758091956, -97.80753092719894 30.221486495765486, -97.80753442859479 30.221483319470803, -97.8075398455161 30.221478420764477, -97.80754346543918 30.22147563184844, -97.80755034847294 30.2214703770145, -97.80756236418688 30.221465113392693, -97.8075636671802 30.22146486406017, -97.8075750973707 30.221462614214374, -97.80758862188519 30.221460130640885, -97.80781747556041 30.221453642546592, -97.80781760217346 30.22145364504334, -97.80786437198118 30.221845109201094, -97.80786411731667 30.221845159185303, -97.80781050590886 30.22185471814631, -97.80751755503347 30.221907027207617, -97.80751753272494 30.221906669229305, -97.80749423901776 30.221527026633044)))",2011155292,TRAVIS COUNTY DOCUMENT,4643.09,16063.7530125,505.788788898
"MULTIPOLYGON (((-97.80742219393007 30.21977091923975, -97.80742261907325 30.21977040506881, -97.80764224624927 30.21950022794334, -97.8078238895113 30.21960832296163, -97.80782410681235 30.2196084905455, -97.80783165897203 30.21961397504398, -97.8078385651995 30.219622362116628, -97.80784223428974 30.219633435648156, -97.80784280998765 30.219641697884374, -97.80784277312597 30.21964197218694, -97.80784093981818 30.21965266390233, -97.8078351850279 30.219660799584275, -97.80764117589707 30.219904500151525, -97.80756773361603 30.21985967961249, -97.80742219393007 30.21977091923975)))",2010191902,TRAVIS COUNTY DOCUMENT,4643.17,10113.5675721,403.989861364
"MULTIPOLYGON (((-97.6526509383287 30.14894044618943, -97.65420136033957 30.146532049086105, -97.65552921512896 30.14716538734206, -97.65397067287651 30.149575227130498, -97.6526509383287 30.14894044618943)))",2004101077,TRAVIS COUNTY DOCUMENT,65.0,479923.711706,2964.62363563
"MULTIPOLYGON (((-97.76719881156305 30.2622425557818, -97.76703461415767 30.262497828716917, -97.76701397212747 30.262514678720486, -97.76699128025862 30.262533999054845, -97.76696858691932 30.262553374362458, -97.76694663700702 30.26257457977302, -97.76692390199953 30.262595521924805, -97.76690194476082 30.26261700221405, -97.76687997362885 30.262639004783555, -97.76685957485081 30.262661451394294, -97.76683916364102 30.262684365308587, -97.76681953239266 30.262707734895724, -97.76680068110593 30.262731560156105, -97.76678261051197 30.26275581360141, -97.76676532207254 30.262780440254755, -97.76674881505734 30.26280546760507, -97.76673308946674 30.262830895652638, -97.76614695617837 30.26372538581354, -97.76613362210433 30.263750229137138, -97.76611950512329 30.263774726733537, -97.76610381360895 30.263798861022007, -97.76608813003577 30.263822696369758, -97.76607166437662 30.26384615506474, -97.7660536262382 30.263869173138904, -97.76603559910123 30.263891777163092, -97.76601679051687 30.26391398048099, -97.76599799439603 30.263935714771485, -97.76597762433241 30.263957063416733, -97.76595647652113 30.263977872193507, -97.76593534112754 30.26399821366015, -97.76591342574767 30.264018099441664, -97.76589073403633 30.26403739209455, -97.76586805672224 30.264056217476398, -97.76584380602837 30.264074487045004, -97.76581957256462 30.264092182823546, -97.7657945613532 30.264109338731235, -97.76576956548465 30.26412591737288, -97.7653971990171 30.2643374360372, -97.76526006996828 30.263596582100455, -97.76527577048039 30.26357211633413, -97.76608588333659 30.262297429823516, -97.76636601656973 30.26183067390133, -97.76682652899822 30.262057175231746, -97.76719881156305 30.2622425557818)))",11018/873,TRAVIS COUNTY DOCUMENT,3122 d1,231341.37376,2272.70068319
"MULTIPOLYGON (((-97.6390444305765 30.233119013847414, -97.63899771165457 30.233190504015177, -97.63872329588575 30.233610440902535, -97.6381409956221 30.233339134675457, -97.63845680308579 30.23283472854855, -97.6390444305765 30.233119013847414)))",2000002637,TRAVIS COUNTY DOCUMENT,3648.03,43614.0986549,835.427191576
