the_geom,DOCUMENT_I,DOCUMENT_T,FILE_NUMBE,SHAPE_AREA,SHAPE_LEN
"MULTIPOLYGON (((-97.68461729670516 30.425261066722186, -97.68452441166545 30.425183321301834, -97.68421327105182 30.424693352290596, -97.68407665291818 30.42357403680371, -97.68362483284814 30.423034295356995, -97.6835364259929 30.422745275460937, -97.68327234996735 30.42164970347331, -97.6834372621089 30.421308759253613, -97.68358364802643 30.4210275284671, -97.68385787574351 30.421117682390733, -97.68400412685605 30.42116575144322, -97.68394433262992 30.42159770424823, -97.68391408482556 30.42181604046483, -97.68391011894384 30.421844863523717, -97.68393562659386 30.42199872636079, -97.68398116084218 30.422259936263217, -97.68400982079854 30.422427284367227, -97.68402770420053 30.422531781783288, -97.68417631263883 30.422536886519623, -97.68420763914064 30.422537945730078, -97.68427343685357 30.422539962297392, -97.68433178478456 30.422668702492473, -97.68440195686975 30.42282334790026, -97.68447206725368 30.422977936984097, -97.6845110072546 30.423062270190304, -97.6845187521045 30.423134985455736, -97.68453749424897 30.42331104171856, -97.68473875045478 30.42342141561924, -97.6850074885657 30.423329322510593, -97.68520840848703 30.42377077948269, -97.68522084303547 30.42379642219838, -97.68523459316907 30.423821541979553, -97.68524962787765 30.423846112400934, -97.68526591704799 30.423870074394838, -97.6852834311801 30.423893346559243, -97.68530217032176 30.423915927175592, -97.68532204073253 30.42393776273935, -97.68534301220426 30.42395879761874, -97.68536508563383 30.423978999170888, -97.68538816723331 30.423998315609133, -97.68541222603895 30.424016718790195, -97.68543723198344 30.424034147928218, -97.68546308972093 30.424050607931537, -97.68548980170527 30.424066009462376, -97.68552178126934 30.42408259403904, -97.685548020453 30.42409556717484, -97.68553262096297 30.424118930355245, -97.68535941677902 30.424381732466063, -97.68553319072518 30.424467884628925, -97.68571693237998 30.424562053303816, -97.68585066293213 30.424630574015925, -97.6855903827751 30.424739318307978, -97.68532997364359 30.424848114431317, -97.68530123905686 30.424860118355493, -97.68529690607953 30.42486195422851, -97.6852922020457 30.424851737436715, -97.68528673052118 30.42484180391421, -97.68528051959095 30.424832214405363, -97.68527360026626 30.424822995334864, -97.68526597028168 30.424814229167595, -97.6852576621117 30.424805889069653, -97.68524876864834 30.424798059469378, -97.68523929111888 30.424790767895946, -97.68522925453988 30.42478404236935, -97.68521872829706 30.424777884321077, -97.68520773981422 30.42477237854784, -97.68519635337913 30.42476749543397, -97.68518463091972 30.424763291265165, -97.6851726040604 30.42475977013184, -97.68516036720344 30.42475696148578, -97.68514788877089 30.424754859518384, -97.6851352954977 30.424753472001594, -97.6851226520964 30.424752826055723, -97.6851099526193 30.4247529215581, -97.68509729892631 30.424753733106485, -97.68508471995145 30.424755290520935, -97.68507231174884 30.424757563122647, -97.68506010665106 30.424760529231886, -97.68504813566906 30.424764215273562, -97.68503472825662 30.424769356886124, -97.68502521772771 30.424773590487806, -97.68501433505607 30.424779250045212, -97.68500391146056 30.424785527599777, -97.68499401132345 30.424792390100304, -97.68498463525844 30.424799815212545, -97.68497587922559 30.42480777569393, -97.68496774549075 30.424816189079444, -97.68496026501799 30.424825083512214, -97.68495347179238 30.424834377181757, -97.68494743000781 30.424844043908937, -97.68494214041976 30.424854056205575, -97.68493763701353 30.42486433226112, -97.68493395226385 30.424874845241934, -97.68493105718954 30.42488556704606, -97.6849289798286 30.42489641574035, -97.68492775935857 30.4249073371253, -97.68492739379715 30.42491833116011, -97.68492785293616 30.42492934221351, -97.68492917151623 30.424940260986602, -97.68493131706322 30.424951114313103, -97.68493429259851 30.424961792239618, -97.68493809812237 30.42497229476609, -97.6849426724625 30.42498253811814, -97.68494804809363 30.424992495461968, -97.68495416233276 30.42500213800003, -97.68496101744587 30.425011383267048, -97.68496854999462 30.4250202299539, -97.68497676148964 30.425028623083623, -97.68498562172228 30.42503650702496, -97.68499503553474 30.425043879814073, -97.68500500443756 30.425050686474147, -97.68501546574734 30.425056898207565, -97.68502638845281 30.425062488589383, -97.68503770925693 30.425067451156337, -97.68504939780905 30.42507173543111, -97.68506167392547 30.425075426742392, -97.68502330788942 30.42509143996509, -97.68461729670516 30.425261066722186)))",11455/579,TRAVIS COUNTY DOCUMENT,3246,401921.646888,4068.09754303
"MULTIPOLYGON (((-97.65092509109833 30.286696421818583, -97.6517582743841 30.285365173143532, -97.65176514001112 30.28535417769237, -97.65250974357626 30.284195638899067, -97.65251089928034 30.284214503298102, -97.65251332334556 30.284242470541834, -97.65251644650435 30.28427036989801, -97.65252023708453 30.284298200703972, -97.6525246950867 30.284325962959645, -97.65252985294765 30.284353629839668, -97.65253564732222 30.284381200018625, -97.65254214155678 30.284408674821705, -97.6525493055058 30.284435998610142, -97.6525571384064 30.28446319887189, -97.65256564102258 30.284490248118775, -97.65257478244536 30.28451711820013, -97.65258459358469 30.284543837266373, -97.65259507596792 30.28457035034133, -97.65260616548633 30.28459668358774, -97.65261792701298 30.284622783354564, -97.6526302964391 30.284648675804466, -97.65264330620137 30.28467433411189, -97.65265695630026 30.284699758276567, -97.65267121658998 30.284724892659792, -97.6526860855441 30.284749792237353, -97.6527015330168 30.2847744013705, -97.6527176223543 30.284798721384075, -97.65273429097441 30.284822723464814, -97.65275153811399 30.28484643510045, -97.65276933362703 30.284869800652263, -97.6527894409039 30.284892086893226, -97.65280964626261 30.284914265166496, -97.65282997984941 30.284936391110566, -97.65285041151806 30.284958409086844, -97.65287097141484 30.284980374733824, -97.65289166106659 30.28500223307534, -97.65291244803687 30.285024010936976, -97.65293336399881 30.28504570898104, -97.65295440895238 30.28506732720756, -97.65297555198788 30.285088837465988, -97.65299679157869 30.285110294732217, -97.6530181609245 30.28513164469278, -97.6530396592621 30.285152914835447, -97.65306125491838 30.28517410449786, -97.65308297956648 30.28519521434233, -97.65310480229654 30.28521621621833, -97.65312672234533 30.285237137613866, -97.65314877138597 30.285257979191282, -97.6531716080689 30.285277847094264, -97.65319399065162 30.285298090551755, -97.65321588669755 30.28531873638966, -97.65323732864319 30.285339757782598, -97.65326210238382 30.285365194477283, -97.65327872506695 30.285382869608856, -97.65329868030814 30.28540493255469, -97.65331811810222 30.285427369731675, -97.65333707164869 30.285450126826507, -97.65335544592782 30.28547320185227, -97.65337333672221 30.28549656930823, -97.65339067915878 30.28552028284593, -97.6534074438537 30.285544259339257, -97.65342369338997 30.2855685276011, -97.653439365184 30.285593058818954, -97.65345410205441 30.285619303234363, -97.65346839016485 30.285645730791625, -97.65348229362469 30.28567231532749, -97.65349578076042 30.285699056179777, -97.65350881989846 30.28572595268625, -97.65352141027539 30.28575303233508, -97.65353361676375 30.285780241475067, -97.65354534434343 30.285807578119353, -97.65355668727076 30.28583507174296, -97.6535675512887 30.285862692871135, -97.65357799974358 30.285890442828507, -97.65358800096163 30.28591832095294, -97.65359752403236 30.285946299094245, -97.653606631539 30.285974406065122, -97.65399094437636 30.287771904875846, -97.65403889324813 30.287998594604883, -97.65405499612056 30.288225398965103, -97.65308667172779 30.287752308643938, -97.65092509109833 30.286696421818583)))",2005145161,TRAVIS COUNTY DOCUMENT,3808.01,679786.772652,3751.61361279
"MULTIPOLYGON (((-97.73960098160714 30.26352359721028, -97.7397208237526 30.263190481401164, -97.73993618661993 30.26325259793954, -97.74012881500714 30.263306002951175, -97.7400055753888 30.26363715261653, -97.7398453485113 30.263592466955366, -97.7398108793035 30.26358285297001, -97.73981016000634 30.263582649324018, -97.73980846196221 30.26358216974058, -97.73960098160714 30.26352359721028)))",11087/1196,TRAVIS COUNTY DOCUMENT,3150.11,17073.7473395,523.214642277
"MULTIPOLYGON (((-97.79356133208866 30.42054739661764, -97.79362907301679 30.420203431343303, -97.7936763125354 30.420209978587835, -97.79365888525108 30.42044503288045, -97.7936511489837 30.42051944127566, -97.79364905421431 30.42059412805218, -97.79365264073219 30.42066878802304, -97.79366185375933 30.420743091782665, -97.79367667032643 30.420816707116217, -97.79369703560936 30.42088930633476, -97.79372286368901 30.420960612701933, -97.79375403111511 30.421030343581318, -97.79377568430176 30.421072056262656, -97.79379926443009 30.42111297853337, -97.79382470734957 30.421153060992115, -97.79385198292728 30.421192242878078, -97.79388106234276 30.421230413606395, -97.79391188279348 30.42126754786773, -97.79394438229119 30.421303589427698, -97.79397856242089 30.42133847815281, -97.79436326250102 30.421715488274355, -97.79436591670711 30.42171826189344, -97.79437524500992 30.42173038287938, -97.79438197077461 30.42174371752956, -97.79438594626676 30.421757850372032, -97.79438705547062 30.421772366562205, -97.794385182325 30.421786852973305, -97.79438046687345 30.421800812159237, -97.79437304599182 30.421813866938095, -97.79436308990459 30.421825578905178, -97.79435830914792 30.421829969083188, -97.79432168447308 30.42186136665729, -97.79421080462274 30.42192875634812, -97.79386024823754 30.42215174789, -97.79363048806573 30.42227198384992, -97.7935057969349 30.422337165807996, -97.79352068916249 30.42232473508648, -97.79353140888065 30.42230934081648, -97.793537132384 30.422292058235847, -97.79353751025181 30.42227410432788, -97.79348089031973 30.421840659137757, -97.79347904736974 30.421826293435743, -97.79346242136687 30.42166116451099, -97.79345418657869 30.421495541573346, -97.7934543362073 30.421329756249534, -97.79346291841911 30.42116416187986, -97.79347986825637 30.420999039087015, -97.79350517518306 30.42083471082395, -97.79351539881344 30.42078040157917, -97.79356133208866 30.42054739661764)))",2000167964,TRAVIS COUNTY DOCUMENT,3688.59,94199.5799971,1791.28421065
"MULTIPOLYGON (((-97.74966088617539 30.18337267071499, -97.74967261677996 30.183351895022344, -97.7498419454298 30.183422982097053, -97.74987996073965 30.183439314333125, -97.74975347134851 30.183659236725088, -97.74975066975436 30.183664190923444, -97.74974679446522 30.18367104351991, -97.74974508128076 30.18367406695691, -97.74974324949704 30.18367730802601, -97.74973490728198 30.183688498488518, -97.74972277943736 30.18369697224642, -97.74971549092078 30.18370057418423, -97.74971295447675 30.18370182767836, -97.74970802194515 30.183704265303085, -97.74969299868972 30.183707290000473, -97.74967559443168 30.18370693875831, -97.74966010788938 30.183702500738104, -97.74951394766269 30.183639648964462, -97.74953744829277 30.183598921773836, -97.74955135956365 30.183574808928984, -97.74959391519958 30.18349755874509, -97.74964158220122 30.183409107895542, -97.74966088617539 30.18337267071499)))",13366/1281,TRAVIS COUNTY DOCUMENT,3663.11,8241.62231914,367.793967065
"MULTIPOLYGON (((-97.74067184347662 30.26243413440414, -97.74054725366435 30.262767153205257, -97.74039549903696 30.262725577366812, -97.74052008738595 30.26239255695617, -97.74067184347662 30.26243413440414)))",11097/1131,TRAVIS COUNTY DOCUMENT,3150.05,6397.46257832,355.165333109
"MULTIPOLYGON (((-97.65626015581424 30.14897579096008, -97.65591765448832 30.149527169725115, -97.65461991907118 30.148907721567056, -97.65459911731459 30.148897797390294, -97.65493842030996 30.148368385560058, -97.65494996357644 30.148350392235553, -97.6549659870538 30.148358016059802, -97.65541044075187 30.148570184180006, -97.65626015581424 30.14897579096008)))",2004171655,TRAVIS COUNTY DOCUMENT,63.0,108013.9767,1403.73839481
"MULTIPOLYGON (((-97.73819404158334 30.264164459065537, -97.73831811677069 30.263828487309492, -97.73914526421862 30.2640569862035, -97.73902683506277 30.264391642855283, -97.73819404158334 30.264164459065537)))",12715/2005,TRAVIS COUNTY DOCUMENT,3384.01,35125.8771,805.268146945
"MULTIPOLYGON (((-97.63135015580106 30.293548733106626, -97.63145680864065 30.29338452663238, -97.63177139543566 30.293537863428334, -97.63178658779655 30.293545264257524, -97.63176680911674 30.293575956216856, -97.63168030622427 30.293709879354573, -97.63166444803734 30.293702132709168, -97.63135015580106 30.293548733106626)))",7106/824,TRAVIS COUNTY DOCUMENT,2953.49,8193.88608965,376.100757972
"MULTIPOLYGON (((-97.6707054448768 30.311300422587664, -97.67055812474555 30.31124565683923, -97.67050658268374 30.31122720198269, -97.67068107575659 30.31086816001343, -97.6708880074593 30.310954502303744, -97.6707054448768 30.311300422587664)))",1999163469,TRAVIS COUNTY DOCUMENT,3529.06,9836.05105313,420.706871931
"MULTIPOLYGON (((-97.92842814508373 30.124651241990428, -97.92843192158917 30.12385135976201, -97.92841260747456 30.12386192534608, -97.92840984281442 30.12371718006056, -97.92838817898969 30.11883615452731, -97.92837050255211 30.115946798285187, -97.92838245030423 30.11153152937439, -97.92838703708125 30.109930113082736, -97.92837238475809 30.108835666132375, -97.92831150697543 30.09849767319266, -97.92829109438445 30.095532984008326, -97.92840517493697 30.095568604000885, -97.92852141629018 30.095607477085316, -97.92857172790329 30.095625524029092, -97.92863321487386 30.095647748204964, -97.92873128871447 30.095685253377876, -97.92882294377566 30.0957224573292, -97.92885241866847 30.095734864745527, -97.92893554503371 30.095770605384896, -97.9290099817482 30.09580443797544, -97.92903435614393 30.09581551704401, -97.92904758192823 30.095821819510277, -97.9291226369388 30.095857819120027, -97.92913519169521 30.09586384082038, -97.92915520371228 30.095873956088948, -97.92917828660887 30.095885621053753, -97.9292107381119 30.095902022266657, -97.92923260474167 30.09591307478843, -97.92924496621814 30.095919636008208, -97.92932982628712 30.095964768223293, -97.9294127074538 30.096011104214256, -97.9294251403123 30.096018055222622, -97.92943675804791 30.096024875746213, -97.92950615474047 30.096065616000793, -97.92951905841775 30.0960731894848, -97.92954181217557 30.0960872047689, -97.92960714735337 30.096127444078572, -97.92964262872992 30.09614991472778, -97.92970391017569 30.09618918055821, -97.93081119849865 30.096898691881893, -97.93141820249569 30.09728762779238, -97.93179935167177 30.09753184586595, -97.93306734817283 30.09834428602966, -97.93438340363349 30.099187493745948, -97.9354790618989 30.099889467827687, -97.93655460343767 30.100578536832305, -97.93671042380282 30.10067836278468, -97.93688402281067 30.100792360235257, -97.93701912075743 30.100886680500867, -97.93719640531559 30.10101958708507, -97.93732761463212 30.101125589520137, -97.93745226526768 30.101231903846344, -97.93763612741681 30.101400743921598, -97.9404261298437 30.10403792956665, -97.94107813901438 30.104657034704076, -97.94204676498869 30.105572542480704, -97.94274924867932 30.10623648740098, -97.9430566785669 30.106527050381196, -97.94449454057538 30.107885976763612, -97.94541697560823 30.10875774594702, -97.94775306695429 30.110965440009174, -97.94877318465232 30.111926612951322, -97.9483188301067 30.111995806817866, -97.94791607409539 30.11205714341542, -97.94769500955839 30.11209080881633, -97.94665241466717 30.112589073511856, -97.9457526618119 30.11301906330348, -97.94546315067176 30.113157417465608, -97.94483330010947 30.113458413080714, -97.9443016125816 30.11371249340337, -97.9432721095233 30.114204457822808, -97.94232594920342 30.114656586591998, -97.94204417918503 30.114791229352885, -97.9406855629254 30.115440427611485, -97.9405421347764 30.1155089596778, -97.93934889137827 30.116079114514484, -97.93895835072324 30.116265718768613, -97.9389641124757 30.11764256214833, -97.93897299652218 30.119764921903013, -97.93897980954604 30.121392125549676, -97.9389822855574 30.121983446922382, -97.93898527382565 30.122697727182057, -97.93898633217209 30.122950660237166, -97.93898664958344 30.123026631769275, -97.93899490347721 30.124998337220724, -97.93899594028487 30.125246073782748, -97.93899962185532 30.126125595715973, -97.93900359106934 30.1270735119476, -97.9390037479111 30.127110934764822, -97.93900702671512 30.12789438147653, -97.93901060845762 30.12874975677264, -97.93901089073465 30.12881716770268, -97.9390144260139 30.12966180612684, -97.93901561091282 30.129944289193094, -97.93901749812208 30.130395317606084, -97.93901966732507 30.13091353008986, -97.93902198992265 30.131468268120717, -97.93902523814032 30.13224401922938, -97.93902605626694 30.13243982812553, -97.93902926770738 30.133206527032044, -97.93903244329132 30.133965014264746, -97.93903244438576 30.133965449160627, -97.93903394419152 30.134323293736642, -97.93904215121736 30.13628363724959, -97.93904862381349 30.13782950369406, -97.9390794522625 30.145191648520886, -97.93908210570726 30.145824325758092, -97.93889814441333 30.146261511272606, -97.93873157761865 30.14665735130158, -97.93522285714394 30.146738310209656, -97.93339466406599 30.146785185672133, -97.92895953450274 30.146885918790012, -97.92891582677082 30.14688690931638, -97.92889861779317 30.145562736722784, -97.92888621670869 30.144622540790998, -97.9288687150449 30.143413134346694, -97.9288633745195 30.142865733963614, -97.92885718022238 30.14243121704736, -97.92883037556585 30.140368311966967, -97.92881966480473 30.139559620223345, -97.9288057356862 30.13859139388205, -97.92879561968071 30.137781625409, -97.92877248416043 30.137196837079067, -97.92876218335654 30.13688634630907, -97.92874010209174 30.13610741155059, -97.92870579057244 30.13506314950588, -97.92867227717004 30.134041449085178, -97.92865380099171 30.133509423531493, -97.92862744361483 30.132731620458564, -97.92857980907705 30.131296424535403, -97.92856473784252 30.130822325690286, -97.92852131685967 30.12936177840637, -97.92850188158317 30.12853488566083, -97.92849506476522 30.128178047481395, -97.92846634117303 30.12661704028624, -97.92842814508373 30.124651241990428)))",,,3628.38,65328611.4637,45221.8598069
"MULTIPOLYGON (((-97.87440128959155 30.223809405231226, -97.87411843082803 30.22378012957638, -97.87399067296151 30.223767747974986, -97.87390297672253 30.223754155364013, -97.87372296992754 30.22372784393659, -97.8736957782543 30.223717393301964, -97.87350571523979 30.223638275985618, -97.87348878608728 30.223629012501117, -97.87333900602182 30.223538759983548, -97.87321162625675 30.22346678674281, -97.87316433971668 30.22343708322433, -97.8729887610957 30.22332647785498, -97.87284157306146 30.22327002021543, -97.8727691784651 30.22323884409404, -97.87279955291842 30.22321261261065, -97.87282065893422 30.22319217284241, -97.87284236058441 30.223175701449374, -97.87286185491956 30.223153881366294, -97.87288097499726 30.223131834069818, -97.8728997531721 30.22310953267919, -97.87291818799993 30.22308703389079, -97.87293624865818 30.22306430445337, -97.87295393501574 30.223041349521306, -97.87297124641623 30.223018194865816, -97.87298818356012 30.222994812997975, -97.87300471409313 30.222971230798915, -97.87302090132376 30.222947449484916, -97.87303668124363 30.22292349532916, -97.8730520862074 30.222899341450777, -97.8730817072587 30.222850460799524, -97.87309589099242 30.222825760908016, -97.87313001662179 30.222764150569443, -97.87316599170727 30.222698312847317, -97.87320860632383 30.222596849285168, -97.87324787853275 30.222492323727398, -97.87327265388923 30.22241733251104, -97.87328696453778 30.222349098440763, -97.87330766194223 30.222255162114664, -97.87332235200444 30.222172028927055, -97.87334894749897 30.22202556593256, -97.87341381510095 30.22208242209584, -97.87349548565794 30.222153489756735, -97.87392182989227 30.22225007088369, -97.87399021091059 30.22216895874135, -97.87417367034571 30.22228469203375, -97.87419277763183 30.2222979576242, -97.87427104834978 30.22236700681399, -97.87429823970517 30.22237745732534, -97.87440929654429 30.22241633302635, -97.87444314814286 30.222433869530956, -97.87458074014678 30.222508980379004, -97.87471501378752 30.22258009450467, -97.87485154218649 30.22265221607712, -97.87494400636119 30.22270365889891, -97.87498563995867 30.22273025546777, -97.87528568566275 30.222981309884858, -97.87527135192485 30.223095225498565, -97.87517293374542 30.22327903401143, -97.87489192071955 30.223806887784868, -97.87476742956052 30.22380053772637, -97.8746212486594 30.223792781071708, -97.87440128959155 30.223809405231226)))",11516/780,TRAVIS COUNTY DOCUMENT,3414.01a sd 4,317337.93085,2286.22457565
"MULTIPOLYGON (((-97.6667010170776 30.303454427621812, -97.66669723915267 30.30344546525802, -97.6666390616018 30.303308275509924, -97.6665120241503 30.30300754494647, -97.66635603235241 30.302639707307204, -97.66607392653805 30.30197456812675, -97.66601533460849 30.30183637930625, -97.66573955749155 30.301576586350922, -97.66563976584781 30.3012157482302, -97.66563841679897 30.30077950790205, -97.66555857752374 30.30051562375566, -97.66503203261335 30.30017640391723, -97.66476847010516 30.299405207455045, -97.66458352745754 30.298994711204088, -97.66451132124243 30.298830907046717, -97.66406997268624 30.298454401403596, -97.66424296991586 30.29783316984545, -97.6635861734705 30.29740580399743, -97.66285994754917 30.29676848075971, -97.66327159977119 30.29513955560224, -97.66331250832769 30.2949348159645, -97.6633020411654 30.295098933883207, -97.66330386510168 30.295114346576838, -97.6633123958453 30.29512791870699, -97.66332632682332 30.295137615266384, -97.66361217189556 30.295245664347746, -97.664072086487 30.295462540665, -97.66433645590963 30.295587358289573, -97.66470803111298 30.294987258907362, -97.6649605644338 30.294594397577228, -97.66525326122955 30.29472632152196, -97.66628857094736 30.295165351648308, -97.66662932235589 30.295309823992124, -97.66659171152011 30.29538055160222, -97.66722122104535 30.295625368546784, -97.66723999922955 30.295634010338098, -97.66821151356862 30.296057395477842, -97.66839957635483 30.29613944450119, -97.66863068903604 30.296248764526908, -97.66920446381079 30.296520906783265, -97.66885119863151 30.297083141515486, -97.66840652666593 30.297790895789166, -97.67056409772023 30.29879177335136, -97.67036265874455 30.29911383947228, -97.66965095277972 30.300239444854782, -97.67238233243111 30.30150700996016, -97.67248168043967 30.301553766228935, -97.67011727609496 30.305121918737534, -97.66815173197388 30.304158446298665, -97.66809737683369 30.304131819965043, -97.6675743799708 30.303875416654076, -97.66711424557472 30.303649857980957, -97.66693682498281 30.303563022986733, -97.6667010170776 30.303454427621812)))",2002178092,TRAVIS COUNTY DOCUMENT,3688.41,5505184.97345,11597.9850121
"MULTIPOLYGON (((-97.94106420897099 30.270809748238467, -97.94108001387934 30.27078696885465, -97.94109494494681 30.270766208327206, -97.94110912545813 30.27074504875352, -97.94112258572164 30.27072354570434, -97.94113529406742 30.270701698588628, -97.94114136627127 30.27069064600591, -97.94115291370859 30.27066833717881, -97.94116367687785 30.270645711184116, -97.94117368608727 30.27062282359246, -97.94118287731585 30.27059970071118, -97.94119125124527 30.27057631505082, -97.94119883750274 30.270552749671577, -97.94120233112565 30.270540906385943, -97.94120868905213 30.270517043052262, -97.94121419460552 30.27049305379683, -97.94121888013763 30.270468911721334, -97.94122271261666 30.270444671213852, -97.94122575538363 30.27042033345698, -97.94122791274744 30.270395924166632, -97.94122865855198 30.270383727058448, -97.9412295497904 30.270359266629747, -97.94122961760532 30.270334790829256, -97.94122882964616 30.27031032655549, -97.94122718591352 30.270285873808408, -97.94122603014927 30.270273696206228, -97.94122311620877 30.270249357258326, -97.9412213580327 30.27023719591248, -97.94121720487469 30.270212998844414, -97.94121219322126 30.270188923261223, -97.94120690334553 30.270167125176563, -97.94120392945602 30.270152878461072, -97.94101729458659 30.269368273217754, -97.94100042715502 30.269295847216597, -97.94098580077362 30.2692314387272, -97.94096912886938 30.26915623863785, -97.94095520198837 30.269091733195385, -97.94094159314265 30.269027180403523, -97.94092613024746 30.268951781143834, -97.9409110804016 30.268876336308473, -97.9408985531937 30.268811609471836, -97.94088433020666 30.26873604255989, -97.94087250244776 30.268671220489786, -97.94085907468907 30.268595529192357, -97.94084794646126 30.268530608452945, -97.9408353765002 30.268454824878983, -97.94082491540726 30.26838983408708, -97.94081480401232 30.268324796538074, -97.94080341064159 30.268248842413776, -97.94079399813174 30.26818373196793, -97.94078493527518 30.26811857648333, -97.94077615890278 30.268053367904958, -97.94076773086249 30.26798816754907, -97.94075311168469 30.26786850700636, -97.94074560549154 30.267803186350644, -97.94073841668241 30.267737844118596, -97.94072932890545 30.2676506845908, -97.94072084422231 30.267563481319247, -97.94071293028088 30.26747626120232, -97.94070558844221 30.267388969260974, -97.94069881734224 30.26730166047443, -97.94069261766062 30.267214307353242, -97.94068702038363 30.267126937978407, -97.9406817558035 30.267035093657086, -97.94067577351075 30.267023348468843, -97.94067147698229 30.266997276829542, -97.94066853600991 30.26697659517357, -97.94066591236755 30.266955893659677, -97.94066363853298 30.266935140235326, -97.9406617129731 30.26691439675212, -97.94066010555166 30.26689360076719, -97.9406588471283 30.266872785515694, -97.94065756188594 30.266841546384818, -97.94065715920705 30.266820719610593, -97.94065707389908 30.266799871260375, -97.94065730459943 30.26677905631346, -97.9406579159656 30.266758222691397, -97.94065884410598 30.266737391546783, -97.94066011988032 30.266716596114865, -97.94066171234333 30.266695806596577, -97.9406636531637 30.266675023583232, -97.9406671802331 30.26664392931877, -97.94066997402504 30.266623246459062, -97.94067308454724 30.26660256779473, -97.94067838098064 30.266571671583765, -97.94068234451512 30.266551091354728, -97.94068662273546 30.26653059778985, -97.94069121623741 30.26651016683572, -97.94069618908242 30.266489770467228, -97.94070144558242 30.266469434399998, -97.94070704839368 30.266449187306137, -97.94071299815467 30.26642900341425, -97.94072263596202 30.266398076539925, -97.94072272356676 30.266385592123793, -97.94109160792735 30.265327096776396, -97.94109672334562 30.265294547036273, -97.94109977930245 30.265270950383247, -97.94110220316597 30.26524729036212, -97.94110408943108 30.265223589363945, -97.94110537390995 30.265199880568186, -97.94110608908026 30.265176131922264, -97.94110620259285 30.26515237032446, -97.9411053422124 30.26511676626853, -97.94110399685034 30.26509306337826, -97.94110211248777 30.26506937620825, -97.94109814384066 30.265033906636894, -97.94109479933005 30.2650103297172, -97.94109088274712 30.264986824623666, -97.94108639341118 30.264963418845774, -97.94108133268492 30.264940057404385, -97.94107566689958 30.26491682045873, -97.94106945926448 30.264893714345668, -97.94105909805877 30.264859225513895, -97.94105148889447 30.264836421541542, -97.94104330629855 30.26481374437391, -97.94103004222298 30.264780052194066, -97.94102048700215 30.26475778943398, -97.94101038793318 30.264735738256377, -97.94099977817467 30.264713839118954, -97.94098283949712 30.26468140187421, -97.94097088601832 30.264660029410628, -97.94095841972234 30.26463889489177, -97.94094544129058 30.2646179708278, -97.94092504237507 30.264587088166, -97.94091078083764 30.264566801915084, -97.94089383028911 30.26454379601056, -97.94088583870855 30.264535148578254, -97.94075275220318 30.26434028313217, -97.94510255835444 30.263650600602627, -97.94526939032048 30.2650381736092, -97.94497548764313 30.26518855284604, -97.94465761040432 30.265965918403673, -97.94498379183163 30.267451457178815, -97.94530988869676 30.26813774926633, -97.9460650905902 30.268765150112195, -97.94615666891475 30.26999989408586, -97.94586309981965 30.270487210803452, -97.94511671851993 30.271325460962238, -97.94106420897099 30.270809748238467)))",1999031822,TRAVIS COUNTY DOCUMENT,3628.04,3615913.49465,8212.41178423
"MULTIPOLYGON (((-97.82530989212658 30.273642394921964, -97.8251917322827 30.273494921577075, -97.82440570193157 30.273611218127773, -97.82440722339574 30.2736003017374, -97.82440792087723 30.273589314207992, -97.82440772889221 30.273578336766352, -97.8244067147407 30.27356737073009, -97.82440583328933 30.273562347932298, -97.82440481095942 30.27355649728724, -97.82440211184559 30.27354574578699, -97.82439855191527 30.273535197455978, -97.82439419379527 30.27352488102339, -97.82438903677131 30.27351482397807, -97.82438311235025 30.27350510944571, -97.82437644554994 30.27349576541903, -97.82436907326483 30.27348682012319, -97.82455154487987 30.273525046475452, -97.82514446608317 30.27343599266924, -97.82490930672988 30.273142553418275, -97.82481160343214 30.27277856430147, -97.82471278772792 30.272849897692083, -97.82458623431131 30.272687737873074, -97.82468381545087 30.272618718164317, -97.82444567488719 30.272323074416565, -97.82497949063995 30.27240847065132, -97.82531347252187 30.272359314490792, -97.82600567296511 30.272431883841584, -97.82600630498348 30.272431949495356, -97.82604099336898 30.27266726281377, -97.82605810228338 30.272783763179817, -97.82616292125483 30.27299480903966, -97.8263734452607 30.273196069108977, -97.82650876446439 30.273325401916278, -97.82651131336793 30.273327837661743, -97.82593380372857 30.273359250593774, -97.82575146337882 30.27340257504856, -97.8256405440492 30.27364237544019, -97.82557232502542 30.273789886398152, -97.82542907175099 30.274099543927875, -97.82539620714918 30.27417057343188, -97.82539792278094 30.274163690015165, -97.82541753351535 30.274085071575488, -97.82546150472734 30.27390859306805, -97.8254492933286 30.273816356679028, -97.82530989212658 30.273642394921964)))",12878/1520,TRAVIS COUNTY DOCUMENT,3514(2),183495.390891,2789.29265095
"MULTIPOLYGON (((-97.6869020515852 30.291848160177835, -97.68707888219852 30.291558703619327, -97.68725877777084 30.291642948996564, -97.68709274172626 30.29191208335216, -97.68703255816996 30.291910840696787, -97.6869020515852 30.291848160177835)))",12432/719,TRAVIS COUNTY DOCUMENT,3483.03,7605.29555,360.771010375
