NCESSCH,School Name,School Year,Number of Applications,lastUpdated,recordId
290489000059,THOMAS W. KELLY HIGH,2021,17,05/11/2020 02:23:00 AM,2904890000592021
290495000061,BERNIE HIGH,2021,8,05/11/2020 02:23:00 AM,2904950000612021
290498000063,BEVIER HIGH,2021,6,05/11/2020 02:23:00 AM,2904980000632021
290507000066,BILLINGS SR. HIGH,2021,*,05/11/2020 02:23:00 AM,2905070000662021
290513000068,BISMARCK R-V HIGH,2021,*,05/11/2020 02:23:00 AM,2905130000682021
290525000073,BLOOMFIELD HIGH,2021,6,05/11/2020 02:23:00 AM,2905250000732021
290528000076,BLUE EYE HIGH,2021,11,05/11/2020 02:23:00 AM,2905280000762021
290531000085,BLUE SPRINGS HIGH,2021,104,05/11/2020 02:23:00 AM,2905310000852021
290531000170,BLUE SPRINGS SOUTH HIGH,2021,115,05/11/2020 02:23:00 AM,2905310001702021
290537000092,BOLIVAR HIGH,2021,27,05/11/2020 02:23:00 AM,2905370000922021
290543000100,NORTH CO. SR. HIGH,2021,22,05/11/2020 02:23:00 AM,2905430001002021
290558000104,BOONVILLE HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2905580001042021
290564000109,BOURBON HIGH SCHOOL,2021,16,05/11/2020 02:23:00 AM,2905640001092021
290566000115,BOWLING GREEN HIGH,2021,24,05/11/2020 02:23:00 AM,2905660001152021
290570000118,BRADLEYVILLE HIGH,2021,6,05/11/2020 02:23:00 AM,2905700001182021
290573000120,DELTA C-7 HIGH,2021,6,05/11/2020 02:23:00 AM,2905730001202021
290576000122,BRANSON HIGH,2021,*,05/11/2020 02:23:00 AM,2905760001222021
290579000125,ADAIR CO. HIGH,2021,6,05/11/2020 02:23:00 AM,2905790001252021
290582000127,BRAYMER HIGH,2021,*,05/11/2020 02:23:00 AM,2905820001272021
290585000129,BRECKENRIDGE HIGH,2021,*,05/11/2020 02:23:00 AM,2905850001292021
290588000131,BRENTWOOD HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2905880001312021
290594000139,BROOKFIELD HIGH,2021,19,05/11/2020 02:23:00 AM,2905940001392021
290600000143,LINN CO. HIGH,2021,*,05/11/2020 02:23:00 AM,2906000001432021
290603000145,BRUNSWICK HIGH,2021,*,05/11/2020 02:23:00 AM,2906030001452021
290609000147,BUCKLIN HIGH,2021,*,05/11/2020 02:23:00 AM,2906090001472021
290612000149,BUFFALO HIGH,2021,21,05/11/2020 02:23:00 AM,2906120001492021
290615000154,BUNCETON HIGH,2021,*,05/11/2020 02:23:00 AM,2906150001542021
290617000156,BUNKER HIGH,2021,*,05/11/2020 02:23:00 AM,2906170001562021
290636000158,BUTLER HIGH,2021,*,05/11/2020 02:23:00 AM,2906360001582021
290643000161,CABOOL HIGH,2021,7,05/11/2020 02:23:00 AM,2906430001612021
290651000168,CALIFORNIA HIGH,2021,19,05/11/2020 02:23:00 AM,2906510001682021
290699000175,CAMDENTON HIGH,2021,70,05/11/2020 02:23:00 AM,2906990001752021
290705000180,CAMPBELL HIGH,2021,9,05/11/2020 02:23:00 AM,2907050001802021
290708000182,CANTON HIGH,2021,*,05/11/2020 02:23:00 AM,2907080001822021
290712000186,CENTRAL HIGH,2021,38,05/11/2020 02:23:00 AM,2907120001862021
290735000198,CARL JUNCTION HIGH SCHOOL,2021,79,05/11/2020 02:23:00 AM,2907350001982021
290738000202,CARROLLTON SENIOR HIGH,2021,*,05/11/2020 02:23:00 AM,2907380002022021
290746000211,CARTHAGE HIGH SCHOOL,2021,93,05/11/2020 02:23:00 AM,2907460002112021
290747000214,CARUTHERSVILLE HIGH,2021,*,05/11/2020 02:23:00 AM,2907470002142021
290817000219,CASSVILLE HIGH,2021,30,05/11/2020 02:23:00 AM,2908170002192021
290825000225,CENTER SR. HIGH,2021,23,05/11/2020 02:23:00 AM,2908250002252021
290832002276,CREST RIDGE HIGH,2021,8,05/11/2020 02:23:00 AM,2908320022762021
290837000239,FT. ZUMWALT NORTH HIGH,2021,74,05/11/2020 02:23:00 AM,2908370002392021
290837002490,FT. ZUMWALT SOUTH HIGH,2021,70,05/11/2020 02:23:00 AM,2908370024902021
290837002624,FT. ZUMWALT WEST HIGH,2021,85,05/11/2020 02:23:00 AM,2908370026242021
290462000055,BELTON HIGH,2020,48,05/11/2020 02:22:00 AM,2904620000552020
290817000219,CASSVILLE HIGH,2020,44,05/11/2020 02:22:00 AM,2908170002192020
290825000225,CENTER SR. HIGH,2020,35,05/11/2020 02:22:00 AM,2908250002252020
290832002276,CREST RIDGE HIGH,2020,12,05/11/2020 02:22:00 AM,2908320022762020
290837000239,FT. ZUMWALT NORTH HIGH,2020,93,05/11/2020 02:22:00 AM,2908370002392020
290837002490,FT. ZUMWALT SOUTH HIGH,2020,90,05/11/2020 02:22:00 AM,2908370024902020
290837002624,FT. ZUMWALT WEST HIGH,2020,104,05/11/2020 02:22:00 AM,2908370026242020
290837002978,FT. ZUMWALT EAST HIGH,2020,79,05/11/2020 02:22:00 AM,2908370029782020
290840000244,CENTRALIA HIGH,2020,18,05/11/2020 02:22:00 AM,2908400002442020
290843000246,CHADWICK HIGH,2020,*,05/11/2020 02:22:00 AM,2908430002462020
290846000248,CHAFFEE JR.-SR. HIGH,2020,15,05/11/2020 02:22:00 AM,2908460002482020
290849000250,CHAMOIS HIGH,2020,8,05/11/2020 02:22:00 AM,2908490002502020
290867000254,CHARLESTON HIGH,2020,18,05/11/2020 02:22:00 AM,2908670002542020
290873000257,CHILHOWEE HIGH,2020,*,05/11/2020 02:22:00 AM,2908730002572020
290876000264,CHILLICOTHE HIGH SCHOOL,2020,*,05/11/2020 02:22:00 AM,2908760002642020
290912000269,CLARKTON HIGH,2020,*,05/11/2020 02:22:00 AM,2909120002692020
290972000275,CLAYTON HIGH SCHOOL,2020,*,05/11/2020 02:22:00 AM,2909720002752020
290975000277,CLEARWATER HIGH,2020,18,05/11/2020 02:22:00 AM,2909750002772020
290978000282,CLEVER HIGH,2020,30,05/11/2020 02:22:00 AM,2909780002822020
290990000293,COLE CAMP HIGH,2020,18,05/11/2020 02:22:00 AM,2909900002932020
290993000295,BLAIR OAKS HIGH,2020,47,05/11/2020 02:22:00 AM,2909930002952020
291002000319,COMMUNITY HIGH,2020,11,05/11/2020 02:22:00 AM,2910020003192020
291008000322,CONCORDIA HIGH,2020,9,05/11/2020 02:22:00 AM,2910080003222020
291011000324,CONWAY HIGH SCHOOLS,2020,16,05/11/2020 02:22:00 AM,2910110003242020
291014000326,COOTER HIGH,2020,*,05/11/2020 02:22:00 AM,2910140003262020
291020000328,COUCH HIGH,2020,*,05/11/2020 02:22:00 AM,2910200003282020
291029000333,CRANE HIGH,2020,*,05/11/2020 02:22:00 AM,2910290003332020
291032000335,SHERWOOD HIGH,2020,15,05/11/2020 02:22:00 AM,2910320003352020
291035000338,CROCKER HIGH,2020,7,05/11/2020 02:22:00 AM,2910350003382020
291038000340,CRYSTAL CITY HIGH,2020,6,05/11/2020 02:22:00 AM,2910380003402020
290981000284,CLIMAX SPRINGS HIGH,2020,*,05/11/2020 02:22:00 AM,2909810002842020
290986000286,CLINTON SR. HIGH,2020,17,05/11/2020 02:22:00 AM,2909860002862020
291044000345,DADEVILLE SR. HIGH,2020,*,05/11/2020 02:22:00 AM,2910440003452020
291050000350,DESOTO SR. HIGH,2020,54,05/11/2020 02:22:00 AM,2910500003502020
291269000532,GRUNDY CO. HIGH,2020,*,05/11/2020 02:22:00 AM,2912690005322020
291278000535,GIDEON HIGH,2020,*,05/11/2020 02:22:00 AM,2912780005352020
291287000538,GILMAN CITY HIGH,2020,*,05/11/2020 02:22:00 AM,2912870005382020
291290000540,GLASGOW HIGH,2020,8,05/11/2020 02:22:00 AM,2912900005402020
290837002978,FT. ZUMWALT EAST HIGH,2021,44,05/11/2020 02:23:00 AM,2908370029782021
290840000244,CENTRALIA HIGH,2021,21,05/11/2020 02:23:00 AM,2908400002442021
290843000246,CHADWICK HIGH,2021,*,05/11/2020 02:23:00 AM,2908430002462021
290846000248,CHAFFEE JR.-SR. HIGH,2021,12,05/11/2020 02:23:00 AM,2908460002482021
290849000250,CHAMOIS HIGH,2021,6,05/11/2020 02:23:00 AM,2908490002502021
290867000254,CHARLESTON HIGH,2021,*,05/11/2020 02:23:00 AM,2908670002542021
290873000257,CHILHOWEE HIGH,2021,*,05/11/2020 02:23:00 AM,2908730002572021
290876000264,CHILLICOTHE HIGH,2021,12,05/11/2020 02:23:00 AM,2908760002642021
290912000269,CLARKTON HIGH,2021,*,05/11/2020 02:23:00 AM,2909120002692021
290972000275,CLAYTON HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2909720002752021
290978000282,CLEVER HIGH,2021,17,05/11/2020 02:23:00 AM,2909780002822021
290981000284,CLIMAX SPRINGS HIGH,2021,*,05/11/2020 02:23:00 AM,2909810002842021
290986000286,CLINTON SR. HIGH,2021,12,05/11/2020 02:23:00 AM,2909860002862021
290990000293,COLE CAMP HIGH,2021,14,05/11/2020 02:23:00 AM,2909900002932021
290993000295,BLAIR OAKS HIGH,2021,34,05/11/2020 02:23:00 AM,2909930002952021
291002000319,COMMUNITY HIGH,2021,*,05/11/2020 02:23:00 AM,2910020003192021
291008000322,CONCORDIA HIGH,2021,*,05/11/2020 02:23:00 AM,2910080003222021
291011000324,CONWAY HIGH SCHOOLS,2021,15,05/11/2020 02:23:00 AM,2910110003242021
291014000326,COOTER HIGH,2021,*,05/11/2020 02:23:00 AM,2910140003262021
291020000328,COUCH HIGH,2021,*,05/11/2020 02:23:00 AM,2910200003282021
291026000331,CRAIG HIGH,2021,*,05/11/2020 02:23:00 AM,2910260003312021
291029000333,CRANE HIGH,2021,8,05/11/2020 02:23:00 AM,2910290003332021
291032000335,SHERWOOD HIGH,2021,17,05/11/2020 02:23:00 AM,2910320003352021
291035000338,CROCKER HIGH,2021,10,05/11/2020 02:23:00 AM,2910350003382021
291038000340,CRYSTAL CITY HIGH,2021,*,05/11/2020 02:23:00 AM,2910380003402021
291041000341,CUBA HIGH,2021,14,05/11/2020 02:23:00 AM,2910410003412021
291044000345,DADEVILLE SR. HIGH,2021,*,05/11/2020 02:23:00 AM,2910440003452021
291050000350,DESOTO SR. HIGH,2021,36,05/11/2020 02:23:00 AM,2910500003502021
291062000358,DELTA HIGH,2021,*,05/11/2020 02:23:00 AM,2910620003582021
291077000363,DEXTER HIGH,2021,29,05/11/2020 02:23:00 AM,2910770003632021
291080000366,DIAMOND HIGH,2021,23,05/11/2020 02:23:00 AM,2910800003662021
291083000369,DIXON HIGH,2021,8,05/11/2020 02:23:00 AM,2910830003692021
291092000373,DONIPHAN HIGH,2021,23,05/11/2020 02:23:00 AM,2910920003732021
291095000375,DORA HIGH,2021,*,05/11/2020 02:23:00 AM,2910950003752021
291107000379,DREXEL HIGH,2021,*,05/11/2020 02:23:00 AM,2911070003792021
291110000383,EAST CARTER CO. R-II HIGH,2021,10,05/11/2020 02:23:00 AM,2911100003832021
291122000388,EAST PRAIRIE HIGH,2021,12,05/11/2020 02:23:00 AM,2911220003882021
291125000391,EAST BUCHANAN HIGH,2021,20,05/11/2020 02:23:00 AM,2911250003912021
291128000397,KNOX CO. HIGH,2021,9,05/11/2020 02:23:00 AM,2911280003972021
291131000398,EL DORADO SPRINGS HIGH,2021,*,05/11/2020 02:23:00 AM,2911310003982021
291134000402,ELDON HIGH,2021,21,05/11/2020 02:23:00 AM,2911340004022021
291140000407,ELSBERRY HIGH,2021,13,05/11/2020 02:23:00 AM,2911400004072021
291145000409,EMINENCE HIGH,2021,*,05/11/2020 02:23:00 AM,2911450004092021
291155000411,EUGENE HIGH,2021,12,05/11/2020 02:23:00 AM,2911550004112021
291165000420,EXCELSIOR SPRINGS HIGH,2021,20,05/11/2020 02:23:00 AM,2911650004202021
291167000427,EXETER HIGH,2021,7,05/11/2020 02:23:00 AM,2911670004272021
291785000954,LAMAR HIGH,2020,20,05/11/2020 02:22:00 AM,2917850009542020
291170000429,FAIR GROVE HIGH,2021,17,05/11/2020 02:23:00 AM,2911700004292021
291173000431,FAIR PLAY HIGH,2021,*,05/11/2020 02:23:00 AM,2911730004312021
291176000433,FAIRFAX HIGH,2021,*,05/11/2020 02:23:00 AM,2911760004332021
291191000440,FARMINGTON SR. HIGH,2021,49,05/11/2020 02:23:00 AM,2911910004402021
291194000445,MID-BUCHANAN SR. HIGH,2021,14,05/11/2020 02:23:00 AM,2911940004452021
291199000448,FAYETTE HIGH,2021,10,05/11/2020 02:23:00 AM,2911990004482021
291201000471,MCCLUER NOTH HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2912010004712021
291201000472,MCCLUER HIGH,2021,43,05/11/2020 02:23:00 AM,2912010004722021
291203000481,FESTUS SR. HIGH,2021,39,05/11/2020 02:23:00 AM,2912030004812021
291218000485,FORDLAND HIGH,2021,*,05/11/2020 02:23:00 AM,2912180004852021
291224000487,FORSYTH HIGH,2021,26,05/11/2020 02:23:00 AM,2912240004872021
291229000496,FORT OSAGE HIGH,2021,59,05/11/2020 02:23:00 AM,2912290004962021
291230000506,FOX SR. HIGH,2021,80,05/11/2020 02:23:00 AM,2912300005062021
291230001981,SECKMAN SR. HIGH,2021,93,05/11/2020 02:23:00 AM,2912300019812021
291254000516,FREDERICKTOWN HIGH,2021,16,05/11/2020 02:23:00 AM,2912540005162021
291255000524,FULTON SR. HIGH,2021,17,05/11/2020 02:23:00 AM,2912550005242021
291260000526,GAINESVILLE HIGH,2021,14,05/11/2020 02:23:00 AM,2912600005262021
291266000530,GALLATIN HIGH,2021,6,05/11/2020 02:23:00 AM,2912660005302021
291269000532,GRUNDY CO. HIGH,2021,*,05/11/2020 02:23:00 AM,2912690005322021
291278000535,GIDEON HIGH,2021,*,05/11/2020 02:23:00 AM,2912780005352021
291290000540,GLASGOW HIGH,2021,*,05/11/2020 02:23:00 AM,2912900005402021
291293000542,GOLDEN CITY HIGH,2021,*,05/11/2020 02:23:00 AM,2912930005422021
291308000546,GRAIN VALLEY HIGH,2021,*,05/11/2020 02:23:00 AM,2913080005462021
291314000556,GRANDVIEW SR. HIGH,2021,36,05/11/2020 02:23:00 AM,2913140005562021
291317002285,GRANDVIEW R-2,2021,*,05/11/2020 02:23:00 AM,2913170022852021
291323000561,GREEN CITY HIGH,2021,*,05/11/2020 02:23:00 AM,2913230005612021
291329000564,GREEN RIDGE HIGH,2021,*,05/11/2020 02:23:00 AM,2913290005642021
291332000566,GREENFIELD HIGH,2021,*,05/11/2020 02:23:00 AM,2913320005662021
291338000569,GREENVILLE HIGH,2021,7,05/11/2020 02:23:00 AM,2913380005692021
291350000574,HALE HIGH,2021,*,05/11/2020 02:23:00 AM,2913500005742021
291353000576,HALFWAY SECONDARY,2021,*,05/11/2020 02:23:00 AM,2913530005762021
291356000578,HALLSVILLE HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2913560005782021
291359000580,PENNEY HIGH,2021,16,05/11/2020 02:23:00 AM,2913590005802021
291362000583,HANCOCK SR. HIGH,2021,8,05/11/2020 02:23:00 AM,2913620005832021
291365000595,HANNIBAL SR. HIGH,2021,24,05/11/2020 02:23:00 AM,2913650005952021
291368000597,HARDIN-CENTRAL HIGH,2021,*,05/11/2020 02:23:00 AM,2913680005972021
291371000599,HARRISBURG HIGH,2021,6,05/11/2020 02:23:00 AM,2913710005992021
291376000605,HARRISONVILLE HIGH,2021,35,05/11/2020 02:23:00 AM,2913760006052021
291377000608,HARTVILLE HIGH,2021,10,05/11/2020 02:23:00 AM,2913770006082021
291380000611,HAYTI HIGH,2021,*,05/11/2020 02:23:00 AM,2913800006112021
291383000622,HAZELWOOD CENTRAL HIGH,2021,78,05/11/2020 02:23:00 AM,2913830006222021
291383000625,HAZELWOOD WEST HIGH,2021,83,05/11/2020 02:23:00 AM,2913830006252021
291383002696,HAZELWOOD EAST HIGH,2021,44,05/11/2020 02:23:00 AM,2913830026962021
291428000646,HERMANN HIGH,2021,18,05/11/2020 02:23:00 AM,2914280006462021
291431000649,HERMITAGE HIGH,2021,*,05/11/2020 02:23:00 AM,2914310006492021
291432002372,SKYLINE HIGH,2021,*,05/11/2020 02:23:00 AM,2914320023722021
291434003156,RUSKIN HIGH SCHOOL,2021,68,05/11/2020 02:23:00 AM,2914340031562021
291437000667,HIGBEE HIGH,2021,*,05/11/2020 02:23:00 AM,2914370006672021
291440000672,LAFAYETTE CO. HIGH,2021,11,05/11/2020 02:23:00 AM,2914400006722021
291443000675,HILLSBORO SENIOR HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2914430006752021
291446000678,HOLCOMB HIGH,2021,6,05/11/2020 02:23:00 AM,2914460006782021
291449000680,HOLDEN HIGH,2021,12,05/11/2020 02:23:00 AM,2914490006802021
291455000684,HOLLISTER HIGH,2021,28,05/11/2020 02:23:00 AM,2914550006842021
291484000688,HOUSTON HIGH,2021,22,05/11/2020 02:23:00 AM,2914840006882021
291527000695,TIPTON HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2915270006952021
291530000697,HUMANSVILLE HIGH,2021,*,05/11/2020 02:23:00 AM,2915300006972021
291533000699,HUME HIGH,2021,*,05/11/2020 02:23:00 AM,2915330006992021
291539000701,HURLEY HIGH,2021,*,05/11/2020 02:23:00 AM,2915390007012021
291542000703,IBERIA HIGH,2021,*,05/11/2020 02:23:00 AM,2915420007032021
291545000705,SCOTT CITY HIGH,2021,7,05/11/2020 02:23:00 AM,2915450007052021
291548000722,TRUMAN HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2915480007222021
291548000724,WILLIAM CHRISMAN HIGH,2021,63,05/11/2020 02:23:00 AM,2915480007242021
291548003096,VAN HORN HIGH,2021,42,05/11/2020 02:23:00 AM,2915480030962021
291560000738,JACKSON SR. HIGH,2021,74,05/11/2020 02:23:00 AM,2915600007382021
291566000743,JAMESTOWN C-I HIGH,2021,*,05/11/2020 02:23:00 AM,2915660007432021
291614000745,JASPER HIGH,2021,7,05/11/2020 02:23:00 AM,2916140007452021
291619000749,JEFFERSON CITY HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2916190007492021
291620000762,JEFFERSON HIGH,2021,*,05/11/2020 02:23:00 AM,2916200007622021
291623003144,JEFFERSON HIGH SCHOOL,2021,37,05/11/2020 02:23:00 AM,2916230031442021
291629000769,JENNINGS HIGH,2021,19,05/11/2020 02:23:00 AM,2916290007692021
291635000787,JOPLIN HIGH,2021,52,05/11/2020 02:23:00 AM,2916350007872021
291638000797,CLARK CO. HIGH,2021,13,05/11/2020 02:23:00 AM,2916380007972021
291640000840,CENTRAL ACADEMY OF EXCELLENCE,2021,15,05/11/2020 02:23:00 AM,2916400008402021
291640000844,LINCOLN COLLEGE PREP.,2021,56,05/11/2020 02:23:00 AM,2916400008442021
291640000860,NORTHEAST HIGH,2021,16,05/11/2020 02:23:00 AM,2916400008602021
291640000862,PASEO ACAD. OF PERFORMING ARTS,2021,7,05/11/2020 02:23:00 AM,2916400008622021
291640000880,EAST HIGH SCHOOL,2021,68,05/11/2020 02:23:00 AM,2916400008802021
291640003097,SOUTHEAST HIGH SCHOOL,2021,30,05/11/2020 02:23:00 AM,2916400030972021
291645000894,KEARNEY HIGH,2021,49,05/11/2020 02:23:00 AM,2916450008942021
291650000897,KENNETT HIGH,2021,24,05/11/2020 02:23:00 AM,2916500008972021
291659000907,KING CITY HIGH,2021,*,05/11/2020 02:23:00 AM,2916590009072021
291666000910,KINGSVILLE HIGH,2021,*,05/11/2020 02:23:00 AM,2916660009102021
291674000916,KIRKSVILLE SR. HIGH,2021,47,05/11/2020 02:23:00 AM,2916740009162021
291677000926,KIRKWOOD SR. HIGH,2021,92,05/11/2020 02:23:00 AM,2916770009262021
291683000932,KNOB NOSTER HIGH,2021,11,05/11/2020 02:23:00 AM,2916830009322021
291686000935,KOSHKONONG HIGH,2021,*,05/11/2020 02:23:00 AM,2916860009352021
291692000937,LA MONTE HIGH,2021,*,05/11/2020 02:23:00 AM,2916920009372021
291695000939,LA PLATA HIGH,2021,8,05/11/2020 02:23:00 AM,2916950009392021
291782000946,LADUE HORTON WATKINS HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2917820009462021
291785000954,LAMAR HIGH,2021,15,05/11/2020 02:23:00 AM,2917850009542021
291788000957,LAQUEY R-V HIGH,2021,6,05/11/2020 02:23:00 AM,2917880009572021
291797000960,LATHROP HIGH,2021,22,05/11/2020 02:23:00 AM,2917970009602021
291822000962,LAWSON HIGH,2021,20,05/11/2020 02:23:00 AM,2918220009622021
291824000966,WEST COUNTY HIGH,2021,19,05/11/2020 02:23:00 AM,2918240009662021
291827000972,LEBANON SR. HIGH,2021,72,05/11/2020 02:23:00 AM,2918270009722021
291830000983,LEE'S SUMMIT SR. HIGH,2021,83,05/11/2020 02:23:00 AM,2918300009832021
291830001481,LEE'S SUMMIT NORTH HIGH,2021,75,05/11/2020 02:23:00 AM,2918300014812021
291830002795,LEE'S SUMMIT WEST HIGH,2021,125,05/11/2020 02:23:00 AM,2918300027952021
291836000987,LEETON HIGH,2021,6,05/11/2020 02:23:00 AM,2918360009872021
291842000989,LEOPOLD HIGH,2021,*,05/11/2020 02:23:00 AM,2918420009892021
291845000991,LESTERVILLE HIGH,2021,*,05/11/2020 02:23:00 AM,2918450009912021
291848001001,LEXINGTON HIGH,2021,8,05/11/2020 02:23:00 AM,2918480010012021
291851001003,LIBERAL HIGH,2021,*,05/11/2020 02:23:00 AM,2918510010032021
291854001011,LIBERTY HIGH,2021,79,05/11/2020 02:23:00 AM,2918540010112021
291854003148,LIBERTY NORTH HIGH SCHOOL,2021,184,05/11/2020 02:23:00 AM,2918540031482021
291860001014,LICKING HIGH,2021,8,05/11/2020 02:23:00 AM,2918600010142021
291867001016,LINCOLN HIGH,2021,*,05/11/2020 02:23:00 AM,2918670010162021
291869001026,LINDBERGH SR. HIGH,2021,118,05/11/2020 02:23:00 AM,2918690010262021
291908001030,LINN HIGH,2021,16,05/11/2020 02:23:00 AM,2919080010302021
291914001033,LOCKWOOD HIGH,2021,*,05/11/2020 02:23:00 AM,2919140010332021
291917001037,LOGAN-ROGERSVILLE HIGH,2021,*,05/11/2020 02:23:00 AM,2919170010372021
291923001040,LONE JACK HIGH,2021,8,05/11/2020 02:23:00 AM,2919230010402021
291926001043,LOUISIANA HIGH,2021,7,05/11/2020 02:23:00 AM,2919260010432021
291935001046,WOODLAND HIGH,2021,19,05/11/2020 02:23:00 AM,2919350010462021
291938001049,MACKS CREEK HIGH,2021,7,05/11/2020 02:23:00 AM,2919380010492021
291941001053,MACON SR. HIGH,2021,16,05/11/2020 02:23:00 AM,2919410010532021
291984001055,MADISON HIGH,2021,*,05/11/2020 02:23:00 AM,2919840010552021
291989001058,MALDEN HIGH,2021,8,05/11/2020 02:23:00 AM,2919890010582021
291992001060,MALTA BEND HIGH,2021,*,05/11/2020 02:23:00 AM,2919920010602021
291998001063,MANSFIELD HIGH,2021,7,05/11/2020 02:23:00 AM,2919980010632021
292001001067,MAPLEWOOD-RICHMOND HGTS. HIGH,2021,*,05/11/2020 02:23:00 AM,2920010010672021
292005001070,MARCELINE HIGH,2021,*,05/11/2020 02:23:00 AM,2920050010702021
292016001073,MARION C. EARLY HIGH,2021,6,05/11/2020 02:23:00 AM,2920160010732021
292028001075,MARION CO. HIGH,2021,*,05/11/2020 02:23:00 AM,2920280010752021
292031001077,MARIONVILLE HIGH,2021,17,05/11/2020 02:23:00 AM,2920310010772021
292037001080,MARQUAND-ZION HIGH,2021,*,05/11/2020 02:23:00 AM,2920370010802021
292041001086,MARSHALL SR. HIGH,2021,20,05/11/2020 02:23:00 AM,2920410010862021
292043001090,MARSHFIELD HIGH,2021,31,05/11/2020 02:23:00 AM,2920430010902021
292049001095,MARYVILLE HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2920490010952021
292055001099,MAYSVILLE JR.-SR. HIGH,2021,8,05/11/2020 02:23:00 AM,2920550010992021
292061001104,MCDONALD COUNTY HIGH,2021,59,05/11/2020 02:23:00 AM,2920610011042021
292064001108,MEADVILLE HIGH,2021,*,05/11/2020 02:23:00 AM,2920640011082021
292067001115,MEHLVILLE HIGH SCHOOL,2021,81,05/11/2020 02:23:00 AM,2920670011152021
292067001118,OAKVILLE SR. HIGH,2021,83,05/11/2020 02:23:00 AM,2920670011182021
292070001127,SCOTLAND COUNTY R1,2021,*,05/11/2020 02:23:00 AM,2920700011272021
292075001129,MERCER HIGH,2021,*,05/11/2020 02:23:00 AM,2920750011292021
292081001137,MEXICO HIGH,2021,21,05/11/2020 02:23:00 AM,2920810011372021
292082001139,MIAMI HIGH,2021,6,05/11/2020 02:23:00 AM,2920820011392021
292094001144,MILAN HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2920940011442021
292100001148,MILLER HIGH,2021,8,05/11/2020 02:23:00 AM,2921000011482021
292110001154,MOBERLY SR. HIGH,2021,*,05/11/2020 02:23:00 AM,2921100011542021
292112001162,MONETT HIGH,2021,32,05/11/2020 02:23:00 AM,2921120011622021
292121001167,MONROE CITY R-I HIGH,2021,19,05/11/2020 02:23:00 AM,2921210011672021
292133001169,MONTGOMERY COUNTY R-2 HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2921330011692021
292136001175,MONTROSE HIGH,2021,*,05/11/2020 02:23:00 AM,2921360011752021
292142001177,SCOTT CO. CENTRAL HIGH,2021,*,05/11/2020 02:23:00 AM,2921420011772021
292148001180,MOUND CITY HIGH,2021,*,05/11/2020 02:23:00 AM,2921480011802021
292151001182,MOUNTAIN GROVE HIGH,2021,10,05/11/2020 02:23:00 AM,2921510011822021
292154001186,LIBERTY SR. HIGH,2021,16,05/11/2020 02:23:00 AM,2921540011862021
292160001189,MT. VERNON HIGH,2021,15,05/11/2020 02:23:00 AM,2921600011892021
292166001191,NORTHEAST NODAWAY HIGH,2021,*,05/11/2020 02:23:00 AM,2921660011912021
292172001198,NAYLOR HIGH,2021,*,05/11/2020 02:23:00 AM,2921720011982021
292175001200,NEELYVILLE HIGH,2021,*,05/11/2020 02:23:00 AM,2921750012002021
292181001209,NEOSHO HIGH,2021,56,05/11/2020 02:23:00 AM,2921810012092021
292184001214,NEVADA HIGH,2021,18,05/11/2020 02:23:00 AM,2921840012142021
292187501219,NEW BLOOMFIELD HIGH,2021,14,05/11/2020 02:23:00 AM,2921875012192021
292188001221,MACON CO. HIGH,2021,*,05/11/2020 02:23:00 AM,2921880012212021
292194001223,NEW FRANKLIN MIDDLE-HIGH,2021,*,05/11/2020 02:23:00 AM,2921940012232021
292196001225,NEW HAVEN HIGH,2021,*,05/11/2020 02:23:00 AM,2921960012252021
292214001229,NEWBURG HIGH,2021,*,05/11/2020 02:23:00 AM,2922140012292021
292247001231,NEWTOWN-HARRIS HIGH,2021,*,05/11/2020 02:23:00 AM,2922470012312021
292250001233,NIANGUA HIGH,2021,*,05/11/2020 02:23:00 AM,2922500012332021
292253000424,NIXA PUBLIC HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2922530004242021
292262001238,NORBORNE HIGH,2021,*,05/11/2020 02:23:00 AM,2922620012382021
292265001248,NORMANDY HIGH,2021,23,05/11/2020 02:23:00 AM,2922650012482021
292271001251,NORTH ANDREW HIGH,2021,8,05/11/2020 02:23:00 AM,2922710012512021
292274001254,NORTH CALLAWAY HIGH,2021,19,05/11/2020 02:23:00 AM,2922740012542021
292277001257,NORTH HARRISON HIGH,2021,6,05/11/2020 02:23:00 AM,2922770012572021
292280001284,NORTH KANSAS HIGH SCHOOL,2021,*,05/11/2020 02:23:00 AM,2922800012842021
292280001286,OAK PARK HIGH,2021,45,05/11/2020 02:23:00 AM,2922800012862021
