MAKE,MODEL,VEHICLE_COUNT,MAINT_DOLLARS,FUEL_QTY,AVG_MILES_PER_VEHICLE,TOTAL_MILES
BOSTON WHA,190GDA,1,8143.840766,No-DATA,0.959008853194109,0.959008853194109
MISC,MISC,24,19317.810889,6.3,0.825488055136982,19.811713323287566
DOOSAN,GC40S-5,4,3536.654162,966.7,23605.856742195256599,94423.426968781026397
JOHN DEERE,744K,1,4359.207103,533,205.410146171582523,205.410146171582523
TRAILER,TAUT0007,1,134.691625,No-DATA,0,0
PIERCE MFG,IMPEL,14,651821.070604,46364.7,11569.726669637995549,161976.173374931937685
FORD,TRANSIT 250,19,18536.316329,7210.1,4776.942302959885655,90761.903756237827438
JOHN DEERE,410D,1,319.094686,No-DATA,133.909807945526628,133.909807945526628
YAMAHA,F40LEHA,2,385.1551,No-DATA,0,0
WELLS CARG,UTILITY,2,1066.985465,No-DATA,0,0
BOBCAT,S-250,1,537.938522,36.6,1559.999805488560634,1559.999805488560634
OSHKOSH,STRIKER 1500,1,45046.795785,306.2,7350.667131129557728,7350.667131129557728
INTERSTATE,24TDT,2,952.910533,No-DATA,0,0
PJ TRAILER,D7142,2,601.018342,No-DATA,0,0
BOXER,532DX,1,1507.599564,1.9,1833.058308453476658,1833.058308453476658
YAMAHA,F90LA,1,270.26315,No-DATA,33.960560394972596,33.960560394972596
SHERMAN RE,BWT1485HT,1,533.077448,No-DATA,566.077162008792747,566.077162008792747
,,2,1117.837765,123.3,89.231032360591504,178.462064721183008
IHC,HV613,1,207.876845,259.8,4232.462146985071095,4232.462146985071095
HOBART,180CU20,3,5380.619625,No-DATA,616.528089454453391,1849.584268363360174
BROCE,RCT-350,2,23033.82765,274.1,243.409399619667661,486.818799239335322
KOMATSU,FG40ZT-7,1,324.451066,No-DATA,638.261942948439873,638.261942948439873
FORD,E150,11,27169.936049,4275.1,4957.855092031885566,54536.406012350741225
SHOPMADE,FLATBED,1,74.261289,No-DATA,0,0
TAILIFT,FG30P,1,978.934053,123.5,1627.125245192849481,1627.125245192849481
JOHN DEERE,MX6,3,1707.050084,No-DATA,0,0
TORO,3200,1,3619.437602,No-DATA,1011.029387779389299,1011.029387779389299
ERSKINE,CH500H,1,17.6669,No-DATA,0,0
GENIE,GS-3246,1,80.271822,No-DATA,0,0
WIRTGEN AM,HD110HV,1,1900.878555,29.1,855.128307726176859,855.128307726176859
CHEVROLET,SILVERADO,16,10983.451537,1599.3,2875.877425977725055,46014.038815643600879
TENNANT,T20,4,1282.770384,No-DATA,86.269180668353159,345.076722673412634
JOHN DEERE,310J,25,261979.398757,8613.9,1676.105694416013404,41902.642360400335092
CHEVROLET,BOLT,69,44923.288938,No-DATA,1908.529573725626645,131688.540587068238475
IHC,7500SBA,5,42119.961494,4157.1,4536.241120571060509,22681.205602855302543
JOHN DEERE,710D,1,471.683555,18.1,248.211736701189912,248.211736701189912
JOHN DEERE,130GLC,1,1052.515672,383.2,106.988694818681481,106.988694818681481
EXISS,STC LP 20 BP,1,114.39,No-DATA,0,0
BOBCAT,331,1,420.792406,75.7,2576.201858086013328,2576.201858086013328
BANDIT,65XP,2,2517.259112,No-DATA,1635.838695101915942,3271.677390203831885
CHEVROLET,CP30842,1,130.574,176.9,1099.487922237991037,1099.487922237991037
JOHN DEERE,5055D,2,3314.10445,84.9,234.656095994614707,469.312191989229414
CHEVROLET,CC31003,3,7365.062527,1112.1,3706.714517816407262,11120.143553449221785
POLARIS,RANGER 700,1,845.2806,No-DATA,23.445228206994135,23.445228206994135
POLARIS,SPORTSMAN570,3,4502.023266,25.1,9524.992334032165289,28574.977002096495868
ETNYRE,CHIPSPREADER,2,12659.66,169.7,191.451427834693415,382.902855669386829
WELLS CARG,WHD8516T3,1,306.277422,No-DATA,0,0
LARK,VT612TA,1,821.20061,No-DATA,0,0
RECONCRAFT,RC18,1,259.181278,No-DATA,0,0
HAMM/WIRTG,GRW180I-15,1,992.654847,632.9,613.820098911014857,613.820098911014857
EVINRUDE,E40DRGL,11,7131.702611,No-DATA,0,0
CRANE CARR,LET2-26,21,541367.71503,105927.2,17457.150168404780048,366600.153536500381018
TOYOTA,7FDU15,1,677.343622,43,113.426736187289154,113.426736187289154
TPD,TX8516T,1,1088.9147,No-DATA,0,0
JOHN DEERE,MX5,3,2015.840111,250.6,7312.027792338983436,21936.083377016950308
FORD,CROWN VICTOR,6,7989.650861,764.4,8837.670835948318895,53026.02501568991337
YOUNG TANK,UNKNOWN,1,43.033875,No-DATA,0,0
ETNYRE,PRTN55ETD3-P,5,28985.969345,No-DATA,0,0
VULCAN,LB20,1,457.56,No-DATA,0,0
TRACKED LI,PB 22.10,1,3229.464558,1.4,34.983110190355961,34.983110190355961
FORD,ESCAPE,131,207725.01185,32291.7,6387.322647342417666,836739.266801856714205
TRANTEX,CH265M,1,1.175675,No-DATA,0,0
JLG,1930ES,1,141.085058,No-DATA,3.59722720580259,3.59722720580259
DRAGON,130 BBL TANK,1,7181.307172,No-DATA,0,0
FORD,TRANSIT 150,8,8469.170356,5856.7,7635.09694266966453,61080.775541357316239
JOHN DEERE,GRAPPLE66,1,497.067822,No-DATA,0,0
POLARIS,RANGER 6X6,1,6273.124654,No-DATA,1208.323772351667853,1208.323772351667853
RIVER CITY,CUSTOM,1,2450.214579,No-DATA,0,0
MITSUBISHI,OUTLANDER,34,25269.323235,5624.7,6110.448972538526739,207755.26506630990911
ROCKWHEEL,D30 CUTTER,1,28.5975,No-DATA,0,0
CHEVROLET,G4500,1,4011.917849,463.9,4753.657572058542796,4753.657572058542796
WELLS CARG,TW101,5,3117.592159,No-DATA,0,0
CARGO,TXVH8.520TA2,1,785.64,47.7,261.258832845250678,261.258832845250678
JOHN DEERE,330G,4,23587.32327,937,188.262811285557443,753.051245142229774
EQUIPMENT TRAILER,KL30TSX,1,293.522375,21.3,15.584372456222818,15.584372456222818
PITMAN,9760,1,7046.635687,No-DATA,237.222460770105231,237.222460770105231
INTERSTATE,10-ST,4,8948.718454,No-DATA,0,0
PJ TRAILER,L5202,1,931.382325,No-DATA,0,0
DITCH WITC,SK5PAL,1,159.492622,No-DATA,0,0
PJ TRAILER,T7223,1,71.173911,No-DATA,0,0
SPORTSMAN,KV1662,1,1286.893632,No-DATA,0,0
FORD,P2L TAURUS,11,9403.442845,6150.4,9148.755777565805108,100636.313553223856188
FREIGHTLIN,FL70,8,49221.897529,8253.8,7572.609616212941838,60580.876929703534705
JOHN DEERE,50G,6,11833.032994,782.9,1454.972028972769471,8729.832173836616825
WANCO,WSDT-S,1,84.885025,No-DATA,2.994623117658974,2.994623117658974
MILLER,PRO 75T,1,3103.297198,No-DATA,0,0
DOOSAN,GC15S,1,1211.020623,No-DATA,293.369563025613241,293.369563025613241
RAM,5500,1,3709.941377,252.5,13020.219881947705575,13020.219881947705575
GODWIN,CD100,3,1877.120106,38,14.032119106740255,42.096357320220765
REMTC,BU-10-2,1,519.056611,No-DATA,0,0
SHOPMADE,SHOP MADE,1,511.658078,No-DATA,0,0
IHC,4300,17,364891.460186,19389.7,6887.371492100479073,117085.315365708144238
HYDRO TEK,SK30005VH,1,39.413333,No-DATA,0,0
INTERSTATE,70SDGN/S,1,1645.402397,No-DATA,0,0
JOHN DEERE,BH11,3,810.0705,No-DATA,0,0
WACKER,PT34,1,,No-DATA,0,0
GEHL,SL5635SXT,1,207.713175,No-DATA,114.624707025394473,114.624707025394473
BOBCAT,"55"" GRAPPLE",2,598.510401,No-DATA,0,0
CRANE CARR,COE2-23,9,220190.79957,13728.7,7399.093717337846938,66591.84345604062244
ELASTEC,CATAMARAN,2,1360.939333,No-DATA,0,0
NEW HOLLAN,LS190,1,5488.561681,20,37.344813600405811,37.344813600405811
GRACO,LINELAZER,7,7027.403169,23,0,0
JOHN DEERE,6115D,5,18471.109025,2672.9,1371.324305954540416,6856.621529772702081
DAKOTA MFG,TE40R-24,1,1188.957567,No-DATA,0,0
PJ TRAILER,SD452,1,501.030844,No-DATA,0,0
CARGO MATE,EHW8520TA2,2,1748.925768,No-DATA,0,0
TRANTEX,TR2000DH,1,5113.643178,2829.4,0,0
ISS,2XP,1,330.715022,No-DATA,0,0
JOHN DEERE,2653B,4,,No-DATA,0,0
SWIERC'S,CUSTOM,3,1292.28945,No-DATA,0,0
BELSHE,GT2,4,1528.098888,No-DATA,0,0
BIG TEX,24K 50LA-16,2,5459.940603,No-DATA,0,0
RAM,3500,39,131894.397782,39919.2,11332.273359312438958,441958.661013185119347
QUALITY,A1-7000-16,3,1624.586933,No-DATA,0,0
ACSI,CSDT,1,119.87635,No-DATA,0,0
HURDS CUST,300-15,1,561.352074,No-DATA,0,0
