Inventory ID,Prop ID,Feature,Type,Category,Sub-Category
4557,B223JC,Sidewalks,Concrete Flags,Structural Features,
33009,XZ149,Sidewalks,Concrete Curbs,Structural Features,
24247,QZ285,Paved Surfaces,Cribbing,Structural Features,
59851,R165,Paved Surfaces,Concrete,Structural Features,
52235,X118-ZN01,Lawns,Grass Strips,Landscape Features,
51075,R065-ZN10A,Fences,Wrought-Iron,Structural Features,
38785,M019,Benches,Bleachers,Structural Features,
55693,B255L,Paved Surfaces,Stone/Slate/Granite,Structural Features,
36645,Q050-ZN08B,Water Bodies,Ocean,Landscape Features,
30766,X126-ZN01,Fences,Bollards,Structural Features,
29068,X039-ZN03,Lawns,Natural Areas,Landscape Features,
54239,Q010-G01,Benches,Log Plank,Structural Features,
3356,B153,Safety Surface,Mitchell New Sectional,Structural Features,
8503,BZ38,Sidewalks,Concrete Flags,Structural Features,
28519,X010A,Paved Surfaces,Asphalt,Structural Features,
25241,QZ690,Sidewalks,Concrete Flags,Structural Features,
61205,Q164-ZN10A,Horticultural Areas,Bushes,Landscape Features,
32507,X262,Play Equipment,Exercise Equipment,Structural Features,
60207,Q162J,Paved Surfaces,Other Decorative,Structural Features,
9450,M010-ZN12&13,Fences,Wood Guardrails,Structural Features,
49685,Q354,Lawns,Grass Strips,Landscape Features,
18017,Q026,Fences,Wrought-Iron,Structural Features,
46983,R046-ZN04,Benches,Metal Bleachers,Structural Features,
3392,B154,Play Equipment,BBCT,Structural Features,
31753,X182,Play Equipment,Other Adventure,Structural Features,
38333,M195,Paved Surfaces,Belgian Blocks,Structural Features,
21327,Q307,Fences,Chain-Link,Structural Features,
55668,M008,Benches,Stone Benches,Structural Features,
28240,X008-ZN03,Lawns,Lawn,Landscape Features,
9442,M010-ZN09,Benches,Wood Benches,Structural Features,
26784,R111,Lawns,Lawn,Landscape Features,
28860,X033-01,Safety Surface,Kangaroo New Sectional,Structural Features,
57281,X033-ZN03,Paved Surfaces,Concrete,Structural Features,
26811,R114,Safety Surface,Kangaroo New Sectional,Structural Features,
9494,M010-ZN15,Lawns,Natural Areas,Landscape Features,
12012,M071-ZN15,Paved Surfaces,Concrete,Structural Features,
61359,Q020-ZN03,Paved Surfaces,Gravel,Structural Features,
19848,Q129,Fences,Wrought-Iron,Structural Features,
26247,R062,Paved Surfaces,Plaque,Structural Features,
50781,BT04,Paved Surfaces,Stone/Slate/Granite,Structural Features,
25677,R022-ZN01,Lawns,Lawn,Landscape Features,
8012,BZ244,Paved Surfaces,Belgian Blocks,Structural Features,
679,B040-01,Trees,>10,Landscape Features,
30232,X092-ZN19,Paved Surfaces,Stone/Slate/Granite,Structural Features,
51218,M286-01,Safety Surface,Sand,Structural Features,
6072,B292,Play Equipment,GameTime,Structural Features,
20982,Q298,Play Equipment,HBCT,Structural Features,
8130,BZ269,Sidewalks,Concrete Curbs,Structural Features,
38445,Q034,Fences,Wire,Structural Features,
25012,QZ600,Horticultural Areas,Bushes,Landscape Features,
54265,Q010-G01,Horticultural Areas,Bushes,Landscape Features,
35777,X265,Paved Surfaces,Cribbing,Structural Features,
4577,B223NA,Trees,>10,Landscape Features,
28063,X002-ZN03,Lawns,Natural Areas,Landscape Features,
51255,BZ288,Fences,Wire,Structural Features,
7080,B362,Benches,Concrete Benches,Structural Features,
18201,Q044,Lawns,Tree Lines,Landscape Features,
30713,X122,Play Equipment,Exercise Equipment,Structural Features,
8662,BZ60,Paved Surfaces,Belgian Blocks,Structural Features,
56837,XZ60,Horticultural Areas,Wild Flowers,Landscape Features,
34118,BZ228,Trees,1-5,Landscape Features,
26586,R079,Paved Surfaces,Concrete,Structural Features,
2207,B080,Fences,Guardrails,Structural Features,
28569,X012,Paved Surfaces,Stone/Slate/Granite,Structural Features,
26129,R046-ZN04,Benches,Wood Benches,Structural Features,
49979,B109,Paved Surfaces,Blocks,Structural Features,
24605,QZ448,Horticultural Areas,Wild Flowers,Landscape Features,
15904,MZ251,Paved Surfaces,Planter,Structural Features,
47756,Q163-ZN06,Lawns,Grass Strips,Landscape Features,
8065,BZ256,Sidewalks,Concrete Flags,Structural Features,
9300,M010-ZN01,Horticultural Areas,Wild Flowers,Landscape Features,
29323,X042,Trees,>10,Landscape Features,
37766,X242,Lawns,Lawn,Landscape Features,
59429,M154,Fences,Pipe-Rail,Structural Features,
31161,X148M,Paved Surfaces,Asphalt,Structural Features,
8626,BZ52,Sidewalks,Concrete Flags,Structural Features,
24318,QZ31,Paved Surfaces,Concrete,Structural Features,
6444,B317,Trees,>10,Landscape Features,
62200,M072-ZN29,Fences,Guardrails,Structural Features,
18461,Q062,Sidewalks,Concrete Curbs,Structural Features,
35288,X281,Sidewalks,Concrete Curbs,Structural Features,
60483,B302,Play Equipment,Painted Games,Structural Features,
31751,X180,Sidewalks,Concrete Flags,Structural Features,
26112,R046-ZN03,Trees,>10,Landscape Features,
49861,Q013,Paved Surfaces,Cribbing,Structural Features,
32202,X211,Play Equipment,HBCT,Structural Features,
21604,Q330,Play Equipment,BBCT,Structural Features,
22707,Q394,Fences,Wrought-Iron,Structural Features,
56869,Q066F,Paved Surfaces,Plaque,Structural Features,
31110,X148K2,Fences,Wrought-Iron,Structural Features,
20638,Q220E,Play Equipment,Swings,Structural Features,
5808,B273,Paved Surfaces,Belgian Blocks,Structural Features,
59943,QZ534,Horticultural Areas,Grass Strips,Landscape Features,
31323,X153-02,Fences,Chain-Link,Structural Features,
54887,X092-G02,Paved Surfaces,Drains,Structural Features,
47526,M032,Trees,6-10,Landscape Features,
134,B008,Fences,Ornamental,Structural Features,
13914,M172,Paved Surfaces,Concrete,Structural Features,
57878,M056-ZN03,Paved Surfaces,Cribbing,Structural Features,
9994,M010-ZN46,Lawns,Natural Areas,Landscape Features,
58916,Q162-ZN01,Water Bodies,Ocean,Landscape Features,
50601,B073-ZN18,Trails,Old Pavement,Landscape Features,
48693,B169-ZN05A,Sidewalks,Concrete Curbs,Structural Features,
22484,Q377,Fences,Chain-Link,Structural Features,
47054,Q214,Paved Surfaces,Brick,Structural Features,
59634,M071-ZN07,Sidewalks,Stone Curb,Structural Features,
20515,Q215,Paved Surfaces,Belgian Blocks,Structural Features,
17353,Q015-ZN06,Lawns,Lawn,Landscape Features,
52163,M116,Sidewalks,Asphalt,Structural Features,
38877,Q352,Benches,Plastic Benches,Structural Features,
4592,B223NC,Paved Surfaces,Monument,Structural Features,
61279,X126-G01,Paved Surfaces,Retaining Walls,Structural Features,
49716,B223F,Benches,Plastic Benches,Structural Features,
38112,B431-01,Play Equipment,Sandbox,Structural Features,
49052,X307,Paved Surfaces,Concrete Pavers,Structural Features,
29352,X044,Paved Surfaces,Stone/Slate/Granite,Structural Features,
55245,X002-ZN05A,Paved Surfaces,Stone/Slate/Granite,Structural Features,
17972,Q024-ZN06,Trees,>10,Landscape Features,
15974,MZ269,Trees,>10,Landscape Features,
22988,Q413-02,Fences,Wrought-Iron,Structural Features,
18379,Q053,Trees,>10,Landscape Features,
6941,B353,Play Equipment,GameTime,Structural Features,
5558,B258,Safety Surface,Miracle New Sectional,Structural Features,
8888,M002,Fences,Wrought-Iron,Structural Features,
56088,BZ270,Horticultural Areas,Lawn,Landscape Features,
35553,R009,Paved Surfaces,Stone/Slate/Granite,Structural Features,
27475,RZ259,Sidewalks,Concrete Curbs,Structural Features,
49748,XZ194,Sidewalks,Concrete Curbs,Structural Features,
7000,B358,Safety Surface,Spectraturf New Sectional,Structural Features,
22345,Q366,Benches,Wood Benches,Structural Features,
59376,Q006,Paved Surfaces,Concrete Pavers,Structural Features,
28729,X023,Fences,Ornamental,Structural Features,
24820,QZ514,Horticultural Areas,Bushes,Landscape Features,
30515,X112,Play Equipment,Swings,Structural Features,
51884,B148,Lawns,Lawn,Landscape Features,
33118,XZ196,Sidewalks,Concrete Flags,Structural Features,
15228,M294,Play Equipment,Chess & Checkers Tables,Structural Features,
1862,B073-ZN13,Trees,>10,Landscape Features,
62172,Q118,Benches,Plastic Benches,Structural Features,
8988,M007,Sidewalks,Asphalt,Structural Features,
16328,Q001-ZN02,Horticultural Areas,Wild Flowers,Landscape Features,
48267,Q329,Paved Surfaces,Concrete Pavers,Structural Features,
4315,B216,Fences,Pipe-Rail,Structural Features,
13425,M124,Paved Surfaces,Belgian Blocks,Structural Features,
21880,Q347,Play Equipment,BBCT,Structural Features,
27539,RZ31,Trees,1-5,Landscape Features,
4545,B223JB,Fences,Wrought-Iron,Structural Features,
5170,B249,Safety Surface,Mitchell New Sectional,Structural Features,
50245,Q293,Paved Surfaces,Concrete,Structural Features,
11383,M056-ZN03,Lawns,Lawn,Landscape Features,
14938,M254,Sidewalks,Concrete Curbs,Structural Features,
23663,QZ104,Sidewalks,Concrete Flags,Structural Features,
10438,M029-02,Paved Surfaces,Belgian Blocks,Structural Features,
19751,Q123,Fences,Chain-Link,Structural Features,
10417,M029-01,Fences,Wire,Structural Features,
23948,QZ156,Horticultural Areas,Bushes,Landscape Features,
2717,B113E,Fences,Wrought-Iron,Structural Features,
52051,M010-ZN37,Sidewalks,Concrete Curbs,Structural Features,
9710,M010-ZN29,Lawns,Lawn,Landscape Features,
8542,BZ389,Trees,1-5,Landscape Features,
5328,B253,Paved Surfaces,Color Seal,Structural Features,
35351,X136,Lawns,Lawn,Landscape Features,
8513,BZ383,Sidewalks,Concrete Flags,Structural Features,
11600,M069,Sidewalks,Concrete Curbs,Structural Features,
1360,B061,Play Equipment,HBCT,Structural Features,
17891,Q024-05,Trees,1-5,Landscape Features,
20962,Q296,Play Equipment,Stone Animal Art,Structural Features,
9674,M010-ZN28,Benches,Picnic Tables,Structural Features,
1497,B066,Fences,Wrought-Iron,Structural Features,
25099,QZ648,Fences,Chain & Pillar,Structural Features,
30301,X095,Benches,Wood Benches,Structural Features,
3555,B163,Fences,Chain-Link,Structural Features,
11456,M058-06,Trees,1-5,Landscape Features,
8711,BZ70,Paved Surfaces,Belgian Blocks,Structural Features,
2502,B100,Benches,Picnic Tables,Structural Features,
14542,M220,Paved Surfaces,Asphalt,Structural Features,
19078,Q099-ZN10,Fences,Wood Guardrails,Structural Features,
8331,BZ325,Sidewalks,Concrete Flags,Structural Features,
9012,M010-031,Paved Surfaces,Cribbing,Structural Features,
10051,M011,Fences,French Barricades,Structural Features,
57881,M095-ZN05,Paved Surfaces,Stone/Slate/Granite,Structural Features,
47663,X267,Fences,Wrought-Iron,Structural Features,
22103,Q359,Sidewalks,Concrete Curbs,Structural Features,
7445,B403,Paved Surfaces,Asphalt,Structural Features,
484,B028-ZN02,Sidewalks,Concrete Flags,Structural Features,
37239,X118-ZN02,Paved Surfaces,Cribbing,Structural Features,
60646,M200A,Play Equipment,Painted Games,Structural Features,
38252,XZ314,Fences,Pipe-Rail,Structural Features,
17047,Q012-ZN03,Benches,Picnic Tables,Structural Features,
49199,QD07,Paved Surfaces,Cribbing,Structural Features,
8954,M005-ZN02,Paved Surfaces,Concrete,Structural Features,
27102,RZ105,Paved Surfaces,Belgian Blocks,Structural Features,
10383,M028-ZN02A,Trails,Dirt Paths,Landscape Features,
38236,M005-ZN01,Fences,Wire,Structural Features,
16911,Q009-01,Fences,Wrought-Iron,Structural Features,
31737,X179,Play Equipment,HBCT,Structural Features,
29842,X087,Trees,>10,Landscape Features,
3905,B191,Paved Surfaces,Concrete,Structural Features,
34983,R027A,Fences,Wrought-Iron,Structural Features,
29688,X073,Paved Surfaces,Asphalt,Structural Features,
34911,Q123,Paved Surfaces,Concrete,Structural Features,
34315,MZ256,Horticultural Areas,Bushes,Landscape Features,
677,B040-01,Lawns,Lawn,Landscape Features,
48431,B245,Paved Surfaces,Hex Blocks,Structural Features,
8215,BZ288,Paved Surfaces,Gravel,Structural Features,
23986,QZ165,Paved Surfaces,Belgian Blocks,Structural Features,
25362,QZ85,Sidewalks,Concrete Flags,Structural Features,
30688,X121,Fences,Pipe-Rail,Structural Features,
3248,B148,Paved Surfaces,Asphalt,Structural Features,
29743,X080-01,Paved Surfaces,Plaque,Structural Features,
16609,Q005-04,Benches,Wood Benches,Structural Features,
19228,Q099-ZN20,Trees,>10,Landscape Features,
14101,M198,Paved Surfaces,Asphalt,Structural Features,
61063,X147A-ZN01,Play Equipment,Goal Posts,Structural Features,
36738,R145,Sidewalks,Concrete Flags,Structural Features,
61662,Q098,Play Equipment,Painted Games,Structural Features,
56700,Q020-ZN06,Lawns,Natural Areas,Landscape Features,
33415,XZ310,Paved Surfaces,Belgian Blocks,Structural Features,
60887,B194,Sidewalks,Stone/Slate/Granite,Structural Features,
49864,B129-ZN02,Paved Surfaces,Plaque,Structural Features,
15440,MZ119,Sidewalks,Concrete Flags,Structural Features,
2702,B113A,Sidewalks,Concrete Flags,Structural Features,
29843,X087,Lawns,Tree Lines,Landscape Features,
22821,Q401,Fences,Wrought-Iron,Structural Features,
33308,XZ274,Sidewalks,Concrete Curbs,Structural Features,
12285,M072-ZN27,Paved Surfaces,Asphalt,Structural Features,
2919,B126-ZN04,Fences,Chain-Link,Structural Features,
4153,B210P,Fences,Chain-Link,Structural Features,
353,B023,Sidewalks,Concrete Curbs,Structural Features,
3009,B129-01,Play Equipment,Playground Environments,Structural Features,
4202,B211,Paved Surfaces,Plaque,Structural Features,
21503,Q322,Play Equipment,HBCT,Structural Features,
49563,X088-ZN01,Paved Surfaces,Plaque,Structural Features,
38184,X055,Play Equipment,Chess & Checkers Tables,Structural Features,
7864,BZ176,Sidewalks,Concrete Flags,Structural Features,
51477,R106-01,Play Equipment,Chess & Checkers Tables,Structural Features,
1805,B073-ZN11,Fences,French Barricades,Structural Features,
16988,Q012-01,Trees,>10,Landscape Features,
8209,BZ287,Paved Surfaces,Belgian Blocks,Structural Features,
21586,Q330,Play Equipment,Chess & Checkers Tables,Structural Features,
18593,Q076,Paved Surfaces,Belgian Blocks,Structural Features,
1249,B058-ZN04,Benches,Wood Benches,Structural Features,
60813,M010-ZN09,Sidewalks,Concrete Curbs,Structural Features,
58312,B038,Fences,Bollards,Structural Features,
12752,M095-ZN05,Trees,>10,Landscape Features,
51795,M104-ZN03,Paved Surfaces,Cribbing,Structural Features,
22089,Q359,Lawns,Lawn,Landscape Features,
2707,B113A,Paved Surfaces,Asphalt,Structural Features,
20377,Q205A,Trees,>10,Landscape Features,
9576,M010-ZN21,Paved Surfaces,Concrete,Structural Features,
23875,QZ143,Paved Surfaces,Belgian Blocks,Structural Features,
30821,X129,Sidewalks,Concrete Curbs,Structural Features,
12726,M095-ZN03,Paved Surfaces,Concrete,Structural Features,
58403,B305,Sidewalks,Concrete Flags,Structural Features,
15023,M263,Fences,Chain-Link,Structural Features,
16370,Q001-ZN04,Horticultural Areas,Flower Beds,Landscape Features,
49385,Q136,Fences,Ornamental,Structural Features,
57616,B070,Paved Surfaces,Cribbing,Structural Features,
36209,X103,Paved Surfaces,Hex Blocks,Structural Features,
23450,Q452,Sidewalks,Concrete Curbs,Structural Features,
38645,X295,Fences,Pipe-Rail,Structural Features,
50999,Q099-ZN13,Paved Surfaces,Fountain,Structural Features,
5787,B272,Fences,Chain-Link,Structural Features,
32675,X283,Sidewalks,Concrete Curbs,Structural Features,
15072,M270,Play Equipment,Swings,Structural Features,
27775,RZ89,Horticultural Areas,Bushes,Landscape Features,
10104,M014,Fences,Wrought-Iron,Structural Features,
58763,QZ484,Horticultural Areas,Vines,Landscape Features,
61603,Q382,Play Equipment,Painted Games,Structural Features,
58430,M071-ZN09,Sidewalks,Concrete Flags,Structural Features,
469,B028-ZN01,Benches,Wood Benches,Structural Features,
52265,M108T,Paved Surfaces,Asphalt,Structural Features,
57153,Q423,Benches,Plastic Benches,Structural Features,
27640,RZ53,Horticultural Areas,Grass Strips,Landscape Features,
1374,B063,Paved Surfaces,Plaque,Structural Features,
20146,Q162J01,Play Equipment,BBCT,Structural Features,
59304,X029,Sidewalks,Concrete Curbs,Structural Features,
31876,X190,Paved Surfaces,Asphalt,Structural Features,
12211,M353-ZN02,Paved Surfaces,Asphalt,Structural Features,
11385,M056-ZN03,Benches,Wood Benches,Structural Features,
30376,X104-02,Fences,Wrought-Iron,Structural Features,
21514,Q325,Horticultural Areas,Bushes,Landscape Features,
51448,M227,Paved Surfaces,Belgian Blocks,Structural Features,
47418,Q021-ZN01,Paved Surfaces,Concrete Pavers,Structural Features,
21312,Q306,Paved Surfaces,Belgian Blocks,Structural Features,
18889,Q099-17,Play Equipment,BBCT,Structural Features,
22079,Q357I,Paved Surfaces,Belgian Blocks,Structural Features,
47805,X260,Benches,Bleachers,Structural Features,
57592,X033-ZN01,Lawns,Lawn,Landscape Features,
37278,Q002,Play Equipment,GameTime,Structural Features,
58563,Q001-ZN05,Trails,Foot Bridge,Landscape Features,
20769,Q245,Sidewalks,Concrete Curbs,Structural Features,
61296,R119-ZN02,Fences,Guardrails,Structural Features,
22763,Q398,Sidewalks,Concrete Curbs,Structural Features,
55743,Q021B,Benches,Picnic Tables,Structural Features,
33808,XZ85,Paved Surfaces,Concrete,Structural Features,
52177,R035,Paved Surfaces,Stone/Slate/Granite,Structural Features,
61110,M144-ZN03,Play Equipment,Painted Games,Structural Features,
6790,B342,Sidewalks,Concrete Curbs,Structural Features,
47683,M071-ZN12,Fences,Wire,Structural Features,
11977,M071-ZN12,Paved Surfaces,Hex Blocks,Structural Features,
3277,B149A,Lawns,Lawn,Landscape Features,
18469,Q065,Fences,Wrought-Iron,Structural Features,
35661,B317,Safety Surface,Mitchell New Sectional,Structural Features,
20857,Q285,Fences,Wrought-Iron,Structural Features,
16042,MZ37,Sidewalks,Concrete Flags,Structural Features,
6613,B329-01,Play Equipment,HBCT,Structural Features,
36060,X271,Paved Surfaces,Concrete,Structural Features,
25956,R038,Lawns,Tree Lines,Landscape Features,
381,B025,Benches,Wood Benches,Structural Features,
62186,M182,Sidewalks,Concrete Curbs,Structural Features,
7783,BZ150,Sidewalks,Concrete Curbs,Structural Features,
19276,Q099-ZN24,Benches,Picnic Tables,Structural Features,
6699,B335,Trees,>10,Landscape Features,
20225,Q163-ZN06,Paved Surfaces,Boardwalk,Structural Features,
13185,M108G,Paved Surfaces,Concrete Pavers,Structural Features,
34747,X154,Lawns,Tree Lines,Landscape Features,
34139,BZ265,Sidewalks,Concrete Flags,Structural Features,
56689,Q020-ZN06,Fences,Chain-Link,Structural Features,
22982,Q413,Fences,Chain-Link,Structural Features,
22218,Q360N,Sidewalks,Concrete Curbs,Structural Features,
27752,RZ82S,Trees,1-5,Landscape Features,
50267,X046-ZN01,Paved Surfaces,Concrete,Structural Features,
15540,MZ139,Sidewalks,Concrete Curbs,Structural Features,
10076,M012,Paved Surfaces,Plaque,Structural Features,
1026,B056,Safety Surface,Mitchell New Sectional,Structural Features,
22985,Q413,Trees,>10,Landscape Features,
28695,X020,Paved Surfaces,Belgian Blocks,Structural Features,
57697,Q458-ZN01,Benches,Wood Benches,Structural Features,
59311,BZ343,Horticultural Areas,Tree Lines,Landscape Features,
6377,B312,Paved Surfaces,Asphalt,Structural Features,
50086,M104-ZN01,Paved Surfaces,Belgian Blocks,Structural Features,
49186,BT08,Paved Surfaces,Concrete,Structural Features,
60370,BZ327,Horticultural Areas,Flower Beds,Landscape Features,
48298,Q006-01,Benches,Picnic Tables,Structural Features,
3098,B131,Benches,Wood Benches,Structural Features,
7526,BZ01,Paved Surfaces,Stone/Slate/Granite,Structural Features,
47031,Q266,Safety Surface,Mitchell New Sectional,Structural Features,
22586,Q387D,Fences,Guardrails,Structural Features,
55216,X088-ZN02,Trees,>10,Landscape Features,
29403,X045-03,Paved Surfaces,Color Seal,Structural Features,
24143,QT19,Paved Surfaces,Concrete,Structural Features,
54871,X092-G02,Fences,Wrought-Iron,Structural Features,
4489,B223H,Play Equipment,Music,Structural Features,
28430,X010-ZN05,Sidewalks,Concrete Flags,Structural Features,
50501,M277,Paved Surfaces,Concrete Pavers,Structural Features,
47472,X101A,Benches,Bleachers,Structural Features,
265,B018-ZN01,Sidewalks,Concrete Curbs,Structural Features,
12688,M093,Paved Surfaces,Stone/Slate/Granite,Structural Features,
16440,Q001-ZN09,Horticultural Areas,Potted Plants,Landscape Features,
56291,R119-01,Paved Surfaces,Cribbing,Structural Features,
54725,X039-G02,Benches,Bleachers,Structural Features,
47049,M064,Fences,Pipe-Rail,Structural Features,
24662,QZ457,Sidewalks,Concrete Flags,Structural Features,
17607,Q020-ZN04,Paved Surfaces,Cribbing,Structural Features,
58143,MT01,Paved Surfaces,Fountain,Structural Features,
11484,M058-ZN01,Lawns,Lawn,Landscape Features,
6455,B320,Play Equipment,BBCT,Structural Features,
26486,R072,Play Equipment,BBCT,Structural Features,
60965,Q101,Benches,Concrete Tables,Structural Features,
10452,M029-10,Sidewalks,Concrete Curbs,Structural Features,
20238,Q163-ZN07,Paved Surfaces,Plaque,Structural Features,
8304,BZ322,Sidewalks,Concrete Flags,Structural Features,
56960,M321,Paved Surfaces,Belgian Blocks,Structural Features,
25267,QZ697,Horticultural Areas,Flower Beds,Landscape Features,
4632,B223PA,Sidewalks,Concrete Curbs,Structural Features,
25314,QZ76,Trees,1-5,Landscape Features,
14947,M256,Benches,Wood Benches,Structural Features,
23903,QZ148,Sidewalks,Concrete Flags,Structural Features,
49876,X010-ZN04,Paved Surfaces,Belgian Blocks,Structural Features,
61002,R016-ZN02,Paved Surfaces,Belgian Blocks,Structural Features,
31440,X162,Safety Surface,Mitchell New Sectional,Structural Features,
35635,B248,Paved Surfaces,Plaque,Structural Features,
31857,X188,Benches,Wood Benches,Structural Features,
34189,BZ362,Horticultural Areas,Bushes,Landscape Features,
3534,B162,Play Equipment,Playground Environments,Structural Features,
32189,X208,Paved Surfaces,Concrete,Structural Features,
31938,X194,Play Equipment,HBCT,Structural Features,
7416,B401,Trees,>10,Landscape Features,
51874,B089,Paved Surfaces,Asphalt,Structural Features,
37764,X242,Play Equipment,Playground Environments,Structural Features,
11507,M058-ZN02,Lawns,A-Lawn,Landscape Features,
57343,M300,Fences,Chain & Pillar,Structural Features,
55757,B313,Lawns,Lawn,Landscape Features,
47752,B049,Play Equipment,Sprinkler,Structural Features,
25389,QZ94,Paved Surfaces,Brick,Structural Features,
22521,Q379,Paved Surfaces,Hex Blocks,Structural Features,
7120,B364,Horticultural Areas,Bushes,Landscape Features,
22382,Q369,Sidewalks,Concrete Curbs,Structural Features,
59296,B223A,Sidewalks,Stone Curb,Structural Features,
50448,X021,Paved Surfaces,Plaque,Structural Features,
17378,Q015-ZN07,Paved Surfaces,Asphalt,Structural Features,
16288,Q001-ZN01,Trees,>10,Landscape Features,
24472,QZ390,Sidewalks,Concrete Curbs,Structural Features,
55392,Q428,Paved Surfaces,Cribbing,Structural Features,
8389,BZ340,Trees,6-10,Landscape Features,
8964,M005-ZN02,Fences,Wrought-Iron,Structural Features,
7650,BZ11,Horticultural Areas,Bushes,Landscape Features,
21463,Q320,Sidewalks,Concrete Curbs,Structural Features,
47261,RZ180,Paved Surfaces,Concrete Pavers,Structural Features,
12512,M081-ZN01,Paved Surfaces,Concrete,Structural Features,
21924,Q351,Paved Surfaces,Belgian Blocks,Structural Features,
33035,XZ16,Paved Surfaces,Belgian Blocks,Structural Features,
12595,M086,Lawns,Tree Lines,Landscape Features,
30103,X092-ZN09,Lawns,Lawn,Landscape Features,
34792,Q340,Paved Surfaces,Belgian Blocks,Structural Features,
24424,QZ364,Horticultural Areas,Bushes,Landscape Features,
14398,M212,Paved Surfaces,Plaque,Structural Features,
7858,BZ175,Paved Surfaces,Concrete,Structural Features,
33098,XZ192,Sidewalks,Stone Curb,Structural Features,
23296,Q443,Trees,>10,Landscape Features,
20538,Q218,Paved Surfaces,Concrete Pavers,Structural Features,
28741,X025,Trees,>10,Landscape Features,
48830,Q348,Benches,Wood Benches,Structural Features,
17063,Q012B,Sidewalks,Concrete Flags,Structural Features,
54185,B057-G01,Buildings,Locker Room,Structural Features,
55077,M108T01,Fences,Snow Picket,Structural Features,
55128,X118-ZN05,Trees,>10,Landscape Features,
1492,B066,Paved Surfaces,Brick,Structural Features,
50325,Q345,Fences,Guardrails,Structural Features,
27399,RZ218,Horticultural Areas,Tree Lines,Landscape Features,
61467,B169-ZN07C,Fences,Bollards,Structural Features,
27695,RZ67,Paved Surfaces,Concrete,Structural Features,
28503,X010-ZN10,Sidewalks,Concrete Flags,Structural Features,
12351,M077-02,Play Equipment,Swings,Structural Features,
25087,QZ644,Paved Surfaces,Belgian Blocks,Structural Features,
2773,B115,Lawns,Lawn,Landscape Features,
18772,Q092,Paved Surfaces,Belgian Blocks,Structural Features,
18389,Q055,Trees,1-5,Landscape Features,
28205,X008-ZN01,Fences,Pipe-Rail,Structural Features,
13402,M122,Play Equipment,Stone Animal Art,Structural Features,
7675,BZ126,Sidewalks,Concrete Curbs,Structural Features,
30574,X116,Lawns,Tree Lines,Landscape Features,
36580,Q164-ZN11A,Paved Surfaces,Concrete,Structural Features,
19576,Q108,Fences,Wrought-Iron,Structural Features,
12379,M077-03,Lawns,Tree Lines,Landscape Features,
32967,XZ138,Trees,>10,Landscape Features,
30327,X104,Horticultural Areas,Wild Flowers,Landscape Features,
15706,MZ188,Horticultural Areas,Bushes,Landscape Features,
17627,Q020-ZN05,Lawns,Natural Areas,Landscape Features,
18806,Q096B,Paved Surfaces,Asphalt,Structural Features,
19647,Q119,Paved Surfaces,Concrete,Structural Features,
17027,Q012-ZN02,Benches,Wood Benches,Structural Features,
47772,Q031A,Paved Surfaces,Monument,Structural Features,
6030,B290,Benches,Wood Benches,Structural Features,
34002,B090,Sidewalks,Concrete Curbs,Structural Features,
20992,Q299,Trees,>10,Landscape Features,
59866,Q382,Sidewalks,Asphalt,Structural Features,
13728,M154,Play Equipment,Playground Environments,Structural Features,
55750,R065-ZN10B,Lawns,Lawn,Landscape Features,
37706,Q476,Sidewalks,Concrete Curbs,Structural Features,
13620,M144-ZN02,Paved Surfaces,Stone/Slate/Granite,Structural Features,
3500,B161,Fences,Wrought-Iron,Structural Features,
27885,X001-ZN02,Sidewalks,Concrete Flags,Structural Features,
47584,X242,Paved Surfaces,Plaque,Structural Features,
55740,QT01,Lawns,Tree lines,Landscape Features,
48452,B245,Trees,>10,Landscape Features,
38167,BZ376,Sidewalks,Concrete Curbs,Structural Features,
56356,Q061,Fences,Wire,Structural Features,
18703,Q086-01,Play Equipment,Playground Environments,Structural Features,
33033,XZ16,Sidewalks,Concrete Curbs,Structural Features,
23604,QZ06,Horticultural Areas,PLEASE UPDATE,Landscape Features,
39040,B161,Paved Surfaces,Asphalt,Structural Features,
49547,QT06,Lawns,Tree Lines,Landscape Features,
59327,M071-ZN14,Horticultural Areas,Bushes,Landscape Features,
136,B008,Horticultural Areas,Bushes,Landscape Features,
34016,Q099-ZN07,Lawns,Tree Lines,Landscape Features,
7091,B363,Benches,Wood Benches,Structural Features,
48063,X001-01,Play Equipment,BBCT,Structural Features,
34885,X113,Safety Surface,Mitchell New Sectional,Structural Features,
55677,Q338,Benches,Plastic Benches,Structural Features,
17949,Q024-ZN04,Lawns,Lawn,Landscape Features,
1825,B073-ZN12,Paved Surfaces,Concrete Pavers,Structural Features,
35485,B097,Paved Surfaces,Concrete,Structural Features,
51726,X348-02,Fences,Guardrails,Structural Features,
30639,X118-ZN03,Lawns,Lawn,Landscape Features,
26546,R076,Play Equipment,Swings,Structural Features,
8723,BZ72,Sidewalks,Concrete Curbs,Structural Features,
33590,XZ354,Paved Surfaces,Concrete,Structural Features,
55973,Q099-ZN25,Fences,Bollards,Structural Features,
33316,XZ275,Paved Surfaces,Belgian Blocks,Structural Features,
30825,X130,Sidewalks,Concrete Flags,Structural Features,
13411,M122,Paved Surfaces,Belgian Blocks,Structural Features,
31162,X148M,Paved Surfaces,Belgian Blocks,Structural Features,
17602,Q020-ZN04,Paved Surfaces,Color Seal,Structural Features,
