Inventory ID,Prop ID,Feature,Type,Category,Sub-Category
9992,M010-ZN46,Paved Surfaces,Hex Blocks,Structural Features,
34250,MZ168,Trees,6-10,Landscape Features,
4270,B214-02,Fences,Chain-Link,Structural Features,
12904,M099,Lawns,Lawn,Landscape Features,
34881,X113,Play Equipment,HBCT,Structural Features,
57023,B536,Water Bodies,River,Landscape Features,
50098,Q029,Sidewalks,Brick,Structural Features,
56451,B110,Paved Surfaces,Cribbing,Structural Features,
37599,B407,Trees,>10,Landscape Features,
20495,Q213,Trees,1-5,Landscape Features,
15579,MZ143,Paved Surfaces,Belgian Blocks,Structural Features,
9325,M010-ZN03,Paved Surfaces,Stone/Slate/Granite,Structural Features,
28283,X010-03,Paved Surfaces,Plaque,Structural Features,
7011,B359,Sidewalks,Concrete Curbs,Structural Features,
49365,B057-ZN01,Paved Surfaces,Plaque,Structural Features,
164,B012,Lawns,Lawn,Landscape Features,
20457,Q211,Play Equipment,Swings,Structural Features,
13448,M125A,Trees,>10,Landscape Features,
615,B032-ZN03,Paved Surfaces,Cribbing,Structural Features,
32550,X268,Trees,>10,Landscape Features,
35310,X265,Fences,Pipe-Rail,Structural Features,
12235,M071A,Paved Surfaces,Stone/Slate/Granite,Structural Features,
58847,BZ153,Benches,Stone Benches,Structural Features,
57399,Q458-ZN02,Trees,>10,Landscape Features,
32776,XZ03,Trees,1-5,Landscape Features,
50654,M010-02,Paved Surfaces,Cribbing,Structural Features,
56205,B251-ZN01,Lawns,Natural Areas,Landscape Features,
23639,QZ100,Trees,>10,Landscape Features,
51385,X039-ZN04,Fences,Pipe-Rail,Structural Features,
48564,M042-ZN02,Fences,Bollards,Structural Features,
35007,M003,Safety Surface,Kangaroo New Sectional,Structural Features,
29116,X039-ZN07,Fences,Chain-Link,Structural Features,
6025,B290,Paved Surfaces,Monument,Structural Features,
1593,B073-10,Paved Surfaces,Boardwalk,Structural Features,
37294,B372,Fences,Wire,Structural Features,
17295,Q015-ZN03,Paved Surfaces,Asphalt,Structural Features,
54592,R022-G01,Sand Traps,Rake,Landscape Features,
32282,X221,Fences,Chain-Link,Structural Features,
50181,M104-ZN04,Sidewalks,Concrete Flags,Structural Features,
37303,X164,Play Equipment,Chess & Checkers Tables,Structural Features,
13612,M144-ZN02,Horticultural Areas,Potted Plants,Landscape Features,
32475,X258,Sidewalks,Concrete Flags,Structural Features,
31707,X178,Paved Surfaces,Belgian Blocks,Structural Features,
48411,R161,Trees,>10,Landscape Features,
13563,M141,Paved Surfaces,Asphalt,Structural Features,
2753,B114,Fences,Pipe-Rail,Structural Features,
37387,B125-ZN02,Fences,Wrought-Iron,Structural Features,
21968,Q353,Paved Surfaces,Plaque,Structural Features,
24665,QZ458,Horticultural Areas,Flower Beds,Landscape Features,
25928,R036,Paved Surfaces,Stone/Slate/Granite,Structural Features,
56327,QZ464,Trees,6-10,Landscape Features,
60882,B264,Sidewalks,Stone Curb,Structural Features,
30783,X126-ZN02,Benches,Wood Benches,Structural Features,
38902,RZ121,Trees,6-10,Landscape Features,
38103,B431-01,Paved Surfaces,Cribbing,Structural Features,
30746,X124,Sidewalks,Concrete Flags,Structural Features,
8826,BZ91,Horticultural Areas,Bushes,Landscape Features,
8621,BZ51,Sidewalks,Concrete Flags,Structural Features,
11214,M051,Sidewalks,Concrete Flags,Structural Features,
1438,B065-ZN06,Fences,Pipe-Rail,Structural Features,
13200,M108N,Sidewalks,Concrete Curbs,Structural Features,
2479,B099,Fences,Chain-Link,Structural Features,
26401,R066,Paved Surfaces,Concrete,Structural Features,
3344,B152,Paved Surfaces,Color Seal,Structural Features,
36355,B169-ZN07A,Water Bodies,Ocean,Landscape Features,
33066,XZ173,Paved Surfaces,Belgian Blocks,Structural Features,
49966,B166C-ZN01,Lawns,Lawn,Landscape Features,
49111,B253,Paved Surfaces,Concrete Pavers,Structural Features,
35386,X015,Fences,Wrought-Iron,Structural Features,
17539,Q020-01,Play Equipment,Exercise Equipment,Structural Features,
52175,R035,Benches,Plastic Benches,Structural Features,
59128,M144-ZN03,Benches,Picnic Tables,Structural Features,
2188,B079,Play Equipment,Chess & Checkers Tables,Structural Features,
15574,MZ142,Paved Surfaces,Concrete Pavers,Structural Features,
54659,R104-G01,Trees,>10,Landscape Features,
26736,R106-ZN01,Trees,>10,Landscape Features,
6339,B310,Paved Surfaces,Belgian Blocks,Structural Features,
12715,M095-ZN02,Horticultural Areas,Wild Flowers,Landscape Features,
19816,Q128,Play Equipment,BBCT,Structural Features,
21001,Q300-02,Paved Surfaces,Concrete,Structural Features,
19140,Q099-ZN14,Paved Surfaces,Asphalt,Structural Features,
16923,Q009-ZN02,Fences,Chain-Link,Structural Features,
35056,M193,Play Equipment,Playground Environments,Structural Features,
36090,B118A,Trees,6-10,Landscape Features,
6085,B293,Paved Surfaces,Plaque,Structural Features,
14725,M236,Benches,Wood Benches,Structural Features,
6052,B291,Paved Surfaces,Color Seal,Structural Features,
47712,Q494,Paved Surfaces,Concrete Pavers,Structural Features,
61918,M192,Horticultural Areas,Wild Flowers,Landscape Features,
15432,MZ117,Horticultural Areas,Bushes,Landscape Features,
33548,XZ346,Paved Surfaces,Belgian Blocks,Structural Features,
10393,M028-ZN02A,Benches,Wood Benches,Structural Features,
36282,B169-ZN04B,Benches,Picnic Tables,Structural Features,
30909,X142-ZN02,Lawns,Natural Areas,Landscape Features,
47276,B233D11,Sidewalks,Concrete Curbs,Structural Features,
12135,M071-ZN23,Trees,>10,Landscape Features,
27261,RZ167,Sidewalks,Concrete Flags,Structural Features,
16206,MZ73,Horticultural Areas,Wild Flowers,Landscape Features,
23703,QZ11,Paved Surfaces,Brick,Structural Features,
58366,BT15,Benches,Metal Benches,Structural Features,
25652,R022-04,Paved Surfaces,Hex Blocks,Structural Features,
26722,R105,Fences,Wrought-Iron,Structural Features,
20010,Q141,Play Equipment,Swings,Structural Features,
30721,X123,Paved Surfaces,Stone/Slate/Granite,Structural Features,
5124,B247,Paved Surfaces,Concrete,Structural Features,
28046,X002-ZN02,Paved Surfaces,Belgian Blocks,Structural Features,
28768,X028,Horticultural Areas,Bushes,Landscape Features,
25059,QZ622,Paved Surfaces,Belgian Blocks,Structural Features,
6158,B296,Paved Surfaces,Asphalt,Structural Features,
57660,B369-01,Sidewalks,Concrete Flags,Structural Features,
4706,B223QB,Sidewalks,Concrete Flags,Structural Features,
60305,BZ297,Trees,1-5,Landscape Features,
38624,X007,Paved Surfaces,Gravel,Structural Features,
26201,R059,Trees,>10,Landscape Features,
24937,QZ579,Horticultural Areas,Potted Plants,Landscape Features,
19159,Q099-ZN16,Play Equipment,BBCT,Structural Features,
12190,M353-ZN01,Trees,>10,Landscape Features,
3264,B149A,Fences,Wrought-Iron,Structural Features,
29266,X039-ZN21,Lawns,Grass Strips,Landscape Features,
55818,Q004A,Paved Surfaces,Hex Blocks,Structural Features,
5969,B286,Play Equipment,Exercise Equipment,Structural Features,
4987,B237,Sidewalks,Concrete Curbs,Structural Features,
15195,M292,Fences,Pipe-Rail,Structural Features,
55098,M089-01,Fences,Wire,Structural Features,
24463,QZ39,Sidewalks,Concrete Flags,Structural Features,
19658,Q120,Safety Surface,Mitchell New Sectional,Structural Features,
31914,X193,Benches,Wood Benches,Structural Features,
10269,M020,Benches,Plastic Benches,Structural Features,
2294,B082-ZN03,Benches,Wood Benches,Structural Features,
2258,B082-ZN01,Paved Surfaces,Brick,Structural Features,
35417,M308,Fences,Wrought-Iron,Structural Features,
51163,B223U,Benches,Wood Benches,Structural Features,
27778,RZ91,Trees,1-5,Landscape Features,
54721,X039-G01,Water Bodies,Creek,Landscape Features,
59310,X065,Horticultural Areas,Bushes,Landscape Features,
27362,RZ204,Horticultural Areas,Bushes,Landscape Features,
60203,Q385,Play Equipment,Bocce Court,Structural Features,
48673,RZ33,Paved Surfaces,Concrete,Structural Features,
23354,Q445-01,Trees,>10,Landscape Features,
9376,M010-ZN06,Paved Surfaces,Concrete,Structural Features,
12268,M072-ZN26,Horticultural Areas,Garden,Landscape Features,
21495,Q322,Fences,Chain-Link,Structural Features,
12093,M071-ZN20,Paved Surfaces,Color Seal,Structural Features,
38221,Q051,Play Equipment,HBCT,Structural Features,
61643,Q164-ZN10A,Horticultural Areas,Flower Beds,Landscape Features,
58509,X148C1,Benches,Wood Benches,Structural Features,
51649,R022-05,Safety Surface,Spectraturf New Sectional,Structural Features,
28708,X020,Fences,Wrought-Iron,Structural Features,
38723,RZ012E,Trees,1-5,Landscape Features,
12231,M071A,Paved Surfaces,Plaque,Structural Features,
52299,X247,Lawns,Lawn,Landscape Features,
58771,M060C-01,Paved Surfaces,Concrete,Structural Features,
23736,QZ114,Paved Surfaces,Belgian Blocks,Structural Features,
16305,Q001-ZN01,Sidewalks,Concrete Curbs,Structural Features,
54488,R013-G01,Benches,Wood Benches,Structural Features,
57477,B431-ZN06,Play Equipment,Swings,Structural Features,
48160,Q448-ZN03,Benches,Wood Benches,Structural Features,
34892,X010-07,Trees,>10,Landscape Features,
14462,M216,Paved Surfaces,Belgian Blocks,Structural Features,
6128,B294,Paved Surfaces,Color Seal,Structural Features,
50450,X021,Play Equipment,New Adventure,Structural Features,
58624,B111A,Paved Surfaces,Belgian Blocks,Structural Features,
19298,Q099-ZN25,Paved Surfaces,Concrete,Structural Features,
60201,X092-ZN21,Trails,Foot Bridge,Landscape Features,
61364,X039-ZN11,Lawns,Natural Areas,Landscape Features,
10158,M015,Lawns,Lawn,Landscape Features,
26543,R076,Play Equipment,HBCT,Structural Features,
38651,X115,Sidewalks,Concrete Curbs,Structural Features,
21863,Q346,Trees,>10,Landscape Features,
2407,B088,Trees,>10,Landscape Features,
54395,Q024-G01,Paved Surfaces,Belgian Blocks,Structural Features,
19066,Q099-ZN10,Paved Surfaces,Concrete,Structural Features,
18861,Q099-15,Play Equipment,Swings,Structural Features,
18445,Q061,Horticultural Areas,Bushes,Landscape Features,
9854,M010-ZN37,Paved Surfaces,Concrete,Structural Features,
8240,BZ293,Sidewalks,Concrete Flags,Structural Features,
10827,M037-ZN05,Lawns,Lawn,Landscape Features,
54740,X039-G02,Fairways,Yardage markers,Landscape Features,
14993,M258,Play Equipment,BBCT,Structural Features,
39051,R078,Fences,Wood Guardrails,Structural Features,
36225,B282,Play Equipment,Stone Animal Art,Structural Features,
26673,R089,Fences,Chain-Link,Structural Features,
6609,B329-01,Play Equipment,BBCT,Structural Features,
2810,B121,Fences,Pipe-Rail,Structural Features,
35774,X265,Paved Surfaces,Hex Blocks,Structural Features,
17363,Q015-ZN06,Fences,Wrought-Iron,Structural Features,
10374,M028-ZN01A,Lawns,Natural Areas,Landscape Features,
20404,Q206,Fences,Wrought-Iron,Structural Features,
17392,Q015-ZN08,Paved Surfaces,Stone/Slate/Granite,Structural Features,
51204,Q448-ZN03,Fences,Wire,Structural Features,
24716,QZ469,Trees,1-5,Landscape Features,
30716,X123,Paved Surfaces,Asphalt,Structural Features,
57417,QZ448,Horticultural Areas,Vines,Landscape Features,
1313,B060,Lawns,Lawn,Landscape Features,
57247,B360,Lawns,Tree Lines,Landscape Features,
10485,M029-ZN02,Fences,Guardrails,Structural Features,
923,B054-ZN01,Horticultural Areas,Flower Beds,Landscape Features,
31028,X148C7,Fences,Chain-Link,Structural Features,
9655,M010-ZN27,Paved Surfaces,Belgian Blocks,Structural Features,
50376,X010-ZN05,Play Equipment,Goal Posts,Structural Features,
10101,M013,Trees,>10,Landscape Features,
9322,M010-ZN03,Paved Surfaces,Hex Blocks,Structural Features,
60480,Q363,Play Equipment,Painted Games,Structural Features,
4304,B216,Fences,Chain-Link,Structural Features,
60075,X154,Paved Surfaces,Concrete Pavers,Structural Features,
54360,Q024-G01,Benches,Concrete Benches,Structural Features,
57831,BT12,Lawns,Lawn,Landscape Features,
5728,B269,Sidewalks,Concrete Flags,Structural Features,
51200,R106-ZN02,Fences,Chain-Link,Structural Features,
61582,BT10,Horticultural Areas,Wild Flowers,Landscape Features,
58701,BT09,Fences,Pipe-Rail,Structural Features,
28678,X019,Benches,Wood Benches,Structural Features,
24181,QZ232,Trees,1-5,Landscape Features,
22537,Q381,Play Equipment,BBCT,Structural Features,
25090,QZ645,Fences,Wood Guardrails,Structural Features,
2642,B109,Play Equipment,GameTime,Structural Features,
22031,Q357B,Fences,Chain-Link,Structural Features,
23124,Q425,Benches,Bleachers,Structural Features,
26837,R119-ZN02,Lawns,Natural Areas,Landscape Features,
51704,Q402,Paved Surfaces,Cribbing,Structural Features,
38455,Q015-ZN04,Play Equipment,Exercise Equipment,Structural Features,
17779,Q021B,Paved Surfaces,Concrete,Structural Features,
36077,M064,Benches,Plastic Benches,Structural Features,
1686,B073-ZN04,Sidewalks,Stone Curb,Structural Features,
25950,R038,Paved Surfaces,Cribbing,Structural Features,
49248,Q124,Fences,Bollards,Structural Features,
34682,B243,Fences,Wrought-Iron,Structural Features,
50013,R005-15,Benches,Wood Benches,Structural Features,
22902,Q407,Trees,>10,Landscape Features,
17371,Q015-ZN07,Paved Surfaces,Belgian Blocks,Structural Features,
13471,M125C,Paved Surfaces,Color Seal,Structural Features,
486,B028-ZN02,Lawns,Lawn,Landscape Features,
2754,B114,Fences,Chain-Link,Structural Features,
19943,Q134,Paved Surfaces,Concrete,Structural Features,
33602,XZ363,Trees,6-10,Landscape Features,
51295,XZ467,Sidewalks,Concrete Curbs,Structural Features,
35069,M195,Play Equipment,BBCT,Structural Features,
11057,M042-ZN08,Fences,Wood Guardrails,Structural Features,
60168,B007-01,Paved Surfaces,Concrete,Structural Features,
31919,X193,Paved Surfaces,Asphalt,Structural Features,
20222,Q163-ZN06,Paved Surfaces,Concrete,Structural Features,
62371,M237,Safety Surface,Bonded Rubber Crumb,Structural Features,
61961,Q164-ZN10B,Fences,Bollards,Structural Features,
48335,Q094D,Fences,Pipe-Rail,Structural Features,
56551,R006-ZN02,Fences,Snow Picket,Structural Features,
31798,X186,Paved Surfaces,Concrete,Structural Features,
54542,R022-G01,Benches,Bleachers,Structural Features,
34770,Q267,Sidewalks,Stone Curb,Structural Features,
54781,X039-G02,Trees,>10,Landscape Features,
8026,BZ248,Paved Surfaces,Stone/Slate/Granite,Structural Features,
17931,Q024-ZN03,Paved Surfaces,Plaque,Structural Features,
6779,B342,Fences,Chain-Link,Structural Features,
17705,Q021-ZN02,Benches,Wood Benches,Structural Features,
61886,R172,Paved Surfaces,Asphalt,Structural Features,
26894,R125,Safety Surface,Mitchell New Sectional,Structural Features,
48610,XZ190,Paved Surfaces,Belgian Blocks,Structural Features,
3997,B206,Paved Surfaces,Concrete Pavers,Structural Features,
51742,M378,Safety Surface,Bonded Rubber Crumb,Structural Features,
31693,X177,Paved Surfaces,Concrete Pavers,Structural Features,
32468,X257,Paved Surfaces,Color Seal,Structural Features,
28883,X034-ZN01,Fences,Chain-Link,Structural Features,
26135,R046-ZN05,Benches,Picnic Tables,Structural Features,
50896,R046-ZN01,Paved Surfaces,Cribbing,Structural Features,
47190,BZ224,Paved Surfaces,Belgian Blocks,Structural Features,
61516,M230,Horticultural Areas,Ornamental Grass,Landscape Features,
10687,M037-04,Play Equipment,Playground Environments,Structural Features,
3847,B172,Horticultural Areas,Bushes,Landscape Features,
17650,Q021-02,Safety Surface,Mitchell New Sectional,Structural Features,
25394,QZ94,Trees,1-5,Landscape Features,
50908,M145,Paved Surfaces,Gravel,Structural Features,
32402,X243,Sidewalks,Concrete Curbs,Structural Features,
48900,R145,Paved Surfaces,Boardwalk,Structural Features,
15003,M259,Play Equipment,Playground Environments,Structural Features,
35214,Q348,Play Equipment,Chess & Checkers Tables,Structural Features,
19478,Q104,Horticultural Areas,Garden,Landscape Features,
15923,MZ257,Sidewalks,Concrete Curbs,Structural Features,
61997,M302,Paved Surfaces,Planter,Structural Features,
29926,X092-09,Paved Surfaces,Hex Blocks,Structural Features,
31475,X163,Play Equipment,HBCT,Structural Features,
27215,RZ156,Trees,1-5,Landscape Features,
5149,B248,Fences,Chain-Link,Structural Features,
21698,Q337,Paved Surfaces,Belgian Blocks,Structural Features,
54307,Q015-G01,Buildings,Locker Room,Structural Features,
4055,B210A,Play Equipment,Swings,Structural Features,
35059,M195,Sidewalks,Concrete Curbs,Structural Features,
3728,B169-ZN03,Fences,Chain & Pillar,Structural Features,
38343,M208G,Fences,Chain-Link,Structural Features,
29286,X040,Sidewalks,Concrete Curbs,Structural Features,
13244,M108P-06,Paved Surfaces,Stone/Slate/Granite,Structural Features,
1691,B073-ZN05,Lawns,Natural Areas,Landscape Features,
55328,X150H,Sidewalks,Stone Curb,Structural Features,
22160,Q360J,Play Equipment,BBCT,Structural Features,
58773,M060C-01,Benches,Wood Benches,Structural Features,
24689,QZ462,Horticultural Areas,Wild Flowers,Landscape Features,
18042,Q030,Paved Surfaces,Stone/Slate/Granite,Structural Features,
50173,B018-ZN04,Paved Surfaces,Asphalt,Structural Features,
59483,B236,Benches,Plastic Benches,Structural Features,
6371,B312,Play Equipment,Swings,Structural Features,
49329,X111,Paved Surfaces,Color Seal,Structural Features,
6996,B358,Play Equipment,GameTime,Structural Features,
50557,M353-ZN03,Benches,Plastic Benches,Structural Features,
51723,X348-02,Paved Surfaces,Concrete Pavers,Structural Features,
21145,Q300A-ZN01,Lawns,Lawn,Landscape Features,
29809,X085,Play Equipment,Exercise Equipment,Structural Features,
3682,B168,Paved Surfaces,Stone/Slate/Granite,Structural Features,
21333,Q307,Trees,>10,Landscape Features,
7234,B381,Fences,Wrought-Iron,Structural Features,
21278,Q304,Paved Surfaces,Hex Blocks,Structural Features,
47994,R008,Paved Surfaces,Cribbing,Structural Features,
35278,Q066C,Paved Surfaces,Concrete,Structural Features,
9659,M010-ZN27,Lawns,Lawn,Landscape Features,
61800,M237,Benches,Picnic Tables,Structural Features,
59515,X046-ZN01,Paved Surfaces,Stone/Slate/Granite,Structural Features,
17150,Q015-03,Paved Surfaces,Asphalt,Structural Features,
22639,Q391,Sidewalks,Concrete Flags,Structural Features,
48493,M037-08,Benches,Wood Benches,Structural Features,
